IBGE;MUNIC;UF;REG;CAP;AMZ;SEMIAR;IPS25;POP;PIB21;PIBPC21;IVCM;CADPBF;CADPES;CADPBFPERC;RENDATOT;RENDAHOM;RENDAMUL;AREAFLOR;AREANFLOR ;AREAAGRO;AREANVEG;AREAAGUA;AREANAOBSV
1100015;Alta Floresta D'Oeste;RO;Norte;Não;1;0;53,60308054;22787;734469;34420,33236;51,82;110933;419659;26,434081;2154,81;2222,31;2039,49;378179,5853;88659,11338;233204,1941;1047,500026;4683,212921;90,3965347
1100023;Ariquemes;RO;Norte;Não;1;0;55,91746715;109170;3209761;33389,3637;49,41;428306;1519375;28,18961744;2569,41;2826,7;2208,77;135513,0772;3220,140043;288204,5688;8901,836035;6741,027395;27,74717125
1100031;Cabixi;RO;Norte;Não;1;0;52,10384477;5664;238412;44879,91172;56,05;19542;85135;22,95413167;2281,93;2305,79;2233,6;37881,98614;2558,864184;89799,17926;412,6536066;542,5522892;13,65314995
1100049;Cacoal;RO;Norte;Não;1;0;60,94687316;98280;2792383;32372,70703;51,33;360264;1402694;25,68372004;2781,78;3081,22;2389,85;142533,1327;998,5119657;230628,7722;3893,831593;1217,167968;20,87855505
1100056;Cerejeiras;RO;Norte;Não;1;0;59,24029762;16966;743037;47102,65388;50,39;76676;267970;28,61365078;2741,65;3016,56;2329,11;93795,41852;97813,74456;85634,85868;910,0784931;128,5470704;40,24198754
1100064;Colorado do Oeste;RO;Norte;Não;1;0;59,20712429;16508;424807;27319,67638;52,46;29282;155881;18,78484228;2753,72;2997,71;2389,04;32589,21518;2382,872586;109012,4603;1039,940338;72,29414877;7,932514337
1100072;Corumbiara;RO;Norte;Não;1;0;54,77777008;7968;396728;53148,5722;62,64;21224;105856;20,04987908;2202,29;2361,86;1815,26;99686,93323;5161,685527;200391,5354;423,1338766;352,7022923;14,82007193
1100080;Costa Marques;RO;Norte;Não;1;0;53,62473592;13510;316671;25261,95441;52,41;147735;394143;37,48258881;2001,88;2176,14;1646,46;286103,9419;14656,76676;190995,7881;1703,289313;3803,221273;45,2624316
1100098;Espigão D'Oeste;RO;Norte;Não;1;0;55,70782955;32842;773381;26484,89431;52,9;106959;464336;23,03482823;2389,36;2525,73;2154,81;249154,2289;5792,015969;195090,7519;1390,130126;345,0329502;28,67750332
1100106;Guajará-Mirim;RO;Norte;Não;1;0;53,95000455;43594;1054179;26960,02505;59,96;403372;1089160;37,03514635;2261,61;2419,18;2016,61;2247877,641;80878,38482;131829,3526;2129,786543;18358,39516;136,8835571
1100114;Jaru;RO;Norte;Não;1;0;57,02876516;55682;1765089;35144,07997;53,31;197022;793868;24,81797982;2550,38;2796,1;2165,34;42064,86368;2431,969518;247355,0889;1787,589638;772,1424531;2,022572589
1100122;Ji-Paraná;RO;Norte;Não;1;0;60,66983813;140101;4231113;34278,91328;58,03;447534;1771802;25,25869143;2550,73;2810,22;2183,8;452343,8998;3962,623783;223804,1095;4960,305217;4566,94965;22,07425721
1100130;Machadinho D'Oeste;RO;Norte;Não;1;0;51,71251733;34149;890320;29205,69694;51,3;178773;682469;26,19503597;1977,88;2105,73;1750,44;464434,5763;29278,42758;346240,1402;3059,946112;7884,01667;18,97988068
1100148;Nova Brasilândia D'Oeste;RO;Norte;Não;1;0;55,639897;16374;548734;35253,5084;54,29;97671;366907;26,62009719;2136,31;2161,23;2089,51;42556,67921;1451,993085;125359,4728;626,4881133;301,4203661;4,294097247
1100155;Ouro Preto do Oeste;RO;Norte;Não;1;0;58,72950377;38684;985868;28337,65656;52,89;143406;585728;24,48337795;2469,95;2667,34;2177,14;21915,81713;2609,472993;170584,7697;1100,11495;767,5601356;2,548794653
1100189;Pimenta Bueno;RO;Norte;Não;1;0;58,19494833;39220;1642516;47165,15199;53,04;89468;433828;20,62291968;2383,57;2637,3;2027,28;361860,0879;3329,965293;249524,9211;2680,536851;6629,424527;65,22450915
1100205;Porto Velho;RO;Norte;Capital;1;0;57,24729686;517709;20059522;43884,58826;62,79;3377834;9649461;35,00541636;2842,89;3049,54;2571,32;2121391,557;33924,3969;1128831,073;23405,82853;99909,74965;280,3278211
1100254;Presidente Médici;RO;Norte;Não;1;0;57,78267254;20443;559990;29186,00543;49,08;133559;464857;28,73120121;2293,82;2417,96;2082,06;27341,60017;3089,43531;143588,1685;670,4061965;1140,407314;2,369264368
1100262;Rio Crespo;RO;Norte;Não;1;0;53,20232767;3767;184430;53522,42553;53,71;15602;62793;24,84671858;2243,23;2348,26;2018,03;67224,6796;526,050941;101239,0606;1854,025341;913,5947816;10,75561445
1100288;Rolim de Moura;RO;Norte;Não;1;0;60,29905463;62959;1565194;27951,28029;49,43;124350;682551;18,21841884;2490,1;2684,96;2210,34;24435,99899;344,4936092;117817,7153;2757,326413;422,0687566;0,788586414
1100296;Santa Luzia D'Oeste;RO;Norte;Não;1;0;55,03626487;7837;213556;28995,14204;56,25;39772;152194;26,13243623;2014,01;2104;1861,92;30405,45082;447,1391664;88293,57281;375,1318549;250,7560667;0,174948035
1100304;Vilhena;RO;Norte;Não;1;0;59,41834705;109651;4215046;44304,78166;44,88;295288;1325501;22,27746339;2842,63;3159,2;2416,3;967106,6532;8496,85264;185718,2253;7685,332788;830,3734061;81,11727394
1100320;São Miguel do Guaporé;RO;Norte;Não;1;0;54,30968665;22305;905335;42151,32635;55;80749;373618;21,61271673;2296,75;2539,51;1920,62;513460,0697;52869,27502;178238,7997;708,8198716;727,6634533;5,513259851
1100338;Nova Mamoré;RO;Norte;Não;1;0;47,7257977;28701;742687;29402,1622;55,15;202848;605350;33,50920955;2188,62;2439,86;1668,63;548696,6201;1899,805999;450765,9577;1664,633493;3688,189031;60,58505121
1100346;Alvorada D'Oeste;RO;Norte;Não;1;0;58,82061815;13720;352628;27079,52919;55,47;94337;306849;30,74378603;2420,67;2512,9;2248,21;145893,9056;8288,394176;148084,1918;531,605868;111,3266051;11,92643923
1100379;Alto Alegre dos Parecis;RO;Norte;Não;1;0;52,8870963;12237;483672;42442,9659;58,18;34764;160031;21,72329111;2116,48;2215,93;1910,88;216083,5384;46665,94193;130360,3914;781,5801701;1394,702973;13,62964976
1100403;Alto Paraíso;RO;Norte;Não;1;0;51,63945985;17467;510361;31500,40657;52,04;79823;316468;25,22308733;2471,28;2416,61;2570,98;65236,53584;678,1190672;195652,1425;1246,418782;2391,00412;5,555998645
1100452;Buritis;RO;Norte;Não;1;0;53,21650898;30649;966552;34781,64581;50,42;149961;511101;29,34077609;2229,64;2388,1;1956,73;54262,9713;316,4040844;269856,4641;1072,231016;1054,326117;1,056286182
1100502;Novo Horizonte do Oeste;RO;Norte;Não;1;0;55,49961658;7972;231502;30415,02082;53,07;35299;163725;21,55993281;2193,14;2306,06;1973,05;13421,83568;422,8893017;70110,50161;230,4395264;162,0194807;0
1100601;Cacaulândia;RO;Norte;Não;1;0;56,34200089;4292;275338;66830,83552;51,95;20800;100476;20,70146105;2322,91;2546,46;1924,52;57015,82385;2036,051904;135871,9129;152,3014685;1087,060795;2,728487396
1100700;Campo Novo de Rondônia;RO;Norte;Não;1;0;52,26982574;9095;369377;42070,7205;52,15;41317;168964;24,45313795;2109,55;2224,01;1832,64;134829,1164;3337,631826;203247,7838;2359,089675;425,2394833;4,661169806
1100809;Candeias do Jamari;RO;Norte;Não;1;0;50,97183273;24313;655606;29600,71375;47,9;241879;682783;35,42545728;1819,7;1974,34;1567,16;373038,0769;12248,59803;269706,1141;1580,206828;27816,82428;26,061627
1100908;Castanheiras;RO;Norte;Não;1;0;56,99399229;3450;99627;31040,60535;52,9;17987;65910;27,29024427;1940,64;1977,85;1869,2;25482,69737;187,3525872;63030,36239;183,9908803;397,3516797;0,262912122
1100924;Chupinguaia;RO;Norte;Não;1;0;54,63074155;10191;468793;50645,12965;53,66;58682;179041;32,77573293;2427,05;2513,52;2280,69;244836,6559;8230,164085;257438,7631;1102,090183;1077,444238;12,38683766
1100940;Cujubim;RO;Norte;Não;1;0;46,36798061;15877;487480;33037,65081;51,43;86540;328284;26,36132129;2242,95;2425,56;1897,89;139610,9476;127,403817;243665,5736;1556,233489;1425,386433;2,030471881
1101005;Governador Jorge Teixeira;RO;Norte;Não;1;0;54,17215416;8340;239330;30130,87227;57,44;67353;210428;32,00762256;2230,38;2358,66;1958,95;359668,9598;5050,565106;141582,7288;288,5991546;139,7953011;6,239751953
1101104;Itapuã do Oeste;RO;Norte;Não;1;0;57,33797139;9228;210031;24750,14346;47,75;48413;190807;25,37275886;2035,49;2181,62;1756,44;298166,0488;6537,801687;85859,07589;3080,984461;14486,43033;24,90283722
1101203;Ministro Andreazza;RO;Norte;Não;1;0;55,76717773;6519;297878;46404,65657;52,21;40594;147973;27,43338312;2356,05;2511,8;2101,25;13282,19646;2752,376527;63481,80329;275,1645564;39,39755505;12,11439704
1101302;Mirante da Serra;RO;Norte;Não;1;0;53,32434952;9657;262640;28647,24115;56,68;48441;230112;21,0510534;2087,81;2312,35;1724,84;52838,33689;1967,634163;63454,53191;326,8355941;596,1727828;2,89629198
1101401;Monte Negro;RO;Norte;Não;1;0;49,76775993;12168;389891;34009,11017;60,69;96091;300307;31,99758913;2269,14;2476,47;1880,14;45732,69205;2224,734067;139982,2147;3723,582258;1514,819677;11,62360775
1101435;Nova União;RO;Norte;Não;1;0;52,26702495;6541;157321;25559,58763;50,7;49886;160923;30,99991922;1735,06;1721,97;1764,33;8647,997886;674,2822603;71113,48654;105,7399957;173,1017682;0
1101450;Parecis;RO;Norte;Não;1;0;56,0156639;4372;155434;37956,04078;59,67;26320;96166;27,36934052;2133,12;2281,65;1883,78;124714,7969;1287,459311;128098,4344;502,1788452;231,8559288;35,9145666
1101468;Pimenteiras do Oeste;RO;Norte;Não;1;0;55,5770875;2309;246209;115030,7633;56,34;17532;61190;28,65174048;1924,13;2009,22;1727,66;250752,3001;214110,8251;129842,1635;337,0011956;3984,728703;45,33982523
1101476;Primavera de Rondônia;RO;Norte;Não;1;0;60,83632035;3268;107030;35049,19343;49,93;18821;76555;24,58493893;1984,09;2011,94;1934,62;15289,59258;37,02934222;44776,52791;248,3636946;195,6067358;4,202090027
1101484;São Felipe D'Oeste;RO;Norte;Não;1;0;56,69524343;5588;130676;25034,22115;54,2;12274;89637;13,69300624;2366,88;2360,51;2379,46;8495,772163;8,403417096;45439,89972;187,928777;34,57524639;0
1101492;São Francisco do Guaporé;RO;Norte;Não;1;0;54,47853266;17557;488043;30185,78619;56,18;99135;350150;28,31215193;2036,12;2191,47;1777,14;654184,7264;187842,2632;245573,3173;1955,620866;4641,798526;13,62382572
1101500;Seringueiras;RO;Norte;Não;1;0;56,79038989;12965;332987;30025,76359;59,66;60649;247220;24,53240029;2091,53;2236,26;1812,64;229937,1988;7066,138044;139657,2385;447,3119094;238,2712829;6,564050201
1101559;Teixeirópolis;RO;Norte;Não;1;0;53,17674731;4521;121301;28709,23339;50,7;24757;95435;25,94121653;2034,01;2294,57;1621,88;4772,370429;218,5810858;40871,83367;92,29505024;40,21717977;2,019893549
1101609;Theobroma;RO;Norte;Não;1;0;52,00844297;8459;257426;31961,69232;50,83;40382;165333;24,42464602;2226,11;2181,82;2317,85;50166,34895;261,8397936;168060,0214;321,4191532;929,6159439;0
1101708;Urupá;RO;Norte;Não;1;0;54,22016002;11314;273501;25687,41793;52,21;65656;211313;31,07049732;2120,53;2199,58;1975,11;10110,31199;1559,346458;70493,7861;333,6684016;665,1179171;21,41312967
1101757;Vale do Anari;RO;Norte;Não;1;0;51,10504084;8220;220588;28530,85419;53,71;69412;242605;28,61111684;2076,36;2176,81;1874,98;188581,4514;198,4046908;122115,7947;486,2080365;2123,789525;7,051552985
1101807;Vale do Paraíso;RO;Norte;Não;1;0;51,24307394;6790;185648;28862,97737;54,77;36341;133725;27,17592073;2162,32;2382,77;1679,32;11824,37828;432,5314984;83568,00843;155,2555787;587,6059651;0
1200013;Acrelândia;AC;Norte;Não;1;0;52,27829817;14712;398725;28645,29581;52,1;166941;439721;37,96520976;1665,62;1799,65;1394,22;47151,40023;57,07894557;132746,3506;523,1414744;533,9357242;15,58718424
1200054;Assis Brasil;AC;Norte;Não;1;0;51,41639799;8648;133916;16653,52923;54,5;164313;381217;43,10222262;1826,55;1735,72;1970,47;460220,7302;396,9035417;34080,60464;678,9613825;881,8932698;17,04507932
1200104;Brasiléia;AC;Norte;Não;1;0;52,75556569;28028;685636;26563,12088;43,22;342928;806147;42,53913988;1805,6;1843,98;1742,09;227334,4398;167,690204;163269,4952;1248,318959;660,4163422;33,71864022
1200138;Bujari;AC;Norte;Não;1;0;52,57478217;13928;300830;23459,47658;47,37;144701;371190;38,98300062;1689,45;1676,03;1718,01;168615,134;41,69462817;133495,7919;703,8924448;627,7819858;2,912202014
1200179;Capixaba;AC;Norte;Não;1;0;50,6679789;10981;512353;49662,54589;57,86;145124;370655;39,15339062;1561,6;1514,46;1672,58;69579,03789;64,31257105;99763,05519;376,081389;590,7871429;3,604300861
1200203;Cruzeiro do Sul;AC;Norte;Não;1;0;54,66465824;98916;2058630;22567,23401;54,02;1104314;2605579;42,38267195;1939,02;1966,31;1897,84;776956,4578;1045,491009;88356,04545;6186,602309;5168,53628;32,85975292
1200252;Epitaciolândia;AC;Norte;Não;1;0;57,19100473;19874;644542;34613,59261;54,13;185588;454238;40,85699567;1981,9;1984,43;1977,53;73808,74558;12,82183883;90383,40295;445,3709932;371,6110676;4,391374316
1200302;Feijó;AC;Norte;Não;1;0;44,39293625;37764;567040;16123,1692;58,75;503169;1194199;42,13443488;1506,11;1531,72;1459,64;2600261,177;1055,786468;180950,8299;3001,404256;11035,80716;51,29866855
1200328;Jordão;AC;Norte;Não;1;0;48,26188313;9884;113975;12449,25369;52,73;175737;389886;45,07394469;1645,23;1562,11;1805,45;517712,9381;175,5982286;14845,27395;482,4359457;1665,260654;10,33169996
1200336;Mâncio Lima;AC;Norte;Não;1;0;53,62102976;20479;269205;14054,63857;51,2;326323;728859;44,7717597;1473,18;1378,94;1653,56;504007,3464;106,1119585;33099,7798;1842,626051;661,299309;3,722421002
1200344;Manoel Urbano;AC;Norte;Não;1;0;50,21795484;12923;184904;15526,32538;52,66;205237;483487;42,44933163;1488,89;1433,05;1632,38;989049,0649;1322,826392;64763,87529;499,3216353;6230,039715;17,84304698
1200351;Marechal Thaumaturgo;AC;Norte;Não;1;0;48,42666646;18057;256865;15137,19736;62,23;328127;731549;44,85372818;1285,47;1138,16;1616,69;789559,4436;677,2131342;22951,31974;1192,581104;2678,990812;12,53942447
1200385;Plácido de Castro;AC;Norte;Não;1;0;55,27772416;17107;601471;36585,85376;48,57;168193;433691;38,78175936;1858,24;1806,31;1946,03;41120,11352;103,3988191;152150,3138;729,1719328;455,0765777;7,303601129
1200393;Porto Walter;AC;Norte;Não;1;0;52,43573243;11333;160535;15063,5217;70,59;186270;426420;43,68228507;1462,05;1325,27;1713,62;620488,4239;472,8071482;19149,67639;707,2349838;3426,736151;10,88022275
1200401;Rio Branco;AC;Norte;Capital;1;0;62,2882687;389001;10955675;30254,88663;51,34;2844285;7607489;37,38796073;2705,32;2876,21;2494,48;572655,2506;735,3448237;295886,6318;11784,35053;2433,121545;9,510244043
1200427;Rodrigues Alves;AC;Norte;Não;1;0;52,3758026;15560;255649;17238,93679;54,51;249774;572477;43,63039913;1447,53;1400,73;1524,36;254661,342;184,3635858;48957,06261;1659,788821;714,502612;4,695344299
1200435;Santa Rosa do Purus;AC;Norte;Não;1;0;44,2476425;7217;108545;16263,18288;59,67;120329;280044;42,96789076;1675,67;1719,13;1592,69;600535,0632;767,0477827;8401,157735;370,6351658;4122,978331;17,47372024
1200450;Senador Guiomard;AC;Norte;Não;1;0;52,81382728;22402;779672;36606,86145;53,99;252734;642088;39,36127135;1800,06;1821,83;1761,71;57452,83947;80,83792745;172666,3212;1207,689671;610,774478;0
1200500;Sena Madureira;AC;Norte;Não;1;0;52,13234784;44049;748094;18226,9087;52,91;702064;1607373;43,67772757;1973,55;2102,43;1722,01;2140579,744;2254,247738;225177,4238;2154,000414;4767,706077;32,6875428
1200609;Tarauacá;AC;Norte;Não;1;0;47,62252041;46816;711884;16497,13008;59,45;799629;1814938;44,05819923;1829,68;1764,19;1936,96;1857429,787;975,991313;147704,2295;2666,081325;8153,78883;35,31931431
1200708;Xapuri;AC;Norte;Não;1;0;52,23086468;19170;454981;25122,09403;44,79;205967;514327;40,04592409;1662,51;1664,29;1659,04;372166,1588;57,65753489;160598,5416;615,1665745;1202,649662;11,60361723
1200807;Porto Acre;AC;Norte;Não;1;0;49,22519101;17523;471315;28440,40014;52,99;302921;707995;42,78575414;1386,65;1442,32;1272,04;123988,4316;64,88069592;134568,0981;914,6303272;902,87224;5,553876868
1300029;Alvarães;AM;Norte;Não;1;0;48,63430087;16806;217333;13798,02918;58,69;290067;638815;45,40704273;1206,06;1169,81;1275,95;564912,9872;2222,462035;6359,568558;312,0214357;18478,53546;59,33915599
1300060;Amaturá;AM;Norte;Não;1;0;56,0484029;11533;118872;11067,54465;71,91;189602;442030;42,89346877;1681,92;1554,33;1904,99;435112,5679;5738,86333;731,2602246;405,9786007;33402,69419;23,38202313
1300086;Anamã;AM;Norte;Não;1;0;54,80631409;9981;138599;14014,33173;68,54;198642;446548;44,48390767;1189,11;1101,19;1378,04;220854,1923;4343,4806;1299,629016;339,6893424;17748,27574;28,19713915
1300102;Anori;AM;Norte;Não;1;0;56,78310856;18056;248435;14554,41291;61,48;260571;577864;45,09209779;1442,67;1492,25;1349,47;518589,2449;12781,16496;952,3718981;349,3505617;70936,06065;8,386284491
1300144;Apuí;AM;Norte;Não;1;0;45,35093517;21781;297810;14529,18162;52,45;176116;487842;36,10103271;2219;2502,2;1683,97;4974260,945;5149,873594;418539,4063;1117,523291;24952,33887;33,00579327
1300201;Atalaia do Norte;AM;Norte;Não;1;0;46,72885932;15889;184947;12165,15039;61,71;210985;515384;40,93743694;1974,4;1898,56;2102,88;7600402,41;530,3836477;1835,282901;320,1144227;39745,7456;67,0436002
1300300;Autazes;AM;Norte;Não;1;0;49,64592185;45960;506341;12271,13101;59,24;907761;1936322;46,8806841;1418,47;1434,95;1384,93;528753,9564;52162,38079;83115,715;2106,95121;98882,01353;257,456551
1300409;Barcelos;AM;Norte;Não;1;0;47,25792281;18210;245622;13136,61679;52,27;265614;613480;43,29627698;1718,09;1882,44;1418,08;10986038,26;774138,6404;3815,493965;578,4651994;473409,6121;123,0759876
1300508;Barreirinha;AM;Norte;Não;1;0;52,98985101;33722;344890;11188,29336;50,83;556681;1277322;43,5818846;1316,25;1258,52;1416,15;449897,8029;28369,06203;20915,71403;1263,260481;74593,5197;139,0812467
1300607;Benjamin Constant;AM;Norte;Não;1;0;50,74606133;40908;388781;10402,12233;55,14;645102;1459372;44,2040823;1535,93;1442,34;1684,72;845502,2885;1039,964742;1110,650202;1221,764865;20710,64877;19,34421512
1300631;Beruri;AM;Norte;Não;1;0;52,13525354;22495;211871;10301,07435;59,26;478063;1043452;45,81552386;1700,42;1640,89;1791,56;1627308,289;19928,10623;7693,913494;448,7927465;91808,76952;87,96994813
1300680;Boa Vista do Ramos;AM;Norte;Não;1;0;55,20596752;26479;182412;7725,188463;51,07;269838;606653;44,47979323;1149,18;1055,73;1346,35;203210,091;15972,2659;8183,303865;428,3506239;31069,31421;83,73067604
1300706;Boca do Acre;AM;Norte;Não;1;0;50,16686243;38792;512796;14572,16156;66,23;430128;1011270;42,53344804;1636,89;1690,67;1532,93;1861570,616;4699,627548;309488,6445;1447,543779;16562,96999;100,2862703
1300805;Borba;AM;Norte;Não;1;0;50,06231736;34869;402131;12245,05914;64,67;551633;1239077;44,51967069;1391,86;1441,37;1298,96;4193752,813;45168,35123;30407,24162;862,9143764;153146,295;211,0717654
1300839;Caapiranga;AM;Norte;Não;1;0;55,65252065;14806;177894;13304,07797;58,9;210172;465034;45,19497499;1339,72;1297,3;1414,77;893821,3417;12879,5337;8471,726417;370,584809;29941,89368;65,16224723
1300904;Canutama;AM;Norte;Não;1;0;51,70115283;18109;154316;9214,684143;56,5;251442;559105;44,97223241;1353,6;1344,24;1373,15;3121984,28;61191,54064;150077,8625;778,7824128;30150,89805;168,9133917
1301001;Carauari;AM;Norte;Não;1;0;53,70210265;31130;370657;12990,14669;55,85;510539;1143911;44,63100713;1317,24;1355,78;1251,58;2525406,007;6372,526514;7001,713165;820,2679162;38225,14355;34,35829054
1301100;Careiro;AM;Norte;Não;1;0;51,83132966;32336;395194;12927,99806;56,66;432771;1067304;40,54805379;1578,3;1531,52;1660,74;516522,2133;19939,62475;43078,1434;1904,48805;27887,19115;289,4423249
1301159;Careiro da Várzea;AM;Norte;Não;1;0;49,45095549;20324;413374;21204,44213;72,34;333628;755927;44,13494954;1220,87;1155,54;1366,02;115492,6143;50277,01172;36261,0823;1217,558446;59414,8102;79,07275306
1301209;Coari;AM;Norte;Não;1;0;47,6870045;73576;3380278;48217,88305;53,47;1143668;2569402;44,51105744;1489,01;1504,23;1462,65;5510106,606;31537,56712;6444,816373;1584,369525;247252,9034;151,6742623
1301308;Codajás;AM;Norte;Não;1;0;53,29010337;24572;531995;22755,89467;53,19;345637;826105;41,83935456;1336,82;1213,27;1582,79;1701599,974;25231,1914;2693,819133;366,4532593;140176,3402;23,91191109
1301407;Eirunepé;AM;Norte;Não;1;0;47,00070485;35793;568039;17250,09601;61,59;565593;1251559;45,19107769;1376,43;1378,95;1371,5;1449933,859;4090,611065;17998,75392;803,930909;23730,41645;62,94942667
1301506;Envira;AM;Norte;Não;1;0;47,21895538;17985;215527;12632,39539;52,74;302192;667168;45,29473836;1402,25;1508,91;1197,72;712320,5754;869,2211091;27667,7898;803,7590518;8873,707671;37,14293216
1301605;Fonte Boa;AM;Norte;Não;1;0;51,5177374;28227;222773;8673,775382;59;461659;998115;46,25308707;1409,88;1398,45;1426,78;1125283,688;11934,13319;1558,841065;395,1225581;76363,21332;7,323473138
1301654;Guajará;AM;Norte;Não;1;0;50,69359092;14344;177320;12929,02179;60,37;286378;627242;45,65670028;1240,14;1223,79;1270,22;700604,3715;852,9045374;50550,23681;727,9960867;5560,007878;35,91756335
1301704;Humaitá;AM;Norte;Não;1;0;53,67487347;63454;860168;15075,72645;42,58;789924;1797111;43,95521479;2041,22;2154,6;1835,28;2997215,81;121263,1214;116977,8734;2172,379095;73255,95502;211,7341445
1301803;Ipixuna;AM;Norte;Não;1;0;49,1849699;25629;216519;8971,230665;62,74;347988;729968;47,67167876;1196,6;1256,59;1084,87;1172851,603;1234,992297;22153,72197;492,937319;14191,97736;37,43521909
1301852;Iranduba;AM;Norte;Não;1;0;51,3845148;68862;1001862;16499,77262;61,78;1033763;2348386;44,02014831;1591,33;1676,51;1448,87;161262,7567;9586,345055;14490,75168;4911,921354;31317,69327;110,9597934
1301902;Itacoatiara;AM;Norte;Não;1;0;57,51597733;113917;2350463;22853,92942;66,7;1323349;3189747;41,48758507;1650,38;1678,93;1602,32;612644,2874;66256,46033;52508,76441;3716,280148;153713,418;345,3292411
1301951;Itamarati;AM;Norte;Não;1;0;48,90201876;11956;135620;12490,63052;54,69;204211;456882;44,69666128;1554,8;1576,48;1518,77;2492090,932;3704,232244;3007,325182;209,8594243;27009,28421;27,72122153
1302009;Itapiranga;AM;Norte;Não;1;0;58,09307561;10955;152509;15117,33081;52,77;146939;369894;39,72462381;1489,61;1461,78;1538,67;400673,2932;6818,035645;4662,63135;436,7674585;20858,48179;54,2118343
1302108;Japurá;AM;Norte;Não;1;0;47,16207381;9420;85809;9757,891815;57,23;129048;301801;42,75930166;2033,35;2130,89;1861,36;5418752,309;8090,234269;1055,883806;12408,24444;134653,1132;14,74681226
1302207;Juruá;AM;Norte;Não;1;0;50,18492534;11093;138074;12947,49024;63,44;187820;415374;45,21708147;1430,73;1448,29;1406,56;1858968,437;11548,55007;2005,314208;232,5591546;71476,7519;23,10847019
1302306;Jutaí;AM;Norte;Não;1;0;49,10654782;28202;266377;10659,52456;66,89;488588;1050815;46,49610065;1573,91;1650,29;1448,63;6810145,686;10644,32553;3383,816615;8015,364266;113481,5522;42,84822942
1302405;Lábrea;AM;Norte;Não;1;0;48,60025117;49469;625199;13856,78034;51,11;808128;1817560;44,46224609;1590,46;1607,24;1557,75;6000659,465;110382,7909;663610,904;1524,637484;49899,77394;177,1903456
1302504;Manacapuru;AM;Norte;Não;1;0;56,98835012;111751;1544675;15271,94063;65,36;1616564;3733968;43,29346154;1501,2;1502,36;1499,01;521385,3523;36457,42621;33104,07265;3995,737405;138501,7357;210,0245883
1302553;Manaquiri;AM;Norte;Não;1;0;54,36191506;16211;311335;18332,12986;69,77;291235;696473;41,81569135;1305,13;1245,41;1431,07;338287,8002;19170,24792;12213,40885;794,1386559;26749,09458;112,6989992
1302603;Manaus;AM;Norte;Capital;1;0;63,19420037;2303732;103281436;50412,3395;52,87;18417466;45899995;40,12520263;2646,61;2867,52;2356,4;933534,9817;6044,957484;18168,50846;34656,93561;147483,0329;223,2174568
1302702;Manicoré;AM;Norte;Não;1;0;49,33167836;58018;686279;12822,06545;70,46;691054;1643122;42,05737614;1644,44;1687,9;1563,99;4286495,293;269672,6603;203131,0281;2434,629813;69602,00293;188,7847044
1302801;Maraã;AM;Norte;Não;1;0;48,31847224;15815;176217;11430,44524;56,91;326816;703885;46,43031177;1351,71;1328,82;1393,23;1489748,623;44396,57999;1173,770392;210,9388382;147534,7148;21,7093001
1302900;Maués;AM;Norte;Não;1;0;49,80042056;66336;595827;9806,165236;53,51;1084589;2368338;45,79536367;1224,2;1203,62;1256,88;3802766,026;19768,85515;60352,84017;5868,136671;110045,4429;255,2546054
1303007;Nhamundá;AM;Norte;Não;1;0;53,61899037;21251;207005;10355,39017;54,03;337741;781922;43,19369451;1318,62;1264,86;1424,92;1268053,823;38538,89585;18370,61885;971,6892677;84717,71926;79,60213582
1303106;Nova Olinda do Norte;AM;Norte;Não;1;0;49,45164541;28123;341652;12716,94847;55,53;474101;1084047;43,73435838;1228,91;1235,91;1217,24;491400,4009;9748,318656;15938,87705;638,1402363;39940,84576;153,5211116
1303205;Novo Airão;AM;Norte;Não;1;0;56,60745867;16562;186533;11921,49552;50,66;205752;523482;39,30450331;1702,64;1733,93;1660,37;3644446,144;13047,00332;4453,812315;487,5479381;115154,1936;81,57352685
1303304;Novo Aripuanã;AM;Norte;Não;1;0;51,3691303;25325;252422;10675,31617;54,06;296745;684725;43,33783636;1453,5;1493,9;1381,64;3738545,513;92323,99738;216388,5797;2099,735053;68437,28012;110,0733099
1303403;Parintins;AM;Norte;Não;1;0;58,63421332;101855;1426984;14915,13078;63,85;1584163;3561396;44,48151792;1659,39;1658,74;1660,38;300496,0699;74494,9299;37076,90632;2774,970271;180647,2918;119,4738457
1303502;Pauini;AM;Norte;Não;1;0;45,75540295;20229;199541;10375,1432;58,4;312135;689145;45,29308056;1431,31;1474,84;1358,45;4103859,346;5607,948613;26590,42556;554,1457796;25773,969;54,04145142
1303536;Presidente Figueiredo;AM;Norte;Não;1;0;54,82338076;33291;1031905;33893,24072;38,34;367980;936128;39,30872701;1917,21;1941,56;1876,01;2219928,76;20904,48823;30790,57069;9962,404163;264174,0794;143,7814257
1303569;Rio Preto da Eva;AM;Norte;Não;1;0;53,14396984;25364;407146;16446,83052;48,45;297283;752847;39,4878375;1579,43;1655,53;1445,31;560046,596;1091,711539;16871,61771;2243,897115;1274,98184;33,13103118
1303601;Santa Isabel do Rio Negro;AM;Norte;Não;1;0;47,1932438;13947;185817;13214,732;50,43;213091;485933;43,8519302;1580,87;1548,04;1629,79;6155607,079;45284,4814;2113,165265;530,4715464;67825,83425;79,02386385
