IBGE;MUNIC;UF;REG;CAP;AMZ;SEMIAR;IPS25;POP;PIB21;PIBPC21;IVCM;CADPBF;CADPES;CADPBFPERC;RENDATOT;RENDAHOM;RENDAMUL;AREAFLOR;AREANFLOR ;AREAAGRO;AREANVEG;AREAAGUA;AREANAOBSV
5105606;Matupá;MT;Centro-Oeste;Não;1;0;54,04111725;21959;1282894;64320,29895;55,57;38758;213858;18,12324066;3251,64;3748;2497,57;316603,021;1559,857931;191366,8888;12543,25977;712,2206502;47,47612386
5105622;Mirassol d'Oeste;MT;Centro-Oeste;Não;1;0;55,30366878;27637;835683;31427,42154;52,78;182896;603432;30,30929749;2501,79;2821,84;2039,51;19846,30086;3341,49708;84264,04561;958,7897006;101,7983875;35,57190261
5105903;Nobres;MT;Centro-Oeste;Não;1;0;53,6982227;15796;1114914;72492,43947;53,32;133752;375591;35,61107694;2822,26;3041,97;2411,11;224314,2057;19098,36437;145152,9817;1344,916154;957,2377615;
5106000;Nortelândia;MT;Centro-Oeste;Não;1;0;55,32817481;5890;325663;55077,29011;50,05;34095;112468;30,31528968;2378,22;2506,67;2183,98;66885,77831;1378,068293;64857,34197;298,9683752;206,8827529;50,9681038
5106109;Nossa Senhora do Livramento;MT;Centro-Oeste;Não;1;0;52,58671746;11658;387845;30191,36542;60,01;98049;297669;32,93893553;1949,6;2032,02;1773,6;253011,9019;97476,55155;186199,0028;14166,52175;2882,201446;0,687954993
5106158;Nova Bandeirantes;MT;Centro-Oeste;Não;1;0;49,29957811;14340;343374;25367,11626;54,58;91888;302250;30,40132341;2875,32;3091,98;2424,86;534672,9923;2919,490946;401028,8134;4922,992117;12108,21631;12,86293686
5106174;Nova Nazaré;MT;Centro-Oeste;Não;1;0;46,78293923;4575;140597;33719,84717;55,5;65583;160289;40,91547143;3049,62;3422,21;2314,97;265186,969;47184,53307;88344,46122;496,386009;2244,491757;
5106182;Nova Lacerda;MT;Centro-Oeste;Não;1;0;52,78228086;7072;445610;67295,79505;60,62;50258;150172;33,46695789;2716,63;2962,58;2171,78;240033,2276;35725,49117;197909,6858;3535,864788;742,3229347;89,00837944
5106190;Nova Santa Helena;MT;Centro-Oeste;Não;1;0;54,02882417;4502;333258;79191,03171;53,55;11211;64617;17,34992339;2897,73;3267,24;2119,94;109522,5686;299,3112647;126929,1954;1574,920914;184,3360047;47,68764884
5106208;Nova Brasilândia;MT;Centro-Oeste;Não;1;0;51,06814618;3791;109136;27958,46714;51,97;23639;114050;20,72687418;2481,96;2698,22;2080,86;190898,1776;4342,419109;128184,7407;745,5785884;4826,334654;
5106216;Nova Canaã do Norte;MT;Centro-Oeste;Não;1;0;57,89249983;11734;909160;78226,43444;48,77;32034;158962;20,15198601;2759,57;2920,53;2460,91;270584,2424;10182,95862;306687,2818;1504,714129;6258,031941;92,4971586
5106224;Nova Mutum;MT;Centro-Oeste;Não;1;0;60,59035604;63455;6036784;108899,7389;49,66;91491;569637;16,06128113;3545,08;4150,52;2740,54;430860,9649;1667,549108;516210,6687;3332,027986;1553,932604;53,77329551
5106232;Nova Olímpia;MT;Centro-Oeste;Não;1;0;59,17655616;16204;732123;45099,52898;58,02;79134;284558;27,80944482;2586,12;2864,92;2058,29;36389,04428;5382,752598;90120,63634;581,5686863;226,4456539;25,43178808
5106240;Nova Ubiratã;MT;Centro-Oeste;Não;1;0;54,24653009;9760;3270201;285695,8775;56,45;18392;138495;13,2799018;2843,51;3241,16;2134,45;693619,9963;7488,398278;540962,9816;1855,945236;2038,217739;105,7872106
5106257;Nova Xavantina;MT;Centro-Oeste;Não;1;0;57,65138604;25915;1033278;42752,96486;50,56;92997;361469;25,72751744;3023,47;3384,34;2373,27;216033,6716;6527,445886;321828,6414;1998,823716;2799,148428;
5106265;Novo Mundo;MT;Centro-Oeste;Não;1;0;50,61125189;6368;486277;75126,81321;49,67;38103;137400;27,73144105;2805,83;3003,91;2351,37;295818,7061;9890,420446;261205,4019;9021,704778;4024,182408;123,5122159
5106273;Novo Horizonte do Norte;MT;Centro-Oeste;Não;1;0;55,01508762;3267;101499;30528,49887;54,08;15955;65914;24,20578329;2819,09;2946,29;2513,55;29859,96379;102,763253;61396,52974;198,2561028;440,9302448;5,786191278
5106281;Novo São Joaquim;MT;Centro-Oeste;Não;1;0;56,16550178;7239;863038;125645,061;50,57;40657;132622;30,65630137;2590,28;2911,04;1945,64;195008,6447;8161,312804;316703,4141;594,0785294;2091,867387;
5106299;Paranaíta;MT;Centro-Oeste;Não;1;0;55,03930644;12079;796220;68720,11019;50,71;41075;188037;21,84410515;2804,04;2947,04;2546,43;223795,4105;4268,560033;232326,4638;5511,832014;15499,86493;32,72207902
5106307;Paranatinga;MT;Centro-Oeste;Não;1;0;53,74261391;28870;2135914;81425,50703;61,66;104434;383153;27,25647457;2852,79;3232,43;2160,74;1460950,221;86695,73823;856121,8443;7809,883815;4983,930498;94,62635764
5106315;Novo Santo Antônio;MT;Centro-Oeste;Não;1;0;52,45046556;2041;56651;28319,87707;53,38;23603;62890;37,530609;2237,72;2461,34;1829,57;127701,1913;255662,9125;42590,17712;306,2819735;13197,06057;21,67340874
5106372;Pedra Preta;MT;Centro-Oeste;Não;1;0;59,83351934;18946;1575822;87862,58721;48,59;95915;348360;27,53329889;2561,73;2759;2263,63;127517,2412;13374,4878;241225,6682;1333,738588;716,0345203;
5106422;Peixoto de Azevedo;MT;Centro-Oeste;Não;1;0;49,53951335;33754;918582;28284,14895;57,07;237108;691457;34,29106944;2446,87;2590,88;2229,04;1024578,003;19544,0786;372192,0294;19012,6648;7971,497618;99,11979778
5106455;Planalto da Serra;MT;Centro-Oeste;Não;1;0;50,99713517;3328;231895;73780,11166;56,7;25819;86039;30,00848452;2572,53;2714,78;2303,85;126871,2236;4229,179038;111405,8733;951,2542299;309,9203652;
5106505;Poconé;MT;Centro-Oeste;Não;1;0;55,59523562;31203;709536;22895,07681;56,19;331887;848441;39,1172751;1901,77;1989,74;1744,38;468280,2921;969441,726;243088,2465;8358,048728;26498,98181;0
5106653;Pontal do Araguaia;MT;Centro-Oeste;Não;1;0;60,45994635;7441;123228;17906,45765;48,45;38427;143133;26,84705833;2961,76;3265,09;2493,31;132835,7973;2549,934524;137337,029;371,2569355;1151,505722;
5106703;Ponte Branca;MT;Centro-Oeste;Não;1;0;64,12395325;2098;31235;15668,83242;54,39;13223;39943;33,10467416;2319,17;2545,61;1930,39;34923,66479;3688,493427;31111,21042;183,255615;207,8711011;
5106752;Pontes e Lacerda;MT;Centro-Oeste;Não;1;0;57,41467895;55762;2436222;47176,10098;57,01;157062;700314;22,42736829;2838,67;3178,65;2310,24;190989,1705;205377,6937;453840,5323;3454,134992;393,5643076;469,5509024
5106778;Porto Alegre do Norte;MT;Centro-Oeste;Não;1;0;51,06451242;12649;568701;47237,77664;63;89232;251755;35,44398324;2623,14;2805,83;2315,93;120687,0303;90457,29423;184340,1274;611,5414384;1005,926101;76,51681866
5106802;Porto dos Gaúchos;MT;Centro-Oeste;Não;1;0;56,28505384;5705;1318804;237516,7655;56,81;12906;67337;19,16628302;3192,09;3474,44;2702,81;378378,4485;274,078512;303803,9052;646,7806945;1468,717158;96,41949399
5106828;Porto Esperidião;MT;Centro-Oeste;Não;1;0;54,37239297;10088;308624;30466,18534;47,26;80972;230692;35,09961334;2512,07;2732,77;1965,71;111188,4927;90392,32115;380478,3921;368,9963504;842,5623181;228,8206982
5106851;Porto Estrela;MT;Centro-Oeste;Não;1;0;52,39398534;3141;83561;26107,62882;49,38;19447;63180;30,78031022;2099,7;2178,51;1932,46;114829,2182;4100,512874;84521,26216;208,8766058;850,2776504;35,9470239
5107008;Poxoréu;MT;Centro-Oeste;Não;1;0;53,55133248;25103;1077754;46627,22176;53,54;147005;439779;33,42701675;2412,76;2637,98;1976,05;321570,8842;29366,70924;336089,5818;2464,91355;2040,291891;
5107040;Primavera do Leste;MT;Centro-Oeste;Não;1;0;65,4929423;96006;6965242;82400,67962;44,25;255591;1061611;24,07576787;3699,34;4196,33;2977,88;124465,7805;14550,80606;402170,6108;4443,726302;1397,940818;
5107065;Querência;MT;Centro-Oeste;Não;1;0;58,46305506;31100;4259440;160279,9474;53,22;124691;367370;33,94153034;3342,58;3812,58;2577,78;1187396,809;59745,53687;511464,6362;1603,876118;19614,11079;165,6050915
5107107;São José dos Quatro Marcos;MT;Centro-Oeste;Não;1;0;58,36698819;17721;448527;25312,4123;53,58;66758;281208;23,73972291;2430,36;2634,93;2106,77;9815,504819;1530,485955;116288,6327;576,6139445;62,6634459;1,639055823
5107156;Reserva do Cabaçal;MT;Centro-Oeste;Não;1;0;52,34859192;2020;47466;22531,81046;48,94;17815;59040;30,17445799;2213,62;2295,66;2079,18;93595,36231;3849,555;35064,08321;631,7587737;24,46711682;17,45030479
5107180;Ribeirão Cascalheira;MT;Centro-Oeste;Não;1;0;47,12377415;10541;756831;75563,07526;66,08;78237;233891;33,45019689;2684,43;2952,12;2170,87;510306,3743;279921,5496;338695,8761;564,4247589;5901,380776;65,95690082
5107198;Ribeirãozinho;MT;Centro-Oeste;Não;1;0;57,25270656;2733;188990;73416,74778;52,34;10796;41014;26,32271907;2616,82;2885,29;2149,37;18443,63178;592,8110823;43011,3501;224,6594244;227,064454;
5107206;Rio Branco;MT;Centro-Oeste;Não;1;0;61,03769786;4440;107214;23814,03797;53,56;23080;80459;28,68541742;2667,74;2984,48;2160,62;4250,166021;10278,06401;39164,5173;168,1721282;36,07984119;30,81758936
5107248;Santa Carmem;MT;Centro-Oeste;Não;1;0;60,57846946;5795;1032326;193498,6937;48,21;22641;95781;23,63829987;2885,31;3409,43;1993,67;233842,7193;596,5692515;146152,4961;437,5151501;155,3084456;20,03961004
5107263;Santo Afonso;MT;Centro-Oeste;Não;1;0;56,93570659;2416;161564;64606,35855;52,99;21495;68815;31,2359224;2855,46;3088,38;2330,22;27649,39515;140,9709469;88650,78148;131,2472821;48,42317886;17,49896807
5107297;São José do Povo;MT;Centro-Oeste;Não;1;0;59,71716929;2716;58964;20658,93468;55,59;8701;52589;16,54528514;2407,17;2377,04;2458,4;7370,299498;240,6739247;40833,13014;167,4349188;362,6862145;
5107305;São José do Rio Claro;MT;Centro-Oeste;Não;1;0;52,54043866;14455;1465623;99008,9228;54,38;90364;295104;30,62106918;2666,94;3059,1;1990,13;213330,4687;1689,127395;235670,6758;1008,440297;710,8531962;121,8741875
5107354;São José do Xingu;MT;Centro-Oeste;Não;1;0;50,53488015;6234;934694;157866,7448;59,51;72748;184132;39,50861339;2694,6;2916,2;2259,89;365444,4782;4909,436114;371467,6478;602,0342214;4027,342347;104,2997811
5107404;São Pedro da Cipa;MT;Centro-Oeste;Não;1;0;60,00915406;4250;69288;16653,25755;50,47;28096;95701;29,35810493;2594,29;2872,83;2117,43;13162,57725;434,8179547;20557,01872;163,6225636;113,9851952;
5107578;Rondolândia;MT;Centro-Oeste;Não;1;0;51,56595568;3518;114382;32872,17934;58,57;21398;73402;29,15179423;2318,25;2445,87;2000,08;1061008,11;7382,514556;193288,765;314,4080394;3719,561378;105,2253201
5107602;Rondonópolis;MT;Centro-Oeste;Não;1;0;65,41078792;263708;17295644;71135,64602;44,81;837883;3780754;22,1617963;3413,27;3795,79;2892,61;121620,5747;7769,474754;340547,4178;10128,42576;2334,774466;
5107701;Rosário Oeste;MT;Centro-Oeste;Não;1;0;51,95712988;15041;535073;34878,60175;54,47;153757;419482;36,65401614;2386,51;2422,47;2320,2;399863,1279;59042,66974;269150,9739;2964,760769;2928,723878;
5107743;Santa Cruz do Xingu;MT;Centro-Oeste;Não;1;0;52,19736348;2904;320574;121350,6915;53,77;19386;54036;35,87608261;3567,91;4336,56;2272,14;397439,6637;4736,343263;154770,7278;341,1302965;4921,842572;135,8807212
5107750;Salto do Céu;MT;Centro-Oeste;Não;1;0;56,83730077;3657;94322;25825,10209;48,94;13675;66584;20,53796708;2384,16;2522,18;2084,47;49672,48729;9909,514412;115327,6067;268,8284557;165,3345994;27,98706985
5107768;Santa Rita do Trivelato;MT;Centro-Oeste;Não;1;0;60,02280268;3536;1236067;380064,1908;52,11;22897;82767;27,66440731;3193,33;3487,99;2635,43;248356,3926;5672,455668;218666,6863;776,7325244;1232,561827;
5107776;Santa Terezinha;MT;Centro-Oeste;Não;1;0;47,58004331;7737;300591;39861,15249;55,07;60663;170260;35,62962528;2528,01;2458,1;2676,22;309939,6171;81904,9174;245697,3527;358,3719905;8626,237995;93,12825816
5107792;Santo Antônio do Leste;MT;Centro-Oeste;Não;1;0;58,64668515;4244;1019978;250652,3151;50,65;32867;99665;32,97747454;2651,8;2809,53;2309,76;146449,8302;6631,655087;186506,1932;553,2490712;226,0846871;
5107800;Santo Antônio de Leverger;MT;Centro-Oeste;Não;1;0;52,29509933;16839;819097;54117,56579;51,23;150012;459267;32,66335269;2344,16;2406,19;2236;414965,2673;194862,3001;330517,8229;688,3821638;5876,676605;
5107859;São Félix do Araguaia;MT;Centro-Oeste;Não;1;0;52,04247604;14604;1622921;120018,2309;60,56;55960;211306;26,4829205;2849,48;3015,51;2511,64;860480,0291;274405,5679;519541,9095;1004,245558;12660,36366;160,108386
5107875;Sapezal;MT;Centro-Oeste;Não;1;0;60,91430003;32514;6978731;242871,605;55,09;93258;400373;23,29277948;3225,82;3704,39;2454,66;827947,659;46522,84085;481091,718;3025,370138;2824,859785;6,385815521
5107883;Serra Nova Dourada;MT;Centro-Oeste;Não;1;0;51,51142469;1941;74485;41682,63361;52,92;14989;48798;30,7164228;2186,37;2398,97;1891,32;66144,516;2430,082188;80138,66232;157,5415196;171,5795213;34,38102951
5107909;Sinop;MT;Centro-Oeste;Não;1;0;61,17547142;223780;9623877;49381,2467;48,8;314932;1938457;16,2465301;3695,2;4150,48;3039,99;144595,6747;1323,881325;229029,5603;10567,79983;13463,63838;111,4914078
5107925;Sorriso;MT;Centro-Oeste;Não;1;0;60,20520673;124665;12522633;114014,9882;46,78;293933;1286767;22,84275242;3792,18;4366,14;2960,44;272092,3164;4526,183983;639710,8261;6195,660873;6785,231164;47,55492531
5107941;Tabaporã;MT;Centro-Oeste;Não;1;0;55,78318652;9895;1319830;135410,9553;55,54;29850;130818;22,81796083;2974,9;3286,29;2373,26;465733,8068;16759,56458;358879,0565;1157,897545;1129,237662;247,3871085
5107958;Tangará da Serra;MT;Centro-Oeste;Não;1;0;61,20170586;114603;5585259;52859,34373;48,76;328470;1221644;26,88753843;3145,97;3572,5;2534,8;336300,7907;491009,337;327316,9295;7654,709886;1294,411216;136,1809872
5108006;Tapurah;MT;Centro-Oeste;Não;1;0;54,76033389;15638;2007700;140734,6006;51,66;33402;152940;21,83993723;3004,64;3343,65;2445,49;199607,0089;497,0610899;247191,7303;1076,938986;804,0416764;80,51291483
5108055;Terra Nova do Norte;MT;Centro-Oeste;Não;1;0;56,3317913;10591;502308;47661,53433;52,84;40317;163787;24,61550673;2852,8;3074,57;2394,88;46025,88301;178,7900126;186305,9792;7345,652681;99,2969466;19,78331203
5108105;Tesouro;MT;Centro-Oeste;Não;1;0;57,86565642;2935;312784;104154,487;49,17;23322;64648;36,07536196;2354,64;2458,91;2167,53;203547,6392;25777,97355;193181,1078;537,5912868;1365,053235;
5108204;Torixoréu;MT;Centro-Oeste;Não;1;0;61,35321598;4238;211360;51129,42555;50,1;19663;62586;31,41756942;2329,85;2592,01;1891,83;95677,48163;6532,178154;136612,8162;454,8147381;561,5489051;
5108303;União do Sul;MT;Centro-Oeste;Não;1;0;48,31301275;3904;504232;132337,9087;47,57;33083;89222;37,07941987;2725,25;3083,13;2092,02;309284,0825;1623,335808;147448,3313;485,867128;200,4133186;31,98779424
5108352;Vale de São Domingos;MT;Centro-Oeste;Não;1;0;56,72219751;2892;77155;26762,47641;48,93;18811;61525;30,57456319;2512,96;2687,98;2218,71;94549,50549;25268,1168;69292,67105;596,0615034;452,298768;2,504379205
5108402;Várzea Grande;MT;Centro-Oeste;Não;1;0;60,63749498;318922;9916991;33289,2949;50,11;2088393;6116485;34,14367893;2517,89;2790,73;2151,75;25415,34313;884,7979731;35793,49943;8897,256599;1436,738109;
5108501;Vera;MT;Centro-Oeste;Não;1;0;58,99773602;10758;1291936;101669,3073;51,71;27154;171572;15,82659175;2723,37;3134,17;2059,52;124316,1267;283,4962887;179887,2231;953,9410187;344,5811526;53,99564075
5108600;Vila Rica;MT;Centro-Oeste;Não;1;0;51,61056998;19686;879190;44529,77107;53,78;96395;309992;31,09596377;2914,51;3325,29;2068,39;318082,7434;6459,522982;417047,0116;818,2842091;1211,70756;39,89504222
5108808;Nova Guarita;MT;Centro-Oeste;Não;1;0;58,0570866;4546;167439;36745,38229;52,57;19510;80409;24,2634531;2815,51;3028,74;2287,7;18506,38883;522,7968653;88332,54956;4298,686098;534,210737;2,376510742
5108857;Nova Marilândia;MT;Centro-Oeste;Não;1;0;58,87469625;3731;422855;120697,6031;54,18;14191;59118;24,00453331;2455,28;2784,46;1939,49;79898,79489;2605,884308;107627,2667;325,9568096;75,24028981;40,31902323
5108907;Nova Maringá;MT;Centro-Oeste;Não;1;0;48,42153391;5705;1204757;207586,6791;52,26;23577;92628;25,45342661;3038,65;3363,49;2443,01;799496,3621;790,0646683;352026,7426;730,0508526;2150,09389;153,2047209
5108956;Nova Monte Verde;MT;Centro-Oeste;Não;1;0;48,34092893;8470;367237;44498,71648;53,65;48297;159719;30,23873177;3328,54;3719,56;2522,74;275446,7685;1889,223707;234940,3355;641,2619664;1006,276412;4,666337988
5200050;Abadia de Goiás;GO;Centro-Oeste;Não;0;0;58,31125097;22052;353700;18626,20295;47,36;172359;490837;35,11532342;2203,94;2466,87;1829,04;2418,998516;34,01448945;10430,06662;1417,513505;35,1308979;
5200100;Abadiânia;GO;Centro-Oeste;Não;0;0;57,45789788;17738;445324;26031,50332;50,33;94434;332689;28,38506834;1957,93;2104,97;1700,65;29896,74743;305,6026562;69705,42541;1991,146309;2557,529977;
5200134;Acreúna;GO;Centro-Oeste;Não;0;0;58,2528577;22079;1051834;49124,27616;52,02;87153;366171;23,80117486;2705,94;3056,23;2098,6;12599,46785;18783,92646;122801,9829;1185,117384;1305,723385;
5200159;Adelândia;GO;Centro-Oeste;Não;0;0;63,24168238;2282;48793;21397,12185;51,35;14146;50989;27,74323874;2175,5;2624,76;1531,63;1214,250458;1,975273401;10218,79841;77,68888997;22,58130734;
5200175;Água Fria de Goiás;GO;Centro-Oeste;Não;0;0;57,05381869;4979;533233;108422,6082;55,49;31941;121580;26,27159072;1915,55;2052,91;1655,91;107398,7364;4031,396869;88388,72483;573,2499374;1968,862665;
5200209;Água Limpa;GO;Centro-Oeste;Não;0;0;53,87683172;1843;63847;34614,14591;53,15;18655;50550;36,90405539;2304,08;2532,68;1916,77;8130,976292;;34928,69065;70,45593541;2755,23011;
5200258;Águas Lindas de Goiás;GO;Centro-Oeste;Não;0;0;61,661182;245352;2463152;10993,39815;60,93;1791802;4912273;36,47602647;1864,87;2029,11;1641,27;7540,740338;217,108208;5168,280184;5884,376857;371,2959032;
5200308;Alexânia;GO;Centro-Oeste;Não;0;0;58,86265073;28244;1128054;42072,30429;46,1;286711;754394;38,00547194;2223,42;2425,3;1943,24;29005,1272;363,1390959;48927,38243;2577,405814;3812,209545;
5200506;Aloândia;GO;Centro-Oeste;Não;0;0;58,79331028;1977;63728;32535,84105;50,56;9751;40002;24,37628119;2607,11;2838,56;2258,05;987,7406227;101,3943428;8980,710578;78,18173004;60,45410742;
5200555;Alto Horizonte;GO;Centro-Oeste;Não;0;0;64,27039097;6487;1280223;212379,55;41,7;37314;162748;22,92747069;2527,81;2773,74;2176,48;14008,96064;77,71912612;32393,36009;3381,42005;172,602635;
5200605;Alto Paraíso de Goiás;GO;Centro-Oeste;Não;0;0;57,86255193;11182;297011;29029,61191;56,2;52289;197567;26,46646454;2554,85;2609,14;2489,94;165196,469;52474,89372;40741,49752;885,059472;206,9096318;
5200803;Alvorada do Norte;GO;Centro-Oeste;Não;0;0;57,82416565;8619;169008;20156,49519;48,72;63359;198132;31,97817617;2045,6;2122;1916,81;50065,68981;5891,854656;69516,05536;805,5985338;554,308382;
5200829;Amaralina;GO;Centro-Oeste;Não;0;0;54,44798393;3267;109077;33620,94924;55,05;23176;83785;27,66127588;1997,66;2143,78;1710,48;43698,46826;137,9605764;89977,88889;88,05587756;470,5663626;
5200852;Americano do Brasil;GO;Centro-Oeste;Não;0;0;56,76906961;5260;91400;17506,60202;54,03;32999;104963;31,43869745;2062,7;2182,71;1864,75;1904,881595;0;11250,46958;210,4017527;20,10375485;
5200902;Amorinópolis;GO;Centro-Oeste;Não;0;0;61,13043679;2906;118903;39830,72561;48,63;30524;79624;38,33517532;2546,54;2765,26;2121,7;8237,198287;15,09732488;32235,30152;190,2309082;14,49484996;
5201108;Anápolis;GO;Centro-Oeste;Não;0;0;64,70993112;420300;17788289;44922,37679;50,59;722380;4301533;16,79354779;2936,14;3280,09;2472,62;19983,74572;90,87213763;61227,90039;12025,32173;237,0649823;
5201207;Anhanguera;GO;Centro-Oeste;Não;0;0;63,95261741;913;21691;23646,47652;51,3;5582;23116;24,14777643;2093,21;2380,53;1761,11;1388,871371;0,254959583;3839,383531;51,66262354;277,5128346;
5201306;Anicuns;GO;Centro-Oeste;Não;0;0;63,3947632;18306;512555;27903,40223;50,43;104560;378539;27,62198875;2369,97;2655,8;1912,3;13501,84521;45,75516754;83204,69845;607,8401011;245,108937;
5201405;Aparecida de Goiânia;GO;Centro-Oeste;Não;0;0;61,79283352;556021;16979984;32406,34238;48,5;1234328;5457807;22,61582353;2448,18;2728,67;2087,34;4732,827218;630,9487963;8685,01608;13923,04852;21,84493341;
5201454;Aparecida do Rio Doce;GO;Centro-Oeste;Não;0;0;61,55707641;3045;110072;38140,87568;45,56;11553;53684;21,52037851;2389,68;2690,64;1895,54;8865,308936;2640,535966;48364,18711;219,8297829;236,3739732;
5201504;Aporé;GO;Centro-Oeste;Não;0;0;55,76642057;4488;395713;92162,24391;51,59;23460;79102;29,65791004;2378,85;2552,18;2097,21;50328,97017;12484,21082;223447,8253;497,1663845;3160,964559;
5201603;Araçu;GO;Centro-Oeste;Não;0;0;59,30440871;3840;73496;19487,37057;50,42;25474;89588;28,43461178;2074,71;2107,37;2020,37;2036,722148;5,151122241;12774,54875;126,8288866;33,66512138;
5201702;Aragarças;GO;Centro-Oeste;Não;0;0;57,29140257;18601;277710;15211,38026;50,68;136099;426480;31,9121647;2290,37;2591,23;1873,23;29305,48104;912,606764;34423,18185;624,4588297;897,2150151;
5201801;Aragoiânia;GO;Centro-Oeste;Não;0;0;54,43126542;12806;174315;14767,66186;46,81;120122;323915;37,0844203;2386,5;2592,46;2060,82;4403,325864;170,4716282;16534,3765;639,60547;66,0103222;
5202155;Araguapaz;GO;Centro-Oeste;Não;0;0;54,08302427;7152;180123;25365,287;54,31;64703;187062;34,58906673;2292,38;2485,05;1919,13;80659,99381;1007,591034;136314,5405;248,2683873;577,7454635;
5202353;Arenópolis;GO;Centro-Oeste;Não;0;0;55,18687225;2904;222580;76104,83164;54,12;23211;71234;32,58415925;2170,95;2417,74;1738,83;31693,7386;281,8540458;74327,64263;132,1593529;1118,265702;
5202502;Aruanã;GO;Centro-Oeste;Não;0;0;59,4108015;8570;291962;35432,93043;50,67;44132;175903;25,08882737;2153,18;2390,85;1788,35;100316,4233;24727,67866;171652,1546;1323,935235;7450,604365;
5202601;Aurilândia;GO;Centro-Oeste;Não;0;0;61,45311918;3237;81573;25020,8535;49,86;14901;64315;23,16877867;2253,57;2502,82;1880,36;11063,25378;171,1316646;45166,53804;114,9654753;36,19751436;
5202809;Avelinópolis;GO;Centro-Oeste;Não;0;0;57,27879919;2993;68050;23900,54568;47,65;24993;77298;32,33330746;2343,26;2520,37;2029,45;2378,814106;37,66818689;14438,06153;117,0572303;50,62905818;
5203104;Baliza;GO;Centro-Oeste;Não;0;0;50,47199652;3306;123238;37044,95297;53,67;28597;86789;32,95002823;2379,81;2461,36;2128,71;87729,81959;7593,938431;81714,15608;338,2000932;638,8385298;
5203203;Barro Alto;GO;Centro-Oeste;Não;0;0;60,7643327;10853;1573567;152835,2173;52,58;63137;228091;27,6806187;2313,87;2574,24;1908,36;47961,19286;708,7103783;55049,28003;3627,126536;678,3249942;
5203302;Bela Vista de Goiás;GO;Centro-Oeste;Não;0;0;57,94359249;37305;1480966;43308,95781;49,52;191468;568922;33,65452558;2669,96;3031,73;2102,02;27112,19397;249,0220384;98535,86776;1237,377037;268,7175544;
5203401;Bom Jardim de Goiás;GO;Centro-Oeste;Não;0;0;58,29747322;7775;257660;33163,93023;52,53;60174;203296;29,5992051;2416,63;2565,29;2101,33;73228,44237;1401,267522;114624,7991;469,3387879;394,9203782;
5203500;Bom Jesus de Goiás;GO;Centro-Oeste;Não;0;0;58,22850466;24925;1229633;51699,1953;56,09;92826;347145;26,73983494;2552,7;2899,69;1992,65;11690,5609;5176,280857;121620,9688;731,9629185;1337,308638;
5203559;Bonfinópolis;GO;Centro-Oeste;Não;0;0;62,25028032;11025;121138;11851,42846;44,06;48955;195419;25,05130003;2122,88;2316,39;1827,13;3094,187365;6,089368799;8701,896608;358,2139647;30,87602112;
5203575;Bonópolis;GO;Centro-Oeste;Não;0;0;52,27998987;3289;156630;47824,61322;54,1;36210;96960;37,34529703;1992,39;2120,41;1732,51;52505,22239;615,547718;108626,3175;169,9083147;1613,591949;
5203609;Brazabrantes;GO;Centro-Oeste;Não;0;0;54,7400599;4201;93833;23676,84892;60,67;22890;79776;28,69283995;2066,02;2205,13;1841,01;2044,583229;28,24307352;10239,80798;170,8340926;46,87953752;
5203807;Britânia;GO;Centro-Oeste;Não;0;0;57,9128469;5798;198101;35039,00567;50,62;25131;126911;19,80206601;2318,36;2509,71;2003,44;38191,17246;3479,301985;100165,3239;618,4057886;3393,259555;
5203906;Buriti Alegre;GO;Centro-Oeste;Não;0;0;58,47664048;10930;467717;44891,02755;58,34;29666;115108;25,77231817;2216,83;2511;1788,26;18235,79986;98,53070372;64567,51607;537,8208947;6752,853607;
5203939;Buriti de Goiás;GO;Centro-Oeste;Não;0;0;62,86033443;2800;56916;20985,17086;51,34;18344;65515;27,99969473;2183,27;2489,64;1728,44;4938,299723;910,1460439;14276,82391;128,3192924;1,289282288;
5203962;Buritinópolis;GO;Centro-Oeste;Não;0;0;56,30134586;3140;88900;28473,44038;55,82;33175;94181;35,22472686;1565,47;1643;1422,46;7829,88163;25,83212192;16512,87883;124,7762429;114,8428569;
5204003;Cabeceiras;GO;Centro-Oeste;Não;0;0;57,01206211;7689;475939;63414,46491;49,93;67314;179612;37,4774514;2094,81;2241,54;1843,7;33493,32417;5354,038726;72143,44195;781,7818301;869,8415107;
5204102;Cachoeira Alta;GO;Centro-Oeste;Não;0;0;60,50424804;11854;281679;24644,77171;54,17;61763;202918;30,43741807;2750,73;3205,73;1990,57;26180,44715;4819,236554;131750,2362;523,0409811;2447,781239;
5204201;Cachoeira de Goiás;GO;Centro-Oeste;Não;0;0;55,70539435;1417;38869;27866,72149;48,18;13162;36500;36,06027397;1913,19;1979,86;1781,16;13431,64619;476,3053331;28406,70527;123,7027292;8,915374329;
5204250;Cachoeira Dourada;GO;Centro-Oeste;Não;0;0;63,77310898;7762;69455;8990,236636;53,57;28852;138835;20,78150322;2512,47;2875,74;1898,56;5336,857618;1251,985184;43679,11256;521,419499;2040,579655;
5204300;Caçu;GO;Centro-Oeste;Não;0;0;59,46616628;14034;904592;66153,29763;53,27;41013;208643;19,6570218;3059,04;3591,1;2190,57;31482,45427;4456,73414;180354,0408;630,6447865;8512,756463;
