IBGE;MUNIC;NHB1114;NHB1115;NHB1116;NHB1117;NHB1118;NHB1119;NHB1120;NHB1121;NHB1122;NHB1123;NHB1214;NHB1215;NHB1216;NHB1217;NHB1218;NHB1219;NHB1220;NHB1221;NHB1222;NHB1223;NHB1314;NHB1315;NHB1316;NHB1317;NHB1318;NHB1319;NHB1320;NHB1321;NHB1322;NHB1323;NHB1414;NHB1415;NHB1416;NHB1417;NHB1418;NHB1419;NHB1420;NHB1421;NHB1422;NHB1423;NHB1514;NHB1515;NHB1516;NHB1517;NHB1518;NHB1519;NHB1520;NHB1521;NHB1522;NHB1523;NHB1524
1709005;Goiatins;22,06;19,38;19,31;12,20;20,33;37,19;21,19;19,23;38,30;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,61;0,00;0,00;0,00;16,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,04;16,09;8,04;24,13;0,00;8,04;16,09;24,13;0,00;5,31;4,93;5,44;3,49;3,79;5,42;3,88;4,89;4,19;3,97;4,52
1709302;Guaraí;31,33;4,99;7,96;21,00;19,18;13,33;8,11;8,24;27,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,25;0,00;0,00;0,00;0,00;4,04;0,00;0,00;4,04;4,04;0,00;0,00;12,11;8,07;12,11;24,22;20,18;8,07;12,11;8,07;8,07;4,04;4,73;4,52;4,18;4,83;3,41;3,59;4,40;3,49;3,44;3,04;3,64
1709500;Gurupi;16,02;11,46;13,14;20,06;13,88;9,77;4,68;12,67;9,65;15,60;0,00;7,66;7,61;22,71;7,96;0,00;14,33;15,46;7,43;0,00;4,70;7,05;10,57;5,87;2,35;1,17;1,17;0,00;1,17;1,17;10,57;14,10;16,45;12,92;18,80;8,22;8,22;8,22;18,80;14,10;4,61;4,04;3,79;7,21;3,26;3,12;6,16;9,65;6,22;6,57;4,52
1709807;Ipueiras;43,48;0,00;32,26;0,00;0,00;0,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;322,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,89;0,00;0,00;0,00;0,00;62,89;0,00;0,00;0,00;1,41;4,61;4,51;3,21;4,05;3,85;2,48;3,32;4,24;3,41;2,77
1710508;Itacajá;26,67;6,45;40,32;48,95;33,56;45,80;49,18;39,37;16,81;17,24;0,00;0,00;0,00;0,00;0,00;66,67;0,00;0,00;0,00;86,21;0,00;14,66;0,00;0,00;0,00;0,00;0,00;0,00;14,66;0,00;14,66;0,00;0,00;14,66;0,00;14,66;14,66;14,66;0,00;29,33;3,45;2,84;3,80;2,30;3,51;3,80;3,23;2,92;3,84;4,42;3,40
1710706;Itaguatins;12,66;43,48;14,49;0,00;36,36;0,00;0,00;15,15;15,63;17,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;144,93;0,00;0,00;0,00;0,00;19,33;0,00;0,00;0,00;0,00;0,00;0,00;19,33;0,00;0,00;38,67;0,00;19,33;0,00;0,00;0,00;0,00;0,00;4,78;6,79;6,29;3,85;3,81;4,28;4,68;4,25;5,16;5,59;4,60
1710904;Itapiratins;0,00;0,00;19,23;15,63;0,00;17,54;17,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,96;0,00;0,00;27,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;55,91;27,96;0,00;0,00;27,96;0,00;0,00;0,00;2,38;3,22;3,15;3,56;3,96;3,06;1,00;1,87;3,10;3,12;3,48
1711100;Itaporã do Tocantins;0,00;0,00;0,00;26,32;29,41;27,03;30,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,60;0,00;0,00;0,00;0,00;0,00;2,74;2,43;4,05;4,15;2,71;2,49;1,91;4,24;3,83;2,83;3,17
1711506;Jaú do Tocantins;0,00;20,41;60,61;0,00;0,00;0,00;0,00;34,48;29,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;59,99;29,99;29,99;0,00;0,00;0,00;0,00;0,00;3,25;2,88;2,15;4,94;3,35;4,37;3,41;5,62;5,31;5,14;5,14
1711803;Juarina;0,00;0,00;0,00;0,00;27,78;0,00;0,00;27,03;28,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,37;4,29;3,13;2,92;3,73;3,19;2,89;1,74;4,07;4,98;4,69
1711951;Lagoa do Tocantins;0,00;0,00;31,25;0,00;14,93;0,00;0,00;15,87;0,00;54,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,88;0,00;0,00;28,44;0,00;0,00;85,32;4,88;4,80;5,17;4,96;4,47;5,01;4,96;4,61;5,28;5,22;5,63
1712009;Lajeado;34,48;19,23;17,86;0,00;40,00;0,00;17,86;0,00;23,26;43,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,79;0,00;0,00;29,79;3,23;3,72;3,66;4,96;2,65;2,82;2,89;4,40;2,30;2,56;2,68
1712157;Lavandeira;0,00;35,71;52,63;90,91;0,00;41,67;0,00;55,56;86,96;32,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,04;6,57;4,70;4,91;4,90;3,78;3,67;5,01;5,63;3,94;3,94
1712405;Lizarda;21,28;25,00;0,00;22,22;20,83;0,00;0,00;0,00;22,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33,34;0,00;0,00;0,00;0,00;33,34;0,00;0,00;66,69;33,34;33,34;66,69;0,00;33,34;0,00;0,00;0,00;4,17;5,37;3,59;5,23;5,56;6,07;0,00;2,70;6,76;8,06;6,07
1712454;Luzinópolis;0,00;0,00;0,00;29,41;20,41;0,00;0,00;44,44;0,00;27,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,81;0,00;0,00;0,00;0,00;6,67;5,17;5,19;4,40;4,18;5,68;4,20;3,34;4,13;4,04;4,11
1712504;Marianópolis do Tocantins;0,00;72,46;35,71;15,15;14,08;14,29;30,30;46,15;12,99;29,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,67;21,67;21,67;0,00;21,67;0,00;21,67;0,00;4,75;4,30;3,96;4,35;3,45;3,02;2,82;3,38;3,36;3,71;3,66
1712801;Maurilândia do Tocantins;52,63;0,00;0,00;23,26;0,00;0,00;0,00;83,33;28,57;18,87;204,08;178,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,68;5,99;4,93;5,26;5,43;5,46;5,31;4,66;5,22;4,78;4,60
1713205;Miracema do Tocantins;16,45;16,95;16,08;34,48;18,58;16,95;15,43;23,73;29,63;16,13;0,00;0,00;28,65;32,05;0,00;0,00;0,00;0,00;34,48;0,00;0,00;10,77;0,00;5,39;0,00;0,00;0,00;0,00;5,39;5,39;21,54;10,77;16,16;0,00;5,39;37,70;5,39;16,16;26,93;0,00;5,57;5,12;4,49;5,43;4,65;5,01;4,58;4,32;4,20;4,66;4,01
1713304;Miranorte;34,48;35,50;25,77;12,20;5,43;0,00;16,13;17,14;26,32;11,11;111,73;0,00;61,35;0,00;0,00;0,00;0,00;51,55;0,00;0,00;0,00;0,00;0,00;7,87;0,00;7,87;0,00;0,00;0,00;0,00;23,62;0,00;0,00;39,37;31,49;0,00;7,87;7,87;7,87;7,87;3,64;3,03;3,60;3,25;3,40;3,84;3,24;3,20;4,00;4,32;4,12
1713601;Monte do Carmo;11,90;20,41;34,48;14,93;10,00;12,20;0,00;11,63;28,99;12,05;0,00;0,00;0,00;0,00;0,00;0,00;102,04;0,00;0,00;0,00;0,00;0,00;35,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35,12;0,00;0,00;17,56;0,00;17,56;17,56;2,50;1,50;3,72;3,48;3,52;2,18;2,94;3,85;3,92;4,37;3,98
1713700;Monte Santo do Tocantins;24,39;0,00;0,00;0,00;27,03;80,00;0,00;0,00;0,00;0,00;0,00;384,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,74;0,00;0,00;41,74;0,00;41,74;41,74;0,00;0,00;0,00;0,00;0,00;2,82;4,52;3,92;4,30;4,93;5,01;4,00;5,30;4,34;3,50;4,76
1713809;Palmeiras do Tocantins;14,93;0,00;0,00;25,97;11,90;0,00;16,39;0,00;0,00;29,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,53;20,53;0,00;0,00;0,00;0,00;0,00;20,53;0,00;0,00;4,84;5,06;5,19;5,38;5,14;4,07;1,96;2,49;5,30;2,31;2,89
1713957;Muricilândia;0,00;65,22;21,74;50,00;0,00;18,18;0,00;36,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,70;0,00;0,00;0,00;29,70;0,00;0,00;0,00;3,50;4,71;4,62;5,51;4,84;4,95;3,66;2,55;4,50;4,65;3,97
1714203;Natividade;19,05;39,37;8,55;27,03;7,09;7,46;7,63;29,13;18,18;17,24;0,00;0,00;0,00;75,76;68,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,85;0,00;0,00;0,00;11,42;0,00;0,00;11,42;11,42;11,42;45,69;34,27;11,42;0,00;0,00;0,00;11,42;5,98;5,20;5,58;5,56;4,17;4,26;4,89;4,38;4,72;4,72;4,46
1714302;Nazaré;0,00;0,00;20,83;0,00;0,00;0,00;0,00;16,13;32,79;18,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,76;4,62;6,13;5,78;5,37;4,30;3,34;4,26;4,71;5,36;4,47
1714880;Nova Olinda;10,26;18,26;11,17;10,47;22,35;16,67;12,90;6,17;24,24;17,14;47,85;0,00;0,00;0,00;0,00;51,28;0,00;0,00;0,00;0,00;0,00;0,00;9,65;0,00;9,65;0,00;0,00;0,00;0,00;9,65;0,00;0,00;9,65;9,65;9,65;28,94;0,00;0,00;0,00;9,65;3,03;3,80;4,26;4,45;4,77;4,21;3,16;2,08;3,26;3,69;3,77
1715002;Nova Rosalândia;29,41;0,00;24,39;0,00;23,26;0,00;24,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,74;29,74;0,00;0,00;29,74;29,74;3,43;5,35;3,79;5,08;3,90;3,87;2,45;3,25;3,70;3,92;4,13
1715101;Novo Acordo;15,87;27,03;28,57;25,00;27,40;32,26;0,00;16,13;12,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;138,89;25,20;0,00;0,00;0,00;0,00;25,20;0,00;0,00;0,00;0,00;0,00;0,00;25,20;0,00;25,20;50,39;25,20;50,39;25,20;0,00;5,51;4,75;3,38;3,42;3,78;3,78;3,35;3,84;4,92;4,76;4,09
1715150;Novo Alegre;52,63;0,00;50,00;0,00;0,00;0,00;0,00;0,00;90,91;0,00;0,00;0,00;357,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,17;0,00;0,00;54,17;0,00;0,00;0,00;0,00;0,00;0,00;54,17;0,00;0,00;0,00;0,00;0,00;54,17;0,00;0,00;0,00;6,09;5,87;6,46;5,21;4,82;5,04;4,05;4,45;5,99;6,18;6,34
1715259;Novo Jardim;30,30;0,00;0,00;0,00;0,00;57,14;34,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,84;0,00;44,84;44,84;44,84;0,00;44,84;0,00;0,00;44,84;0,00;0,00;0,00;3,83;4,51;4,70;3,35;4,14;5,59;0,00;6,42;5,18;5,92;1,93
1715507;Oliveira de Fátima;47,62;0,00;38,46;33,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,91;85,91;0,00;0,00;0,00;0,00;0,00;85,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,05;4,95;4,23;3,09;2,37;2,84;2,07;2,93;3,71;2,72;3,67
1715705;Palmeirante;0,00;20,83;15,38;28,17;16,95;12,50;17,86;0,00;48,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,84;0,00;0,00;0,00;0,00;0,00;20,84;20,84;20,84;0,00;20,84;0,00;0,00;0,00;20,84;3,80;5,19;5,11;4,34;4,61;5,09;4,31;3,90;5,11;5,03;4,44
1715754;Palmeirópolis;13,70;25,32;12,66;13,89;0,00;19,42;27,40;11,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,67;0,00;0,00;0,00;0,00;0,00;0,00;14,34;0,00;0,00;14,34;0,00;28,67;14,34;28,67;14,34;0,00;0,00;14,34;28,67;3,73;2,05;2,92;3,13;2,79;2,72;1,76;3,46;4,31;3,96;3,85
1716109;Paraíso do Tocantins;10,60;22,09;16,45;15,03;9,17;11,24;10,90;20,13;10,53;14,51;0,00;13,09;0,00;0,00;0,00;0,00;23,26;11,75;11,56;0,00;1,91;0,00;3,82;0,00;0,00;0,00;0,00;0,00;5,73;1,91;17,19;13,37;15,28;7,64;5,73;9,55;15,28;15,28;9,55;11,46;3,65;3,61;4,10;3,69;3,08;4,09;3,22;2,91;4,10;4,29;3,86
1716208;Paranã;21,58;6,54;13,70;20,55;22,47;18,87;23,39;18,52;42,55;28,17;0,00;0,00;0,00;62,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,97;0,00;9,49;0,00;0,00;0,00;0,00;18,97;9,49;0,00;0,00;0,00;28,46;0,00;0,00;9,49;9,49;3,34;4,46;4,70;4,55;3,96;4,95;5,10;5,75;5,61;5,93;4,68
1716307;Pau D'Arco;13,33;0,00;0,00;16,95;27,78;0,00;30,30;15,15;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,73;0,00;0,00;24,73;24,73;0,00;3,41;3,33;3,59;3,62;3,54;3,15;3,63;4,06;4,55;3,92;4,28
1716653;Pequizeiro;25,97;16,39;14,71;0,00;30,77;0,00;0,00;14,71;31,25;18,18;0,00;0,00;0,00;144,93;0,00;0,00;0,00;0,00;175,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,32;40,64;0,00;0,00;20,32;0,00;0,00;20,32;20,32;2,96;3,05;1,93;3,52;2,66;3,13;4,13;2,52;4,13;3,88;3,66
1716703;Colméia;7,58;8,62;9,80;0,00;0,00;0,00;19,23;8,06;0,00;19,05;59,52;0,00;0,00;0,00;0,00;0,00;0,00;98,04;0,00;0,00;11,18;0,00;11,18;0,00;0,00;0,00;0,00;0,00;0,00;11,18;22,37;11,18;44,74;11,18;11,18;0,00;11,18;11,18;33,55;11,18;4,31;4,53;4,90;4,73;3,66;4,06;3,58;3,23;4,71;5,59;5,84
1717008;Pindorama do Tocantins;0,00;14,71;23,26;17,24;27,03;37,74;0,00;22,73;48,39;13,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,66;22,33;0,00;0,00;0,00;22,33;0,00;0,00;0,00;2,71;2,74;3,39;3,09;4,19;3,04;3,45;3,02;4,79;5,56;4,94
1717206;Piraquê;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,03;30,30;31,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,82;0,00;0,00;43,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,82;0,00;5,04;4,26;6,07;3,41;4,53;4,31;4,98;3,35;3,54;4,15;4,05
1717503;Pium;10,10;0,00;21,98;52,08;22,73;10,42;0,00;12,20;0,00;11,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;104,17;119,05;0,00;0,00;0,00;14,03;0,00;14,03;0,00;0,00;0,00;14,03;0,00;28,06;0,00;0,00;0,00;14,03;0,00;0,00;14,03;0,00;3,86;3,92;4,33;3,57;4,12;3,89;4,02;3,85;4,47;4,02;4,84
1717800;Ponte Alta do Bom Jesus;18,52;0,00;17,24;37,74;71,43;26,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;151,52;0,00;0,00;0,00;0,00;0,00;238,10;0,00;0,00;23,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,70;23,70;23,70;71,09;23,70;23,70;47,39;0,00;4,26;4,03;4,97;4,32;4,85;4,03;3,66;4,59;6,53;5,83;5,22
1717909;Ponte Alta do Tocantins;8,20;8,93;7,94;25,64;19,23;10,00;20,62;16,81;19,23;25,42;0,00;0,00;0,00;0,00;0,00;81,97;0,00;79,37;85,47;0,00;0,00;0,00;0,00;13,18;0,00;0,00;13,18;0,00;0,00;0,00;0,00;0,00;0,00;52,73;13,18;13,18;0,00;0,00;13,18;26,36;4,03;3,73;4,17;5,62;4,64;4,97;4,93;3,61;4,79;5,28;4,42
1718006;Porto Alegre do Tocantins;40,82;0,00;18,52;25,64;19,61;83,33;22,73;0,00;54,05;37,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;185,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,89;0,00;0,00;34,89;0,00;104,68;34,89;34,89;34,89;0,00;3,59;2,80;4,26;3,39;2,92;3,71;3,14;3,05;3,80;3,26;1,35
1718402;Presidente Kennedy;38,46;19,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;212,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,82;0,00;0,00;32,82;0,00;0,00;0,00;65,64;32,82;0,00;32,82;32,82;0,00;4,05;2,70;3,86;4,53;4,24;3,60;3,00;5,11;4,08;4,87;4,13
1718451;Pugmil;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;41,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,60;45,60;0,00;0,00;91,20;0,00;0,00;45,60;45,60;45,60;2,28;2,73;2,73;2,55;2,92;2,82;3,13;2,77;3,37;3,62;3,58
1718501;Recursolândia;35,09;44,12;56,60;18,52;0,00;0,00;54,05;0,00;0,00;20,00;125,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,23;0,00;0,00;29,23;0,00;0,00;29,23;29,23;0,00;2,89;4,17;3,56;4,53;4,04;5,85;3,82;5,75;5,68;5,52;4,83
1718550;Riachinho;0,00;0,00;14,93;16,67;0,00;37,04;37,04;30,30;0,00;0,00;0,00;0,00;163,93;0,00;0,00;151,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,25;25,25;0,00;0,00;0,00;0,00;3,90;5,74;4,85;4,57;4,04;3,16;0,00;3,72;3,86;3,61;3,50
1718659;Rio da Conceição;0,00;0,00;0,00;0,00;0,00;0,00;0,00;96,77;41,67;111,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,56;0,00;0,00;0,00;56,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,56;0,00;56,56;3,24;1,71;3,78;3,70;3,56;3,88;3,02;3,88;4,47;4,82;4,16
1718709;Rio dos Bois;22,73;40,00;0,00;23,81;27,03;0,00;0,00;25,00;31,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,52;0,00;0,00;0,00;0,00;0,00;0,00;36,52;0,00;0,00;36,52;0,00;73,05;36,52;73,05;0,00;4,68;6,21;6,56;5,33;3,56;2,77;3,61;2,92;3,41;3,97;3,48
1718758;Rio Sono;0,00;98,04;33,33;28,99;31,75;16,67;15,63;14,93;47,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,66;0,00;0,00;0,00;0,00;20,66;0,00;6,64;5,72;5,34;4,37;4,87;3,98;5,49;4,85;5,15;6,06;5,17
1718808;Sampaio;11,24;23,26;35,71;0,00;49,50;15,15;24,69;11,36;12,20;36,14;0,00;0,00;0,00;121,95;0,00;0,00;0,00;0,00;0,00;0,00;23,72;0,00;0,00;0,00;0,00;0,00;23,72;0,00;0,00;23,72;23,72;23,72;47,45;23,72;71,17;23,72;47,45;23,72;0,00;0,00;5,04;3,78;5,71;4,09;3,64;3,23;3,59;6,62;4,42;4,33;3,82
1718840;Sandolândia;18,87;25,64;0,00;25,64;22,22;0,00;0,00;0,00;15,87;45,45;0,00;0,00;0,00;0,00;0,00;0,00;256,41;0,00;0,00;0,00;0,00;0,00;0,00;26,86;0,00;0,00;26,86;0,00;0,00;0,00;0,00;0,00;53,72;0,00;0,00;26,86;26,86;0,00;0,00;0,00;4,84;1,92;2,28;3,10;2,55;3,20;3,60;2,78;3,73;3,88;3,58
1718865;Santa Fé do Araguaia;8,77;37,88;8,70;9,90;22,73;8,20;7,87;8,77;8,26;8,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,01;82,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,72;13,86;0,00;27,72;0,00;13,86;13,86;0,00;2,98;3,01;3,26;3,29;3,37;4,02;3,45;4,52;4,35;3,83;3,66
1718881;Santa Maria do Tocantins;0,00;27,78;0,00;0,00;22,73;0,00;52,63;25,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;256,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,31;0,00;0,00;0,00;0,00;37,31;0,00;0,00;3,89;3,22;4,25;3,35;3,47;4,24;7,69;2,05;3,35;3,78;3,69
1719004;Santa Tereza do Tocantins;0,00;42,55;0,00;15,63;0,00;0,00;0,00;37,74;20,00;23,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35,96;0,00;0,00;0,00;35,96;0,00;35,96;2,59;3,03;3,66;4,40;4,16;4,79;4,90;4,00;4,22;4,39;3,45
1720002;Santa Terezinha do Tocantins;0,00;28,57;0,00;30,30;0,00;35,71;0,00;35,71;28,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,56;0,00;0,00;0,00;0,00;0,00;41,56;3,82;4,61;3,85;3,43;3,95;5,07;3,48;4,05;3,65;4,66;3,90
1720101;São Bento do Tocantins;12,05;10,53;13,51;39,47;0,00;0,00;0,00;50,63;0,00;46,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,69;0,00;17,69;17,69;0,00;53,06;0,00;0,00;0,00;0,00;17,69;0,00;3,96;5,17;4,09;3,63;3,54;3,26;3,38;3,65;5,12;3,55;3,57
1720150;São Félix do Tocantins;0,00;58,82;45,45;0,00;0,00;68,97;0,00;0,00;55,56;34,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,49;3,03;4,68;5,61;5,63;5,82;5,50;5,27;5,70;5,72;4,15
1720200;São Miguel do Tocantins;29,85;12,12;5,99;29,07;6,17;13,33;15,87;6,45;6,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60,61;0,00;58,14;0,00;0,00;0,00;0,00;0,00;7,55;0,00;7,55;7,55;0,00;7,55;0,00;7,55;15,10;0,00;15,10;0,00;7,55;7,55;15,10;7,55;4,80;4,63;4,54;3,85;3,90;3,79;3,80;4,01;4,67;4,83;4,77
1720259;São Salvador do Tocantins;27,78;0,00;0,00;0,00;34,48;29,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;357,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,93;0,00;5,15;3,37;2,86;3,75;2,25;3,92;5,99;4,59;3,67;5,44;4,20
1720309;São Sebastião do Tocantins;0,00;0,00;25,64;0,00;13,89;15,38;0,00;17,86;16,13;28,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,39;0,00;0,00;24,39;0,00;24,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,95;4,73;4,89;5,12;4,07;4,74;4,22;4,26;3,24;4,55;4,32
1720499;São Valério;17,24;16,95;0,00;0,00;16,39;17,54;22,73;0,00;18,87;37,74;0,00;0,00;0,00;192,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,61;22,61;0,00;0,00;0,00;0,00;0,00;0,00;22,61;0,00;22,61;45,23;0,00;22,61;0,00;22,61;22,61;22,61;5,23;4,63;6,73;5,09;5,13;6,00;4,74;4,22;5,95;5,24;5,07
