IBGE;MUNIC;NHB1114;NHB1115;NHB1116;NHB1117;NHB1118;NHB1119;NHB1120;NHB1121;NHB1122;NHB1123;NHB1214;NHB1215;NHB1216;NHB1217;NHB1218;NHB1219;NHB1220;NHB1221;NHB1222;NHB1223;NHB1314;NHB1315;NHB1316;NHB1317;NHB1318;NHB1319;NHB1320;NHB1321;NHB1322;NHB1323;NHB1414;NHB1415;NHB1416;NHB1417;NHB1418;NHB1419;NHB1420;NHB1421;NHB1422;NHB1423;NHB1514;NHB1515;NHB1516;NHB1517;NHB1518;NHB1519;NHB1520;NHB1521;NHB1522;NHB1523;NHB1524
1501303;Barcarena;15,20;19,07;13,50;13,00;15,39;15,26;10,13;18,50;16,74;17,16;19,90;5,04;5,02;4,87;15,02;4,75;4,77;4,66;0,00;4,64;0,00;4,74;0,79;1,58;1,58;0,79;1,58;0,79;1,58;0,79;13,42;15,00;15,00;7,11;8,69;11,05;11,05;6,32;12,63;11,84;4,26;4,68;4,00;3,65;3,21;3,10;3,03;3,12;3,19;3,13;2,75
1500107;Abaetetuba;11,46;16,92;19,75;19,17;17,60;15,25;17,63;20,59;24,06;14,68;3,70;7,71;3,95;3,95;15,76;3,70;7,52;15,80;11,06;12,23;1,90;1,26;0,00;0,63;1,90;0,00;1,26;1,90;3,79;0,63;7,59;6,95;8,85;12,64;7,59;10,75;8,85;6,95;11,38;13,28;3,85;3,96;3,76;3,82;2,96;3,18;3,05;2,68;3,08;2,89;2,44
1500206;Acará;22,40;18,16;23,09;26,21;16,78;23,47;26,40;13,56;22,29;18,40;0,00;12,33;29,10;20,70;9,62;0,00;21,37;0,00;0,00;30,67;1,74;1,74;3,49;0,00;0,00;0,00;0,00;1,74;1,74;0,00;19,17;19,17;12,20;8,71;12,20;15,68;19,17;3,49;19,17;17,43;5,38;4,73;4,37;4,64;3,78;3,84;3,25;3,69;3,40;3,57;2,68
1503457;Ipixuna do Pará;22,57;19,10;30,20;25,25;15,97;20,25;27,73;18,87;19,26;6,87;0,00;16,84;19,31;52,72;0,00;17,36;17,36;0,00;33,67;0,00;9,89;3,30;0,00;3,30;3,30;3,30;6,59;0,00;3,30;3,30;26,38;9,89;6,59;23,08;6,59;19,78;0,00;9,89;13,19;23,08;4,86;3,92;4,08;4,62;3,92;4,90;4,16;4,57;6,19;5,86;8,74
1504703;Moju;27,12;16,01;24,09;22,78;16,01;32,95;24,48;15,75;10,54;17,87;7,92;15,44;24,10;8,52;8,40;8,22;8,01;24,92;8,14;17,02;3,61;2,41;2,41;1,20;0,00;0,00;1,20;1,20;0,00;0,00;8,43;4,82;7,23;9,63;7,23;10,84;14,45;14,45;8,43;9,63;6,09;4,81;4,23;4,79;4,15;3,35;2,64;3,47;5,36;3,29;1,77
1505502;Paragominas;19,33;16,23;13,49;13,15;16,76;14,04;15,96;12,17;18,42;16,08;0,00;4,77;4,45;28,67;4,99;9,67;9,84;10,00;5,06;5,54;0,95;1,90;0,95;1,90;0,95;0,00;0,00;1,90;1,90;0,00;13,27;18,95;15,16;6,63;8,53;18,95;13,27;10,42;14,21;20,85;4,70;4,63;3,00;2,22;2,67;3,72;3,64;2,68;2,93;2,98;2,72
1508001;Tomé-Açu;15,55;18,37;17,79;14,78;14,11;14,52;16,34;15,28;12,27;18,06;10,76;0,00;6,87;7,27;6,85;7,07;13,61;0,00;0,00;6,94;4,46;1,49;2,97;2,97;0,00;0,00;1,49;0,00;4,46;1,49;10,40;8,91;7,43;10,40;5,94;7,43;19,32;14,86;11,89;17,83;3,29;2,85;3,22;5,94;5,07;3,44;1,82;2,93;5,81;3,51;2,80
1501402;Belém;17,97;17,27;16,99;15,61;16,64;18,51;18,51;17,36;16,96;18,56;7,76;7,69;6,37;9,83;7,31;6,50;8,47;9,87;5,67;3,96;7,98;7,60;9,67;7,90;9,51;7,90;8,29;7,14;3,53;2,76;31,23;31,38;30,84;34,22;34,60;34,37;31,53;33,83;36,90;33,45;1,20;1,67;3,74;3,82;3,54;4,71;8,08;4,73;5,05;4,25;3,26
1100072;Corumbiara;32,00;0,00;21,58;34,48;7,75;7,87;56,07;8,47;38,83;30,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,94;0,00;0,00;0,00;0,00;13,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,30;13,30;13,30;0,00;0,00;0,00;0,00;0,00;0,00;3,68;3,41;2,32;2,17;2,67;2,16;1,63;2,17;2,69;3,62;3,27
1503754;Jacareacanga;33,51;24,43;25,55;33,93;19,93;23,81;25,56;47,55;24,00;14,02;26,81;0,00;0,00;0,00;0,00;17,64;16,29;34,07;0,00;15,58;16,64;0,00;4,16;4,16;0,00;4,16;8,32;20,80;8,32;12,48;8,32;4,16;8,32;16,64;16,64;16,64;29,12;8,32;45,75;33,28;9,16;9,04;9,34;10,58;8,56;7,63;9,72;7,84;7,64;8,01;5,70
1600238;Ferreira Gomes;21,39;15,63;0,00;6,10;11,90;41,67;28,25;12,99;26,85;57,55;0,00;93,46;183,49;0,00;0,00;0,00;52,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;15,00;0,00;0,00;15,00;15,00;15,00;0,00;3,62;3,15;3,77;4,40;7,94;3,46;5,10;2,66;2,98;3,04;2,11
1700707;Alvorada;8,00;32,79;10,20;18,02;15,15;15,38;7,52;22,56;16,67;12,99;0,00;0,00;0,00;87,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,36;34,08;0,00;0,00;0,00;0,00;11,36;0,00;0,00;22,72;11,36;0,00;22,72;0,00;22,72;22,72;22,72;22,72;11,36;4,04;2,82;1,78;3,80;3,29;3,42;3,22;4,18;3,19;3,78;3,10
1703842;Campos Lindos;24,10;24,54;13,33;28,37;0,00;18,75;19,48;11,76;31,25;12,27;0,00;72,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,56;0,00;0,00;23,11;0,00;0,00;11,56;0,00;0,00;0,00;11,56;11,56;0,00;5,60;4,14;5,07;4,57;4,55;3,93;4,14;3,53;4,31;3,89;2,97
1703909;Caseara;15,38;14,08;12,66;14,49;10,99;32,97;11,90;11,76;16,13;15,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,63;0,00;0,00;0,00;20,63;0,00;0,00;20,63;20,63;82,53;0,00;20,63;0,00;20,63;41,26;41,26;4,55;4,39;3,81;4,83;4,71;3,54;4,84;4,90;4,53;4,28;4,14
1708205;Formoso do Araguaia;16,67;26,62;19,23;13,47;17,86;13,20;12,15;16,78;10,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,02;0,00;67,34;0,00;0,00;0,00;5,30;0,00;0,00;0,00;10,59;0,00;10,59;5,30;0,00;5,30;15,89;5,30;5,30;15,89;5,30;5,30;0,00;10,59;2,98;2,84;3,08;3,15;2,44;3,07;4,48;3,86;3,46;3,60;3,25
1708254;Tabocão;18,18;0,00;0,00;40,82;35,71;12,99;0,00;52,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,94;0,00;0,00;0,00;0,00;0,00;28,94;28,94;28,94;0,00;0,00;57,89;28,94;28,94;0,00;4,68;4,41;5,35;4,96;3,08;3,85;2,15;2,84;1,67;3,50;1,52
1711902;Lagoa da Confusão;51,16;21,01;49,55;24,79;29,52;33,90;11,41;24,22;23,08;28,23;0,00;56,82;91,74;0,00;0,00;0,00;0,00;90,09;0,00;0,00;0,00;0,00;6,54;13,08;6,54;13,08;0,00;13,08;6,54;6,54;19,62;13,08;13,08;6,54;26,16;0,00;6,54;19,62;13,08;0,00;4,99;4,11;3,76;3,58;3,87;3,48;2,62;2,95;3,14;2,93;1,99
1712702;Mateiros;71,43;0,00;26,32;0,00;23,26;20,41;0,00;50,00;40,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,39;0,00;0,00;36,39;0,00;36,39;0,00;0,00;0,00;36,39;3,59;2,83;5,71;3,96;3,00;5,83;6,24;3,39;3,85;3,83;3,67
1716505;Pedro Afonso;23,17;10,75;11,90;11,11;25,00;7,78;35,86;13,64;31,53;18,78;46,73;0,00;40,16;39,37;0,00;0,00;0,00;39,68;0,00;0,00;0,00;0,00;0,00;0,00;7,11;0,00;0,00;0,00;0,00;0,00;7,11;0,00;0,00;21,34;7,11;7,11;0,00;7,11;14,23;7,11;4,29;3,28;4,86;3,18;3,53;3,25;3,14;2,73;2,78;3,26;3,10
1716604;Peixe;7,75;15,63;23,08;7,94;6,94;22,90;14,93;7,69;24,39;24,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,73;0,00;0,00;0,00;0,00;0,00;0,00;10,73;0,00;10,73;10,73;0,00;21,47;0,00;10,73;0,00;21,47;10,73;0,00;0,00;3,23;2,88;2,37;4,20;3,50;3,61;4,63;4,80;4,59;4,47;4,80
1718204;Porto Nacional;11,63;12,51;7,25;14,01;18,46;12,62;11,81;20,63;19,51;18,15;0,00;0,00;0,00;0,00;21,32;9,69;0,00;54,40;0,00;9,07;3,10;0,00;1,55;0,00;1,55;1,55;0,00;1,55;0,00;3,10;12,42;15,52;10,87;12,42;10,87;9,31;12,42;1,55;13,97;12,42;3,10;3,80;4,86;4,59;3,53;3,75;4,30;4,00;3,72;3,71;3,35
1718303;Praia Norte;25,00;15,15;0,00;9,43;0,00;10,75;12,35;0,00;0,00;11,24;0,00;65,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,06;0,00;0,00;0,00;11,06;33,17;0,00;11,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,11;0,00;0,00;6,94;7,56;5,89;5,54;4,55;4,50;4,50;3,25;4,37;4,43;3,39
1718899;Santa Rita do Tocantins;38,46;34,48;41,67;34,48;41,67;0,00;26,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,07;0,00;0,00;0,00;45,07;3,23;3,67;2,81;3,67;3,50;2,97;3,83;2,92;3,66;4,90;4,27
1718907;Santa Rosa do Tocantins;13,70;23,53;12,05;0,00;36,59;27,03;12,35;0,00;27,40;22,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,48;0,00;0,00;0,00;42,96;21,48;21,48;0,00;0,00;3,37;4,55;4,31;3,90;2,98;3,23;6,03;6,49;4,92;4,80;4,46
1721257;Tupirama;43,48;0,00;0,00;41,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,07;4,55;4,19;5,71;5,18;5,45;5,35;7,75;5,83;5,16;3,72
2101400;Balsas;28,84;17,12;25,53;22,07;21,18;19,92;14,66;22,05;14,67;18,52;0,00;19,30;9,97;0,00;0,00;14,18;4,76;30,03;9,60;10,89;0,00;0,98;0,98;0,00;0,98;0,00;0,98;0,98;2,95;1,97;14,76;8,86;11,81;11,81;7,87;11,81;8,86;17,71;14,76;11,81;4,72;4,23;4,49;5,02;4,82;4,43;3,62;3,44;3,79;3,80;3,15
5100201;Água Boa;17,07;32,71;20,20;23,02;12,82;16,87;21,13;15,56;28,70;31,50;0,00;0,00;0,00;0,00;30,12;0,00;0,00;25,25;0,00;0,00;3,42;3,42;0,00;3,42;0,00;0,00;3,42;0,00;0,00;0,00;13,69;20,53;10,27;0,00;6,84;0,00;13,69;10,27;13,69;10,27;2,16;2,83;2,94;2,54;2,88;2,81;3,17;2,72;3,09;3,15;2,84
5100300;Alto Araguaia;15,69;19,76;15,94;9,09;14,71;0,00;0,00;16,48;20,94;5,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,84;0,00;0,00;5,82;11,63;5,82;5,82;0,00;0,00;5,82;5,82;17,45;0,00;17,45;0,00;11,63;17,45;17,45;23,27;11,63;5,82;5,82;11,63;4,46;2,86;3,59;3,29;3,60;3,49;4,42;4,21;3,71;3,52;3,62
5100409;Alto Garças;12,66;6,90;20,98;0,00;6,85;6,71;0,00;6,76;0,00;5,62;0,00;0,00;0,00;0,00;84,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,66;0,00;30,65;0,00;7,66;7,66;7,66;0,00;7,66;7,66;7,66;15,32;3,69;4,15;3,89;3,09;2,47;2,49;2,88;4,41;3,93;4,15;3,37
5101407;Aripuanã;13,62;20,29;14,84;27,62;8,17;5,51;10,28;14,89;14,74;4,82;25,32;51,81;25,64;0,00;0,00;0,00;57,97;0,00;0,00;24,10;0,00;0,00;0,00;4,06;4,06;0,00;0,00;0,00;0,00;4,06;4,06;4,06;8,12;0,00;0,00;4,06;0,00;0,00;4,06;20,30;4,14;4,54;3,82;3,64;3,03;2,89;2,99;2,68;2,96;2,87;2,79
5101902;Brasnorte;20,41;9,90;18,87;15,63;3,17;17,91;17,54;16,29;18,24;12,78;43,86;40,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,88;0,00;0,00;0,00;0,00;5,88;5,88;5,88;5,88;23,52;5,88;5,88;5,88;17,64;11,76;5,88;0,00;7,03;4,98;4,29;5,15;4,44;3,90;5,63;6,49;4,31;4,34;3,48
5102694;Canabrava do Norte;20,83;0,00;0,00;35,71;14,08;0,00;15,38;0,00;32,61;15,87;0,00;0,00;0,00;0,00;0,00;0,00;181,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,30;0,00;0,00;0,00;22,30;22,30;0,00;0,00;0,00;22,30;22,30;3,94;2,66;3,21;3,70;2,17;2,67;2,47;3,05;2,68;3,77;2,28
5103056;Cláudia;20,55;0,00;7,04;7,41;8,85;7,30;14,81;21,74;13,51;12,27;0,00;0,00;64,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,42;0,00;0,00;0,00;0,00;0,00;10,42;0,00;0,00;0,00;0,00;0,00;0,00;10,42;10,42;10,42;0,00;31,27;3,57;3,64;3,51;3,53;3,80;2,43;2,97;2,88;4,05;4,22;4,01
5103304;Comodoro;50,28;47,34;28,21;23,20;18,87;30,05;35,81;27,86;23,74;40,68;0,00;54,50;0,00;0,00;27,10;0,00;0,00;25,64;0,00;33,90;5,48;0,00;0,00;10,97;0,00;0,00;0,00;0,00;0,00;10,97;16,45;10,97;27,42;10,97;16,45;10,97;0,00;0,00;10,97;0,00;4,53;3,55;3,57;3,51;4,10;3,35;3,21;3,55;3,57;3,52;3,13
5103601;Dom Aquino;24,39;11,63;12,20;0,00;13,51;12,05;12,99;28,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120,48;0,00;0,00;0,00;12,70;0,00;0,00;12,70;0,00;0,00;12,70;25,41;25,41;12,70;50,81;0,00;12,70;12,70;25,41;12,70;12,70;3,72;2,26;3,50;2,44;2,71;3,65;4,71;3,47;3,63;3,24;3,56
5103700;Feliz Natal;30,49;12,20;61,45;20,94;16,39;28,71;9,66;30,17;5,26;23,47;0,00;60,24;0,00;0,00;0,00;0,00;60,98;0,00;0,00;46,95;9,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,01;9,50;0,00;9,50;19,01;19,01;0,00;9,50;5,55;6,17;4,20;3,34;3,70;3,17;4,69;2,88;3,18;3,35;2,62
5103908;General Carneiro;99,10;17,54;48,78;76,92;42,25;8,47;39,37;28,57;57,69;122,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;96,15;0,00;82,82;0,00;0,00;33,13;0,00;0,00;16,56;49,69;16,56;33,13;49,69;0,00;49,69;49,69;16,56;16,56;16,56;49,69;16,56;82,82;1,76;3,13;2,61;2,50;2,21;3,61;3,33;3,71;3,60;3,89;3,61
5104542;Itanhangá;18,69;13,33;11,63;37,04;0,00;10,87;19,23;0,00;24,39;9,80;175,44;0,00;0,00;0,00;135,14;0,00;0,00;0,00;0,00;0,00;13,26;0,00;0,00;0,00;0,00;13,26;0,00;0,00;13,26;0,00;0,00;13,26;13,26;13,26;0,00;13,26;0,00;0,00;0,00;13,26;2,65;1,47;3,20;2,85;2,81;1,97;2,79;2,60;3,07;2,77;2,25
5105259;Lucas do Rio Verde;20,36;9,88;16,01;14,13;12,32;14,12;16,31;18,13;18,08;15,35;12,53;10,87;20,81;30,30;0,00;8,14;7,60;0,00;7,07;6,39;2,39;0,00;1,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,16;4,77;10,74;4,77;5,97;10,74;7,16;4,77;15,51;4,77;3,77;2,56;2,57;2,31;1,61;2,01;2,08;2,57;2,54;2,66;2,52
5105580;Marcelândia;15,54;9,76;36,65;10,10;11,49;15,87;4,59;21,16;4,10;26,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,55;17,55;8,77;8,77;17,55;26,32;17,55;8,77;3,32;4,28;4,60;3,52;3,03;3,31;2,94;2,92;3,28;4,06;2,70
5105606;Matupá;7,12;20,08;14,04;19,05;16,81;13,77;16,71;10,39;30,39;19,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,98;4,98;4,98;0,00;0,00;14,93;0,00;0,00;0,00;0,00;0,00;9,95;9,95;4,98;4,98;4,98;0,00;14,93;9,95;19,91;2,79;3,75;3,67;3,23;2,74;2,03;2,88;1,93;3,13;3,40;2,63
5105903;Nobres;12,10;32,13;0,00;14,98;23,41;0,00;19,46;20,49;18,80;12,35;0,00;0,00;64,94;0,00;75,47;0,00;0,00;0,00;0,00;0,00;19,36;38,73;12,91;6,45;12,91;0,00;19,36;12,91;19,36;38,73;32,27;19,36;51,64;12,91;38,73;12,91;25,82;12,91;38,73;38,73;5,30;3,93;4,06;3,91;3,99;3,71;3,47;3,16;3,86;4,06;3,49
5106000;Nortelândia;28,04;18,02;10,64;0,00;20,83;38,83;0,00;30,77;10,99;25,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,79;16,79;0,00;16,79;16,79;0,00;0,00;0,00;0,00;0,00;33,58;0,00;0,00;50,37;16,79;16,79;0,00;0,00;0,00;0,00;3,30;4,50;2,41;3,81;3,00;3,95;4,37;4,07;4,66;5,20;5,57
5106182;Nova Lacerda;0,00;12,99;0,00;31,91;12,35;34,88;10,42;20,83;28,04;9,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,99;0,00;14,99;0,00;14,99;14,99;0,00;0,00;29,99;14,99;0,00;14,99;29,99;3,31;4,80;3,24;3,05;2,91;1,97;3,22;3,10;2,94;3,59;3,52
5106190;Nova Santa Helena;19,23;34,48;0,00;20,00;0,00;49,18;17,54;12,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,59;0,00;23,59;23,59;23,59;0,00;0,00;47,18;0,00;0,00;2,81;3,03;3,33;3,86;3,54;3,45;3,97;4,52;3,88;4,18;4,07
5106216;Nova Canaã do Norte;5,71;0,00;18,63;19,74;4,83;10,93;5,43;28,74;18,18;36,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,08;0,00;0,00;8,54;8,54;0,00;0,00;0,00;8,54;8,54;8,54;8,54;8,54;34,17;17,08;17,08;2,79;3,60;3,02;2,02;2,77;2,13;1,61;2,52;3,03;3,56;3,08
5106299;Paranaíta;24,84;20,41;16,13;25,77;0,00;0,00;0,00;16,22;11,17;29,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,57;0,00;8,57;25,70;17,14;17,14;0,00;8,57;17,14;8,57;3,02;2,77;2,60;2,96;2,42;2,48;2,19;3,66;3,75;4,15;3,88
5106307;Paranatinga;19,05;13,66;14,41;29,18;12,63;10,90;7,71;14,89;35,55;22,22;0,00;28,65;0,00;0,00;0,00;0,00;0,00;57,64;0,00;22,22;3,78;0,00;0,00;0,00;0,00;3,78;0,00;0,00;3,78;3,78;7,57;11,35;26,49;7,57;3,78;3,78;15,14;22,71;26,49;11,35;2,85;3,33;2,58;2,90;2,88;2,98;3,09;2,21;1,81;2,99;2,67
5106372;Pedra Preta;14,98;32,79;24,91;18,94;27,03;7,69;16,88;16,60;30,97;17,02;0,00;0,00;0,00;0,00;0,00;37,45;40,98;0,00;0,00;0,00;0,00;5,54;5,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,54;5,54;0,00;11,07;22,14;0,00;5,54;0,00;5,54;5,10;1,68;2,67;3,99;3,66;4,25;3,83;17,35;4,44;4,45;3,67
5106455;Planalto da Serra;0,00;22,73;0,00;48,78;0,00;20,83;0,00;50,00;0,00;21,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;212,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,59;0,00;0,00;0,00;0,00;0,99;2,53;2,61;2,45;2,83;2,98;1,98;2,74;2,97;2,29;1,88
5107008;Poxoréu;7,94;30,77;17,70;12,24;17,94;7,60;15,50;9,48;18,02;23,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,82;78,13;0,00;4,29;4,29;4,29;4,29;4,29;0,00;0,00;0,00;8,59;21,47;30,06;12,88;4,29;8,59;4,29;4,29;12,88;0,00;8,59;4,43;3,99;3,83;3,59;3,99;3,37;5,30;4,27;4,51;4,80;3,86
5107180;Ribeirão Cascalheira;37,23;36,46;51,95;39,55;18,18;22,86;11,70;18,99;12,35;13,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,42;0,00;0,00;10,11;0,00;0,00;10,11;0,00;10,11;20,21;10,11;40,42;20,21;20,21;0,00;10,11;0,00;0,00;5,37;2,59;3,10;2,53;2,33;2,01;1,62;2,19;4,53;2,64;2,91
5107198;Ribeirãozinho;40,00;0,00;0,00;0,00;30,30;0,00;0,00;0,00;62,50;45,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;357,14;0,00;454,55;0,00;0,00;0,00;0,00;0,00;77,13;0,00;0,00;0,00;0,00;0,00;0,00;38,57;0,00;0,00;0,00;0,00;0,00;115,70;0,00;3,39;1,39;4,07;2,33;1,39;3,01;4,76;4,53;3,56;5,00;3,77
5107305;São José do Rio Claro;3,42;17,18;14,65;10,99;11,63;19,80;35,43;24,19;12,99;33,82;0,00;0,00;41,67;85,84;0,00;34,25;0,00;0,00;0,00;0,00;0,00;13,42;0,00;6,71;0,00;0,00;6,71;0,00;6,71;0,00;26,84;6,71;20,13;6,71;20,13;13,42;13,42;26,84;13,42;6,71;3,13;2,57;2,35;2,87;2,42;2,58;2,28;3,46;3,41;3,81;3,63
5107602;Rondonópolis;13,13;11,69;15,10;12,87;11,30;7,95;12,80;9,96;11,18;12,37;3,01;8,50;5,44;5,45;18,92;9,91;2,49;18,87;7,57;7,57;3,27;4,49;2,04;2,45;1,23;0,82;2,04;0,82;0,82;2,86;16,33;21,64;20,83;13,48;13,07;20,83;15,52;15,93;18,78;22,46;4,09;2,55;4,08;2,78;2,42;2,81;3,80;3,18;3,78;4,01;3,44
5107909;Sinop;14,53;10,68;14,62;13,86;11,49;12,94;11,48;13,73;16,36;10,91;16,21;4,89;9,10;4,48;8,11;7,27;7,37;33,73;6,76;5,46;0,00;0,00;1,02;0,51;1,02;1,02;0,51;0,00;2,04;1,02;11,73;9,18;6,63;10,71;11,22;5,61;11,73;10,20;7,65;6,63;2,98;2,09;2,89;2,62;2,61;2,82;3,18;4,12;3,30;3,23;3,02
5108105;Tesouro;0,00;0,00;0,00;20,83;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;294,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,12;0,00;0,00;0,00;33,06;0,00;0,00;33,06;4,30;3,68;3,84;2,60;4,03;3,11;1,56;3,65;6,21;5,40;4,40
5108204;Torixoréu;0,00;0,00;20,83;0,00;22,22;0,00;51,28;20,00;0,00;0,00;0,00;0,00;303,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,02;0,00;0,00;0,00;0,00;6,05;2,85;4,29;5,06;2,91;3,44;2,56;6,04;5,25;2,28;1,67
1100015;Alta Floresta D'Oeste;5,87;21,45;18,40;16,95;7,35;10,90;9,01;5,60;10,87;10,44;0,00;22,12;0,00;0,00;0,00;0,00;0,00;30,67;0,00;0,00;0,00;0,00;0,00;4,65;0,00;4,65;0,00;0,00;0,00;0,00;9,30;9,30;9,30;9,30;9,30;4,65;4,65;4,65;9,30;13,96;3,09;3,95;3,95;3,96;3,88;3,60;2,89;2,55;4,23;4,01;3,85
1100023;Ariquemes;16,39;11,22;16,25;15,08;17,84;13,30;11,94;13,59;23,26;16,50;11,76;12,25;19,00;7,47;0,00;6,07;11,22;6,02;5,80;0,00;0,00;4,13;0,00;1,03;0,00;0,00;0,00;0,00;0,00;1,03;11,36;10,33;6,20;13,43;6,20;11,36;13,43;10,33;15,49;17,56;3,57;2,40;3,41;3,74;4,18;4,35;2,66;2,80;3,56;3,88;3,80
1100031;Cabixi;26,67;34,88;0,00;0,00;12,20;25,00;43,48;29,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,65;37,29;0,00;0,00;37,29;18,65;55,94;0,00;18,65;18,65;0,00;3,88;4,64;3,90;4,23;4,07;4,02;5,44;3,65;3,29;3,03;3,62
1100049;Cacoal;20,66;18,38;15,70;11,71;14,52;8,73;18,87;10,98;11,09;8,94;7,59;0,00;7,67;0,00;0,00;0,00;22,06;0,00;0,00;0,00;3,45;0,00;0,00;0,00;1,15;4,60;3,45;2,30;1,15;0,00;12,66;10,36;9,21;12,66;5,75;4,60;8,06;3,45;8,06;13,81;4,29;3,87;4,12;4,18;3,73;3,88;3,30;3,27;3,70;4,13;3,68
1100056;Cerejeiras;20,00;3,61;15,21;3,61;15,15;25,32;7,43;7,97;3,68;0,00;0,00;0,00;44,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,29;0,00;6,29;0,00;0,00;0,00;0,00;0,00;31,47;0,00;12,59;12,59;18,88;6,29;12,59;0,00;6,29;6,29;3,27;4,71;4,34;3,72;3,86;4,22;3,38;3,07;4,14;3,58;3,84
