IBGE;ESTADO;IPS;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
2111300;MA;64,98;75,26;63,92;55,77;88,24;72,16;96,18;44,45;76,23;46,42;74,73;58,32;43,18;66,90;58,91;54,08;15,19;97,99;14,43;2,53;5,42;72,43;87,54;86,41;94,47;96,91;98,06;94,75;71,24;6,00;36,43;5,00;19,39;3,00;15,20;19,00;4,65;0,70;18,98;14,04;157,37;6,47;44,82;89,72;154,83;106,04;2,62;4,66;64,42;0,73;4,04;0,01;58,07;5,47;6,00;10,00;5,00;13,52;1,55;56,60;28,51;5,00;91,31;48,54;3,00;87,39;52,95
2111409;MA;51,55;59,39;51,98;43,29;86,38;36,38;57,10;57,69;68,89;6,04;82,75;50,25;18,35;45,45;90,60;18,77;17,12;689,66;10,68;0,00;6,70;56,04;33,66;28,57;28,49;92,56;54,85;43,40;39,54;5,00;10,68;4,00;10,68;0,50;19,90;17,10;4,00;10,00;1,31;0,26;47,05;0,76;48,06;37,38;165,54;42,72;10,61;0,00;97,32;0,02;12,44;2,26;54,55;1,02;2,00;2,00;3,00;30,14;1,92;40,07;0,00;1,00;10,64;20,50;2,00;26,61;20,70
2111508;MA;52,91;59,53;56,15;43,05;86,60;29,25;84,49;37,78;75,21;12,03;79,77;57,59;41,65;48,92;73,94;7,70;15,33;0,00;19,24;2,41;6,41;51,13;6,12;30,47;70,18;97,73;81,40;84,62;99,96;6,00;55,32;6,00;19,24;3,20;12,40;21,50;4,40;0,80;7,40;0,44;69,28;2,06;84,18;62,53;175,57;31,27;2,41;0,00;63,22;0,03;3,53;1,05;61,54;1,92;6,00;10,00;3,00;25,89;3,02;38,84;0,00;1,00;106,94;72,87;3,00;12,24;7,67
2111532;MA;53,11;60,21;57,66;41,46;83,47;38,91;80,62;37,82;76,93;9,23;87,38;57,10;22,07;49,82;82,20;11,77;35,21;0,00;15,71;1,61;7,03;92,36;66,29;77,12;87,02;97,40;90,58;46,62;113,28;6,00;70,67;6,00;18,95;0,40;14,80;24,50;4,45;0,80;4,82;0,22;60,39;0,20;31,41;23,56;94,23;23,56;7,88;0,00;62,43;0,52;15,70;2,66;44,44;1,34;3,00;4,00;2,00;19,01;3,78;69,01;0,00;1,00;9,55;109,35;3,00;16,90;12,83
2111573;MA;54,99;64,14;60,05;40,79;86,25;26,19;83,80;60,33;75,18;19,49;75,70;69,81;7,86;47,38;89,99;17,93;11,84;215,05;0,00;21,35;5,59;62,41;51,96;77,88;61,69;86,43;93,33;88,51;14,93;4,00;17,17;4,00;25,74;0,50;17,20;33,80;4,90;2,00;18,30;0,23;87,94;0,36;149,45;42,70;192,14;42,70;2,24;0,00;0,00;0,00;40,46;8,09;11,11;1,71;2,00;0,00;2,00;22,22;10,57;14,53;0,00;1,00;17,93;55,47;2,00;27,45;18,51
2111607;MA;56,13;64,87;60,63;42,90;82,54;35,14;89,28;52,52;80,12;9,40;82,79;70,21;16,50;45,22;90,60;19,26;21,61;308,64;26,34;4,30;6,43;71,68;0,96;62,12;79,92;94,68;93,04;86,85;29,89;5,00;15,81;4,00;42,15;0,40;12,00;19,70;4,70;1,00;1,89;0,36;75,40;0,31;52,69;47,42;252,90;31,61;5,27;0,07;0,00;0,00;20,87;14,04;36,36;4,37;3,00;0,00;2,00;23,46;8,51;56,79;0,00;1,00;10,66;21,00;2,00;29,70;19,75
2111631;MA;51,05;63,12;45,72;44,30;80,08;46,47;70,20;55,72;56,07;5,46;71,78;49,59;16,38;37,87;96,55;26,39;21,98;1136,36;38,19;0,00;4,90;82,36;41,55;28,41;71,19;97,50;60,66;49,47;24,22;5,00;15,20;4,00;22,68;8,60;27,00;37,10;3,60;1,70;0,57;0,25;45,01;1,38;136,43;77,96;253,36;19,49;7,57;0,00;98,98;0,03;12,01;8,35;33,33;1,17;4,00;0,00;1,00;26,37;18,58;17,58;0,00;1,00;40,70;0,00;1,00;37,19;29,24
2111672;MA;51,74;68,63;52,88;33,71;82,13;43,15;57,92;91,33;70,18;5,34;86,81;49,18;13,36;21,62;86,41;13,45;45,46;1136,36;3,06;0,00;6,17;56,63;65,97;100,00;47,36;88,31;50,10;41,24;0,00;1,00;3,01;2,00;12,00;4,60;24,60;31,50;5,00;0,10;0,42;0,12;39,82;8,59;14,73;14,73;235,68;44,19;3,36;0,00;100,29;0,00;6,18;3,79;55,56;1,33;1,00;0,00;1,00;26,14;83,43;20,46;0,00;1,00;60,11;0,00;2,00;22,03;12,98
2111706;MA;53,59;62,55;54,87;43,35;88,63;14,66;54,36;92,57;70,76;10,12;84,00;54,60;29,61;46,23;89,99;7,58;11,77;373,13;4,50;4,47;6,42;31,71;33,43;14,31;13,64;71,71;65,75;55,82;0,00;1,00;4,47;2,00;4,47;3,30;13,90;27,00;3,80;0,30;3,22;0,16;69,90;9,40;22,37;31,32;147,65;44,74;8,95;0,00;74,96;0,00;10,94;1,51;54,55;0,40;5,00;5,00;3,00;27,45;1,45;84,31;0,00;1,00;17,87;35,36;2,00;11,09;8,15
2111722;MA;52,00;72,35;54,70;28,96;82,41;44,42;74,60;87,95;67,65;3,20;94,48;53,48;6,85;13,11;91,51;4,36;38,96;1298,70;5,91;0,00;5,93;93,84;16,46;10,85;39,24;96,11;80,06;73,47;4,92;2,00;5,79;2,00;1,44;0,10;30,70;42,10;4,60;1,50;0,21;0,11;26,92;1,38;10,26;7,09;56,75;7,09;0,00;0,00;81,60;0,00;9,16;0,91;22,22;0,64;1,00;0,00;1,00;31,17;131,92;32,47;0,00;1,00;0,00;7,68;2,00;6,38;4,69
2111748;MA;51,39;58,78;55,01;40,38;88,47;30,07;63,74;52,83;66,95;5,70;86,43;60,96;17,34;45,05;90,02;9,11;6,54;0,00;8,92;8,92;6,50;81,02;15,72;99,87;45,76;75,63;57,54;71,56;18,84;4,00;16,21;4,00;71,34;5,00;21,20;17,00;3,80;2,90;1,38;0,16;44,05;1,58;53,51;35,67;142,68;26,75;8,98;0,00;34,93;4,40;8,38;1,68;33,33;1,78;3,00;2,00;2,00;24,18;8,24;46,41;0,00;1,00;17,50;40,73;2,00;14,09;9,30
2111763;MA;51,68;67,37;49,86;37,81;85,11;56,76;84,64;42,96;62,27;9,23;72,75;55,20;12,56;39,43;81,83;17,43;27,45;133,18;7,12;7,12;6,65;81,45;60,14;66,20;72,64;95,83;78,72;88,16;53,95;6,00;35,59;5,00;28,47;2,00;20,30;33,40;3,55;8,30;5,96;0,35;52,72;0,20;106,76;78,29;199,29;49,82;14,24;14,46;92,44;0,25;20,18;1,22;27,27;0,64;3,00;0,00;1,00;26,67;2,24;78,43;0,00;1,00;13,93;81,41;3,00;24,89;19,10
2111789;MA;50,30;54,39;52,88;43,62;85,74;31,98;38,49;61,37;65,14;7,09;86,01;53,28;31,05;41,37;90,46;11,59;6,33;0,00;9,75;9,71;9,04;60,22;30,19;73,92;1,30;67,19;46,10;28,65;14,33;4,00;19,42;4,00;19,42;1,88;17,90;34,60;3,90;7,50;1,00;0,12;52,08;10,17;19,42;48,55;97,10;19,42;9,75;6,81;90,63;0,01;26,82;3,38;55,56;0,97;6,00;4,00;2,00;31,01;0,98;34,81;0,00;1,00;12,39;10,63;2,00;16,92;12,47
2111805;MA;52,68;56,94;58,99;42,11;86,96;23,55;68,34;48,90;72,50;9,47;83,63;70,34;21,80;50,34;82,04;14,26;12,50;0,00;11,06;11,06;5,89;48,02;16,10;30,11;32,07;85,72;72,72;73,59;40,88;6,00;16,52;4,00;33,04;2,70;13,30;22,00;4,00;2,30;5,59;0,29;54,26;3,95;33,04;44,05;115,64;55,07;11,01;2,25;1,91;0,15;25,15;10,20;36,36;0,88;3,00;5,00;2,00;20,00;2,31;42,50;0,00;1,00;11,42;43,41;3,00;20,89;15,30
2111904;MA;56,79;66,45;56,91;47,02;83,60;37,50;81,63;63,05;71,86;8,07;77,23;70,50;46,58;46,12;89,89;5,49;15,39;0,00;18,81;9,40;7,67;87,45;39,22;38,68;44,44;95,97;95,60;80,87;20,91;5,00;9,40;3,00;18,81;4,20;13,60;24,40;4,35;2,30;2,19;0,39;53,65;8,05;37,62;47,02;263,31;94,04;18,81;0,00;0,00;0,00;6,28;15,99;44,44;0,94;9,00;11,00;2,00;23,08;2,14;84,10;0,00;1,00;19,09;11,73;2,00;8,00;5,93
2112001;MA;52,25;60,72;57,02;39,01;87,47;34,57;71,93;48,92;72,06;10,30;76,34;69,39;37,40;36,38;64,44;17,84;12,99;157,48;2,41;11,65;6,52;73,12;72,90;58,32;68,72;92,28;68,36;55,92;39,46;5,00;23,31;5,00;23,31;4,00;18,60;19,70;4,75;4,20;3,74;0,28;75,30;0,44;11,65;23,31;81,57;81,57;35,21;0,00;0,00;0,00;39,71;20,13;55,56;1,52;11,00;0,00;1,00;31,17;0,00;70,13;0,00;1,00;218,84;38,06;3,00;27,89;18,05
2112100;MA;55,42;65,36;58,36;42,54;88,69;30,74;64,64;77,39;70,10;7,02;87,33;68,98;21,48;45,46;89,77;13,45;16,88;74,91;3,43;3,43;6,89;56,59;67,33;56,48;54,28;85,80;58,63;55,99;12,50;4,00;3,43;2,00;3,43;3,20;18,70;26,60;4,25;2,30;3,16;0,19;47,38;1,06;17,13;27,41;133,64;65,11;3,43;0,00;3,43;0,55;2,17;4,58;63,64;0,45;4,00;0,00;2,00;24,90;1,56;63,50;0,00;1,00;20,49;12,67;2,00;20,79;13,75
2112233;MA;56,40;66,87;52,92;49,43;82,26;45,51;93,41;46,29;81,02;5,09;76,51;49,05;38,21;54,43;84,10;20,97;12,50;334,45;22,61;13,57;6,52;85,34;77,30;84,18;86,67;99,14;91,99;94,01;54,95;6,00;22,61;5,00;8,19;0,30;10,80;22,70;5,00;1,60;1,35;0,13;39,13;1,13;90,45;76,88;248,73;49,75;4,52;0,00;99,86;0,00;3,21;0,63;36,36;2,35;7,00;9,00;3,00;19,38;4,07;36,25;0,00;1,00;87,28;18,43;2,00;30,15;22,86
2112274;MA;52,16;65,63;52,14;38,71;87,35;53,00;64,42;57,76;65,54;10,48;81,13;51,41;14,15;36,17;90,32;14,18;12,20;183,49;17,12;0,00;6,77;95,64;68,08;48,82;28,08;78,65;68,34;73,69;26,77;5,00;17,16;4,00;10,28;4,50;20,20;31,60;3,80;1,20;7,99;0,20;55,20;1,00;31,11;17,08;153,74;85,41;3,48;0,29;91,55;0,00;11,35;2,39;22,22;0,85;4,00;0,00;1,00;29,27;11,56;42,68;0,00;1,00;13,97;0,00;2,00;21,13;15,00
2112308;MA;54,65;68,73;54,60;40,62;90,32;50,87;77,03;56,71;67,22;5,81;83,39;62,00;14,70;49,03;90,29;8,45;16,43;205,34;4,76;0,49;5,37;90,33;10,84;37,11;54,97;85,89;81,88;79,79;26,63;5,00;19,03;4,00;16,65;5,00;19,20;27,50;4,15;2,40;1,28;0,22;44,17;2,20;45,20;64,23;176,02;28,54;4,76;0,00;36,57;1,70;12,40;4,14;38,46;0,81;3,00;0,00;2,00;20,53;2,69;62,22;0,00;1,00;14,33;9,36;2,00;11,88;9,38
2112407;MA;47,95;55,83;51,13;36,89;91,26;14,44;59,10;58,53;59,86;6,04;83,94;54,68;18,02;43,29;86,12;0,14;4,48;0,00;5,60;0,00;7,23;14,09;7,95;46,85;23,79;69,77;64,11;70,29;29,05;5,00;16,80;4,00;5,60;3,90;15,10;64,80;4,05;4,00;1,29;0,17;41,53;8,46;58,81;47,61;117,62;16,80;5,60;0,00;74,09;0,09;25,56;3,74;38,46;0,42;2,00;4,00;2,00;26,57;1,23;84,63;0,00;1,00;63,43;36,66;2,00;0,25;0,11
2112456;MA;50,90;60,66;52,14;39,91;90,45;24,84;63,41;63,93;59,71;5,25;90,68;52,91;15,70;37,93;90,86;15,16;8,98;598,80;3,87;0,00;5,71;11,17;15,97;25,24;53,16;88,42;65,27;42,19;13,77;4,00;15,46;4,00;3,87;5,50;22,30;44,20;3,90;3,70;0,45;0,04;41,51;6,73;15,46;34,79;88,91;23,20;0,80;0,00;79,39;1,18;25,95;2,18;45,46;0,35;3,00;0,00;1,00;29,94;2,69;39,82;0,00;1,00;7,59;34,53;2,00;21,45;16,74
2112704;MA;55,84;59,05;60,10;48,36;86,42;30,24;62,12;57,44;76,90;6,14;88,21;69,15;52,68;44,48;90,64;5,65;15,89;90,81;15,74;1,09;7,37;29,30;78,06;11,23;42,19;78,35;62,49;59,82;23,16;5,00;15,74;4,00;12,25;0,60;10,10;27,80;4,65;3,60;0,79;0,32;48,46;2,53;22,74;41,98;157,43;36,73;3,50;0,00;3,32;1,38;2,29;1,78;33,33;0,49;15,00;7,00;2,00;25,55;1,92;72,13;0,00;1,00;10,26;12,06;2,00;8,15;6,14
2112803;MA;53,90;57,98;56,61;47,11;87,36;35,21;71,24;38,13;72,61;13,03;79,31;61,48;49,96;42,18;90,24;6,07;20,56;37,80;7,60;1,90;7,25;28,24;24,48;40,72;48,94;83,35;76,64;70,05;76,31;6,00;45,59;6,00;17,09;2,90;13,90;25,30;4,25;2,10;4,14;0,44;66,59;34,65;51,28;60,78;218,43;72,18;1,90;0,00;43,25;0,15;7,22;0,85;46,67;0,42;11,00;10,00;2,00;22,19;21,57;79,44;0,00;1,00;14,89;29,07;2,00;8,84;6,55
2112852;MA;52,43;64,82;54,45;38,02;78,55;37,00;86,71;57,03;74,96;7,36;82,77;52,73;20,17;40,74;82,48;8,69;50,00;239,52;22,06;7,47;5,60;80,22;79,79;95,30;86,32;92,13;79,23;88,93;24,18;5,00;14,71;4,00;14,71;1,00;15,80;32,00;4,55;0,30;5,38;0,08;41,35;0,14;22,06;73,54;95,60;29,42;7,47;0,00;81,75;0,47;33,54;4,71;55,56;1,25;2,00;3,00;1,00;25,00;4,92;64,38;0,00;1,00;6,30;52,40;3,00;13,04;9,13
2112902;MA;55,86;65,40;57,64;44,54;86,99;55,17;74,30;45,14;75,60;11,18;80,48;63,31;27,22;51,14;88,99;10,83;17,43;196,08;6,09;3,04;7,73;78,19;22,64;40,69;51,15;91,52;85,11;62,50;89,68;6,00;39,56;5,00;15,22;3,00;12,50;25,20;4,65;1,00;7,14;0,31;62,88;3,40;69,99;66,95;237,36;42,60;6,10;0,00;32,54;1,03;6,76;0,76;53,85;0,61;4,00;5,00;3,00;24,40;1,30;25,93;0,00;1,00;29,65;11,54;2,00;14,93;12,20
2113009;MA;52,22;61,21;52,31;43,16;87,52;32,61;78,10;46,59;70,91;9,78;78,13;50,41;14,62;46,50;91,19;20,32;16,24;194,18;12,69;0,00;6,79;56,88;90,07;12,46;58,06;90,79;80,41;77,75;47,80;6,00;38,07;5,00;6,35;3,70;15,70;27,20;4,45;3,20;5,06;0,41;60,75;1,57;47,59;92,00;168,14;28,55;9,52;0,00;96,10;0,00;10,11;1,08;23,08;1,36;4,00;0,00;3,00;25,99;11,38;44,78;0,00;1,00;3,74;13,14;2,00;29,44;22,02
2114007;MA;51,12;62,60;57,12;33,64;89,12;32,28;83,87;45,11;69,23;19,21;80,44;59,61;28,79;38,30;53,90;13,56;21,22;132,63;7,70;1,93;4,91;66,56;16,31;25,01;69,13;92,87;85,44;84,12;63,71;6,00;34,65;5,00;15,40;6,00;16,10;25,20;4,70;4,30;6,69;0,68;69,40;79,23;61,59;53,89;179,00;50,04;3,85;22,14;83,35;0,08;12,43;2,24;26,67;1,58;4,00;9,00;1,00;27,19;4,86;78,91;78,74;5,00;150,26;51,08;3,00;19,74;14,64
5100102;MT;54,28;62,19;58,92;41,75;77,39;41,06;79,06;51,25;82,95;14,56;67,99;70,17;20,00;54,73;83,01;9,24;34,48;259,74;15,08;18,52;8,08;80,29;94,91;76,15;65,02;97,30;96,91;51,47;54,07;6,00;18,51;4,00;18,75;0,30;3,40;19,40;4,70;1,80;4,26;2,12;87,68;2,49;74,99;168,73;168,73;37,50;18,52;0,00;0,00;0,00;24,92;1,13;44,44;1,88;2,00;4,00;2,00;13,79;7,29;36,21;0,00;1,00;0,00;98,33;3,00;16,76;7,91
5100201;MT;60,25;70,91;63,63;46,20;88,30;41,34;95,93;58,08;86,27;23,52;76,28;68,43;20,21;48,31;90,83;25,44;21,13;42,74;15,27;3,82;3,85;85,24;63,11;82,23;89,25;99,58;98,35;94,73;15,81;4,00;7,63;3,00;80,14;0,36;5,20;13,10;5,30;2,20;9,67;5,62;100,15;1,94;34,35;91,59;83,96;34,35;30,53;0,15;0,55;1,83;52,91;2,29;45,46;3,82;4,00;0,00;2,00;21,60;8,49;18,31;0,00;1,00;7,98;17,12;2,00;40,67;25,19
5100250;MT;59,53;67,74;65,21;45,63;87,33;37,90;94,18;51,54;87,84;37,52;77,84;57,65;35,66;73,28;51,59;21,99;16,78;67,14;19,25;3,85;4,72;71,19;47,46;86,65;90,69;98,65;89,26;97,21;32,46;5,00;19,25;4,00;48,12;0,10;4,40;14,10;5,30;0,20;25,89;7,02;130,52;2,78;36,57;117,40;134,72;51,96;11,55;1,57;56,26;0,98;58,91;2,59;61,54;4,29;6,00;5,00;6,00;10,85;0,00;59,28;144,93;5,00;177,59;45,37;3,00;33,16;23,01
5100300;MT;60,23;69,72;63,27;47,70;89,73;42,11;94,38;52,66;83,24;16,95;82,97;69,91;27,57;55,86;89,76;17,61;11,90;0,00;10,32;5,16;4,92;93,94;25,23;98,33;94,56;98,75;98,63;84,97;22,38;5,00;10,32;4,00;41,27;0,20;7,50;29,60;5,45;1,00;3,84;3,65;93,23;1,97;10,32;61,90;113,49;67,06;7,70;0,00;0,00;0,00;33,55;2,28;54,55;3,41;4,00;4,00;3,00;17,77;3,99;36,04;0,00;1,00;20,64;22,85;2,00;26,17;18,67
5100359;MT;60,36;76,30;61,76;43,03;86,24;33,75;92,37;92,82;81,26;7,59;91,67;66,52;20,11;42,48;100,00;9,54;21,98;1098,90;3,09;3,00;5,46;66,07;0,00;53,28;84,74;94,58;95,35;92,91;0,00;1,00;2,93;2,00;2,93;1,00;6,20;21,10;4,75;1,40;5,27;2,19;14,30;2,63;15,36;14,42;43,25;28,84;1,91;51,56;54,06;1,80;302,19;5,92;55,56;1,15;2,00;3,00;2,00;30,77;0,00;17,58;0,00;1,00;0,00;0,00;1,00;14,81;9,73
5100409;MT;63,53;72,56;65,06;52,96;91,33;39,56;98,62;60,73;85,95;24,93;79,63;69,74;39,78;55,29;91,20;25,56;6,71;136,99;8,23;0,00;5,71;96,50;2,26;96,97;98,43;98,90;99,25;97,82;35,09;5,00;8,23;3,00;32,92;0,02;6,60;17,90;5,25;0,30;9,84;4,42;127,19;3,31;41,15;82,30;115,22;74,07;8,31;0,00;0,00;0,00;40,91;4,30;33,33;7,74;9,00;5,00;2,00;15,60;0,00;28,37;0,00;1,00;3,66;39,06;2,00;43,58;23,61
5100508;MT;54,90;64,54;60,36;39,80;89,00;41,12;90,30;37,74;78,02;8,31;89,71;65,39;22,45;52,43;83,01;1,32;13,16;0,00;8,72;3,72;6,23;75,59;12,75;61,62;72,84;96,47;93,54;94,05;425,17;6,00;104,59;6,00;19,45;0,80;5,20;27,50;4,15;0,60;3,84;1,36;40,06;2,09;17,43;43,58;130,74;8,72;8,72;0,02;22,31;0,02;21,34;1,90;66,67;1,66;2,00;3,00;2,00;17,11;1,12;61,84;0,00;1,00;0,00;41,25;3,00;2,42;1,12
5100607;MT;60,92;72,71;62,62;47,43;91,53;40,22;98,87;60,24;83,43;16,66;80,90;69,47;37,69;47,49;85,19;19,38;6,85;104,71;4,14;9,22;3,82;97,85;63,69;100,00;97,78;99,45;99,51;98,42;31,73;5,00;8,98;3,00;35,93;0,20;10,10;22,40;5,60;3,00;2,22;3,87;95,75;2,38;26,95;80,84;80,84;64,53;4,08;0,00;0,00;0,00;48,51;0,35;55,56;5,48;7,00;5,00;2,00;23,29;0,00;57,53;0,00;1,00;74,49;48,54;2,00;32,95;17,96
5100805;MT;54,68;63,23;63,37;37,45;86,72;23,03;93,63;49,55;81,82;14,86;83,04;73,74;25,96;48,24;67,30;8,31;24,59;0,00;19,45;0,00;5,18;53,30;0,40;44,58;77,11;98,50;99,02;95,80;22,73;5,00;29,67;5,00;19,45;1,60;8,80;22,30;5,15;0,50;6,41;2,61;73,67;1,60;6,13;97,25;68,07;49,34;9,73;71,53;12,43;8,95;451,95;81,68;66,67;2,53;2,00;5,00;2,00;20,49;6,46;59,02;15,87;4,00;40,67;78,59;3,00;12,66;8,63
5101001;MT;56,68;78,18;53,20;38,67;91,54;28,66;97,81;94,70;84,09;13,74;52,62;62,34;20,08;58,15;52,17;24,29;12,30;689,66;6,59;0,00;3,02;90,65;1,28;82,31;94,19;96,74;100,00;99,58;0,00;1,00;0,00;1,00;32,26;0,20;6,40;20,60;5,00;0,20;16,82;1,80;18,67;1,77;32,17;257,32;32,17;96,49;64,52;0,16;12,48;0,02;253,14;31,66;33,33;2,90;2,00;5,00;2,00;11,63;0,00;44,19;0,00;1,00;263,33;173,01;4,00;36,55;25,46
5101209;MT;55,56;62,51;56,86;47,31;67,09;47,95;97,52;37,50;83,49;28,97;49,78;65,20;16,73;47,33;100,00;25,16;0,00;0,00;0,00;106,95;4,22;97,52;6,41;86,14;95,75;99,29;98,58;95,86;109,89;6,00;63,70;6,00;20,92;1,62;10,20;12,20;5,50;3,40;10,98;4,47;160,51;2,05;211,42;211,42;105,71;126,84;0,00;0,00;0,00;0,00;72,26;6,60;22,22;3,17;2,00;4,00;2,00;12,50;37,18;62,50;0,00;1,00;0,00;0,00;1,00;39,60;25,30
5101258;MT;58,09;69,97;60,34;43,96;91,20;42,05;96,78;49,84;87,14;19,53;82,11;52,57;14,79;54,15;87,58;19,31;3,92;0,00;11,80;5,90;4,31;91,56;10,88;93,40;90,49;99,63;98,98;96,34;26,36;5,00;23,60;5,00;17,70;0,22;2,70;15,90;5,20;0,70;4,96;4,81;96,33;2,71;58,99;58,99;135,69;41,30;5,90;0,00;75,72;0,62;29,15;0,53;44,44;3,07;2,00;0,00;2,00;15,69;0,00;56,47;0,00;1,00;46,32;26,56;2,00;32,03;18,39
5101308;MT;54,80;62,47;58,74;43,19;84,96;43,74;97,55;23,63;84,65;33,10;65,63;51,58;25,03;52,07;81,20;14,48;9,62;143,89;31,57;4,12;5,51;81,96;21,93;96,82;96,14;99,02;96,93;97,70;310,08;6,00;115,77;6,00;105,24;0,80;7,00;15,50;5,25;1,70;27,39;5,39;100,99;3,33;84,19;199,96;199,96;52,62;10,52;0,00;88,72;0,10;19,46;0,21;66,67;9,26;3,00;0,00;2,00;18,27;0,00;51,92;0,00;1,00;21,43;46,90;3,00;21,39;15,43
5101407;MT;57,06;60,57;58,94;51,67;91,34;28,80;84,83;37,32;74,71;19,05;82,17;59,82;64,45;51,35;69,73;21,15;10,28;514,14;4,47;1,85;4,12;60,31;4,99;64,10;65,42;94,93;87,26;86,69;185,06;6,00;132,08;6,00;22,01;0,70;12,90;38,20;5,00;4,10;10,46;2,54;92,74;2,47;28,15;52,83;92,45;39,62;13,21;28,02;19,99;9,04;437,62;70,23;45,46;3,96;15,00;12,00;2,00;19,28;0,00;47,82;58,48;5,00;63,93;15,19;2,00;34,77;20,33
5101605;MT;57,26;66,47;61,12;44,20;87,90;34,36;85,31;58,30;80,38;9,57;85,13;69,38;36,40;51,06;83,01;6,34;17,86;327,87;11,68;2,66;5,12;53,31;53,46;100,00;54,65;97,42;92,49;88,92;35,52;5,00;12,25;4,00;7,01;1,46;7,00;20,80;4,55;0,10;4,67;0,82;53,67;3,36;36,75;85,74;85,74;24,50;0,00;6,71;3,38;1,33;84,45;10,29;55,56;1,47;5,00;9,00;2,00;17,86;5,98;48,21;0,00;1,00;0,00;60,94;3,00;11,76;5,27
5101704;MT;60,84;73,58;60,49;48,44;93,92;49,57;93,71;57,12;81,92;22,61;80,95;56,47;39,89;53,99;90,51;9,36;4,42;0,00;5,67;0,58;4,23;83,04;43,50;99,06;83,29;99,01;95,70;94,13;22,60;5,00;16,99;4,00;14,16;0,20;7,80;23,10;4,85;0,80;16,63;3,43;82,35;3,17;50,98;90,63;164,27;45,32;2,83;5,32;55,02;0,46;36,89;2,44;61,54;6,34;6,00;7,00;3,00;18,76;3,25;67,33;0,00;1,00;11,72;22,65;2,00;15,82;8,73
5101803;MT;64,52;76,38;67,53;49,64;88,33;69,22;94,69;53,26;83,48;35,53;77,18;73,95;39,99;70,93;58,44;29,18;18,40;86,81;13,09;4,92;4,35;95,10;59,43;100,00;95,38;98,83;96,57;87,63;36,17;5,00;19,63;4,00;37,62;0,50;8,80;22,30;5,30;0,90;13,00;8,96;152,85;3,69;27,81;89,97;179,93;68,70;13,09;24,95;14,65;0,20;21,65;4,77;60,00;5,07;4,00;11,00;6,00;14,17;1,27;36,43;3,08;3,00;193,14;48,23;3,00;45,96;29,32
5101852;MT;49,25;48,57;56,43;42,73;80,61;5,81;81,65;26,23;79,92;7,96;85,71;52,15;28,54;37,35;90,92;14,13;54,35;0,00;14,91;6,65;5,20;71,39;20,21;49,84;53,61;92,35;85,40;88,33;50,17;6,00;59,65;6,00;89,47;0,48;11,70;28,50;5,20;1,90;2,51;2,16;33,46;1,78;14,91;29,82;44,74;35,93;15,20;2,25;64,98;0,17;241,26;14,20;55,56;5,22;2,00;7,00;1,00;31,52;1,42;27,17;0,00;1,00;6,96;0,00;2,00;23,43;13,47
5101902;MT;54,72;59,60;62,12;42,45;88,89;31,96;84,77;32,78;79,05;14,81;85,84;68,78;31,57;48,87;77,43;11,92;17,54;66,01;14,90;1,07;4,69;62,40;1,30;97,81;62,31;94,43;93,15;83,28;57,45;6,00;49,65;6,00;49,65;0,40;14,40;25,10;4,95;1,20;8,31;2,80;59,43;3,08;14,90;79,44;89,37;24,83;14,90;32,97;28,36;1,35;207,25;14,54;66,67;4,42;2,00;8,00;2,00;21,93;0,00;52,34;10,48;4,00;21,29;37,20;2,00;18,96;11,86
5102504;MT;64,39;74,76;64,38;54,02;88,84;66,89;95,05;48,25;83,72;29,15;75,92;68,74;43,95;72,94;77,74;21,46;15,16;395,52;13,70;1,05;4,41;75,34;78,95;81,99;89,71;98,89;97,03;93,02;23,30;5,00;30,57;5,00;27,41;0,54;5,90;18,30;4,85;0,20;15,05;7,58;99,11;3,38;48,49;91,71;166,56;84,33;9,49;5,03;8,07;0,55;38,09;1,70;80,00;4,92;11,00;0,00;8,00;19,12;0,60;72,18;0,00;1,00;62,10;62,38;3,00;33,76;21,58
5102603;MT;51,12;55,12;60,16;38,07;75,09;16,82;54,50;74,07;69,71;7,45;83,57;79,92;18,31;38,24;85,27;10,46;50,58;229,89;41,37;11,82;3,63;38,42;15,71;58,07;38,05;86,55;41,09;46,56;16,94;4,00;5,91;2,00;23,64;1,80;17,50;45,00;4,65;2,30;3,17;1,08;38,93;2,15;47,28;23,64;82,75;53,20;5,91;37,31;0,00;0,00;46,36;39,76;45,46;2,19;3,00;1,00;2,00;35,86;0,93;6,21;1,65;2,00;25,31;15,52;2,00;16,71;10,36
