IBGE;ESTADO;IPS;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1100015;RO;56,39;67,67;61,75;39,75;90,96;30,63;88,12;60,95;78,31;14,37;82,91;71,43;42,61;56,72;40,46;19,21;9,01;53,62;4,40;4,36;5,53;25,52;4,56;46,72;59,19;94,74;95,13;96,57;17,16;4,00;17,60;4,00;22,00;0,20;13,70;19,60;4,80;4,10;8,41;1,57;73,16;0,36;44,00;52,80;118,80;44,00;8,80;42,22;33,94;2,25;122,22;12,92;60,00;4,80;12,00;0,00;3,00;17,72;2,51;24,32;40,24;5,00;308,73;42,11;3,00;29,22;19,94
1100023;RO;58,03;72,15;59,74;42,19;90,09;54,80;94,71;49,00;77,38;29,31;78,40;53,89;24,92;68,33;60,71;14,81;11,94;132,71;11,87;0,95;4,97;45,32;6,22;84,70;90,86;98,63;93,88;94,34;33,73;5,00;24,65;5,00;22,83;0,80;11,50;20,50;4,85;5,90;20,79;5,37;101,62;0,90;47,48;77,61;130,57;55,70;12,78;0,00;74,99;1,48;21,93;1,31;61,54;2,79;5,00;0,00;6,00;17,65;0,69;28,93;103,09;5,00;70,08;76,08;3,00;22,45;15,43
1100031;RO;56,38;63,54;53,41;52,20;75,69;41,53;92,10;44,82;83,77;14,66;63,12;52,08;28,75;62,13;99,39;18,53;43,48;0,00;56,48;3,15;4,18;40,42;27,95;48,00;66,27;98,96;99,26;97,64;114,35;6,00;19,28;4,00;57,83;0,20;7,70;14,30;5,00;2,30;5,71;2,35;79,93;0,31;57,83;115,65;231,30;57,83;57,83;0,08;76,04;0,55;103,91;5,33;66,67;7,52;5,00;0,00;3,00;11,59;0,00;39,13;0,00;1,00;7,22;0,00;1,00;28,02;19,34
1100049;RO;63,98;76,56;63,87;51,52;88,93;77,77;95,21;44,32;87,78;30,10;74,15;63,45;44,76;73,34;65,72;22,28;18,87;226,42;8,15;3,49;4,70;81,61;62,36;78,81;86,07;99,56;95,15;97,80;23,66;5,00;18,63;4,00;91,98;0,10;5,40;14,30;5,40;0,40;19,02;5,74;113,71;0,78;46,57;135,05;171,14;36,09;16,30;25,67;66,82;1,04;17,45;0,51;83,33;5,36;6,00;8,00;6,00;12,15;1,61;17,13;27,27;5,00;111,11;33,61;2,00;34,20;22,94
1100056;RO;60,96;68,71;66,08;48,09;90,43;44,71;97,12;42,56;85,98;21,71;81,58;75,03;37,54;61,07;77,85;15,92;7,44;76,05;12,34;2,33;5,13;37,62;16,34;64,10;89,16;98,78;99,85;98,78;52,27;6,00;30,86;5,00;30,86;0,30;7,20;17,00;5,35;0,50;7,30;4,17;115,18;0,76;37,03;92,57;141,94;24,69;6,17;40,68;29,44;0,49;50,69;2,11;77,78;3,46;7,00;3,00;3,00;13,01;0,00;34,57;0,00;1,00;60,84;60,48;3,00;24,80;16,16
1100064;RO;60,39;74,47;58,84;47,87;91,13;71,06;85,05;50,64;88,32;23,47;70,95;52,61;26,46;59,24;89,34;16,43;4,67;467,29;6,43;0,00;5,64;78,32;6,03;86,53;87,47;99,33;60,34;93,45;29,59;5,00;25,73;5,00;12,87;0,48;6,20;13,20;5,65;0,70;10,57;3,75;120,35;0,80;38,60;135,10;167,27;90,07;12,87;0,00;82,53;0,21;40,76;0,26;63,64;6,69;2,00;4,00;3,00;12,81;6,12;46,80;0,00;1,00;25,56;9,97;2,00;23,66;17,88
1100072;RO;53,67;56,56;57,25;47,20;83,85;21,78;72,54;48,06;83,17;9,72;81,34;54,76;30,23;54,96;88,95;14,64;56,08;0,00;6,86;2,31;4,46;17,15;16,38;29,50;47,34;93,66;69,06;73,13;28,28;5,00;13,85;4,00;69,25;1,34;10,00;17,70;5,35;1,30;2,95;1,89;52,88;0,43;41,55;69,25;110,80;27,70;13,85;9,07;71,06;0,38;156,56;5,25;44,44;4,85;8,00;0,00;2,00;14,95;1,49;42,06;0,00;1,00;30,08;21,16;2,00;23,68;14,32
1100080;RO;55,25;63,38;57,89;44,49;89,58;24,35;77,66;61,94;71,92;7,12;84,96;67,57;31,63;48,77;88,71;8,84;26,32;0,00;5,32;0,00;4,98;15,12;69,31;18,85;61,01;90,94;98,56;54,39;18,86;4,00;15,96;4,00;15,96;3,10;19,90;22,00;4,70;4,00;3,97;0,82;36,55;0,33;42,56;47,88;37,24;37,24;5,32;39,09;39,40;5,63;149,30;11,58;55,56;1,92;6,00;4,00;2,00;22,63;0,86;33,16;0,00;1,00;32,96;44,29;2,00;13,35;9,24
1100098;RO;58,58;66,61;63,08;46,06;90,51;36,98;82,54;56,43;85,06;14,14;84,79;68,33;21,94;63,18;85,26;13,85;10,62;42,02;9,18;3,06;5,06;37,31;5,43;48,41;74,23;97,44;62,06;94,38;24,96;5,00;18,35;4,00;18,35;0,90;9,00;11,20;5,20;0,90;9,18;1,90;62,71;0,24;18,35;100,93;100,93;27,53;9,18;31,06;47,09;1,02;42,23;1,39;63,64;5,11;3,00;0,00;4,00;15,50;0,00;20,59;0,00;1,00;73,62;26,37;2,00;20,96;14,45
1100106;RO;61,80;72,40;66,41;46,60;88,03;43,32;87,51;70,72;72,37;17,77;83,23;92,29;43,37;48,11;85,22;9,70;23,31;466,20;2,15;6,44;4,54;33,86;74,42;43,31;78,72;89,52;95,25;84,17;27,77;5,00;4,30;2,00;12,89;1,60;21,70;28,60;4,60;1,60;7,79;3,29;85,50;1,46;30,07;66,59;83,77;51,55;6,44;90,50;6,41;4,13;36,96;7,48;76,92;1,10;7,00;8,00;2,00;20,86;2,35;81,12;2,25;2,00;25,90;15,77;2,00;14,77;10,06
1100114;RO;57,73;68,83;63,26;41,11;89,49;36,39;94,46;55,00;85,67;30,96;83,48;52,92;23,60;55,18;66,44;19,23;12,33;224,22;5,81;3,87;5,76;36,05;1,27;50,00;82,46;99,54;94,37;98,54;15,55;4,00;21,31;5,00;17,44;0,10;6,50;17,60;5,20;0,40;20,97;5,95;108,66;1,24;27,12;102,67;114,30;23,25;7,75;5,40;89,04;0,52;27,71;0,99;46,67;5,08;5,00;0,00;2,00;15,58;0,61;27,58;181,82;5,00;102,68;26,71;2,00;29,47;19,82
1100122;RO;62,54;73,74;71,06;42,81;90,85;53,86;92,71;57,55;84,55;36,73;84,14;78,85;19,44;68,41;63,11;20,29;13,13;91,66;8,46;0,77;4,88;51,97;18,39;69,49;93,26;98,82;81,03;97,88;21,68;5,00;19,23;4,00;11,54;0,60;8,40;16,80;5,25;0,90;18,93;11,07;108,12;1,00;34,61;68,46;96,15;40,00;3,08;56,93;37,71;0,26;11,23;0,62;58,82;6,38;2,00;0,00;5,00;13,83;0,58;16,22;14,17;4,00;89,97;49,24;3,00;31,61;20,61
1100130;RO;57,87;66,14;60,83;46,64;92,07;28,64;86,80;57,03;73,29;11,82;88,30;69,91;29,06;52,29;90,66;14,56;5,35;0,00;4,89;0,51;6,21;34,42;2,14;31,47;53,20;93,76;97,67;94,52;28,77;5,00;14,68;4,00;14,68;3,40;15,20;29,00;4,70;1,40;7,85;1,03;58,74;0,25;29,36;51,39;80,75;22,02;2,45;45,78;43,11;4,64;120,46;17,23;72,73;1,88;3,00;5,00;2,00;19,07;1,52;17,65;0,00;1,00;9,94;9,25;2,00;20,80;15,96
1100148;RO;55,79;62,26;60,20;44,92;89,64;25,75;86,83;46,83;89,56;16,34;81,27;53,62;27,95;60,38;82,18;9,17;8,70;0,00;9,76;4,88;5,82;26,19;2,46;33,95;42,81;96,88;98,41;98,74;40,89;6,00;30,29;5,00;4,88;0,08;4,60;14,50;5,85;1,40;14,35;1,04;67,90;0,25;34,17;63,45;107,38;48,81;19,52;0,01;77,11;0,62;35,75;1,46;55,56;6,69;2,00;6,00;3,00;13,48;2,38;26,09;0,00;1,00;9,87;47,09;3,00;14,44;9,22
1100155;RO;58,39;72,03;58,56;44,59;89,78;57,04;95,98;45,34;83,16;24,86;77,28;48,94;29,50;61,16;71,03;16,66;14,26;69,20;8,40;2,80;5,31;57,64;9,09;74,30;86,07;99,18;98,95;97,25;46,95;6,00;25,18;5,00;13,99;0,80;10,70;17,90;5,30;1,40;14,21;3,42;118,04;1,79;53,17;81,15;159,50;67,16;11,19;0,00;93,15;1,02;50,21;1,44;66,67;4,84;6,00;0,00;3,00;13,17;0,42;25,67;43,86;5,00;48,51;26,61;2,00;25,25;17,35
1100189;RO;62,87;74,94;62,81;50,88;90,91;68,98;95,78;44,07;85,29;23,25;83,04;59,65;25,40;66,00;90,14;21,96;17,27;30,72;2,71;2,73;4,95;74,48;2,94;86,98;86,99;99,16;98,69;96,00;42,13;6,00;27,11;5,00;21,69;0,60;6,90;20,10;5,40;0,50;12,58;3,96;105,16;0,60;32,54;78,63;176,24;24,40;8,13;0,99;40,78;2,57;66,60;4,23;70,00;4,96;4,00;0,00;5,00;15,37;2,42;32,12;0,00;1,00;16,12;64,41;2,00;33,83;22,54
1100205;RO;61,31;62,44;69,64;51,83;88,69;33,81;83,30;43,95;78,53;49,86;82,52;67,66;34,63;69,70;70,67;32,34;19,26;63,35;15,57;0,93;4,48;37,11;43,65;26,05;91,42;87,47;94,48;60,49;42,62;6,00;31,71;5,00;22,43;1,30;12,20;23,20;4,90;2,10;23,22;17,97;120,47;2,33;23,73;74,90;100,68;40,05;6,86;42,49;35,46;13,40;44,01;9,09;66,67;4,98;5,00;5,00;6,00;15,50;0,71;42,18;4,57;3,00;49,04;60,93;3,00;52,88;31,28
1100254;RO;59,26;71,83;58,93;47,04;88,55;48,85;93,12;56,79;87,51;26,69;70,87;50,64;18,86;68,70;89,65;10,93;7,72;0,00;16,15;5,27;5,62;46,26;28,69;59,60;74,20;98,84;96,16;98,73;24,43;5,00;16,15;4,00;16,15;0,44;6,40;10,20;5,35;0,80;20,90;3,23;104,11;0,59;134,62;96,93;183,08;53,85;5,39;0,00;91,03;0,15;42,70;1,10;55,56;6,41;2,00;0,00;5,00;13,13;1,48;18,92;0,00;1,00;21,83;27,28;2,00;16,74;11,29
1100262;RO;53,10;54,60;56,15;48,54;90,54;19,32;76,26;32,29;73,99;14,07;86,62;49,92;32,12;59,98;78,47;23,58;20,83;0,00;5,28;0,00;5,00;5,16;72,61;16,78;35,70;94,84;86,24;77,72;45,53;6,00;52,58;6,00;52,58;0,30;16,80;23,90;4,10;2,10;7,73;2,28;64,20;0,85;26,29;52,58;52,58;26,29;0,00;0,00;65,41;1,66;257,28;22,12;44,44;6,05;6,00;4,00;3,00;14,58;0,00;27,08;0,00;1,00;53,56;114,94;3,00;35,91;24,46
1100288;RO;60,75;74,32;61,34;46,59;90,54;65,14;96,95;44,67;87,73;23,82;82,41;51,42;31,25;60,51;73,96;20,64;10,26;44,76;9,02;1,81;5,48;63,06;27,57;81,80;89,38;97,84;99,55;99,29;42,52;6,00;34,29;5,00;18,05;0,10;6,20;15,30;5,50;0,40;12,25;4,81;100,71;1,25;34,29;75,80;146,19;39,71;16,24;0,00;90,85;0,31;13,91;0,14;66,67;3,79;7,00;0,00;3,00;13,46;0,00;39,00;52,08;5,00;13,98;25,57;2,00;31,52;21,35
1100296;RO;54,01;61,38;56,38;44,27;83,09;36,58;77,00;48,87;88,74;14,61;71,14;51,03;28,81;50,31;76,05;21,92;20,20;0,00;16,09;16,09;5,99;35,22;2,85;50,93;58,97;52,44;95,53;98,82;24,49;5,00;16,09;4,00;64,35;0,08;4,80;9,30;5,75;3,80;3,92;2,11;91,82;0,41;80,44;144,79;128,70;32,18;16,09;0,00;81,70;0,21;70,81;1,35;55,56;10,94;5,00;0,00;1,00;16,16;1,56;37,37;0,00;1,00;82,01;25,47;3,00;30,97;24,23
1100304;RO;63,12;76,24;70,85;42,27;90,71;83,33;93,54;37,40;82,60;36,60;82,21;81,98;25,26;73,01;51,11;19,69;11,59;128,78;10,76;2,94;4,06;96,61;6,86;95,65;95,03;99,24;96,48;82,99;41,28;6,00;40,11;6,00;21,52;0,40;8,40;21,60;5,30;3,00;19,42;10,61;110,31;1,01;34,24;66,53;139,91;48,92;7,83;56,95;17,24;2,57;21,94;1,33;76,92;2,66;4,00;0,00;7,00;15,45;0,81;54,15;91,08;5,00;183,25;42,03;3,00;30,26;20,26
1100320;RO;57,02;61,82;66,04;43,20;90,59;11,38;89,44;55,89;84,82;12,28;84,89;82,18;14,13;57,21;88,53;12,93;13,77;59,35;0,87;4,33;5,81;5,50;1,27;22,41;55,81;97,78;97,43;98,73;32,92;5,00;13,00;4,00;21,67;0,10;5,70;16,20;4,85;0,10;4,06;1,25;79,95;0,54;34,67;65,00;173,33;30,33;2,54;67,63;24,94;2,32;81,44;6,01;63,64;4,07;0,00;0,00;3,00;17,91;0,00;23,69;0,00;1,00;35,08;18,54;2,00;19,79;13,35
1100338;RO;54,95;61,80;59,51;43,54;91,22;9,44;84,08;62,47;70,34;12,47;88,60;66,65;20,82;53,32;89,85;10,17;7,09;236,41;6,37;2,17;5,22;5,40;18,27;11,10;53,84;89,72;91,94;93,74;12,30;4,00;15,93;4,00;12,74;3,70;19,60;26,90;4,50;2,30;9,14;1,79;47,98;0,55;9,56;15,93;101,94;47,78;3,56;52,60;43,02;8,25;263,90;37,44;81,82;1,75;2,00;0,00;3,00;20,10;2,87;56,97;0,00;1,00;19,57;11,61;2,00;15,26;10,69
1100346;RO;63,28;74,98;63,35;51,51;88,70;59,05;89,93;62,23;84,31;17,71;80,63;70,76;44,82;54,73;90,29;16,21;9,52;223,46;21,27;0,00;4,78;55,01;80,33;56,05;61,90;99,00;99,00;92,82;10,73;4,00;14,18;4,00;14,18;0,32;8,40;13,50;5,00;1,10;14,47;1,49;74,54;0,39;14,18;92,16;163,05;70,89;7,09;37,53;45,50;0,33;47,35;0,65;54,55;6,24;8,00;8,00;2,00;16,67;0,00;18,57;0,00;1,00;14,34;31,40;2,00;24,48;16,95
1100379;RO;57,99;65,73;60,78;47,47;90,67;16,40;88,30;67,54;77,74;10,55;83,20;71,62;29,96;55,27;90,45;14,19;6,85;116,28;7,54;0,00;6,60;15,35;1,76;23,20;49,58;97,47;99,16;97,70;17,30;4,00;7,54;3,00;22,63;0,10;15,50;22,80;4,85;3,30;7,46;0,91;50,05;0,32;15,09;90,53;113,17;30,18;7,54;46,50;34,26;1,95;121,05;5,43;66,67;5,58;6,00;0,00;2,00;14,38;4,43;27,40;0,00;1,00;12,44;31,58;2,00;20,20;15,60
1100403;RO;51,70;58,85;55,91;40,35;91,70;4,64;87,73;51,32;78,37;10,85;84,84;49,58;19,28;51,80;80,68;9,63;9,17;0,00;4,67;0,96;5,82;4,44;0,89;6,30;51,80;96,40;96,03;98,14;63,33;6,00;13,73;4,00;18,31;0,50;14,10;20,40;4,90;3,70;5,84;0,97;60,63;0,40;27,46;68,66;73,24;36,62;4,67;0,00;77,52;4,43;118,74;10,20;63,64;4,67;2,00;0,00;2,00;19,73;0,00;25,69;0,00;1,00;27,44;56,44;3,00;14,20;10,29
1100452;RO;54,93;62,32;59,53;42,93;91,22;7,91;92,32;57,82;79,38;17,36;86,96;54,42;23,97;53,39;85,38;8,98;7,87;32,42;2,52;5,04;5,77;0,94;18,76;12,42;71,19;97,95;98,18;96,85;28,33;5,00;14,87;4,00;9,91;1,70;9,00;20,40;4,75;1,80;13,04;1,03;84,32;0,78;32,21;49,56;91,68;34,69;4,96;15,79;83,65;3,72;60,70;10,38;45,46;1,71;3,00;5,00;2,00;17,13;2,12;29,33;0,00;1,00;72,20;29,16;2,00;13,43;9,48
1100502;RO;52,01;60,76;55,75;39,52;89,44;20,06;83,18;50,38;85,92;12,96;73,43;50,69;24,10;56,60;59,90;17,47;12,82;0,00;11,71;0,00;6,24;24,82;12,77;16,92;45,24;97,83;86,81;93,56;55,46;6,00;12,01;4,00;24,01;0,06;7,90;15,30;5,20;0,10;12,44;1,46;40,05;0,18;48,03;96,05;84,04;108,06;8,55;0,00;88,61;0,35;45,42;0,25;55,56;3,24;5,00;0,00;2,00;14,10;0,00;28,21;0,00;1,00;172,24;174,72;4,00;27,45;17,60
1100601;RO;53,73;62,70;57,50;40,98;90,34;11,93;91,22;57,33;80,66;13,91;84,93;50,48;36,78;47,70;66,47;12,98;0,00;0,00;16,05;3,12;5,82;11,72;11,58;12,32;60,58;98,96;99,69;98,24;26,08;5,00;15,95;4,00;12,88;0,10;10,80;14,60;4,30;0,20;13,40;1,26;46,46;0,49;21,97;79,76;63,81;15,95;15,95;1,54;76,84;1,63;148,72;12,84;66,67;6,06;5,00;6,00;2,00;21,43;10,36;25,71;0,00;1,00;94,85;200,67;4,00;19,50;13,64
1100700;RO;55,18;63,50;58,50;43,53;92,46;22,53;84,17;54,84;74,82;9,87;88,35;60,98;27,37;54,20;80,55;12,01;11,56;114,94;1,39;1,38;4,79;24,20;5,68;26,79;33,54;97,88;98,67;94,28;22,43;5,00;14,02;4,00;28,04;3,80;16,30;33,80;5,50;1,90;10,68;0,65;30,05;0,30;49,07;42,06;63,09;14,02;4,17;24,22;61,23;2,32;126,73;11,40;44,44;6,10;4,00;4,00;2,00;16,19;2,07;30,06;0,00;1,00;29,09;72,33;3,00;17,86;12,72
1100809;RO;53,86;64,03;59,25;38,29;90,95;52,84;68,91;43,43;69,71;16,76;87,84;62,71;17,58;42,30;81,79;11,49;8,72;296,74;3,65;0,79;6,02;50,89;85,11;43,12;62,67;84,66;88,99;35,48;41,70;6,00;29,21;5,00;25,56;4,30;21,00;16,20;4,35;4,30;9,23;1,65;90,00;1,22;14,61;58,42;80,33;40,16;3,75;57,52;41,74;18,31;253,73;52,91;63,64;1,90;2,00;0,00;1,00;25,00;1,42;46,51;0,00;1,00;14,43;53,68;3,00;17,35;12,01
1100908;RO;57,32;69,63;56,96;45,36;88,19;35,88;84,09;70,35;76,98;16,33;84,02;50,52;45,19;54,61;63,20;18,45;27,03;0,00;6,41;0,00;6,08;41,11;52,03;23,37;42,38;98,89;86,98;98,10;0,00;1,00;12,97;4,00;58,13;0,38;9,60;24,70;4,70;5,70;12,24;1,22;76,60;0,18;33,48;66,96;33,48;33,48;11,99;0,00;81,85;0,40;109,35;1,37;66,67;7,03;12,00;0,00;1,00;10,81;2,94;37,84;0,00;1,00;133,33;178,25;4,00;28,05;19,16
1100924;RO;57,91;74,36;58,33;41,03;89,77;74,16;81,94;51,55;76,48;9,48;87,57;59,80;20,06;46,28;81,54;16,25;6,17;118,34;17,89;3,73;4,29;70,29;20,64;99,02;70,44;92,23;76,83;85,20;31,19;5,00;26,15;5,00;7,30;1,30;12,80;27,90;4,60;1,00;1,07;1,62;63,98;0,33;3,86;34,87;43,58;34,87;26,15;23,01;53,20;1,06;153,99;4,34;55,56;8,37;2,00;0,00;2,00;22,22;8,20;59,26;0,00;1,00;17,40;64,58;3,00;24,76;16,84
1100940;RO;50,95;52,08;60,94;39,84;88,03;7,79;70,86;41,66;74,04;9,03;96,01;64,69;21,79;44,23;88,28;5,05;28,46;95,69;3,82;3,82;5,15;5,51;17,35;7,00;60,02;87,31;39,98;93,96;27,03;5,00;49,65;6,00;26,74;1,50;14,70;23,70;4,15;1,60;7,40;0,44;41,48;0,80;3,82;19,10;45,83;3,82;3,82;66,97;61,75;14,18;226,76;36,78;63,64;1,49;2,00;3,00;1,00;21,95;6,46;32,11;0,00;1,00;38,02;13,16;2,00;7,89;5,12
1101005;RO;54,53;55,00;64,82;43,78;86,53;2,10;81,46;49,92;80,92;11,91;87,07;79,36;30,64;51,68;72,66;20,14;11,63;0,00;13,43;13,43;5,29;0,22;5,54;3,12;30,63;97,02;89,39;96,61;56,92;6,00;13,43;4,00;26,86;0,50;12,70;20,70;5,10;1,80;3,02;1,39;80,18;0,21;26,86;67,16;120,89;13,43;13,43;66,75;28,12;4,02;118,63;34,64;44,44;5,10;5,00;5,00;1,00;13,95;5,89;23,26;29,76;5,00;29,37;0,00;2,00;30,44;21,04
1101104;RO;56,76;61,53;64,47;44,27;89,88;33,77;77,91;44,55;76,97;18,98;82,95;78,97;29,31;47,61;89,40;10,76;16,81;0,00;18,80;0,00;3,42;10,32;45,85;58,15;75,06;94,58;81,94;57,65;60,24;6,00;28,96;5,00;18,80;0,80;12,80;25,80;5,20;6,50;12,50;2,05;88,85;1,19;56,39;65,78;84,58;18,80;9,56;66,93;25,10;4,32;90,76;12,02;55,56;7,42;3,00;5,00;2,00;23,53;0,00;48,74;0,00;1,00;24,78;34,54;2,00;15,90;11,46
1101203;RO;53,14;64,19;58,28;36,95;86,77;26,20;89,49;54,29;87,98;10,53;85,25;49,37;12,48;45,43;75,94;13,96;40,54;0,00;3,72;0,00;5,65;29,21;6,98;29,69;51,30;99,14;99,50;98,86;31,79;5,00;10,46;4,00;31,38;0,30;5,70;16,40;5,60;0,30;6,00;0,99;56,74;0,16;10,46;83,69;73,23;31,38;10,46;0,00;89,50;0,60;38,08;0,63;33,33;2,62;2,00;0,00;1,00;22,97;1,36;10,81;0,00;1,00;83,32;43,84;3,00;21,25;14,48
1101302;RO;52,48;60,14;64,73;32,55;89,18;20,83;85,96;44,60;80,54;27,19;84,99;66,19;20,11;52,32;44,51;13,27;5,95;0,00;18,49;0,00;6,28;20,42;11,99;24,65;61,92;95,68;98,88;80,88;73,61;6,00;27,73;5,00;18,49;0,20;12,10;20,10;4,90;2,00;30,14;1,52;83,22;0,23;36,98;55,46;184,88;36,98;9,14;34,70;56,00;2,21;59,27;5,80;55,56;4,53;3,00;0,00;1,00;11,91;10,98;19,64;116,28;5,00;260,95;88,22;3,00;21,14;13,19
1101401;RO;50,95;59,97;54,17;38,71;88,89;27,43;87,74;35,80;69,99;9,06;84,96;52,65;25,13;54,83;62,21;12,65;15,08;0,00;12,62;6,31;4,36;30,45;0,54;33,79;49,94;93,74;99,66;98,78;49,86;6,00;56,23;6,00;31,24;1,50;17,50;24,90;4,40;8,00;1,54;1,15;63,50;0,42;6,25;74,97;74,97;18,74;12,50;5,33;79,12;2,80;76,58;6,44;55,56;6,93;2,00;4,00;2,00;16,17;0,91;21,56;222,22;5,00;152,44;26,23;2,00;18,88;13,37
1101435;RO;52,49;61,56;53,57;42,33;85,32;21,01;78,17;61,75;75,55;12,53;80,86;45,35;16,28;55,58;86,39;11,06;34,48;0,00;14,50;5,39;4,36;16,39;52,11;15,05;30,62;96,23;86,00;88,04;0,00;1,00;43,51;6,00;29,01;1,80;13,40;27,10;4,50;0,80;7,30;0,83;71,08;0,13;43,51;43,51;174,04;43,51;28,69;0,00;91,72;3,10;193,24;11,73;55,56;6,09;1,00;0,00;1,00;10,35;3,10;21,84;0,00;1,00;60,35;0,00;2,00;16,42;11,73
1101450;RO;54,23;65,81;57,49;39,41;90,85;27,69;85,79;58,91;77,39;7,59;85,41;59,56;16,17;53,88;77,23;10,37;16,95;370,37;0,00;0,00;5,39;40,10;27,74;12,39;51,28;96,18;92,45;94,91;26,15;5,00;16,13;4,00;3,29;0,70;11,00;15,30;4,60;6,40;3,65;0,63;45,31;0,19;16,13;16,46;80,67;48,40;16,13;6,98;46,99;0,88;118,25;10,76;44,44;5,32;2,00;0,00;1,00;11,86;0,00;52,54;0,00;1,00;68,19;63,74;3,00;17,57;9,65
1101468;RO;61,25;70,95;60,78;52,02;93,83;52,50;85,68;51,79;81,19;16,50;79,43;66,00;30,63;51,89;98,40;27,15;19,46;0,00;0,00;0,00;2,92;68,38;8,97;49,27;76,19;93,52;78,29;92,41;36,56;5,00;18,35;4,00;46,56;1,30;8,50;21,30;4,85;0,30;4,61;2,95;95,25;0,55;46,56;46,56;46,10;92,21;8,25;32,87;21,78;1,41;367,55;103,90;55,56;13,50;2,00;5,00;2,00;17,95;0,00;64,10;0,00;1,00;18,85;0,00;1,00;42,78;27,27
1101476;RO;59,46;75,29;60,06;43,02;81,50;50,15;88,83;80,68;86,00;22,77;77,87;53,60;15,95;55,10;72,54;28,48;46,51;0,00;18,23;5,79;5,22;65,83;15,24;43,92;74,77;98,69;86,60;91,59;0,00;1,00;6,81;3,00;36,02;0,54;5,70;20,50;5,45;0,40;14,43;2,27;113,27;0,32;36,02;175,07;180,12;36,02;0,00;0,00;69,97;0,47;82,59;1,85;33,33;8,29;2,00;0,00;2,00;15,79;0,00;28,95;0,00;1,00;123,39;169,98;3,00;40,79;31,15
1101484;RO;55,28;62,73;54,43;48,68;85,61;25,62;87,24;52,45;81,67;12,35;77,65;46,04;26,83;61,28;90,87;15,76;37,04;0,00;19,34;0,00;4,04;34,47;0,90;24,00;44,99;96,98;97,37;99,61;91,58;6,00;19,74;4,00;11,44;0,20;5,70;25,30;4,95;2,40;5,08;1,43;73,20;0,19;78,96;39,48;138,18;58,01;10,34;0,00;89,22;0,12;51,94;0,20;55,56;7,70;5,00;0,00;2,00;9,23;0,00;16,92;0,00;1,00;7,46;33,20;2,00;23,38;16,73
1101492;RO;57,26;61,71;66,66;43,41;90,17;4,97;87,95;63,76;83,61;13,73;88,21;81,10;55,89;49,80;56,20;11,75;15,04;0,00;3,08;4,84;5,57;0,38;13,57;7,40;58,98;97,25;95,49;92,93;22,52;5,00;9,67;3,00;14,51;0,40;7,80;16,30;5,00;1,40;11,48;0,97;58,81;0,29;24,18;38,68;101,54;24,18;4,84;67,65;23,86;2,85;124,94;11,62;63,64;5,03;11,00;10,00;1,00;16,92;2,68;25,94;62,70;5,00;123,16;76,05;3,00;17,12;12,66
1101500;RO;58,07;59,07;63,19;51,94;85,36;19,81;83,93;47,20;84,70;17,43;84,93;65,70;37,43;57,38;99,71;13,23;12,35;1190,48;8,44;8,02;5,27;16,36;7,03;28,85;43,12;93,74;99,31;89,55;32,19;5,00;25,31;5,00;33,75;0,20;7,90;15,80;5,00;0,10;14,12;1,23;76,92;0,45;19,73;84,38;118,13;25,31;8,44;45,15;37,97;5,75;315,33;10,05;66,67;5,65;6,00;5,00;2,00;13,58;0,00;19,75;0,00;1,00;3,42;0,00;1,00;21,44;12,92
1101559;RO;56,27;60,77;54,39;53,65;87,49;9,46;89,79;56,35;78,59;15,42;74,56;49,00;36,53;62,20;95,83;20,05;23,81;0,00;8,59;0,00;6,95;12,11;16,73;3,46;51,66;99,41;99,41;99,53;17,51;4,00;23,62;5,00;9,21;0,10;10,70;25,90;4,90;4,00;6,44;1,68;92,00;0,50;118,12;94,50;330,74;23,62;8,62;0,00;95,72;0,16;55,88;1,20;44,44;5,43;8,00;4,00;2,00;7,14;3,23;19,05;0,00;1,00;49,12;0,00;1,00;29,57;21,39
1101609;RO;50,77;55,29;54,51;42,50;86,55;9,04;79,53;46,06;79,84;8,22;79,13;50,85;19,16;54,92;79,66;16,28;17,39;0,00;9,62;9,62;6,15;9,44;8,84;8,62;27,79;98,01;82,73;97,18;42,00;6,00;28,86;5,00;9,62;0,88;9,50;20,90;5,15;5,10;3,66;0,99;46,63;0,26;19,24;86,58;96,20;9,62;19,24;0,00;80,78;0,83;97,74;7,06;55,56;2,98;3,00;0,00;2,00;14,78;3,48;33,91;0,00;1,00;39,53;42,75;3,00;23,68;17,59
