IBGE;MUNIC;OP4114;OP4115;OP4116;OP4117;OP4118;OP4119;OP4120;OP4121;OP4122;OP4123;OP4124;OP4214;OP4215;OP4216;OP4217;OP4218;OP4219;OP4220;OP4221;OP4222;OP4223;OP4224
2105807;Lago do Junco;29,30;30,02;0,71;30,91;36,45;38,77;38,41;55,74;54,31;;;42,28;43,34;0,70;44,05;52,15;56,03;56,03;82,80;77,17;;
2105906;Lago Verde;9,34;10,09;0,87;27,52;27,77;25,40;24,78;27,77;28,14;;;12,24;13,22;0,73;35,25;35,99;33,05;32,31;35,50;35,01;;
2105948;Lago dos Rodrigues;37,44;39,47;40,40;41,70;42,44;41,51;42,62;47,44;42,81;;;54,55;56,73;57,45;60,00;60,73;59,64;61,82;67,64;62,18;;
2105963;Lagoa Grande do Maranhão;4,45;6,10;6,26;29,34;4,29;3,46;3,46;28,68;28,19;;;6,74;8,43;8,76;42,47;6,07;5,06;4,72;39,43;38,09;;
2105989;Lajeado Novo;22,47;18,88;20,08;16,01;35,85;36,33;21,51;18,16;22,94;;;37,33;33,35;35,34;28,37;61,22;62,72;37,83;31,86;38,83;;
2106003;Lima Campos;9,76;11,37;10,35;10,20;29,58;29,14;28,70;33,80;33,37;;;14,00;14,56;14,56;14,56;45,93;44,81;43,97;49,85;49,01;;
2106102;Loreto;30,48;27,64;26,75;30,48;31,53;35,86;31,83;36,61;34,22;;;43,56;40,80;39,88;42,64;43,25;49,08;45,09;50,61;48,16;;
2106201;Luís Domingues;8,45;8,94;0,24;39,36;39,36;37,67;0,48;38,16;43,23;;;12,44;12,94;0,50;55,72;57,21;54,23;0,50;54,23;63,18;;
2106326;Maracaçumé;2,58;3,23;2,95;2,95;3,23;3,13;2,86;28,38;32,62;;;2,15;2,87;3,05;2,51;2,69;2,69;2,87;41,97;48,60;;
2106359;Marajá do Sena;25,30;0,00;31,48;32,32;0,28;0,28;39,07;0,00;40,19;;;34,71;0,00;42,63;42,63;0,61;0,61;52,38;0,00;52,98;;
2106375;Maranhãozinho;10,93;13,99;13,55;15,01;15,73;23,31;17,48;25,50;25,93;;;13,39;17,75;17,46;19,79;17,75;27,94;23,57;30,56;32,31;;
2106508;Matinha;29,95;28,71;29,10;33,36;32,89;32,89;30,73;32,20;29,80;;;47,60;46,08;46,39;54,14;53,54;53,08;50,49;51,41;48,37;;
2106631;Matões do Norte;15,05;18,36;15,37;21,99;18,04;25,09;49,54;26,37;36,52;;;21,02;26,87;21,89;29,69;26,22;33,15;63,27;34,02;49,40;;
2106706;Mirador;10,18;5,59;5,76;6,09;19,27;7,34;21,52;26,53;26,53;;;16,33;8,33;8,50;9,01;27,21;10,03;29,76;36,22;36,90;;
2106755;Miranda do Norte;22,34;14,99;15,85;22,84;23,78;26,23;29,25;43,45;73,71;;;29,74;20,06;20,90;31,29;31,85;35,35;39,70;50,93;92,73;;
2106805;Mirinzal;3,51;5,44;30,71;5,93;6,29;7,38;7,74;28,90;28,78;;;4,83;8,20;48,26;8,20;8,93;10,38;11,82;42,23;41,75;;
2106904;Monção;10,36;33,12;33,40;22,01;21,33;18,88;16,97;23,24;24,95;;;15,44;46,72;48,07;32,63;31,82;29,25;25,86;34,12;36,83;;
2107001;Montes Altos;3,23;3,61;3,61;3,42;4,18;3,42;5,13;4,37;11,01;;;4,67;5,06;5,45;5,84;6,23;4,67;7,40;5,45;14,79;;
2107100;Morros;44,07;46,80;44,27;40,03;40,33;38,61;1,01;47,00;59,84;;;58,97;62,45;60,20;56,51;56,92;56,31;1,23;64,09;87,02;;
2107258;Nova Colinas;59,14;40,01;36,83;44,97;38,95;46,03;46,39;53,12;51,70;;;76,36;60,94;53,60;66,08;54,33;62,41;66,08;71,95;71,95;;
2107308;Nova Iorque;0,38;0,00;27,31;22,76;22,38;26,18;25,80;47,04;30,35;;;0,76;0,00;40,91;32,58;31,82;35,61;36,36;59,85;37,88;;
2107357;Nova Olinda do Maranhão;11,86;1,12;1,87;2,00;2,50;1,75;2,00;1,50;3,37;;;10,77;0,73;1,47;2,20;3,18;1,47;1,22;1,47;3,67;;
2107407;Olho d'Água das Cunhãs;15,07;14,98;14,53;29,69;35,78;45,50;34,96;57,30;74,65;;;19,25;19,60;19,07;39,56;47,68;61,63;47,32;76,11;98,53;;
2107456;Olinda Nova do Maranhão;31,05;30,92;30,53;30,53;24,74;26,02;25,77;33,37;37,36;;;47,62;47,36;47,36;47,62;38,45;40,23;40,23;50,42;56,53;;
2107506;Paço do Lumiar;13,23;12,31;14,77;7,55;21,12;27,65;24,98;26,02;27,24;;;16,40;16,75;20,19;10,14;29,54;38,46;34,33;35,62;36,57;;
2107605;Palmeirândia;4,36;4,85;12,68;17,45;17,77;18,90;18,34;21,08;22,22;;;5,52;6,78;20,03;27,76;28,39;30,75;30,28;32,80;34,54;;
2107704;Paraibano;7,27;7,36;7,36;34,44;34,98;36,17;36,44;32,17;38,71;;;9,55;9,55;9,73;56,07;56,95;58,72;59,60;51,11;61,55;;
2108009;Pastos Bons;9,68;30,23;28,58;29,40;30,50;31,32;33,60;54,42;59,17;;;15,21;51,24;48,16;50,52;51,42;53,05;56,13;84,37;93,25;;
2108108;Paulo Ramos;16,89;19,26;19,09;17,42;19,35;18,47;17,33;15,39;16,89;;;22,51;24,59;23,90;22,34;25,11;23,90;23,03;20,61;22,17;;
2108207;Pedreiras;36,43;34,67;34,33;46,16;40,48;39,62;37,60;37,81;31,23;;;48,79;45,51;44,79;59,03;52,31;51,35;48,63;44,47;34,63;;
2108256;Pedro do Rosário;10,61;10,76;10,45;0,08;16,61;23,08;38,21;40,24;40,94;;;15,88;15,88;15,56;0,16;22,41;29,57;48,87;54,79;55,72;;
2108306;Penalva;5,98;11,38;8,42;5,75;25,95;28,51;27,72;33,12;31,53;;;8,30;15,49;11,40;7,19;38,28;41,49;40,27;48,13;44,81;;
2108405;Peri Mirim;13,98;14,70;20,26;22,69;27,40;28,54;27,11;32,25;38,10;;;19,64;21,34;29,60;33,86;40,98;43,82;42,40;49,23;56,06;;
2108454;Peritoró;1,06;25,67;25,67;28,05;28,31;28,22;26,99;54,52;60,49;;;1,02;35,56;35,56;38,96;39,47;39,47;38,45;72,81;80,64;;
2108504;Pindaré-Mirim;43,26;41,12;34,25;4,84;3,15;65,56;54,92;95,53;88,94;;;63,04;60,16;50,58;5,75;3,19;119,48;87,00;126,08;122,14;;
2108603;Pinheiro;6,71;7,98;20,83;21,80;22,91;21,62;22,22;22,89;34,04;;;7,25;9,27;30,79;31,99;33,37;32,29;32,77;33,82;48,20;;
2108702;Pio XII;12,89;12,17;12,97;5,05;3,12;69,67;68,87;84,81;98,82;;;17,25;16,01;18,50;7,00;2,80;98,09;56,12;116,90;138,50;;
2108801;Pirapemas;23,12;22,72;26,01;25,01;26,21;25,81;25,21;24,41;32,18;;;32,00;31,80;36,97;36,37;37,96;37,37;36,77;34,59;43,33;;
2108900;Poção de Pedras;23,78;23,04;22,39;24,79;24,98;23,87;22,76;22,11;25,81;;;34,11;33,56;32,66;35,01;35,20;33,20;32,11;31,20;35,74;;
2109007;Porto Franco;32,76;37,20;8,10;35,65;40,58;40,30;34,73;37,41;56,15;;;47,45;53,64;6,33;50,06;56,66;57,21;48,00;50,20;77,43;;
2109056;Porto Rico do Maranhão;34,10;31,17;26,90;28,24;29,57;29,57;29,30;56,47;41,02;;;48,18;44,97;38,54;42,83;44,43;42,83;43,36;79,76;55,67;;
2109106;Presidente Dutra;17,89;18,89;19,85;21,14;23,76;22,47;34,48;38,55;40,69;;;24,88;25,52;26,87;27,65;30,92;30,56;45,92;50,11;53,10;;
2109205;Presidente Juscelino;19,97;19,46;18,95;23,89;32,09;32,94;40,96;39,43;37,55;;;31,09;31,09;30,40;38,34;48,01;49,40;63,90;61,83;58,03;;
2109239;Presidente Médici;48,80;25,53;30,41;49,17;75,83;49,92;51,43;55,93;49,17;;;45,76;25,83;33,21;53,14;81,92;51,66;55,35;59,78;55,35;;
2109270;Presidente Sarney;0,54;0,33;2,72;14,23;26,07;4,13;28,78;29,33;29,00;;;0,85;0,64;3,81;21,17;41,70;6,35;47,42;47,84;47,63;;
2109304;Presidente Vargas;28,81;39,61;37,63;54,02;56,00;52,75;36,91;34,57;26,83;;;44,54;61,51;57,62;85,19;84,84;83,07;60,09;55,14;42,42;;
2109452;Raposa;16,28;15,94;16,05;17,48;17,77;21,25;19,99;27,25;25,65;;;24,96;24,52;25,07;26,71;27,26;31,75;30,54;40,72;38,97;;
2109502;Riachão;25,32;25,01;22,07;24,47;25,09;26,09;22,53;40,81;28,26;;;43,90;42,13;39,57;41,01;41,49;43,90;39,57;66,97;46,30;;
2109551;Ribamar Fiquene;27,06;29,35;28,66;25,68;30,04;30,50;25,91;27,98;29,58;;;39,72;39,72;38,34;36,49;40,65;41,11;36,49;39,26;42,03;;
2109601;Rosário;12,44;30,60;28,69;19,76;25,05;29,36;30,96;46,23;44,86;;;17,22;43,61;41,06;29,10;35,38;39,45;43,27;62,19;60,24;;
2109700;Sambaíba;43,28;42,97;39,59;47,58;65,99;69,67;46,96;55,56;59,24;;;64,56;66,46;60,13;74,68;100,00;109,49;72,15;84,18;89,87;;
2109759;Santa Filomena do Maranhão;19,64;25,48;25,74;32,91;32,64;32,91;32,11;41,14;40,07;;;31,41;42,06;42,62;53,28;53,84;54,40;52,16;62,82;62,82;;
2109809;Santa Helena;12,34;0,96;18,97;21,15;22,46;20,32;23,51;25,60;25,12;;;19,04;1,01;28,81;32,35;34,54;31,59;35,81;38,50;38,42;;
2109908;Santa Inês;22,28;24,33;33,20;37,00;38,71;39,19;36,40;45,78;52,81;;;30,82;33,18;47,44;53,26;56,26;58,48;52,66;62,87;72,22;;
2110005;Santa Luzia;50,95;25,72;7,32;27,23;31,11;31,98;30,24;30,89;31,69;;;66,23;29,12;8,26;36,74;43,11;44,30;40,02;40,33;41,22;;
2110039;Santa Luzia do Paruá;25,36;24,58;24,51;31,89;36,08;38,00;33,31;42,34;45,96;;;33,74;32,06;32,34;42,29;49,01;50,55;45,37;57,27;63,43;;
2110203;Santa Rita;13,12;15,75;15,84;16,61;15,75;15,37;15,08;15,89;15,22;;;18,75;22,03;22,60;23,63;22,32;21,94;21,47;22,50;21,94;;
2110302;Santo Antônio dos Lopes;44,03;48,46;8,88;43,56;47,76;52,43;54,07;54,77;23,71;;;56,86;65,50;7,05;55,49;58,68;64,59;65,73;64,36;12,96;;
2110500;São Bento;8,30;0,89;8,53;13,84;15,98;16,13;16,13;14,80;14,50;;;12,28;0,99;12,49;19,97;22,86;23,00;23,00;20,25;20,32;;
2110658;São Domingos do Azeitão;39,25;39,48;39,70;40,15;46,70;44,67;36,54;49,85;57,07;;;61,89;60,97;61,89;62,36;68,82;66,05;57,27;75,75;86,84;;
2110708;São Domingos do Maranhão;34,24;35,35;35,76;32,00;32,31;31,14;28,45;60,60;60,80;;;50,03;51,92;52,22;47,15;47,54;46,35;42,27;93,10;96,48;;
2110807;São Félix de Balsas;28,54;30,37;28,91;31,47;30,74;28,91;30,37;38,42;41,35;;;44,17;47,22;49,50;50,27;48,74;47,98;49,50;57,88;59,41;;
2110856;São Francisco do Brejão;26,22;27,38;0,58;27,19;27,57;30,27;27,00;28,54;27,38;;;33,64;35,19;0,39;34,42;34,42;37,51;32,10;33,64;33,26;;
2111003;São João Batista;26,00;34,16;0,98;29,10;38,78;57,68;47,47;31,94;34,25;;;34,52;44,86;0,88;40,30;53,62;80,43;66,23;39,60;42,75;;
2111029;São João do Carú;35,47;0,49;24,78;1,13;28,51;1,30;1,13;40,01;38,06;;;36,44;0,33;28,16;0,33;37,10;0,66;0,33;50,35;49,35;;
2111052;São João do Paraíso;32,29;38,65;37,98;39,82;40,82;39,65;39,32;41,66;47,01;;;52,38;64,86;64,86;66,94;68,68;67,64;67,29;68,33;75,96;;
2111078;São João do Soter;35,49;41,99;39,78;38,13;36,70;41,99;45,18;30,97;56,09;;;3,46;39,79;39,14;38,71;44,98;51,04;55,58;40,66;64,45;;
2111201;São José de Ribamar;12,01;12,20;11,31;10,99;13,04;13,72;14,73;14,89;20,41;;;14,48;15,39;14,85;13,76;16,63;17,14;18,90;19,47;27,52;;
2111250;São José dos Basílios;25,26;25,51;0,49;23,06;23,30;8,58;8,83;28,21;26,98;;;37,47;37,47;0,97;37,47;36,98;14,11;14,60;45,26;43,80;;
2111300;São Luís;93,28;97,53;98,92;108,39;144,28;147,95;141,76;145,73;163,68;;;98,33;102,55;103,58;115,00;156,29;164,66;155,67;160,07;183,42;;
2111409;São Luís Gonzaga do Maranhão;20,23;20,13;23,22;15,99;38,34;41,14;38,73;47,69;1,06;;;30,82;31,00;34,37;24,09;59,39;63,32;60,14;71,91;0,75;;
2111508;São Mateus do Maranhão;23,45;19,84;19,48;19,44;20,28;29,69;29,33;22,78;17,97;;;34,32;28,84;28,16;27,73;29,10;45,70;45,10;27,39;21,57;;
2111532;São Pedro da Água Branca;0,75;6,60;0,62;16,05;18,67;20,66;21,03;26,88;27,00;;;0,50;2,51;0,50;21,58;27,85;31,37;33,38;41,15;40,90;;
2111573;São Pedro dos Crentes;21,30;22,20;16,20;26,40;28,20;32,40;27,90;38,70;33,60;;;33,79;34,44;25,34;44,83;44,83;48,08;44,18;56,53;48,73;;
2111607;São Raimundo das Mangabeiras;38,10;47,32;45,39;44,83;47,14;45,11;39,02;52,31;50,65;;;51,32;65,58;64,28;63,17;67,06;62,99;53,17;69,84;67,99;;
2111631;São Raimundo do Doca Bezerra;25,40;25,71;25,71;46,72;45,78;46,72;47,66;58,64;55,50;;;0,65;0,00;0,65;73,81;77,07;77,73;79,03;96,02;88,18;;
2111672;São Roberto;5,48;0,00;0,00;56,40;57,97;57,97;57,19;59,15;80,30;;;4,68;0,00;0,00;60,06;62,40;65,52;67,86;69,42;99,84;;
2111706;São Vicente Ferrer;13,48;13,40;1,36;21,28;24,17;21,88;21,11;21,11;28,66;;;20,83;20,33;2,02;30,91;35,11;32,76;30,91;30,74;38,30;;
2111722;Satubinha;22,32;24,37;22,94;21,71;21,50;18,64;16,38;18,64;29,69;;;29,46;31,54;29,46;28,63;28,22;25,73;24,48;27,80;45,64;;
2111748;Senador Alexandre Costa;16,50;0,36;33,36;16,68;21,35;23,14;24,22;28,52;29,42;;;22,59;0,00;52,24;22,59;26,47;29,65;32,12;37,06;37,77;;
2111763;Senador La Rocque;44,76;39,91;43,58;44,05;43,81;42,16;40,38;41,21;39,67;;;65,80;60,26;63,96;63,50;63,96;62,80;59,34;61,65;58,19;;
2111789;Serrano do Maranhão;16,30;21,26;25,34;27,64;28,88;29,06;28,35;31,01;31,36;;;22,12;29,50;36,50;39,09;41,67;42,04;42,04;47,57;49,04;;
2111805;Sítio Novo;30,68;31,49;31,49;33,42;33,22;33,92;33,01;38,58;39,09;;;48,50;50,20;51,90;53,82;53,61;53,18;52,75;59,35;59,99;;
2111904;Sucupira do Norte;12,51;13,02;12,85;12,18;9,51;11,01;8,18;14,18;18,86;;;18,99;20,01;19,67;18,65;13,22;15,60;11,53;21,36;22,38;;
2112001;Tasso Fragoso;42,80;43,01;44,26;41,34;48,43;49,69;48,23;50,31;57,20;;;61,99;59,82;66,75;60,68;68,49;69,35;66,32;67,62;77,16;;
2112100;Timbiras;3,94;4,98;7,74;3,59;34,62;0,83;33,93;42,02;51,97;;;5,00;6,62;10,67;3,78;42,68;0,81;42,81;54,29;68,61;;
2112233;Trizidela do Vale;15,86;16,23;17,27;16,23;29,65;35,58;39,06;49,66;32,10;;;25,36;25,78;27,61;25,92;45,92;53,39;54,37;71,56;48,46;;
2112274;Tufilândia;5,13;5,47;18,13;17,10;47,20;40,70;41,38;42,41;62,59;;;6,00;5,34;24,68;25,35;66,04;56,04;57,37;58,71;82,05;;
2112308;Tuntum;6,86;9,15;10,64;2,19;12,42;11,72;2,29;23,43;24,65;;;10,65;13,73;15,97;2,43;18,86;17,84;2,80;36,98;38,57;;
2112407;Turiaçu;9,31;9,26;9,15;9,41;9,71;9,91;9,86;0,46;27,26;;;13,80;13,70;13,70;14,10;14,10;14,40;14,40;0,40;36,71;;
2112456;Turilândia;5,81;6,19;7,26;9,73;13,58;13,71;12,70;35,38;20,72;;;9,32;9,81;11,55;14,90;20,49;20,62;19,25;54,28;31,55;;
2112704;Vargem Grande;9,67;14,04;14,92;73,28;20,17;21,22;19,91;20,61;26,86;;;14,33;20,89;21,84;97,39;29,70;31,51;29,61;30,65;39,03;;
2112803;Viana;17,59;31,55;16,24;17,69;25,90;18,55;25,00;16,10;21,24;;;25,98;47,30;23,52;25,12;38,17;26,58;36,58;23,05;29,91;;
2112852;Vila Nova dos Martírios;32,16;41,20;40,50;39,46;35,63;38,41;32,16;31,29;43,46;;;42,55;51,34;52,04;52,39;49,93;53,80;45,01;44,30;59,07;;
2112902;Vitória do Mearim;2,75;4,94;3,03;23,71;29,89;28,77;27,98;27,64;27,47;;;3,28;4,69;2,40;35,48;46,62;45,74;44,65;43,89;41,59;;
2113009;Vitorino Freire;13,13;14,77;21,74;37,16;47,74;46,75;46,92;50,57;48,66;;;18,36;20,47;29,02;54,25;68,07;68,18;68,71;73,25;71,13;;
2114007;Zé Doca;1,89;31,15;2,49;37,19;38,44;40,92;40,66;44,13;43,32;;;2,34;46,45;3,26;54,22;55,30;60,23;59,82;63,83;63,41;;
5100102;Acorizal;18,17;17,58;19,93;20,22;24,62;23,74;24,62;26,08;16,41;;;19,00;19,00;20,83;20,22;29,41;27,57;26,96;25,74;12,87;;
5100201;Água Boa;41,50;28,80;40,56;38,09;47,71;53,15;53,31;59,64;61,78;;;45,26;34,40;43,41;48,37;60,38;66,38;69,04;77,58;80,70;;
5100250;Alta Floresta;43,12;31,04;46,64;33,94;36,87;36,81;36,65;46,40;39,90;;;48,41;40,21;52,67;40,53;44,90;47,33;46,63;64,71;50,78;;
5100300;Alto Araguaia;43,26;40,49;40,13;42,64;44,79;41,92;42,01;46,22;50,88;;;57,96;54,01;21,35;59,21;62,26;57,96;57,60;66,03;69,44;;
5100359;Alto Boa Vista;22,03;23,95;22,67;26,82;28,74;33,21;30,97;33,52;35,44;;;32,39;30,40;5,29;5,95;37,67;44,94;42,96;45,60;46,27;;
5100409;Alto Garças;45,59;44,98;40,85;48,15;50,58;54,10;55,93;65,29;66,63;;;51,89;53,43;48,57;54,45;53,43;61,09;62,63;74,39;76,94;;
5100508;Alto Paraguai;17,20;24,20;17,77;18,15;20,23;21,55;19,09;5,29;24,01;;;24,87;38,32;30,57;29,35;31,80;33,43;29,35;5,30;36,69;;
5100607;Alto Taquari;57,75;54,20;52,81;53,58;54,20;55,13;51,27;58,06;60,07;;;58,84;55,63;55,95;59,81;57,88;55,95;54,02;65,92;68,17;;
5100805;Apiacás;25,16;30,31;25,16;29,71;33,08;27,54;28,13;26,15;29,12;;;36,69;42,66;36,69;42,24;45,22;41,38;44,37;38,40;45,65;;
5101001;Araguaiana;23,08;25,04;26,21;31,30;36,78;33,26;33,65;43,82;43,04;;;31,15;32,75;35,94;45,53;53,51;48,72;46,33;62,30;58,31;;
5101209;Araguainha;72,05;77,81;74,93;67,72;66,28;60,52;18,73;51,87;47,55;;;117,47;117,47;114,46;99,40;93,37;84,34;33,13;69,28;60,24;;
5101258;Araputanga;154,17;50,02;150,26;68,94;74,87;65,45;69,26;57,84;67,57;;;123,98;54,21;118,86;67,72;76,92;70,99;76,72;64,24;75,08;;
5101308;Arenápolis;22,36;19,95;21,31;20,71;20,26;20,71;23,86;30,16;36,46;;;30,43;24,40;25,31;25,61;27,12;26,82;34,35;43,69;54,23;;
5101407;Aripuanã;22,97;27,08;26,52;27,86;31,13;43,96;49,06;56,86;65,51;;;34,62;41,49;40,73;41,18;44,84;59,18;63,76;71,54;86,18;;
5101605;Barão de Melgaço;14,31;15,57;11,57;13,05;20,41;18,52;18,10;20,20;21,68;;;14,45;18,06;11,29;14,00;21,67;18,51;17,16;19,41;21,22;;
5101704;Barra do Bugres;30,81;29,66;28,83;31,90;34,86;28,39;27,24;30,92;47,14;;;38,36;36,49;33,19;37,37;41,32;31,43;28,79;34,18;59,90;;
5101803;Barra do Garças;82,32;46,83;82,80;53,74;61,26;64,55;60,81;64,44;67,90;;;76,96;57,01;77,31;61,79;71,35;79,42;74,90;79,33;83,85;;
5101852;Bom Jesus do Araguaia;15,78;18,53;18,98;21,73;25,62;28,36;30,65;36,60;35,45;;;23,83;28,70;30,16;31,13;35,99;37,45;40,86;44,75;47,18;;
5101902;Brasnorte;26,06;25,76;27,87;29,58;31,90;34,72;34,31;39,24;38,54;;;37,14;36,93;37,99;43,29;43,51;45,20;46,48;51,78;52,42;;
5102504;Cáceres;55,66;60,50;67,81;70,02;73,67;73,62;81,20;57,85;64,70;;;62,86;68,02;76,14;78,06;83,85;83,46;94,03;71,71;79,39;;
5102603;Campinápolis;28,81;25,16;24,31;25,44;26,56;35,84;34,01;38,09;36,96;;;40,20;34,45;33,30;32,44;33,30;45,08;46,22;48,23;45,94;;
5102637;Campo Novo do Parecis;43,48;43,87;46,73;48,71;54,47;58,78;61,95;66,45;70,76;;;53,74;52,79;55,33;56,92;63,36;69,41;74,02;77,60;87,22;;
5102678;Campo Verde;45,64;45,30;54,09;52,88;60,50;60,54;64,84;66,46;70,95;;;55,05;53,46;63,62;63,01;76,66;72,49;81,67;85,08;92,58;;
5102686;Campos de Júlio;54,85;59,06;55,26;73,07;84,88;89,09;85,29;91,69;103,10;;;72,33;83,26;70,23;97,98;110,60;111,44;108,07;117,33;138,77;;
5102694;Canabrava do Norte;19,61;26,14;24,33;28,69;27,96;4,36;21,79;27,60;32,32;;;28,46;38,46;37,69;38,46;40,00;4,62;31,54;42,31;42,31;;
5102702;Canarana;34,62;34,75;34,23;38,39;42,69;44,83;49,97;61,30;60,78;;;42,38;43,47;41,98;48,34;53,62;55,52;63,51;74,34;74,88;;
5102793;Carlinda;17,43;16,70;16,11;18,89;22,70;23,58;24,60;26,07;25,34;;;26,31;25,08;22,94;28,75;36,71;38,54;39,77;41,91;39,46;;
5102850;Castanheira;13,05;15,91;15,50;16,72;17,34;17,54;15,91;17,74;19,78;;;18,27;22,10;21,25;24,22;25,07;23,37;22,10;23,80;28,05;;
5103007;Chapada dos Guimarães;24,34;24,50;28,37;35,31;33,69;32,40;29,74;39,50;36,76;;;31,74;32,39;34,19;44,77;42,81;39,72;36,30;47,70;46,07;;
5103056;Cláudia;23,01;27,45;26,80;27,78;31,40;29,43;34,85;34,52;32,88;;;29,38;35,12;33,10;32,42;40,86;34,11;45,59;41,20;38,84;;
5103106;Cocalinho;21,80;21,80;29,40;31,11;36,26;33,81;11,51;13,96;47,04;;;27,81;26,78;41,19;42,74;47,89;42,74;7,72;9,27;67,46;;
5103205;Colíder;88,50;40,30;77,05;43,11;47,09;42,09;41,17;45,87;51,26;;;76,98;47,61;69,83;46,26;53,60;49,84;50,61;57,76;68,38;;
5103254;Colniza;11,35;12,01;45,19;44,20;38,60;38,99;38,53;40,25;39,39;;;15,39;17,21;63,94;60,86;54,29;54,29;54,01;56,53;54,57;;
5103304;Comodoro;34,15;33,32;34,24;36,92;40,98;44,40;46,15;46,98;48,83;;;46,99;45,48;46,61;50,20;55,86;57,94;61,90;62,46;63,41;;
5103353;Confresa;35,03;16,18;50,25;27,28;29,22;27,23;34,40;35,76;37,21;;;32,73;20,84;43,81;27,44;31,51;32,63;42,79;43,00;44,62;;
5103361;Conquista D'Oeste;32,37;36,36;35,03;34,59;37,69;43,46;45,23;44,35;40,35;;;40,71;46,02;47,79;46,02;49,56;55,75;61,95;64,60;63,72;;
5103379;Cotriguaçu;13,71;17,44;13,86;16,69;16,84;16,54;14,16;17,14;18,33;;;18,32;23,47;20,25;24,43;23,79;22,50;18,64;21,86;24,43;;
5103403;Cuiabá;162,93;176,10;180,51;192,27;199,60;213,09;199,29;161,71;178,81;;;177,97;186,11;189,53;199,10;208,95;220,78;210,86;167,26;178,97;;
5103437;Curvelândia;20,94;23,44;21,88;24,69;27,50;28,75;22,81;34,06;34,69;;;27,93;31,66;29,17;35,38;37,86;42,83;32,90;46,55;45,31;;
5103452;Denise;22,12;20,96;21,43;25,38;22,36;22,82;21,43;21,43;26,32;;;32,99;32,52;32,05;35,82;32,52;32,99;32,52;31,10;38,17;;
5103502;Diamantino;141,44;54,09;137,44;70,53;68,53;67,35;59,05;67,72;46,23;;;127,15;66,41;110,43;74,47;75,36;76,41;65,81;79,54;44,77;;
5103601;Dom Aquino;34,35;36,79;34,73;40,92;39,42;44,87;40,55;42,05;42,80;;;49,37;56,59;56,21;62,29;60,77;64,94;59,63;60,01;63,81;;
5103700;Feliz Natal;83,42;40,48;42,59;38,01;38,89;44,70;42,24;46,81;50,51;;;124,54;62,83;64,31;61,34;62,45;66,91;64,31;69,52;74,35;;
5103809;Figueirópolis D'Oeste;27,61;28,07;28,07;38,20;41,88;45,10;37,28;37,28;42,34;;;33,12;34,04;38,64;44,16;50,60;51,52;39,56;37,72;50,60;;
5103858;Gaúcha do Norte;22,64;26,66;30,68;30,26;32,37;52,48;33,01;44,22;56,28;;;26,91;32,64;33,08;36,17;37,49;67,93;40,14;56,02;74,55;;
5103908;General Carneiro;29,07;36,49;28,48;41,83;27,29;37,38;28,48;36,19;33,82;;;21,92;26,93;33,19;47,59;30,68;43,83;30,68;41,33;40,08;;
5103957;Glória D'Oeste;29,18;28,68;33,14;35,11;35,11;39,07;36,10;28,68;32,64;;;41,42;41,42;42,41;47,34;46,35;50,30;48,32;33,53;44,38;;
5104104;Guarantã do Norte;24,23;24,81;25,49;26,49;33,79;37,16;34,53;34,27;34,06;;;33,72;34,56;35,93;35,62;43,73;47,21;45,94;44,05;44,68;;
5104203;Guiratinga;21,13;20,48;20,74;23,72;22,17;24,63;25,28;25,80;26,45;;;27,36;26,83;27,36;31,62;30,29;33,48;33,21;34,27;34,80;;
5104500;Indiavaí;49,55;51,62;47,49;48,18;44,05;44,05;37,85;51,62;52,31;;;67,57;68,92;63,51;55,41;55,41;48,65;40,54;55,41;56,76;;
5104526;Ipiranga do Norte;39,16;39,82;41,58;45,98;56,99;64,47;64,91;72,17;66,45;;;55,53;57,41;57,88;62,12;75,29;80,00;81,41;92,71;88,94;;
5104542;Itanhangá;22,90;21,79;20,90;25,13;26,46;28,46;24,91;34,91;31,35;;;30,95;26,19;30,00;38,10;39,05;44,29;42,38;60,95;53,33;;
5104559;Itaúba;29,31;33,49;32,21;36,71;40,90;41,55;50,24;65,38;56,04;;;43,96;50,52;44,62;50,52;55,12;54,46;67,59;88,58;74,80;;
5104609;Itiquira;49,87;56,26;56,39;59,45;60,91;61,05;54,00;58,92;62,64;;;62,11;70,04;69,49;69,22;77,43;75,79;66,76;74,42;77,15;;
5104807;Jaciara;36,44;38,09;39,53;46,25;47,24;45,70;44,38;53,25;50,39;;;46,76;49,35;49,35;58,09;61,01;59,17;54,96;66,62;62,63;;
5104906;Jangada;12,26;12,89;14,79;20,29;16,69;25,57;23,25;25,78;24,30;;;8,77;11,84;14,91;19,29;18,41;32,88;34,63;39,02;35,51;;
5105002;Jauru;31,23;29,21;27,56;30,31;31,05;33,25;34,91;38,21;38,21;;;41,71;38,86;36,72;38,86;38,50;40,64;44,92;47,42;47,06;;
5105101;Juara;53,92;22,74;54,47;31,41;33,10;33,33;36,41;37,28;36,63;;;55,84;28,72;53,22;35,08;40,78;43,49;47,70;47,33;47,33;;
5105150;Juína;41,58;31,44;38,79;33,43;39,10;34,82;33,25;41,58;37,89;;;50,41;43,21;45,61;44,70;53,44;47,16;45,12;58,02;51,74;;
5105176;Juruena;20,32;20,97;21,46;24,71;25,52;26,33;26,66;28,77;25,85;;;32,44;31,09;32,78;35,48;35,15;37,51;37,85;39,54;34,81;;
