IBGE;MUNIC;OP4114;OP4115;OP4116;OP4117;OP4118;OP4119;OP4120;OP4121;OP4122;OP4123;OP4124;OP4214;OP4215;OP4216;OP4217;OP4218;OP4219;OP4220;OP4221;OP4222;OP4223;OP4224
1100015;Alta Floresta D'Oeste;21,14;20,92;25,31;27,43;31,38;43,02;43,89;48,14;50,70;;;25,06;26,37;34,97;36,14;43,71;58,28;60,18;65,42;70,81;;
1100023;Ariquemes;35,74;33,38;31,69;34,99;38,20;41,32;39,78;41,79;50,78;;;43,30;44,22;41,60;46,15;50,45;54,51;53,10;56,18;69,08;;
1100031;Cabixi;26,16;27,82;32,50;37,73;36,35;40,21;36,35;39,11;42,96;;;35,16;37,39;45,20;52,46;48,55;56,36;52,46;54,69;62,50;;
1100049;Cacoal;42,65;39,46;45,10;44,63;47,95;50,77;51,49;53,05;55,65;;;48,36;48,74;51,39;55,70;58,97;64,40;65,79;68,96;70,90;;
1100056;Cerejeiras;24,71;25,87;25,00;28,59;31,50;33,43;36,34;38,67;44,97;;;30,60;32,50;30,79;36,30;39,91;43,14;46,56;49,41;60,43;;
1100064;Colorado do Oeste;29,18;18,08;31,95;26,78;34,63;35,01;35,78;34,44;36,35;;;24,69;20,92;29,59;32,23;47,88;49,39;52,21;51,27;55,61;;
1100072;Corumbiara;19,74;21,15;21,35;21,56;26,59;45,73;32,03;33,64;41,50;;;22,58;24,26;23,84;23,84;28,44;56,04;38,90;42,24;47,26;;
1100080;Costa Marques;23,69;24,38;26,30;24,38;25,20;26,30;26,72;35,39;38,42;;;33,35;33,06;36,54;34,51;37,41;37,99;38,86;51,62;56,55;;
1100098;Espigão D'Oeste;22,42;24,20;25,92;27,97;33,79;36,97;36,05;37,29;36,00;;;28,65;31,68;33,62;36,22;44,86;50,70;50,16;51,57;52,32;;
1100106;Guajará-Mirim;26,45;26,77;24,82;27,04;29,48;31,06;31,83;31,33;34,54;;;37,74;37,03;31,66;35,95;39,80;41,59;42,84;42,21;45,88;;
1100114;Jaru;32,33;32,11;29,87;35,99;43,30;43,95;46,44;47,15;49,82;;;43,24;42,20;38,66;49,04;59,85;59,55;62,17;62,29;66,51;;
1100122;Ji-Paraná;31,81;34,07;36,81;38,88;42,24;47,53;47,92;52,75;54,69;;;39,09;42,19;45,17;48,71;52,87;58,63;60,13;66,43;69,48;;
1100130;Machadinho D'Oeste;27,39;32,32;34,29;39,75;45,59;46,44;41,93;46,07;42,67;;;42,76;50,96;54,28;63,25;73,34;75,22;66,91;73,78;67,91;;
1100148;Nova Brasilândia D'Oeste;22,83;23,70;25,16;25,35;24,97;28,37;24,48;28,75;31,18;;;28,58;29,57;32,55;32,15;32,15;35,72;30,56;37,51;40,48;;
1100155;Ouro Preto do Oeste;30,85;31,07;30,38;35,96;37,04;41,28;38,73;38,73;37,99;;;38,79;39,38;39,04;47,10;48,87;54,24;51,72;51,64;51,22;;
1100189;Pimenta Bueno;64,05;37,94;68,31;47,68;51,72;52,90;54,89;56,89;56,70;;;68,31;52,13;72,26;61,21;66,69;70,02;73,07;75,14;75,23;;
1100205;Porto Velho;125,48;127,67;129,02;267,59;136,94;140,84;143,26;102,84;162,85;;;141,94;146,27;146,86;285,29;157,20;162,31;166,43;117,75;183,84;;
1100254;Presidente Médici;21,05;21,28;24,44;13,72;21,74;19,12;24,82;23,44;28,14;;;28,42;26,60;34,05;16,26;29,18;24,02;33,90;31,16;39,67;;
1100262;Rio Crespo;42,36;46,42;46,42;48,22;52,73;51,37;9,91;62,19;61,29;;;60,89;62,80;62,80;65,65;70,41;69,46;7,61;89,44;93,24;;
1100288;Rolim de Moura;47,76;35,88;38,91;39,77;42,35;47,26;45,54;48,79;52,99;;;53,09;47,51;49,95;51,74;54,61;61,17;58,95;64,54;72,02;;
1100296;Santa Luzia D'Oeste;20,67;25,44;26,83;26,24;27,83;28,42;26,24;36,57;36,97;;;26,99;32,95;34,14;34,54;38,51;38,90;36,52;57,17;58,75;;
1100304;Vilhena;36,95;37,67;59,80;44,59;48,43;50,71;50,36;52,88;58,88;;;48,13;49,63;63,24;56,35;61,85;66,07;65,29;68,80;77,38;;
1100320;São Miguel do Guaporé;78,73;21,61;79,77;32,78;43,58;33,37;30,56;33,89;37,29;;;68,97;28,16;66,10;35,84;50,75;43,67;41,26;46,53;53,76;;
1100338;Nova Mamoré;25,91;26,60;26,39;32,76;31,53;34,48;32,63;33,66;33,66;;;35,45;37,57;37,14;46,74;44,77;48,44;45,90;48,58;48,44;;
1100346;Alvorada D'Oeste;33,71;33,71;31,41;35,32;39,70;35,44;34,75;38,89;39,12;;;46,80;46,33;43,11;47,49;55,79;47,72;49,10;53,94;55,56;;
1100379;Alto Alegre dos Parecis;24,46;19,76;24,18;26,26;25,70;26,26;24,74;37,04;41,18;;;36,38;30,36;33,80;35,52;34,95;37,53;37,53;59,30;64,45;;
1100403;Alto Paraíso;24,77;26,36;24,07;29,15;27,55;30,24;26,26;31,43;33,82;;;36,56;39,03;35,73;44,20;43,58;45,44;38,00;47,29;51,22;;
1100452;Buritis;22,74;24,10;29,81;25,75;29,28;35,71;30,99;32,47;31,40;;;30,37;32,06;42,67;36,04;42,42;51,71;44,23;46,88;44,23;;
1100502;Novo Horizonte do Oeste;21,68;23,42;18,20;25,55;32,33;32,13;25,94;43,17;44,52;;;27,67;32,02;25,69;31,62;41,50;41,90;35,57;56,52;60,08;;
1100601;Cacaulândia;44,31;48,82;42,81;43,56;48,44;51,07;47,32;46,19;55,20;;;66,67;72,87;65,12;65,89;73,64;71,32;65,89;66,67;79,07;;
1100700;Campo Novo de Rondônia;27,27;25,98;28,56;47,90;44,95;47,35;48,64;47,35;47,35;;;37,94;37,54;39,50;70,00;67,66;70,00;72,74;71,57;71,57;;
1100809;Candeias do Jamari;19,70;21,01;23,84;26,99;27,52;28,90;30,67;37,34;45,31;;;26,88;28,46;31,94;38,26;39,05;37,47;42,21;53,28;64,35;;
1100908;Castanheiras;36,77;41,31;30,41;47,21;43,58;36,31;3,18;37,22;48,57;;;48,51;58,77;42,91;49,44;46,64;54,10;3,73;52,24;79,29;;
1100924;Chupinguaia;34,29;38,85;32,10;41,95;46,87;47,42;46,33;53,07;52,16;;;45,56;53,46;48,95;57,98;64,38;64,38;60,62;74,55;73,04;;
1100940;Cujubim;15,05;13,91;11,18;16,08;17,11;22,12;20,98;24,40;23,38;;;19,81;19,81;16,19;21,26;22,95;31,65;30,44;33,58;33,82;;
1101005;Governador Jorge Teixeira;31,51;38,31;33,06;42,40;41,23;37,73;34,03;42,20;38,31;;;43,08;52,65;47,47;59,83;60,23;54,25;51,06;59,83;55,05;;
1101104;Itapuã do Oeste;19,25;25,47;24,26;28,67;29,08;31,68;31,48;34,49;37,10;;;31,33;38,85;35,51;42,61;42,19;47,62;47,62;51,80;53,88;;
1101203;Ministro Andreazza;31,94;36,61;39,40;35,67;47,33;48,03;48,73;46,86;49,90;;;44,52;49,67;51,55;47,33;63,26;66,54;67,01;64,20;69,35;;
1101302;Mirante da Serra;29,24;30,72;32,71;34,69;37,50;35,02;33,04;37,33;38,49;;;39,14;39,81;43,83;40,82;43,16;43,49;40,48;47,17;48,85;;
1101401;Monte Negro;32,34;33,16;31,12;18,75;32,75;38,18;39,54;41,45;46,88;;;48,86;49,97;47,46;26,52;50,53;56,95;57,51;60,30;68,68;;
1101435;Nova União;10,14;25,46;22,50;26,21;27,69;24,23;28,18;27,69;32,63;;;11,58;36,76;33,23;38,27;39,27;35,25;40,79;40,28;49,35;;
1101450;Parecis;28,45;30,76;30,37;33,45;35,37;38,83;36,14;42,68;44,60;;;29,32;31,76;30,94;34,20;43,97;48,05;41,53;49,67;48,05;;
1101468;Pimenteiras do Oeste;52,04;49,02;49,02;59,58;60,33;69,38;67,87;68,63;21,12;;;72,09;70,55;76,69;87,42;88,96;96,63;82,82;88,96;19,94;;
1101476;Primavera de Rondônia;26,74;39,38;44,24;51,05;51,05;52,99;45,70;53,48;52,50;;;41,34;53,15;65,94;75,79;75,79;80,71;67,91;82,68;73,82;;
1101484;São Felipe D'Oeste;13,09;21,82;19,09;23,46;25,64;27,28;27,82;31,64;34,92;;;19,17;32,69;27,62;33,26;34,39;38,90;40,59;46,79;52,42;;
1101492;São Francisco do Guaporé;20,22;15,83;15,01;21,95;34,00;33,49;32,37;36,86;39,11;;;29,79;22,19;22,81;30,61;50,96;50,54;49,11;54,86;57,53;;
1101500;Seringueiras;23,58;22,71;22,86;23,72;23,15;35,37;36,08;36,52;35,65;;;28,19;27,89;29,97;30,56;27,89;49,55;47,48;45,40;48,37;;
1101559;Teixeirópolis;40,48;37,31;33,09;36,96;41,53;42,94;39,77;43,29;42,59;;;62,59;58,27;52,52;57,55;66,19;68,35;62,59;64,03;61,87;;
1101609;Theobroma;25,86;17,73;19,58;26,04;46,73;45,62;38,42;45,25;45,07;;;42,28;26,90;31,13;42,28;77,25;73,02;61,88;69,95;72,64;;
1101708;Urupá;15,54;17,25;20,95;22,38;25,09;26,80;27,08;31,78;33,78;;;21,06;24,23;30,86;32,59;35,19;37,50;34,04;43,84;46,44;;
1101757;Vale do Anari;27,62;26,03;26,43;29,60;32,98;32,39;31,99;33,58;38,35;;;39,18;38,35;41,65;42,47;48,25;47,01;49,07;51,96;61,44;;
1101807;Vale do Paraíso;41,03;41,26;38,52;38,07;38,75;40,35;43,31;49,69;47,41;;;59,69;57,84;54,14;53,22;55,99;57,38;59,69;72,65;68,02;;
1200013;Acrelândia;24,35;24,09;22,67;24,35;25,00;25,64;27,33;28,11;27,46;;;26,82;27,09;25,21;27,90;27,09;29,24;31,65;34,60;32,99;;
1200054;Assis Brasil;13,28;15,24;2,46;18,93;15,49;42,05;26,06;37,37;36,39;;;15,06;20,58;2,51;23,59;19,08;57,73;34,14;54,22;52,21;;
1200104;Brasiléia;16,07;18,90;24,00;24,49;23,94;26,90;31,11;40,70;38,90;;;21,37;26,22;30,94;29,69;29,42;33,30;39,27;52,03;51,06;;
1200138;Bujari;16,67;8,68;17,51;26,75;25,63;27,45;29,14;47,91;48,89;;;24,63;10,56;22,87;37,54;37,54;39,30;41,64;71,26;75,95;;
1200179;Capixaba;20,37;19,85;18,82;18,64;19,85;24,68;23,48;29,17;30,73;;;25,87;26,23;24,07;25,15;25,51;32,70;32,70;41,32;45,27;;
1200203;Cruzeiro do Sul;18,74;19,30;20,04;25,48;26,46;26,66;30,67;43,55;56,79;;;25,23;26,41;27,11;33,72;35,15;35,48;40,62;57,64;78,87;;
1200252;Epitaciolândia;20,89;23,16;23,35;23,63;24,01;27,70;26,75;29,78;28,93;;;29,74;32,79;32,60;32,98;32,79;38,51;38,31;42,51;39,46;;
1200302;Feijó;10,45;12,27;10,39;10,03;11,67;16,59;17,68;20,78;20,42;;;12,57;15,30;13,94;13,31;15,93;20,78;22,40;27,00;26,50;;
1200328;Jordão;32,65;24,27;35,35;33,55;33,85;0,60;32,95;47,63;50,93;;;35,78;33,87;48,56;45,37;44,73;0,64;44,73;57,51;61,98;;
1200336;Mâncio Lima;28,67;27,23;23,43;28,57;30,62;30,62;30,73;35,66;30,11;;;38,84;39,05;31,53;39,26;40,93;40,51;41,34;50,32;43,64;;
1200344;Manoel Urbano;16,17;17,71;19,43;30,95;25,28;27,00;25,28;30,09;29,23;;;21,13;22,64;24,15;34,34;27,17;30,19;27,17;35,85;33,58;;
1200351;Marechal Thaumaturgo;10,61;10,75;22,92;45,14;59,15;60,14;47,12;52,50;49,95;;;12,47;12,77;27,67;60,81;77,53;78,75;65,07;70,84;66,59;;
1200385;Plácido de Castro;20,75;23,33;22,69;19,68;24,73;26,02;31,40;20,86;52,26;;;24,84;27,94;28,61;24,40;31,49;35,04;42,58;25,06;70,97;;
1200393;Porto Walter;13,92;15,52;18,03;20,09;21,46;21,68;53,87;57,98;58,43;;;17,79;20,26;22,73;24,70;26,68;27,17;74,60;82,02;81,52;;
1200401;Rio Branco;122,57;152,44;151,11;157,18;144,16;155,16;170,35;176,66;176,20;;;135,79;170,58;166,02;174,77;156,03;172,14;188,55;197,77;200,44;;
1200427;Rodrigues Alves;37,90;38,18;35,94;42,93;43,63;39,85;38,32;53,28;62,65;;;49,19;50,07;48,32;58,27;58,57;52,71;51,83;71,74;85,21;;
1200435;Santa Rosa do Purus;0,40;2,40;2,00;2,00;2,00;1,20;2,00;1,60;60,33;;;0,82;0,82;1,64;1,64;1,64;0,82;2,47;1,64;67,38;;
1200450;Senador Guiomard;24,27;26,45;31,29;32,02;32,66;33,15;35,40;36,45;37,90;;;34,48;36,45;40,39;41,54;42,85;43,01;43,84;44,66;48,60;;
1200500;Sena Madureira;12,72;18,32;12,03;12,44;12,58;13,68;20,02;30,35;30,03;;;15,95;26,26;15,57;16,04;16,62;18,05;28,46;44,12;44,69;;
1200609;Tarauacá;9,42;13,59;11,76;17,25;16,54;31,15;31,76;35,42;36,19;;;12,42;17,52;15,82;22,94;22,94;39,72;41,10;45,77;47,89;;
1200708;Xapuri;14,96;13,58;14,37;15,06;19,52;20,41;20,61;22,20;22,20;;;22,78;21,55;22,37;22,37;27,30;27,91;29,15;32,22;32,84;;
1200807;Porto Acre;16,25;10,84;11,70;9,21;18,20;26,76;24,92;29,36;29,80;;;21,17;13,96;16,21;11,48;22,74;36,03;33,33;40,98;41,21;;
1300029;Alvarães;7,52;0,43;14,02;21,68;21,97;23,27;17,35;60,86;29,49;;;8,91;0,00;16,59;25,81;23,97;23,05;15,06;66,99;29,50;;
1300060;Amaturá;44,05;43,63;17,79;87,04;52,10;45,74;40,03;72,22;70,10;;;40,18;39,29;19,64;79,91;47,32;42,86;36,61;69,64;69,64;;
1300086;Anamã;15,73;30,20;14,26;13,42;63,75;14,89;21,81;30,40;30,82;;;18,99;34,81;18,99;16,27;72,33;18,08;23,96;33,45;34,81;;
1300102;Anori;11,41;12,46;13,04;15,14;33,66;31,68;13,86;39,48;46,01;;;16,26;17,98;19,21;19,21;47,04;44,83;18,23;53,69;65,76;;
1300144;Apuí;14,93;19,43;19,01;19,85;20,87;17,14;15,27;17,31;24,86;;;23,82;31,70;31,33;30,96;32,80;26,57;23,45;26,20;38,48;;
1300201;Atalaia do Norte;42,75;22,47;9,90;61,61;66,32;68,52;10,22;79,84;72,76;;;39,47;23,94;10,35;62,12;70,53;75,70;12,62;90,59;86,38;;
1300300;Autazes;9,73;9,87;9,53;23,04;23,14;30,31;19,50;1,18;21,42;;;13,72;13,72;13,72;31,85;31,43;39,18;26,71;1,26;29,75;;
1300409;Barcelos;11,62;12,77;14,84;20,02;20,71;17,72;21,40;14,61;14,84;;;17,67;18,16;22,58;29,21;28,96;24,30;28,47;20,37;20,37;;
1300508;Barreirinha;5,39;4,89;4,68;3,90;5,25;49,29;19,22;50,56;21,91;;;7,58;7,27;6,67;5,15;7,12;60,46;24,70;60,77;27,28;;
1300607;Benjamin Constant;20,11;27,52;22,10;49,20;54,68;60,16;59,98;59,98;60,89;;;27,05;32,38;29,23;55,67;64,16;70,47;71,44;71,07;72,53;;
1300631;Beruri;0,11;0,23;0,11;9,24;9,13;11,27;1,13;13,98;14,32;;;0,24;0,24;0,00;10,84;11,56;13,73;1,45;16,62;16,38;;
1300680;Boa Vista do Ramos;6,10;15,03;14,60;8,59;31,27;22,50;51,19;57,12;58,24;;;9,31;20,11;18,99;11,92;38,91;28,86;72,98;83,78;84,53;;
1300706;Boca do Acre;26,12;26,54;18,53;21,96;27,96;32,33;32,12;29,43;36,44;;;31,93;32,38;21,99;25,52;34,36;38,01;37,68;35,47;43,20;;
1300805;Borba;6,16;6,91;15,64;12,88;18,72;18,78;17,34;18,91;19,85;;;8,64;8,91;17,68;17,94;25,52;25,12;24,59;26,59;28,18;;
1300839;Caapiranga;37,44;37,44;35,92;37,44;42,61;34,24;39,11;49,61;44,29;;;50,36;50,36;45,48;51,33;56,21;45,16;52,96;66,93;60,75;;
1300904;Canutama;3,81;4,14;3,92;8,60;7,29;9,69;9,25;22,64;8,49;;;3,86;3,86;4,10;9,65;7,72;11,57;11,33;30,87;9,89;;
1301001;Carauari;6,69;20,27;23,33;34,30;22,38;37,86;37,71;37,49;22,38;;;7,88;26,77;32,71;49,52;30,48;53,38;52,64;52,19;29,44;;
1301100;Careiro;26,96;27,50;25,41;26,49;26,84;26,25;26,55;26,31;26,13;;;36,39;37,27;34,12;35,13;35,63;35,00;35,76;35,00;34,12;;
1301159;Careiro da Várzea;25,46;26,92;31,02;32,21;39,05;37,05;29,11;37,78;37,59;;;32,29;34,43;40,85;42,02;51,35;48,43;37,35;49,99;50,38;;
1301209;Coari;45,21;42,42;43,18;33,69;52,35;6,27;44,03;64,54;65,98;;;45,94;45,47;49,42;36,72;60,74;3,95;51,82;79,85;80,99;;
1301308;Codajás;23,91;20,07;17,71;22,77;23,04;19,20;18,15;50,09;43,80;;;25,51;21,10;17,98;24,22;24,22;17,80;19,64;58,54;53,40;;
1301407;Eirunepé;10,67;11,00;10,61;31,63;32,09;31,50;31,76;34,55;33,12;;;11,88;12,15;12,02;38,29;38,43;37,77;38,43;40,14;39,09;;
1301506;Envira;37,93;25,12;23,24;28,64;24,87;28,76;20,60;63,05;51,37;;;53,97;34,84;32,49;38,25;33,80;40,61;30,65;86,19;68,64;;
1301605;Fonte Boa;105,75;56,81;149,08;131,68;141,97;65,26;50,36;94,96;76,55;;;121,93;68,11;164,11;146,29;158,11;76,41;63,70;117,70;96,52;;
1301654;Guajará;25,71;29,06;9,58;9,74;91,74;5,17;7,45;6,09;10,80;;;40,29;43,75;12,59;10,39;109,85;4,41;6,92;5,04;11,65;;
1301704;Humaitá;16,84;17,11;16,64;20,24;21,35;22,45;21,45;23,98;24,88;;;23,81;23,74;24,29;28,50;30,36;31,26;30,15;32,57;34,57;;
1301803;Ipixuna;15,16;15,83;14,50;13,65;13,74;13,84;14,31;15,26;0,47;;;21,93;21,93;20,94;19,36;19,36;19,56;20,35;21,14;0,40;;
1301852;Iranduba;28,52;31,97;30,10;33,76;35,43;34,60;32,78;33,94;32,93;;;41,77;46,71;43,62;48,75;51,03;50,91;48,93;48,07;46,22;;
1301902;Itacoatiara;72,49;73,91;58,55;44,62;45,97;41,15;37,85;50,10;52,63;;;96,42;97,76;80,85;62,04;62,71;56,96;54,66;70,76;74,62;;
1301951;Itamarati;22,85;21,97;19,78;20,44;33,18;55,59;27,91;86,57;59,99;;;28,05;25,71;23,38;26,18;40,67;67,32;32,73;102,38;73,87;;
1302009;Itapiranga;16,15;0,19;14,06;22,61;25,28;23,19;17,10;49,79;44,28;;;11,43;0,00;10,64;20,50;23,65;22,07;14,98;63,85;57,55;;
1302108;Japurá;7,32;7,59;9,76;14,64;8,13;0,81;0,27;63,72;58,03;;;9,50;10,10;11,88;18,41;10,10;0,59;0,00;82,54;79,57;;
1302207;Juruá;25,92;21,23;20,82;1,43;45,93;46,95;49,60;47,56;45,93;;;32,11;26,11;23,54;1,28;52,65;53,08;53,94;51,80;50,51;;
1302306;Jutaí;18,20;0,70;36,09;1,00;10,70;10,60;12,50;13,30;13,30;;;15,30;0,21;30,18;0,42;9,85;10,27;11,94;12,57;12,78;;
1302405;Lábrea;14,83;14,97;14,75;18,31;19,56;21,43;21,43;15,55;22,27;;;20,14;20,05;19,48;23,89;26,23;28,29;28,48;21,26;29,41;;
1302504;Manacapuru;14,71;17,52;14,59;22,72;22,79;28,92;13,77;23,61;35,33;;;20,50;23,74;19,92;32,08;31,81;41,31;17,95;32,35;49,96;;
1302553;Manaquiri;26,34;26,88;12,57;28,52;29,50;38,14;23,17;20,98;33,44;;;35,81;37,20;16,40;38,35;39,28;53,37;30,96;28,88;45,98;;
1302603;Manaus;85,99;87,23;87,92;89,60;95,29;98,11;96,67;104,97;112,52;;;92,12;94,53;95,15;97,36;102,95;106,13;104,37;113,01;120,49;;
1302702;Manicoré;16,41;17,23;17,20;19,22;18,66;3,41;5,21;25,59;15,17;;;19,69;20,63;20,55;23,06;22,20;3,77;5,65;27,93;17,49;;
1302801;Maraã;10,08;10,87;20,16;12,60;17,17;0,32;18,11;31,50;25,04;;;11,32;12,35;25,05;14,41;20,25;0,00;22,99;40,49;32,26;;
1302900;Maués;6,31;7,06;8,12;13,83;13,62;47,99;45,94;49,41;50,30;;;6,83;7,81;10,24;16,76;16,76;59,53;56,95;60,52;61,28;;
1303007;Nhamundá;18,52;26,68;21,98;26,10;24,86;25,91;24,66;35,22;25,24;;;19,89;29,23;23,34;28,62;26,59;28,01;27,60;35,72;26,39;;
1303106;Nova Olinda do Norte;2,92;3,08;3,16;2,21;3,95;3,79;3,24;5,06;4,66;;;2,96;3,62;3,95;3,13;5,27;4,44;4,28;5,59;5,10;;
1303205;Novo Airão;15,89;92,95;16,65;29,76;31,53;33,67;32,79;34,43;36,57;;;21,98;111,97;23,79;38,53;42,15;43,70;43,70;43,19;47,32;;
1303304;Novo Aripuanã;12,78;14,55;12,87;12,87;16,23;19,01;17,16;20,27;16,32;;;14,12;15,90;15,19;14,47;19,12;23,59;21,98;25,73;19,84;;
1303403;Parintins;30,19;27,54;22,89;32,17;33,94;29,21;22,37;34,28;35,91;;;41,98;37,43;31,98;43,64;44,97;37,59;30,61;43,27;45,53;;
1303502;Pauini;25,64;25,88;27,05;26,93;32,31;33,72;24,24;41,45;0,59;;;22,73;23,49;24,00;24,00;27,78;28,80;21,72;38,90;0,00;;
1303536;Presidente Figueiredo;78,77;77,08;51,69;74,80;63,34;70,72;74,92;84,47;62,80;;;100,68;93,16;51,51;90,82;71,47;80,96;91,81;103,64;67,04;;
1303569;Rio Preto da Eva;22,18;7,37;14,81;19,33;17,36;25,97;16,71;27,14;27,43;;;31,97;8,53;19,79;27,71;23,29;36,69;21,62;38,37;38,22;;
1303601;Santa Isabel do Rio Negro;13,48;11,55;16,36;26,63;37,54;17,49;7,70;58,40;57,76;;;11,83;9,80;18,59;27,04;37,51;20,95;6,08;58,80;61,17;;
1303700;Santo Antônio do Içá;20,09;21,22;20,87;16,51;22,01;18,86;2,88;20,17;21,31;;;23,90;25,37;24,64;19,12;26,29;23,35;3,86;23,17;22,61;;
1303809;São Gabriel da Cachoeira;6,44;6,10;6,14;19,12;23,59;22,38;18,90;26,51;3,65;;;7,22;7,13;7,04;18,55;23,01;22,38;19,89;27,91;4,64;;
1303908;São Paulo de Olivença;14,33;13,58;19,14;36,47;27,54;29,49;31,14;32,04;21,91;;;13,16;12,85;18,02;32,44;24,13;26,33;28,21;28,05;17,40;;
1303957;São Sebastião do Uatumã;20,13;21,85;15,49;25,81;37,34;34,76;31,31;30,28;30,63;;;28,58;34,08;23,45;32,98;49,84;46,90;41,77;41,77;43,61;;
1304005;Silves;7,47;8,89;1,96;11,91;20,62;24,18;3,56;34,84;41,07;;;9,56;11,47;2,68;16,44;24,09;29,45;2,68;41,68;50,86;;
1304062;Tabatinga;6,65;9,84;3,56;27,96;37,90;43,35;46,64;35,04;58,21;;;7,24;10,99;4,47;32,44;44,08;50,20;55,46;39,41;69,28;;
1304104;Tapauá;22,90;23,11;0,63;9,60;53,29;39,57;46,43;51,18;50,13;;;24,24;24,47;0,22;9,65;53,65;41,08;47,36;50,95;50,06;;
1304203;Tefé;29,20;36,25;47,85;20,18;21,31;22,21;20,50;21,40;6,32;;;42,56;51,23;66,15;26,98;30,07;31,08;28,77;30,31;6,72;;
1304237;Tonantins;15,38;16,87;33,61;38,69;48,49;50,35;0,37;63,62;35,84;;;17,78;19,10;33,17;41,92;55,72;55,45;0,80;67,92;38,21;;
1304260;Uarini;5,86;17,11;15,37;17,11;18,06;18,85;16,79;16,32;1,90;;;4,50;19,40;18,71;21,48;21,83;24,95;22,18;22,18;2,08;;
1304302;Urucará;20,45;1,20;22,25;16,64;25,16;23,86;39,09;21,45;19,95;;;24,07;0,86;26,43;17,62;29,44;27,07;46,84;23,85;22,78;;
1304401;Urucurituba;8,79;9,11;6,83;10,91;12,80;12,40;10,68;11,78;30,54;;;11,41;11,73;8,15;12,87;15,32;14,50;12,55;13,20;36,34;;
1400027;Amajari;13,44;16,93;13,27;46,26;19,38;20,78;20,25;31,60;38,58;;;17,46;23,53;16,70;73,24;18,60;21,25;17,08;48,96;63,00;;
1400050;Alto Alegre;10,52;13,91;13,23;29,41;27,49;27,82;25,34;35,86;32,01;;;14,72;17,33;16,86;40,12;38,22;39,17;36,09;51,52;42,97;;
1400100;Boa Vista;109,26;120,20;121,34;127,42;126,03;136,87;136,64;144,45;86,66;;;128,33;141,75;141,96;149,22;149,31;164,71;165,11;172,46;105,73;;
1400159;Bonfim;18,19;25,99;26,47;38,49;35,57;37,84;36,06;40,28;39,14;;;17,39;34,11;31,38;49,80;46,73;50,48;48,43;53,21;53,55;;
1400175;Cantá;8,20;0,93;1,14;19,83;10,18;18,17;25,44;45,38;35,72;;;10,90;0,91;0,91;29,76;14,99;27,03;39,75;73,15;55,20;;
1400209;Caracaraí;11,87;16,38;15,37;29,26;27,42;28,25;23,28;24,20;23,56;;;13,67;20,12;18,95;39,65;36,72;39,26;31,45;32,62;29,88;;
1400233;Caroebe;15,56;1,25;15,74;13,60;19,86;22,00;24,33;22,72;27,73;;;22,14;0,78;21,37;18,65;27,58;30,30;34,97;30,69;39,63;;
1400282;Iracema;2,94;2,55;13,92;16,08;16,47;23,73;16,08;45,29;44,31;;;3,90;3,03;24,25;28,58;27,72;35,95;26,42;73,62;74,92;;
1400308;Mucajaí;19,22;13,48;11,39;11,18;15,05;17,34;9,40;10,45;12,22;;;30,21;19,70;16,20;16,86;23,20;26,27;14,01;14,89;17,73;;
1400407;Normandia;38,68;29,95;31,34;36,30;29,95;30,35;25,59;49,00;67,84;;;49,58;38,75;41,25;45,00;34,17;35,42;32,92;60,00;79,58;;
1400456;Pacaraima;15,84;15,60;11,64;17,88;20,28;22,08;16,20;30,96;15,48;;;19,21;20,18;16,05;25,05;28,45;30,16;22,86;45,72;20,91;;
1400472;Rorainópolis;30,62;34,61;30,44;34,90;27,70;35,30;28,56;36,96;37,19;;;46,84;52,60;45,99;52,84;40,11;50,92;40,35;52,84;52,84;;
1400506;São João da Baliza;18,95;18,32;18,74;19,16;21,90;25,69;27,16;27,37;34,11;;;27,95;27,48;28,41;24,69;27,95;31,21;34,93;33,54;41,45;;
1400605;São Luiz;22,34;22,10;13,21;32,43;38,43;36,27;2,88;14,65;18,98;;;34,61;34,61;18,08;47,52;60,95;59,92;2,07;19,63;26,34;;
1400704;Uiramutã;2,28;2,73;3,87;6,15;11,62;10,25;4,78;11,62;9,79;;;3,39;2,91;4,36;6,78;13,56;10,17;4,36;15,01;9,69;;
1500107;Abaetetuba;9,64;10,92;14,94;31,66;33,85;27,03;25,40;34,62;36,47;;;12,97;15,11;21,23;49,94;51,50;41,41;39,75;52,47;54,94;;
1500131;Abel Figueiredo;21,21;21,77;19,82;24,84;32,93;34,05;26,79;29,31;30,70;;;34,60;33,48;34,04;38,50;51,34;54,13;45,20;46,88;49,11;;
1500206;Acará;20,38;21,86;23,27;26,81;30,92;30,17;34,06;31,52;37,29;;;24,62;27,17;30,64;35,81;40,98;39,94;46,68;41,05;49,82;;
1500305;Afuá;14,27;14,55;13,77;15,51;42,71;43,16;38,42;40,73;40,39;;;17,14;17,75;16,29;18,24;55,20;56,79;50,46;53,14;52,41;;
1500347;Água Azul do Norte;25,35;19,26;25,45;18,57;16,31;22,70;19,46;27,12;28,00;;;42,11;29,93;40,19;27,58;25,87;33,99;25,22;32,92;33,99;;
1500404;Alenquer;8,94;10,19;9,11;12,16;11,64;11,44;9,57;14,03;21,86;;;10,84;13,07;11,31;15,24;14,89;14,71;12,43;18,87;31,12;;
1500503;Almeirim;25,74;24,66;23,63;29,50;31,72;35,71;35,08;37,19;35,88;;;26,97;25,67;23,54;32,17;34,89;41,40;39,74;41,28;41,87;;
