IBGE;MUNIC;NHB41A14;NHB41A15;NHB41A16;NHB41A17;NHB41A18;NHB41A19;NHB41A20;NHB41A21;NHB41A22;NHB41A23;NHB42A14;NHB42A15;NHB42A16;NHB42A17;NHB42A18;NHB42A19;NHB42A20;NHB42A21;NHB42A22;NHB42A23;NHB4314;NHB4315;NHB4316;NHB4317;NHB4318;NHB4319;NHB4320;NHB4321;NHB4322;NHB4323
1504976;Nova Ipixuna;180,78;90,39;180,78;0,00;0,00;60,26;0,00;30,13;150,65;60,26;83,16;56,83;81,09;18,49;0,00;17,99;0,00;35,24;64,49;21,50;0,00;7,17;35,83;21,50;28,66;21,50;35,83;28,66;14,33;21,50
1505007;Nova Timboteua;0,00;35,88;35,88;71,76;35,88;35,88;143,52;35,88;143,52;0,00;0,00;27,33;6,76;20,08;26,28;19,53;32,25;12,78;78,09;7,81;7,81;31,24;15,62;7,81;54,66;39,04;62,47;23,43;31,24;39,04
1505031;Novo Progresso;34,16;79,70;56,93;68,31;68,31;91,09;136,63;125,24;159,40;68,31;107,27;107,42;71,71;91,74;116,47;85,40;97,03;112,54;101,08;89,18;32,70;35,67;47,57;47,57;68,38;59,46;65,40;65,40;59,46;71,35
1505064;Novo Repartimento;36,99;55,49;110,98;67,82;61,66;61,66;55,49;61,66;55,49;49,32;44,75;45,18;62,20;54,20;38,87;30,30;31,08;31,85;42,81;39,52;29,64;41,16;34,58;19,76;21,41;18,11;23,05;32,93;29,64;31,28
1505106;Óbidos;52,31;7,47;7,47;44,84;0,00;7,47;29,89;22,42;7,47;7,47;23,85;5,95;7,91;15,77;11,55;11,51;15,29;13,34;15,32;1,91;11,49;21,06;9,57;11,49;7,66;9,57;9,57;11,49;9,57;15,32
1505205;Oeiras do Pará;10,18;0,00;20,37;10,18;0,00;40,73;10,18;0,00;10,18;0,00;6,56;0,00;6,40;9,49;3,11;21,53;6,09;0,00;8,86;14,77;5,91;0,00;2,95;2,95;8,86;0,00;0,00;2,95;0,00;0,00
1505304;Oriximiná;32,76;5,46;38,22;49,14;16,38;32,76;49,14;32,76;16,38;38,22;13,25;5,80;22,83;21,10;9,70;16,42;18,91;16,02;14,64;23,43;17,57;11,71;8,79;20,50;7,32;8,79;5,86;10,25;8,79;7,32
1505403;Ourém;44,82;22,41;67,23;44,82;89,65;67,23;134,47;89,65;22,41;0,00;35,32;5,84;29,01;28,81;45,14;33,63;44,54;60,84;39,20;5,60;33,60;22,40;22,40;5,60;22,40;11,20;0,00;11,20;11,20;0,00
1505437;Ourilândia do Norte;48,82;24,41;73,22;61,02;195,26;97,63;109,84;183,06;170,86;85,43;26,52;35,74;35,08;53,26;105,20;48,73;69,00;94,59;89,32;58,52;15,40;36,96;21,56;46,20;49,28;27,72;52,36;18,48;46,20;52,36
1505486;Pacajá;93,14;93,14;93,14;83,82;102,45;121,08;83,82;55,88;83,82;176,96;66,01;89,33;81,15;79,77;78,75;54,50;51,64;34,62;80,30;114,36;51,10;51,10;31,63;21,90;41,37;14,60;31,63;26,77;48,67;24,33
1505494;Palestina do Pará;120,85;120,85;60,42;181,27;0,00;60,42;120,85;0,00;60,42;120,85;53,73;26,94;54,02;40,62;26,33;13,18;39,57;0,00;14,52;29,05;0,00;116,19;72,62;0,00;29,05;0,00;14,52;29,05;0,00;0,00
1505536;Parauapebas;107,78;93,96;82,91;77,38;92,58;85,67;77,38;87,05;82,91;56,65;82,90;61,60;56,56;47,94;53,73;49,93;45,42;47,53;36,41;29,65;25,02;22,78;13,07;13,44;9,71;12,32;17,92;26,51;21,28;20,53
1505551;Pau D'Arco;0,00;0,00;0,00;192,31;0,00;0,00;64,10;0,00;64,10;0,00;0,00;0,00;73,58;243,40;18,00;36,48;18,48;37,46;28,86;28,86;57,71;101,00;14,43;43,28;0,00;14,43;14,43;57,71;57,71;57,71
1505601;Peixe-Boi;0,00;0,00;109,71;109,71;54,85;109,71;54,85;274,27;109,71;54,85;25,38;0,00;38,13;25,45;12,39;37,14;24,75;61,85;24,14;12,07;36,21;60,35;84,49;24,14;24,14;12,07;0,00;0,00;12,07;12,07
1505635;Piçarra;31,92;0,00;95,75;63,84;0,00;0,00;0,00;0,00;0,00;31,92;55,13;23,67;71,13;23,75;23,11;23,11;0,00;0,00;0,00;7,79;0,00;7,79;0,00;23,38;23,38;15,59;7,79;23,38;7,79;7,79
1505650;Placas;41,58;20,79;20,79;41,58;124,74;41,58;83,16;20,79;20,79;20,79;25,27;14,02;10,23;13,29;49,52;29,05;22,11;21,66;16,07;42,85;16,07;26,78;32,14;16,07;21,43;32,14;32,14;37,50;32,14;26,78
1505700;Ponta de Pedras;44,58;14,86;0,00;14,86;14,86;29,72;0,00;0,00;0,00;29,72;13,99;6,86;0,00;3,31;9,80;9,65;3,17;0,00;8,01;8,01;0,00;4,00;4,00;4,00;8,01;4,00;4,00;0,00;8,01;12,01
1505809;Portel;72,25;36,13;51,61;77,42;56,77;41,29;51,61;82,58;72,25;46,45;38,46;17,16;25,29;33,16;27,81;24,18;28,60;32,90;28,83;27,22;4,80;1,60;4,80;3,20;0,00;1,60;1,60;6,40;12,80;0,00
1505908;Porto de Moz;16,42;0,00;41,06;32,85;8,21;49,27;32,85;73,90;41,06;41,06;5,31;0,00;15,29;12,50;9,89;17,02;14,35;35,33;27,10;39,41;17,24;2,46;0,00;0,00;2,46;4,93;4,93;2,46;2,46;2,46
1506005;Prainha;29,55;9,85;19,70;9,85;9,85;0,00;0,00;29,55;19,70;19,70;10,25;6,85;13,73;3,44;13,38;3,35;3,35;16,76;14,05;11,24;14,05;14,05;11,24;2,81;5,62;16,86;5,62;14,05;8,43;8,43
1506104;Primavera;0,00;78,68;39,34;0,00;39,34;78,68;78,68;78,68;0,00;0,00;9,56;19,07;9,51;18,99;18,53;27,71;27,63;27,55;0,00;9,37;9,22;9,22;18,43;18,43;9,22;18,43;18,43;0,00;27,65;9,22
1506112;Quatipuru;0,00;0,00;0,00;0,00;37,29;37,29;111,86;37,29;74,57;0,00;0,00;0,00;7,61;0,00;22,20;22,05;51,09;14,50;34,71;0,00;17,36;0,00;8,68;0,00;8,68;26,03;17,36;8,68;0,00;8,68
1506138;Redenção;108,80;81,60;81,60;145,07;185,87;108,80;204,00;158,67;95,20;81,60;58,81;56,93;47,77;89,74;92,86;62,51;77,14;68,35;59,58;65,42;93,46;78,27;86,45;84,12;86,45;70,10;94,63;68,93;71,26;59,58
1506161;Rio Maria;0,00;0,00;0,00;155,49;88,85;66,64;88,85;111,06;133,27;111,06;0,00;0,00;16,93;56,48;49,49;49,47;27,47;76,89;70,71;59,83;10,88;10,88;43,52;10,88;43,52;10,88;16,32;43,52;38,08;27,20
1506187;Rondon do Pará;71,55;71,55;64,39;57,24;50,08;42,93;35,77;64,39;35,77;28,62;60,64;76,03;49,54;37,31;38,53;32,47;34,09;37,56;35,75;13,17;30,11;24,46;18,82;13,17;11,29;16,94;15,05;5,65;30,11;13,17
1506195;Rurópolis;11,02;22,04;77,14;11,02;11,02;11,02;0,00;11,02;44,08;22,04;2,19;10,68;25,02;4,07;8,08;7,92;0,00;1,91;22,37;16,77;13,98;11,18;19,57;11,18;16,77;22,37;5,59;11,18;8,39;13,98
1506203;Salinópolis;17,43;69,71;52,28;78,42;78,42;130,71;87,14;61,00;26,14;87,14;30,91;40,94;22,88;32,85;49,48;51,63;43,99;31,58;20,10;42,44;13,40;6,70;8,93;11,17;8,93;15,63;11,17;17,87;11,17;13,40
1506302;Salvaterra;16,22;32,44;32,44;16,22;32,44;16,22;16,22;16,22;16,22;16,22;13,64;13,41;13,19;21,65;21,35;8,42;12,46;8,20;8,29;16,58;16,58;16,58;20,72;29,01;20,72;8,29;12,43;20,72;20,72;4,14
1506351;Santa Bárbara do Pará;40,34;100,85;302,54;100,85;161,36;121,02;121,02;60,51;141,19;100,85;31,25;55,99;99,62;53,68;62,79;47,44;46,62;36,68;47,42;56,90;0,00;4,74;18,97;28,45;9,48;14,23;14,23;14,23;18,97;4,74
1506401;Santa Cruz do Arari;0,00;87,11;0,00;0,00;0,00;0,00;0,00;43,55;87,11;0,00;0,00;21,24;0,00;0,00;10,06;0,00;19,39;9,53;26,86;0,00;0,00;13,43;0,00;0,00;13,43;26,86;0,00;53,73;0,00;13,43
1506500;Santa Izabel do Pará;99,87;159,78;179,76;139,81;244,67;109,85;64,91;129,82;89,88;19,97;45,98;82,72;94,55;75,54;131,91;52,26;32,02;64,51;38,35;23,28;23,28;13,70;15,06;17,80;17,80;21,91;21,91;16,43;21,91;10,96
1506559;Santa Luzia do Pará;55,93;74,57;74,57;37,29;93,21;55,93;18,64;18,64;55,93;74,57;30,90;41,27;31,01;31,06;40,30;25,19;25,20;30,24;19,64;39,27;58,91;9,82;14,73;19,64;19,64;0,00;14,73;14,73;29,46;4,91
1506583;Santa Maria das Barreiras;0,00;0,00;25,87;51,75;103,49;77,62;51,75;77,62;25,87;0,00;20,58;5,02;9,81;62,35;38,02;27,97;36,61;53,95;24,17;18,13;24,17;78,56;18,13;48,34;30,22;6,04;36,26;72,52;108,77;48,34
1506609;Santa Maria do Pará;33,01;165,07;49,52;148,56;181,58;82,54;66,03;115,55;33,01;82,54;29,42;62,69;12,47;41,35;76,85;36,20;24,00;55,72;20,31;28,43;56,86;36,55;56,86;32,49;24,37;16,24;36,55;64,98;24,37;36,55
1506708;Santana do Araguaia;111,40;86,64;24,76;12,38;49,51;86,64;74,27;37,13;99,02;99,02;27,67;22,38;18,86;22,61;29,50;31,59;26,87;14,47;70,96;37,02;98,73;46,28;33,94;30,85;58,62;43,19;77,13;74,04;61,70;86,39
1506807;Santarém;30,29;50,49;43,75;68,44;49,36;40,39;29,17;38,14;31,41;41,51;18,93;25,64;29,55;34,76;28,08;22,98;15,66;21,73;15,06;21,69;29,52;33,14;26,21;25,31;23,20;25,91;28,62;17,77;23,20;21,69
1506906;Santarém Novo;0,00;0,00;66,53;66,53;0,00;0,00;0,00;66,53;0,00;133,07;15,65;0,00;15,43;45,97;30,01;0,00;29,62;44,14;0,00;81,75;32,70;0,00;0,00;16,35;32,70;49,05;0,00;16,35;0,00;32,70
1507003;Santo Antônio do Tauá;121,86;182,79;91,39;167,56;152,32;137,09;60,93;121,86;91,39;60,93;44,66;64,13;33,19;55,54;45,11;47,65;28,20;27,82;29,13;36,42;25,49;14,57;21,85;21,85;14,57;7,28;29,13;36,42;10,92;14,57
1507102;São Caetano de Odivelas;0,00;25,51;127,55;280,61;76,53;0,00;25,51;25,51;102,04;76,53;0,00;17,22;40,02;79,71;38,95;27,70;16,55;16,48;36,00;42,00;6,00;12,00;6,00;6,00;0,00;30,00;24,00;12,00;18,00;12,00
1507151;São Domingos do Araguaia;37,30;55,95;93,25;186,50;111,90;55,95;18,65;37,30;74,60;74,60;24,76;24,54;48,66;80,45;43,38;15,65;11,65;11,56;52,15;23,71;28,45;85,34;37,93;33,19;28,45;33,19;23,71;28,45;0,00;18,96
1507201;São Domingos do Capim;35,69;35,69;23,79;23,79;95,17;35,69;23,79;118,96;47,59;35,69;22,80;19,45;29,04;9,64;43,97;28,13;28,00;61,95;26,14;26,14;9,80;6,54;0,00;3,27;9,80;3,27;3,27;6,54;16,34;3,27
1507300;São Félix do Xingu;59,90;71,88;65,89;53,91;83,86;59,90;89,85;125,79;65,89;77,87;35,83;30,12;36,49;25,64;24,85;26,46;30,27;36,10;50,44;50,44;30,57;25,99;38,22;41,27;41,27;24,46;27,52;29,04;21,40;24,46
1507409;São Francisco do Pará;28,98;28,98;57,95;28,98;57,95;28,98;144,89;231,82;173,86;86,93;19,56;6,50;19,46;6,47;18,95;12,59;50,22;75,10;73,86;20,14;26,86;33,57;80,57;26,86;33,57;33,57;26,86;60,43;67,14;53,71
1507458;São Geraldo do Araguaia;16,56;82,82;16,56;66,26;66,26;0,00;33,13;33,13;82,82;16,56;24,17;48,77;20,50;37,21;52,02;8,05;16,19;16,28;28,86;12,37;28,86;20,61;32,98;16,49;20,61;24,74;24,74;37,11;16,49;12,37
1507466;São João da Ponta;0,00;0,00;305,81;0,00;0,00;305,81;0,00;0,00;0,00;101,94;0,00;17,26;67,98;33,50;0,00;81,45;0,00;0,00;22,57;22,57;45,15;45,15;45,15;22,57;0,00;22,57;90,29;0,00;22,57;0,00
1507474;São João de Pirabas;81,07;20,27;40,54;60,80;60,80;20,27;40,54;101,34;60,80;40,54;27,56;13,64;18,01;26,77;26,27;34,71;25,81;34,13;33,83;9,67;33,83;0,00;9,67;9,67;24,17;9,67;0,00;19,33;14,50;9,67
1507508;São João do Araguaia;63,11;189,33;189,33;126,22;31,56;126,22;63,11;31,56;31,56;63,11;29,70;110,94;58,96;58,75;28,69;50,01;28,47;56,72;37,13;29,71;65,87;58,55;29,27;14,64;14,64;36,59;7,32;14,64;29,27;14,64
1507607;São Miguel do Guamá;49,91;106,94;78,43;114,07;85,56;128,33;64,17;57,04;35,65;42,78;14,50;37,54;22,94;34,87;46,29;47,47;30,19;21,57;18,91;24,58;22,69;5,67;20,80;20,80;17,02;13,23;24,58;18,91;18,91;20,80
1507706;São Sebastião da Boa Vista;27,21;13,60;13,60;13,60;13,60;27,21;40,81;68,02;54,41;27,21;16,15;3,97;11,75;11,58;3,80;7,51;11,12;32,96;19,50;7,80;0,00;0,00;3,90;3,90;0,00;0,00;3,90;0,00;3,90;0,00
1507755;Sapucaia;0,00;0,00;62,89;0,00;62,89;62,89;0,00;0,00;0,00;0,00;36,42;0,00;35,22;17,34;17,10;50,59;16,64;32,85;0,00;17,10;34,21;17,10;0,00;51,31;34,21;17,10;153,93;68,41;0,00;51,31
1507805;Senador José Porfírio;0,00;0,00;0,00;69,10;17,27;51,82;120,92;69,10;34,55;86,37;0,00;16,91;0,00;52,83;109,81;171,56;95,82;70,77;22,15;57,58;0,00;4,43;0,00;8,86;17,72;22,15;17,72;8,86;22,15;4,43
1507904;Soure;32,37;16,18;32,37;32,37;32,37;0,00;64,74;32,37;0,00;0,00;8,31;4,12;12,25;16,21;11,91;3,94;27,38;11,65;8,26;0,00;8,26;12,39;0,00;8,26;12,39;8,26;4,13;12,39;4,13;4,13
1507953;Tailândia;147,02;94,85;99,59;165,99;123,30;104,33;75,88;52,17;137,53;66,39;66,02;51,46;53,84;58,07;50,16;34,79;28,45;24,20;71,73;38,62;19,31;27,59;33,11;26,21;33,11;19,31;22,07;24,83;33,11;30,35
1507961;Terra Alta;123,25;41,08;246,51;123,25;246,51;123,25;123,25;123,25;0,00;123,25;54,68;44,96;53,28;52,64;77,65;59,73;33,76;33,41;19,23;28,85;38,46;19,23;0,00;28,85;19,23;9,62;28,85;19,23;9,62;19,23
1507979;Terra Santa;20,67;0,00;0,00;0,00;20,67;20,67;20,67;20,67;62,02;20,67;5,62;5,57;0,00;0,00;10,74;10,66;5,29;5,25;15,97;31,95;10,65;5,32;15,97;5,32;5,32;21,30;21,30;0,00;5,32;21,30
1508035;Tracuateua;57,02;71,28;28,51;85,53;42,77;14,26;85,53;0,00;28,51;42,77;17,17;23,76;20,14;29,89;16,31;6,46;25,59;12,68;17,49;13,99;10,49;6,99;17,49;10,49;10,49;13,99;13,99;6,99;24,48;31,47
1508050;Trairão;25,04;25,04;25,04;0,00;25,04;50,08;0,00;25,04;25,04;50,08;27,96;11,06;10,94;21,66;5,32;15,80;10,43;41,36;85,29;19,68;6,56;6,56;52,49;32,80;72,17;72,17;111,53;85,29;85,29;144,34
1508084;Tucumã;9,85;9,85;59,07;49,23;59,07;78,76;49,23;59,07;137,84;68,92;19,09;18,76;29,01;44,15;30,72;40,40;32,39;34,43;70,80;40,46;27,81;20,23;32,87;25,28;25,28;32,87;50,57;40,46;35,40;20,23
1508100;Tucuruí;107,43;70,24;136,35;152,88;128,09;90,90;123,96;152,88;119,82;99,17;49,32;39,18;65,21;78,72;57,07;50,15;64,27;60,89;54,76;47,09;63,52;37,24;52,57;54,76;43,81;40,52;49,28;43,81;33,95;62,43
1508126;Ulianópolis;76,89;48,06;76,89;76,89;67,28;48,06;76,89;38,45;76,89;76,89;32,72;20,42;44,85;31,29;38,17;25,33;23,04;11,24;44,77;52,67;18,43;21,07;36,87;31,60;15,80;34,24;15,80;21,07;26,34;28,97
1508159;Uruará;150,46;35,40;44,25;150,46;61,95;70,80;97,35;115,05;115,05;141,61;69,50;42,71;42,82;76,82;37,35;39,58;50,62;68,29;78,06;75,76;29,85;25,25;25,25;9,18;16,07;22,96;34,44;18,37;22,96;20,66
1508209;Vigia;81,21;113,70;129,94;81,21;97,46;146,19;121,82;89,34;113,70;48,73;47,41;42,99;65,76;38,30;56,40;50,29;46,15;29,28;43,28;19,67;19,67;3,93;21,64;19,67;9,84;7,87;13,77;17,71;9,84;15,74
1508308;Viseu;0,00;25,19;25,19;6,30;31,49;37,78;25,19;12,59;88,16;31,49;1,70;11,85;8,42;10,04;13,10;16,29;16,19;12,88;35,78;32,37;10,22;17,04;6,82;5,11;6,82;3,41;3,41;6,82;3,41;6,82
1508357;Vitória do Xingu;49,83;24,91;74,74;99,65;99,65;124,56;24,91;74,74;49,83;24,91;21,06;6,94;48,06;54,35;46,71;39,65;6,54;19,45;25,64;6,41;64,07;70,48;38,44;25,63;57,67;12,81;12,81;25,63;12,81;6,41
1508407;Xinguara;21,55;28,74;28,74;64,66;21,55;35,92;71,85;28,74;64,66;64,66;18,84;18,68;37,05;32,16;22,52;13,41;31,05;19,82;28,36;39,70;22,69;22,69;34,03;34,03;18,91;15,12;20,80;20,80;34,03;39,70
1600055;Serra do Navio;78,43;0,00;0,00;0,00;78,43;78,43;0,00;0,00;0,00;78,43;20,62;20,25;19,90;19,57;18,85;18,53;0,00;0,00;0,00;21,40;0,00;42,80;21,40;0,00;0,00;0,00;0,00;0,00;42,80;0,00
1600105;Amapá;95,88;47,94;47,94;0,00;0,00;47,94;0,00;0,00;95,88;47,94;23,38;23,20;23,01;0,00;0,00;10,98;10,88;0,00;25,18;25,18;0,00;0,00;0,00;25,18;0,00;0,00;0,00;0,00;12,59;12,59
1600154;Pedra Branca do Amapari;58,69;0,00;58,69;29,34;0,00;58,69;0,00;0,00;58,69;117,37;37,28;7,15;20,60;19,83;0,00;12,12;11,72;11,35;31,14;46,70;7,78;0,00;0,00;0,00;0,00;0,00;0,00;7,78;7,78;7,78
1600204;Calçoene;145,24;36,31;72,62;108,93;0,00;36,31;0,00;145,24;145,24;290,49;60,13;9,84;29,00;47,51;0,00;26,99;8,84;52,21;65,96;103,66;28,27;0,00;18,85;9,42;0,00;18,85;18,85;9,42;18,85;0,00
1600212;Cutias;0,00;0,00;0,00;82,85;0,00;0,00;82,85;0,00;0,00;0,00;0,00;0,00;0,00;17,74;17,05;16,71;16,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,42;0,00;0,00;22,42;0,00
1600253;Itaubal;0,00;67,48;67,48;0,00;0,00;67,48;0,00;0,00;0,00;0,00;0,00;20,21;19,76;0,00;0,00;54,52;17,80;0,00;35,72;0,00;0,00;0,00;17,86;0,00;17,86;0,00;0,00;0,00;0,00;0,00
1600279;Laranjal do Jari;42,05;115,64;52,57;84,10;73,59;105,13;73,59;105,13;94,62;63,08;13,40;45,94;19,30;31,54;18,20;27,77;29,20;26,77;37,02;51,26;11,39;8,54;11,39;5,70;19,94;8,54;8,54;17,09;11,39;17,09
1600303;Macapá;91,16;96,13;141,71;105,24;136,73;128,45;116,02;154,14;96,96;130,93;38,72;42,97;58,22;48,03;55,91;45,50;42,31;53,79;43,35;55,09;21,45;17,16;17,16;16,26;11,97;14,00;13,55;14,00;15,13;12,42
1600402;Mazagão;15,65;15,65;15,65;0,00;15,65;62,62;0,00;62,62;46,96;62,62;15,66;30,66;10,01;9,81;4,72;32,36;4,53;22,25;18,25;31,94;0,00;0,00;0,00;4,56;4,56;0,00;4,56;18,24;18,24;9,12
1600501;Oiapoque;64,47;51,58;12,89;51,58;64,47;90,26;64,47;51,58;77,37;64,47;33,86;49,46;28,12;27,44;37,56;51,34;46,58;31,54;47,30;21,83;7,28;3,64;7,28;7,28;7,28;14,55;7,28;10,92;7,28;10,92
1600535;Porto Grande;195,10;86,71;151,75;86,71;65,03;65,03;65,03;43,36;43,36;43,36;72,95;45,76;49,65;29,11;27,93;22,76;44,54;17,45;28,01;28,01;39,22;5,60;5,60;5,60;0,00;11,21;5,60;5,60;22,41;16,81
1600550;Pracuúba;103,95;0,00;103,95;0,00;103,95;0,00;0,00;207,90;103,95;0,00;45,41;0,00;21,48;0,00;20,03;0,00;19,06;37,24;78,89;0,00;52,59;26,30;0,00;0,00;26,30;26,30;0,00;52,59;0,00;0,00
1600600;Santana;59,55;69,47;125,71;125,71;135,64;125,71;89,32;145,56;115,79;208,42;25,32;28,52;51,82;49,36;48,49;41,20;32,49;56,09;47,50;77,30;12,08;8,36;5,58;3,72;5,58;8,36;5,58;13,01;11,15;9,29
1600709;Tartarugalzinho;61,39;61,39;30,69;122,77;122,77;122,77;92,08;30,69;0,00;0,00;27,11;13,15;31,92;43,45;23,73;34,65;39,39;5,49;15,45;30,90;15,45;0,00;23,17;7,72;0,00;7,72;7,72;15,45;15,45;0,00
1600808;Vitória do Jari;31,63;0,00;0,00;0,00;31,63;31,63;0,00;31,63;0,00;0,00;7,12;0,00;0,00;6,67;19,22;6,28;12,30;6,03;17,71;0,00;17,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1700251;Abreulândia;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,14;0,00;0,00;0,00;0,00;114,99;0,00;38,82;77,64;38,82;38,82;0,00;0,00;0,00;0,00;38,82;0,00;0,00
1700301;Aguiarnópolis;0,00;0,00;0,00;89,77;89,77;0,00;0,00;179,53;0,00;0,00;0,00;0,00;0,00;15,48;30,43;0,00;0,00;28,37;0,00;22,24;44,47;0,00;44,47;44,47;88,95;0,00;44,47;44,47;44,47;0,00
1700350;Aliança do Tocantins;268,82;0,00;0,00;0,00;0,00;0,00;89,61;89,61;0,00;0,00;70,86;0,00;53,91;0,00;0,00;0,00;37,41;37,71;19,43;0,00;136,00;116,57;58,29;19,43;97,14;97,14;97,14;58,29;97,14;136,00
1700400;Almas;132,45;66,23;132,45;66,23;0,00;132,45;331,13;0,00;132,45;0,00;66,84;26,99;40,87;13,75;14,02;42,52;100,30;14,48;46,16;15,39;15,39;15,39;61,55;30,77;46,16;0,00;30,77;0,00;46,16;15,39
1701002;Ananás;39,29;0,00;0,00;39,29;0,00;0,00;0,00;0,00;0,00;39,29;10,10;10,15;10,21;10,26;20,82;0,00;0,00;10,60;0,00;9,69;9,69;19,37;9,69;29,06;9,69;0,00;9,69;0,00;9,69;67,80
1701051;Angico;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,40;29,21;0,00;0,00;0,00;0,00;0,00;34,77;0,00;0,00;34,77;0,00;0,00;0,00;34,77;173,85;34,77;0,00
1701101;Aparecida do Rio Negro;0,00;0,00;95,24;95,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,40;42,32;0,00;0,00;20,63;20,40;0,00;0,00;61,78;0,00;144,15;185,34;20,59;61,78;20,59;20,59;41,19;20,59
1701309;Aragominas;0,00;0,00;0,00;0,00;289,02;0,00;96,34;96,34;0,00;0,00;0,00;0,00;16,99;17,05;86,42;17,37;52,35;17,53;18,90;0,00;0,00;0,00;0,00;37,81;75,61;18,90;18,90;18,90;56,71;56,71
1701903;Araguacema;81,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81,77;44,18;0,00;28,84;14,28;0,00;42,34;13,98;27,69;0,00;16,87;33,74;33,74;33,74;101,23;0,00;16,87;0,00;33,74;33,74;0,00
1702000;Araguaçu;61,39;0,00;122,77;0,00;61,39;0,00;0,00;61,39;0,00;0,00;22,67;22,79;34,35;23,01;58,36;11,74;0,00;23,76;0,00;12,30;12,30;24,59;0,00;12,30;12,30;24,59;24,59;49,18;49,18;12,30
1702109;Araguaína;81,08;121,62;162,17;175,68;137,39;108,11;85,59;56,31;69,82;47,30;38,28;65,81;76,25;74,45;58,02;51,53;38,17;30,07;39,70;24,52;53,71;49,62;54,87;61,30;46,12;50,79;37,94;49,04;44,37;42,62
1702158;Araguanã;0,00;0,00;0,00;99,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,71;0,00;17,46;34,52;0,00;23,20;0,00;139,21;0,00;46,40;23,20;0,00;69,61;0,00;23,20;46,40;0,00
1702208;Araguatins;12,24;12,24;48,98;36,73;24,49;12,24;24,49;48,98;36,73;36,73;5,89;11,63;34,47;19,88;16,98;27,96;19,35;13,67;28,20;28,20;18,80;21,93;6,27;15,67;18,80;0,00;43,86;40,73;31,33;25,06
1702307;Arapoema;0,00;0,00;78,86;0,00;78,86;0,00;0,00;78,86;0,00;0,00;14,66;0,00;14,76;14,80;14,99;0,00;0,00;15,17;18,02;0,00;108,11;36,04;72,07;0,00;36,04;54,05;18,02;36,04;54,05;18,02
1702406;Arraias;0,00;0,00;43,48;86,96;43,48;86,96;0,00;43,48;0,00;0,00;9,25;9,28;27,90;18,64;9,43;37,85;0,00;28,57;9,72;0,00;48,61;19,44;29,16;38,88;68,05;38,88;19,44;29,16;29,16;9,72
1702554;Augustinópolis;0,00;66,28;22,09;88,38;88,38;44,19;66,28;66,28;198,85;22,09;11,50;39,71;16,80;44,23;44,01;27,16;32,18;42,40;68,63;17,16;22,88;22,88;74,35;45,76;45,76;40,04;51,48;68,63;80,07;80,07
1702703;Aurora do Tocantins;0,00;150,60;0,00;150,60;0,00;0,00;150,60;0,00;0,00;0,00;0,00;27,16;0,00;26,77;0,00;26,62;26,43;0,00;29,92;29,92;59,84;59,84;0,00;0,00;0,00;59,84;0,00;29,92;29,92;0,00
1702901;Axixá do Tocantins;154,50;38,62;0,00;0,00;77,25;0,00;115,87;38,62;0,00;0,00;41,37;41,21;20,53;30,69;30,85;41,00;40,87;20,37;9,74;29,23;19,49;19,49;19,49;38,98;48,72;38,98;19,49;19,49;38,98;68,21
1703008;Babaçulândia;0,00;64,14;0,00;0,00;0,00;0,00;0,00;0,00;192,43;0,00;0,00;18,63;37,23;0,00;0,00;18,75;9,38;9,37;50,76;0,00;50,76;12,69;50,76;76,14;76,14;63,45;12,69;0,00;38,07;25,38
1703057;Bandeirantes do Tocantins;0,00;0,00;0,00;0,00;0,00;119,62;0,00;119,62;0,00;0,00;0,00;0,00;28,90;0,00;0,00;28,15;0,00;82,62;29,35;58,70;88,05;29,35;88,05;0,00;117,41;29,35;88,05;29,35;58,70;0,00
1703073;Barra do Ouro;0,00;0,00;87,26;0,00;0,00;0,00;0,00;0,00;0,00;174,52;0,00;0,00;66,62;22,01;0,00;0,00;21,59;21,40;22,34;67,02;44,68;0,00;67,02;0,00;0,00;0,00;22,34;44,68;201,07;67,02
1703107;Barrolândia;99,40;0,00;298,21;0,00;198,81;0,00;99,40;0,00;298,21;0,00;35,85;0,00;53,36;17,72;35,63;17,76;35,39;17,64;103,18;41,27;61,91;20,64;103,18;20,64;0,00;20,64;41,27;0,00;61,91;41,27
1703206;Bernardo Sayão;0,00;111,48;0,00;0,00;334,45;111,48;0,00;111,48;0,00;0,00;0,00;22,07;0,00;0,00;67,13;44,85;22,48;22,53;0,00;0,00;47,29;47,29;23,65;23,65;0,00;47,29;47,29;0,00;23,65;23,65
1703305;Bom Jesus do Tocantins;100,50;0,00;100,50;100,50;201,01;0,00;0,00;100,50;0,00;0,00;68,79;0,00;43,57;42,55;41,85;20,43;19,97;19,53;24,80;0,00;0,00;49,53;24,76;0,00;123,82;0,00;0,00;24,76;24,76;24,76
