IBGE;MUNIC;NHB41A14;NHB41A15;NHB41A16;NHB41A17;NHB41A18;NHB41A19;NHB41A20;NHB41A21;NHB41A22;NHB41A23;NHB42A14;NHB42A15;NHB42A16;NHB42A17;NHB42A18;NHB42A19;NHB42A20;NHB42A21;NHB42A22;NHB42A23;NHB4314;NHB4315;NHB4316;NHB4317;NHB4318;NHB4319;NHB4320;NHB4321;NHB4322;NHB4323
2100402;Altamira do Maranhão;0,00;0,00;0,00;64,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,78;0,00;12,30;0,00;12,12;15,51;0,00;15,51;31,02;46,53;15,51;0,00;15,51;15,51;0,00;0,00;0,00
2100436;Alto Alegre do Maranhão;48,05;64,07;64,07;64,07;64,07;32,04;64,07;32,04;160,18;128,14;26,87;15,18;48,84;26,05;22,36;25,88;28,72;14,25;74,85;58,22;33,27;37,43;16,63;12,48;16,63;16,63;37,43;24,95;33,27;41,58
2100477;Alto Alegre do Pindaré;15,54;0,00;15,54;31,08;46,62;15,54;31,08;46,62;62,16;31,08;6,40;12,78;9,58;25,55;15,68;18,80;6,26;12,51;31,12;11,67;19,45;7,78;19,45;3,89;0,00;15,56;7,78;15,56;31,12;11,67
2100501;Alto Parnaíba;0,00;0,00;0,00;0,00;34,48;34,48;0,00;34,48;34,48;68,97;0,00;0,00;0,00;0,00;8,95;8,94;8,92;8,90;18,00;45,01;0,00;36,01;36,01;9,00;9,00;27,01;0,00;18,00;36,01;36,01
2100550;Amapá do Maranhão;0,00;0,00;0,00;0,00;0,00;50,76;50,76;0,00;0,00;0,00;0,00;44,19;29,22;29,01;0,00;14,36;28,55;42,57;0,00;0,00;27,89;13,95;0,00;13,95;13,95;27,89;0,00;0,00;0,00;0,00
2100600;Amarante do Maranhão;62,74;62,74;73,19;31,37;31,37;52,28;94,10;20,91;62,74;62,74;40,03;27,24;31,90;24,33;19,45;28,96;45,53;21,42;29,66;24,26;10,79;13,48;32,36;8,09;5,39;18,88;13,48;10,79;18,88;8,09
2100709;Anajatuba;0,00;0,00;16,92;0,00;16,92;0,00;0,00;0,00;101,52;0,00;3,76;11,16;11,06;3,66;3,76;0,00;3,71;3,68;31,59;3,95;3,95;7,90;31,59;7,90;3,95;3,95;7,90;7,90;0,00;7,90
2100832;Apicum-Açu;0,00;21,40;64,21;0,00;0,00;0,00;21,40;21,40;21,40;107,02;5,65;11,14;49,53;10,88;17,58;0,00;22,97;22,75;17,12;51,37;11,42;5,71;5,71;5,71;0,00;0,00;17,12;17,12;11,42;0,00
2100873;Araguanã;0,00;0,00;0,00;70,82;0,00;0,00;0,00;0,00;70,82;0,00;0,00;0,00;0,00;13,04;0,00;0,00;0,00;6,38;17,89;8,94;26,83;8,94;44,72;0,00;0,00;0,00;35,77;0,00;8,94;26,83
2100956;Arame;14,52;14,52;58,10;72,62;14,52;72,62;14,52;87,15;14,52;58,10;18,78;12,49;18,70;28,00;21,45;24,46;18,31;30,46;39,18;62,70;19,59;35,27;15,68;31,35;11,76;15,68;15,68;15,68;19,59;19,59
2101004;Arari;13,87;27,74;0,00;13,87;13,87;41,61;55,48;13,87;55,48;13,87;13,75;27,40;6,83;3,40;10,08;16,75;33,41;16,66;13,57;3,39;37,32;27,14;20,36;3,39;20,36;13,57;16,97;16,97;20,36;23,75
2101103;Axixá;32,37;32,37;0,00;0,00;0,00;0,00;0,00;161,86;97,12;64,75;8,49;8,44;25,18;0,00;8,28;0,00;8,21;49,04;42,41;33,93;16,96;0,00;8,48;0,00;16,96;8,48;0,00;0,00;8,48;8,48
2101202;Bacabal;92,20;69,15;76,83;72,99;103,73;69,15;76,83;49,94;65,31;61,47;34,22;25,33;39,80;34,83;59,25;39,07;39,13;19,03;33,75;42,43;27,00;17,36;27,00;26,03;41,46;31,82;42,43;45,32;42,43;44,35
2101251;Bacabeira;0,00;46,51;0,00;46,51;23,26;93,02;139,53;69,77;69,77;46,51;43,01;30,21;11,90;23,46;11,87;46,91;63,76;45,86;35,36;17,68;76,62;123,78;88,41;58,94;70,73;0,00;29,47;41,26;11,79;23,58
2101301;Bacuri;0,00;25,24;0,00;75,72;25,24;25,24;100,96;50,48;75,72;0,00;5,79;17,31;5,75;40,15;10,81;5,38;37,53;53,40;36,83;36,83;67,53;18,42;36,83;12,28;0,00;6,14;18,42;6,14;6,14;18,42
2101350;Bacurituba;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,18;0,00;0,00;0,00;0,00;18,04;0,00;0,00;0,00;0,00;17,56;0,00;0,00;0,00;19,04;0,00;19,04;0,00;19,04;0,00;19,04;38,08;0,00
2101608;Barra do Corda;85,13;37,83;80,40;42,56;52,02;18,92;9,46;18,92;23,65;37,83;36,21;31,34;41,54;22,95;33,03;17,00;11,30;19,12;18,93;37,86;29,57;23,66;28,39;21,29;18,93;24,84;41,40;21,29;17,74;22,48
2101772;Bela Vista do Maranhão;0,00;0,00;0,00;0,00;0,00;32,74;0,00;0,00;32,74;0,00;9,23;27,44;0,00;0,00;0,00;8,92;8,87;0,00;34,04;8,51;17,02;0,00;17,02;8,51;8,51;8,51;34,04;0,00;0,00;0,00
2101806;Benedito Leite;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78,68;78,68;78,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,72;18,28;18,28;0,00;0,00;36,57;0,00;54,85;18,28;0,00;18,28;18,28;18,28
2101905;Bequimão;47,03;23,51;47,03;23,51;117,56;94,05;23,51;117,56;0,00;94,05;19,20;4,80;9,58;9,58;32,93;51,69;18,78;65,68;15,32;45,97;40,85;15,32;10,21;10,21;15,32;10,21;20,42;15,32;10,21;15,32
2101939;Bernardo do Mearim;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,06;0,00;0,00;0,00;0,00;0,00;16,47;0,00;0,00;34,25;0,00;0,00;0,00;0,00;0,00;0,00;34,25;34,25;34,25;17,12
2101970;Boa Vista do Gurupi;0,00;0,00;0,00;0,00;48,78;48,78;97,56;0,00;0,00;0,00;11,34;0,00;10,91;32,19;32,76;21,54;23,86;35,32;39,61;66,02;0,00;13,20;13,20;26,41;26,41;0,00;0,00;0,00;13,20;0,00
2102002;Bom Jardim;36,29;12,10;60,49;60,49;72,59;48,39;24,20;48,39;36,29;36,29;17,32;19,68;17,12;29,18;28,96;24,02;21,52;19,04;39,22;24,14;9,06;27,19;6,04;12,08;15,11;15,11;18,13;30,21;3,02;30,21
2102036;Bom Jesus das Selvas;40,79;40,79;54,39;135,98;54,39;67,99;40,79;54,39;27,20;54,39;49,79;24,32;35,70;58,35;29,87;64,65;43,39;28,49;31,47;27,97;55,95;90,91;17,48;6,99;10,49;34,97;41,96;24,48;41,96;41,96
2102077;Bom Lugar;0,00;0,00;32,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,39;0,00;6,23;6,17;12,39;0,00;0,00;6,03;0,00;0,00;8,19;8,19;8,19;0,00;8,19;0,00;0,00;24,57;16,38;16,38
2102150;Brejo de Areia;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,71;39,71;0,00;10,91;9,57;0,00;0,00;0,00;22,19;11,31;10,85;10,85;0,00;0,00;0,00;0,00;10,85;0,00;21,70;0,00;21,70;10,85
2102309;Buriti Bravo;18,55;0,00;18,55;18,55;0,00;37,11;37,11;0,00;0,00;37,11;8,58;0,00;25,60;29,79;4,20;20,93;8,35;4,17;8,91;8,91;31,17;22,27;17,81;17,81;17,81;44,53;22,27;13,36;31,17;22,27
2102325;Buriticupu;87,96;40,60;74,43;47,36;121,79;74,43;54,13;47,36;54,13;60,90;50,32;28,40;37,91;33,34;52,98;31,79;28,77;40,76;37,83;34,23;52,25;27,03;41,44;45,05;30,63;41,44;46,85;48,65;48,65;54,06
2102358;Buritirana;67,91;0,00;0,00;33,96;67,91;0,00;67,91;0,00;67,91;33,96;19,93;6,62;19,81;26,35;12,99;12,96;25,86;0,00;30,96;15,48;15,48;30,96;30,96;30,96;7,74;0,00;30,96;15,48;7,74;15,48
2102374;Cachoeira Grande;38,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,25;11,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,28;51,38;0,00;0,00;10,28;0,00;10,28;0,00;10,28;10,28;10,28;0,00
2102408;Cajapió;39,14;0,00;39,14;39,14;0,00;0,00;39,14;39,14;0,00;0,00;9,19;0,00;18,22;18,15;8,98;0,00;26,75;17,77;9,88;0,00;9,88;9,88;9,88;19,76;9,88;0,00;19,76;9,88;0,00;0,00
2102507;Cajari;0,00;0,00;0,00;0,00;0,00;25,05;50,10;25,05;25,05;0,00;0,00;0,00;5,25;20,93;15,54;10,32;35,99;10,25;6,09;12,19;12,19;6,09;6,09;0,00;6,09;12,19;12,19;12,19;0,00;6,09
2102556;Campestre do Maranhão;65,92;32,96;65,92;65,92;65,92;0,00;0,00;32,96;98,88;32,96;35,92;14,26;49,55;28,13;34,98;6,96;20,76;27,53;32,52;40,65;24,39;32,52;32,52;32,52;24,39;56,91;65,04;16,26;48,78;8,13
2102606;Cândido Mendes;20,34;0,00;40,68;0,00;0,00;40,68;0,00;20,34;20,34;0,00;15,33;15,23;15,13;0,00;4,98;14,87;14,79;19,63;15,05;10,03;0,00;10,03;10,03;0,00;10,03;0,00;5,02;5,02;0,00;0,00
2102705;Cantanhede;0,00;14,19;42,57;56,76;42,57;14,19;0,00;0,00;14,19;0,00;18,78;13,98;18,50;27,57;22,86;4,55;0,00;13,49;8,23;8,23;4,11;12,34;4,11;16,46;0,00;4,11;0,00;8,23;4,11;16,46
2102754;Capinzal do Norte;74,60;0,00;37,30;0,00;0,00;37,30;0,00;74,60;74,60;0,00;27,97;9,33;9,33;9,33;9,15;9,15;18,29;45,72;26,38;8,79;35,17;43,96;43,96;35,17;8,79;0,00;52,75;43,96;35,17;43,96
2102804;Carolina;35,87;53,81;71,75;53,81;89,69;71,75;35,87;53,81;35,87;17,94;12,55;20,95;50,35;12,60;24,65;20,56;20,69;24,84;8,31;24,94;54,03;37,40;54,03;4,16;33,25;24,94;58,18;29,09;33,25;24,94
2102903;Carutapera;32,07;0,00;16,04;48,11;32,07;32,07;16,04;32,07;0,00;16,04;8,69;0,00;17,09;21,21;8,45;12,60;4,18;33,20;4,13;4,13;0,00;0,00;20,63;4,13;4,13;0,00;8,25;16,50;12,38;20,63
2103109;Cedral;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,37;9,35;0,00;9,80;9,80;19,59;0,00;9,80;0,00;0,00;0,00;0,00;9,80;0,00;9,80
2103125;Central do Maranhão;0,00;114,22;114,22;57,11;57,11;0,00;114,22;114,22;171,33;0,00;0,00;23,68;70,31;11,61;11,62;23,06;80,09;56,78;56,39;28,19;14,10;0,00;42,29;0,00;42,29;0,00;14,10;14,10;42,29;14,10
2103158;Centro do Guilherme;0,00;0,00;0,00;0,00;57,89;0,00;0,00;0,00;0,00;28,94;7,87;7,68;7,52;7,38;15,10;0,00;0,00;7,21;0,00;16,20;0,00;24,31;32,41;16,20;32,41;8,10;16,20;16,20;8,10;0,00
2103174;Centro Novo do Maranhão;0,00;0,00;21,59;21,59;21,59;21,59;21,59;21,59;21,59;0,00;0,00;19,04;14,08;9,27;9,35;13,87;9,16;9,07;12,29;6,15;12,29;24,59;0,00;0,00;6,15;6,15;6,15;12,29;6,15;36,88
2103257;Cidelândia;0,00;95,97;31,99;63,98;0,00;0,00;0,00;0,00;0,00;0,00;42,14;27,88;34,61;27,51;20,52;6,80;27,07;20,20;7,77;7,77;15,53;31,06;7,77;23,30;54,36;38,83;15,53;23,30;31,06;54,36
2103307;Codó;17,85;35,71;64,27;35,71;60,70;42,85;85,70;39,28;17,85;35,71;13,34;22,45;26,55;20,69;26,10;23,60;44,67;22,70;21,00;19,25;36,75;15,75;30,63;11,38;12,25;14,88;20,13;21,00;14,00;21,88
2103505;Colinas;9,50;56,99;66,49;0,00;19,00;19,00;85,49;19,00;47,49;9,50;14,96;24,83;24,74;7,39;24,37;12,14;41,15;7,24;29,77;12,41;37,21;32,25;42,17;19,84;22,32;34,73;19,84;24,80;24,80;22,32
2103554;Conceição do Lago-Açu;24,92;49,84;49,84;24,92;0,00;0,00;49,84;24,92;0,00;74,76;19,29;31,68;25,01;12,35;6,22;0,00;24,39;6,04;13,41;26,82;13,41;6,70;6,70;0,00;0,00;6,70;0,00;0,00;0,00;6,70
2103604;Coroatá;62,11;117,32;110,42;96,62;103,52;75,91;55,21;48,31;41,41;27,61;20,47;47,01;35,87;43,48;38,44;29,10;30,51;24,32;33,58;36,93;43,65;43,65;45,33;31,90;33,58;23,50;13,43;16,79;40,29;33,58
2103703;Cururupu;69,11;69,11;27,64;41,47;110,57;69,11;69,11;41,47;55,29;0,00;48,34;48,52;29,22;13,03;39,68;18,35;58,24;46,07;31,69;9,51;34,86;22,18;25,35;28,52;15,84;22,18;0,00;22,18;22,18;22,18
2103752;Davinópolis;108,25;54,13;108,25;54,13;54,13;27,06;162,38;54,13;135,32;135,32;55,34;71,13;47,41;23,70;46,51;54,23;77,42;54,17;62,48;69,43;0,00;6,94;6,94;6,94;13,89;0,00;20,83;27,77;6,94;20,83
2103802;Dom Pedro;0,00;18,15;18,15;0,00;0,00;0,00;18,15;72,60;90,74;36,30;0,00;4,37;8,73;4,36;0,00;0,00;17,11;21,37;39,04;21,69;13,01;21,69;39,04;30,36;17,35;13,01;8,68;34,70;39,04;43,38
2104008;Esperantinópolis;22,81;45,61;22,81;0,00;68,42;0,00;45,61;0,00;0,00;0,00;11,60;23,49;35,64;0,00;28,77;0,00;17,54;11,78;5,46;5,46;38,23;27,31;38,23;27,31;10,92;27,31;21,84;5,46;21,84;16,38
2104057;Estreito;84,80;96,91;48,46;84,80;48,46;60,57;84,80;157,48;133,25;72,68;35,17;44,30;21,74;21,37;16,93;16,69;21,16;53,37;84,10;54,06;24,03;27,03;33,04;36,04;30,04;15,02;15,02;21,02;27,03;30,04
2104073;Feira Nova do Maranhão;48,10;48,10;0,00;0,00;0,00;0,00;48,10;0,00;0,00;0,00;12,06;12,02;0,00;0,00;0,00;0,00;11,79;0,00;0,00;0,00;0,00;12,43;12,43;12,43;12,43;24,85;37,28;24,85;12,43;24,85
2104081;Fernando Falcão;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,80;0,00;0,00;0,00;0,00;0,00;9,20;0,00;18,39;9,20;9,20;36,79;9,20;18,39;27,59;9,20;0,00;18,39
2104099;Formosa da Serra Negra;0,00;0,00;20,92;20,92;20,92;20,92;20,92;0,00;0,00;0,00;0,00;5,38;10,64;5,26;15,86;5,24;15,58;15,44;11,29;5,64;22,57;11,29;11,29;5,64;5,64;5,64;16,93;5,64;11,29;5,64
2104107;Fortaleza dos Nogueiras;0,00;0,00;30,28;30,28;30,28;0,00;0,00;60,55;30,28;30,28;0,00;8,08;16,14;8,06;23,78;7,92;0,00;23,69;7,91;15,82;55,38;23,73;15,82;47,47;47,47;47,47;31,65;15,82;23,73;23,73
2104206;Fortuna;0,00;24,96;74,89;49,93;74,89;24,96;24,96;24,96;0,00;0,00;0,00;26,25;45,90;32,76;25,75;25,72;6,42;16,84;0,00;5,89;11,78;17,67;5,89;35,34;23,56;5,89;23,56;0,00;23,56;29,45
2104305;Godofredo Viana;0,00;0,00;0,00;39,75;0,00;79,49;0,00;158,98;0,00;0,00;0,00;0,00;25,74;16,91;17,14;16,92;8,36;33,05;9,82;0,00;9,82;9,82;9,82;0,00;9,82;0,00;0,00;0,00;0,00;0,00
2104404;Gonçalves Dias;0,00;0,00;0,00;24,44;24,44;0,00;0,00;122,22;48,89;73,33;5,69;5,69;0,00;17,06;16,74;0,00;0,00;38,99;34,87;58,12;46,50;17,44;17,44;5,81;11,62;5,81;11,62;11,62;17,44;5,81
2104503;Governador Archer;38,60;38,60;0,00;38,60;38,60;38,60;0,00;77,19;38,60;192,98;9,50;18,88;9,39;9,35;9,27;18,45;18,37;36,59;29,33;58,66;19,55;29,32;39,10;0,00;19,55;9,77;19,55;29,32;19,55;0,00
2104552;Governador Edison Lobão;21,85;65,55;43,70;21,85;152,94;109,24;109,24;87,39;131,09;65,55;28,69;22,54;33,26;5,46;60,88;38,26;43,20;37,35;54,32;21,73;32,59;48,88;38,02;27,16;48,88;38,02;70,61;5,43;21,73;32,59
2104602;Governador Eugênio Barros;0,00;29,70;0,00;0,00;0,00;59,40;0,00;0,00;0,00;29,70;0,00;6,08;0,00;6,03;29,81;11,88;5,92;0,00;0,00;7,18;21,54;21,54;7,18;28,72;7,18;35,89;0,00;21,54;28,72;14,36
2104628;Governador Luiz Rocha;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,87;0,00;25,51;0,00;14,16;0,00;14,16;0,00;28,32;0,00;0,00;28,32;28,32;0,00;14,16;42,47
2104651;Governador Newton Bello;0,00;0,00;0,00;0,00;0,00;31,55;31,55;0,00;0,00;0,00;9,94;0,00;10,04;0,00;9,79;9,82;9,85;0,00;0,00;9,33;9,33;9,33;9,33;0,00;0,00;0,00;9,33;18,67;9,33;18,67
2104677;Governador Nunes Freire;81,41;97,69;81,41;65,13;130,25;48,84;113,97;32,56;65,13;81,41;31,76;47,78;39,92;40,01;54,65;43,01;50,90;19,61;25,94;64,86;64,86;64,86;38,91;69,18;47,56;47,56;30,27;38,91;21,62;25,94
2104701;Graça Aranha;0,00;0,00;151,86;0,00;0,00;75,93;0,00;0,00;0,00;0,00;0,00;0,00;32,58;16,30;0,00;15,97;0,00;15,97;33,21;16,60;49,81;66,41;16,60;33,21;0,00;0,00;16,60;16,60;33,21;16,60
2104800;Grajaú;35,93;51,33;35,93;112,93;71,86;51,33;97,53;82,13;51,33;97,53;32,97;29,57;24,83;46,22;49,36;34,52;58,52;41,02;28,43;47,38;33,84;31,13;39,26;39,26;28,43;33,84;48,73;51,44;77,16;67,68
2104909;Guimarães;0,00;0,00;97,32;0,00;0,00;0,00;48,66;97,32;48,66;0,00;8,42;16,91;16,98;0,00;8,29;8,31;33,34;16,71;38,87;19,44;29,15;9,72;9,72;19,44;29,15;0,00;0,00;0,00;0,00;9,72
2105104;Icatu;14,80;0,00;44,40;14,80;29,60;0,00;74,01;14,80;14,80;0,00;11,43;3,78;18,76;7,45;11,13;14,75;22,00;10,94;12,10;0,00;8,07;8,07;4,03;8,07;0,00;12,10;8,07;8,07;0,00;4,03
2105153;Igarapé do Meio;0,00;0,00;0,00;0,00;0,00;0,00;0,00;138,58;27,72;0,00;0,00;0,00;7,16;14,14;0,00;7,05;6,98;55,29;14,31;7,16;7,16;21,47;0,00;0,00;14,31;14,31;0,00;7,16;50,09;14,31
2105203;Igarapé Grande;0,00;126,80;42,27;0,00;0,00;0,00;42,27;42,27;84,53;42,27;8,67;25,80;8,53;26,77;8,89;8,83;26,35;8,73;19,55;9,77;29,32;48,87;29,32;68,42;9,77;48,87;19,55;19,55;29,32;29,32
2105302;Imperatriz;162,45;122,55;173,85;95,48;114,00;118,28;123,98;111,15;78,38;111,15;84,02;67,16;91,38;57,74;65,50;63,40;56,68;56,16;47,23;60,78;71,77;62,61;69,20;62,61;47,23;51,26;36,25;38,08;28,93;36,62
2105351;Itaipava do Grajaú;83,99;28,00;28,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;22,09;19,22;25,29;6,25;0,00;0,00;6,25;18,57;21,70;21,70;21,70;0,00;0,00;21,70;36,16;28,93;14,46;28,93;7,23;36,16
2105401;Itapecuru Mirim;19,93;39,86;6,64;33,22;39,86;33,22;46,51;46,51;79,73;33,22;13,70;18,06;8,94;13,29;13,30;16,13;14,55;20,22;28,14;23,17;21,51;21,51;26,47;24,82;23,16;13,24;31,44;26,47;29,78;14,89
2105427;Itinga do Maranhão;164,71;54,90;109,81;109,81;73,21;36,60;146,41;54,90;128,11;366,03;63,10;23,58;47,03;54,71;26,99;11,54;61,38;22,96;53,30;102,16;53,30;26,65;35,54;13,33;31,09;13,33;39,98;13,33;17,77;26,65
2105450;Jatobá;0,00;0,00;0,00;0,00;0,00;0,00;102,35;0,00;0,00;0,00;10,42;10,18;0,00;9,78;0,00;9,85;19,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,54;0,00;13,39;26,77;40,16;40,16
2105476;Jenipapo dos Vieiras;0,00;0,00;0,00;0,00;0,00;22,15;0,00;44,30;22,15;22,15;0,00;6,20;0,00;0,00;0,00;6,06;5,87;11,68;5,86;11,71;11,71;17,57;0,00;5,86;5,86;11,71;17,57;17,57;23,42;17,57
2105500;João Lisboa;47,35;63,13;78,91;47,35;63,13;110,48;126,26;47,35;15,78;142,05;21,42;47,35;47,55;21,70;21,10;50,78;50,55;33,79;32,38;40,47;16,19;8,09;20,24;4,05;8,09;12,14;12,14;4,05;8,09;4,05
2105609;Joselândia;57,57;28,79;0,00;28,79;0,00;28,79;0,00;0,00;0,00;0,00;19,00;31,59;12,61;12,59;6,20;6,19;6,17;0,00;33,50;0,00;0,00;13,40;13,40;20,10;20,10;13,40;20,10;13,40;20,10;6,70
2105658;Junco do Maranhão;79,18;0,00;79,18;0,00;0,00;0,00;0,00;316,71;0,00;0,00;56,51;0,00;60,06;0,00;85,57;0,00;0,00;161,51;0,00;0,00;38,87;77,73;97,16;77,73;0,00;0,00;0,00;97,16;19,43;0,00
2105708;Lago da Pedra;43,86;26,31;43,86;87,71;61,40;43,86;70,17;122,80;61,40;70,17;30,92;18,37;32,36;30,09;26,05;25,86;47,42;41,21;29,28;38,29;15,76;20,27;9,01;24,77;18,02;13,51;27,03;38,29;15,76;13,51
2105807;Lago do Junco;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,47;0,00;9,40;0,00;9,25;18,45;18,40;0,00;10,52;0,00;0,00;21,04;10,52;10,52;0,00;10,52;10,52;31,56;10,52;21,04
2105906;Lago Verde;0,00;0,00;26,62;106,50;53,25;53,25;26,62;26,62;26,62;26,62;6,32;12,58;25,06;24,96;43,21;30,76;18,39;12,22;20,31;33,85;27,08;13,54;6,77;6,77;0,00;0,00;20,31;13,54;13,54;6,77
2105948;Lago dos Rodrigues;49,31;0,00;0,00;0,00;197,24;0,00;98,62;0,00;49,31;246,55;11,44;11,47;34,53;34,63;45,00;33,81;22,58;11,31;22,84;102,76;11,42;11,42;22,84;22,84;11,42;11,42;11,42;0,00;0,00;0,00
2105963;Lagoa Grande do Maranhão;0,00;0,00;34,21;34,21;0,00;34,21;0,00;34,21;102,63;34,21;0,00;0,00;17,85;17,72;17,67;8,78;0,00;52,02;26,29;26,29;0,00;0,00;26,29;0,00;26,29;43,82;35,05;43,82;26,29;26,29
2105989;Lajeado Novo;0,00;186,68;186,68;62,23;62,23;0,00;0,00;0,00;0,00;0,00;0,00;40,77;67,32;40,06;40,02;13,25;0,00;13,07;14,16;28,33;0,00;56,68;0,00;42,51;42,51;42,51;14,17;56,68;42,51;56,68
2106003;Lima Campos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,96;38,96;38,96;0,00;17,18;0,00;8,55;8,43;0,00;8,39;16,75;8,85;17,70;53,11;17,70;17,70;26,56;17,70;44,26;26,56;26,56;0,00;35,41
2106102;Loreto;0,00;99,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,27;0,00;0,00;0,00;0,00;0,00;8,15;0,00;8,63;0,00;0,00;17,25;17,25;8,62;17,25;51,74;8,62;0,00;8,62
2106201;Luís Domingues;0,00;0,00;56,50;0,00;0,00;0,00;112,99;56,50;0,00;0,00;0,00;29,46;43,93;0,00;14,46;28,77;28,64;28,51;13,96;13,96;0,00;13,96;0,00;27,93;27,93;0,00;0,00;13,96;0,00;13,96
2106326;Maracaçumé;0,00;18,46;36,91;18,46;18,46;18,46;18,46;18,46;18,46;166,11;4,87;14,41;18,99;4,70;4,72;18,70;13,90;18,37;47,28;52,01;23,64;14,19;14,19;9,46;9,46;0,00;4,73;23,64;18,91;33,10
2106359;Marajá do Sena;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;51,95;0,00;0,00;0,00;13,11;13,15;12,80;38,50;12,86;38,67;28,43;0,00;0,00;14,23;0,00;0,00;14,23;14,23;0,00;14,23;14,23;14,23
2106375;Maranhãozinho;0,00;0,00;0,00;27,40;0,00;0,00;0,00;0,00;27,40;27,40;0,00;0,00;0,00;12,22;0,00;0,00;0,00;5,97;7,27;7,27;7,27;7,27;0,00;7,27;7,27;14,53;7,27;0,00;7,27;21,80
2106508;Matinha;77,93;58,45;58,45;58,45;38,96;38,96;38,96;19,48;19,48;58,45;57,34;30,67;39,20;21,65;21,50;12,84;29,81;8,48;40,85;54,46;36,31;27,23;4,54;9,08;40,85;13,62;9,08;27,23;9,08;13,62
2106631;Matões do Norte;0,00;36,87;0,00;36,87;36,87;18,44;0,00;18,44;0,00;0,00;12,69;43,29;24,17;29,57;18,24;11,94;0,00;5,78;0,00;0,00;22,95;28,68;11,47;40,16;17,21;5,74;11,47;11,47;0,00;5,74
2106706;Mirador;0,00;0,00;18,64;0,00;18,64;0,00;0,00;0,00;37,27;18,64;0,00;9,71;19,41;0,00;4,76;4,76;9,51;9,50;28,53;4,76;23,78;28,53;0,00;19,02;19,02;23,78;19,02;28,53;9,51;9,51
2106755;Miranda do Norte;15,17;30,33;45,50;30,33;15,17;15,17;0,00;15,17;45,50;60,66;7,41;7,27;25,00;10,54;10,71;14,09;10,43;6,87;29,33;29,33;50,28;20,95;50,28;37,71;33,52;16,76;29,33;20,95;46,09;46,09
2106805;Mirinzal;89,37;119,15;29,79;59,58;119,15;29,79;29,79;119,15;0,00;29,79;34,32;41,01;20,42;40,69;40,23;20,05;26,65;46,48;14,31;28,62;14,31;14,31;28,62;14,31;14,31;21,46;7,15;7,15;7,15;0,00
2106904;Monção;28,05;14,03;42,08;42,08;42,08;56,10;0,00;56,10;42,08;56,10;15,38;12,18;27,37;30,16;12,05;23,93;5,94;32,46;50,45;32,43;3,60;10,81;7,21;14,41;3,60;7,21;14,41;10,81;25,22;7,21
2107001;Montes Altos;0,00;46,62;46,62;46,62;0,00;93,24;46,62;46,62;186,48;186,48;0,00;44,32;11,17;45,00;32,58;32,75;21,95;22,07;65,88;43,92;21,96;43,93;21,96;21,96;21,96;54,91;10,98;43,93;10,98;43,93
2107100;Morros;0,00;0,00;20,16;20,16;0,00;60,47;0,00;0,00;20,16;20,16;0,00;5,28;5,23;10,37;0,00;30,88;0,00;0,00;26,95;26,95;5,39;10,78;0,00;16,17;26,95;16,17;10,78;5,39;16,17;16,17
2107258;Nova Colinas;0,00;0,00;76,98;0,00;0,00;0,00;76,98;0,00;76,98;0,00;0,00;0,00;18,88;0,00;0,00;0,00;18,43;0,00;19,92;19,92;0,00;0,00;79,67;39,83;0,00;19,92;39,83;19,92;19,92;39,83
2107308;Nova Iorque;0,00;0,00;0,00;0,00;0,00;0,00;0,00;198,61;0,00;0,00;0,00;0,00;43,58;0,00;0,00;0,00;0,00;42,72;0,00;0,00;0,00;23,15;23,15;0,00;0,00;0,00;46,30;23,15;0,00;0,00
2107357;Nova Olinda do Maranhão;0,00;27,29;109,17;54,59;27,29;27,29;81,88;27,29;27,29;27,29;4,95;19,61;29,14;14,45;24,07;14,33;23,72;14,13;20,96;13,97;41,92;27,94;27,94;20,96;0,00;6,99;6,99;0,00;13,97;20,96
2107407;Olho d'Água das Cunhãs;0,00;0,00;23,20;0,00;92,81;23,20;46,40;0,00;46,40;116,01;0,00;5,24;10,45;10,41;20,57;5,13;15,34;15,29;16,74;61,39;39,06;11,16;16,74;11,16;11,16;0,00;33,48;11,16;16,74;5,58
