"sernum","miscat","percfunc","percnegfunc","percposfunc","percnofunc","cogseleva","mmUPFscons","snkUPFscons","propUPFscons","rihnutr","bdyshp","tstgdivtaro","rdytoeat","chp","esyacce","othreas","reassum","age","gender","edu","mrysta","occu","wrksty","wltock","ckskl","housdispinc","child","adol","adul","elder","freqck","freqtakout","supwhlmrk","locmrk","olgroc","homgro","rsttakout","cant","othpur","ovwob","region","ctyctry"
177,7,3,3,0,0,2,4,4,73,0,0,0,1,0,1,0,2,54,2,6,2,6,10,2,1,2,0,0,2,1,3,2,1,0,0,1,1,0,0,1,4,1
178,0,2,2,0,0,3,3,2,40,0,0,0,1,0,1,0,2,31,1,7,1,1,8,2,2,3,0,0,3,0,1,2,1,0,0,0,1,0,0,1,3,1
179,1,2,2,0,0,2,2,3,63,0,0,0,1,0,0,0,1,38,2,5,2,6,9,1,1,2,0,1,2,2,3,2,0,1,0,0,0,0,0,1,3,1
180,0,3,3,0,0,3,2,2,62,0,0,1,1,0,0,0,2,33,2,7,2,6,8,2,1,6,2,0,2,2,4,2,1,1,0,0,0,0,0,1,3,1
181,2,3,3,0,0,2,2,2,30,0,0,1,1,0,1,0,3,45,1,5,2,6,10,2,1,2,2,0,4,4,2,2,0,1,0,0,1,1,0,1,4,1
182,0,1,1,0,0,3,3,4,43,0,0,1,1,0,1,0,3,40,1,6,2,6,10,1,1,5,1,0,2,0,5,1,1,1,0,0,0,0,0,2,4,1
183,0,3,3,0,0,4,4,3,62,0,0,1,1,0,1,0,3,28,2,7,1,6,8,1,1,2,0,0,1,0,2,2,1,1,0,0,0,0,0,2,4,1
185,4,3,3,0,0,3,2,2,55,1,1,1,1,1,1,0,6,35,1,6,2,6,8,1,1,2,2,0,4,0,3,2,1,1,1,0,0,0,0,2,3,1
186,0,3,3,0,0,4,2,2,19,0,0,1,1,0,1,0,3,35,2,6,1,6,8,1,1,2,0,0,3,0,5,1,1,1,0,1,0,1,0,1,4,1
187,3,2,2,0,0,2,5,3,48,1,1,1,0,1,0,0,4,40,2,5,2,6,7,1,1,2,0,1,2,3,5,5,1,1,0,1,0,0,0,2,3,1
188,0,2,2,0,0,3,2,2,62,0,0,0,1,0,0,0,1,42,2,6,1,4,8,1,1,2,1,1,2,2,5,2,1,1,0,0,0,0,0,1,4,1
189,0,2,1,1,0,3,2,2,1,1,0,0,1,0,0,0,2,50,1,6,2,6,8,1,1,4,0,0,3,0,5,2,1,1,0,0,0,0,0,2,4,1
191,2,2,1,1,0,3,2,3,63,0,0,0,1,0,1,0,2,51,2,8,2,6,10,2,1,7,0,0,3,0,4,2,1,0,1,0,0,0,0,2,3,1
192,3,3,2,1,0,3,3,3,9,0,0,1,1,0,0,0,2,46,1,8,2,6,9,2,1,7,0,2,2,2,5,2,1,1,0,0,0,0,0,1,1,1
193,3,2,2,0,0,2,2,1,21,0,0,1,0,0,0,0,1,53,2,5,2,3,6,1,1,3,0,0,3,0,5,2,0,1,0,0,0,0,0,1,4,1
194,0,2,2,0,0,3,3,2,51,0,0,1,1,0,1,0,3,18,2,6,1,1,12,1,1,3,0,1,2,0,3,2,1,0,1,1,1,0,0,1,4,1
195,2,3,3,0,0,3,2,1,15,0,1,0,1,0,0,0,2,30,1,5,1,6,9,2,2,2,0,0,3,0,5,1,1,1,0,0,0,0,0,2,4,1
198,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,1,53,1,8,2,6,8,1,1,5,1,0,2,0,3,2,0,0,1,0,0,0,0,1,3,1
199,1,3,2,1,0,3,4,2,40,1,0,1,1,0,1,0,4,32,1,7,2,6,8,2,1,6,1,0,2,0,2,2,1,0,1,0,1,0,0,2,1,1
200,3,3,3,0,0,3,2,4,51,0,0,1,1,0,1,0,3,29,1,7,2,1,7,1,1,2,0,0,2,0,3,2,1,1,0,0,1,0,0,2,3,1
201,0,2,0,2,0,4,2,2,33,1,1,1,1,1,1,0,6,54,1,8,2,6,10,1,1,5,0,0,3,1,5,2,1,1,0,0,0,1,0,1,4,1
202,0,3,3,0,0,3,2,2,20,0,0,1,1,0,1,0,3,36,1,6,2,6,8,1,1,2,0,0,2,0,2,2,1,1,1,0,1,0,0,2,4,1
203,0,4,3,0,0,3,2,3,34,0,0,1,1,0,0,0,2,60,2,5,2,3,2,1,1,3,1,0,2,1,4,2,1,1,0,0,0,0,0,1,3,1
204,2,3,3,0,0,3,2,2,12,0,0,1,1,0,0,0,2,46,1,6,2,6,8,1,1,3,0,1,2,0,4,2,1,1,0,0,0,0,0,2,4,1
205,9,2,2,0,0,3,2,2,38,0,0,1,1,0,1,0,3,38,2,6,2,4,1,2,1,2,2,0,2,2,5,2,1,1,0,0,0,0,0,1,4,1
207,0,4,3,1,0,3,3,2,21,0,0,1,1,0,1,0,3,45,2,7,2,6,10,1,1,2,1,1,2,0,3,3,1,1,0,0,1,1,0,2,3,1
208,0,2,2,0,0,3,2,2,43,0,0,1,1,0,0,0,2,34,2,6,2,6,11,2,1,2,1,0,2,0,2,2,1,0,1,0,1,0,0,1,3,1
209,4,2,2,0,0,2,2,3,79,1,0,0,1,1,0,0,3,36,1,6,2,6,8,1,1,4,2,0,2,4,5,2,1,0,1,0,0,0,0,2,1,1
210,0,5,3,2,0,3,2,2,20,0,0,1,1,0,1,0,3,35,1,5,2,6,10,1,1,4,1,0,4,0,3,2,1,1,0,0,0,0,0,2,2,1
211,0,3,2,0,0,3,3,3,73,0,1,1,1,0,0,0,3,42,2,4,2,6,7,2,1,2,0,2,2,1,5,2,0,1,0,0,1,0,0,2,4,1
212,3,4,3,1,0,3,2,2,42,1,1,1,0,1,1,0,5,50,1,6,2,6,6,1,1,4,0,0,3,1,2,2,0,1,0,0,0,0,0,1,4,1
213,3,3,3,0,0,3,2,2,82,0,0,1,1,0,1,0,3,53,2,5,2,3,7,2,2,6,0,0,2,0,1,2,1,0,1,0,1,0,0,2,1,1
214,0,4,3,1,0,3,2,4,60,1,0,1,1,0,1,0,4,19,2,6,1,1,6,2,1,6,0,0,3,0,3,2,1,0,1,0,1,0,0,2,1,1
215,0,3,3,0,0,4,1,2,7,0,0,0,1,0,1,0,2,51,1,8,2,6,15,2,1,5,0,1,2,0,2,2,1,0,0,0,0,0,0,1,1,1
216,10,3,2,0,0,3,2,2,20,0,0,1,1,0,0,0,2,50,2,7,2,6,8,1,1,5,1,0,1,2,4,2,1,1,0,0,0,1,0,1,3,1
217,1,1,1,0,0,3,2,3,10,0,0,0,1,0,0,0,1,48,1,6,2,7,8,1,1,3,1,1,2,1,4,2,1,0,0,0,0,0,0,2,4,1
218,11,3,2,1,0,2,2,2,33,1,0,1,1,0,1,0,4,20,1,6,1,1,10,2,1,2,0,0,3,0,2,2,1,1,1,0,1,1,0,2,1,1
219,0,3,3,0,0,3,3,3,61,0,0,1,1,0,1,0,3,54,2,7,2,6,8,1,1,3,0,0,1,0,5,2,1,1,0,0,1,1,0,1,4,1
220,0,5,3,2,0,3,2,2,43,0,1,1,1,0,0,0,3,41,2,5,2,6,9,1,1,5,0,1,2,1,4,2,1,1,1,1,1,0,0,1,4,1
221,3,2,2,0,0,3,3,3,61,0,0,1,0,0,0,0,1,24,2,6,1,6,8,2,1,7,0,0,4,2,3,2,1,0,1,0,0,0,0,1,3,1
222,0,3,3,0,0,3,1,1,8,0,0,0,1,0,0,0,1,30,1,5,1,6,9,2,2,2,0,0,3,0,5,1,1,1,0,0,0,0,0,2,4,1
223,2,1,1,0,0,2,2,2,40,0,0,1,1,0,0,0,2,39,1,5,2,6,8,1,2,2,1,0,2,2,5,2,1,1,0,0,1,0,0,2,4,1
224,0,3,3,0,0,1,2,1,4,0,0,0,1,1,0,0,2,56,1,8,2,6,10,2,1,4,0,0,3,0,5,1,1,1,0,1,0,0,0,1,2,1
225,2,3,3,0,0,2,3,3,36,0,0,0,1,1,1,0,3,42,1,8,2,6,10,2,2,4,1,0,2,0,3,2,1,1,0,0,1,1,0,2,2,1
226,3,1,1,0,0,3,2,2,21,0,0,1,1,0,0,0,2,49,2,8,2,6,10,1,1,6,0,1,2,1,5,4,1,0,1,0,0,0,0,1,1,1
227,0,4,2,2,0,3,2,2,28,0,0,1,1,0,0,0,2,55,1,7,2,6,8,1,1,3,1,0,3,0,4,2,1,0,0,0,0,0,0,2,3,1
228,0,1,0,1,0,3,3,3,25,1,0,1,1,0,1,0,4,49,2,8,2,6,8,1,1,4,0,0,3,0,4,2,0,0,1,0,0,0,0,1,1,1
229,0,0,0,0,1,3,3,3,50,0,0,1,1,0,0,0,2,42,2,7,2,6,10,2,2,5,1,1,2,0,3,3,1,1,0,0,1,1,0,1,3,1
230,0,4,3,0,0,3,3,2,33,0,0,1,1,0,1,1,4,62,1,5,2,3,3,1,1,3,1,0,2,2,4,2,1,1,0,0,0,0,1,2,2,1
231,0,3,3,0,0,3,2,2,23,0,0,0,1,0,1,0,2,47,1,4,2,6,8,1,1,1,0,1,2,0,4,2,1,0,0,0,0,0,0,1,4,1
232,0,1,0,1,0,3,2,3,30,0,0,0,1,1,1,0,3,29,1,6,1,6,7,1,1,1,0,0,1,0,2,2,1,1,0,0,0,0,0,1,3,1
234,0,2,2,0,0,4,2,4,62,0,0,0,1,0,0,0,1,44,1,3,2,5,8,1,1,2,2,0,2,2,2,3,1,0,0,0,1,0,0,1,1,1
235,0,1,1,0,0,3,2,2,20,0,0,0,1,0,0,0,1,49,2,4,2,7,8,2,2,4,0,0,3,0,2,2,0,1,0,0,0,0,0,1,4,1
236,13,3,3,0,0,4,2,2,21,0,0,0,1,0,0,0,1,45,1,4,2,6,8,1,1,2,0,1,2,3,4,2,0,1,0,0,0,0,0,2,4,1
237,0,1,1,0,0,3,3,3,40,0,0,1,1,1,0,0,3,32,1,6,2,6,8,2,2,3,0,0,2,0,2,4,1,0,0,0,1,0,0,1,4,1
238,0,2,2,0,0,3,2,2,13,0,0,1,1,0,0,1,3,50,1,6,2,6,8,1,1,1,0,0,3,0,5,2,1,1,1,0,0,0,0,1,4,1
239,3,0,0,0,1,2,2,2,20,0,0,1,1,0,0,0,2,46,1,7,1,6,40,2,2,2,1,0,0,2,5,2,1,0,0,0,0,0,0,1,4,1
240,2,2,2,0,0,2,2,2,25,0,0,0,1,0,0,0,1,45,1,6,2,7,8,2,2,4,0,1,3,2,1,2,1,0,0,0,0,0,0,2,4,1
241,2,3,3,0,0,3,2,1,1,0,0,0,0,0,1,0,1,32,2,6,2,6,12,1,1,2,1,0,2,2,5,2,1,0,0,0,0,0,0,1,1,1
242,0,3,3,0,0,4,2,2,4,0,0,0,1,0,1,0,2,41,2,6,2,6,8,1,1,3,1,0,3,4,3,2,1,1,1,1,0,0,0,1,4,1
243,2,2,1,1,0,3,2,2,18,0,0,0,1,0,0,0,1,42,1,7,2,6,9,1,1,3,1,1,2,1,4,2,1,0,0,0,0,0,0,2,1,1
244,2,0,0,0,1,2,2,2,29,0,0,0,1,0,0,0,1,34,1,6,2,6,8,1,1,6,1,0,1,1,3,2,1,0,1,0,0,0,0,1,1,1
245,0,2,2,0,0,3,2,2,21,0,0,0,0,0,0,1,1,57,1,6,2,6,8,1,1,2,0,0,3,0,5,2,0,1,0,0,0,0,0,2,4,1
246,0,3,3,0,0,3,2,2,35,0,0,0,1,0,1,0,2,37,2,6,2,6,8,1,1,3,1,0,2,0,3,2,0,1,0,0,0,0,0,2,4,1
247,0,3,3,0,0,3,2,2,12,0,0,1,1,1,1,0,4,37,2,6,2,6,8,1,1,3,1,0,2,1,5,2,1,1,0,0,1,1,0,2,4,1
248,2,1,0,1,0,2,3,3,41,0,1,0,0,0,0,0,1,45,1,1,1,5,5,2,2,3,1,0,2,4,3,3,0,1,0,0,0,0,0,2,1,1
249,5,2,1,1,0,3,2,2,24,1,1,0,1,0,0,0,3,50,1,6,2,6,8,1,2,2,0,0,2,2,2,2,1,1,0,0,0,0,0,1,4,1
251,0,3,2,1,0,4,2,1,10,0,0,1,1,0,0,0,2,60,1,8,2,6,6,2,1,5,0,0,0,2,5,1,1,1,0,0,0,0,0,2,1,1
252,6,1,0,1,0,3,1,2,23,0,0,1,1,0,0,0,2,55,2,5,2,5,10,1,1,2,0,1,2,1,5,2,0,0,0,0,0,1,0,1,2,2
253,0,2,2,0,0,3,2,2,7,0,0,0,1,0,1,0,2,58,1,6,2,6,8,1,1,3,0,0,4,0,4,2,1,1,0,0,0,0,0,1,1,1
254,0,1,1,0,0,3,2,3,17,0,0,0,0,0,1,0,1,40,1,4,2,7,8,1,1,3,0,1,1,2,2,2,0,0,0,0,1,0,0,1,4,1
255,2,2,2,0,0,2,2,4,76,0,0,1,1,0,0,0,2,45,1,6,2,6,8,1,1,3,1,0,2,0,2,2,0,1,1,0,0,0,0,1,4,1
256,0,1,1,0,0,3,5,5,83,0,0,1,0,0,0,0,1,45,2,6,2,6,1,1,1,4,0,1,2,0,2,3,0,1,0,0,0,0,0,1,4,1
257,0,1,1,0,0,3,2,2,23,0,0,0,1,0,1,0,2,45,2,4,2,4,5,1,1,2,1,0,2,2,5,2,0,1,0,1,0,0,0,1,4,2
259,1,2,2,0,0,1,2,2,32,1,0,0,0,0,0,0,1,26,2,7,1,6,8,2,1,2,0,0,4,0,5,2,1,0,0,0,0,0,0,2,4,1
260,0,2,2,0,0,2,2,2,61,0,0,1,0,0,0,0,1,60,1,7,2,6,8,2,2,2,0,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1
261,1,1,1,0,0,4,2,1,0,0,1,0,1,0,0,0,2,44,2,6,2,6,5,1,1,4,0,1,2,2,4,1,1,0,0,0,0,0,0,1,1,1
263,2,3,3,0,0,3,2,2,45,0,0,1,1,1,1,0,4,40,2,3,2,7,12,2,1,4,0,1,0,0,2,2,1,1,1,0,1,0,0,1,4,1
265,1,2,2,0,0,3,2,2,17,0,0,1,1,0,0,0,2,33,1,4,1,5,8,1,1,1,0,0,2,2,2,2,0,0,0,0,0,0,1,2,3,2
266,0,0,0,0,1,3,3,3,64,0,0,0,1,0,1,0,2,46,2,6,2,6,8,1,1,1,0,1,2,0,5,1,1,1,0,0,0,0,0,1,4,1
267,0,3,3,0,0,4,2,3,23,0,0,0,1,0,0,0,1,46,2,6,2,7,8,1,1,5,0,1,2,1,4,2,1,0,0,0,1,0,0,1,1,1
269,3,1,0,1,0,3,2,2,23,0,0,1,1,0,0,0,2,45,1,6,2,6,8,1,1,3,0,1,2,0,4,2,0,1,0,0,1,1,0,1,4,1
270,0,3,3,0,0,3,1,1,20,1,0,0,0,0,0,0,1,40,2,3,2,4,7,1,1,1,0,1,2,2,4,1,0,1,0,0,0,0,0,1,4,1
272,0,1,1,0,0,3,1,2,20,0,0,0,1,0,1,0,2,40,1,3,1,7,9,1,1,2,0,1,1,2,3,2,1,1,1,0,0,0,0,2,4,1
273,0,1,0,0,0,3,3,2,50,0,0,1,1,0,1,0,3,49,2,6,2,6,8,1,1,5,0,0,3,0,2,2,1,0,1,0,0,1,0,1,4,1
274,0,3,3,0,0,3,2,3,20,0,0,0,1,0,1,0,2,38,2,6,1,6,8,1,1,2,0,1,1,0,4,2,1,1,1,0,1,0,0,2,4,1
275,2,3,2,0,0,1,2,2,20,0,0,0,1,0,0,1,2,42,2,5,2,5,8,1,1,2,0,2,2,4,3,2,1,1,1,1,1,0,0,1,4,2
276,3,0,0,0,1,1,2,2,12,0,0,1,1,0,0,0,2,50,2,6,2,6,7,1,1,3,0,0,3,0,3,1,1,0,0,0,0,0,0,1,3,1
277,10,2,1,1,0,3,1,1,0,0,1,0,1,0,0,0,2,70,2,5,2,3,1,1,2,2,0,0,2,2,5,1,0,1,0,0,0,0,0,2,4,1
278,3,3,3,0,0,2,3,2,65,0,0,1,1,0,1,0,3,50,2,5,2,6,8,1,1,4,1,0,2,0,5,2,0,1,0,0,0,1,0,2,3,1
279,1,1,0,1,0,3,1,2,20,0,1,0,0,0,0,0,1,42,2,6,2,6,8,1,1,2,0,1,2,2,4,2,1,0,1,0,0,0,0,1,4,1
280,0,2,2,0,0,2,4,4,77,0,0,1,1,0,1,0,3,45,1,6,2,6,8,1,2,2,1,1,2,0,2,3,1,0,1,0,0,0,0,1,4,1
281,0,3,3,0,0,2,3,3,18,0,0,1,0,0,0,0,1,19,1,4,1,1,10,2,2,4,0,1,2,0,4,2,0,1,0,0,0,0,0,1,4,1
282,3,2,2,0,0,2,2,2,40,0,0,0,1,0,1,0,2,42,2,6,2,6,8,2,1,7,0,1,2,2,2,3,0,1,1,0,1,0,0,2,4,1
283,1,3,3,0,0,3,2,2,10,0,0,1,0,0,1,0,2,45,2,5,2,6,8,1,1,2,0,1,2,0,3,2,0,1,0,0,1,0,0,2,4,1
286,5,2,2,0,0,2,2,2,61,0,0,0,1,0,0,0,1,36,2,6,2,6,8,1,1,2,1,1,2,0,5,3,1,1,0,0,0,0,0,1,4,1
288,0,3,3,0,0,3,1,2,5,0,0,0,1,0,0,0,1,58,2,6,2,3,4,1,1,4,0,0,2,0,5,2,1,0,0,0,0,0,0,2,3,1
291,0,2,2,0,0,3,5,5,86,0,0,1,1,0,1,0,3,41,1,4,2,6,10,1,1,2,0,1,2,2,5,1,1,1,0,1,0,1,0,1,1,1
292,3,3,2,1,0,3,3,4,45,0,0,1,1,0,1,0,3,46,1,7,2,6,9,1,1,6,0,1,2,0,3,3,1,0,1,0,1,1,0,2,3,1
295,9,2,2,0,0,2,2,3,28,0,0,0,1,0,1,0,2,45,2,5,2,6,8,1,1,2,0,1,2,0,4,2,1,1,1,0,1,0,0,2,4,1
296,0,1,1,0,0,4,1,2,6,0,0,0,1,0,0,0,1,56,2,6,2,3,2,2,1,3,0,1,1,1,5,1,1,1,0,0,0,0,0,2,4,1
297,4,2,2,0,0,2,2,1,17,0,0,1,1,1,1,0,4,50,2,4,2,7,9,1,1,2,0,0,3,0,4,1,0,1,0,0,0,0,0,1,4,1
298,0,3,1,2,0,3,1,2,17,0,0,1,1,0,0,0,2,48,2,5,2,6,9,2,1,2,0,1,2,1,5,1,1,1,0,0,0,0,0,1,4,1
299,4,2,2,0,0,3,1,2,20,0,0,0,1,0,1,0,2,33,2,5,2,6,8,1,1,2,1,0,2,2,4,2,0,1,0,0,0,0,0,2,4,1
300,0,2,2,0,0,3,1,2,4,0,0,0,0,0,0,1,1,17,1,4,1,1,16,2,2,2,0,2,2,0,5,2,0,1,0,0,0,0,0,2,4,1
301,2,3,2,1,0,3,2,2,33,0,0,1,1,0,1,0,3,42,2,5,2,6,7,1,1,3,0,0,3,1,4,2,1,1,0,0,0,0,0,2,4,1
303,0,2,2,0,0,3,2,3,7,0,0,0,1,0,1,0,2,52,1,4,2,2,12,1,1,1,0,0,3,2,5,4,0,1,0,0,0,0,0,2,4,1
304,1,1,1,0,0,2,2,2,44,0,0,0,1,0,0,0,1,54,2,5,2,6,8,1,1,1,0,0,3,0,4,2,0,1,0,0,0,0,0,2,4,1
305,1,1,1,0,0,2,2,2,15,0,0,0,1,0,0,0,1,45,2,6,2,6,8,1,1,2,0,1,2,0,2,2,1,1,0,0,0,0,0,2,4,1
306,0,2,2,0,0,2,3,2,27,0,0,0,1,0,1,0,2,50,1,6,2,6,8,1,1,2,0,0,3,0,3,2,1,1,0,0,0,0,0,1,4,1
307,1,3,3,0,0,2,2,2,10,0,0,1,1,1,1,0,4,42,2,6,2,6,8,1,1,3,0,1,2,0,3,2,0,1,0,0,0,0,0,2,4,1
308,0,1,1,0,0,4,2,2,5,0,0,1,1,0,0,0,2,50,1,5,2,6,7,1,1,3,0,0,3,0,5,2,1,1,1,0,1,1,0,2,4,1
309,1,2,2,0,0,2,2,3,20,0,0,1,1,0,1,0,3,42,2,6,2,6,8,1,1,2,0,1,2,0,3,2,1,1,0,0,1,0,0,1,4,1
310,0,2,2,0,0,3,2,2,25,0,0,1,1,0,1,0,3,47,2,6,2,6,8,1,1,2,0,0,3,2,4,3,1,1,0,0,0,0,0,2,4,1
311,0,4,3,1,0,3,2,2,8,1,1,0,0,0,1,0,3,46,1,5,2,6,8,1,1,3,1,1,2,2,5,2,1,1,0,1,0,0,0,2,1,1
313,0,2,2,0,0,4,2,2,30,0,0,0,1,0,0,0,1,40,2,6,2,6,8,1,1,2,1,1,2,3,2,2,1,0,0,0,0,0,0,2,4,1
314,3,2,2,0,0,2,2,2,22,0,0,0,1,1,1,0,3,40,2,6,2,6,8,1,1,2,1,1,2,2,5,2,1,1,0,0,1,0,0,1,1,1
315,0,1,0,1,0,4,2,2,5,0,0,1,0,0,0,0,1,55,2,6,2,6,8,1,1,3,0,0,3,1,5,1,1,0,0,0,0,0,0,1,4,1
316,3,1,0,1,0,3,2,2,30,0,0,1,1,0,0,0,2,23,2,6,1,6,8,2,2,2,0,0,3,0,1,2,1,0,0,0,1,1,0,2,4,1
317,0,3,3,0,0,2,2,2,50,0,0,1,1,0,1,0,3,42,1,6,2,6,8,2,1,2,0,1,2,0,2,3,1,1,0,0,0,0,0,1,4,1
319,12,2,2,0,0,3,2,2,20,0,0,1,1,1,1,0,4,42,2,4,2,6,7,1,1,2,0,1,2,4,5,2,0,1,0,0,0,0,0,1,4,1
320,0,2,2,0,0,4,1,3,60,0,0,0,1,0,1,0,2,19,2,6,1,5,12,2,2,2,0,0,1,0,1,2,0,0,0,0,1,1,0,2,1,1
321,2,1,1,0,0,3,5,5,79,0,0,1,0,0,0,0,1,38,1,6,2,7,7,2,1,4,1,1,2,0,2,4,0,0,0,0,1,0,0,2,4,1
322,0,3,3,0,0,4,2,3,20,0,0,1,1,0,0,0,2,38,2,5,2,4,0,1,1,5,0,1,2,0,4,2,1,0,0,0,0,0,0,1,4,1
323,0,3,3,0,0,3,2,2,24,1,1,0,0,0,0,0,2,42,2,5,2,5,3,1,1,3,0,1,1,0,3,2,0,1,0,0,0,0,0,1,4,1
324,0,3,3,0,0,3,2,2,23,0,0,0,1,0,0,0,1,42,1,3,2,4,8,2,1,1,0,2,2,1,5,2,0,1,0,1,0,0,0,1,4,2
325,2,1,1,0,0,3,2,2,53,0,0,1,1,0,1,0,3,38,2,3,1,7,9,2,1,1,0,1,2,1,2,3,1,0,1,0,1,0,0,1,4,1
326,0,1,1,0,0,3,3,3,86,0,0,0,1,0,1,0,2,37,2,6,2,5,2,2,1,5,1,1,2,0,2,3,0,0,0,0,1,0,0,2,4,1
327,0,2,2,0,0,4,1,2,0,0,0,0,1,0,0,0,1,40,2,2,2,7,9,1,1,1,0,1,2,0,4,2,0,1,0,0,0,0,0,1,4,1
328,0,2,2,0,0,3,3,2,22,0,0,0,1,0,1,0,2,52,2,6,2,6,4,1,1,5,0,1,2,0,3,2,1,1,1,0,1,0,0,1,4,1
330,0,3,2,1,0,3,2,2,20,0,0,1,1,0,1,0,3,48,1,6,2,6,9,2,2,3,0,1,2,1,3,2,1,1,1,0,0,0,0,1,4,1
331,0,1,0,1,0,3,2,1,8,0,0,1,1,0,0,0,2,37,2,5,2,7,8,1,1,4,0,1,2,0,3,1,0,1,0,0,0,0,0,2,4,1
332,8,3,3,0,0,2,1,2,41,0,0,1,1,0,1,0,3,48,1,5,2,6,8,1,1,2,0,1,2,4,3,2,1,1,0,0,1,0,0,2,4,1
333,0,3,2,1,0,3,2,2,40,0,0,1,0,0,1,0,2,28,2,7,1,6,7,2,1,3,0,0,3,0,5,2,0,1,0,0,0,0,0,2,4,1
334,0,3,3,0,0,3,2,2,15,0,0,1,1,0,0,0,2,33,1,6,1,6,8,1,1,2,0,0,3,0,3,1,0,1,0,0,0,0,0,2,4,1
335,1,2,2,0,0,3,2,2,68,0,0,0,1,0,1,0,2,40,2,7,2,6,8,2,1,4,0,1,2,0,2,2,1,0,1,0,1,0,0,2,4,1
336,1,3,3,0,0,1,2,2,10,0,0,1,1,0,0,0,2,36,1,6,2,6,10,1,1,2,0,0,2,0,3,2,1,0,1,0,0,1,0,1,4,1
337,2,2,2,0,0,3,2,2,17,0,0,1,0,0,0,0,1,26,2,6,2,6,7,1,2,2,0,0,2,0,2,1,1,0,1,0,0,0,0,1,4,1
338,0,3,2,1,0,1,2,2,40,0,0,0,0,0,0,1,1,50,1,6,2,6,8,1,1,3,0,0,3,0,2,2,1,1,0,0,1,0,0,1,4,1
339,2,2,2,0,0,3,2,2,18,0,0,1,1,1,1,0,4,41,1,6,2,6,7,1,1,2,1,1,2,0,5,2,1,1,0,0,0,0,0,1,4,1
340,3,1,1,0,0,2,2,2,44,0,0,1,1,0,1,0,3,38,1,6,1,6,8,2,2,2,0,0,1,1,4,2,1,0,0,0,1,1,0,2,4,1
341,1,2,2,0,0,3,2,2,78,0,0,0,1,0,0,0,1,32,2,5,2,7,8,2,1,2,1,1,2,0,2,3,0,0,1,0,0,0,0,1,4,1
343,0,4,3,1,0,4,2,2,20,1,0,0,1,0,1,0,3,47,1,6,2,6,9,1,1,1,0,1,2,0,4,2,1,1,0,1,1,1,0,1,4,1
344,5,3,3,0,0,2,2,2,25,0,0,0,1,0,1,0,2,46,1,6,2,6,8,1,1,3,0,0,3,1,3,2,0,1,0,0,0,0,0,1,4,1
345,1,2,2,0,0,2,2,3,48,0,0,1,1,0,0,0,2,46,1,3,2,7,1,1,1,2,0,2,2,2,2,1,1,1,0,0,0,0,0,1,4,1
347,0,3,2,1,0,3,3,3,35,1,0,1,1,0,1,0,4,21,2,6,1,1,7,1,1,3,1,0,3,0,2,2,1,1,1,0,1,1,0,1,1,1
348,2,2,2,0,0,2,2,2,83,0,0,0,1,0,0,0,1,47,2,5,2,6,8,1,1,2,0,1,2,0,2,2,1,0,1,0,1,0,0,1,4,1
349,0,2,2,0,0,3,2,2,8,0,0,1,0,0,0,0,1,47,2,6,2,6,8,1,1,2,0,1,2,0,2,2,1,1,0,0,0,0,0,2,4,1
350,0,5,2,2,0,3,2,2,5,0,0,0,1,0,1,0,2,59,2,5,2,6,8,1,1,4,0,0,3,0,5,1,0,1,1,0,0,0,0,1,4,1
351,0,2,2,0,0,4,2,3,20,0,0,0,1,0,1,0,2,35,2,6,2,6,7,2,2,4,1,0,2,0,1,2,1,0,1,0,0,0,0,2,4,1
352,1,2,2,0,0,3,2,2,20,0,0,0,1,0,1,0,2,42,2,6,2,6,8,1,1,2,0,2,2,3,2,2,1,1,0,0,1,0,0,1,4,1
353,4,2,2,0,0,3,2,3,88,1,0,0,0,0,0,0,1,37,2,6,2,7,8,1,1,3,1,1,2,1,5,2,1,1,0,1,1,0,0,1,4,1
354,5,2,2,0,0,3,2,2,11,1,0,0,1,0,1,0,3,41,1,6,2,7,8,2,2,1,0,1,2,0,2,2,1,0,1,0,0,0,0,1,4,1
355,1,2,0,2,0,1,2,2,24,0,0,1,0,0,0,0,1,42,1,6,2,6,7,1,2,2,0,1,2,4,3,3,1,1,1,1,1,1,0,1,4,1
357,0,3,3,0,0,3,2,2,22,0,1,0,0,0,0,0,1,36,2,6,2,4,7,1,1,4,0,1,2,0,3,2,1,1,1,0,0,0,0,1,4,1
358,0,3,3,0,0,3,2,2,13,0,0,1,1,0,0,0,2,40,2,6,1,6,8,1,1,1,0,1,1,2,4,2,1,1,0,0,0,0,0,2,4,1
359,2,3,3,0,0,3,2,2,15,0,0,0,1,0,1,0,2,39,2,7,2,6,10,1,1,2,0,1,2,2,3,2,1,1,1,0,1,0,0,1,4,1
360,1,1,1,0,0,3,3,3,41,0,0,0,1,0,1,0,2,44,1,5,2,6,8,2,1,3,0,0,2,0,2,3,1,1,0,0,1,1,0,1,4,1
362,1,2,2,0,0,3,2,3,29,0,0,0,1,0,1,0,2,39,2,6,2,4,0,1,1,1,0,1,2,1,4,3,1,0,1,0,0,0,0,2,4,1
363,0,3,3,0,0,3,2,2,40,1,0,0,1,0,0,0,2,35,2,6,2,6,8,1,2,3,1,1,2,2,5,2,0,1,0,0,0,0,0,2,4,1
