IBGE;IPSAMZ21;NHB_21;FBE_21;OP_21;NHB1_21;NHB2_21;NHB3_21;NHB4_21;FBE1_21;FBE2_21;FBE3_21;FBE4_21;OP1_21;OP2_21;OP3_21;OP4_21;NHB11_21;NHB12_21;NHB13_21;NHB14_21;NHB15_21;NHB21_21;NHB22_21;NHB23_21;NHB31_21;NHB32_21;NHB33_21;NHB34_21;NHB41A_21;NHB41B_21;NHB42A_21;NHB42B_21;NHB43_21;FBE11_21;FBE12_21;FBE13_21;FBE14_21;FBE15_21;FBE21_21;FBE22_21;FBE23_21;FBE24_21;FBE31_21;FBE32_21;FBE33_21;FBE34_21;FBE35_21;FBE41_21;FBE42_21;FBE43_21;FBE44_21;FBE45_21;OP11_21;OP12_21;OP13_21;OP14_21;OP21_21;OP22_21;OP23_21;OP24_21;OP31_21;OP31B_21;OP32_21;OP33A_21;OP33B_21;OP41_21;OP42_21
1200013;54,2;65,4;57,3;39,89;94,41;39,1;80,43;47,68;74,86;14,32;86,16;53,85;32,62;56,99;61,69;8,25;12,64;0;6,55;0;5,16;29,29;81,19;34,5;51,23;96,12;81,88;85,23;63,11;6;24,03;5;17,48;1,4;19,9;33,2;5,6;3,4;8,98;7,51;57,93;4,95;13,11;32,77;58,99;52,44;19,66;0;65,98;4,56;58,65;11,36;66,67;3,42;3;6;1;23,74;1,8;23,74;0;1;191,68;101,1;3;12,98;7,14
1200054;52,5;64,29;58,34;34,87;86,82;54,09;71,64;44,6;51,63;18,89;76,2;86,63;24,32;63,72;35,24;16,22;22,56;26,97;13,48;0;2,44;37,24;64,28;69,64;39,15;61,11;87,09;86,16;152,1;6;44,94;6;4,49;5,2;43,7;35,3;4,75;8;14,51;15,46;52,86;6,15;40,45;13,48;161,79;121,34;13,7;84,16;6,49;14,65;67,26;29,2;55,56;0,8;9;6;5;30,08;7,17;10,9;1,88;2;280,47;187,37;4;23,06;15,5
1200104;52,04;68,39;63,08;24,65;90,89;57,73;76,78;48,15;86,13;24;70,13;72,05;28,05;60,59;0;9,97;16,67;11,42;7,61;175,44;4,17;48,5;72,77;62,67;55,75;81,68;85,49;78,34;41,4;6;27,91;5;15,22;0,8;17,6;16,5;6,45;2,5;22,64;16,16;69,52;7,47;22,83;83,72;125,58;125,58;34,25;49,15;38,04;8,01;73,96;24,04;63,64;1,05;5;0;3;27,78;7,55;9,63;29,33;5;632;500;5;14,84;9,13
1200138;55,17;65,47;54,68;45,38;88,33;47,88;75,7;49,95;59,44;15,03;83,76;60,47;35,18;57,54;75,26;13,55;18,24;9,74;19,71;405,73;3,8;40,15;72,74;47,39;46,57;81,21;83,63;82,49;48,62;6;22,73;5;6,49;4,4;27,9;34;4,05;2,4;17,26;8,14;40,61;6,54;19,58;38,96;77,93;58,45;19,48;11,27;42,56;4,45;99,18;27,16;77,78;1,92;1;0;3;26,44;39;24,92;0;1;61,98;46,26;3;19,09;13,05
1200179;50,19;63,87;53,72;33;91,81;30,22;84,49;48,94;60,45;12,21;86,48;55,75;30,18;58,61;34,87;8,33;4,61;17,05;17,05;0;2,49;32,91;6,96;35,89;38,4;89,78;97,76;97,25;90,95;6;36,93;5;11,36;3,2;30,3;25,3;4,5;9;8,69;9,94;36,46;3,5;8,52;51,14;76,71;51,14;8,52;3,23;55,3;6;83,19;17,57;66,67;1,67;2;0;3;25,35;45,07;20,28;83,33;5;141,22;78,83;3;12,19;7,76
1200203;54,73;65,44;62,2;36,54;91,28;44,19;83,73;42,57;71,78;24,58;79,28;73,17;23,1;77,29;35,52;10,26;19,35;1,9;12,45;59,38;5,64;49,76;5,88;52,23;67,98;80,7;90,3;90;99,96;6;59,22;6;14,33;1,7;23;30;5,35;4,8;21,2;17,13;75,18;6,51;20,37;65,63;162,94;72,42;6,79;27,11;12,41;7,66;16,3;5,11;50;1,59;4;7;9;23,94;15,02;13,49;7,8;3;201,19;159,53;4;14,54;9,83
1200252;62,93;76,62;61,59;50,59;92,51;63,99;88,53;61,44;75,06;20,57;82,35;68,38;38,95;63,17;88,92;11,34;12,74;10,92;7,3;0;3,92;62,39;70,09;63,54;67,74;90,82;96,11;92,93;32,68;5;16,29;4;3,62;1,8;19,9;25,7;5,5;4,2;25,02;10,58;58,79;5,51;10,86;86,9;108,63;43,45;10,86;37,69;53,38;3,14;37,58;12,57;88,89;1,28;4;4;3;22,61;10;17,2;0;1;18,68;13,09;2;15,91;10,97
1200302;48,02;51,45;55,75;36,86;77,83;18,84;65,39;43,75;54,81;14,94;82,93;70,32;23,1;54,7;64,28;5,37;45,92;14,38;43,13;120,05;6,15;15,08;28,49;19,53;47,18;58,98;74,59;73,44;79,78;6;40,25;6;8,63;3;38;42,4;5,2;12,2;10,95;10,12;51,98;3,16;8,63;34,5;86,26;109,26;7,67;34,77;6,31;15,18;111,51;44,78;53,85;0,43;1;0;2;30,08;8,42;21,81;0,64;2;90,16;85,58;3;7,85;5
1200328;47,82;57,6;56,61;29,25;85,57;34,28;49,21;61,36;52,06;4,1;89,95;80,32;30,06;49,3;33,2;4,43;13,76;13,75;36,07;458,72;3,46;30,08;26,03;42,24;38,68;34,7;58,63;58,51;28,03;5;12,02;4;4,01;2,4;38;46,9;4,6;11,5;0,42;0,69;26,79;0,92;12,02;12,02;48,09;48,09;12,26;56,9;3,5;15,48;23,66;20,42;66,67;1,58;2;0;2;34,86;47,52;18,35;1,3;2;312,31;215,44;4;5;5
1200336;57,93;67,52;61,6;44,67;90,74;51,98;77,88;49,48;68,36;12,21;80,06;85,76;28,25;63,95;75,63;10,86;28,99;0;5,27;0;6,65;54,26;13,84;63,73;56,75;77,7;84,97;84,84;44,63;6;24,59;5;8,78;2,1;25,9;31;4,9;3,6;7,31;6,61;48,31;5,1;36,89;73,77;121,2;47,43;8,81;64,71;7,81;5,3;16,21;8,6;63,64;1,19;5;4;4;25,51;7,99;15,07;0,26;2;68,96;36,38;2;15,7;10,22
1200344;55,31;63,6;57,36;44,97;60,37;56,55;81,15;56,32;64,47;15,55;79,44;69,96;28,59;55,89;85,24;10,17;69,57;21,14;105,72;434,78;5,84;49,72;35,26;72,45;50,88;71,1;95,26;95,1;63,44;6;17,62;4;3,52;1,4;37,2;31,7;5,1;6,2;9,3;10,02;57,11;5,9;10,57;63,43;63,43;74;35,43;54,43;4,79;25,57;255,6;46,45;66,67;0,52;5;0;3;32,17;6,61;20,87;0;1;53,84;20,18;2;16,6;8,46
1200351;57,9;69,44;58,85;45,41;89,41;23,89;74,75;89,73;48,99;4,73;91,29;90,39;33,17;56,46;76,95;15,05;20,09;7,15;10,6;270,91;6,07;28,48;1,67;26,99;37,83;59,3;93,45;92,89;6,39;3;0;1;0;3,7;36,6;53,9;4,2;8;1,73;1,03;28,2;0,39;9,5;15,9;10,6;63,6;5,3;89,91;3,59;15,78;20,06;11,76;77,78;0,47;2;4;3;31,03;20,82;16,52;1,09;2;56,38;16,71;2;22,53;13,73
1200385;55,38;69,62;55,91;40,61;93,26;46,91;89,48;48,85;66,95;15,25;87,71;53,71;32,77;54,79;66,41;8,48;15,72;5,06;5,06;0;4,58;42,81;67,02;44,04;63,06;90,94;97,42;97,69;58,27;6;26,99;5;11,81;2,5;22,4;25;4,8;7,8;9,5;10,84;54,98;3,36;13,53;45,54;65,79;45,54;5,73;0;74,94;2;35,6;2,86;72,73;1,7;3;0;1;26,73;5,87;22,01;0;1;146,54;62,59;3;12,25;8
1200393;55,43;70,69;55,44;40,18;86,41;48,15;75,06;73,13;48,41;4,21;90,1;79,02;23,78;47,51;84,02;5,39;22,22;8,35;25,04;434,78;4,75;52,5;62,28;37,81;41,89;57,01;93,73;92,91;20,23;5;5,56;2;2,78;3,7;39,7;55,3;4,15;6,4;1,98;1,3;22,48;0,66;16,69;33,38;58,42;16,69;10,67;52,1;3,68;15,58;28,02;14,87;55,56;0,41;2;6;3;33,33;149,58;12,22;0;1;65,44;37,62;2;7,93;5
1200401;61,58;69,97;71,62;43,16;92,05;63,5;82,05;42,27;81,53;56,69;80,51;67,75;26,16;83,29;9,13;54,06;13,76;3,44;12,77;63,25;5,45;63,53;87,94;54,26;92,03;78,94;80,45;79,65;132;6;64,81;6;15,79;0,6;13,9;21,6;5,65;3,6;49,83;54,91;119,81;16,13;23,08;75,13;95,99;75,86;6,87;19,62;32,29;5,9;6,88;1,8;52,94;2,91;7;9;10;17,43;5,14;26,85;34,58;5;407,52;243,45;4;82,3;48,46
1200427;55,16;63,37;59,45;42,67;87,08;32,64;83,2;50,56;66,39;7,28;91,26;72,86;23,51;52,65;84,27;10,25;41,92;7,73;5,28;0;5,6;43,22;4,08;31,24;38,33;82,51;98,96;97,58;61,44;6;22,89;5;3,52;2,7;23,8;41,9;5,1;3,4;4,8;4,88;26,26;1,89;10,57;42,26;52,83;15,85;5,28;32,17;17;7,63;39,45;12,61;54,55;0,52;2;3;2;29,64;40,33;24,85;0;1;63,13;14,32;2;15,06;9,51
1200435;48,84;54,7;52,95;38,87;67,15;40,49;43,84;67,32;39,94;4,27;83,9;83,67;23,83;59,15;68,06;4,43;48,39;45,87;61,16;505,05;4,28;34,58;25,4;52,98;37,01;32,74;53,05;48,42;17,93;4;15,29;4;0;6,9;44,9;57,5;3,85;5,1;0,49;1;26,46;1,29;15,29;30,58;15,29;45,87;45,87;66,49;1,74;14,17;48,41;15,19;55,56;0,45;2;0;2;23,12;33,85;15,05;0,65;2;54,06;61,21;3;5;5
1200450;54,01;62,08;57,6;42,35;89,09;40,7;71,12;47,4;75,86;24,4;76,01;54,13;25,36;59,01;72,82;12,21;9,59;8,69;21,72;217,91;6,72;40,21;72,16;29,4;71,36;86,56;61,97;67,25;75,91;6;33,3;5;18,82;1,8;19,6;23,5;5,55;4,4;21,08;18,31;66,61;9,32;21,72;47,78;143,33;134,64;8,69;0;73,18;1,45;40,66;3,27;54,55;1,85;6;0;2;23,98;11,27;21,58;0;1;85,24;61,67;3;17,85;11,38
1200500;55,54;64,71;60,76;41,14;90,52;40;78,99;49,34;64,58;17,53;81,77;79,15;16,48;64,13;79,03;4,92;16,93;2,18;17,45;130,21;5,82;35,15;69,71;34,37;49,55;69,59;94,36;90,8;45,26;6;23,27;5;9,45;4,2;29,2;31,4;5,25;4,6;16,22;10,79;57,83;3,05;23,99;56,71;135,23;54,53;8,72;53,57;8,82;9,63;62,89;23,95;38,46;0,3;7;0;5;28,13;13,47;15,49;0,25;2;36,5;21,68;2;6,5;5
1200609;48,3;60,66;56,77;27,47;85,54;33,84;73,77;49,51;52,7;12,8;82,24;79,35;24,14;50,94;25,18;9,62;26,25;4,7;28,19;87,49;7,81;40,47;9,84;35,27;51,81;61,44;86,33;85,69;68,93;6;32,11;5;8,61;5,4;36,3;40,3;4,85;8,6;9,03;6,96;48,93;4,22;11,75;54,03;122,16;68,13;11,75;52,59;8,22;9,57;46,85;23,75;54,55;0,97;4;0;3;35,43;21,03;33,25;8,2;3;506,11;312,64;4;14,38;8,79
1200708;53,06;69,83;58,13;31,22;92,78;49,91;78,97;57,64;64,75;14,68;77,98;75,09;23,99;61,36;32,09;7,43;16,84;5,18;5,18;327,87;2,81;43,64;61,29;52,84;50,82;75;91,22;88,6;18,59;4;20,7;5;18,98;4,2;28,9;30,2;5,2;4,6;8,29;10,73;50,72;5,72;20,7;62,1;186,31;62,1;15,53;55,94;27,89;8,16;88,13;38,73;55,56;0,56;2;0;4;27,27;11,01;23,23;0;1;632;500;5;10,66;7,04
1200807;53,16;56,84;52,49;50,15;91,75;21,42;70,52;43,67;61,8;8,31;82,67;57,19;36,21;55,97;99,21;9,21;7,92;8,15;10,81;280,9;5,49;14,82;42,28;21,16;45,13;81,65;72,14;76,28;93,28;6;41,43;6;9,01;2,1;31,5;32,5;4,5;6,5;8,46;3,39;28,45;3,66;10,81;59,45;113,49;64,85;10,81;0,01;51,53;4,09;55,66;9,14;77,78;2,66;2;0;2;27,44;20,81;21,11;0;1;7,57;0;1;13,35;8,65
1300029;49,75;68,56;53,88;26,82;89,94;22,69;88,95;72,65;38,84;7,26;86,9;82,53;28,12;39,88;33,2;6,09;21,53;6,23;16,7;0;4,54;17,8;50,69;17,75;61,3;87,78;99,71;97,45;14,83;4;8,31;3;2,08;6,4;37,8;57;3,7;10,4;0,4;0,4;39,89;10,11;12,47;56,11;68,57;31,17;12,47;52,41;5,94;3,85;26,17;14,18;66,67;0,18;2;4;1;36,84;7,65;76,08;0,66;2;365,65;185,54;4;10,04;5
1300060;52,73;75,12;57,43;25,66;89;47,02;85,61;78,84;50,7;5,64;90,59;82,77;23,45;51,24;17,15;10,8;26,42;8,67;13,16;0;4,67;54;11,46;52,39;42,64;89,14;99,16;97,54;19,7;4;5,78;2;0;2,6;30;51,5;4,25;12,7;0,41;0,43;31,4;7,07;8,67;8,67;52,01;17,34;26,01;43,42;2,37;0,49;6,58;1,36;55,56;0,17;4;0;3;27,92;20,98;70,94;13,39;4;551,67;194,63;4;18,72;8,32
1300086;57,2;73,07;58,1;40,45;91,34;37,33;85,89;77,71;70,15;4,71;88,71;68,81;19,16;49,53;88,61;4,5;15,79;0;14,69;530,01;3,83;43,52;2,85;43,21;44,94;92,24;98,25;95,46;8,55;3;9,79;3;2,45;1,8;21,1;36,8;5;2,8;1,79;0,32;10,97;15,31;14,69;51,42;66,11;22,04;7,35;0,07;8,21;0,61;4,16;2,08;44,44;0,43;5;6;2;30,53;32,61;46,32;0;1;21,63;7,86;2;5,22;5
1300102;60,8;77,63;62,81;41,96;91,51;69,81;81,93;67,29;67,03;4,46;91,36;88,39;15,57;53,05;90,15;9,08;21,46;0;4,76;520,53;4,73;78,79;50,35;66,81;75,77;93,74;89,56;69,94;27,47;5;9,52;3;3,17;2,6;20,8;35,2;4,95;5,6;0,33;0,42;12,26;15,07;14,28;23,8;42,84;23,8;9,52;61,52;1,39;0,5;4,31;0,14;36,36;0,28;2;0;2;29,18;14,07;36,05;0;1;6,85;9,57;2;12,95;8,66
1300144;47,92;58,36;56,94;28,46;90,51;19,08;70,56;53,29;62,43;8,46;90,31;66,54;28,96;53,02;25,18;6,7;25,1;9,1;4,55;0;4,87;18,93;3,53;25,12;55,94;84,14;60,53;78,13;30,7;5;34,89;5;15,17;2,9;23,7;38,8;4,95;8,5;0,32;1,73;40,44;13,53;31,86;40,96;45,51;4,55;4,55;67,32;5,81;22,38;432,61;135,47;63,64;1,7;8;4;2;23,43;7,34;69,87;4,69;3;338,5;243,32;4;9,19;6,6
1300201;52,34;64,6;57,95;34,47;82,71;42,42;65,33;67,94;41,71;5,47;89,84;94,8;19,12;56,23;48,77;13,74;47,92;10,04;20,08;270,95;4,21;48,23;15,03;46,08;45,99;63,39;73,58;71,5;27,43;5;6,69;3;0;5,3;42,5;63,2;4,2;8;0,41;0,91;23,56;10,95;10,04;25,1;45,18;45,18;10,04;84,41;0,31;1,73;8,95;0,88;45,45;0,1;11;0;4;29,71;47,01;31,63;1,94;2;238,41;131,98;3;21,89;11,75
1300300;52,29;58,45;55,8;42,62;94,29;21,66;69,17;48,68;53,82;12,13;89,59;67,66;26,96;51,61;81,53;10,39;9,17;2,53;10,11;0;4,42;18,85;34,91;19,9;48,5;63,75;86,34;70,93;41,32;6;21,06;5;12,64;3,5;27,1;49,1;4,35;9,3;6,48;0,64;41,32;26,48;15,16;42,97;58,13;32,86;2,53;11,93;18,28;5,07;43,59;7,17;61,54;0,89;10;8;3;34,86;9,23;36,58;0,05;2;12,57;12,39;2;15,59;9,45
1300409;54,95;66,7;60,63;37,53;83,78;50;83,11;49,92;58,44;6,85;94,79;82,43;34,36;45,57;65,56;4,62;34,17;7,27;32,72;270,23;4,33;75,65;3,11;38,17;75,63;77,91;89,49;86,07;29,64;5;60,6;6;3,64;4;28,3;39,7;4,55;6;0,42;1,61;25,06;16,09;3,64;14,54;18,18;29,09;3,64;48,47;0,18;6,11;27,19;1,77;81,82;0,11;3;5;2;33,45;41,8;55,58;2,16;2;77,95;116,2;3;5,6;5
1300508;54,45;69,01;55,75;38,57;89,79;49,92;70,52;65,81;53,34;7,8;86,64;75,24;26,9;54,32;59;14,07;22,17;6,24;9,36;233,37;5,55;56,52;25,13;51,68;30,67;78,56;85,65;75,64;18,94;4;10,4;4;7,28;4,1;27,6;51,3;4,25;6,8;0,98;0,54;30,08;19,51;15,61;24,97;87,39;71,78;3,12;28,03;14,13;0,84;15,8;6,53;63,64;0,22;2;0;3;29,99;51,93;23,8;1,44;2;140,65;62,25;3;21,69;12,45
1300607;52,29;65,46;62,52;28,91;82,65;41,69;82,18;55,3;62,82;8;85,17;94,1;29,26;54,04;17,15;15,17;28,16;4,65;48,86;291,26;4,48;47,78;20,47;42,7;51,29;85,52;95,04;87,36;36,74;5;20,94;5;5,43;2,4;18,7;37,1;4,1;6,2;0,33;1,04;37,62;14,7;11,63;44,2;81,43;41,88;20,94;81,22;2,04;0,37;2,57;0,52;69,23;0,23;12;0;5;24,76;131,67;54,27;12,24;4;632;309,42;4;23,24;13,52
1300631;55,19;70,37;55,33;39,88;88,92;53,94;77,48;61,13;42,95;7,03;91,61;79,72;21,53;47,69;85,86;4,45;15,24;5,14;25,41;190,48;5,32;53,19;38,95;60,47;47,79;74,53;90,58;86,55;37,93;5;15,24;4;5,08;6,1;36,4;52,7;3,8;8,4;2,76;0,45;13,75;24,79;10,16;25,41;60,98;25,41;5,08;36,23;1,43;3,05;15,38;3,93;44,44;2,14;7;6;0;29,33;10,41;39,81;0;1;47,9;26,36;2;5,08;5
1300680;54,27;71,41;55,18;36,21;88,68;57,27;84,08;55,61;56,72;7,17;88,41;68,41;27,94;35,75;72,17;8,98;27,27;5,21;13,96;303,03;4,2;67,95;16,15;60,51;52,38;85,16;97,56;90,95;41,39;6;13,88;4;6,94;2,6;22;49,8;4,2;8,6;0,64;0,27;35,3;13,08;20,83;36,45;88,51;26,03;5,21;0;8,2;1,04;12,45;3,36;66,67;0,05;7;7;2;37,58;162,4;51,52;0;1;91,45;49,47;3;13,64;8,07
1300706;57,38;65,6;61,89;44,64;94,72;44,45;81,9;41,32;73,08;17,25;88,52;68,72;23,43;54,27;89,37;11,47;5,52;5,15;5,83;137,93;4,38;56,8;16,83;40,65;56,88;76,77;93,27;91,26;92,36;6;41,78;6;20,4;2,1;18,4;35,9;5,35;2,2;34,86;1,05;41,42;6,37;23,32;37,89;78,7;26,23;4,37;31,29;13,05;13,72;112,58;37,16;54,55;0,46;1;0;2;29,93;8,58;25,66;0;1;14,29;6,23;2;17,9;10,03
1300805;54,35;70,85;58,77;33,42;90,22;67,04;70,77;55,38;53,22;7,34;88,62;85,91;37,37;50,84;40,32;5,17;20,97;4,86;7,29;132,67;7,15;60,72;8,04;96,57;58,99;70,88;94,36;57,09;40,03;6;14,58;4;8,1;4,5;26,3;49,4;4,1;6,3;0,79;0,65;34,44;13,46;21,87;31,58;70,46;41,3;2,43;59,36;1,29;4,73;17,01;4,86;88,89;0,14;9;5;3;34,6;1,49;47,05;0,33;2;232;145,84;4;7,26;5
1300839;52,26;59,4;53,58;43,82;85,43;28,63;73,28;50,24;46,82;5,1;93,28;69,12;24,26;54,9;84,53;11,57;35,5;0;22,93;532,99;5,25;21,01;65,05;23,67;46,88;86,93;73,44;79,05;44,88;6;22,93;5;5,1;6,9;31,8;53,2;4,1;5,4;3,02;0,25;17,64;10,49;7,64;30,58;22,93;7,64;11,53;0;2,72;1,72;16,73;5,95;55,56;0,75;1;0;3;31,36;1,07;34,91;0;1;60,61;30,18;2;17,2;10,63
1300904;54,64;74,21;52,78;36,92;82,33;63,56;90,07;60,86;34,97;5,12;89,03;82,02;15,27;54,12;73,64;4,66;62,5;6,57;6,4;447,61;4,31;78,77;3,62;68,67;74,22;89,94;94,21;96,35;39,36;5;19,2;4;6,4;9,6;35,6;45,8;3,7;13,4;0,32;0,87;18,93;12,7;6,4;44,79;51,19;31,99;12,8;73,4;3,8;12,97;175,66;35,74;36,36;0,06;2;0;4;30,73;9,33;58,33;0;1;77,43;132,02;3;5,69;5
1301001;58,01;77,26;61,66;35,11;89,52;70,53;88,98;59,99;64,69;8,84;84,3;88,79;11,57;44,75;71,01;13,12;22,05;3,53;17,67;234,22;4,47;68,61;30,04;88,01;71,47;89,17;95,81;93,65;28,44;5;15,32;4;10,6;1,8;24,5;29,7;4,6;8,4;0,73;3,97;38,31;11,05;28,27;49,48;127,24;38,88;3,53;64,14;1,14;1,2;8,69;2,21;27,27;0,14;2;0;3;32,76;34,33;86,61;7,36;3;36,42;27,08;2;18,41;12,69
1301100;52,99;64,05;55,46;39,46;93,98;32,41;80,9;48,93;54,86;8,54;91,42;67,02;31,59;53,37;64,98;7,9;10,64;3,78;5,28;177,3;4,4;34,87;9,77;38,13;41,01;74,01;97,95;95,78;70,47;6;31,69;5;11,44;2,9;26,7;47,5;4,3;9,7;7,01;1,4;30,46;10,96;13,2;34,33;63,38;18,48;2,66;2,64;18,64;0,68;18,15;3,13;61,54;4,22;6;0;1;24,29;6,49;45,04;1,16;2;83,52;60,84;3;11,59;7,34
1301159;55,04;65,46;54,66;45,02;93,8;10,68;68,71;88,65;54,93;3,86;93,18;66,66;30,02;53,36;87,69;9,01;15,15;0;6,62;0;5,39;14,24;12,89;5,74;7,91;73,05;90,14;84,08;4,26;2;5,51;2;2,21;2,6;31,7;46,6;4,15;7,1;4,4;0,24;14,83;3,01;19,85;26,47;23,16;13,23;3,31;8,07;21,95;3,95;26,51;3,6;63,64;2,46;3;4;2;23,23;3,43;70,2;0;1;30,36;19,62;2;13,43;8,24
1301209;52,96;61,46;58,01;39,42;91,41;27,11;82,99;44,32;56,7;17,26;85,67;72,39;19,86;57,44;75,93;4,43;20,61;3,53;9,4;176,68;4,41;21,56;50,2;24,8;67,79;70,04;97,35;89,63;133,99;6;63,85;6;5,88;2,7;26,2;46,3;4,2;7,6;0,49;2,64;110,49;8,49;22,33;47,01;102,24;47,01;2,35;8,35;1,36;1,2;5,86;3,05;46,67;0,27;7;6;4;31,45;12,86;28,74;0,71;2;66,1;33,79;2;5;5
1301308;56,9;68,38;54,62;47,71;88,59;44,54;89,57;50,81;51;4,35;89,87;73,25;26,93;58,85;99,73;5,31;21,37;0;31,43;213,68;3,6;59,89;2,53;42,73;72,43;80,16;99,68;98,44;50,5;6;23,28;5;2,33;4,1;29,3;48,5;4,25;10,2;1,9;0,49;15,2;9,29;6,98;20,95;59,36;45,4;10,48;12,18;1,46;2,06;8,36;1,2;63,64;0,24;6;4;5;34,19;0,28;27,56;0;1;0;0;1;7,68;5
1301407;47,74;59,18;58,3;25,74;83,99;41,3;66,69;44,75;57,25;6,69;81,91;87,33;16,56;45,19;32,14;9,06;35,35;5,67;31,19;234,19;4,92;43,85;15,93;47,93;45,26;70,34;72,77;71,78;132,1;6;60,48;6;3,78;2,2;28,8;35,6;4;9,2;0,64;1,36;38,51;5;31,19;39,69;104,9;51,03;19,85;62,39;2,52;2,7;12,25;4,17;38,46;0,36;3;5;2;35,23;69,89;36,36;34,89;5;167,33;52,18;3;13,81;8,11
1301506;47,3;63,62;52,1;26,19;85,32;36,91;82,34;49,91;46,25;5,16;88,53;68,46;23,13;64,43;9,13;8,07;35,81;6,82;19,97;235,85;5,37;19,32;23,19;62,33;74,6;71,59;91,02;87,67;74,54;6;34,94;5;6,66;3,7;35,4;21,3;3,45;18,9;0,34;0,56;30,7;4,56;4,99;29,95;44,93;49,92;16,67;10,3;4,29;10,71;30,87;8,78;54,55;0,25;4;4;6;29,92;6,8;24,81;55,84;5;306,69;170,29;4;11,43;7,74
1301605;55,12;70,98;51,4;42,99;89,17;74,85;75,15;44,75;28,83;11,32;76,72;88,74;26,68;29,31;87,69;28,27;20,73;5,68;17,04;172,71;5,4;70,88;48,58;89,33;48,61;71,21;91,74;79,92;83,89;6;41,65;6;3,79;12;36;56,8;3,3;9,2;0,5;1,03;48,2;25,8;51,11;102,22;102,22;56,79;5,68;63,27;0,86;0,76;11,52;1,06;63,64;0,06;7;6;4;37,31;285,4;81,35;0;1;30,37;23,56;2;44,3;24,59
1301654;55,1;68,79;52,92;43,6;87,33;52,56;84,82;50,46;52,84;5,81;87,29;65,74;28,77;53,86;87,35;4,43;17,54;6,04;23,98;341,3;6,73;40,92;25,58;76,12;58,6;77,66;97,55;95,27;81,83;6;29,98;5;4;5;27,4;36,8;3,75;7,2;6,27;0,42;11,29;13,52;23,98;29,98;47,97;59,96;6;4,09;6,92;9,79;55,45;11,57;66,67;0,65;3;4;3;30,88;61,33;18,25;0;1;33,68;11,38;2;5;5
1301704;54,53;75,34;61,64;26,6;93,18;66,12;82,01;60,06;56,03;28,07;85,79;76,67;15,42;49,19;33,2;8,6;12,27;1,82;10,89;99,9;4,84;72,45;58,31;61,77;70,67;79,45;91,23;82,84;24,85;5;14,52;4;10,29;3,9;24;40,5;4,2;8,9;1,45;2,05;178,89;18,92;23,6;45,39;87,15;30,86;12,71;55,42;3,12;23,79;54,88;19,25;33,33;1,09;1;0;3;28,94;10,22;85,28;1,1;2;496,84;154,02;4;12,22;8,22
1301803;51,61;64,68;53,76;36,41;83,23;46,25;62,67;66,55;37,22;3,72;96,06;78,03;19,12;51,44;70,65;4,43;37,23;3,37;26,95;265,96;8,01;50,84;29,46;47,3;49,68;76,41;66,45;56,85;29,82;5;8,98;3;6,74;5,2;38,3;58,2;3,55;13,7;1,68;0,39;17,94;4,09;10,24;6,74;30,31;6,74;3,37;38;2,14;8,95;23,47;3,25;45,45;0,1;4;3;2;30,59;29,43;33,51;5,49;3;39,86;14,36;2;5;5
1301852;55,7;66,94;57,3;42,86;90,85;48,02;87,91;40,97;56,3;13,88;82,44;76,59;28,56;47,18;78,29;17,4;14,69;2,07;22,78;110,38;4,38;54,16;24,05;50;82,83;79,22;98,15;88,64;97,14;6;44,17;6;22,09;2,8;28,4;53,4;4,7;7,8;17,57;0,57;44,14;15,58;35,2;72,47;103,53;35,2;6,25;37,16;22,42;0,84;11,15;0,35;53,85;4,37;2;0;1;25,66;32,09;71,5;0;1;32,96;41,2;3;24,04;17,06
1301902;55,48;71,83;58,56;36,06;90,73;62,27;87,02;47,28;70,9;10,82;85,64;66,87;30,06;57,21;41,22;15,76;20,65;1,97;13,82;98,33;5,47;67,71;55,91;58,41;68,68;89,8;96,69;87,67;56,41;6;26,31;5;19,41;1,5;16,8;42,7;5,05;2,8;3,1;1,88;59,48;7,46;33,55;53,29;82,89;33,55;2,96;3,7;19,95;1,64;13,61;2,33;64,71;2,17;7;8;5;24,63;1,56;89,72;0;1;391,54;210,47;4;22,25;15,16
1301951;50,93;57,85;55,82;39,12;77,5;29,91;66,94;57,05;38,35;7,85;89,98;87,1;28,6;19,02;88,06;20,82;28,34;25,47;50,95;404,86;4,25;32;24,46;29,55;36,04;73,47;74,84;74,09;42,92;6;16,98;4;0;5,6;45,5;36,5;3,05;12;0,75;1,16;44,01;7,84;25,47;25,47;25,47;25,47;12,74;60,22;0,53;2,28;19,06;4,35;55,56;3,88;2;5;1;29,15;474;61,54;0;1;26,88;23,14;2;32,23;18,34
1302009;55,38;73,36;63,92;28,85;86,35;74,01;87,04;46,02;66,51;23,75;84,65;80,79;34,62;46,22;26,75;7,8;28,9;11,81;21,86;0;4,71;74,36;34,38;88,57;81,74;92,37;86,22;86,96;52,86;6;25,51;5;25,51;2,5;19,8;38,8;5;6,1;6,74;6,09;63,77;63,25;32,79;10,93;120,24;54,66;10,93;38,3;3,38;0,87;10,52;2,71;77,78;1,52;4;0;1;34,68;4,62;42,77;47,62;5;131,56;187,22;4;13,34;6,12
