METRO;CAPITAL;IPS;VAB21;PIB21;PIBPC21;ATV;POP21;ARREC23;DEMA;DESMAR;MORTR;MORTI;MORT;MORTINF;HOSP;SUBN;AGUA;ESG;IAGUA;PAGUA;COLETA;LUZ;PAREDE;PISO;ASSJ;ASSM;MORTAT;HOMI;ABNEF;ABNEM;EVSEM;DSTIEM;IDEBF;REPM;INTER;BANDA;TELM;QINTM;EXPVIDA;MRT1550;MRTCRN;OBS;SUI;VERDE;CO2;CALOR;VUNEC;VEG;DIRH;JUS;CULT;GRAV19;PARQUE;TRABI;VMULHER;ESUP;ENEM;FBE14;AG;PEC
0;0;50,24;237939,65;249235,17;35676,38;AGR;6986;11487560,68;0,78;0,47;72,02;0;204,47;11,49;1073,58;5,04;63,8;3,45;70,18;48,19;73,77;97,99;68,85;98,51;107,24;5,81;42,71;56,95;0,7;6;5,9;10,6;4,55;0,8;75,62;1,19;47,45;92,73;73,97;3,44;308,86;21,19;11,39;0,13;51,36;92,54;53,16;30,03;2;1,04;2;18,39;0;6,1;262,54;40,03;509,41;4,55;1;0
0;0;47,6;193568,29;216149,33;30133,74;PEC;7173;6046535,38;1,93;1,06;27,84;0;58,33;36,59;139,41;3,86;56,67;42,55;36,05;49,92;56,07;97,05;48,92;92,29;68,12;0;47,42;94,83;0,8;4,1;7,2;26,4;3,98;8,7;40,58;1,62;55,09;82,08;73,78;2,66;294,81;21,97;3,16;3,03;74,16;104,31;53,7;21,49;3;1,06;1;21,95;1,92;27,51;238,01;14,46;481,38;4,5;0;1
1;0;55,93;197592,91;204764,51;43697,08;PEC;4686;8590661;1,51;10,67;106,7;21,34;161,57;3,45;490,82;3,98;79,48;1,43;66,54;49,69;79,94;97,16;52,73;97,62;23,09;0;70,62;23,54;0,24;1,98;7,5;25,2;4,4;7,7;67,93;1,8;66,53;96,7;75,77;3,92;437,07;26,91;4,71;4,86;151,45;386,06;49,52;24,6;4;1,23;4;20,69;2,61;0;50,51;37,09;479,48;4,4;0;1
0;0;50,34;115953,34;118724;10525,18;ADM;11280;1707594,78;43,98;0,59;8,98;17,96;220,93;25,42;443,26;4,4;68,86;18,26;70,55;41,816;56,99;92,92;39,05;83,93;64,14;3,68;26,56;26,56;0,9;8,2;7,8;39,7;4;6,6;90,44;2,49;75,37;88,08;67,92;3,16;663,91;20,25;18,59;1,42;15,02;21,25;53,17;57,19;8;0,84;2;30,51;0,55;7,95;81,54;32,37;474,66;4;0;0
1;0;57,82;80842,05;89100,07;23300,23;ADM;3824;6068755,31;0;0;78,33;0;157,23;11,06;549,16;3,37;68,93;89,52;97,62;40,54;80,77;94,43;69,94;98,79;26,08;0;28,84;5,77;0,4;5,7;3,7;17,8;4,68;1,6;90,96;3,69;64,88;94,27;73,75;2,31;617,98;26,23;23,07;0,54;21,06;23,07;54,3;17,06;2;1,22;1;28,3;3,77;6,09;116,62;17,07;494,19;5,7;0;0
1;0;58,97;237566,11;256752,18;49167,4;AGR;5222;7051568,34;0;0;38,15;0;43,57;18,23;900,04;4,9;70,92;94,32;83,17;17,59;84,19;96,59;80,64;97,32;39,1;0;38,38;19,19;0,5;4,2;10,4;31,7;4,8;2,4;81,46;1,62;92,27;94,81;74,32;2,4;247,88;29,08;19,19;1,02;54,8;42,22;51,6;18,52;3;1,23;1;18,97;10,33;7,25;156,07;22,23;438,04;4,8;1;0
0;0;53,16;126214,09;129323,23;14543,77;ADM;8892;4016363,67;0;0;56,34;0;120,73;16,3;528,57;6,11;70,27;21,67;74,8;23,24;66,84;93,09;47,08;87,48;89,97;0;12,97;38,9;1;4,82;3,3;36,6;4,15;6,9;57,43;1,95;77;93;72,52;1,64;342,4;21,6;10,37;3,66;31,3;50,57;52,68;18,04;1;0,79;2;19,61;4,54;0;243,05;26,72;455,2;4,15;0;0
1;0;46,52;1377932,71;1414038,41;77025,73;FLOR;18358;42206338,41;1,56;1,88;32,61;10,87;159,19;10,79;849,77;4,17;57,41;5,32;80,46;39,72;73,38;88,64;58,7;91,25;115,31;11;26,48;47,67;1,2;4,7;4,5;28,3;4,7;3,5;77,26;4;78,6;96,27;73,05;4,1;387,36;25,14;26,48;1,61;60,23;436,95;53,68;8,84;3;0,81;2;26,26;0,73;2,11;362,84;20,64;501,13;4,7;0;0
0;0;53,66;191168,84;232897,5;89062,14;COM;2615;7356805,66;63,05;0;230,59;38,63;364,96;28,43;305,93;4,79;86,98;60,27;81,34;53,56;92,03;94,73;73,63;96,41;115,74;15,24;46,31;28,94;0;1,3;9,3;14,4;4,95;2,1;85,35;1,7;59,12;90,96;73,5;2,72;296,53;24;17,37;0,86;129,3;0;52,88;25,63;4;1,06;2;18,18;1,05;14,84;580,72;50,47;495,9;4,95;0;0
0;0;47,42;187436,08;193502,3;37675,68;AGR;5136;7682260,97;6,02;0,13;38,98;0;237,05;2,94;233,64;4,72;38,25;10,96;55,69;31,33;57,01;79,71;58,01;89,59;83,47;16,54;21,11;21,11;0,42;2,7;6,3;56,1;4,55;4,7;59,07;1,39;44,31;94,5;73,31;3,71;492,73;21,6;42,21;0,09;58,33;27,44;50,8;29,72;4;1,03;2;20,41;2,22;44,35;175,9;20,1;480,56;4,55;1;0
0;0;49,1;224479,33;230924,17;17535,44;ADM;13169;11847095,75;0;0;46,09;3,12;175,07;38,3;660,64;4,94;64,15;74,98;63,96;29,57;47,86;68,72;28,39;53,31;13,26;9,65;40,22;19,3;1,1;1;7,8;42,9;4,1;13,8;47,01;2,3;70,05;91,12;70,87;2,33;343,24;17,4;8,04;1,32;24,98;369,18;51,17;8,5;2;1,23;2;30,21;1,53;2,78;16,71;19,82;453,12;4,1;0;0
0;0;57,44;784132,22;880402,9;33344,81;COM;26403;50764572,11;45,01;0,06;61,15;3,82;171,08;27,27;624,93;4,35;91,09;52,61;94,35;46,49;91,71;95,19;81,18;98,32;29,9;4,65;48,44;32,29;0,6;3,3;4,4;18,9;5,1;5,9;93,18;9,79;92,3;93,17;75,35;1,66;365,75;23,81;8,07;0,84;15,81;37,13;57,44;17,31;8;1,06;2;16,36;1,51;1,82;1000,48;37,42;547;5,1;0;0
1;0;62,63;2289668,56;2648420,39;29950,02;ADM;88428;299345141,7;0;0;31,98;1,14;160,83;9,65;532,64;6,21;89,16;54,72;98,82;28,56;96,69;97,94;82,61;98,51;43,73;2,28;46,99;29,37;0,2;0,9;6,9;16,1;5,6;4,7;97,77;11,96;91,76;96,08;75,6;2,44;424,53;20,58;9,4;2,77;5,67;2,82;50,4;19,63;5;1,23;10;13,83;1,72;5,64;753,91;57,06;547,25;5,6;0;0
1;0;53,44;46880,35;47771,52;22879,08;ADM;2088;2570859,32;0;0;48,73;0;99,59;8;862,07;5,16;64,95;78,92;90,76;54,72;77,22;93,24;67,62;90,75;65,79;0;62,89;25,16;0,8;1,2;4,5;17,5;4;1,42;63,04;1,13;49,14;92,61;72,81;1,31;499,36;29,52;0;0,38;36,58;276,73;50,3;21,67;6;1,22;1;44,44;8,52;0;264,2;55,61;405,62;3,2;0;0
0;0;48,08;178623,64;186259,82;24931,04;AGR;7471;7606590,01;0;0;53,68;2,7;188,73;16,81;508,63;4,89;61,84;50,18;81,98;29,13;62,7;79,03;49,04;72,18;54,56;0;29,33;29,33;0,1;0,3;4,9;23,2;5;4,8;60,99;4,15;13,48;94,22;72,87;4,32;392,92;20,17;29,33;1,12;33,53;343,16;54,85;11,57;3;1,65;2;32,77;2,83;5,04;241,91;16,82;464,11;5;1;0
0;0;54,15;80682,65;82610,66;14240,76;ADM;5801;1274052,9;50,26;0,28;17,05;3,33;158,08;15,63;379,24;5,71;68,21;94,01;56,34;58,85;10,76;90,3;48,69;87,55;0;0;19,33;7,73;0,2;4,38;9,5;28,3;3,9;3,7;60,34;1,31;59,36;60,51;72,94;2,82;367,43;19,08;3,87;1,91;29,73;90,87;52,57;28,2;2;1,22;1;23,44;0,65;1,18;120,1;14,27;583,2;3,9;0;0
0;0;45,82;168104,49;171522,11;44971,71;AGR;3814;4215747,96;0;0;52,7;5,3;168,7;10,14;340,85;3,45;37,68;28,03;54,2;53,78;65,4;86,78;57,07;79,71;76,14;0;27,96;111,83;2;14;10,2;22,7;4,5;4,3;56,66;2,28;18,68;45,43;72,77;3,87;322,59;23,62;0;6,15;55,36;41,93;53,84;27,94;7;1,65;1;32,65;5,3;61,04;173,81;16,73;410,77;4,5;1;0
0;0;55,72;66979,7;69980,11;29013,31;PEC;2412;3949225,08;95,72;0,02;41,32;0;109,05;22,61;621,89;4,58;71,85;4,58;90,01;70,2;74,07;98,81;62,81;95,11;0;0;41,6;0;0,18;0,9;8,9;20,2;5;1,2;68,9;2,27;53,86;96,24;75,53;0,81;433,49;24,71;8,32;0,87;111,5;12,48;52,6;41,15;2;1,03;3;17,39;5,39;2,9;171,23;19,1;453,99;5;0;1
1;0;49,88;93726,66;97864,72;25054,97;PEC;3906;3874751,04;0;0;25,79;0;80,95;29,41;460,83;5,96;47,95;2,6;56,32;71,18;49,32;92,49;57,42;93,69;0;0;149,97;29,99;1,3;1,6;4,7;23,1;4,75;2,96;38,88;3,38;46,43;94,01;73,89;4,59;321,52;19,18;29,99;1,31;62,37;140,97;52,1;25,27;2;1,03;4;11,76;4,57;3,31;435,32;42,51;498,7;4,6;0;1
0;0;56,92;42977,92;44394,94;20420,86;ADM;2174;3624911,93;43,68;0;91,58;0;190,97;28,57;367,99;4,7;51,31;28,4;90,48;49,89;54,63;92,91;66,51;96,91;0;0;44,58;17,83;0,3;4,5;3,8;29,4;4,45;3,9;70,7;0,8;91,66;95,16;69,52;1,83;421,94;25,36;0;0,97;40,9;17,83;51,31;42,5;2;1;0;14,29;4,65;2,44;18,2;29,03;461,64;4,45;0;0
1;0;44,42;922004,91;998445,28;71373,6;AGR;13989;55634730,93;2,7;0,35;43,87;14,97;123,6;23,08;607,62;4,48;63,77;5,13;71,69;19,41;69,77;76,5;30,44;80,63;160,81;13,67;19,62;65,41;1,9;9,5;10,5;32,9;4,15;5,9;63,15;15,17;65,51;97,01;72,2;2,5;333,12;18,55;6,54;3,13;97,15;493,85;54,05;8,92;7;0,85;2;23,46;0;4,25;437,4;32,19;482,52;4,7;1;0
0;0;48,93;87351,03;89428,78;20006,44;ADM;4470;4006991,16;0;0;68,29;0;176,16;6,16;335,57;5,62;70,14;2,7;97,74;24,94;68,54;91,28;44,39;74,65;115,21;9,93;28,44;56,88;0,4;1,4;4,7;34,1;4,05;1,4;78,15;3,86;78,41;94,71;70,5;3,51;359,26;15,38;5,69;0,89;13,8;147,9;59,99;7,18;2;0,97;1;24;0;0;231,62;29,03;466,25;4;0;0
1;0;60,29;60704,55;64404,78;20132,79;ADM;3199;6828284,17;0;0;63,15;0;124,34;23,26;1000,31;4,5;74,9;3,17;97,81;63,13;87,66;87,79;72,95;90,71;114,29;0;29,79;29,79;0,74;3,4;3,3;20;4,8;6,8;80,18;8,5;62,97;96,11;72,89;0,59;578,93;27,04;17,87;4,68;9,08;80,43;49,37;14,13;8;1,06;4;9,3;2,16;27,4;12,66;67,83;469,59;4,8;0;0
0;0;57,12;37093,96;37869,67;19087,53;ADM;1984;2291115,05;0;0;32;0;83,24;86,96;655,24;7,32;69,44;0,46;73,14;19,53;63,68;89,32;67,09;97,22;119,76;0;0;24,6;0,2;0,84;1,4;17,9;4,95;3,9;75,13;3,17;87,97;91,23;71,5;1,24;429,42;24,94;0;1,89;24,39;178,35;55,5;13,9;2;1,01;3;13,04;2,09;30,77;25,74;36,53;483,1;4,2;0;0
0;0;48,51;64942,32;66331,66;17797,6;ADM;3727;5650704,98;0;0;80,36;5,28;61,7;22,73;187,82;7,59;65,5;21,28;75,13;53,19;39,48;75,57;30,43;60,63;31,3;0;20,01;20,01;2,1;2,7;11,1;26,7;3,8;1,1;62,01;1,47;59,8;94,36;70,87;2,22;384,71;15,81;66,69;1;21,36;1660,55;56,59;1,48;2;0,97;1;22,73;1,8;0;142,76;22,37;495,63;3,8;0;0
0;0;56,67;66855,55;71179,56;22243,61;ADM;3200;3914253,1;55,6;0,13;32,18;0;128,87;18,85;281,25;4,43;87,25;3,51;93,47;65,19;76,72;96,78;66,96;91,35;139,28;0;36,81;73,61;0,2;0,6;5;25,5;4,4;1,4;87,72;0,6;76,64;97,51;68,54;0,72;553,38;19,52;0;4,09;12,54;62,57;51,75;19,97;5;1,03;2;22,22;4,43;0;75,02;71,38;463,09;4,4;0;0
0;0;49,02;242808,43;252330,72;47323,84;AGR;5332;12439842,77;8,07;0,37;57,1;0;211,18;12,99;487,62;4,14;52,94;19,71;80,81;71,92;49,55;96,97;54,81;92,87;75,47;8,08;21,67;30,34;1,8;8,9;7,2;26,9;4,55;2,8;55,37;0,85;35,68;91,98;72,53;1,67;410,48;22,74;4,33;2,96;67,59;175,51;52,9;30,92;4;1,04;1;16,88;0;61,52;138,38;43,48;517,18;4,55;1;0
0;0;48,68;248190,2;252360,28;91006,23;AGR;2773;9810374,65;0;0;30,81;0;152,86;40,82;360,62;4,61;61,28;1,51;63,76;43,07;64,4;93,39;49,91;71,74;26,7;0;36,39;14,56;1,6;5,4;3,9;41;3,88;22,1;64,12;1,7;63,5;83,35;74,39;3,24;514,85;20,14;0;0,86;60,86;2059,68;52,17;7,22;1;1,33;2;22,45;3,56;86,87;307,46;34,62;430,75;3,8;1;0
0;0;51,59;54352,34;55910,56;16112,55;ADM;3470;3557107,72;19,53;0,06;29;0;132,62;28,57;432,28;6,12;52,94;35,88;79,97;59,3;45,07;87,19;40,51;77,13;124,38;0;6,46;32,31;0,2;1,3;4,1;26,9;4,25;2,44;87,5;0,74;75,46;93,44;68,43;0,65;629,58;19,07;32,31;0,15;17,12;297,25;52,78;9,63;4;1,22;3;17,14;3,64;23,39;66,62;53,74;441,81;4,25;0;0
1;0;52,9;615159,82;642002,99;36419,5;ELET;17628;97780403,72;0;0;44,6;3,09;173,38;29,63;1134,56;5,25;88,1;85,64;92,99;28,36;87,49;96,85;72,08;93,5;107,34;10,78;5,39;70,02;0,8;3,2;4,5;26;4,95;2,8;87,79;8,92;92,14;94,15;74,17;2,18;408,04;21,57;10,77;0,88;23,48;82,95;45,68;25,56;4;1,06;3;18,89;2,49;2,66;495,8;23,9;512,46;4,9;0;0
1;0;57,01;350441,43;390325,02;28804,15;ADM;13551;27267083,9;30,85;0,12;51,88;7,44;113,34;26,32;531,33;4,78;88,21;8,83;90,6;34,06;88,18;98,45;69,02;97,34;124,88;16;39,37;62,99;2;3,1;4,8;21;4,5;8,2;89,19;2,45;85,87;96,23;73,23;3,04;414,48;22,14;7,87;1,85;24,72;12,6;52,77;29,33;14;1,06;1;15,79;0,52;13,69;16;17,03;514,72;4,7;0;0
1;0;49,21;289757,44;296287,97;36212,17;AGR;8182;10054674,96;0;0;24,8;5,23;117,84;28,99;818,87;4,99;53,31;98,99;42,9;45,57;46,13;90,48;42,07;76,96;55,19;5,47;52,69;17,56;0,6;9,3;6,5;30,4;4,55;2,3;43,56;1,33;52,56;76,69;73,49;1,13;314,75;21,8;3,51;2,53;44,13;500,53;54,98;16;2;1,22;1;17,39;1,34;5,56;218,34;44,08;485,04;4,55;1;0
0;0;50,28;73199,15;75004,48;32455,42;PEC;2311;2965955,51;0,2;0,93;43,57;0;164,73;21,41;822,15;5,21;59,81;2,24;94,85;25,11;62,31;98,93;55,05;96,43;44,94;0;41,74;125,21;0,6;3,5;5,9;22,5;4,4;4,3;61,17;0,84;37,57;93,45;70,6;0,93;507,48;24,24;0;2,31;87,82;137,73;50,38;23;4;1,04;1;15;0;41,05;173,76;18,48;464,88;4,4;0;1
0;0;54,43;92363,65;95357,46;13961,56;ADM;6830;8350961,51;7,92;0,43;15,02;0;96,33;10,85;234,26;6,62;72,17;22,55;63,66;28,61;66,11;95,09;51,67;91,8;54,2;0;61,58;28,74;1,1;21,2;3,8;36,5;4,5;2,4;64,97;1,31;57,67;97,81;73,61;2,86;428,9;20,36;16,42;0,83;21,48;24,63;46,65;26,19;3;1,03;2;30,99;3,04;5,1;42,03;19,44;453,69;4,5;0;0
0;0;53,51;68067,17;69464,96;19173,33;ADM;3623;1445051,45;80,26;0,11;55,76;0;191,8;20,91;386,42;5,32;72,8;16,9;91,06;44,12;47,25;90,64;57,6;91,52;52,91;0;29,7;29,7;0,38;4,3;12,4;18,6;4,3;7,7;71,48;0,48;51,41;95,67;69,72;1,75;357,14;19,13;11,88;3,41;51,18;35,64;51,49;30,22;6;0,79;3;11,43;0,67;5,52;246,61;26,8;452,18;4,3;0;0
0;0;51,43;229114,51;247340,19;26722,15;ADM;9256;26873113,44;0;0;86,49;4,3;143,75;18,18;1091,18;5,56;78,67;6,79;85,64;31,58;77,27;86,73;60,14;83,84;139,08;0;34,27;45,69;0,1;1,8;5,9;22,6;4,85;2,2;76,97;4,31;89,61;97,44;75,81;2,94;296,14;21,18;34,27;4;24,31;133,65;49,98;12,65;3;1,21;5;25,45;1,82;0;164,28;12,8;478,76;4,85;0;0
0;0;56,43;55582,25;58139,38;15413,41;ADM;3772;3617462,01;71,6;0,28;51,31;0;318,23;32,79;662,78;6,35;83,47;12,98;98,73;22,91;56,42;96,15;50,96;91,41;0;0;22,12;22,12;0,4;1,6;5,8;23,3;4,9;2,1;65,91;0,8;47,59;97,11;72,52;2,26;272,27;18,06;8,85;5,31;16,56;50,87;45,81;18,08;4;1,03;1;13,11;2,1;1,67;44,27;16,53;505,29;4,9;0;0
0;0;49,97;261892,86;320311,12;26661,49;ADM;12014;23923573,58;50,4;0;50,35;3,43;120,41;24,24;507,74;4,4;72,79;2,78;78,01;24,73;65,09;89,7;61,74;95,89;135,78;7,19;28,94;96,46;0,3;4;4,9;32,6;4,2;12,3;72,69;9,1;72,86;95,6;70,92;4,42;459,82;17,56;9,65;0,71;31,19;70,42;51,7;17,88;2;0,79;2;19,39;1,58;2,04;160,55;31,26;469,75;4,2;0;0
0;0;53,53;97843,56;100914,91;23209,5;AGR;4348;4456073,33;0;0;92,94;4,75;70,34;9,53;344,99;5,18;59,77;18,51;88,43;59,19;77,96;98,65;56,69;98,08;59,35;0;29,74;29,74;0,2;4,3;6,2;11,3;4,9;6,3;68,06;9,66;83,9;96,72;72,47;2,48;568,95;20,8;29,74;0,91;18,62;5,95;52,05;16,97;2;0,85;3;14,29;1,83;0;606,43;27,86;523,89;4,9;1;0
0;0;54,43;80191,88;84723,41;19038,97;ADM;4450;5786235,76;0;0;90,97;23,03;91,96;12,05;606,74;6,22;75,41;80,55;97,91;12,69;70,31;87,45;44,39;86,22;94,7;0;15,12;25,2;0,3;3,92;6,7;33,3;4,2;7,9;82,22;1,74;85,17;96,93;72,81;4,08;357,23;17,65;25,2;4,88;35,34;571,93;60,23;5,76;4;0,97;3;25,3;5,42;2;81,47;33,62;492,27;4,2;0;0
0;0;55,4;34419,15;35521,07;15232,02;ADM;2332;1555576,66;0;0;17,08;8,5;132,88;90,91;900,51;7,63;79,97;17,82;74,31;20,15;78,08;90,41;74,32;96,75;63,49;0;54,17;54,17;0,08;1,5;5,1;23,5;5,25;1,5;94,41;2,43;71,54;60,16;73,72;5,68;324,2;18,49;54,17;0,94;20,16;0;53,23;8,1;3;0,79;3;18,18;17,58;10,52;218,1;31,7;580,08;5,25;0;0
0;0;55,32;40883,83;42671,73;15416,09;ADM;2768;4176619,25;0;0;36,43;0;117,14;18,33;541,91;5;79,84;17,32;96,6;38,79;86,4;90,15;43,96;92,97;0;0;161,43;44,84;1;3,8;8,7;47;3,99;11,4;75,77;2,63;80,9;96,93;68,78;6,15;440,27;18,49;0;0;12,05;98,65;51,66;3,7;3;1,1;4;31,25;9,68;60,7;183,15;34,83;399,38;4,6;0;0
1;0;58,16;28651,44;29468,61;26217,62;ADM;1124;1860942,81;0;0;89,45;36,1;269,71;6,67;978,65;5;80,25;5,87;78,29;67,78;84,81;99,49;49,11;96,71;85,84;0;34,36;17,18;1,3;6,9;3,9;35,9;3,73;3,4;91,19;0,13;92,32;97,8;72,86;1,72;771,07;21,52;0;0,48;26,79;77,32;48,92;18,09;3;1,22;1;9,52;0;0;1030,93;99,71;440,18;4,8;0;0
0;0;48,62;177177,56;185349,02;29731,96;AGR;6234;5887257,02;3,66;0;16,31;16,6;205,6;48,39;625,6;6,14;46,85;20,48;63,01;56;46,03;86,35;40,15;81,03;38,46;0;41,68;29,18;2,6;3,7;5,2;35,9;4,2;4,1;42,96;1,68;67,73;95,03;70,37;3,37;534,35;17,67;12,51;0,31;43,77;229,26;53,39;19,88;6;1;2;22,58;0,39;7,75;44,39;30,84;416,54;4,2;1;0
1;0;58,72;160428,78;170117,98;22110,47;ADM;7694;11373086,89;0;0;52,11;0;152,35;14,49;376,92;5,65;82,31;16,09;86,61;25,41;81,65;97,74;80,55;97,69;112,68;0;43,01;28,67;0,1;1,92;5;12,8;5,5;3,58;82,69;12,65;80,65;97,58;74,01;4,24;333,24;23,83;28,67;1,24;23,52;18,64;49,42;17,95;7;1,07;2;16,67;11,52;2,67;347,93;40,37;493,73;5,5;0;0
1;0;60,16;1285135,42;1513693,49;28820,73;ADM;52521;146442854,6;0;0;52,03;0,8;170,19;10,53;603,57;5,07;94,16;17,54;97,46;25,54;97,13;97,76;82,57;98,92;44,81;4,67;26,74;15,28;0,5;4,3;4,3;18,4;5,45;2,9;96,48;10,96;88,29;96,38;74,88;2,4;501,85;23,62;9,55;0,9;7,63;5,16;44,7;15,87;4;1,04;5;11,18;4,52;1,38;200,4;29,17;530,5;5,45;0;0
0;0;43,96;306376,09;315396,77;30250,98;ELET;10426;8711670,83;0;0;47,91;9,57;152,78;42,55;834,45;6,73;57,01;11,33;53,49;35,15;53,59;71,54;31,41;71,23;79,27;0;28,46;47,43;1,3;2,7;3,8;23,4;3,96;1,7;45,35;3,46;29,56;0;71,63;3,1;460,33;18,53;9,49;0,81;37,44;464,81;52,06;11,39;1;0,76;4;24,82;1,74;0,59;180,25;38,29;497,86;4,5;0;0
0;0;51,82;87564,17;91169,32;18663,11;ADM;4885;4496735,02;82,42;0,02;33,09;20,55;127,86;20;1187,31;5,29;77,55;9;95,56;59,93;78,48;94,64;62,23;97,32;84,75;8,99;74,2;24,73;0,1;2,14;7,9;23,3;4,35;10,4;64,12;0,7;81,23;62,23;72,51;4,06;457,31;22,23;4,95;1,24;46,65;74,2;48,53;39,49;4;0,9;2;24;1,85;15,26;31,14;28,47;488,83;4,35;0;0
0;0;56,92;793406,54;848670,95;60775,63;AGR;13964;54136929,54;1,57;5,48;72,61;1,5;167,76;31,53;1346,32;3,48;89,75;82,56;99,9;10,25;87,91;89,49;56,91;95,16;26,76;12,37;21,34;7,11;0,04;5,3;3,1;16,3;5,35;0,8;86,94;11,78;92,32;88,54;75,77;1,41;412,92;22,35;21,34;1,04;38,27;85,38;46,47;22,05;8;1,08;6;22,52;1,86;46,65;650,1;35,46;483,85;5,9;1;0
1;0;48,34;722815,17;733929,39;61181,18;ELET;11996;17576078,83;0;0;25,27;0;197,53;24,39;708,57;5,15;65,93;16,58;59,26;25,03;64;91,08;55,11;93,56;70,8;22,14;75,13;42,93;0,6;4,3;6,4;30,9;4,45;6;50,1;1,6;58,02;87,57;73,69;3,15;299,72;27,13;21,47;0,48;57,26;133,09;52,01;32,28;2;1,03;3;12,2;5,04;2,15;332,15;38,98;466,78;4,45;0;0
0;0;49,59;103197,6;107606,18;19402,49;ADM;5546;5969968,94;70,09;0,11;18,14;0;71,72;31,25;342,59;4,89;50,3;8,08;55,16;59,64;52,52;87,24;73,27;93,69;147,82;7,34;20,32;60,96;0,4;6,5;6,4;33,3;4,95;5,9;51,22;2,95;61,9;94;73,38;4,83;410,4;22,83;20,32;0,19;50,38;22,35;53,21;49,8;2;1,03;3;18,75;2,58;15,68;84,64;40,21;492,4;4,95;0;0
0;0;58,67;170793,18;182795,64;22628,82;ADM;8078;11891903,45;76,1;0,13;73,7;2,36;123,38;5,46;519,93;5,42;77,86;65,79;86,16;35,34;82,97;97,87;70,21;97,47;53,59;5;22,37;11,18;0,6;1,7;3;16,7;4,95;2,9;78,2;2,6;58,19;96,96;73,97;1,11;418,31;24,56;13,42;1,57;40,22;15,66;52,13;30,52;3;1,03;3;20,75;4,09;2,74;73,33;25,61;495,35;4,95;0;0
0;0;52,83;82080,34;85005,66;19258,19;ADM;4414;4612765,37;0;0;67,72;4,41;113,61;48,39;1064,79;5,62;59,1;1,28;65,41;21,48;61,75;94,55;41,49;88,73;0;0;22,33;66,99;0,2;3,18;2,8;28,6;4,35;0,5;69,77;1,83;64,64;96,97;68,97;4,24;479,12;19,82;13,4;2,56;33,47;187,58;48,36;11,22;8;1,33;1;24,19;4,75;4,56;93,72;28,12;514,62;4,35;0;0
0;0;49,79;88642,08;89940,43;29605,14;PEC;3038;5269153,66;80,56;0,21;32,97;0;120,59;30,3;724,16;4,45;54,1;19,81;47,6;47,6;54,23;93,53;48,13;90,17;0;0;26,29;87,64;0,38;0,22;9,4;35,5;4,28;2,3;40,94;1,26;66,66;93,17;72,51;0,93;489,03;23,45;0;0,33;162,09;109,55;50,02;37,58;2;0,66;1;21,21;4,37;2,29;481,7;49,11;447,09;4,65;0;1
0;0;50,74;354260,56;361914,53;46221,52;AGR;7830;16439862,71;0,35;0,57;25,83;13,07;97,11;19,48;1289,91;5,43;47,46;8,35;56,45;31,1;56,74;89,72;56,97;89,07;54,35;11,01;28,06;14,03;0,3;2,9;8,5;23,8;4,65;1,6;57,66;5,25;31,37;93,48;74,3;2,88;340;23,22;14,03;0,98;101,95;798,26;54,21;13,14;3;0,85;4;24,21;11,04;7,16;144,93;39,41;477,68;4,65;1;0
0;0;51,51;62908,48;66158,25;14426,13;ADM;4586;6051926,28;0;0;38,99;4,3;128,52;27,1;545,14;7,8;63,45;20,75;55,04;37,14;60,93;90,75;47,22;88,62;100,5;0;23,7;23,7;1,5;3,5;3,4;32,4;3,9;3,6;57,14;1,27;65,76;87,9;74,19;2,99;273,12;19,11;0;3,01;19,39;123,22;53,3;8,27;2;1,01;4;21,95;7,53;15,36;198,12;6,84;536,88;3,9;0;0
0;0;46,43;115061,01;121170,43;14791,31;ADM;8192;9824535,04;0;0;49,29;12,32;109,38;19,23;500,49;5,39;65,72;1,4;63,05;59,62;63,63;94,03;49,54;82,52;82,64;5,5;26,36;13,18;0,5;3,22;4,1;31,5;4,44;7,5;63,5;9,29;38,52;92,03;71,72;3,76;393,46;24,79;13,18;0,91;26,61;554,97;51,03;2,48;2;1,33;2;24,04;1,42;6,7;479,01;13,27;455,67;5,1;0;0
0;0;50,99;45277,46;47042,66;14700,83;ADM;3200;3227303,01;0;0;31,55;0;161,25;54,05;625;5,06;75,68;5,73;68,62;37,21;77,1;91,62;60,45;86,78;121,65;71,94;27,91;34,89;2,6;10,2;6,5;34,2;4,48;6,2;76,01;0,81;92,73;97,25;72,09;4,84;328,98;20,91;0;0,31;9,82;87,23;51,99;9,83;4;1,1;4;10,81;8,97;23,81;287,77;4,82;455,37;4,8;0;0
1;0;62,04;2822041,8;3649421,28;68063,36;COM;53618;242336138,5;0;0;54,39;1,89;140,56;19,51;1236,53;4,53;79,71;78,22;92,88;43,84;86,53;92,32;73,08;97,08;43,99;2,25;31,05;32,6;0,6;4,1;4,7;23,3;4,9;3;89,59;15,54;91,99;95,04;74,56;2,54;488,15;23,09;6,21;7,48;10,85;24,68;41,9;26,52;13;1,22;7;14,05;1,41;1,49;659,27;56,11;532,3;4,9;0;0
