METRO;CAPITAL;IPS;VAB21;PIB21;PIBPC21;ATV;POP21;ARREC23;DEMA;DESMAR;MORTR;MORTI;MORT;MORTINF;HOSP;SUBN;AGUA;ESG;IAGUA;PAGUA;COLETA;LUZ;PAREDE;PISO;ASSJ;ASSM;MORTAT;HOMI;ABNEF;ABNEM;EVSEM;DSTIEM;IDEBF;REPM;INTER;BANDA;TELM;QINTM;EXPVIDA;MRT1550;MRTCRN;OBS;SUI;VERDE;CO2;CALOR;VUNEC;VEG;DIRH;JUS;CULT;GRAV19;PARQUE;TRABI;VMULHER;ESUP;ENEM;FBE14;AG;PEC
0;0;49,3;267021,55;278005,93;8517,6;ADM;32639;7685440,94;88,16;0,15;52,16;3,79;157,31;10,23;903,83;4,18;65,01;7,65;60,67;36,68540786;28,8;62,67;60,49;83,83;24,2;13,29;61,38;19,38;1,1;13,4;13,6;53,8;3,75;16,6;72,3;0,17;41,99;89,57;70,75;2,87;455,84;20,82;3,23;0,72;8,69;31,66;52,57;56,51;5;1,31;3;23,27;0;3,12;19,94;1,11;483,66;4,4;0;0
0;0;47,27;2723427,22;3078558,25;30318,38;SERV;101541;283688547,5;10,97;14,34;35,51;1,97;135,13;21,71;707,1;5,49;20,26;12,39;8,57;45,07;81,76;83,79;64,23;90,47;120,2;8,19;61,63;73,8;1,8;15,1;12,2;42,7;4,6;7,5;81,11;4,41;80,47;88,48;72,97;3,25;474,87;19,31;17,03;3,25;115,72;165,76;53,34;6,23;10;0,7;4;20,88;2,97;0,39;121,26;46,94;543,13;4,6;0;0
0;0;48,98;807847,09;841955,86;15755,46;ADM;53439;26988455,57;64,17;2,14;52,48;1,14;131,17;13,7;291,92;5;11,7;52,12;11,6;19,3;56,34;82,68;72,49;89,99;68,4;4,22;14,07;42,21;6,5;14;14,5;44,6;3,6;11,3;65,99;4,45;41,21;93,12;69,73;2,05;324,19;14,53;10,05;2,11;81,23;61,71;55,85;41,52;13;1,03;4;28,14;1,12;0,5;143,42;29,88;488,66;3,6;0;0
0;0;38,92;608746,58;625759,62;90011,45;ELET;6952;29439829,48;3,81;15,12;65,88;26,35;604,47;24;1222,67;5,18;21,01;13,61;55,34;44,8175;43,66;44,76;82,27;62,06;47,33;18,72;16,64;24,96;4,1;9,5;19,6;63,3;3,4;17,6;41,03;0,66;44,48;0;73;2,14;256,35;11,93;5,82;2,27;689,54;366,03;62,31;2,79;3;0,84;2;28,8;0,05;2,25;121,93;16,81;480,5;3,4;0;0
0;0;51,08;560747,95;615694,79;10173,91;ADM;60517;29709333,5;74,07;0,46;33,42;1,67;176,99;22,3;927,01;4,53;29,19;15,76;39,66;66,04;78,93;87,48;63,33;93,12;17,45;10,42;15,91;26,52;2,5;17,3;15,2;39,9;4,05;6,2;90,04;5,31;78,77;94,86;70,14;2,94;447,33;21,16;26,52;3,44;12,48;7,16;51,76;40,96;5;1,54;5;22,3;6,07;1,69;234,34;32,93;527,85;4,05;0;0
0;0;53,34;1383812,89;1451756,37;24211,68;EXT;59961;30406986,05;15,06;2,36;25,44;3,39;170,27;8,9;313,54;4,69;75,3;2,17;67,84;36,68540786;49,96;57,02;81,32;86,83;35,27;2,87;9,83;19,65;0,8;12,7;10,6;44,5;4,6;6,6;51,63;1,5;61,15;91,73;70,35;1,72;489,3;19,25;7,86;1,08;15,85;28,69;55,57;13,22;3;0,94;5;24,58;0,15;1,06;327,58;69,59;512,06;4,6;0;0
0;0;48,01;498287,26;503050,92;16981,77;FLOR;29623;14815153,17;5,14;0,76;54,64;0,73;78,85;23,98;1833,04;3,63;26,49;12,2;18,67;47,66;26,65;26,81;95,8;96,4;11,37;0;3,38;6,76;4,8;1,2;11;47,7;4;18,7;33,77;0,39;36,05;86,01;70,21;1,66;255,49;17,89;6,76;2,66;2,2;2,71;56;0,44;2;1,07;3;31,18;2,02;1,43;112,06;0,47;487,62;4,2;0;0
0;0;48,21;312702,05;340310,64;11198,48;ADM;30389;27109513,53;95,55;0,05;72,76;19,95;187,53;10,53;3277,5;3,83;24,78;63,69;33,32;33,33;79,32;88,87;69,11;91,46;199;40,08;17,47;72,77;2,9;13,6;8,6;45,4;4,95;6;89,88;0,93;66,35;94,82;70,75;3;509,2;22,64;8,73;0,97;5,9;4,37;49,8;47,95;5;1,22;2;17,89;1,73;29,84;137,41;25,32;498,05;4,95;0;0
0;0;51,69;96182,33;98431,99;11448,24;ADM;8598;2460985,13;52,09;1,82;128,31;0;256,43;11,24;569,9;3,2;92,97;77,44;46,77;48,26;77,49;79,79;48,87;86,44;54,79;4,93;24,65;12,32;2,1;19,5;15,6;51,4;3,9;5;83,06;9,06;42,18;95,8;73,06;2,2;423,94;19,81;2,46;1,62;14,27;29,57;50,04;26,8;2;1;1;17,98;0,87;6,9;302,72;14,7;482,91;3,7;0;0
0;0;52,6;12043017,13;13523145,28;47010,21;EXT;287664;859229312,1;59,15;1,94;50,79;1,41;123,99;21,41;340,68;5,14;34,98;5,92;32,89;49,36;80,17;81,84;64,75;94,6;99,83;10,47;42,77;67,91;1,4;11;10,3;31,7;4,7;6,3;89,65;8,65;92,19;95,17;72,09;2,67;441,36;22,46;5,63;1,88;24,74;18,83;53,82;42,02;5;0,87;10;19,37;0,83;3,95;127,09;59,26;541,99;4,7;0;0
0;0;51,95;281849,03;289996,99;9810,78;ADM;29559;4663920,12;41,13;0,52;67,76;0;189,04;24,54;727,36;5,15;75,22;54,49;17,455;36,68540786;36,74;67,26;29,95;73,07;25,86;2,81;7,7;7,7;4;19,5;15,3;51,4;4,4;5,9;61,66;3,12;34,24;61,36;70,85;2,13;477,7;15,62;7,7;0,47;10,39;13,95;47,59;32,48;3;1,01;4;23,31;0,38;18,07;55,21;58,23;496,06;4,4;0;0
0;0;49,98;255588,17;263656,85;9230,71;ADM;28563;7399410,61;50,55;0,5;59,75;1,44;111,27;18,59;346,6;5,66;68,58;67,21;33,78;47,88;66,08;70,17;39,31;84,03;107,65;4,31;30,11;42,31;3,5;22,5;19;58,9;4,35;9,8;80,02;5,17;70,55;91,87;70,61;1,96;384,07;18,99;7,53;1,68;10,8;14,36;52,43;40,87;4;1,18;5;24,54;0,21;2,42;54,15;23,48;476,15;4,35;0;0
1;0;56,03;2122461,09;2578541,41;18986,11;COM;135812;279143489,2;65,08;0,12;95;2,24;176,74;14,74;501,43;4,58;57,08;31,93;32,13;49,96;89,12;90,43;70,3;97,17;75,71;8,76;9,84;43,83;1,3;4,8;7,9;39,9;4,6;10;99,95;2,46;86,32;95,62;72,6;2,77;500,31;21,7;5,37;9,18;1,52;0;51,15;25,62;9;0,89;3;15,51;0,08;2,06;3,5;28,38;513,55;4,6;0;0
0;0;47,73;976833,1;1023971,63;31655,85;AGR;32347;30828337,85;32,91;10;18,77;0;136,14;8,4;1248,96;4,42;22,47;13,13;68,01;49,49;39,27;92,99;86,32;75,64;101,21;7,83;47,98;51,67;6,2;8,5;7,6;43,3;3,9;9,6;37,65;10,23;50,19;90,8;72,99;2,12;309,37;19,28;3,69;5,26;154,12;183,55;51,29;23,66;6;1,31;0;21,43;0;0,99;101,81;16,09;484,64;4,2;1;0
0;0;44,53;212515,94;216854,88;7711,49;ADM;28121;3584284,59;2,57;3,42;14,34;0,76;83,68;30,25;1411,76;5,1;9,19;11,42;22,18;21,7;23,88;28,25;32,66;29,98;11,35;0;3,59;7,17;7,3;27;16,6;61,4;3,4;2,6;25,26;0,56;26,2;33,75;71,57;0,84;219,58;16,41;2,15;2,78;6,69;11,12;49,35;0,98;2;0,86;2;26,65;0;3,74;0;17,36;461,26;3,4;0;0
0;0;48,2;438613,66;452081,94;14164,3;ADM;31917;19443422,25;56,35;0,02;57,09;9,52;180,25;21,96;1814,08;4,33;40,49;37,41;27,35;47,03;34,32;72,69;76,35;79,43;133,93;7,46;7,35;66,18;3,4;11,1;11,6;49,2;3,85;15,4;79,8;1,71;68,02;82,62;70,21;2,55;439,39;14,01;7,35;1,25;11,17;38,97;53,21;27,86;2;0,71;3;23,35;0,77;0,93;14,93;49,69;490,73;3,85;0;0
0;0;45,64;1243861,82;1348480,96;16005,52;AGR;84251;104384638,1;50,92;3,6;46,89;1,2;117,5;10,54;732,34;5,61;29,39;48,13;8,35;20,94;47,62;40,47;50,39;65,41;83,28;4,97;9,51;42,81;2,9;18,1;14,6;51,9;4,65;9,2;51,52;3,14;42,84;92,95;70,44;1,82;296,65;12,29;5,95;4,19;31,93;110,07;57,04;34,83;2;1,04;3;24,96;0,05;1,94;17,41;25,07;478,75;4,65;1;0
1;0;53,65;276915,69;288643,61;17727,77;AGR;16282;9022919,84;38,73;9,01;55,61;0;83,1;10,67;36,85;4,63;41,46;39,99;47,62;3,676666667;22,53;71,1;54,19;88,64;10,33;0;4,26;11,91;1,1;11,3;9,3;27,5;4,65;4,9;77,27;0,78;1,14;95,15;72,36;0,97;239,48;18,55;12,77;2,69;78,41;189,78;54,8;30,86;2;0,94;0;18,93;0,44;0;53,24;25,66;491,31;4,65;1;0
0;0;50,7;769567,83;807340,06;13850,64;ADM;58289;26765360,18;18,61;3,19;27,51;2,11;140,57;18,28;595,31;4,06;35,84;8,18;15,78;49,85;29,09;73,06;68,41;88,6;13,12;3,52;20;10;3,6;9,3;11,2;32,6;3,9;4,4;48,04;3,45;57,96;92,67;70,86;1,72;496,23;17,3;11,66;1,54;45,03;82,31;61,78;17,34;2;1,01;2;21,39;19,57;7,85;74,17;32,52;507,47;3,9;0;0
0;0;53,13;330610,23;338763,85;8172,04;ADM;41454;15120706,23;2,77;0,5;56,23;2,59;91,5;13,01;1309,89;2,53;43,86;2,07;92,87;50,81;44,99;26,86;95,53;96,34;16,6;0;2,2;11,02;2,8;17,3;12,8;49,5;3,95;9,1;52,47;0,33;41,66;89,52;71,51;1,38;310,94;23,36;2,2;2,94;2,7;21,6;53,1;1,1;3;0,75;2;28,46;0,12;7,93;8,94;11,34;487,82;4;0;0
0;0;46,97;340523,11;350841,53;16303,8;AGR;21519;22188881,75;57,25;0,63;27,98;0;120,33;6,73;618,06;4;6,58;66,32;48,24;36,68540786;56,14;53,89;56,7;73,84;31,6;5,94;14,65;78,13;4,5;15;15;51,5;4,35;11,5;62,16;1,88;46,87;76,79;70,44;2,12;514,76;14,86;4,88;1,77;44,58;79,6;52,01;38,39;8;0,89;3;26,94;0,62;5,79;124,47;31,89;503,45;4,35;1;0
0;0;45,83;182532,59;192605,5;11311,77;ADM;17027;24127850,64;75,77;1,21;11,87;1,25;64,13;5,29;446,35;5,85;17,36;67,99;25,61;2,9;57,08;74,53;72,04;90,85;112,31;0;14,33;64,49;4,8;17,7;14,9;54,2;4,1;6;61,21;2,83;55,93;96,77;70,98;2,05;391;18,12;1,43;0,99;39,4;37,26;59,1;55,05;3;1,03;1;30,16;0,31;8,87;120,1;36,85;503,46;4,1;0;0
0;0;53,06;138222,7;147490,96;9426,75;ADM;15646;7601795,2;77,93;0,02;51,59;6,45;83,43;20,98;249,26;4,28;82,26;41,34;18,83;46,89;73,81;73,37;42,72;90,71;108,14;2,71;31,24;78,09;2,6;15,8;9,4;51,4;4,85;8,8;84,79;12,08;57,2;92,74;72,43;2,84;338,86;20,84;7,81;3,21;8,09;14,06;51,07;61,56;10;0,88;4;27,27;0,35;0;15,87;26,64;497,63;4,85;0;0
0;0;46,97;838485,02;971539,11;37701,86;SERV;25769;87760118,73;19,78;13,78;31,05;0,8;131,65;18,26;826,57;3,85;40,69;3,22;100;30,4;85,98;77,21;77,93;94,07;176,41;12,38;59,46;101,08;2,5;19,2;15,8;31,8;4,95;10,8;70,69;5,15;77,06;56,03;74,66;3,65;296,6;24,48;14,86;2,39;579,72;943,58;52,38;15,62;5;1,06;3;23,6;0,37;5,74;148,6;35,14;518,42;4,95;0;0
0;0;50,19;1043178,12;1117033,95;14231,91;ADM;78488;56541419,04;56,62;5,22;25,9;2,59;103,93;18,8;342,73;4,83;11,18;50,96;4,57;70,25;52,41;44,09;67,87;83,03;41,08;13,59;29,64;42,81;4,5;4,4;12,6;44,5;4,55;17,7;44,62;0,53;56,36;91,73;69,48;2,67;378,87;16,55;4,94;3,77;157;115,59;62,86;41,31;16;1,78;5;27,75;0,87;0,48;20,39;32,29;517,5;4,55;0;0
0;0;48,19;929733,66;965929,86;18408,13;AGR;52473;50150160,44;7,43;4,98;43,97;3,14;151,26;27,33;1385,47;4,63;28,93;3,37;30,48;49,43;40,6;57,41;72,28;75,7;7,6;7,85;9,57;15,32;3,4;6,7;10,9;52,7;4,3;16,4;60,37;2,41;49,86;92,05;70,35;1,43;452,97;17,69;9,57;1,14;37,28;81,95;67,45;5,25;6;0,94;5;25,71;2,86;0,64;129,49;21,71;502,02;4,3;1;0
0;0;44,17;411209,79;419076,52;12629,63;ADM;33182;14129240,9;21,17;1,99;36,53;6,09;127,49;27,29;1353,14;7,53;40,31;15,69;14,78;47,5;40,63;39,87;30,59;32,95;10,66;6,17;2,95;8,86;5,1;22,6;21,2;66,6;3,75;12,1;42,85;0,27;37,91;84,11;70,21;1,96;389,49;17,22;2,95;6,69;17,52;57,91;53,65;13,67;2;0,81;3;30,18;0;15,75;12,34;14,71;488,46;4,2;0;0
0;0;51,52;2151142,35;2278575,41;30413,04;EXT;74921;212735362,3;1,53;3,16;31,07;0,56;98,68;23,95;612,65;5,55;60,44;27,39;99,44;22,88;59,63;61,25;73,77;83,22;14,49;5,91;8,79;14,64;2,7;15,2;11,7;37,3;4,95;9,7;69,23;4,68;66,4;91,03;71,66;1,6;389,01;16,65;7,32;1,7;22,79;52,27;66,1;0,94;2;1,27;3;23,51;3,99;1,97;493,53;40,72;522,88;4,95;0;0
0;0;54,38;190362,35;200628,51;11097,32;ADM;18079;8993465,97;88,71;0,15;100,22;0;107,68;12,3;1139,44;3,67;59,65;90,29;9,74;50,71;86,73;80,61;45,7;90,9;21,42;11,35;11,2;39,2;1,2;9,5;8;43,6;4,25;2,2;69,41;20,56;55,07;90,87;68,63;2,17;472,22;22,13;3,36;3,71;9,33;15,68;48,32;61,15;12;1,11;3;24,59;0,27;1,83;11,35;26,57;492,84;4,25;0;0
0;0;50,39;1068175,88;1302429,28;38498,1;IND;33831;57410224,19;12,73;2,21;12;3,05;242,1;25,48;6027,02;4,62;75,05;86,25;93,36;19,59666667;79,59;87,61;75,63;92,47;130,5;18,84;46,2;89,32;3,7;19,3;16,3;37,5;4,6;9;78,61;11,27;80,29;93,69;72,72;3,54;262,38;19,01;3,08;1,84;45,69;81,01;54,5;8,83;4;1,16;3;23,09;0,79;1,09;50,24;34,35;517,29;4,6;0;0
0;0;40,7;823651,8;867605,17;17666,57;ADM;49110;25983095,05;58,99;10,42;26,85;2,1;82,41;20,33;895,95;4,88;0,93;10,32;46,9;36,68540786;32,1;73,62;53;74,89;67,66;15,41;48,67;80,3;5,4;8,8;16,8;42,6;3,85;6,7;43,24;5,93;46,72;94,45;69,78;3,05;386,66;17,26;2,43;2,74;339,17;381,78;52,82;39,93;5;0,91;3;21,68;0,11;1,97;164,4;14,99;531,13;3,85;0;0
0;0;51,89;95325,25;98768,86;13038,79;ADM;7575;2636245,84;83,13;0,36;26,38;0;163;9,43;4633,66;4,62;77,32;47,98;100;3,12;67,66;86,74;53,77;94,98;52,52;29,88;14,52;14,52;4,7;27,4;13,6;61,7;3,7;3,3;62,69;0,01;50,61;93,31;70,63;2,25;444,79;20,37;5,81;1,02;44,9;2,9;53,06;52,26;2;1,02;3;22,64;0,9;8,33;17,93;21,47;475,34;3,7;0;0
0;0;54,76;3856814,85;4280508,36;36952,54;EXT;115838;548231021,8;45,96;0,87;39,3;1,1;192,88;18,42;545,59;3,8;81,59;17,16;84,67;48,15;87,78;92,16;68,09;93,27;92,37;7,53;33,16;56,85;1,8;16,9;10,9;38,7;5,2;9,6;90,85;16,29;80,79;95,85;71,87;2,27;527,6;18,88;4,74;3,26;41,26;39,13;54,51;26,93;7;0,85;5;18,02;4,09;0,39;69,69;50,09;541,53;5,2;0;0
0;0;55,56;48356679,71;49763039,61;227449,71;EXT;218787;808044881,8;18,67;1,21;39,33;1,92;229,54;13,35;454,32;3,97;72,59;22,12;88,94;40,74;87,24;79,67;78,82;96,24;85,14;2,99;21,28;36,22;1,6;12,9;12,3;30;5,15;12,7;95,04;18,83;91,35;94,78;73,55;2,18;466,91;21,58;4,85;6,66;6,41;2,59;59,74;11,47;2;0,96;10;14,03;2,49;0,62;695,97;52,99;552,83;5,15;0;0
0;0;47,82;111580,04;114869,82;21515,23;ADM;5339;7570682,12;56,58;0,9;147,87;0;129,38;18,18;1198,73;6,09;57;3,47;73,94;23,545;57,96;80,41;55,76;87,63;73,86;7,37;57,71;28,86;5,6;31,2;8,5;52,3;4,25;5,3;61,72;5,8;56,84;83,93;69,86;2,59;460,13;22,6;2,89;0,86;79,37;139,95;51,43;42,16;2;1,07;2;23,64;0;3,98;29,62;38,08;483,74;4,25;0;0
0;0;50,23;70066,3;72327,03;8946,94;ADM;8084;6596378,82;81,14;0,19;24,75;2,48;179,74;13,6;247,4;4,35;83,12;50,64;19,82;50,34;75,67;71,95;40,3;83,7;101,94;4,97;12,07;24,14;2,3;14;13,1;55,2;4,5;2,8;78,59;7,04;33,91;95,59;70,23;3;447,39;19,36;4,83;8,23;11,22;20,52;54,73;59,1;2;0,74;2;25,86;0;3,67;24,49;15,73;497,95;4,5;0;0
0;0;50,86;280763,71;292754,58;22561,23;PEC;12976;8047574,68;87,99;0,13;30,81;1,58;161,07;6,9;2651,05;4,36;8,49;14,86;44,6954386;36,68540786;49,6;62,25;65,99;92,49;12,77;0;7,79;14,03;1,5;10,5;14,5;36,2;3,9;6,8;36,49;0,02;42,5;85,97;72,54;0,88;447,84;21,21;1,56;2,66;74,65;21,82;48,08;56,84;8;1,06;2;24,83;0,89;2,03;65,6;42,89;459,57;3,9;0;1
0;0;45,67;309284,89;323262,68;10000,39;ADM;32325;19121473;38,27;13,42;6,32;0;67,45;24,17;1503,48;5,3;6,95;16,03;8,61;16,52;39,42;89,71;86,32;86,66;10,67;8,25;32,14;16,07;0,52;10,6;6;32;4,8;1,1;26,11;4,55;38,2;94,69;71,18;2,48;281,55;15,08;5,36;1,53;162,73;414,08;73,78;26,38;2;1,23;1;21,75;0;3,66;45,39;16,6;494,53;4,8;0;0
0;0;53,2;265274,18;275229,86;8599,05;ADM;32007;7537969,33;2,17;0;41,21;3,17;128,11;27,62;1699,63;3,77;55,71;33,89;28,37;47,03;47,52;59,96;86,59;86,19;11,89;8,24;8,01;8,01;3,9;12;9,3;33,7;4,5;4,3;56,31;0,31;55,51;79,67;71,38;1,59;374,52;21,43;2,4;1,73;7,84;32,82;57,03;1,32;2;0,87;4;25,69;0,27;1,43;74,12;39,58;488,66;4,5;0;0
0;0;42,23;922763,92;945733,13;14816,2;AGR;63831;22058017,44;12,52;23,48;25,42;1,61;93,5;22,08;563,99;3,66;13,98;34,15;2,56;40,58;36,27;36,79;52,3;50;75;2;12,8;28,8;9,5;17;14,3;50,8;3;10,5;51,04;2,56;47,55;47,39;71,04;2,01;414,15;14,21;9,6;0,25;159,14;246,3;57,54;7,48;6;1;3;30,22;1,48;98,8;317,98;36,75;485,36;3;1;0
0;0;47,33;390677,43;404676,63;9531,67;ADM;42456;33105272,2;7,71;9,29;28,71;2,43;160,36;13,47;1123,52;4,42;55,67;39,48;42,28;36,68540786;39,75;55,84;62,08;67,64;38,85;5,13;2,46;27,1;11,2;4,2;6,5;54,1;4,3;16,3;43,73;0,48;39,76;84,14;71,2;1,21;400,12;13,77;2,46;8,28;68,9;79,81;52,36;12,44;5;1,29;0;29,19;0;0,97;97,54;24,1;488,21;4,3;0;0
0;0;49,48;434021,22;442969,47;14851,29;ADM;29827;23298165,84;14,94;9,37;23,45;3,35;118,79;11,44;536,43;3,31;47,32;30,94;25,98;48,19;32,29;63,87;92,7;94,66;23,55;2,85;8,43;14,05;2,2;3,6;12,1;49,5;4,3;18,9;26,23;0,08;31,13;62,67;71,76;1,44;405,29;17,12;8,43;1,41;114,24;155,72;65,03;19,19;4;0,93;3;27,9;5,28;0;5,84;26,83;452,19;4,3;0;0
0;0;55,02;258354,9;321726,05;29545,97;IND;10889;14829013,51;69,74;0,42;46,05;18,48;153,36;16,83;303,06;4,17;76,34;10,82;28,93;36,68540786;67,48;72,63;39,74;80,19;55,07;0;27,65;24,35;0,3;8;12,1;58,5;4,25;13,3;80,15;14,61;68,79;94,62;71,3;1,58;375,85;20,97;3,69;3,01;39,42;8,43;53,55;48,85;12;0,94;2;22,47;0,71;8,13;74,5;25,13;482,99;4,25;0;0
0;0;54,45;117869,58;120881,86;8763,36;ADM;13794;3737724,61;27,06;0,18;51,09;1,48;136,44;16,81;123,24;4,07;41,88;38,85;79,47;43,07;80,16;77,88;51,86;79,77;54,39;3,07;12,15;34,71;4,6;23,4;14;64,8;4,2;12,5;92,66;16,35;54,45;94,77;68,89;2,19;375,89;23,02;8,68;2,68;2,56;3,47;55,28;17,89;11;0,94;3;25,21;0,8;7,33;14,09;16,8;518,99;4,2;0;0
0;0;50,71;2134238,88;2552479,29;29567,91;SERV;86326;280005162,5;69,43;0,02;60,77;2,34;246,84;20,25;874,59;4,73;38,24;3,79;48,81;40,13;91,5;88,68;65,53;97,75;88,61;11,53;71,26;59,58;1,1;15,2;14,2;30,8;4,65;9,5;94,61;20,38;91,49;94,09;73,23;3,19;496,68;22,49;15,19;2,17;10,97;5,84;57,42;37,46;4;1,07;3;16,44;3,05;0,55;126,81;42,07;517,33;4,65;0;0
0;0;47,32;511699,34;601871,92;33055,36;PEC;18208;28149949,08;83,11;0,51;76,92;32,97;164,33;33,33;2509,89;5,48;30,67;42,16;19,97;36,68540786;75,48;86,61;65,84;94,91;130,04;11,03;38,08;70,71;4;14,3;13;35,1;4,55;7,7;77,41;11,68;70,65;96,22;73,23;3,55;377,61;22,18;21,76;2,13;69,87;45,69;54,83;52,73;4;1,01;2;34,44;34,05;2,49;110,34;31,89;495,32;4,55;0;1
0;0;50,98;670773,18;734050,16;13787,05;ADM;53242;50632985,51;69,48;2,05;34,09;1,91;145,3;10,71;2578,79;6,02;80,97;1,84;72,69;11,26;77,29;90,1;56,59;92,2;35,34;3,88;30,11;35,75;3,9;16,6;12,1;39,4;4,5;9,3;73,52;6,55;46,99;89,88;72,29;1,97;414,97;24,32;5,65;1,59;72,3;67,37;60,94;40,49;2;1,01;2;23,57;0;6,68;77,56;19,78;501,98;4,5;0;0
0;0;48,18;463891,32;496837,22;9468,44;ADM;52473;18303597,69;36,35;15,13;21,36;1,94;46,57;15,45;592,69;4,91;37,04;18,87;26,3;28,57;57,28;82,43;57,29;87,89;26,79;11,5;8,39;22,37;5,2;5,5;14,7;41;4,7;18,8;35,01;3,6;38,13;95,11;70,86;1,7;216,21;16,89;5,59;2,69;115,4;153,48;53,36;22,75;2;0,74;2;22,74;1,45;3,64;68,97;27,15;491,26;4,7;0;0
0;0;57,4;567643,04;641900,69;15593,74;SERV;41164;54974431,38;16,89;2,33;68,42;2,46;204,39;19,55;614,61;4,41;81,04;1,59;89,23;48,36;83,04;74,33;55,5;88,93;27,15;9,01;11,17;20,1;1,8;7,2;10,4;35,6;4,35;15,9;99,88;21,7;92,41;95,36;72,87;1,9;442,76;22,01;6,7;1,55;2,6;0,89;52,18;33,52;8;0,83;4;21,23;3,51;10,76;72,11;17,33;498,21;4,35;0;0
0;0;55,5;202003,59;210370,98;8624,59;ADM;24392;4124095,92;13,5;0,35;41,54;4,15;165,34;27,61;1164,32;3,98;88,55;77,07;31,64;46,59;43,68;39,56;38,54;85,18;15,08;1,7;20,72;8,29;3,8;4,2;9,3;41,1;4,15;18,2;67,9;0,07;47,49;92,38;72,6;2,51;410,84;20,66;6,63;6,65;2,87;17,82;45,77;1,61;3;1,42;4;19,63;0,56;9,86;3,31;33,6;500,64;4,15;0;0
1;0;55,65;213521,84;240524,22;11027,66;ADM;21811;19816231,02;59,03;0,26;79,26;4,74;108,58;12,7;270,51;4,88;77,77;20,57;65,79;2,16;73,93;68,45;63,07;90,85;119,11;9,43;18,97;47,42;1,4;3,5;6,3;37;4,7;18,5;98,22;6,71;68,38;96,02;72,06;2,3;302,4;22,82;0,95;5,53;3,83;1,42;51,49;40,98;4;0,99;4;19,05;0;1,66;0;42,9;481,56;4,7;0;0
0;0;53,21;94728,37;96042,73;9150,41;ADM;10496;4327900,95;0;0;67,87;9,87;53,25;23,38;2686,74;5,52;82,91;19,66;89,51;52,73;34,84;88,87;95,89;96,29;68,12;0;18,8;26,86;3,7;8,8;16,3;53,5;4;6,3;90,76;3,26;72,08;86,04;71,51;0,46;495,31;20,08;0;0,79;10,33;8,06;52,85;8,61;2;0,82;2;35,53;0;4,29;112,45;22,28;470,82;4;0;0
1;0;54,68;814341,19;935129,08;12835,31;ADM;72856;172231160,9;75,83;0,2;29,23;2,78;187,78;17,1;543,54;3,67;78,95;0,99;86,55;16,4;84,88;71,53;46,8;93,19;88;5,99;21,91;38,35;2,7;12,6;13,2;41,8;4,45;6,7;88,68;10,4;66,58;95,15;72,87;2,06;402,6;21,73;2,74;5,82;3,87;0,82;50,04;43,88;2;1,01;3;18,36;0,26;0,66;74,9;17,69;518,22;4,45;0;0
0;0;47,78;187611,4;196168,1;9888;ADM;19839;9289934,55;92,17;0,04;60,48;5,04;160,7;18,32;327,64;4,3;7,03;65,44;6,35;53,51;59,7;82,08;55,89;89,84;56,04;2,02;29,46;19,64;3,5;16,1;8,1;43,6;4,05;6,2;57,26;5,26;50,02;75,84;68,41;2,61;421,03;17,44;4,91;1,45;18,5;27,49;55,48;55,98;2;1,02;1;23,44;0,65;1,26;187,56;19,83;496,62;4,4;0;0
0;0;45,83;1032550,09;1072244,49;48203,76;EXT;22244;22125456,23;58,33;0,87;18,31;4,58;69,15;14,02;989,03;3,84;19,08;32,29;7,63;47,67;41,56;71,94;62,4;89,26;17,78;25,71;108,77;24,17;4,4;14,8;17,5;62,4;3,35;12;32,76;20,49;11,34;59,24;72;1,99;373,83;18,18;3,63;1,25;124,88;377,08;58,25;47,52;8;0,88;4;23,83;0,18;20,03;5,14;31,13;483,99;3,35;0;0
0;0;53,37;342377,08;371642,16;14790,55;ADM;25127;21925325,83;91,12;0,02;72,01;1,66;219,06;13,12;1321,29;3,97;81,5;34,1;40,62;49,06;67,77;81,21;50,89;91,89;31,14;8,01;24,37;20,31;3,7;5,2;14,3;52;3,95;20;79,93;9,75;83,02;94,8;70,85;1,71;427,42;21,88;5,69;2,12;4,46;7,72;52,06;58,71;6;1,25;2;17,32;0,53;8,05;0;17,38;499,03;3,95;0;0
0;0;44,89;1203723,48;1381971,63;18185,03;ADM;75995;63338925,2;63,48;1,24;18,81;1,34;86,82;16,53;1323,77;4,77;17,13;1,19;12,76;37,67;83,38;80,96;65,42;95,38;32,97;19,06;61,7;70,96;10,6;25,8;14,7;46,9;3,45;4,4;69,27;18,23;66,43;71,63;71,43;3,12;324,28;20,19;6,17;2,65;46,39;149,63;50,01;45,36;7;0,88;2;24,46;0,38;55,63;44,47;41,28;489,75;3,45;0;0
1;0;57,24;5523564,5;6390528,31;20725,66;SERV;308339;745058868,8;17,84;2,75;62,65;0,33;110,41;18,59;490,69;5,33;52,16;73,26;50,61;46,26;69,22;79,91;70,9;89,96;34,22;1,78;23,2;15,06;0,4;6,2;8,8;29;5,1;7;77,27;4,38;91,92;94,72;73,44;2;415,32;16,84;9,64;3,04;7,73;13,41;50,58;11,47;6;0,94;7;16,47;4,44;1,44;317,42;32,35;543,14;5,1;0;0
