IBGE;IPSAMZ14;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1504059;52,76;61,75;47,41;49,11;92,33;29,47;79,13;46,08;48,07;15,56;75,21;50,82;36,12;59,39;100,00;0,92;14,49;1,62;3,34;20,06;3,40;18,81;13,80;48,77;77,48;84,35;84,43;71,58;72,21;6,00;17,03;4,00;22,41;2,40;38,90;55,90;3,95;12,60;4,74;7,21;78,72;12,44;30,08;100,28;143,73;43,45;7,07;0,00;95,30;0,00;9,10;0,91;81,82;3,26;5,00;7,00;2,00;30,60;220,93;21,58;0,00;1,00;0,00;0,00;1,00;1,63;0,69
1504109;56,70;76,88;47,07;46,16;92,65;66,49;60,34;88,03;38,72;6,62;83,03;59,90;28,29;54,96;94,37;7,01;17,09;0,00;0,00;23,47;4,08;88,50;44,29;52,02;35,01;92,49;48,24;58,46;0,00;1,00;3,91;2,00;28,03;5,50;36,40;67,80;2,95;14,00;1,99;3,64;35,29;3,22;46,93;35,20;140,80;23,47;0,00;0,52;50,74;0,35;12,59;2,55;77,78;2,78;2,00;5,00;1,00;30,77;219,81;38,46;0,00;1,00;50,14;0,00;1,00;10,05;6,66
1504208;57,04;58,71;61,46;50,95;93,16;31,99;82,18;27,50;59,27;35,21;85,15;66,20;15,90;75,15;80,59;32,17;13,46;0,78;1,82;14,18;5,67;37,89;17,60;32,04;77,41;86,27;90,99;74,89;138,06;6,00;78,49;6,00;46,27;3,10;26,70;48,20;4,00;7,80;7,95;24,98;186,23;15,46;26,17;43,99;105,79;26,90;2,54;27,93;55,99;2,03;25,28;1,31;61,90;3,70;5,00;7,00;7,00;24,75;34,69;20,75;1,85;2,00;25,19;14,10;2,00;49,06;28,78
1504307;55,07;61,19;51,72;52,30;92,09;41,29;58,38;53,00;46,96;7,16;82,40;70,37;42,62;62,66;100,00;3,90;23,75;0,00;6,80;10,19;4,99;62,72;40,64;17,46;29,44;80,29;56,73;59,55;24,72;5,00;15,86;4,00;14,84;3,80;36,20;69,00;3,65;7,40;1,73;2,71;44,33;2,54;33,98;50,97;91,75;37,38;5,15;28,95;40,26;0,63;10,51;2,03;45,45;1,36;3,00;6,00;4,00;31,59;105,84;30,88;0,00;1,00;0,00;0,00;1,00;5,66;3,67
1504406;51,54;61,42;47,40;45,78;87,01;48,09;69,27;41,32;41,18;7,65;80,82;59,96;18,76;62,14;99,14;3,09;35,23;6,19;3,74;14,17;7,07;70,66;16,42;37,41;60,08;81,86;70,79;63,18;44,09;6,00;21,38;5,00;7,15;5,00;35,10;67,10;3,05;12,50;2,36;4,38;41,29;2,90;21,26;60,24;124,03;42,52;7,09;0,08;49,89;0,41;10,90;2,43;45,45;1,69;4,00;0,00;3,00;26,56;345,34;27,37;0,00;1,00;7,68;0,00;1,00;4,92;2,64
1504422;51,84;58,31;53,24;43,98;90,92;25,34;84,45;32,53;48,32;15,28;83,16;66,19;11,16;65,40;90,55;8,79;15,65;0,54;5,41;22,42;5,62;37,10;19,66;14,73;88,01;80,32;97,31;75,70;185,28;6,00;68,63;6,00;16,04;3,40;29,20;63,60;3,60;13,10;1,14;17,61;66,75;10,69;27,84;51,81;82,74;47,94;0,77;30,38;64,90;0,00;1,24;0,00;53,85;5,27;9,00;7,00;4,00;25,69;103,47;38,32;0,00;1,00;8,28;6,19;2,00;16,21;6,22
1504455;48,52;56,05;50,47;39,03;94,67;22,97;67,42;39,16;41,30;7,34;89,21;64,03;10,67;53,81;88,88;2,77;6,94;0,00;0,00;5,00;9,27;22,44;11,08;29,10;30,69;81,14;84,87;65,92;82,12;6,00;35,42;5,00;20,13;5,20;37,20;59,70;3,65;13,60;0,44;2,78;39,49;10,11;16,02;35,24;99,32;9,61;3,20;3,67;25,80;3,53;61,24;4,69;72,73;1,56;6,00;0,00;0,00;32,87;254,49;19,44;0,00;1,00;23,20;22,15;2,00;3,63;2,82
1504505;47,55;52,94;49,93;39,78;89,93;11,91;21,23;88,69;25,30;2,69;93,87;77,87;8,75;56,70;89,66;4,03;16,61;4,98;0,00;7,30;11,45;9,52;13,45;13,89;18,43;27,54;25,84;14,02;8,42;3,00;0,00;1,00;0,00;4,00;51,10;74,90;3,20;21,60;0,14;0,91;15,78;3,07;3,98;7,30;25,53;21,89;7,30;29,68;2,37;2,73;2,86;2,67;54,55;0,15;2,00;0,00;2,00;25,25;816,40;28,07;0,00;1,00;16,27;18,15;2,00;6,24;3,56
1504604;55,08;71,08;50,07;44,09;92,97;42,68;73,29;75,37;42,66;7,39;91,56;58,67;9,53;58,14;100,00;8,69;19,38;2,04;3,25;7,97;4,63;48,95;37,44;38,05;60,50;70,25;96,18;66,44;15,61;4,00;3,25;2,00;2,17;4,20;38,40;58,80;3,40;13,80;1,63;2,36;39,64;7,89;6,51;19,52;74,83;19,52;3,61;0,00;56,22;0,14;7,37;3,66;63,64;0,48;2,00;0,00;2,00;32,56;75,00;31,20;0,00;1,00;0,00;0,00;1,00;12,13;8,43
1504703;47,00;49,29;49,21;42,49;91,65;21,17;51,86;32,49;38,77;7,51;91,73;58,83;9,98;63,68;90,56;5,74;27,12;0,82;3,70;11,11;5,40;28,78;31,46;7,81;45,95;56,01;58,69;46,82;152,80;6,00;59,90;6,00;16,34;4,60;36,90;70,20;3,50;14,20;3,61;2,40;35,22;6,22;11,11;23,46;45,69;22,23;2,47;0,97;47,33;2,42;51,68;10,50;53,85;2,81;2,00;0,00;4,00;34,35;28,73;15,28;0,00;1,00;8,24;3,79;2,00;8,75;5,14
1504752;57,62;72,25;53,86;46,74;94,46;31,38;70,82;92,35;65,38;2,19;88,96;58,89;27,64;59,31;100,00;0,00;29,76;0,00;0,00;0,00;4,97;38,69;0,31;37,61;33,71;63,35;95,98;81,88;0,00;1,00;2,09;2,00;2,09;2,10;26,20;36,60;3,80;5,10;0,03;2,47;12,48;0,00;12,51;43,80;37,54;12,51;12,51;0,00;32,63;1,32;162,30;25,47;44,44;1,24;2,00;0,00;0,00;27,98;0,00;17,86;0,00;1,00;0,00;0,00;1,00;0,00;0,00
1504802;58,80;70,26;55,62;50,52;94,13;33,78;68,31;84,82;53,61;8,36;78,31;82,19;37,05;58,17;98,40;8,48;17,37;0,00;1,73;8,64;5,21;43,53;10,41;17,01;32,28;71,15;93,46;69,75;4,32;2,00;5,25;2,00;13,33;4,10;30,50;49,60;3,65;8,00;1,71;6,61;43,19;3,67;86,36;41,45;75,99;38,00;1,73;56,67;17,44;1,26;39,94;6,18;60,00;2,72;2,00;0,00;1,00;31,35;93,91;19,93;0,00;1,00;14,28;0,00;1,00;11,77;8,27
1504901;52,56;63,60;50,50;43,58;92,45;19,75;66,92;75,29;40,17;5,15;86,65;70,02;12,93;57,68;100,00;3,71;27,87;1,79;2,51;10,05;3,25;44,13;4,55;41,84;45,29;34,05;94,94;87,65;12,32;4,00;4,19;2,00;2,61;4,70;42,70;61,50;3,30;13,70;1,36;1,98;25,96;5,43;5,03;40,22;82,95;37,70;7,54;0,02;2,74;0,09;2,41;1,53;77,78;0,40;3,00;7,00;2,00;35,74;119,48;16,72;0,00;1,00;0,00;0,00;1,00;5,12;3,64
1504950;49,93;49,80;50,79;49,20;93,68;6,48;57,87;41,19;33,54;4,82;92,04;72,75;39,40;57,21;88,06;12,12;17,46;2,49;0,00;9,83;3,99;1,88;22,45;9,25;56,17;62,43;66,78;48,10;68,88;6,00;26,90;5,00;7,90;7,50;40,50;71,10;3,15;12,00;0,18;2,01;30,27;3,73;14,09;18,79;37,57;14,09;7,15;53,93;56,02;1,46;40,25;13,74;66,67;1,31;8,00;5,00;2,00;33,17;99,88;33,67;0,00;1,00;30,48;12,89;2,00;16,22;12,19
1504976;46,35;49,13;47,55;42,38;92,20;5,70;65,94;32,69;43,94;5,80;85,91;54,55;17,09;56,13;89,99;6,32;18,60;0,00;6,73;12,12;5,53;2,57;41,47;9,89;42,39;80,39;70,68;65,08;107,76;6,00;56,09;6,00;15,10;2,80;38,20;61,60;4,05;12,40;0,34;2,09;39,72;2,50;24,24;66,67;72,73;19,78;0,00;0,00;73,50;0,59;33,98;3,24;55,56;1,92;3,00;0,00;0,00;31,16;94,77;20,47;0,00;1,00;13,32;20,60;2,00;12,28;4,09
1505007;59,04;65,90;50,21;61,00;88,92;44,71;69,04;60,95;51,36;10,25;84,93;54,32;72,66;66,14;100,00;5,21;23,39;7,04;6,57;6,98;6,33;76,51;36,88;19,70;69,48;78,43;58,56;68,78;51,87;6,00;2,19;2,00;20,84;3,30;32,60;54,00;3,35;11,10;5,79;4,48;51,04;2,18;26,28;32,86;59,14;39,43;10,42;0,00;77,53;0,13;15,76;1,26;88,89;1,93;10,00;4,00;5,00;27,49;95,75;40,35;0,00;1,00;0,00;0,00;1,00;7,53;4,91
1505031;48,25;46,72;57,19;40,84;91,17;20,01;49,60;26,10;54,54;18,84;88,10;67,27;18,72;56,02;79,84;8,80;10,40;0,00;3,93;31,06;4,63;27,63;9,06;67,50;50,98;73,60;40,99;34,64;55,43;6,00;98,94;6,00;54,66;6,50;30,80;49,20;4,35;8,10;0,48;20,52;70,08;25,78;3,88;42,71;93,17;27,18;3,88;38,40;15,05;6,16;467,24;24,60;44,44;1,75;5,00;0,00;1,00;31,72;109,81;33,28;0,00;1,00;103,75;25,01;2,00;11,96;8,74
1505064;49,95;52,07;50,45;47,33;93,66;14,61;63,28;36,73;42,80;6,53;92,12;60,37;24,44;64,36;99,66;0,87;15,08;0,79;1,34;10,72;5,55;5,73;18,73;3,96;49,16;60,84;84,28;58,26;39,49;5,00;45,44;6,00;24,79;4,80;41,10;55,90;3,65;11,60;0,16;2,56;33,72;10,41;12,06;22,79;54,96;12,06;4,02;16,54;48,94;4,63;188,06;7,02;69,23;1,13;16,00;11,00;4,00;32,30;36,07;19,37;0,00;1,00;3,05;0,00;1,00;1,53;0,65
1505106;52,44;57,64;58,47;41,22;92,49;28,88;62,73;46,44;51,60;8,26;85,19;88,83;10,27;63,39;86,49;4,71;27,67;0,96;1,92;11,55;3,85;29,85;19,51;33,49;39,85;65,05;87,74;56,19;39,65;5,00;23,32;5,00;10,35;3,30;31,40;50,90;3,95;11,30;2,19;4,38;44,13;5,01;21,17;46,19;128,94;23,09;1,92;74,55;6,70;2,58;39,53;11,46;69,23;1,23;6,00;0,00;4,00;31,77;90,36;25,57;0,00;1,00;44,47;11,73;2,00;6,92;4,37
1505205;51,60;55,99;48,82;49,98;88,78;20,33;39,81;75,04;28,38;4,31;91,09;71,52;49,72;61,21;88,42;0,58;21,37;2,85;6,22;21,76;6,36;42,14;10,85;16,10;43,09;39,84;43,19;35,02;19,42;4,00;5,18;2,00;4,14;6,60;46,20;72,00;3,40;15,50;0,13;0,90;27,22;4,79;3,11;18,65;77,72;27,98;3,11;21,95;20,29;0,95;26,23;9,34;81,82;0,46;2,00;6,00;3,00;33,90;4,74;21,94;0,00;1,00;27,34;24,64;2,00;0,89;0,52
1505304;56,74;63,98;62,77;43,47;92,95;45,57;63,74;53,67;57,35;9,57;87,44;96,74;12,98;64,13;90,49;6,29;16,19;0,67;1,39;13,86;5,82;24,80;12,18;95,26;51,62;58,22;79,05;64,50;28,31;5,00;10,73;4,00;10,78;3,20;27,30;47,70;3,75;11,50;2,45;6,96;42,13;8,77;16,63;33,26;81,76;36,03;1,39;93,86;1,41;1,44;23,26;4,55;40,00;0,72;2,00;0,00;4,00;32,25;9,36;23,08;0,00;1,00;8,86;8,49;2,00;10,17;5,28
1505403;52,30;60,26;47,34;49,28;96,66;32,96;71,48;39,96;43,48;7,76;86,04;52,09;28,64;58,83;100,00;9,64;11,19;0,00;0,00;5,64;3,02;44,78;57,56;10,70;63,52;86,54;59,71;72,80;41,45;6,00;26,84;5,00;15,30;3,60;38,70;52,40;3,45;17,00;2,43;3,02;46,62;2,12;33,86;45,14;50,79;33,86;0,00;0,00;88,16;0,04;13,94;2,37;55,56;1,30;12,00;6,00;3,00;32,46;203,52;33,58;0,00;1,00;0,00;0,00;1,00;12,36;10,01
1505437;56,84;60,64;62,24;47,63;88,79;50,36;74,32;29,09;57,24;12,57;86,93;92,23;10,78;67,38;99,22;13,15;19,46;2,99;12,38;18,56;4,77;69,02;65,59;47,38;68,20;78,21;79,76;70,72;64,29;6,00;41,23;6,00;36,70;4,00;30,10;40,90;4,10;7,30;0,57;6,81;55,73;22,21;18,56;40,22;61,88;34,04;4,42;85,77;12,09;0,85;31,22;4,23;72,73;1,79;4,00;0,00;5,00;27,99;91,69;28,89;0,00;1,00;6,94;0,00;1,00;21,25;11,07
1505486;46,59;46,02;49,35;44,40;92,79;10,27;51,80;29,21;42,67;5,00;92,99;56,75;23,32;61,62;88,69;3,95;12,80;2,21;2,13;12,77;5,57;1,75;9,63;9,08;32,26;53,19;65,15;52,94;72,30;6,00;56,37;6,00;36,03;4,80;46,60;54,50;3,95;9,10;0,23;3,96;26,01;4,17;17,03;21,28;59,59;2,13;2,13;0,01;44,99;2,67;166,33;14,21;81,82;0,87;5,00;5,00;3,00;32,32;60,24;22,72;0,00;1,00;24,87;14,17;2,00;5,80;3,66
1505494;48,14;52,24;49,99;42,19;87,21;36,42;52,36;32,99;49,51;14,04;83,93;52,46;10,21;54,28;100,00;4,28;10,00;10,00;0,00;33,47;4,44;79,45;13,47;69,22;32,23;79,54;61,75;34,67;47,87;6,00;48,58;6,00;13,32;4,00;37,40;61,30;3,50;7,60;7,92;3,37;39,52;27,94;13,32;39,49;92,15;39,49;13,39;0,00;82,14;0,59;48,55;4,02;66,67;1,48;2,00;0,00;2,00;36,00;380,03;24,00;0,00;1,00;0,00;0,00;1,00;5,51;4,43
1505502;52,56;58,75;55,68;43,27;93,64;36,35;72,70;32,32;57,99;18,02;84,99;61,69;10,69;68,08;80,44;13,86;19,33;0,00;0,89;10,74;5,43;65,64;12,85;69,05;69,86;91,28;56,44;71,13;77,26;6,00;58,85;6,00;17,33;3,20;27,70;52,40;4,40;10,30;7,17;13,34;78,10;10,28;25,05;39,37;93,95;30,42;6,26;5,38;45,00;0,77;42,75;4,86;69,23;2,10;7,00;0,00;6,00;28,85;352,96;18,12;0,92;2,00;26,51;11,96;2,00;19,99;13,08
1505536;61,86;66,49;68,68;50,40;93,89;60,82;82,29;28,98;71,11;24,55;89,60;89,46;31,01;75,79;75,87;18,92;17,72;1,12;1,31;7,39;5,15;69,66;43,37;77,45;89,44;68,15;86,62;86,50;101,62;6,00;70,45;6,00;37,41;3,10;15,70;38,50;4,60;2,90;7,43;16,55;95,51;30,15;15,77;28,10;74,92;23,17;1,97;78,11;18,21;0,78;7,60;0,23;66,67;10,25;2,00;0,00;7,00;23,04;33,37;24,07;0,91;2,00;67,28;36,74;2,00;31,21;15,54
1505551;47,58;49,53;45,96;47,26;74,95;14,69;68,61;39,88;43,79;8,33;72,05;59,66;27,14;51,78;96,12;13,99;43,80;0,00;18,00;89,98;3,77;50,90;31,25;47,23;52,71;74,41;86,28;60,20;79,18;6,00;12,00;4,00;59,67;6,60;38,80;61,30;3,40;6,80;0,58;2,61;56,43;4,44;89,98;53,99;107,97;71,98;0,00;11,96;55,86;0,41;86,61;18,63;88,89;2,66;2,00;0,00;0,00;37,23;224,34;16,06;0,00;1,00;34,58;0,00;1,00;19,69;13,48
1505601;49,75;58,42;46,21;44,63;83,70;50,78;60,14;39,07;43,81;6,57;81,14;53,32;10,72;57,88;100,00;9,93;16,81;0,00;12,72;25,42;18,18;67,97;39,25;22,13;50,15;79,49;50,61;57,31;61,30;6,00;20,75;5,00;20,64;2,30;37,90;57,00;3,90;16,30;4,43;6,32;18,64;3,05;37,16;37,16;210,58;24,77;0,00;0,00;80,07;0,23;37,26;2,28;66,67;2,54;2,00;7,00;3,00;34,45;91,61;38,66;0,00;1,00;0,00;0,00;1,00;13,20;10,02
1505635;45,90;48,46;46,48;42,75;92,77;5,42;66,48;29,17;43,75;5,21;86,07;50,89;9,73;54,65;100,00;6,60;25,97;0,00;0,00;7,70;7,19;25,15;13,88;27,21;35,46;77,75;75,07;70,24;65,64;6,00;41,14;6,00;36,23;6,80;36,80;51,90;3,85;9,90;0,15;3,17;28,04;5,55;30,81;23,11;100,13;23,11;7,70;0,00;87,43;0,38;80,85;3,93;66,67;0,47;8,00;0,00;0,00;27,92;36,25;50,65;0,00;1,00;0,00;0,00;1,00;9,14;6,46
1505650;49,93;56,01;54,46;39,32;93,56;4,94;66,49;59,05;55,70;2,97;93,20;65,96;39,44;55,69;57,50;4,64;16,72;3,34;0,00;3,30;6,04;4,16;8,02;10,93;36,38;69,39;86,28;68,19;12,60;4,00;15,13;4,00;12,44;0,10;32,10;60,80;3,90;8,10;0,73;2,19;17,04;0,14;16,51;13,20;42,91;9,90;3,92;20,63;26,98;8,15;114,68;11,03;45,45;0,32;2,00;0,00;1,00;30,43;488,21;17,06;23,81;5,00;15,38;11,02;2,00;6,35;4,58
1505700;55,33;64,97;51,17;49,84;91,93;35,62;70,72;61,61;39,96;6,01;88,65;70,07;35,99;60,13;100,00;3,26;15,06;3,39;0,00;13,07;6,66;54,87;28,49;32,32;45,78;61,04;96,10;75,58;20,08;5,00;7,90;3,00;6,96;6,10;36,30;64,70;3,45;13,80;1,24;2,51;33,30;4,88;9,80;29,40;68,61;35,94;3,69;0,00;2,17;0,00;6,97;1,68;66,67;0,21;2,00;0,00;4,00;33,73;124,63;38,55;0,00;1,00;0,00;0,00;1,00;4,76;3,04
1505809;47,81;49,90;47,15;46,36;93,84;16,78;46,94;42,05;24,68;4,35;91,04;68,54;13,68;65,00;99,58;7,20;19,59;2,03;3,27;9,82;1,79;19,87;19,84;3,24;40,15;45,99;60,71;41,48;45,49;6,00;24,34;5,00;2,73;9,20;52,00;68,00;3,65;15,10;0,18;1,71;26,66;3,90;8,18;26,18;40,90;29,45;3,27;7,50;6,41;5,51;32,12;11,18;53,85;0,21;6,00;9,00;4,00;32,03;60,89;14,26;0,00;1,00;3,71;0,00;1,00;10,21;6,89
1505908;52,48;58,28;50,54;48,63;89,85;27,72;40,92;74,63;15,93;5,74;92,32;88,17;50,06;52,31;90,87;1,28;26,67;2,96;7,42;7,42;7,00;52,27;10,67;48,17;31,17;58,20;39,40;33,51;17,76;4,00;4,23;2,00;6,59;15,40;57,50;74,80;2,80;10,70;0,17;2,87;32,42;6,14;9,89;9,89;51,91;27,19;2,47;74,34;6,23;5,37;45,01;8,47;53,85;0,21;5,00;8,00;1,00;38,67;237,38;20,00;0,00;1,00;5,52;6,51;2,00;2,18;1,01
1506005;54,63;62,42;50,71;50,75;93,27;25,58;62,43;68,40;40,94;5,04;87,05;69,80;48,23;58,36;89,89;6,51;21,37;3,05;0,00;3,35;5,67;53,15;16,62;26,31;20,50;63,52;87,30;69,43;23,36;5,00;5,60;2,00;10,06;6,20;38,70;68,40;3,65;7,10;1,11;3,60;27,46;1,73;36,81;33,46;83,65;13,38;3,35;20,05;11,73;5,22;94,42;15,71;63,64;0,17;4,00;0,00;2,00;34,81;99,01;17,40;0,00;1,00;14,18;8,75;2,00;9,60;6,01
1506104;52,92;69,44;44,54;44,77;85,67;58,75;64,33;69,02;36,40;11,16;74,71;55,90;14,61;56,18;100,00;8,30;20,73;5,18;9,27;37,06;4,02;65,45;5,06;58,34;51,26;86,18;57,01;59,64;22,58;5,00;3,09;2,00;6,31;4,40;39,40;62,90;3,05;20,20;4,54;7,27;54,41;3,76;55,60;92,66;101,93;37,06;9,46;0,00;69,18;0,27;18,47;2,01;55,56;1,91;12,00;7,00;2,00;32,12;157,68;42,49;0,00;1,00;0,00;0,00;1,00;11,95;7,84
1506112;55,15;72,45;48,75;44,23;86,96;39,99;72,27;90,59;36,95;5,87;86,10;66,10;15,08;55,49;100,00;6,36;11,56;5,29;7,40;37,00;4,51;34,36;40,74;34,48;67,63;83,18;71,95;66,11;0,00;1,00;2,47;2,00;12,68;3,00;40,60;69,60;3,05;19,60;2,20;3,26;30,47;2,18;14,80;51,81;103,61;29,60;0,00;3,35;26,46;0,13;3,27;1,01;66,67;1,31;11,00;7,00;4,00;35,84;272,70;53,76;0,00;1,00;0,00;0,00;1,00;8,34;6,49
1506138;52,81;53,65;54,86;49,90;92,61;19,83;80,26;21,91;58,45;22,62;82,25;56,13;22,75;69,24;90,09;17,52;20,59;0,61;2,06;13,10;5,36;31,65;13,27;35,49;82,55;90,39;77,54;72,13;83,92;6,00;59,69;6,00;79,84;3,50;25,20;44,90;3,55;8,50;10,40;15,43;95,97;12,82;29,76;42,86;120,24;45,24;2,38;0,37;69,35;0,15;12,32;1,77;66,67;2,92;4,00;0,00;5,00;27,38;62,32;19,81;0,00;1,00;12,44;13,49;2,00;27,43;15,25
1506161;52,53;63,05;50,31;44,25;91,44;18,90;76,81;65,04;57,78;14,12;77,99;51,34;11,62;56,63;100,00;8,74;6,49;6,49;0,00;16,50;5,65;31,95;11,26;19,97;72,68;91,69;72,81;69,74;19,91;4,00;7,38;3,00;20,35;4,10;27,50;41,20;3,90;8,90;0,43;8,50;81,14;11,72;21,99;54,99;104,48;60,49;16,50;0,00;81,90;0,44;91,49;10,24;63,64;4,84;4,00;0,00;2,00;33,77;141,05;32,47;0,00;1,00;0,00;0,00;1,00;11,88;8,67
1506187;53,75;57,67;51,29;52,30;91,73;37,01;71,35;30,59;57,31;9,69;83,01;55,15;36,56;64,43;99,53;8,70;19,35;1,33;3,85;13,49;5,96;79,64;15,79;75,44;73,49;89,30;64,17;60,03;88,34;6,00;64,75;6,00;27,75;3,30;31,10;41,60;4,20;10,00;0,36;9,39;47,66;7,18;32,75;46,24;127,16;30,83;1,93;0,05;66,55;1,20;62,40;5,76;61,54;1,48;2,00;5,00;3,00;28,42;68,66;19,49;0,00;1,00;4,16;0,00;1,00;11,38;8,89
1506195;52,90;62,18;51,37;45,15;94,60;18,28;63,79;72,06;36,90;4,68;93,70;70,22;25,60;59,63;89,94;5,44;18,77;0,00;2,27;2,02;5,93;36,86;22,44;100,00;49,00;74,34;60,32;67,01;7,51;3,00;7,18;3,00;12,12;11,10;43,40;61,70;3,60;9,70;0,09;2,99;19,23;8,80;4,04;22,22;54,54;10,10;2,42;26,26;27,12;4,95;37,80;6,09;53,85;0,57;2,00;0,00;2,00;29,22;290,51;21,72;0,00;1,00;13,80;7,02;2,00;7,33;5,44
1506203;56,23;65,42;53,34;49,94;92,80;58,82;69,95;40,11;47,62;16,76;82,00;66,98;30,12;62,03;100,00;7,61;14,95;1,43;4,95;12,37;4,45;61,70;23,86;69,97;73,80;73,79;79,07;57,05;63,21;6,00;39,64;5,00;14,38;5,50;30,10;56,80;3,10;11,00;4,38;10,40;89,26;7,89;59,37;42,05;103,90;17,32;4,95;4,02;15,29;5,73;2,09;0,29;69,23;2,65;8,00;5,00;5,00;31,25;121,32;51,77;0,00;1,00;0,00;0,00;1,00;10,69;7,34
1506302;53,56;65,51;49,84;45,33;93,01;45,53;58,81;64,70;42,31;9,51;80,18;67,38;10,59;58,88;100,00;11,87;25,79;0,00;4,86;4,27;5,44;72,46;7,74;23,52;31,62;54,01;78,25;65,55;16,02;4,00;8,71;3,00;22,35;5,70;39,00;57,60;3,50;13,80;2,31;4,77;45,70;10,12;25,61;68,31;183,57;21,35;4,27;0,00;13,12;1,25;3,90;2,87;63,64;2,68;3,00;6,00;4,00;31,23;288,26;49,00;0,00;1,00;0,00;0,00;1,00;16,60;11,51
1506351;54,77;64,64;51,71;47,95;91,71;44,77;68,85;53,24;52,28;15,73;80,33;58,51;21,87;65,47;100,00;4,46;29,33;0,00;0,00;18,72;4,54;76,02;27,85;31,65;54,23;72,17;85,63;62,45;19,49;4,00;20,04;5,00;3,46;4,80;31,20;46,00;3,45;11,20;4,08;11,29;67,89;15,50;24,15;48,30;96,60;67,62;4,83;0,00;58,52;0,15;4,86;0,27;100,00;6,20;4,00;6,00;5,00;28,15;82,39;43,11;0,00;1,00;0,00;0,00;1,00;6,25;4,32
1506401;57,85;78,41;49,72;45,43;93,82;52,38;67,42;100,00;35,50;6,44;86,58;70,34;25,39;49,32;100,00;7,00;22,73;0,00;0,00;10,85;4,43;86,07;24,67;45,70;45,51;90,68;69,00;60,35;0,00;1,00;0,00;1,00;0,00;4,50;40,10;71,50;3,50;12,50;0,52;2,26;40,33;5,03;20,12;60,37;110,68;10,06;0,00;0,00;0,00;0,00;9,54;3,35;55,56;0,11;2,00;0,00;1,00;31,82;579,84;52,27;0,00;1,00;0,00;0,00;1,00;11,53;5,77
1506500;52,65;58,80;50,61;48,56;93,39;37,04;73,32;31,43;47,74;19,39;79,90;55,39;26,00;64,12;98,55;5,57;21,47;2,04;1,43;4,30;5,35;67,64;12,83;62,07;69,01;76,89;71,13;74,76;73,04;6,00;41,96;6,00;22,65;4,30;30,40;53,30;3,50;12,70;8,71;13,67;70,21;18,79;57,35;50,18;90,33;43,01;1,43;1,31;75,20;0,22;6,57;0,22;69,23;3,08;2,00;3,00;4,00;27,71;126,39;36,91;0,00;1,00;12,92;0,00;1,00;8,08;5,23
1506559;49,16;53,99;48,64;44,84;92,03;20,28;66,77;36,89;44,45;8,15;82,46;59,48;20,31;56,71;100,00;2,35;17,75;2,96;5,04;10,07;4,63;8,71;38,30;9,18;53,26;76,48;62,95;70,16;45,24;6,00;23,65;5,00;33,77;4,70;39,20;48,80;3,00;12,90;4,26;4,49;39,13;2,06;35,26;60,45;141,04;20,15;0,00;28,68;92,08;0,05;26,08;2,00;63,64;2,32;2,00;7,00;2,00;33,43;60,63;38,76;0,00;1,00;0,00;0,00;1,00;3,14;2,37
1506583;50,61;55,52;47,83;48,49;88,21;20,94;62,81;50,12;44,92;3,96;89,32;53,10;23,15;59,24;100,00;11,55;55,25;0,00;5,51;10,86;5,43;54,20;26,45;8,38;42,83;50,97;85,07;68,76;21,35;5,00;14,76;4,00;32,12;4,80;34,40;64,50;4,05;4,80;0,17;7,01;10,07;3,81;9,50;28,51;71,29;19,01;9,50;0,16;56,91;1,02;200,04;29,00;72,73;1,80;8,00;0,00;2,00;31,49;122,36;24,86;0,00;1,00;0,00;0,00;1,00;15,95;11,32
1506609;51,13;60,68;46,61;46,08;95,86;40,21;70,95;35,71;36,15;14,68;84,06;51,56;21,21;60,15;100,00;2,97;8,04;0,00;0,00;8,09;4,91;73,35;38,09;40,58;65,10;82,08;68,86;66,76;59,43;6,00;38,86;5,00;40,84;6,10;38,00;62,10;3,50;16,10;8,10;6,90;70,36;4,64;36,40;32,36;97,07;20,22;12,13;0,00;90,98;0,30;7,94;1,86;72,73;2,90;6,00;0,00;2,00;29,49;107,86;28,42;0,00;1,00;0,00;0,00;1,00;4,41;2,73
1506708;50,23;54,39;48,80;47,51;94,15;14,18;71,29;37,94;38,66;6,31;94,43;55,82;23,20;57,40;100,00;9,44;14,04;0,00;1,72;7,02;6,76;14,28;22,52;15,15;72,29;69,31;86,20;60,74;42,20;6,00;30,15;5,00;27,45;7,10;36,30;46,90;3,10;12,60;2,06;6,27;23,23;4,82;4,21;9,83;59,00;11,24;2,81;0,00;61,95;1,20;68,98;7,76;53,33;0,58;7,00;0,00;3,00;34,74;409,32;20,18;0,00;1,00;0,00;0,00;1,00;16,38;7,27
