IBGE;IPSAMZ14;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1100015;55,40;60,20;57,37;48,64;95,15;26,73;74,76;44,15;67,28;12,25;79,04;70,91;20,70;69,31;97,11;7,44;5,87;0,00;4,24;8,63;4,84;17,06;23,95;38,91;48,71;81,79;95,42;69,57;30,28;5,00;31,28;5,00;24,14;3,50;24,30;26,40;4,65;10,50;5,98;13,89;43,01;2,60;8,63;77,70;155,39;51,80;4,32;28,08;31,99;0,98;52,87;3,34;100,00;3,12;12,00;0,00;3,00;20,23;110,13;18,77;0,00;1,00;25,77;0,00;1,00;11,27;6,71
1100023;56,70;59,06;59,30;51,73;93,92;30,39;83,60;28,32;69,31;32,95;79,71;55,24;40,63;75,93;76,37;13,98;16,39;1,21;2,02;10,36;3,86;27,42;23,53;36,94;85,06;95,40;83,98;72,15;105,29;6,00;60,28;6,00;41,34;2,10;22,00;26,90;4,55;9,10;22,43;34,19;92,92;10,88;29,20;71,58;109,26;44,27;4,71;0,00;71,67;0,94;20,77;0,71;84,62;2,17;5,00;0,00;8,00;23,50;240,97;22,89;0,00;1,00;58,75;62,99;3,00;20,75;12,85
1100031;58,91;74,18;54,79;47,76;88,09;32,63;77,92;98,07;75,61;15,28;74,52;53,73;32,30;69,32;79,09;10,33;26,67;0,00;0,00;36,78;7,06;22,78;64,59;28,84;51,48;94,38;98,13;65,19;0,00;1,00;0,00;1,00;11,57;0,80;15,80;20,70;4,85;5,90;5,19;13,30;72,18;3,75;36,78;91,95;91,95;46,11;18,39;0,00;73,80;0,76;79,10;2,62;88,89;3,74;5,00;0,00;3,00;16,00;110,30;38,67;0,00;1,00;34,55;71,33;3,00;14,79;9,81
1100049;61,12;72,69;60,61;50,07;91,96;70,29;88,35;40,17;78,12;32,41;74,85;57,07;21,56;80,29;80,46;17,97;20,66;0,77;3,54;14,15;5,56;72,77;45,96;78,81;75,81;97,00;97,80;81,70;29,14;5,00;22,84;5,00;48,02;1,50;16,00;24,90;5,15;4,80;22,42;31,74;96,66;9,45;31,83;96,68;168,61;41,27;5,90;0,81;65,48;0,38;14,85;0,17;75,00;4,17;6,00;8,00;7,00;16,99;55,11;17,52;0,68;2,00;26,38;20,89;2,00;27,45;16,06
1100056;54,45;62,61;62,51;38,23;87,81;32,60;79,23;50,78;73,72;29,29;70,79;76,25;26,71;64,04;52,55;9,64;20,00;0,00;9,03;36,49;5,11;21,10;34,75;44,54;78,84;93,34;98,87;52,03;36,09;5,00;16,02;4,00;28,13;1,90;19,80;22,20;4,90;11,30;18,97;27,54;96,86;7,58;18,24;115,54;164,19;66,89;11,87;41,26;28,83;0,57;20,13;1,33;77,78;3,33;7,00;3,00;3,00;21,20;313,97;40,40;0,00;1,00;270,97;51,81;3,00;14,16;8,94
1100064;60,69;72,41;58,31;51,35;92,17;54,60;66,33;76,54;77,93;29,04;73,08;53,19;30,91;65,37;100,00;9,12;14,65;0,00;6,16;12,33;6,98;56,10;17,68;70,09;64,90;94,35;62,09;46,32;6,70;3,00;2,05;2,00;29,12;0,80;16,10;17,10;5,05;10,10;17,51;26,23;105,23;6,59;30,81;86,28;129,41;80,11;6,16;0,00;81,60;0,11;37,28;0,31;72,73;3,37;2,00;4,00;2,00;16,85;211,03;42,12;0,00;1,00;0,00;0,00;1,00;16,05;6,89
1100072;53,16;56,26;56,68;46,55;87,13;14,62;70,60;52,70;69,50;15,24;85,54;56,42;14,03;65,19;100,00;6,97;32,00;0,00;11,55;23,45;6,88;12,38;14,46;17,22;29,21;84,97;88,19;71,44;27,75;5,00;12,72;4,00;16,63;1,80;26,40;29,60;4,85;8,70;7,22;11,92;69,55;2,21;13,22;52,86;66,08;26,43;11,72;8,33;70,20;0,22;105,86;5,20;77,78;2,69;8,00;0,00;2,00;17,60;295,85;34,40;0,00;1,00;0,00;0,00;1,00;10,96;6,04
1100080;56,50;61,94;55,78;51,78;91,24;21,41;67,74;67,37;54,45;12,19;85,79;70,67;43,18;56,53;100,00;7,42;18,73;0,00;11,20;16,80;3,66;13,60;54,61;14,75;47,18;75,51;97,33;51,41;22,59;5,00;3,73;2,00;16,25;3,50;30,00;46,10;4,00;12,70;4,28;14,23;41,73;7,06;5,60;50,41;67,21;22,40;17,83;34,15;34,23;3,61;84,51;6,24;88,89;1,72;6,00;4,00;1,00;32,21;106,23;27,34;0,00;1,00;0,00;0,00;1,00;10,58;7,07
1100098;58,60;64,46;61,01;50,35;92,78;25,79;78,12;61,14;78,21;15,89;80,49;69,45;19,73;72,77;100,00;8,88;24,19;2,10;0,00;6,24;5,94;21,95;17,50;33,98;62,23;92,87;91,38;65,39;24,34;5,00;9,46;3,00;9,77;1,40;19,20;26,60;5,35;3,60;10,34;17,38;45,82;4,30;9,36;81,13;102,97;49,93;6,24;31,08;46,16;0,59;31,44;1,86;81,82;3,68;3,00;0,00;5,00;20,77;174,90;17,14;0,00;1,00;0,00;0,00;1,00;12,98;8,27
1100106;53,21;60,18;64,23;35,23;88,76;34,40;72,15;45,43;57,36;24,29;80,12;95,14;9,87;54,09;67,72;9,25;22,75;1,08;10,92;26,21;3,80;30,70;33,90;38,79;75,72;86,26;91,07;42,90;27,65;5,00;20,28;5,00;16,45;2,90;34,10;37,50;4,10;11,50;15,28;28,33;61,33;10,83;41,50;61,16;113,58;39,32;2,18;91,94;5,86;2,85;17,04;1,94;63,64;1,19;7,00;8,00;2,00;26,98;129,29;84,29;0,22;2,00;63,96;45,26;3,00;12,66;9,13
1100114;55,74;59,51;58,17;49,54;92,99;27,49;80,29;37,26;70,18;27,44;81,39;53,66;25,26;72,42;87,25;13,23;11,53;1,13;3,85;9,63;6,93;20,65;27,02;35,43;69,29;96,52;98,61;59,17;54,72;6,00;34,03;5,00;31,50;2,00;23,00;26,90;4,40;9,50;16,34;25,53;97,98;6,50;34,66;61,62;94,35;38,51;3,85;5,47;88,25;0,08;24,24;0,13;60,00;3,93;5,00;0,00;5,00;21,22;63,82;24,91;0,00;1,00;37,75;15,36;2,00;18,68;12,72
1100122;62,57;68,77;66,47;52,45;94,38;44,33;79,85;56,52;71,27;32,37;82,84;79,40;26,60;79,78;90,23;13,21;15,34;1,02;0,78;9,38;4,31;35,00;51,49;51,52;83,62;97,19;73,57;67,29;22,55;5,00;9,71;3,00;37,57;2,10;21,30;26,20;4,80;8,50;23,67;39,55;65,32;13,60;13,29;50,04;150,89;42,22;1,63;56,88;37,46;0,19;10,04;0,26;70,59;5,43;2,00;0,00;7,00;18,25;51,12;15,59;0,00;1,00;11,21;6,67;2,00;19,33;12,29
1100130;53,60;56,64;57,37;46,79;93,53;27,46;74,33;31,25;58,40;12,38;89,16;69,52;20,00;67,78;88,81;10,57;13,81;1,95;4,69;2,56;6,35;28,05;14,30;32,91;43,50;81,42;94,90;72,26;61,07;6,00;45,62;6,00;23,75;1,70;30,70;34,50;4,40;14,90;11,64;9,28;30,53;4,58;12,79;35,81;74,17;23,02;2,56;37,12;35,93;6,80;108,66;9,99;61,54;1,98;3,00;5,00;4,00;27,02;49,17;17,75;0,00;1,00;23,81;9,94;2,00;14,17;10,60
1100148;51,01;55,26;56,59;41,17;90,51;23,15;61,94;45,43;80,12;9,53;82,21;54,50;17,64;65,84;73,89;7,32;19,69;0,00;12,43;9,92;7,14;21,27;9,52;31,61;35,20;28,14;98,41;80,24;23,83;5,00;32,96;5,00;16,43;0,20;21,90;41,80;5,85;3,00;4,19;7,26;45,02;1,60;14,66;68,43;141,75;9,78;14,66;0,00;75,84;0,47;21,20;0,93;88,89;3,49;2,00;6,00;2,00;23,23;101,06;15,75;0,00;1,00;80,91;82,85;3,00;10,92;6,69
1100155;58,41;65,61;56,39;53,23;92,63;41,72;85,10;43,01;68,65;29,74;74,99;52,18;30,43;70,80;99,42;12,29;7,42;1,48;5,50;13,76;6,18;37,25;25,77;54,17;76,16;97,51;97,92;70,23;23,04;5,00;25,35;5,00;30,96;2,70;24,00;28,80;4,85;8,40;17,77;29,29;101,71;7,08;27,52;88,06;176,11;55,04;2,75;0,00;87,67;0,08;23,97;0,22;66,67;3,45;6,00;0,00;3,00;18,84;89,09;15,58;0,00;1,00;5,20;0,00;1,00;17,82;11,55
1100189;60,93;73,07;60,48;49,24;92,01;63,03;82,03;55,23;73,67;28,09;78,33;61,83;9,66;73,87;89,58;23,85;23,45;1,72;4,41;19,21;1,19;64,61;29,71;76,76;83,12;96,98;92,69;60,10;16,61;4,00;16,84;4,00;35,38;1,90;20,60;24,80;5,00;6,50;15,35;28,76;94,90;9,40;35,68;74,11;139,98;30,19;8,23;0,94;38,48;1,79;28,08;3,00;46,15;3,25;4,00;0,00;5,00;18,59;6,06;30,15;0,00;1,00;16,97;11,45;2,00;37,95;20,41
1100205;59,53;58,80;66,77;53,02;91,92;34,77;81,04;27,46;59,58;51,28;81,81;74,41;30,62;75,91;58,62;46,92;15,44;1,10;2,50;20,79;4,83;28,14;57,97;31,43;84,97;75,49;93,68;73,43;60,06;6,00;40,38;6,00;46,50;3,40;28,30;32,50;3,90;13,00;26,84;54,21;154,06;30,19;12,32;66,41;86,04;52,16;6,74;41,43;25,64;8,24;29,27;2,28;61,90;4,30;5,00;5,00;7,00;21,27;59,68;29,84;2,74;3,00;73,17;63,40;3,00;71,69;41,90
1100254;58,87;69,20;55,74;51,66;90,23;35,95;83,16;67,47;73,85;22,60;75,16;51,37;21,77;76,37;100,00;8,51;10,38;3,46;12,27;15,46;4,73;30,91;33,19;42,92;59,81;95,60;93,06;79,91;5,65;2,00;10,30;4,00;29,82;1,40;22,40;30,00;5,25;6,40;12,97;19,40;86,51;5,49;25,76;103,04;139,11;51,52;5,15;0,00;90,72;0,08;35,35;0,04;44,44;2,94;2,00;0,00;5,00;15,22;122,94;19,72;0,00;1,00;0,00;0,00;1,00;11,98;8,21
1100262;54,06;59,96;49,82;52,39;91,21;15,78;63,68;69,14;50,72;13,13;81,56;53,86;20,53;71,09;100,00;17,95;0,00;0,00;26,86;0,00;7,51;7,65;43,55;12,02;28,94;75,29;88,24;57,18;0,00;1,00;37,67;5,00;9,88;3,80;39,10;37,20;4,10;11,80;7,45;11,22;53,08;1,66;107,44;26,86;80,58;0,00;0,00;0,00;61,83;1,22;163,23;12,82;77,78;5,93;6,00;4,00;1,00;8,33;151,24;27,78;0,00;1,00;0,00;0,00;1,00;25,34;17,26
1100288;59,27;68,04;56,88;52,90;91,54;44,90;88,69;47,03;70,41;25,74;79,50;51,86;15,58;76,52;99,58;19,91;11,62;1,08;1,96;21,94;6,72;48,99;9,15;56,95;84,11;95,89;97,94;78,26;17,82;4,00;24,67;5,00;40,80;0,60;23,60;28,60;4,70;12,40;12,54;25,83;92,75;9,69;29,25;73,12;129,79;29,25;9,14;0,00;90,07;0,17;11,86;0,13;63,64;2,78;7,00;0,00;6,00;19,85;46,11;17,32;0,00;1,00;3,71;0,00;1,00;30,82;17,54
1100296;48,33;59,18;54,32;31,50;89,63;20,23;67,22;59,66;80,85;17,10;66,49;52,83;8,89;68,07;40,78;8,28;19,42;0,00;14,75;14,75;6,27;19,16;7,02;27,58;41,27;67,16;94,69;62,80;31,25;5,00;8,85;3,00;18,68;0,30;19,00;21,20;5,15;5,20;10,16;14,25;67,62;2,51;44,24;58,99;250,70;88,48;14,75;0,00;81,20;0,31;59,56;0,45;88,89;5,86;5,00;0,00;1,00;15,53;106,80;19,42;0,00;1,00;300,00;169,20;4,00;11,95;7,81
1100304;58,79;73,31;68,46;34,61;92,46;81,80;82,59;36,39;74,38;34,41;81,60;83,45;11,73;75,46;33,96;17,28;16,93;2,12;3,08;15,39;3,74;94,17;17,20;97,94;90,75;95,30;92,92;58,25;48,54;6,00;31,10;5,00;36,78;1,60;15,70;24,10;4,90;7,80;23,88;37,05;83,30;17,06;21,55;69,78;100,57;45,15;2,05;57,77;16,05;1,31;18,86;2,23;80,00;2,74;4,00;0,00;8,00;18,69;67,86;60,37;58,29;5,00;149,18;68,02;3,00;24,61;16,49
1100320;59,49;57,83;62,70;57,95;95,01;6,86;80,54;48,91;74,47;13,93;79,43;83,00;45,23;62,16;98,98;25,42;13,74;0,00;0,00;8,72;5,04;3,94;5,81;10,64;45,67;92,83;92,46;83,34;15,76;4,00;25,11;5,00;29,47;0,30;20,10;27,20;4,75;4,20;5,23;10,52;68,51;2,99;26,17;78,50;113,38;43,61;4,36;63,74;23,58;1,78;37,17;4,65;72,73;3,15;0,00;0,00;1,00;24,73;22,89;25,82;0,00;1,00;9,11;0,00;1,00;44,70;19,24
1100338;52,82;54,34;58,20;45,92;93,99;9,71;74,30;39,38;59,89;13,29;88,47;71,15;21,57;53,25;99,06;9,81;9,41;2,50;3,36;10,08;3,76;4,94;24,09;8,37;46,56;76,75;88,73;79,03;45,26;6,00;26,93;5,00;18,78;3,80;30,40;33,90;4,45;9,00;8,06;16,09;38,34;2,55;23,52;26,88;84,01;20,16;3,36;53,89;31,89;10,69;230,72;21,31;90,91;1,08;2,00;0,00;0,00;22,82;422,73;60,00;0,00;1,00;8,40;0,00;1,00;14,04;9,32
1100346;60,95;73,89;59,48;49,47;93,55;52,23;79,18;70,61;73,06;13,83;79,46;71,56;12,55;73,18;100,00;12,16;5,43;0,00;9,41;8,33;6,23;48,65;60,70;52,33;55,67;92,35;95,08;70,74;15,41;4,00;4,53;2,00;30,77;0,40;22,50;24,60;4,45;6,80;6,99;11,61;56,83;3,68;20,38;81,51;101,89;40,76;9,80;37,77;45,06;0,42;44,61;0,63;81,82;4,18;8,00;8,00;4,00;18,48;43,23;17,93;0,00;1,00;0,00;0,00;1,00;17,01;11,78
1100379;54,68;57,28;58,88;47,89;90,19;8,65;76,94;53,33;68,01;10,73;80,47;76,32;27,70;68,40;86,16;9,29;34,88;0,00;0,00;15,58;7,72;4,38;12,19;11,81;34,30;80,22;98,57;85,04;28,09;5,00;12,83;4,00;12,83;1,30;25,10;26,30;4,60;9,70;4,90;6,70;55,81;0,32;15,12;105,84;98,28;22,68;7,56;47,46;32,70;0,99;57,09;3,83;100,00;3,31;6,00;0,00;1,00;16,86;48,30;14,53;0,00;1,00;47,45;28,11;2,00;12,75;9,15
1100403;52,58;54,76;55,78;47,19;91,62;13,89;73,39;40,15;69,75;12,86;86,73;53,77;19,61;61,28;98,79;9,10;23,62;4,24;0,00;4,76;7,15;3,49;53,07;7,37;41,23;90,43;73,79;79,28;75,28;6,00;34,50;5,00;14,16;1,80;20,70;29,60;4,40;5,10;8,10;9,53;47,03;5,26;9,52;52,38;47,62;38,10;5,68;0,00;65,21;3,15;120,88;6,68;81,82;3,43;2,00;0,00;1,00;27,17;0,00;22,44;0,00;1,00;10,81;0,00;1,00;12,55;8,92
1100452;52,47;52,42;55,79;49,20;92,28;8,66;78,14;30,62;65,28;15,22;86,53;56,15;31,46;67,32;90,85;7,19;22,58;1,61;0,00;9,46;6,93;0,71;28,51;8,38;54,60;85,39;94,03;74,83;51,66;6,00;59,33;6,00;27,53;2,90;27,40;35,50;4,70;8,30;6,71;10,31;71,17;5,10;7,70;46,23;69,34;25,68;12,84;13,50;72,03;5,50;92,52;5,64;63,64;1,08;3,00;5,00;2,00;21,13;99,29;14,68;0,00;1,00;5,65;9,85;2,00;10,37;6,77
1100502;53,77;62,21;54,00;45,12;91,69;18,66;67,12;71,37;76,19;9,53;78,37;51,89;25,48;67,14;80,55;7,30;32,26;0,00;0,00;11,43;6,51;13,06;36,47;16,67;26,25;91,07;74,48;67,31;13,94;4,00;3,81;2,00;26,21;0,70;25,00;25,30;4,65;6,90;2,88;7,92;49,54;0,90;45,71;34,28;205,69;22,85;11,43;0,00;87,65;0,15;39,06;0,38;77,78;1,64;5,00;0,00;0,00;15,05;60,67;16,13;0,00;1,00;21,54;44,54;3,00;10,78;6,74
1100601;52,07;54,25;53,73;48,23;95,73;11,77;71,46;38,05;67,91;12,31;81,83;52,89;11,86;67,35;100,00;13,73;17,24;0,00;0,00;0,00;5,61;6,89;27,49;9,96;38,49;85,57;98,49;59,72;21,77;5,00;50,32;6,00;16,90;1,80;21,10;30,70;4,45;7,70;6,27;9,63;51,78;3,59;32,31;32,31;64,62;48,47;16,16;0,14;73,89;0,51;126,83;4,47;77,78;3,32;5,00;6,00;3,00;22,41;307,22;10,34;0,00;1,00;0,00;0,00;1,00;18,68;13,61
1100700;52,03;52,20;54,15;49,76;95,04;20,75;58,19;34,81;58,20;7,82;87,61;62,96;35,40;66,61;89,71;7,29;11,05;0,00;0,00;7,14;6,35;17,18;28,18;21,31;27,83;68,57;93,21;41,74;66,31;6,00;63,59;6,00;2,38;2,90;31,50;44,60;4,20;9,80;4,95;6,59;28,00;2,16;14,28;33,34;92,80;35,69;0,00;28,83;56,42;3,51;172,78;7,75;66,67;2,41;4,00;4,00;3,00;24,31;159,78;16,57;0,00;1,00;15,79;25,88;2,00;10,51;6,89
1100809;52,25;59,10;55,78;41,89;89,10;50,62;68,52;28,16;43,97;19,76;83,22;76,15;9,52;60,02;90,41;7,60;33,78;2,33;4,93;11,55;7,11;49,88;49,76;51,84;53,42;78,41;91,31;52,08;49,01;6,00;50,35;6,00;42,34;4,80;39,30;44,20;3,50;18,50;10,94;19,39;59,02;12,81;15,39;61,58;53,88;42,34;11,55;52,19;27,42;5,52;100,47;10,75;55,56;1,61;2,00;0,00;3,00;30,41;134,85;38,85;0,00;1,00;9,59;15,14;2,00;10,90;7,21
1100908;51,88;53,01;51,76;50,87;90,31;24,02;65,87;31,83;60,77;11,86;81,91;52,52;21,13;67,14;100,00;15,22;21,74;0,00;0,00;28,74;6,27;26,63;31,22;17,74;27,46;93,47;81,97;54,51;77,43;6,00;30,96;5,00;64,12;4,70;27,30;26,10;3,70;9,50;7,12;8,68;51,31;0,66;59,44;30,40;128,25;28,55;0,00;0,00;79,93;0,22;92,68;1,08;100,00;4,65;12,00;0,00;2,00;19,57;191,59;17,39;0,00;1,00;0,00;0,00;1,00;22,17;14,23
1100924;57,21;62,95;60,37;48,32;91,35;54,29;59,03;47,14;70,47;16,82;90,47;63,72;31,45;53,64;95,13;13,07;6,33;6,33;0,00;18,37;5,39;59,35;43,01;53,83;52,94;77,13;67,00;41,16;25,12;5,00;22,19;5,00;6,12;0,50;20,50;32,20;4,60;5,40;9,46;17,64;50,24;8,60;9,19;27,56;45,93;36,74;0,00;22,84;51,70;1,04;92,52;14,74;66,67;5,56;2,00;0,00;2,00;27,85;478,32;60,76;0,00;1,00;43,35;0,00;1,00;19,01;12,24
1100940;48,59;53,83;56,19;35,74;92,67;8,05;67,72;46,88;44,67;10,87;95,23;74,01;24,29;58,57;55,69;4,41;16,67;4,17;0,00;8,26;5,41;6,97;8,24;9,17;59,55;79,09;51,62;75,72;38,24;5,00;21,51;5,00;7,72;5,40;33,10;51,70;3,75;14,80;5,04;7,03;47,00;6,11;4,13;20,64;37,15;8,26;0,00;60,33;42,08;9,37;118,10;11,18;63,64;1,39;2,00;3,00;0,00;25,83;2,49;33,33;0,00;1,00;167,15;146,01;4,00;6,53;4,06
1101005;51,50;54,57;57,16;42,78;87,53;7,53;69,55;53,68;61,34;10,33;74,18;82,78;12,05;67,57;80,52;10,99;24,19;0,00;12,35;24,71;7,32;0,52;23,09;8,20;23,90;89,87;85,16;69,57;39,93;5,00;11,56;4,00;10,76;5,80;25,10;30,60;3,95;9,00;3,25;9,50;50,60;1,14;37,06;61,77;123,53;74,12;12,35;67,53;26,50;0,53;115,25;1,99;88,89;2,13;5,00;5,00;1,00;16,13;97,87;20,97;0,00;1,00;21,82;109,45;3,00;15,69;10,46
1101104;53,24;57,43;61,28;40,99;81,56;31,09;80,60;36,48;53,15;19,78;90,58;81,60;16,08;62,48;77,95;7,46;30,93;16,26;0,00;19,47;10,30;19,39;21,29;48,83;63,25;90,99;97,61;69,69;55,00;6,00;29,74;5,00;36,23;2,80;30,90;44,70;3,55;14,00;13,92;17,16;62,16;6,77;19,47;48,68;38,94;9,74;0,00;66,00;22,30;4,20;109,91;9,42;88,89;5,39;3,00;5,00;2,00;23,71;61,71;41,24;0,00;1,00;44,67;72,15;3,00;9,77;7,63
1101203;53,53;57,80;53,73;49,05;87,14;17,85;86,55;39,67;78,17;9,17;75,72;51,88;21,48;67,96;97,76;9,02;37,38;0,00;9,73;20,49;7,36;21,95;1,09;21,04;44,17;97,96;99,39;94,28;47,81;6,00;30,58;5,00;17,07;1,30;20,60;20,30;5,30;5,40;4,61;5,95;45,09;0,52;10,24;71,71;163,90;51,22;20,49;0,00;88,46;0,20;29,57;0,28;88,89;2,03;2,00;0,00;1,00;16,82;37,80;18,69;0,00;1,00;19,94;0,00;1,00;12,62;8,75
1101302;53,54;57,20;57,47;45,96;93,72;14,46;76,72;43,88;68,85;15,00;76,75;69,29;9,03;64,88;100,00;9,94;7,30;0,00;9,03;8,76;5,31;10,86;12,27;19,55;48,09;79,33;98,92;75,85;74,01;6,00;14,57;4,00;35,63;2,10;24,90;32,50;5,00;5,40;5,23;11,27;76,95;2,24;27,08;81,23;117,33;54,15;9,03;35,13;52,89;0,87;30,42;0,32;77,78;2,58;3,00;0,00;1,00;21,90;87,38;14,60;0,00;1,00;0,00;0,00;1,00;14,26;9,42
1101401;47,70;56,08;54,76;32,28;90,73;24,56;78,17;30,86;65,83;14,80;84,16;54,24;12,28;65,83;39,80;11,19;4,90;0,00;6,37;31,86;5,72;24,96;10,14;30,81;46,82;91,08;98,55;71,57;77,25;6,00;50,90;6,00;26,10;1,80;25,70;22,50;4,65;9,80;9,43;10,72;57,85;3,69;25,49;25,49;101,94;44,60;7,04;5,60;72,61;3,45;103,06;4,70;66,67;5,79;2,00;4,00;3,00;24,51;240,94;16,18;66,67;5,00;97,14;48,86;3,00;15,15;11,14
1101435;50,36;57,84;50,86;42,37;90,54;17,97;63,23;59,62;62,98;8,76;79,78;51,94;24,65;65,01;76,49;3,35;9,09;0,00;13,55;13,55;8,19;8,39;51,80;13,01;19,56;84,89;73,04;65,33;16,62;4,00;13,98;4,00;9,03;1,70;26,90;40,30;4,65;9,60;2,68;6,38;48,71;0,17;28,38;70,95;141,90;42,57;0,00;0,00;85,79;0,38;50,91;1,27;88,89;3,69;1,00;0,00;0,00;17,27;86,36;20,00;0,00;1,00;57,69;53,62;3,00;5,22;2,93
1101450;55,96;68,61;54,95;44,31;91,07;32,24;75,87;75,29;63,49;8,45;87,53;60,33;11,39;62,40;95,52;7,94;20,41;0,00;0,00;16,82;9,41;30,29;44,44;28,75;39,06;88,00;91,14;77,47;0,00;1,00;18,97;4,00;16,82;1,20;27,40;32,70;4,00;10,10;3,51;7,37;39,74;0,48;20,40;33,63;84,08;32,68;0,00;6,65;45,33;2,47;96,19;8,22;66,67;3,94;2,00;0,00;0,00;18,37;269,44;22,45;0,00;1,00;39,89;0,00;1,00;13,24;6,44
1101468;55,60;71,83;57,41;37,55;94,94;45,31;78,82;68,25;62,75;14,10;83,41;69,36;19,49;46,44;64,15;20,10;27,03;0,00;0,00;0,00;4,63;54,73;5,20;53,37;60,70;81,07;99,18;72,84;0,00;1,00;30,43;5,00;15,21;2,40;30,20;39,70;4,65;5,90;6,96;11,48;59,68;3,66;0,00;66,62;136,92;45,64;0,00;35,12;21,09;0,78;216,96;43,85;66,67;5,35;2,00;5,00;1,00;37,84;241,27;67,57;0,00;1,00;91,74;155,28;4,00;28,37;19,33
1101476;56,60;62,93;51,84;55,03;84,60;42,52;74,80;49,81;74,03;13,99;64,51;54,82;59,29;63,42;85,71;11,69;21,28;0,00;0,00;58,72;8,62;52,32;19,33;42,28;48,84;90,40;87,55;68,28;80,04;6,00;11,34;4,00;0,00;0,90;25,30;22,30;4,65;7,40;7,53;12,26;59,43;0,36;88,08;102,08;204,15;68,05;0,00;0,00;69,28;0,38;77,42;2,50;88,89;4,79;2,00;0,00;2,00;23,40;118,45;31,91;0,00;1,00;127,31;0,00;1,00;15,50;11,84
1101484;56,10;63,46;53,24;51,59;89,07;17,37;77,69;69,72;71,73;5,42;84,17;51,64;33,28;67,47;100,00;5,64;16,95;0,00;16,84;18,94;5,63;17,78;11,98;19,42;30,82;95,74;93,75;80,10;47,11;6,00;0,00;1,00;12,00;0,70;20,30;30,00;4,55;7,10;4,08;7,77;9,65;0,87;37,88;75,76;56,82;18,94;0,00;0,00;88,94;0,16;39,40;0,16;66,67;4,22;5,00;0,00;1,00;13,56;304,68;20,34;0,00;1,00;0,00;0,00;1,00;7,79;5,52
1101492;57,52;58,70;62,78;51,09;91,68;7,93;75,48;59,70;68,23;12,94;87,10;82,84;35,63;60,89;100,00;7,83;16,23;3,25;6,01;10,08;5,08;0,94;23,58;8,52;43,32;89,09;91,81;71,96;6,61;3,00;18,80;4,00;42,52;2,60;23,10;31,00;4,30;9,50;4,26;8,75;64,20;5,70;20,16;60,48;55,44;15,12;5,04;65,08;22,43;1,31;79,30;7,56;63,64;4,18;11,00;10,00;1,00;25,32;173,16;22,73;0,00;1,00;0,00;0,00;1,00;10,62;7,78
1101500;51,90;53,87;59,58;42,24;87,87;13,19;71,21;43,22;68,96;13,65;80,97;74,76;14,42;66,95;79,06;8,52;29,41;0,00;8,61;25,30;6,69;8,80;16,42;16,63;32,00;84,07;94,32;67,66;40,63;6,00;19,85;4,00;39,58;0,30;23,40;30,40;4,10;10,00;5,15;9,83;68,74;2,59;16,86;59,02;151,77;50,59;0,00;45,78;33,59;2,41;75,46;5,68;77,78;3,51;6,00;5,00;2,00;20,59;81,34;21,18;0,00;1,00;34,82;64,54;3,00;13,08;7,57
1101559;56,51;64,96;51,72;52,84;95,94;17,61;78,03;68,26;72,67;11,99;72,10;50,11;35,92;63,26;95,06;17,12;14,49;0,00;0,00;0,00;5,93;8,06;52,76;12,00;33,53;96,17;98,09;75,73;0,00;1,00;21,56;5,00;15,21;2,30;21,30;25,50;4,95;5,80;6,04;8,57;56,96;0,69;45,62;68,43;159,67;45,62;22,81;0,00;95,40;0,03;53,48;0,00;44,44;2,58;8,00;4,00;1,00;24,64;165,92;8,70;0,00;1,00;44,03;0,00;1,00;22,81;17,26
1101609;50,22;56,94;52,84;40,88;91,06;11,82;65,79;59,08;66,05;9,35;83,22;52,73;14,67;67,14;72,25;9,46;16,00;0,00;9,53;18,99;4,93;9,54;21,67;9,80;22,35;90,28;61,20;76,48;24,54;5,00;6,35;3,00;22,16;1,70;29,60;34,60;4,45;10,30;4,38;6,08;46,62;0,95;23,79;76,23;95,29;28,59;0,00;0,00;79,20;0,66;76,48;2,12;55,56;2,03;3,00;0,00;2,00;18,40;137,16;26,40;0,00;1,00;19,65;146,15;4,00;12,34;9,70
1101708;55,52;65,57;50,95;50,04;90,65;19,81;79,69;72,15;62,58;12,57;75,60;53,04;26,78;67,64;100,00;5,71;16,39;6,85;0,00;8,08;7,46;16,03;20,49;23,75;37,10;95,60;95,08;81,68;10,18;4,00;5,48;2,00;21,48;1,60;28,40;32,90;5,05;13,30;3,20;7,11;73,58;2,90;25,72;85,73;128,59;42,86;17,15;0,00;82,22;0,34;35,58;0,15;100,00;6,35;8,00;5,00;2,00;19,67;216,56;11,48;0,00;1,00;0,00;0,00;1,00;8,14;5,45
