IBGE;MUNIC;UF;ARRECADA;VABAGRO;VABIND;VABSER;VABSER;VABTOT;IMPLIQ;POP21;PIB;PIBPC;VAB1;VAB2;VAB3;RPC;PATLIQP;RMDEC;PATLIQD;POBE23;POB23;CADU
1506401;Santa Cruz do Arari;PA;46590612,78;37430,059;1680,266;8709,065;46908,978;94728,368;1314,357;10496,00;96042,725;9150,41;ADM;FLR;PEC;44,18;268,42;3962,47;24073,87;5881;156;6818
1506500;Santa Isabel do Pará;PA;473503737;117822,254;69326,069;328967,289;298225,573;814341,185;120787,89;72855,98;935129,075;12835,31;ADM;DMS;COM;285,24;2524,10;5174,52;45788,76;15758;8962;36485
1506559;Santa Luzia do Pará;PA;60576374,8;41040,005;5778,258;39843,097;100950,04;187611,399;8556,696;19839,01;196168,095;9888;ADM;DMS;PEC;156,13;1795,94;5095,45;58613,07;14398;345;17227
1506583;Santa Maria das Barreiras;PA;22125456,23;337615,535;442885,686;147369,068;104679,802;1032550,09;39694,399;22244,00;1072244,489;48203,76;IEXT;PEC;AGR;223,23;5087,90;7693,20;175348,14;5136;3290;14618
1506609;Santa Maria do Pará;PA;2187506974;105234,825;27652,62;106131,314;103358,321;342377,08;29265,08;25127,00;371642,16;14790,55;ADM;AGR;DMS;229,69;3093,71;5416,07;72950,27;9241;3340;17705
1506708;Santana do Araguaia;PA;63338925,2;379315,467;141652,939;390630,242;292124,831;1203723,479;178248,147;75995,01;1381971,626;18185,03;ADM;COM;AGR;162,31;4966,24;5423,71;165955,21;17157;1964;24573
1506807;Santarém;PA;745058868,8;442113,314;563907,408;3180360,174;1337183,602;5523564,498;866963,813;308338,95;6390528,311;20725,66;DMS;ADM;COM;606,92;9190,55;6127,99;92795,68;120135;43879;244435
1506906;Santarém Novo;PA;745058868,8;11704,756;1987,221;8038,069;36857,26;58587,306;1478,124;6796,00;60065,43;8838,35;ADM;AGR;DMS;101,37;327,83;4820,77;15590,47;5744;253;7086
1507003;Santo Antônio do Tauá;PA;31462889,7;160572,47;55000,895;75802,159;147390,667;438766,192;36802,918;32346,01;475569,11;14702,56;ADM;AGR;DMS;181,47;2591,24;4954,91;70750,38;15812;1847;21472
1507102;São Caetano de Odivelas;PA;14684187,93;58502,663;5439,629;28955,349;84953,926;177851,567;5339,615;18207,00;183191,182;10061,58;ADM;FLR;DMS;145,68;279,84;5002,03;9608,20;8928;1624;13476
1507151;São Domingos do Araguaia;PA;7756776,23;107269,484;13817,448;90943,865;124505,41;336536,207;22485,07;25945,01;359021,277;13837,78;ADM;PEC;DMS;210,04;4879,41;4795,39;111400,20;11780;805;16201
1507201;São Domingos do Capim;PA;7756776,23;204220,646;14424,233;50738,342;159399,164;428782,385;9627,894;32285,00;438410,279;13579,38;AGR;ADM;DMS;85,55;542,32;4537,20;28761,75;21884;1077;26105
1507300;São Félix do Xingu;PA;25935699,19;879583,556;186707,781;327949,307;494497,996;1888738,641;120383,433;135731,96;2009122,073;14802,13;PEC;ADM;DMS;181,19;7948,05;6747,98;296008,88;28201;6109;44275
1507409;São Francisco do Pará;PA;1889386,48;108779,009;11983,527;52649,611;76108,319;249520,467;14853,473;15978,00;264373,94;16546,12;AGR;ADM;DMS;176,28;1476,40;5638,82;47226,87;8435;1042;12260
1507458;São Geraldo do Araguaia;PA;38947809,1;175716,081;155056,881;146086,098;130310,537;607169,597;103514,777;24566,00;710684,374;28929,59;ADM;PEC;ITF;284,03;12326,05;4802,81;208429,24;10689;2072;17049
1507466;São João da Ponta;PA;3998033,62;16515,504;1730,949;6168,921;31347,402;55762,776;1644,302;6294,00;57407,078;9120,92;ADM;AGR;DMS;52,84;247,18;3958,23;18514,92;4155;162;5453
1507474;São João de Pirabas;PA;5064305,85;31753,387;6669,5;33056,892;103200,457;174680,235;7487,454;23440,00;182167,689;7771,66;ADM;DMS;FLR;106,56;403,49;4754,14;18001,39;12471;1068;16752
1507508;São João do Araguaia;PA;2513393,36;70257,619;10509,579;24534,605;72532,856;177834,659;9055,633;14105,00;186890,292;13249,93;ADM;PEC;AGR;91,56;842,08;4764,72;43822,46;8132;1275;12541
1507607;São Miguel do Guamá;PA;52949826,65;248068,914;47210,289;173874,981;272702,468;741856,652;51281,971;60268,02;793138,622;13160,19;ADM;AGR;DMS;169,85;1871,08;4825,28;53156,73;23356;6191;37467
1507706;São Sebastião da Boa Vista;PA;9901881,1;66735,7;5524,013;32726,821;133453,076;238439,611;6587,936;27302,00;245027,546;8974,71;ADM;FLR;DMS;103,11;305,17;4803,52;14216,80;23535;563;25954
1507755;Sapucaia;PA;17424791,54;56540,62;6982,925;27635,158;39791,934;130950,638;10225,633;6088,00;141176,27;23189,27;PEC;ADM;DMS;242,41;17375,22;3501,48;250980,04;2104;421;3474
1507805;Senador José Porfírio;PA;12872021,85;105172,954;9725,604;45597,043;76740,156;237235,756;9045,563;11305,00;246281,319;21785,17;ADM;AGR;DMS;189,79;2779,41;4874,22;71381,76;13838;839;16234
1507904;Soure;PA;10363976,16;53587,834;7360,233;55139,024;114698,946;230786,038;11016,941;25751,99;241802,979;9389,68;ADM;DMS;PEC;266,38;1931,05;5089,69;36896,33;13255;1149;18178
1507953;Tailândia;PA;133979318,1;154773,953;178261,041;366231,58;422124,409;1121390,983;170331,498;111553,97;1291722,481;11579,35;ADM;DMS;COM;138,60;3326,70;4306,49;103366,86;31335;9043;53347
1507961;Terra Alta;PA;3149358,34;8621,476;2698,747;14744,043;54590,585;80654,851;2391,25;11971,01;83046,102;6937,27;ADM;DMS;AGR;132,03;544,00;4997,44;20590,26;8407;404;10527
1507979;Terra Santa;PA;14068123,68;25487,82;303399,46;76049,109;101404,318;506340,706;13200,418;19063,00;519541,124;27253,9;IEXT;ADM;DMS;220,19;1761,06;3989,75;31909,89;10271;1411;14395
1508001;Tomé-Açu;PA;89295576,24;224586,666;109070,711;265619,89;335741,934;935019,201;105615,989;64603,99;1040635,19;16107,91;ADM;DMS;AGR;231,93;4534,59;5096,16;99639,64;31552;7418;49033
1508035;Tracuateua;PA;20100176,86;82239,584;18505,332;35324,761;142321,814;278391,491;6938,675;31549,01;285330,166;9044,03;ADM;AGR;DMS;106,09;362,65;5868,85;20062,49;21432;745;25122
1508050;Trairão;PA;18357865,53;96834,565;12840,521;100087,778;85923,186;295686,049;31836,777;19344,00;327522,826;16931,49;ADM;AGR;DMS;161,62;5948,60;3022,44;111241,72;8497;1064;12169
1508084;Tucumã;PA;49428030,85;177158,362;129980,21;355211,876;177257,058;839607,505;144815,665;40661,00;984423,17;24210,5;DMS;ADM;COM;507,89;16387,47;6364,22;205347,30;2792;7016;21897
1508100;Tucuruí;PA;99208039,78;73736,989;4178635,944;617834,155;590786,721;5460993,81;153507,519;116604,99;5614501,329;48149,75;ELET;ADM;DMS;452,25;6755,33;6685,59;99863,33;30326;11342;60655
1508126;Ulianópolis;PA;54784694,59;1376072,238;142737,496;181270,543;240506,194;1940586,472;55297,59;62286,01;1995884,062;32043,86;AGR;ADM;DMS;141,40;3375,25;7036,56;167963,44;13177;1384;18752
1508159;Uruará;PA;54309990,95;281379,785;35213,998;191359,343;214880,714;722833,841;51696,19;45395,01;774530,03;17062,01;ADM;AGR;DMS;213,06;6029,54;5444,61;154078,90;21869;4128;31147
1508209;Vigia;PA;33195257,77;97151,299;15396,082;127922,696;205754,679;446224,757;30561,877;54649,98;476786,634;8724,37;ADM;DMS;FLR;162,29;742,66;5292,86;24221,09;29643;2907;38596
1508308;Viseu;PA;16266555,13;225758,649;19899,601;79244,026;276871,921;601774,198;16794,281;62092,99;618568,478;9961,97;ADM;AGR;DMS;94,79;273,92;4829,69;13956,34;40360;1564;45870
1508357;Vitória do Xingu;PA;10982109018;107917,782;3865939,893;84357,132;140534,619;4198749,427;32028,084;15421,00;4230777,51;274351,7;ELET;ADM;DMS;302,42;2950,33;5050,00;49265,62;7442;1203;11672
1508407;Xinguara;PA;104306377,2;184086,295;316878,854;560861,013;243231,05;1305057,212;299962,964;45416,00;1605020,176;35340,41;DMS;ITF;ADM;620,37;26637,07;5981,61;256834,67;14001;3696;26697
1600055;Serra do Navio;AP;1355113,27;3926,101;4404,31;15665,91;64945,061;88941,382;3213,495;5577,00;92154,877;16524,09;ADM;DMS;COM;389,24;357,51;4778,88;4389,33;3104;184;3838
1600105;Amapá;AP;112813818,7;28583,102;4595,874;26865,827;95519,122;155563,924;3979,341;9265,00;159543,266;17220;ADM;DMS;FLR;296,54;450,86;5858,80;8907,57;6190;83;6669
1600154;Pedra Branca do Amaparí;AP;4109817,1;7110,505;142197,327;55795,196;192869,746;397972,774;55351,351;17625,00;453324,125;25720,52;ADM;CST;DMS;202,77;377,39;4773,43;8884,06;9198;210;10349
1600204;Calçoene;AP;3522782,42;16007,332;9920,285;37939,467;112702,503;176569,587;7926,113;11493,00;184495,7;16052,88;ADM;DMS;COM;213,74;2271,66;4701,35;49967,59;5783;820;8116
1600212;Cutias;AP;1380435,73;22728,846;1930,175;8334,786;60094,129;93087,936;1537,185;6217,00;94625,121;15220,38;ADM;PEC;DMS;71,52;144,25;4498,47;9073,06;3652;281;5055
1600238;Ferreira Gomes;AP;9185426,15;3229,019;439548,703;28037,379;101372,13;572187,231;6194,247;8151,00;578381,478;70958,35;ELET;ADM;DMS;263,43;972,44;5567,03;20550,13;3141;841;5233
1600253;Itaubal;AP;558440,44;11715,57;2496,102;9179,29;62291,553;85682,516;2208,404;5730,00;87890,92;15338,73;ADM;DMS;PEC;116,49;569,80;4919,82;24064,59;5729;104;6154
1600279;Laranjal do Jari;AP;16119592,94;13271,415;366774,655;196686,28;525162,098;1101894,449;32692,675;52301,99;1134587,123;21693;ADM;ELET;DMS;256,90;546,82;5188,72;11044,37;24060;1687;29650
1600303;Macapá;AP;1733811315;71439,507;1068726,931;5643417,881;4962711,129;11746295,45;1191764,57;522356,92;12938060,02;24768,62;ADM;DMS;COM;979,92;7478,84;8227,14;62790,16;149160;42469;263832
1600402;Mazagão;AP;4535039,57;27650,66;35177,525;58143,798;235749,43;356721,414;21012,986;22467,99;377734,4;16812,11;ADM;DMS;ITF;203,62;274,32;6092,77;8208,27;17597;1442;21806
1600501;Oiapoque;AP;17328805,78;18065,061;27980,389;150929,31;299264,782;496239,541;32679,254;28534,00;528918,795;18536,44;ADM;DMS;COM;317,02;1861,69;4708,20;27648,98;9781;5586;19336
1600535;Porto Grande;AP;11034060,97;33768,319;21172,662;68879,465;234815,772;358636,218;15329,947;22927,00;373966,165;16311,17;ADM;DMS;AGR;228,47;643,34;5004,55;14091,88;11050;689;13962
1600550;Pracuúba;AP;1881116,39;18978,166;1758,443;6833,079;55665,581;83235,269;1353,242;5370,00;84588,511;15752,05;ADM;FLR;DMS;93,29;66,31;4798,23;3410,67;3749;91;4027
1600600;Santana;AP;31790247,31;19031,162;217404,55;847524,591;1223591,746;2307552,049;205164,724;124807,99;2512716,773;20132,66;ADM;DMS;COM;535,23;2224,72;6432,18;26735,79;62151;5963;82530
1600709;Tartarugalzinho;AP;3510398,6;44487,237;5555,781;27458,469;179725,16;257226,648;4711,327;18216,99;261937,975;14378,77;ADM;DMS;PEC;98,96;425,72;4701,48;20226,13;8410;1167;11666
1600808;Vitória do Jari;AP;3570136,96;6368,668;15955,716;33398,968;171915,783;227639,136;9286,135;16572,00;236925,27;14296,72;ADM;DMS;COM;142,14;322,77;4024,86;9139,79;9316;168;10549
1700251;Abreulândia;TO;3807799,92;74730,016;2743,122;9664,574;23144,709;110282,421;1852,338;2609,00;112134,759;42979,98;AGR;ADM;PEC;316,12;11200,47;4315,89;152915,93;365;242;1899
1700301;Aguiarnópolis;TO;7689014,57;17292,131;21956,214;45844,36;51230,851;136323,556;29156,277;7049,00;165479,833;23475,65;ADM;DMS;COM;233,18;3145,44;5760,24;77700,34;1215;569;3782
1700350;Aliança do Tocantins;TO;23079516,4;472908,832;6296,059;72123,267;43472,902;594801,059;21770,282;5303,00;616571,342;116268,4;FLR;ADM;COM;437,81;10216,12;4937,85;115222,30;1909;343;4199
1700400;Almas;TO;12122054,25;183498,054;6912,179;24691,477;51962,89;267064,6;6675,977;6905,00;273740,577;39643,82;FLR;AGR;ADM;256,64;5843,78;4089,18;93113,55;2647;751;5520
1700707;Alvorada;TO;54506086,42;152194,498;42885,209;146123,308;65048,041;406251,056;67860,294;8381,00;474111,349;56569,78;AGR;DMS;ADM;558,24;7592,92;4727,36;64299,14;2420;250;4934
1701002;Ananás;TO;7332947,89;42526,925;4488,129;34258,264;69557,592;150830,909;8938,444;9435,00;159769,353;16933,69;ADM;PEC;DMS;287,87;8547,41;4323,56;128373,41;4143;850;7433
1701051;Angico;TO;3194634,51;10233,649;1661,377;6295,633;28757,975;46948,634;1327,529;3475,00;48276,163;13892,42;ADM;PEC;DMS;199,40;2892,29;3376,10;48970,51;434;325;2085
1701101;Aparecida do Rio Negro;TO;14366836,28;161632,6;6607,715;38178,025;41229,371;247647,711;8264,562;4901,00;255912,273;52216,34;AGR;ADM;DMS;395,28;13068,28;6282,96;207721,44;1592;291;3296
1701309;Aragominas;TO;4029879,18;43333,847;1784,093;8618,104;42907,949;96643,993;1797,134;5705,00;98441,127;17255,24;ADM;PEC;AGR;188,60;792,07;4890,81;20540,17;2256;386;4393
1701903;Araguacema;TO;5055750,27;148349,98;6923,334;24594,706;54962,666;234830,686;5414,927;7223,00;240245,613;33261,2;AGR;ADM;PEC;273,15;6943,91;5024,06;127721,53;2164;665;4472
1702000;Araguaçu;TO;18920320,93;200286,224;8542,364;63019,699;64898,781;336747,068;12302,645;8418,00;349049,713;41464,68;PEC;AGR;ADM;534,44;19970,26;4743,29;177241,26;1484;732;5336
1702109;Araguaína;TO;677800427,6;112274,37;521090,338;2540744,286;1341819,103;4515928,096;723122,345;186244,97;5239050,441;28129,89;DMS;ADM;COM;1017,10;24319,07;8103,43;193754,82;13419;21104;84526
1702158;Araguanã (Tocantins);TO;4494489,93;39949,034;3244,878;10891,205;45416,86;99501,976;2355,825;5856,00;101857,801;17393,75;ADM;PEC;AGR;59,52;664,54;3955,28;44163,65;2387;226;3711
1702208;Araguatins;TO;20315907,64;97870,152;19065,133;137430,986;244204,017;498570,288;30719,89;36572,99;529290,178;14472,16;ADM;DMS;PEC;351,20;3414,12;5792,54;56310,46;4705;7083;19532
1702307;Arapoema;TO;8435533,5;60824,281;170126,669;37391,757;48894,817;317237,524;7285,328;6590,00;324522,852;49244,74;CST;PEC;ADM;420,47;19676,55;4530,70;212019,68;1060;787;3934
1702406;Arraias;TO;10540255,8;82975,387;8817,723;44556,385;76998,689;213348,183;9961,67;10502,00;223309,854;21263,55;ADM;PEC;DMS;562,35;5973,57;7653,47;81299,25;5089;567;8198
1702554;Augustinópolis;TO;17757119,85;27449,862;18659,23;103436,924;130908,588;280454,603;24663,864;18870,00;305118,467;16169,5;ADM;DMS;COM;426,90;9766,88;5523,00;126359,48;4764;1819;12062
1702703;Aurora do Tocantins;TO;37995685,23;19175,902;1854,513;7364,202;28400,366;56794,983;2011,012;3809,00;58805,996;15438,7;ADM;PEC;DMS;312,20;3034,61;6525,22;63425,12;962;235;2343
1702901;Axixá do Tocantins;TO;5826471,72;21289,969;3740,441;28201,382;81195,37;134427,162;6664,804;9817,00;141091,965;14372,21;ADM;DMS;PEC;301,71;4189,90;5330,12;74019,01;6851;550;9352
1703008;Babaçulândia;TO;6144054,91;57533,798;5336,048;16247,217;75748,67;154865,733;3875,745;10668,00;158741,478;14880,15;ADM;PEC;AGR;143,95;859,53;4361,91;26044,76;3805;353;5945
1703057;Bandeirantes do Tocantins;TO;111095195,8;52113,614;70648,091;19091,093;31291,407;173144,205;5509,294;3631,00;178653,5;49202,29;IEXT;PEC;ADM;227,10;3101,66;4362,27;59578,50;923;205;1978
1703073;Barra do Ouro;TO;4235678,45;60887,37;2691,422;11367,176;35875,692;110821,66;2438,356;4673,00;113260,016;24237,11;AGR;ADM;DMS;155,78;1212,99;3719,49;28961,66;1925;492;3625
1703107;Barrolândia;TO;6134734,17;32502,305;5680,07;29419,654;44298,653;111900,682;10115,608;5669,00;122016,29;21523,42;ADM;PEC;DMS;332,10;13841,68;4715,33;196530,92;1779;491;4324
1703206;Bernardo Sayão;TO;7849175,02;42800,449;3134,768;14185,329;36490,657;96611,202;6072,846;4439,00;102684,048;23132,25;ADM;PEC;DMS;263,93;11209,71;3703,34;157289,49;1488;381;3121
1703305;Bom Jesus do Tocantins (Tocantins);TO;6688835,65;83369,167;3909,237;11814,437;38199,246;137292,087;2117,67;5120,00;139409,756;27228,47;AGR;ADM;DMS;183,77;8522,42;4558,99;211430,14;2603;123;3220
1703602;Brasilândia do Tocantins;TO;48147110,1;13936,01;1408,229;28036,698;21094,827;64475,764;11158,634;2221,00;75634,398;34054,21;ADM;COM;PEC;274,79;4437,51;4534,05;73218,89;795;82;1617
1703701;Brejinho de Nazaré;TO;7848637,99;195158,479;5250,673;21840,159;44225,759;266475,07;6469,821;5540,00;272944,891;49268,03;AGR;FLR;ADM;371,92;4841,80;5798,37;75485,51;1385;499;3637
1703800;Buriti do Tocantins;TO;6470330,41;44530,152;5812,141;22965,949;82369,563;155677,806;5963,36;11644,00;161641,165;13881,93;ADM;AGR;DMS;138,76;1795,00;3514,05;45456,12;2866;445;5653
1703826;Cachoeirinha;TO;2612591,48;28901,202;1339,272;5962,679;21137,82;57340,974;1206;2293,00;58546,974;25532,91;AGR;ADM;DMS;168,47;4667,51;4642,18;128613,83;938;93;1601
1703842;Campos Lindos;TO;14942169,06;706472,171;22034,561;161822,47;80671,248;971000,451;33930,093;10505,00;1004930,543;95662,12;AGR;COM;ADM;174,50;6456,20;4336,10;160424,81;3035;1103;6318
1703867;Cariri do Tocantins;TO;13926336,53;102970,949;84143,397;169030,855;43630,101;399775,303;117939,61;4499,00;517714,913;115073,33;COM;DMS;AGR;308,68;7261,06;4776,40;112356,64;693;288;2910
1703883;Carmolândia;TO;2129149,45;30368,198;1515,784;8687,681;26754,248;67325,911;1896,572;2627,00;69222,483;26350,39;ADM;AGR;PEC;254,43;2479,24;3989,64;38876,27;856;293;2133
1703891;Carrasco Bonito;TO;2651867,19;9489,942;1682,439;5849,293;32512,97;49534,645;1026,453;4165,00;50561,097;12139,52;ADM;PEC;DMS;120,78;1957,26;3303,43;53532,94;1548;304;2856
1703909;Caseara;TO;8796538,72;284573,842;8939,621;41881,234;44418,461;379813,158;9679,45;5514,00;389492,608;70637,03;AGR;ADM;DMS;283,49;5290,76;4605,16;85947,17;3230;105;4336
1704105;Centenário;TO;3436741,64;30022,636;1229,852;6877,691;24713,608;62843,787;1713,091;2966,00;64556,878;21765,64;ADM;AGR;PEC;903,64;25989,19;7364,81;211815,57;873;97;1681
1704600;Chapada de Areia;TO;2246411,44;19793,8;1208,37;3829,536;14173,196;39004,902;818,994;1415,00;39823,896;28144,1;ADM;PEC;AGR;98,90;3352,86;3169,18;107443,81;665;151;1238
1705102;Chapada da Natividade;TO;2144432,22;83513,109;18830,965;14541,697;28408,708;145294,48;3678,751;3330,00;148973,23;44736,71;AGR;ADM;IEXT;140,08;1396,17;3617,20;36051,48;1327;141;2759
1705508;Colinas do Tocantins;TO;58761801,63;92361,369;78659,645;333011,255;261774,734;765807,003;96331,739;36271,00;862138,742;23769,37;ADM;DMS;COM;690,21;18992,12;6646,46;182886,50;5185;4920;19876
1705557;Combinado;TO;6277022,05;11156,3;3497,459;19784,035;35697,801;70135,596;6388,901;4870,00;76524,496;15713,45;ADM;DMS;PEC;356,67;4254,72;5452,14;65038,32;1711;360;3970
1705607;Conceição do Tocantins;TO;18529680,73;15022,768;1523,216;13973,646;32968,127;63487,756;4341,142;4070,00;67828,897;16665,58;ADM;PEC;DMS;246,13;3119,64;4511,00;57174,78;1530;279;2985
1706001;Couto de Magalhães;TO;16245188,54;87039,657;8370,814;46207,33;45297,68;186915,48;16557,541;5690,00;203473,021;35759,76;AGR;ADM;COM;288,05;9567,41;4588,53;152402,82;2055;557;4081
1706100;Cristalândia;TO;11709293,66;80890,506;8647,189;26305,215;54014,586;169857,496;7436,053;7268,00;177293,549;24393,72;AGR;ADM;PEC;535,50;14824,89;5791,09;160320,31;2456;356;4615
1706258;Crixás do Tocantins;TO;84074241,09;47272,224;1744,238;8560,079;18737,365;76313,906;2330,808;1749,00;78644,714;44965,53;AGR;ADM;PEC;270,31;8916,62;4113,89;135704,65;331;128;1271
1706506;Darcinópolis;TO;15359965,98;126582,115;6074,612;44821,635;46817,244;224295,606;17636,05;6250,00;241931,656;38709,07;PEC;AGR;ADM;166,96;3565,36;3591,63;76698,80;2495;435;4421
1707009;Dianópolis;TO;53781132,62;237538,164;42750,687;167647,685;158081,141;606017,677;38811,812;22704,00;644829,488;28401,58;AGR;ADM;DMS;629,54;24730,07;7097,40;278806,97;3949;2000;11539
1707108;Divinópolis do Tocantins;TO;1400676035;134263,508;10505,853;37340,141;55830,145;237939,647;11295,525;6986,00;249235,172;35676,38;AGR;ADM;PEC;367,66;16151,06;4117,25;180865,84;2406;441;4420
1707207;Dois Irmãos do Tocantins;TO;431505277,6;95409,813;21869,687;26718,278;49570,511;193568,29;22581,041;7173,00;216149,33;30133,74;PEC;ADM;AGR;225,67;12630,85;3806,25;213034,47;2792;380;4871
1707306;Dueré;TO;8590661;130341,015;6426,625;22135,058;38690,21;197592,908;7171,603;4686,00;204764,51;43697,08;PEC;AGR;ADM;240,33;9728,41;4896,43;198205,88;1676;251;3173
1707405;Esperantina;TO;1707594,78;18028,403;4789,663;14135,098;79000,175;115953,339;2770,658;11280,00;118723,997;10525,18;ADM;DMS;PEC;269,81;1719,47;4091,13;26072,05;4717;560;7087
1707553;Fátima;TO;6068755,31;24583,082;3426,621;23418,273;29414,071;80842,046;8258,018;3824,00;89100,065;23300,23;ADM;PEC;DMS;128,06;1599,34;4303,48;53747,98;813;440;2478
1707652;Figueirópolis;TO;12687452,64;123292,037;6808,739;68444,087;39021,246;237566,109;19186,074;5222,00;256752,183;49167,4;AGR;COM;ADM;514,28;19921,59;6344,35;245762,16;1260;415;3250
1707702;Filadélfia;TO;4016363,67;41003,659;4382,558;19268,924;61558,948;126214,089;3109,145;8892,00;129323,234;14543,77;ADM;PEC;DMS;158,79;1628,51;4113,16;42183,94;3592;451;5712
1708205;Formoso do Araguaia;TO;42206338,41;1071674,301;41145,56;126615,069;138497,775;1377932,705;36105,704;18358,00;1414038,409;77025,73;FLR;AGR;ADM;538,82;10966,46;6059,73;123332,46;5091;2082;12348
1708254;Fortaleza do Tabocão;TO;20832748829;54093,89;5847,466;101552,968;29674,517;191168,841;41728,663;2615,00;232897,504;89062,14;COM;DMS;AGR;509,79;10713,13;4912,91;103242,78;1744;234;2646
1708304;Goianorte;TO;7682260,97;90652,788;33541,42;24056,781;39185,087;187436,075;6066,22;5136,00;193502,296;37675,68;AGR;ADM;PEC;285,35;20906,32;3893,16;285237,85;1297;889;3836
1709005;Goiatins;TO;11847095,75;95969,404;6680,528;26493,729;95335,666;224479,327;6444,841;13169,00;230924,169;17535,44;ADM;AGR;PEC;191,29;2682,53;4621,75;64811,26;7100;969;9778
1709302;Guaraí;TO;50764572,11;146990,704;38559,677;410569,391;188012,443;784132,216;96270,685;26403,00;880402,901;33344,81;COM;ADM;DMS;828,91;31802,67;7354,50;282169,15;3093;2398;12037
1709500;Gurupi;TO;299345141,7;135884,02;207473,485;1239004,277;707306,777;2289668,559;358751,832;88428,00;2648420,391;29950,02;ADM;DMS;COM;1043,88;29752,75;6760,36;192684,15;3896;9392;36420
1709807;Ipueiras;TO;2570859,32;20270,786;1535,944;4795,671;20277,949;46880,349;891,174;2088,00;47771,523;22879,08;ADM;AGR;PEC;107,30;1149,69;4295,99;46028,65;548;146;1407
1710508;Itacajá;TO;7606590,01;91064,252;3965,78;26479,596;57114,011;178623,64;7636,18;7471,00;186259,82;24931,04;AGR;ADM;PEC;322,56;6584,61;4836,39;98729,34;3922;444;5628
1710706;Itaguatins;TO;1274052,9;22951,847;2905,003;9789,96;45035,836;80682,646;1928,009;5801,00;82610,655;14240,76;ADM;PEC;DMS;277,88;2957,51;5626,99;59889,58;2106;702;4047
1710904;Itapiratins;TO;4215747,96;117488,88;3828,974;15556,197;31230,436;168104,487;3417,628;3814,00;171522,114;44971,71;AGR;ADM;PEC;261,98;5943,33;5151,32;116864,96;1266;402;2876
1711100;Itaporã do Tocantins;TO;155884326;37273,628;1268,892;6744,024;21693,151;66979,696;3000,41;2412,00;69980,106;29013,31;PEC;ADM;DMS;265,11;13643,70;4305,81;221595,61;571;186;1721
1711506;Jaú do Tocantins;TO;1005844347;46737,13;2378,72;11778,421;32832,387;93726,657;4138,063;3906,00;97864,72;25054,97;PEC;ADM;AGR;207,90;4329,94;3839,21;79959,49;1133;188;2705
1711803;Juarina;TO;3624911,93;15719,214;1025,556;6186,516;20046,637;42977,923;1417,018;2174,00;44394,941;20420,86;ADM;PEC;DMS;146,57;4025,46;3334,46;91579,30;635;288;2230
1711902;Lagoa da Confusão;TO;4095875,89;507608,362;48546,411;259865,114;105985,022;922004,909;76440,366;13989,00;998445,275;71373,6;AGR;COM;DMS;410,74;16278,05;4914,52;194766,88;3539;999;6739
1711951;Lagoa do Tocantins;TO;4006991,16;42219,107;1449,938;8510,577;35171,408;87351,031;2077,749;4470,00;89428,78;20006,44;ADM;FLR;AGR;150,78;1935,95;4475,66;57463,60;1357;409;2803
1712009;Lajeado;TO;20067269,4;4020,343;5146,013;14247,483;37290,706;60704,545;3700,238;3199,00;64404,783;20132,79;ADM;DMS;CST;2443,49;107444,17;9911,16;435809,01;423;446;1908
1712157;Lavandeira;TO;2291115,05;14772,878;1063,475;3722,072;17535,532;37093,957;775,708;1984,00;37869,666;19087,53;ADM;PEC;AGR;162,88;1628,48;4482,68;44817,64;474;127;1128
1712405;Lizarda;TO;5650704,98;29042,125;1793,19;6446,629;27660,377;64942,321;1389,339;3727,00;66331,66;17797,6;ADM;AGR;PEC;191,42;2060,96;5177,94;55750,41;1521;76;2630
1712454;Luzinópolis;TO;3914253,1;26177,286;1327,474;12742,318;26608,473;66855,551;4324,009;3200,00;71179,561;22243,61;ADM;FLR;PEC;166,60;2520,90;3780,22;57200,95;1011;212;2419
1712504;Marianópolis do Tocantins;TO;12439842,77;159190,954;8165,168;32867,744;42584,564;242808,43;9522,291;5332,00;252330,721;47323,84;AGR;ADM;PEC;410,18;14177,76;5808,79;200781,48;958;398;2929
1712702;Mateiros;TO;9810374,65;192768,298;6236,823;23042,97;26142,111;248190,201;4170,083;2773,00;252360,284;91006,23;AGR;ADM;DMS;157,45;9598,50;3870,90;235984,64;711;281;1832
1712801;Maurilândia do Tocantins;TO;15566529,6;14512,866;1105,863;7220,606;31513,005;54352,34;1558,217;3470,00;55910,557;16112,55;ADM;PEC;DMS;144,41;1350,33;3743,93;35007,17;1567;207;2823
1713205;Miracema do Tocantins;TO;97780403,72;189526,608;194581,349;100675,293;130376,565;615159,816;26843,177;17628,00;642002,992;36419,5;ELET;AGR;ADM;696,63;11654,00;6188,56;103529,50;3959;2059;12148
1713304;Miranorte;TO;27267083,9;111835,558;18110,23;123760,162;96735,482;350441,433;39883,589;13551,00;390325,022;28804,15;ADM;AGR;DMS;545,02;14570,23;5935,41;158673,20;3062;1984;8641
1713601;Monte do Carmo;TO;10054674,96;205037,373;7489,07;21058,566;56172,435;289757,444;6530,528;8182,00;296287,972;36212,17;AGR;ADM;FLR;155,53;5479,85;4629,05;163101,43;2641;380;4548
1713700;Monte Santo do Tocantins;TO;33996585,29;43077,016;1549,761;7015,902;21556,47;73199,149;1805,333;2311,00;75004,481;32455,42;PEC;ADM;AGR;205,82;11589,66;4771,20;268669,29;998;195;1971
