IBGE;MUNIC;UF;ARRECADA;VABAGRO;VABIND;VABSER;VABSER;VABTOT;IMPLIQ;POP21;PIB;PIBPC;VAB1;VAB2;VAB3;RPC;PATLIQP;RMDEC;PATLIQD;POBE23;POB23;CADU
1303908;São Paulo de Olivença;AM;5,03964E+11;36479,821;13702,978;50082,728;225716,796;325982,323;8148,981;40837,01;334131,304;8182,07;ADM;DMS;FLR;108,97;139,06;2781,45;3549,38;25088;1830;30172
1303957;São Sebastião do Uatumã;AM;584196853,4;20957,958;6870,786;24320,886;80211,34;132360,969;4248,108;14678,01;136609,077;9307,06;ADM;DMS;AGR;101,29;452,42;4704,80;21013,40;6144;621;8576
1304005;Silves;AM;14502237,12;58571,851;20700,241;23226,144;64095,64;166593,876;8447,732;9289,00;175041,607;18843,97;ADM;FLR;DMS;172,16;488,21;4053,74;11495,27;7835;304;9534
1304062;Tabatinga;AM;55057243,14;20270,653;50521,178;227285,607;396660,211;694737,649;63297,955;68502,00;758035,604;11065,89;ADM;DMS;COM;307,02;1365,75;6011,65;26742,63;29063;7782;44833
1304104;Tapauá;AM;3296629,18;59592,198;11910,628;40964,377;119938,94;232406,143;7537,668;16876,00;239943,811;14218,05;ADM;DMS;AGR;127,04;376,14;4550,62;13473,64;8812;4267;16788
1304203;Tefé;AM;34648617,11;191608,332;227130,131;249040,97;383685,14;1051464,574;46927,822;59249,99;1098392,396;18538,27;ADM;DMS;AGR;363,23;1755,77;5593,35;27036,65;38181;6611;56030
1304237;Tonantins;AM;5711484,36;13061,857;7588,648;33006,732;125811,298;179468,535;5941,725;19037,99;185410,261;9738,96;ADM;DMS;FLR;95,85;353,50;4450,39;16412,88;12326;934;15170
1304260;Uarini;AM;2316753,58;81995,855;10922,656;39393,959;88151,534;220464,004;8744,976;13839,00;229208,979;16562,54;ADM;AGR;DMS;104,70;101,61;4579,49;4444,23;10865;198;12131
1304302;Urucará;AM;7123821,64;51039,805;10448,592;37696,325;99414,009;198598,732;7057,008;16007,00;205655,739;12847,86;ADM;DMS;PEC;182,41;1816,12;4655,57;46351,23;11065;478;13615
1304401;Urucurituba;AM;3506451,06;34163,774;12699,258;43384,161;134009,788;224256,981;8403,643;24098,00;232660,624;9654,77;ADM;DMS;FLR;97,87;449,15;4158,87;19087,00;15028;426;17305
1400027;Amajari;RR;3717558,49;62983,343;10213,139;21937,633;142661,497;237795,612;3030,486;13561,00;240826,098;17758,73;ADM;PEC;DMS;81,08;491,15;4730,12;28654,16;6125;579;8029
1400050;Alto Alegre;RR;61401262,3;146584,677;14739,162;49570,385;167565,791;378460,014;7046,65;15249,00;385506,664;25280,78;ADM;AGR;DMS;241,64;1249,27;5176,12;26760,08;6003;2927;10643
1400100;Boa Vista;RR;1831789496;190927,99;1306705,239;5625759,111;4791542,697;11914935,04;1578429,018;436590,99;13493364,05;30906,19;ADM;DMS;COM;181,99;1634,27;4071,07;36558,48;60367;38486;167229
1400159;Bonfim;RR;160899430,2;274520,07;22091,098;70214,949;147193,341;514019,458;8385,753;12701,00;522405,211;41131,03;AGR;ADM;DMS;538,41;16945,19;6502,65;204654,90;12055;681;14403
1400175;Cantá;RR;20774188,93;58179,612;19722,879;38823,325;205699,657;322425,472;30645,794;19257,00;353071,266;18334,7;ADM;PEC;DMS;243,54;1828,15;6297,47;47272,86;13240;937;16709
1400209;Caracaraí;RR;10661597;68071,318;22712,45;89619,918;253062,043;433465,729;19831,808;22635,00;453297,537;20026,4;ADM;DMS;AGR;274,00;1331,86;5196,18;25257,66;12716;1277;17413
1400233;Caroebe;RR;7575155,01;73570,281;6606,554;33952,204;116438,515;230567,554;6220,247;10595,00;236787,802;22349,01;ADM;FLR;PEC;215,00;2049,73;4739,49;45185,51;6034;972;8856
1400282;Iracema;RR;1918088,38;38618,321;5929,143;24504,885;135327,428;204379,777;4096,905;12637,00;208476,682;16497,32;ADM;PEC;DMS;184,91;3086,64;3977,55;66395,15;4217;358;5923
1400308;Mucajaí;RR;17045476,63;70846,356;19885,322;81158,588;199047,899;370938,165;22913,863;18482,00;393852,028;21310,03;ADM;PEC;DMS;266,95;981,55;5413,98;19907,15;14411;490;16350
1400407;Normandia;RR;10375377,84;39995,823;6996,669;21175,348;131584,784;199752,625;3106,796;11772,00;202859,421;17232,37;ADM;AGR;DMS;180,05;217,75;5101,68;6169,86;10804;536;12280
1400456;Pacaraima;RR;9630068,18;10377,612;12128,26;60785,46;222587,81;305879,141;23212,82;20108,00;329091,961;16366,22;ADM;DMS;COM;188,57;399,44;4686,46;9927,22;8638;2954;14494
1400472;Rorainópolis;RR;17764680,12;104178,457;42449,47;161711,393;352449,258;660788,578;71567,194;31387,00;732355,771;23333,09;ADM;DMS;COM;300,91;2548,38;5078,25;43006,72;12460;2415;19711
1400506;São João da Baliza;RR;9435372,4;43138,363;36301,843;51108,515;95075,724;225624,445;102143,655;8492,00;327768,1;38597,28;ADM;DMS;ITF;261,34;2842,47;4859,01;52848,40;3498;778;5602
1400605;São Luiz;RR;7603005433;43740,103;7045,594;25915,571;92071,479;168772,747;10198,835;8232,00;178971,582;21740,96;ADM;PEC;DMS;258,96;1869,69;5385,05;38880,03;4628;493;5897
1400704;Uiramutã;RR;7000963,71;8657,086;2202,063;12597,847;118438,175;141895,171;2050,142;11014,00;143945,313;13069,3;ADM;DMS;PEC;62,52;154,66;3991,46;9873,78;9741;1041;11810
1500107;Abaetetuba;PA;81889852,76;272103,456;73666,588;754254,4;670593,458;1770617,901;178722,82;160439,04;1949340,721;12150,04;ADM;DMS;COM;303,95;2070,19;5367,76;36559,27;112419;2653;134066
1500131;Abel Figueiredo;PA;8920591,78;27211,225;9397,097;24595,188;36435,17;97638,681;7857,113;7536,00;105495,794;13998,91;ADM;PEC;DMS;209,61;8391,60;5127,90;205292,56;4497;246;5688
1500206;Acará;PA;45792855,6;904959,242;58507,483;130361,031;313189,378;1407017,134;26422,71;55744,01;1433439,844;25714,69;AGR;ADM;DMS;106,50;374,04;5577,38;19588,43;37961;3615;47982
1500305;Afuá;PA;7155055,31;174162,198;20325,002;46217,528;191434,055;432138,782;12097,004;39910,00;444235,786;11130,94;ADM;AGR;FLR;82,66;240,27;4303,47;12508,76;29820;2073;35695
1500347;Água Azul do Norte;PA;14109775,7;239535,884;123817,798;63740,664;123931,045;551025,391;92106,933;27797,00;643132,324;23136,75;PEC;ADM;ITF;141,34;10506,20;4591,87;341327,86;8656;588;11649
1500404;Alenquer;PA;29818259,13;302185,384;24543,194;135317,104;258579,519;720625,202;24777,898;57390,00;745403,099;12988,38;ADM;AGR;DMS;155,41;2329,70;4571,07;68525,02;40763;1515;46786
1500503;Almeirim;PA;45848383,66;88297,443;217317,122;118135,498;197733,882;621483,945;66886,149;34044,00;688370,093;20220,01;ADM;DMS;IEXT;395,72;2507,83;5558,34;35225,37;23202;651;26508
1500602;Altamira;PA;211101560,8;429743,804;443335,103;1337699,123;570385,42;2781163,451;339055,645;117319,99;3120219,096;26595,8;DMS;COM;ADM;627,05;15148,07;6001,86;144990,66;40757;9479;72300
1500701;Anajás;PA;24889574,45;38552,119;7923,804;38003,87;159908,809;244388,603;14630,982;30090,98;259019,584;8607,88;ADM;DMS;AGR;103,40;592,33;4461,99;25559,90;26987;832;30577
1500800;Ananindeua;PA;1123888624;13285,364;1035393,931;4679662,842;1834169,43;7562511,567;1377318,211;540410,00;8939829,778;16542,68;DMS;COM;ADM;650,80;5339,87;6077,35;49864,88;84746;58716;244864
1500859;Anapu;PA;24640594,58;235104,415;22742,909;140291,939;147061,992;545201,255;42831,035;29311,99;588032,29;20061,15;ADM;AGR;PEC;184,19;6965,50;4198,57;158774,61;24571;367;27251
1500909;Augusto Corrêa;PA;29035164,9;67395,739;12566,894;56588,752;215340,531;351891,915;11878,868;46937,01;363770,783;7750,19;ADM;DMS;FLR;85,26;353,87;5247,71;21781,06;33481;1571;40120
1500958;Aurora do Pará;PA;37995685,23;88250,275;9619,997;47444,519;152319,849;297634,64;10998,053;32199,99;308632,693;9584,87;ADM;AGR;DMS;101,31;786,78;5053,02;39244,02;15636;1185;19495
1501006;Aveiro;PA;8814695,81;49842,173;8062,354;12942,232;78223,853;149070,611;2898,608;16420,99;151969,219;9254,57;ADM;AGR;PEC;100,84;501,80;4274,48;21270,22;8728;686;11260
1501105;Bagre;PA;3330108;85696,122;6408,754;23148,402;131039,532;246292,811;4254,743;31967,02;250547,554;7837,69;ADM;AGR;DMS;41,27;102,48;3768,64;9359,38;17804;650;19455
1501204;Baião;PA;12751270,87;265130,803;15628,901;63250,414;207917,498;551927,615;10219,048;49454,01;562146,663;11367,06;ADM;AGR;DMS;96,93;385,16;4981,19;19792,63;23455;676;26748
1501253;Bannach;PA;5740546,16;90752,551;1601,068;10297,569;23385,463;126036,651;2970,824;3239,00;129007,475;39829,41;PEC;ADM;DMS;334,71;14002,80;5405,12;226124,40;1309;314;2565
1501303;Barcarena;PA;887593468,6;181645,83;4694504,226;1468420,897;623039,067;6967610,02;2276326,567;129333,00;9243936,587;71473,92;ITF;DMS;ADM;453,70;3394,75;4963,62;37139,34;45358;12334;77492
1501402;Belém;PA;6622179,85;99129,199;3545283,074;17761260,92;5719640,392;27125313,58;6341812,64;1506420,11;33467126,22;22216,33;DMS;ADM;COM;159,88;1145,38;4535,82;32495,53;469324;60930;727967
1501451;Belterra;PA;17826740,67;86223,274;10165,488;40850,977;90498,633;227738,372;9457,89;17944,01;237196,263;13218,69;ADM;AGR;DMS;227,68;3357,41;4858,26;71642,19;5132;4865;14703
1501501;Benevides;PA;210822383,4;12266,072;438135,887;793986,518;275375,192;1519763,669;466965,225;64780,00;1986728,895;30668,86;COM;ITF;DMS;253,93;3086,72;4832,11;58738,89;34053;3495;49448
1501576;Bom Jesus do Tocantins (Pará);PA;6688835,65;90328,335;7013,045;48057,252;86921,757;232320,388;11562,725;17254,00;243883,113;14134,87;ADM;PEC;DMS;183,77;8522,42;4558,99;211430,14;6435;1229;11044
1501600;Bonito;PA;45384261,38;27274,154;53348,462;25644,415;64461,187;170728,218;35953,927;16769,00;206682,145;12325,25;ADM;ITF;AGR;107,49;1159,82;4096,57;44203,96;8070;947;10732
1501709;Bragança;PA;4764407,71;185794,508;72633,34;465301,812;553560,356;1277290,016;112282,565;130121,98;1389572,581;10679;ADM;DMS;COM;258,16;1819,94;5876,76;41429,51;58417;12366;90811
1501725;Brasil Novo;PA;20679082,97;161865,029;16473,298;90065,222;82254,448;350657,998;29155,136;14883,00;379813,134;25519,93;PEC;ADM;AGR;403,54;14904,00;5360,12;197966,94;11179;825;15996
1501758;Brejo Grande do Araguaia;PA;19833290,26;44232,216;3061,068;22082,245;40113,263;109488,791;5599,646;7357,00;115088,437;15643,39;ADM;PEC;DMS;176,01;3450,32;4582,49;89830,30;3962;606;6080
1501782;Breu Branco;PA;151752915,2;127549,695;159464,201;149788,419;278941,98;715744,296;78564,429;68597,00;794308,725;11579,35;ADM;ITF;DMS;116,83;1670,77;4715,99;67443,85;24620;1663;33129
1501808;Breves;PA;70613859,7;59886,547;32582,129;230788,46;510879,601;834136,737;59796,539;104280,03;893933,277;8572,43;ADM;DMS;COM;188,02;1152,88;4878,29;29912,06;76153;4668;90824
1501907;Bujaru;PA;17885513,31;325586,913;21023,403;52274,412;128116,491;527001,219;9729,256;29717,01;536730,474;18061,39;AGR;ADM;DMS;99,61;597,79;5045,01;30277,40;21241;434;23773
1501956;Cachoeira do Piriá;PA;5745029,59;43546,628;6336,606;28307,909;143826,72;222017,864;5616,293;35307,01;227634,157;6447,28;ADM;AGR;DMS;38,41;463,70;4537,49;54771,84;15266;622;17544
1502004;Cachoeira do Arari;PA;8119876,31;94533,04;7756,186;36127,699;108108,052;246524,978;9305,031;24355,00;255830,008;10504,21;ADM;FLR;DMS;82,25;357,28;4723,97;20519,21;16198;166;18417
1502103;Cametá;PA;72740564,56;428677,845;40133,775;271170,972;596075,377;1336057,97;57631,634;140813,99;1393689,603;9897,38;ADM;AGR;DMS;179,18;1073,85;5256,06;31499,77;93066;3393;105726
1502152;Canaã dos Carajás;PA;5136158,27;111000,806;30877741,73;3066394,713;409265,432;34464402,68;525207,407;39103,00;34989610,09;894806,28;IEXT;DMS;CST;1389,79;32891,74;5612,63;132832,42;18514;5423;34217
1502202;Capanema;PA;139704674,5;144330,747;131428,882;669848,323;275714,129;1221322,081;205822,31;69827,99;1427144,391;20438;DMS;COM;ADM;406,60;5005,08;5768,43;71006,88;29237;2064;41105
1502301;Capitão Poço;PA;7606527,02;131839,77;35356,611;169240,739;237401,104;573838,223;41934,594;54545,01;615772,817;11289,26;ADM;DMS;AGR;170,84;2500,41;5743,20;84054,80;30557;2606;41750
1502400;Castanhal;PA;463796368;140845,751;642823,733;2195383,03;892125,44;3871177,953;838134,424;205667,04;4709312,377;22897,75;DMS;COM;ADM;476,06;6888,80;5888,19;85203,88;43953;21412;110274
1502509;Chaves;PA;3621461,93;111397,161;3203,382;14036,855;117335,148;245972,547;2297,677;24175,00;248270,224;10269,71;ADM;PEC;FLR;37,18;50,29;4011,03;5424,74;15031;1512;17495
1502608;Colares;PA;4711442,55;20699,347;2835,428;16851,114;58021,108;98406,997;2562,318;12175,00;100969,315;8293,17;ADM;DMS;FLR;153,78;284,75;5210,76;9648,96;7530;327;9602
1502707;Conceição do Araguaia;PA;68155205,39;143288,707;30254,233;232473,492;201168,452;607184,883;55640,176;48115,00;662825,059;13775,85;ADM;DMS;PEC;470,83;8796,22;5475,04;102287,20;6504;6670;28601
1502756;Concórdia do Pará;PA;800620381,6;110681,663;17568,806;93596,689;169990,559;391837,717;28397,835;34236,00;420235,553;12274,67;ADM;AGR;DMS;152,39;1469,49;5007,52;48288,87;20333;692;24295
1502764;Cumaru do Norte;PA;13696497,96;267033,652;7684,786;52202,861;65093,105;392014,404;14913,078;14044,00;406927,482;28975,18;PEC;ADM;AGR;204,82;7086,42;6035,27;208814,20;5051;713;7091
1502772;Curionópolis;PA;38034225,99;108749,678;3061789,874;337598,275;110157,595;3618295,421;49045,363;17764,00;3667340,784;206447,92;IEXT;DMS;ADM;371,15;6400,77;4259,47;73458,65;9947;1709;15312
1502806;Curralinho;PA;14065971,96;56014,468;6530,03;34818,306;178793,032;276155,837;6356,563;35529,98;282512,4;7951,38;ADM;FLR;DMS;93,96;227,52;4974,55;12045,36;25313;1704;29598
1502855;Curuá;PA;9705795,44;45804,708;3550,078;20928,936;75738,07;146021,792;3695,109;14776,00;149716,901;10132,44;ADM;FLR;DMS;90,00;625,69;4039,37;28082,83;9219;692;12726
1502905;Curuçá;PA;11073499,08;103441,162;13686,863;60211,566;178159,023;355498,614;14278,145;41093,02;369776,759;8998,53;ADM;DMS;PEC;142,59;489,45;5227,58;17944,02;28463;782;32168
1502939;Dom Eliseu;PA;66116100,65;233611,578;49662,077;303092,347;257719,032;844085,034;96526,393;61206,00;940611,427;15367,96;ADM;DMS;COM;320,54;6230,20;7050,83;137043,92;16155;2591;26740
1502954;Eldorado dos Carajás;PA;22233450,67;156254,465;48345,071;139684,722;163112,143;507396,401;48645,998;34068,99;556042,399;16321,07;ADM;PEC;DMS;183,73;5022,37;4148,86;113412,60;7077;6033;22333
1503002;Faro;PA;1572311,89;6823,237;2843,918;17199,975;46458,916;73326,046;3403,862;6949,00;76729,908;11041,86;ADM;DMS;COM;160,94;824,94;4462,03;22871,84;7768;91;8656
1503044;Floresta do Araguaia;PA;19098275,61;260687,232;116728,343;95087,58;99190,142;571693,297;30929,59;20742,00;602622,887;29053,27;AGR;ADM;IEXT;194,80;5571,30;4204,26;120242,83;8930;1695;14031
1503077;Garrafão do Norte;PA;26716580,23;75424,663;9990,903;49008,457;130160,004;264584,028;11448,622;26155,01;276032,65;10553,72;ADM;AGR;DMS;121,11;854,99;4428,86;31267,04;15124;839;19950
1503093;Goianésia do Pará;PA;243774684,6;168148,983;16662,373;107078,69;183720,208;475610,254;31027,921;41678,00;506638,175;12156,01;ADM;PEC;FLR;146,78;3159,18;3912,96;84219,60;11399;2429;20513
1503101;Gurupá;PA;3934535,91;79022,901;8426,719;45322,741;193239,396;326011,757;8275,258;34127,01;334287,016;9795,38;ADM;FLR;AGR;99,06;87,87;4703,10;4171,75;26855;1285;30902
1503200;Igarapé-Açu;PA;24628976,07;82651,325;30206,445;108507,864;160245,76;381611,395;34282,611;39233,99;415894,006;10600,35;ADM;DMS;AGR;217,90;1959,65;5864,11;52738,97;19497;2013;27342
1503309;Igarapé-Miri;PA;187108693;188507,341;38042,58;126217,96;297945,447;650713,329;40520,034;63367,01;691233,363;10908,41;ADM;AGR;DMS;155,50;792,75;4774,53;24340,88;36552;5020;50090
1503408;Inhangapi;PA;8200443,95;76518,941;19361,098;16987,316;49501,267;162368,623;12259,875;12009,00;174628,498;14541,47;ADM;FLR;AGR;242,81;4115,74;10549,13;178816,07;5390;846;7962
1503457;Ipixuna do Pará;PA;4129935,8;83539,641;139060,648;89508,3;279771,025;591879,614;33333,359;67170,00;625212,973;9307,92;ADM;IEXT;DMS;70,63;572,03;5005,66;40539,04;22000;1063;26997
1503507;Irituia;PA;7685440,94;60721,35;11029,175;53706,997;141564,025;267021,547;10984,384;32639,00;278005,93;8517,6;ADM;DMS;AGR;107,35;692,21;4977,35;32094,74;20981;1442;26135
1503606;Itaituba;PA;283688547,5;166185,695;753401,032;1316594,934;487245,563;2723427,223;355131,027;101540,99;3078558,25;30318,38;DMS;IEXT;COM;655,16;10590,11;6044,57;97705,56;54863;4866;77172
1503705;Itupiranga;PA;26988455,57;396489,05;27777,393;143844,984;239735,663;807847,09;34108,773;53438,99;841955,863;15755,46;ADM;PEC;AGR;148,89;9959,55;4745,43;317438,38;25293;3637;36825
1503754;Jacareacanga;PA;29439829,48;63183,856;290797,484;71739,478;183025,762;608746,58;17013,04;6952,00;625759,62;90011,45;ELET;ADM;DMS;588,60;5484,87;4803,72;44763,59;14856;1031;17509
1503804;Jacundá;PA;29709333,5;68475,321;29734,71;211319,462;251218,458;560747,952;54946,841;60517,03;615694,792;10173,91;ADM;DMS;COM;197,28;5920,04;5230,77;156963,73;21554;840;28925
1503903;Juruti;PA;30406986,05;290459,469;467214,797;303356,218;322782,409;1383812,893;67943,479;59960,99;1451756,372;24211,68;IEXT;ADM;DMS;222,18;1104,89;5093,24;25328,27;21005;5857;33748
1504000;Limoeiro do Ajuru;PA;14815153,17;331383,478;5534,402;24270,022;137099,359;498287,26;4763,662;29623,00;503050,922;16981,77;FLR;ADM;AGR;98,77;209,12;4612,84;9766,38;21749;500;25386
1504059;Mãe do Rio;PA;27109513,53;31861,758;13178,495;121807,894;145853,902;312702,05;27608,59;30389,00;340310,64;11198,48;ADM;DMS;COM;271,66;4782,79;5165,80;90948,30;19267;1320;25335
1504109;Magalhães Barata;PA;2460985,13;36893,16;2916,425;13292,147;43080,597;96182,328;2249,657;8598,00;98431,986;11448,24;ADM;FLR;AGR;117,45;92,98;5993,63;4744,67;4190;485;6499
1504208;Marabá;PA;6567466,63;608868,832;6619846,179;3400749,47;1413552,649;12043017,13;1480128,144;287664,00;13523145,28;47010,21;IEXT;DMS;ADM;611,44;6024,86;6219,05;61279,94;60847;29662;141675
1504307;Maracanã;PA;4663920,12;74588,787;9676,114;44500,206;153083,921;281849,028;8147,957;29559,01;289996,985;9810,78;ADM;AGR;DMS;108,39;224,41;4106,71;8502,70;21218;1273;25771
1504406;Marapanim;PA;7399410,61;52540,897;8467,215;53659,879;140920,183;255588,174;8068,675;28563,01;263656,848;9230,71;ADM;DMS;FLR;148,56;280,95;5439,60;10287,21;15777;1152;19880
1504422;Marituba;PA;279143489,2;2144,901;218180,339;1286912,291;615223,562;2122461,094;456080,312;135811,99;2578541,406;18986,11;COM;ADM;DMS;204,14;1226,53;4864,63;29227,95;55767;4362;78489
1504455;Medicilândia;PA;30828337,85;626710,306;40575,823;165176,771;144370,199;976833,1;47138,534;32347,00;1023971,634;31655,85;AGR;ADM;DMS;195,43;3866,12;5433,86;107494,98;20303;445;23669
1504505;Melgaço;PA;3584284,59;31532,638;6086,026;22304,083;152593,194;212515,941;4338,935;28121,01;216854,875;7711,49;ADM;FLR;DMS;102,22;176,30;5137,03;8859,69;20705;1435;23852
1504604;Mocajuba;PA;19443422,25;184797,635;15087,067;61227,052;177501,91;438613,664;13468,275;31917,00;452081,939;14164,3;ADM;AGR;FLR;168,98;678,65;5952,96;23908,04;24295;1241;29450
1504703;Moju;PA;104384638;501316,95;105209,686;248730,634;388604,545;1243861,815;104619,144;84250,99;1348480,959;16005,52;AGR;ADM;DMS;120,42;1444,82;4399,14;52781,26;51877;1514;61106
1504752;Mojuí dos Campos;PA;9022919,84;123924,354;16993,557;47713,822;88283,96;276915,693;11727,92;16282,00;288643,613;17727,77;AGR;ADM;DMS;170,81;2516,81;4437,34;65380,54;11671;2466;18734
1504802;Monte Alegre;PA;17373748,22;295333,682;33815,907;167587,545;272830,698;769567,832;37772,227;58289,01;807340,059;13850,64;ADM;AGR;DMS;225,50;2981,95;4750,18;62816,37;30862;8474;47498
1504901;Muaná;PA;15120706,23;102947,19;9212,376;41364,103;177086,558;330610,227;8153,624;41454,01;338763,85;8172,04;ADM;FLR;DMS;88,92;414,64;5003,05;23330,71;24399;1948;31185
1504950;Nova Esperança do Piriá;PA;11289010,6;179895,277;11856,368;47032,919;101738,55;340523,114;10318,415;21519,00;350841,529;16303,8;AGR;ADM;DMS;85,97;674,42;4327,42;33949,02;16448;659;18789
1504976;Nova Ipixuna;PA;6018646,27;59161,002;7797,738;35570,824;80003,025;182532,589;10072,909;17027,00;192605,498;11311,77;ADM;PEC;DMS;178,98;7859,81;4795,79;210603,01;4706;1712;9549
1505007;Nova Timboteua;PA;7601795,2;28335,388;5208,657;36231,206;68447,445;138222,697;9268,267;15646,00;147490,964;9426,75;ADM;DMS;AGR;164,62;1221,17;5306,86;39366,89;6483;514;9066
1505031;Novo Progresso;PA;87760118,73;232427,769;92457,053;367124,605;146475,596;838485,023;133054,086;25769,00;971539,109;37701,86;DMS;PEC;COM;694,31;36605,84;4835,05;254915,17;5889;4211;16753
1505064;Novo Repartimento;PA;56541419,04;399141,772;26054,288;253632,702;364349,354;1043178,117;73855,832;78487,99;1117033,949;14231,91;ADM;PEC;DMS;171,67;8657,35;3527,18;177878,86;27097;5832;41029
1505106;Óbidos;PA;50150160,44;426321,313;106455,483;148004,56;248952,305;929733,66;36196,196;52473,00;965929,856;18408,13;AGR;ADM;DMS;197,63;2456,28;4941,28;61414,06;30093;2919;41411
1505205;Oeiras do Pará;PA;44732507,06;192352,544;9163,871;42140,788;167552,583;411209,786;7866,733;33182,01;419076,519;12629,63;ADM;FLR;AGR;110,95;430,69;5055,24;19622,78;28401;832;30854
1505304;Oriximiná;PA;212735362,3;312023,296;949672,698;477469,124;411977,231;2151142,35;127433,058;74921,00;2278575,408;30413,04;IEXT;DMS;ADM;361,69;2528,39;6077,44;42483,88;34204;3347;46046
1505403;Ourém;PA;8993465,97;59918,383;16481,341;40563,306;73399,317;190362,347;10266,158;18079,01;200628,505;11097,32;ADM;AGR;DMS;154,85;880,72;5518,47;31386,23;11031;751;14747
1505437;Ourilândia do Norte;PA;57410224,19;95171,973;574426,123;230579,929;167997,849;1068175,875;234253,41;33831,00;1302429,284;38498,1;ITF;ADM;DMS;421,29;9788,50;5866,22;136298,96;16004;1855;22902
1505486;Pacajá;PA;25983095,05;413224,876;28157,88;149731,24;232537,8;823651,796;43953,374;49110,00;867605,169;17666,57;ADM;PEC;AGR;203,08;7015,66;4913,56;169743,26;28479;1474;34846
1505494;Palestina do Pará;PA;25141606,46;40875,031;2331,013;14845,96;37273,247;95325,251;3443,611;7575,00;98768,862;13038,79;ADM;PEC;DMS;177,21;4217,52;4747,86;112993,65;4349;269;5998
1505502;Paragominas;PA;548231021,8;433732,686;1596136,91;1267572,059;559373,192;3856814,847;423693,517;115838,00;4280508,364;36952,54;IEXT;DMS;COM;511,98;10480,78;6583,86;134779,97;23321;16704;67445
1505536;Parauapebas;PA;808044881,8;238182,766;40659673,7;5656071,734;1802751,506;48356679,71;1406359,905;218787,00;49763039,61;227449,71;IEXT;DMS;ADM;1014,99;14636,93;5942,87;85700,48;42791;27018;120568
1505551;Pau D'Arco;PA;6352349,41;56577,632;3676,102;14937,456;36388,853;111580,043;3289,775;5339,00;114869,818;21515,23;ADM;PEC;AGR;219,42;3602,75;4600,99;75545,94;3517;434;5966
1505601;Peixe-Boi;PA;6596378,82;19299,565;2304,036;11433,991;37028,703;70066,296;2260,735;8084,00;72327,031;8946,94;ADM;AGR;DMS;192,28;1316,08;6240,07;42711,69;3707;579;6034
1505635;Piçarra;PA;8047574,68;166604,938;12305,912;33534,183;68318,674;280763,707;11990,872;12976,00;292754,579;22561,23;PEC;ADM;AGR;192,34;16705,95;4497,93;390678,53;4035;1670;8747
1505650;Placas;PA;19121473;111622,989;9843,955;50908,949;136908,995;309284,888;13977,79;32325,01;323262,678;10000,39;ADM;AGR;PEC;87,30;2917,37;3876,26;129538,52;11987;501;15839
1505700;Ponta de Pedras;PA;7537969,33;69027,147;6216,107;46424,185;143606,743;265274,182;9955,674;32007,01;275229,855;8599,05;ADM;FLR;DMS;92,74;2073,02;4536,03;101397,94;19650;847;23330
1505809;Portel;PA;22058017,44;466733,269;34412,11;102627,849;318990,696;922763,924;22969,204;63831,02;945733,128;14816,2;AGR;ADM;DMS;132,56;398,01;4751,64;14266,91;37520;4765;48161
1505908;Porto de Moz;PA;33105272,2;104945,173;10796,907;61399,33;213536,023;390677,432;13999,199;42456,01;404676,632;9531,67;ADM;DMS;PEC;106,14;524,26;5105,73;25218,34;25782;956;30241
1506005;Prainha;PA;23298165,84;219178,132;14027,195;47591,54;153224,357;434021,224;8948,242;29827,00;442969,465;14851,29;ADM;AGR;FLR;122,87;1098,79;4544,05;40637,45;30176;1011;34323
1506104;Primavera;PA;19199760,01;5222,329;162585,955;33624,726;56921,895;258354,904;63371,149;10889,00;321726,054;29545,97;ITF;ADM;DMS;195,66;719,95;5271,24;19395,80;7094;403;9094
1506112;Quatipuru;PA;3737724,61;37132,453;3066,03;16689,734;60981,364;117869,58;3012,276;13794,01;120881,856;8763,36;ADM;FLR;DMS;92,79;358,22;5106,30;19712,18;7633;282;9683
1506138;Redenção;PA;280005162,5;200284,487;302593,254;1238361,118;393000,017;2134238,876;418240,418;86326,00;2552479,294;29567,91;DMS;COM;ADM;149,52;765,49;4675,96;23938,88;18511;8070;45986
1506161;Rio Maria;PA;28149949,08;163334,631;122414,356;135016,001;90934,351;511699,339;90172,582;18208,00;601871,92;33055,36;PEC;ITF;DMS;354,86;58035,54;4987,55;815679,41;4318;2060;12005
1506187;Rondon do Pará;PA;26021617,02;176744,669;41616,914;221510,93;230900,665;670773,179;63276,978;53242,00;734050,157;13787,05;ADM;DMS;PEC;255,68;10795,68;4916,42;207590,83;12343;3096;22885
1506195;Rurópolis;PA;18303597,69;90007,638;66000,447;105360,252;202522,982;463891,319;32945,905;52472,98;496837,224;9468,44;ADM;DMS;PEC;102,32;3340,36;3929,43;128283,83;13591;2054;20838
1506203;Salinópolis;PA;54974431,38;21407,633;58837,379;301418,578;185979,451;567643,042;74257,65;41164,00;641900,692;15593,74;DMS;ADM;COM;256,60;1858,70;5384,88;39005,96;14666;4897;27071
1506302;Salvaterra;PA;4124095,92;36072,596;9153,642;46037,052;110740,297;202003,587;8367,396;24392,00;210370,983;8624,59;ADM;DMS;FLR;144,31;786,39;4278,56;23315,57;15986;378;18693
1506351;Santa Bárbara do Pará;PA;19816231,02;12848,45;55646,902;44691,357;100335,128;213521,837;27002,379;21810,99;240524,216;11027,66;ADM;ITF;DMS;175,05;847,63;4959,83;24016,98;9567;1595;16206
