IBGE;MUNIC;UF;REG;CAPITAL;AMZ;IBRAM;IPS24;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC;ARRECADA
4203907;Capinzal;SC;S;0;0;0;65,50;82,25;68,35;45,90;78,91;87,03;96,01;67,05;75,32;69,40;63,79;64,88;22,89;51,27;66,63;42,82;90411,26;327168,02;406432,98;128726,94;952739,19;1070600,65;46110,80;124379898,5
4203956;Capivari de Baixo;SC;S;0;0;0;66,51;84,97;62,92;51,65;72,82;91,98;98,32;76,77;69,81;72,51;56,10;53,26;40,50;69,07;59,84;37,18;15546,32;904009,38;241580,54;146957,14;1308093,38;1348473,02;52929,03;441457638,8
4204004;Catanduvas;SC;S;0;0;0;62,97;83,14;66,37;39,39;79,99;89,12;95,86;67,57;73,59;71,40;55,97;64,52;22,02;44,60;46,98;43,94;43939,03;170807,78;191095,93;62786,39;468629,13;530828,22;47796,53;64783324,54
4204103;Caxambu do Sul;SC;S;0;0;0;60,08;70,69;61,94;47,61;67,93;63,10;78,40;73,32;73,65;58,57;53,34;62,20;31,51;52,67;77,46;28,80;55786,97;22787,27;50020,03;25486,57;154080,84;164133,02;47409,88;10660234,47
4204152;Celso Ramos;SC;S;0;0;0;58,89;72,10;66,26;38,32;63,35;63,58;74,05;87,42;78,62;68,61;54,06;63,74;24,28;33,38;85,08;10,54;18777,99;3399,07;17365,27;22632,74;62175,07;65896,82;24325,15;8266100,81
4204178;Cerro Negro;SC;S;0;0;0;52,53;55,23;58,54;43,83;70,66;40,10;87,63;22,53;71,28;49,53;54,04;59,30;20,49;41,12;88,78;24,92;85042,76;5003,82;26592,58;21509,14;138148,30;141410,43;46933,43;5131515,83
4204194;Chapadão do Lageado;SC;S;0;0;0;57,13;68,43;68,73;34,24;71,14;37,22;78,81;86,55;79,98;67,75;63,15;64,05;27,62;30,65;44,18;34,49;51855,87;4619,08;17078,25;21599,02;95152,22;97926,11;32372,27;5644786,94
4204202;Chapecó;SC;S;0;0;0;66,95;77,50;71,37;51,96;77,42;78,60;89,52;64,48;72,11;78,71;62,38;72,28;37,90;61,34;48,49;60,13;253596,39;3391773,42;7092058,94;1223448,17;11960876,93;13693103,58;60166,46;3189927429
4204251;Cocal do Sul;SC;S;0;0;0;67,39;83,45;71,51;47,19;76,63;92,41;88,64;76,13;75,92;76,15;61,09;72,88;28,19;41,35;69,85;49,38;32311,49;326053,61;289640,37;103192,57;751198,04;885039,91;52196,27;252308507,8
4204301;Concórdia;SC;S;0;0;0;68,48;79,76;72,43;53,25;81,47;83,21;86,81;67,53;76,81;73,43;67,75;71,72;29,94;61,75;60,70;60,62;312111,19;1115347,21;2177176,68;404202,85;4008837,93;4559276,14;60241,75;800620381,6
4204350;Cordilheira Alta;SC;S;0;0;0;65,81;79,13;67,14;51,17;79,41;69,99;83,15;83,96;77,19;68,58;54,64;68,14;24,06;36,01;88,37;56,25;56051,61;54184,90;236356,82;33049,22;379642,55;434563,94;94779,48;58685694,41
4204400;Coronel Freitas;SC;S;0;0;0;61,16;73,82;64,10;45,58;72,57;66,93;87,63;68,15;72,58;64,49;53,71;65,61;47,98;46,76;55,16;32,42;94458,90;85009,52;115360,55;55990,30;350819,27;381539,16;38539,31;80903352,56
4204459;Coronel Martins;SC;S;0;0;0;61,01;74,62;66,31;42,11;72,32;53,62;85,11;87,42;80,69;52,60;66,31;65,63;29,10;23,99;86,24;29,12;22265,26;2195,65;13500,97;17308,76;55270,64;57373,10;22411,37;6477704,99
4204509;Corupá;SC;S;0;0;0;67,14;83,67;67,81;49,94;80,73;76,02;91,37;86,55;75,72;68,26;57,59;69,67;28,89;49,74;83,36;37,77;208627,69;210017,40;219272,53;90824,24;728741,86;797518,15;48927,49;112833106,5
4204558;Correia Pinto;SC;S;0;0;0;60,82;72,25;63,23;47,00;62,11;81,03;96,35;49,50;71,17;69,67;52,74;59,34;44,49;35,01;78,46;30,03;91134,10;207126,46;158935,81;76419,30;533615,67;591259,41;48011,32;42486497,12
4204608;Criciúma;SC;S;0;0;0;65,81;80,45;72,64;44,35;72,80;91,04;89,39;68,58;75,10;79,64;59,54;76,29;34,02;59,95;24,66;58,76;56718,25;2256262,45;5045689,43;1099714,95;8458385,08;10063804,96;45871,13;2574459073
4204707;Cunha Porã;SC;S;0;0;0;61,59;69,82;66,35;48,59;74,11;58,03;87,73;59,40;73,63;73,84;51,24;66,71;33,53;49,97;70,36;40,50;102198,32;199387,77;442173,00;62215,16;805974,25;927504,49;83184,26;129265697,8
4204756;Cunhataí;SC;S;0;0;0;62,07;69,67;63,69;52,85;56,80;45,10;92,82;83,96;77,05;60,60;56,93;60,16;30,56;45,12;94,45;41,27;31377,22;2749,63;14783,69;14956,41;63866,94;66618,49;33782,20;5866423,57
4204806;Curitibanos;SC;S;0;0;0;59,60;74,32;71,02;33,45;60,67;88,55;82,43;65,64;73,62;88,61;51,40;70,46;12,13;42,72;42,43;36,52;116614,98;579518,43;794143,97;193633,21;1683910,59;1875113,68;46834,52;187758614,7
4204905;Descanso;SC;S;0;0;0;57,45;67,97;67,71;36,67;64,54;57,73;73,83;75,76;75,48;64,33;68,63;62,40;22,30;36,49;60,99;26,89;110542,04;16283,40;112910,04;42212,74;281948,23;298971,88;36746,79;23450637,6
4205001;Dionísio Cerqueira;SC;S;0;0;0;58,18;74,54;65,20;34,79;72,28;76,60;92,09;57,20;71,03;66,46;55,05;68,26;32,80;39,14;37,56;29,64;99875,71;23508,66;313592,79;84276,61;521253,76;636237,98;40805,41;120231550,1
4205100;Dona Emma;SC;S;0;0;0;60,20;73,81;63,30;43,49;76,28;60,33;80,47;78,16;73,26;58,46;52,20;69,30;24,57;44,22;73,35;31,82;30064,73;55780,40;40408,70;26885,47;153139,30;165716,23;39232,06;20574609,36
4205159;Doutor Pedrinho;SC;S;0;0;0;60,27;75,21;65,96;39,64;74,17;59,32;81,66;85,69;77,00;69,91;51,00;65,95;16,98;48,73;66,92;25,94;11818,89;73014,28;35033,94;25531,48;145398,59;175696,44;42194,15;26245461,07
4205175;Entre Rios;SC;S;0;0;0;49,99;62,72;59,97;27,27;75,21;29,41;74,17;72,08;69,89;60,28;45,44;64,27;22,36;26,80;35,02;24,92;22461,86;1574,17;13410,56;22057,93;59504,53;61375,16;18989,84;4713685,46
4205191;Ermo;SC;S;0;0;0;58,95;73,00;65,66;38,19;67,70;51,61;88,71;83,96;77,13;71,84;49,29;64,40;24,11;40,69;55,95;31,99;39966,12;59778,96;43239,76;16756,30;159741,14;176541,06;85741,16;8768086,27
4205209;Erval Velho;SC;S;0;0;0;61,16;74,67;65,72;43,08;68,71;69,46;84,54;75,96;75,77;71,45;51,38;64,28;30,06;42,08;67,89;32,30;66925,11;17160,00;59708,55;27581,09;171374,75;183128,22;41403,62;17235984,72
4205308;Faxinal dos Guedes;SC;S;0;0;0;62,68;76,26;68,25;43,51;70,06;81,74;96,95;56,29;75,08;69,91;57,43;70,60;25,05;37,00;73,52;38,47;192989,96;181042,05;206135,10;66223,11;646390,22;758314,27;71337,18;66473932,46
4205357;Flor do Sertão;SC;S;0;0;0;59,00;75,83;63,13;38,03;69,07;66,00;88,68;79,57;77,25;65,19;46,19;63,88;20,95;38,02;45,64;47,52;18856,90;8932,60;16369,50;15712,29;59871,28;64272,81;40808,13;9889402,76
4205407;Florianópolis;SC;S;1;0;0;69,56;81,18;72,67;54,84;79,16;87,69;86,67;71,20;71,57;84,45;64,40;70,25;39,21;62,48;43,71;73,97;75454,25;1668521,26;15080494,89;2995033,06;19819503,46;23555034,44;45602,98;12930830169
4205431;Formosa do Sul;SC;S;0;0;0;63,17;78,94;63,59;46,98;78,43;61,01;89,77;86,55;75,74;64,56;51,90;62,18;42,54;38,37;69,83;37,19;26169,34;6716,99;22908,79;18803,07;74598,19;78628,76;31692,37;10501805,96
4205456;Forquilhinha;SC;S;0;0;0;64,63;79,59;67,62;46,67;71,09;94,39;87,67;65,22;74,63;63,40;62,32;70,14;31,44;49,93;67,11;38,20;136864,05;372129,67;436554,54;146187,87;1091736,13;1224362,10;44327,22;151019970,2
4205506;Fraiburgo;SC;S;0;0;0;58,93;72,61;68,49;35,70;67,36;80,49;84,27;58,30;72,53;71,53;58,74;71,17;25,84;39,40;35,89;41,68;203800,66;212519,68;517861,50;203637,38;1137819,22;1273453,50;34677,27;169761908,5
4205555;Frei Rogério;SC;S;0;0;0;60,34;74,98;61,88;44,15;79,20;57,04;77,11;86,55;77,60;44,13;61,02;64,78;10,27;38,20;88,13;40,02;51734,88;5304,42;24720,54;17023,18;98783,02;102092,76;53228,76;4974421,77
4205605;Galvão;SC;S;0;0;0;52,25;59,87;60,87;36,02;67,74;80,91;87,69;3,15;77,90;67,97;28,09;69,51;44,80;30,25;40,81;28,21;29836,10;9199,27;34290,45;20778,63;94104,45;99951,55;36868,88;7097912,55
4205704;Garopaba;SC;S;0;0;0;63,44;78,63;72,16;39,53;74,47;81,63;90,02;68,40;75,00;78,20;71,84;63,60;14,96;51,55;53,48;38,15;20305,14;81396,27;446226,17;140983,65;688911,23;773131,35;32120,12;153856819,3
4205803;Garuva;SC;S;0;0;0;60,17;72,68;65,34;42,48;78,78;77,72;83,23;51,00;72,71;66,11;56,32;66,21;41,32;39,96;51,98;36,66;43212,96;920162,43;530073,11;118274,15;1611722,64;2033119,21;108052,68;422434707,5
4205902;Gaspar;SC;S;0;0;0;61,98;77,83;70,04;38,06;73,07;79,76;88,31;70,19;69,68;74,87;65,12;70,49;29,59;47,53;31,66;43,46;29665,07;1404847,74;1718321,49;374962,91;3527797,21;4156790,65;57793,40;933751301,4
4206009;Governador Celso Ramos;SC;S;0;0;0;64,83;80,49;72,09;41,91;76,25;82,06;94,68;68,96;72,64;83,57;64,76;67,37;25,62;46,09;63,57;32,37;60334,56;39739,41;202190,46;112105,02;414369,45;449622,35;30505,62;78442685,82
4206108;Grão-Pará;SC;S;0;0;0;60,36;76,35;63,71;41,01;72,37;73,50;88,24;71,31;74,79;57,42;61,91;60,72;33,08;36,66;57,63;36,65;101341,15;68401,81;90953,78;41192,80;301889,53;329138,85;49711,35;28626154,85
4206207;Gravatal;SC;S;0;0;0;63,38;79,02;66,30;44,81;73,70;76,10;88,51;77,77;72,91;67,14;58,92;66,23;40,51;41,07;69,56;28,11;26386,56;99882,76;166614,33;62870,84;355754,48;387230,76;33232,99;58339415,14
4206306;Guabiruba;SC;S;0;0;0;64,00;77,79;69,11;45,10;76,13;67,05;90,23;77,76;71,22;71,39;63,83;70,03;33,07;48,08;67,92;31,33;4390,57;414380,09;416582,39;131965,90;967318,94;1262670,30;50664,89;324094251
4206405;Guaraciaba;SC;S;0;0;0;64,85;77,79;69,71;47,04;71,15;68,42;87,48;84,10;79,76;66,34;65,99;66,73;22,73;44,43;89,30;31,71;144044,45;58086,16;160020,05;57375,96;419526,62;454591,21;45623,37;43650823,09
4206504;Guaramirim;SC;S;0;0;0;62,99;79,05;67,45;42,48;73,29;81,57;91,58;69,76;71,37;68,68;62,86;66,87;29,93;51,61;39,50;48,88;74199,97;779460,52;1014528,81;268439,67;2136628,97;2514107,58;53769,65;663394292,9
4206603;Guarujá do Sul;SC;S;0;0;0;59,21;73,48;64,10;40,06;61,87;70,43;90,56;71,06;78,35;69,25;39,76;69,04;32,55;46,37;47,68;33,64;35257,14;44677,14;68812,77;32309,50;181056,56;202542,11;38980,39;23601099,58
4206652;Guatambú;SC;S;0;0;0;59,19;67,46;60,47;49,63;71,58;59,82;89,88;48,54;62,45;58,95;57,23;63,25;35,23;44,95;81,69;36,66;72172,67;125694,97;78228,18;33349,35;309445,16;354962,60;75652,73;34407980,35
4206702;Herval d'Oeste;SC;S;0;0;0;60,33;80,02;66,46;34,51;74,81;88,49;87,30;69,47;66,04;64,59;63,36;71,84;38,31;38,69;31,33;29,70;50453,54;120445,51;271226,30;123252,42;565377,77;623924,36;27341,12;72002654,36
4206751;Ibiam;SC;S;0;0;0;61,02;70,52;63,14;49,41;79,70;57,20;83,28;61,91;77,06;55,95;55,79;63,78;32,22;36,17;94,49;34,74;36937,08;7322,42;11339,72;16030,74;71629,95;75603,46;38731,28;9039589,86
4206801;Ibicaré;SC;S;0;0;0;58,35;71,76;64,81;38,48;72,76;68,25;78,72;67,30;78,30;67,06;45,47;68,42;19,89;50,55;55,95;27,53;58345,78;15091,86;40141,67;22642,28;136221,58;145405,55;46101,95;24948549,83
4206900;Ibirama;SC;S;0;0;0;62,76;81,26;69,78;37,25;77,85;86,21;94,27;66,71;74,71;70,64;59,17;74,62;34,95;53,80;18,17;42,09;25671,68;152568,65;245858,32;109125,69;533224,34;599100,95;31141,54;165706594,2
4207007;Içara;SC;S;0;0;0;62,30;78,97;69,39;38,56;71,38;83,49;91,05;69,95;71,17;73,89;59,39;73,10;33,42;48,28;36,82;35,73;121900,59;1133557,31;1545287,86;295494,21;3096239,97;3521296,12;60654,48;830113117,4
4207106;Ilhota;SC;S;0;0;0;61,70;78,09;66,34;40,68;80,89;78,76;89,87;62,82;71,67;65,35;63,48;64,85;26,05;44,06;66,17;26,46;57228,64;201925,64;623036,22;90687,33;972877,83;1215152,51;83624,84;187506676
4207205;Imaruí;SC;S;0;0;0;56,81;70,30;62,34;37,78;67,04;49,51;88,87;75,77;72,35;52,34;58,37;66,30;17,42;37,65;74,08;21,98;89816,06;32602,71;71769,43;51040,65;245228,85;252787,78;25889,78;16479833,22
4207304;Imbituba;SC;S;0;0;0;60,95;74,13;71,76;36,97;64,31;73,77;90,25;68,17;72,95;77,45;64,33;72,31;23,75;51,42;36,40;36,32;55967,00;317170,08;1430963,49;272311,15;2076411,72;2502431,22;54744,62;558517219,7
4207403;Imbuia;SC;S;0;0;0;59,57;75,40;66,75;36,57;82,59;50,01;88,56;80,46;77,89;71,80;50,98;66,32;30,46;41,07;44,08;30,67;99349,69;13598,51;96338,25;35907,97;245194,42;260667,32;41481,11;18935561,48
4207502;Indaial;SC;S;0;0;0;69,53;79,69;68,67;60,23;77,13;86,14;89,77;65,72;70,80;69,18;61,79;72,92;45,46;60,15;64,75;70,55;26629,51;1340329,12;1412662,53;379577,74;3159198,90;3675475,40;50804,13;841783858,8
4207577;Iomerê;SC;S;0;0;0;66,96;75,71;69,62;55,55;74,92;53,68;90,29;83,96;77,27;72,87;66,76;61,60;24,77;45,55;99,15;52,72;76072,20;69002,42;42980,83;21547,34;209602,79;227765,88;76457,16;25666064,98
4207601;Ipira;SC;S;0;0;0;61,61;73,54;67,22;44,09;70,72;60,50;93,07;69,86;79,09;68,21;57,75;63,81;26,61;53,34;65,62;30,78;36027,28;6675,43;30377,21;29665,03;102744,96;107119,59;24529,33;9639425,38
4207650;Iporã do Oeste;SC;S;0;0;0;64,54;78,21;68,14;47,27;68,25;66,61;92,28;85,72;83,30;66,76;56,30;66,20;28,05;52,45;75,76;32,84;142246,81;26583,55;136019,82;49874,71;354724,89;381271,68;41930,24;39632076
4207684;Ipuaçu;SC;S;0;0;0;51,49;54,15;59,69;40,64;76,73;33,29;47,51;59,08;69,18;60,03;44,93;64,62;32,47;31,07;59,54;39,47;73961,17;108964,09;72397,34;44908,11;300230,70;321467,45;42060,38;16710282,69
4207700;Ipumirim;SC;S;0;0;0;59,40;75,89;68,01;34,31;71,32;59,05;87,63;85,55;79,66;61,85;65,03;65,52;24,74;54,51;20,35;37,64;95165,08;155708,79;123068,02;46637,39;420579,27;465686,62;60897,95;41217712,8
4207759;Iraceminha;SC;S;0;0;0;61,71;69,74;67,44;47,95;76,79;50,70;67,49;83,96;81,42;60,99;65,45;61,91;26,54;39,64;93,27;32,35;57591,73;6888,15;34902,55;25041,42;124423,84;133793,64;34297,27;20140733,98
4207809;Irani;SC;S;0;0;0;57,43;77,07;65,57;29,64;80,23;79,95;89,50;58,57;74,68;66,28;53,58;67,73;32,68;38,20;13,70;34,00;73490,97;27432,24;107232,20;56262,99;264418,39;282643,15;26727,48;37195446,63
4207858;Irati;SC;S;0;0;0;59,54;66,71;61,69;50,22;73,37;48,91;57,13;87,42;73,10;64,05;48,06;61,57;22,77;43,76;95,93;38,41;15730,07;6022,89;14657,92;16105,28;52516,16;56612,74;30001,45;8435033,87
4207908;Irineópolis;SC;S;0;0;0;54,88;66,04;62,26;36,34;66,51;44,16;92,42;61,07;77,97;52,59;49,97;68,52;34,52;39,11;41,64;30,08;192747,34;22011,89;155114,35;65963,48;435837,06;458946,58;40421,58;28874192,01
4208005;Itá;SC;S;0;0;0;63,85;79,85;66,60;45,09;73,32;79,16;80,38;86,55;74,75;73,29;54,07;64,29;25,75;58,17;41,60;54,83;68267,81;111758,34;131261,99;46220,82;357508,95;404686,27;66440,04;239364165,2
4208104;Itaiópolis;SC;S;0;0;0;60,26;73,90;61,76;45,11;72,81;60,34;88,44;73,99;75,31;52,52;55,47;63,74;39,42;42,48;69,90;28,65;322530,80;233665,00;291321,66;120742,64;968260,11;1047601,13;47859,71;40853551,94
4208203;Itajaí;SC;S;0;0;0;65,85;80,09;70,79;46,67;70,70;92,58;89,34;67,74;73,13;77,77;65,85;66,42;30,06;57,84;30,45;68,32;101269,87;3907186,14;20854294,24;1633160,24;26495910,48;47754801,82;210729,12;19706559156
4208302;Itapema;SC;S;0;0;0;66,50;79,41;72,32;47,78;81,21;87,94;77,73;70,75;69,84;84,39;66,71;68,34;37,19;46,71;62,03;45,20;10290,96;645005,47;1421477,53;463836,34;2540610,30;2888726,47;41670,53;960241883,6
4208401;Itapiranga;SC;S;0;0;0;67,41;79,02;67,42;55,80;78,71;84,40;92,58;60,38;81,24;61,69;59,09;67,68;26,36;45,88;86,19;64,79;174837,01;326205,56;350348,38;101108,76;952499,70;1064725,57;62122,97;83997928,88
4208450;Itapoá;SC;S;0;0;0;62,42;78,10;69,21;39,95;76,58;91,51;88,93;55,40;71,77;82,96;60,97;61,16;27,94;46,43;55,26;30,18;28725,56;69979,85;899313,25;162493,63;1160512,31;1688632,11;77581,19;677006223,2
4208500;Ituporanga;SC;S;0;0;0;61,25;75,16;67,01;41,57;75,30;72,34;87,00;66,00;73,21;69,79;57,42;67,61;22,03;45,09;61,79;37,37;278774,71;333162,84;530720,12;137447,54;1280105,21;1399577,07;54630,43;210466503,5
4208609;Jaborá;SC;S;0;0;0;63,20;76,69;61,59;51,31;75,98;59,99;87,78;83,01;72,28;64,44;46,41;63,23;34,17;45,30;85,04;40,74;72985,98;17351,57;49519,97;27500,84;167358,36;181338,44;46508,96;19823264,45
4208708;Jacinto Machado;SC;S;0;0;0;61,16;73,28;64,36;45,85;62,71;65,00;89,34;76,07;75,93;57,35;55,18;68,97;25,80;37,55;81,69;38,36;132480,17;130611,10;166162,57;53664,12;482917,96;529736,89;51246,68;77530780,74
4208807;Jaguaruna;SC;S;0;0;0;62,91;74,66;67,10;46,96;70,25;69,99;88,37;70,05;69,80;76,59;52,77;69,25;48,69;41,29;63,33;34,55;105209,23;127542,31;454442,54;110329,70;797523,79;851846,89;41458,46;155989697,6
4208906;Jaraguá do Sul;SC;S;0;0;0;67,25;82,11;72,17;47,48;77,52;88,51;93,07;69,33;78,64;75,05;64,25;70,73;23,31;63,53;35,07;68,00;95605,63;4529600,28;4399299,92;1009027,10;10033532,93;12052184,78;65295,54;3784043964
4208955;Jardinópolis;SC;S;0;0;0;62,53;81,41;65,60;40,58;76,52;73,18;89,38;86,55;77,37;61,53;61,48;62,00;24,84;31,85;62,78;42,82;25434,16;7981,45;15326,97;15433,85;64176,42;67315,54;44286,54;6082129,39
4209003;Joaçaba;SC;S;0;0;0;66,91;78,04;72,51;50,19;73,73;88,54;82,82;67,05;77,16;78,16;66,01;68,70;39,13;50,29;39,67;71,65;88356,29;544782,90;1271706,90;199127,23;2103973,31;2380991,97;77597,18;515106029,3
4209102;Joinville;SC;S;0;0;0;64,89;79,67;71,94;43,06;75,93;84,72;90,93;67,08;75,05;77,35;63,15;72,21;27,25;56,38;29,49;59,10;161181,92;11937391,59;18174354,38;3385116,58;33658044,47;45069864,26;74531,62;12650633906
4209151;José Boiteux;SC;S;0;0;0;54,79;75,57;62,26;26,53;78,69;59,67;78,21;85,69;68,16;51,96;62,10;66,82;34,95;21,54;25,48;24,14;33622,70;23589,44;34347,10;31991,63;123550,87;130462,27;25993,68;12118773,18
4209177;Jupiá;SC;S;0;0;0;64,47;75,33;67,84;50,23;63,11;64,40;88,98;84,82;73,65;69,37;65,61;62,72;31,86;52,58;92,74;23,74;29350,34;15563,17;19179,35;17614,56;81707,43;88231,88;42358,08;6723769,55
4209201;Lacerdópolis;SC;S;0;0;0;59,85;74,69;66,27;38,59;72,75;71,58;87,86;66,57;73,77;68,58;59,82;62,91;24,75;66,22;46,49;16,89;41277,51;26678,01;40164,35;17748,24;125868,12;137752,35;61277,74;16189952,55
4209300;Lages;SC;S;0;0;0;64,92;75,87;67,31;51,59;63,90;89,34;83,06;67,17;70,88;77,00;55,90;65,49;47,51;54,13;59,71;45,02;240400,06;1298763,77;3379892,87;890565,13;5809621,83;6576476,05;41846,27;1057308629
4209409;Laguna;SC;S;0;0;0;60,34;77,32;68,98;34,73;70,14;83,29;97,09;58,75;73,01;75,86;56,58;70,49;22,76;51,79;37,06;27,31;130256,34;93209,27;570203,39;230258,00;1023927,00;1093598,19;23556,74;103423777,1
4209458;Lajeado Grande;SC;S;0;0;0;64,24;79,38;66,59;46,75;73,88;70,43;89,25;83,96;72,71;67,96;60,64;65,05;23,97;34,19;86,36;42,49;28335,04;3686,61;12512,22;12769,32;57303,18;59651,48;42366,11;5149181,91
4209508;Laurentino;SC;S;0;0;0;62,51;80,08;68,88;38,59;63,01;80,18;93,28;83,84;79,95;67,65;61,19;66,71;20,79;47,81;49,23;36,55;23767,93;129534,46;187328,28;42970,75;383601,42;444760,96;62169,55;53407184,15
4209607;Lauro Müller;SC;S;0;0;0;61,95;74,14;64,54;47,18;71,16;76,58;96,58;52,24;71,81;69,75;49,23;67,36;38,94;49,12;69,78;30,89;48823,39;102065,73;152619,89;88516,59;392025,61;418742,13;27226,41;81907169,74
4209706;Lebon Régis;SC;S;0;0;0;55,26;69,73;57,08;38,96;67,78;65,08;90,47;55,59;62,01;54,40;49,81;62,10;28,23;26,47;83,39;17,73;165853,81;54322,90;112178,70;62186,53;394541,94;416768,38;34381,16;30705253,04
4209805;Leoberto Leal;SC;S;0;0;0;59,05;62,49;67,30;47,36;62,41;42,84;87,00;57,71;80,36;58,42;69,00;61,42;34,36;40,14;77,51;37,42;55113,58;7668,36;31535,27;21642,79;115960,01;119777,14;40465,25;5984021,11
4209854;Lindóia do Sul;SC;S;0;0;0;63,27;80,46;64,93;44,41;79,14;67,02;90,00;85,69;82,83;55,04;54,84;66,99;35,21;42,32;69,87;30,26;78963,06;9557,52;29992,91;27443,77;145957,27;151905,93;33533,32;11366030,22
4209904;Lontras;SC;S;0;0;0;62,99;78,56;64,71;45,71;79,93;71,21;89,45;73,64;69,72;64,11;55,99;69,01;35,82;41,83;74,08;31,12;41001,47;98151,00;192750,09;67561,33;399463,89;466155,26;37301,37;113933827,6
4210001;Luiz Alves;SC;S;0;0;0;57,88;70,93;65,05;37,67;76,21;43,47;90,73;73,33;71,47;60,90;59,30;68,53;28,11;35,12;40,21;47,23;185372,43;230208,38;201552,62;75816,18;692949,60;792697,48;59391,43;153798087,2
4210035;Luzerna;SC;S;0;0;0;70,09;80,66;73,63;55,97;73,39;87,70;89,89;71,65;82,64;71,66;71,65;68,57;19,89;62,50;89,57;51,92;35526,29;105925,87;83300,31;37480,90;262233,36;292962,41;51550,66;67445701,88
4210050;Macieira;SC;S;0;0;0;61,47;76,86;62,74;44,81;80,11;58,53;88,39;80,43;79,44;47,88;63,61;60,02;20,05;47,94;76,94;34,31;28093,42;4481,49;8731,23;16001,89;57308,03;59143,42;33661,59;3675253,02
4210100;Mafra;SC;S;0;0;0;62,70;77,44;68,70;41,95;71,18;83,27;90,88;64,43;78,58;68,99;58,07;69,16;22,69;46,48;60,32;38,30;356576,29;515452,97;1085360,48;297166,42;2254556,16;2489950,65;43817,87;315091811,8
4210209;Major Gercino;SC;S;0;0;0;54,94;72,67;62,42;29,74;67,60;44,47;92,91;85,69;76,73;50,42;57,08;65,45;19,77;23,09;53,42;22,68;15986,67;5361,52;14815,92;23113,52;59277,62;62133,76;17931,82;8590861,79
4210308;Major Vieira;SC;S;0;0;0;54,94;65,09;60,70;39,02;56,61;40,78;86,95;76,02;75,06;52,87;53,06;61,81;20,61;33,23;77,49;24,76;113610,55;33329,19;87917,31;45266,70;280123,76;300299,48;36581,74;17852401,7
4210407;Maracajá;SC;S;0;0;0;61,75;77,10;63,83;44,30;76,40;67,49;87,12;77,40;74,81;63,83;50,24;66,45;52,39;43,95;51,68;29,20;27992,42;49642,77;126108,99;40908,17;244652,35;273036,75;36595,20;35803583,72
4210506;Maravilha;SC;S;0;0;0;66,95;80,47;71,52;48,86;81,60;72,52;92,49;75,29;73,78;79,20;60,80;72,29;30,26;51,58;64,31;49,31;68493,80;628947,33;658066,09;146977,77;1502484,98;1793996,79;67792,65;320833112,2
4210555;Marema;SC;S;0;0;0;58,94;72,74;68,28;35,81;74,79;61,15;86,32;68,71;77,03;64,15;71,48;60,44;22,11;23,99;57,65;39,50;58959,52;2808,09;16155,60;17169,85;95093,06;98096,70;57602,29;5145013,48
4210605;Massaranduba;SC;S;0;0;0;57,41;70,84;68,14;33,26;77,80;56,49;86,24;62,83;80,17;63,39;59,78;69,22;23,54;49,14;22,07;38,28;128165,65;212475,82;238930,79;94534,16;674106,42;751783,97;43380,49;140255899
4210704;Matos Costa;SC;S;0;0;0;59,08;77,56;57,22;42,45;77,38;66,05;82,86;83,96;63,83;54,00;54,94;56,12;26,10;30,22;83,50;29,99;26709,11;2729,95;12888,42;18318,08;60645,56;62584,41;25628,34;5452353,84
4210803;Meleiro;SC;S;0;0;0;59,16;69,16;65,38;42,92;70,78;55,43;83,72;66,71;79,40;60,80;60,12;61,21;29,81;52,44;54,33;35,11;115203,90;41938,31;120202,52;41734,19;319078,92;340346,11;48697,40;24364539,05
4210852;Mirim Doce;SC;S;0;0;0;59,65;76,19;57,99;44,79;66,11;65,69;87,27;85,69;75,85;47,00;44,73;64,36;21,15;27,01;86,76;44,23;31814,00;17258,86;17610,70;18073,41;84756,97;89435,08;39625,65;10109776,42
4210902;Modelo;SC;S;0;0;0;64,68;80,11;69,73;44,22;71,26;72,40;92,12;84,64;76,53;71,62;62,61;68,15;37,42;39,50;55,55;44,41;47080,24;32808,46;52377,20;25848,57;158114,48;170285,76;40285,25;24366925,04
4211009;Mondaí;SC;S;0;0;0;66,07;77,32;67,74;53,14;69,10;63,24;94,26;82,67;79,39;65,79;56,53;69,25;33,63;80,50;64,45;33,98;79175,29;535327,01;281715,96;65791,11;962009,37;1089117,07;90503,33;123079497,2
4211058;Monte Carlo;SC;S;0;0;0;60,34;80,34;67,51;33,18;79,99;82,38;85,73;73,25;67,85;78,70;54,53;68,97;25,84;27,82;48,56;30,51;54206,72;44191,25;64285,91;58334,48;221018,36;233393,90;23468,47;18128318,93
4211108;Monte Castelo;SC;S;0;0;0;57,68;77,19;61,05;34,80;74,95;62,58;89,31;81,94;70,68;63,00;53,05;57,46;21,06;30,70;60,34;27,10;57035,07;31226,66;87510,25;44922,34;220694,31;237409,96;28731,69;17355062,65
4211207;Morro da Fumaça;SC;S;0;0;0;59,82;75,94;67,28;36,26;62,47;77,99;95,22;68,07;71,53;70,44;54,42;72,71;27,95;33,17;47,40;36,51;16711,30;360132,74;300871,77;101690,05;779405,86;922020,59;50954,44;224776762
