IBGE;IPSAMZ18;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1707553;61,12;82,10;57,14;44,13;96,23;61,03;94,46;76,69;70,22;19,43;68,39;70,53;9,91;70,80;86,32;9,48;14,49;0,00;0,00;0,00;3,12;74,48;99,52;82,39;83,18;95,82;97,68;97,80;0,00;1,00;8,68;3,00;43,41;2,90;19,30;28,00;4,30;10,90;11,49;17,92;87,42;6,64;39,05;52,15;156,45;78,23;26,17;0,00;0,00;0,00;21,38;0,00;55,56;3,38;2,00;0,00;3,00;18,84;85,84;26,09;0,00;1,00;120,75;103,09;1,00;12,63;10,05
1707652;56,02;68,14;53,93;46,00;88,14;59,43;94,86;30,13;73,62;19,33;53,30;69,46;13,04;61,98;100,00;8,96;13,16;0,00;0,00;38,00;6,14;93,56;89,11;79,75;80,52;99,19;99,67;96,33;54,40;6,00;31,59;5,00;44,21;0,70;17,90;23,40;5,10;6,10;13,47;18,69;81,88;4,97;133,00;95,00;247,01;38,00;18,93;0,00;0,00;0,00;65,32;4,35;88,89;2,65;3,00;0,00;1,00;25,00;160,20;27,63;0,00;1,00;0,00;0,00;1,00;12,52;9,16
1707702;52,84;65,13;54,12;39,28;90,71;34,16;82,91;52,75;57,69;11,94;72,90;73,95;8,71;54,69;90,60;3,11;27,78;0,00;0,00;11,29;4,67;76,33;73,72;70,71;66,50;95,49;81,71;84,30;14,37;4,00;18,84;4,00;30,18;3,10;32,20;29,70;4,45;10,00;11,37;12,67;39,59;2,86;33,88;33,88;237,13;56,46;11,32;14,76;0,00;0,00;55,40;4,53;88,89;2,49;1,00;0,00;1,00;30,56;15,39;81,48;0,00;1,00;0,00;14,34;2,00;4,39;3,15
1708205;53,57;65,03;61,54;34,15;94,16;36,26;88,71;40,98;71,05;20,29;69,76;85,06;12,37;68,29;41,99;13,97;13,47;0,00;5,41;5,42;3,45;86,09;12,29;76,80;75,63;94,19;92,57;89,27;71,59;6,00;19,86;4,00;27,07;1,80;19,70;29,40;4,95;5,40;17,78;18,34;79,59;5,54;59,65;81,34;178,96;32,54;10,85;64,68;1,50;1,39;67,69;35,39;72,73;2,81;3,00;0,00;3,00;25,25;13,37;24,58;12,50;4,00;158,10;74,48;3,00;19,75;14,13
1708254;53,03;59,60;49,93;49,57;84,01;37,49;95,89;20,99;78,06;24,53;41,47;55,64;20,45;59,17;94,14;24,51;40,82;0,00;0,00;38,62;3,97;86,78;35,84;81,35;88,83;97,41;98,09;97,28;94,30;6,00;64,57;6,00;51,76;0,50;12,50;25,30;4,95;3,00;14,93;17,54;128,38;6,04;38,62;193,12;270,37;115,87;39,85;0,00;63,05;0,00;115,95;2,72;66,67;3,11;4,00;3,00;2,00;26,53;218,76;55,10;0,00;1,00;51,72;152,91;1,00;34,06;25,15
1708304;54,04;60,67;54,94;46,51;92,33;30,14;40,45;79,77;74,89;10,09;67,79;66,98;15,72;58,75;100,00;11,56;14,71;0,00;0,00;19,52;4,01;47,17;18,09;55,70;42,38;17,93;59,35;40,84;0,00;1,00;6,51;3,00;26,04;0,30;18,30;17,20;4,70;5,80;3,21;5,27;66,56;2,31;19,55;19,52;273,28;19,52;58,56;0,00;6,00;1,43;92,96;8,60;88,89;3,32;4,00;0,00;1,00;29,41;181,72;30,88;0,00;1,00;0,00;0,00;1,00;16,11;11,84
1709005;47,02;56,56;50,61;33,88;91,82;28,97;56,69;48,75;54,15;7,14;63,24;77,91;17,28;51,65;59,94;6,66;12,20;0,00;11,84;7,68;4,75;61,50;57,20;59,45;44,57;70,42;64,97;45,89;39,35;5,00;18,01;4,00;18,00;2,10;28,40;50,60;4,15;11,80;3,22;5,04;40,77;1,64;76,81;69,13;199,71;84,49;7,68;32,36;0,00;0,00;43,63;20,79;77,78;1,31;2,00;4,00;1,00;35,37;113,74;71,54;0,58;2,00;124,94;67,01;3,00;9,48;6,71
1709302;52,56;66,46;58,72;32,49;88,90;51,99;96,89;28,08;69,56;28,74;75,71;60,86;33,64;65,07;16,50;14,77;21,00;0,00;3,86;27,00;4,20;91,34;46,92;92,57;91,90;99,55;98,26;96,72;94,55;6,00;37,56;5,00;55,74;0,90;17,80;30,20;4,80;9,50;25,80;29,59;102,69;6,51;30,86;65,58;177,45;34,72;7,72;0,00;44,97;0,28;28,36;1,01;90,91;2,61;8,00;5,00;2,00;25,72;33,88;30,18;13,16;4,00;300,00;150,24;4,00;21,72;14,43
1709500;55,45;69,00;64,75;32,60;90,71;66,64;98,62;20,01;81,95;34,66;71,67;70,72;24,70;82,42;7,10;16,18;20,06;2,23;5,77;12,70;3,60;95,35;45,28;97,81;97,87;99,62;99,60;97,40;107,64;6,00;56,90;6,00;57,27;0,20;14,90;24,90;5,65;3,70;30,49;38,94;111,03;10,64;69,25;71,55;148,88;31,16;8,08;0,00;0,00;0,00;6,55;0,50;61,54;3,57;5,00;4,00;8,00;18,05;45,53;21,69;15,74;4,00;300,00;2606,97;5,00;24,85;15,18
1709807;59,09;71,99;56,41;48,88;82,68;79,94;90,29;35,05;71,78;9,39;78,71;65,74;17,23;69,13;95,85;13,31;32,26;0,00;0,00;52,85;4,92;80,29;69,29;58,47;78,10;96,11;94,65;89,54;69,30;6,00;33,09;5,00;16,54;0,30;16,80;25,40;4,20;6,00;5,00;6,42;39,79;9,32;49,63;49,63;99,26;49,63;0,00;0,00;0,00;0,00;82,81;44,01;66,67;1,52;6,00;0,00;1,00;20,00;0,00;10,00;0,00;1,00;36,59;0,00;1,00;17,39;14,32
1710508;53,39;62,41;57,63;40,13;83,04;58,00;71,42;37,19;71,31;15,42;65,98;77,81;9,78;53,14;90,74;6,88;48,95;0,00;13,49;13,45;5,09;63,19;38,44;57,66;63,19;75,13;76,25;69,42;72,76;6,00;31,45;5,00;4,48;1,80;18,80;43,90;5,20;3,50;10,90;11,76;75,50;3,25;40,36;107,63;134,54;80,72;13,45;31,08;0,00;0,00;58,75;14,84;55,56;0,81;3,00;0,00;3,00;40,56;122,30;66,43;1,01;2,00;19,12;0,00;1,00;9,25;7,24
1710706;50,73;62,96;50,09;39,15;87,09;48,28;74,71;41,75;60,22;10,25;70,26;59,65;10,33;55,84;86,75;3,67;14,49;0,00;16,81;25,44;5,13;70,81;74,21;72,49;54,61;92,46;70,73;76,74;45,20;6,00;11,31;4,00;22,74;1,30;24,40;32,80;3,85;11,30;7,81;10,27;42,30;1,63;34,11;51,16;238,74;50,88;17,05;0,19;49,97;0,51;40,44;0,68;66,67;3,22;2,00;0,00;0,00;27,14;35,19;68,57;0,00;1,00;33,92;39,56;2,00;5,52;3,51
1710904;55,16;67,67;51,71;46,10;80,29;16,64;73,77;100,00;69,17;8,32;60,55;68,81;20,78;57,33;100,00;6,30;15,63;0,00;26,48;52,95;5,01;62,46;41,35;54,19;61,77;86,58;71,90;72,70;0,00;1,00;0,00;1,00;0,00;3,10;18,30;25,30;4,35;4,70;4,60;6,05;43,45;2,66;132,38;79,43;185,33;52,95;0,00;0,00;0,00;0,00;83,38;8,52;66,67;3,19;7,00;0,00;1,00;28,13;219,38;45,31;0,00;1,00;0,00;0,00;1,00;8,48;6,63
1711100;53,80;78,15;46,24;37,02;93,69;31,88;87,01;100,00;67,30;16,50;52,30;48,84;10,54;61,92;62,15;13,48;26,32;0,00;0,00;0,00;3,45;84,37;1,92;63,94;76,38;98,22;75,84;94,67;0,00;1,00;0,00;1,00;0,00;0,30;19,30;32,00;4,80;9,60;11,63;12,98;79,21;3,74;41,07;109,51;288,42;82,41;41,07;0,00;95,69;0,26;123,10;0,41;55,56;4,11;2,00;0,00;3,00;34,21;62,05;28,95;0,00;1,00;85,03;230,68;4,00;17,44;14,60
1711506;49,98;65,57;52,19;32,17;81,01;25,73;83,60;71,96;64,50;11,60;64,57;68,08;15,51;67,77;28,38;17,03;60,61;0,00;0,00;25,98;5,82;79,23;4,64;37,35;51,96;91,00;92,73;89,95;0,00;1,00;17,46;4,00;26,12;1,00;17,10;42,60;4,70;11,90;5,69;10,21;58,78;2,74;26,18;103,92;181,87;51,96;33,20;0,00;0,00;0,00;115,60;11,00;55,56;2,88;2,00;3,00;2,00;21,43;117,68;17,86;0,00;1,00;300,00;973,47;5,00;23,55;17,53
1711803;52,40;63,67;45,13;48,41;98,05;30,45;88,19;37,99;50,57;16,07;53,31;60,58;18,06;61,98;100,00;13,60;0,00;0,00;0,00;0,00;4,71;50,14;13,53;46,30;52,73;97,27;96,58;96,31;120,55;6,00;30,34;5,00;0,00;3,50;23,30;43,20;3,75;13,20;3,94;6,75;114,05;3,65;90,83;91,20;228,00;45,60;45,41;0,00;43,68;0,08;52,57;3,63;77,78;4,54;2,00;3,00;1,00;20,00;50,62;66,67;0,00;1,00;0,00;0,00;1,00;19,74;13,46
1711902;51,94;54,32;57,54;43,97;86,03;30,06;76,41;24,77;56,12;12,20;78,64;83,20;21,19;65,79;76,96;11,93;24,79;6,61;14,97;7,49;5,39;62,00;9,42;68,08;64,04;90,40;76,20;73,13;59,94;6,00;40,61;6,00;30,50;6,30;19,60;36,30;3,90;7,70;8,59;7,27;55,26;8,71;14,97;67,38;112,30;37,43;14,97;69,00;2,67;3,88;103,96;53,63;88,89;2,38;7,00;0,00;3,00;27,69;92,01;24,38;0,52;2,00;57,74;17,96;2,00;17,33;11,79
1711951;49,15;55,34;51,93;40,17;83,70;26,85;75,63;35,19;52,51;8,60;76,86;69,74;7,80;60,84;86,78;5,26;31,25;0,00;0,00;46,34;5,34;72,24;23,02;72,01;69,76;90,83;65,80;75,71;64,85;6,00;23,46;5,00;15,73;1,70;28,70;49,30;4,15;13,20;7,07;5,48;43,62;1,27;23,17;46,34;115,85;46,34;23,17;0,00;0,00;0,00;22,09;8,97;55,56;0,94;2,00;0,00;2,00;31,91;83,30;29,79;0,00;1,00;33,67;23,69;2,00;7,16;5,49
1712009;62,48;64,64;67,05;55,76;95,39;53,76;90,58;18,81;73,33;51,42;72,82;70,61;31,17;66,40;100,00;25,46;17,86;0,00;0,00;0,00;3,39;77,95;7,34;78,10;86,02;96,85;93,90;85,43;87,83;6,00;43,00;6,00;64,04;1,30;17,30;25,50;4,65;8,20;120,54;18,49;97,21;7,90;32,25;31,91;127,63;63,82;32,25;0,00;0,00;0,00;12,74;0,64;100,00;3,87;8,00;3,00;5,00;22,95;541,02;22,95;0,00;1,00;0,00;38,54;1,00;35,25;26,20
1712157;59,41;77,50;54,02;46,70;78,56;40,94;90,50;100,00;75,98;12,30;57,77;70,02;16,30;66,19;91,57;12,73;90,91;0,00;0,00;0,00;7,08;68,05;1,77;69,55;65,97;96,36;98,44;94,55;0,00;1,00;0,00;1,00;0,00;2,30;12,00;22,40;5,20;6,40;11,46;12,92;43,90;1,78;122,25;52,85;104,00;156,01;0,00;0,00;0,00;0,00;33,40;3,70;44,44;2,11;2,00;4,00;2,00;18,18;250,74;31,82;0,00;1,00;74,37;66,14;1,00;18,13;12,80
1712405;49,02;59,72;46,98;40,37;81,52;62,47;57,07;37,83;56,86;7,10;57,86;66,09;8,88;48,93;95,61;8,06;22,22;0,00;26,74;26,74;7,76;71,47;4,28;69,34;39,91;77,09;45,82;61,82;34,44;5,00;26,74;5,00;35,57;1,30;22,90;53,50;3,90;7,60;3,61;5,20;41,06;0,37;53,75;160,43;160,43;106,72;0,00;4,23;0,00;0,00;24,07;65,10;88,89;0,27;2,00;0,00;0,00;46,67;7,96;33,33;0,00;1,00;38,74;0,00;1,00;11,35;8,19
1712454;55,27;63,48;52,88;49,43;92,30;37,35;86,29;37,99;69,14;8,36;75,12;58,91;23,84;59,41;100,00;14,48;29,41;0,00;0,00;0,00;4,64;87,24;8,04;63,89;76,74;98,38;81,58;86,75;46,30;6,00;21,62;5,00;0,00;1,00;16,40;36,20;4,50;8,60;2,57;4,68;51,69;3,53;32,18;64,35;160,88;64,35;0,00;0,00;54,89;0,00;10,18;3,92;77,78;1,63;5,00;4,00;2,00;29,41;5,81;64,71;0,00;1,00;0,00;0,00;1,00;20,74;14,48
1712504;53,52;59,74;55,84;44,99;92,14;35,14;82,90;28,80;65,16;15,95;78,74;63,51;14,33;56,02;100,00;9,62;15,15;0,00;0,00;19,32;4,22;78,59;8,47;54,75;46,65;97,13;90,54;87,95;104,91;6,00;32,62;5,00;51,73;1,50;23,90;28,30;4,70;7,80;13,39;13,65;65,77;4,70;19,32;57,97;115,94;29,45;19,32;0,07;7,98;10,66;128,77;6,28;77,78;2,36;4,00;0,00;2,00;36,36;299,52;22,73;0,00;1,00;0,00;0,00;1,00;13,65;9,70
1712702;52,28;57,95;55,89;43,00;86,94;35,37;73,75;35,75;60,42;9,37;76,80;76,96;8,63;61,49;90,43;11,44;26,32;0,00;0,00;37,26;4,20;69,09;3,57;63,73;70,70;89,78;66,13;69,35;86,36;6,00;25,27;5,00;12,64;0,70;32,50;42,20;4,35;7,80;5,83;7,30;46,83;2,37;37,26;37,26;149,03;74,52;0,00;59,95;0,00;0,00;37,15;126,61;77,78;3,03;1,00;0,00;2,00;21,05;362,22;44,74;0,00;1,00;84,46;0,00;1,00;15,68;11,86
1712801;55,69;68,56;58,71;39,81;83,53;35,73;72,33;82,66;67,72;10,64;69,58;86,91;16,36;56,66;69,32;16,88;23,26;28,78;0,00;0,00;4,90;52,59;20,50;63,95;52,35;91,56;68,03;73,34;0,00;1,00;9,73;3,00;9,80;0,60;21,80;21,80;4,30;9,60;7,42;9,48;48,30;2,24;58,38;87,57;233,51;29,19;0,00;70,15;19,49;0,05;21,45;2,35;77,78;4,70;4,00;0,00;2,00;23,26;281,64;86,05;0,00;1,00;104,73;70,10;3,00;24,93;16,43
1713205;50,09;65,44;57,59;27,23;85,34;44,81;92,93;38,68;63,90;28,30;68,25;69,92;23,02;68,89;9,40;7,60;34,48;3,45;5,48;16,16;6,02;90,45;79,64;89,11;88,20;97,26;95,58;90,09;37,67;5,00;23,50;5,00;30,77;2,00;21,60;31,60;4,60;11,60;26,69;29,33;93,53;8,53;49,32;98,64;202,76;43,84;5,48;0,00;0,00;0,00;37,24;4,09;72,73;3,39;4,00;4,00;3,00;23,10;25,87;28,62;56,60;5,00;300,00;164,99;4,00;11,65;7,14
1713304;56,40;61,95;54,65;52,59;83,73;39,23;94,37;30,47;62,88;25,44;66,63;63,67;45,89;71,43;84,82;8,21;12,20;8,32;7,44;44,66;4,73;89,07;17,17;89,01;88,04;98,36;94,50;95,11;40,49;6,00;22,40;5,00;42,33;2,10;21,80;31,60;4,35;13,60;24,97;20,84;101,55;5,59;29,78;104,21;253,09;52,11;7,44;0,00;30,81;0,16;34,98;1,94;77,78;2,99;14,00;5,00;3,00;17,68;87,73;26,22;0,00;1,00;50,92;32,60;2,00;11,54;8,34
1713601;50,31;59,18;51,70;40,06;86,84;38,04;84,43;27,43;61,88;7,72;68,82;68,37;9,53;68,56;71,66;10,48;14,93;0,00;19,16;25,17;4,70;56,95;98,51;42,90;57,74;93,95;95,25;84,31;72,42;6,00;21,23;5,00;59,43;1,40;29,80;32,00;4,10;10,00;4,81;6,78;32,58;4,08;25,17;100,67;176,17;62,92;12,58;0,00;0,00;0,00;56,24;18,53;66,67;2,30;2,00;0,00;2,00;20,15;54,03;25,37;0,00;1,00;84,07;65,98;3,00;14,03;11,07
1713700;47,92;60,09;48,46;35,22;74,07;26,79;91,54;47,99;74,29;10,28;49,35;59,90;17,53;57,34;54,06;11,92;0,00;26,32;0,00;87,76;5,17;85,28;4,44;21,60;68,71;99,39;95,25;96,63;0,00;1,00;73,44;6,00;73,23;0,20;13,80;35,96;4,65;3,20;5,22;6,39;59,04;2,73;44,19;175,52;263,27;43,88;44,19;0,00;0,08;26,38;134,08;12,37;88,89;3,09;4,00;1,00;1,00;30,56;394,17;11,11;0,00;1,00;156,39;275,41;4,00;14,13;13,69
1713809;50,61;61,29;53,53;37,02;89,10;25,59;85,68;44,77;64,32;8,05;73,72;68,03;12,99;55,88;73,84;5,38;25,97;0,00;0,00;15,22;6,65;68,23;38,76;60,80;63,54;95,66;87,56;90,19;37,07;5,00;10,08;4,00;40,39;1,50;25,80;38,00;4,75;6,10;4,98;7,36;38,00;1,53;15,02;90,12;180,23;30,04;15,83;0,00;7,87;0,90;29,36;5,33;88,89;2,59;3,00;0,00;2,00;33,77;33,80;70,13;0,00;1,00;64,85;76,76;3,00;7,50;5,51
1713957;49,84;62,09;48,14;39,29;82,95;36,64;84,66;44,12;66,50;7,90;65,25;52,90;18,07;57,94;71,89;9,26;50,00;0,00;0,00;28,46;5,42;71,88;12,32;57,11;70,13;89,72;85,78;88,95;75,59;6,00;18,87;4,00;9,39;0,30;20,20;33,30;4,45;7,10;3,05;4,22;50,71;1,64;56,32;84,48;140,81;56,32;28,16;0,00;80,12;0,51;59,66;1,71;55,56;3,13;6,00;0,00;2,00;25,00;168,08;80,00;0,00;1,00;82,11;100,34;3,00;15,40;7,98
1714203;50,34;60,35;56,66;34,00;73,86;54,10;86,99;26,45;74,04;19,55;64,07;69,00;11,41;62,54;56,72;5,35;27,03;9,01;21,64;64,91;5,21;85,93;7,74;83,00;79,14;95,11;88,54;84,03;41,22;6,00;32,47;5,00;64,93;1,20;18,50;26,50;5,00;7,10;15,14;18,50;79,72;5,17;43,27;64,91;237,99;75,72;21,64;0,00;0,00;0,00;53,78;11,69;77,78;1,41;3,00;0,00;1,00;27,03;5,89;31,53;0,00;1,00;132,92;174,98;4,00;7,62;5,37
1714302;50,47;64,49;45,18;41,74;92,45;51,02;81,01;33,48;61,45;10,43;53,45;55,40;13,70;60,54;84,84;7,87;20,83;0,00;0,00;0,00;6,97;87,14;4,97;96,40;50,00;96,27;81,43;88,28;70,62;6,00;25,26;5,00;25,39;1,40;24,50;29,10;4,55;16,90;4,86;7,95;57,16;2,49;51,31;179,58;230,89;51,31;23,11;0,00;71,29;0,18;17,30;3,03;66,67;2,27;4,00;0,00;1,00;24,29;7,95;62,86;0,00;1,00;50,76;33,13;2,00;12,07;7,39
1714880;51,17;59,98;51,30;42,23;87,88;35,64;88,00;28,41;61,04;13,06;71,59;59,52;10,39;60,26;89,91;8,37;10,47;5,13;8,72;16,92;7,26;71,54;5,71;74,71;70,81;94,14;92,11;90,47;78,18;6,00;39,68;5,00;53,92;1,90;23,90;30,00;3,95;12,10;7,56;10,09;68,15;2,61;8,46;135,38;186,14;25,38;8,86;0,00;50,40;0,01;44,23;1,45;77,78;2,65;2,00;0,00;2,00;25,65;26,08;73,82;0,00;1,00;6,02;10,48;2,00;11,44;8,71
1715002;56,40;73,08;54,54;41,60;92,93;30,36;93,82;75,20;74,94;13,71;59,56;69,94;8,21;68,59;80,77;8,83;24,39;0,00;0,00;0,00;5,18;60,79;23,52;65,45;74,60;99,26;98,51;97,66;0,00;1,00;15,73;4,00;7,91;1,10;11,70;21,70;4,55;8,30;10,19;14,44;51,17;4,51;70,42;93,90;234,74;46,95;26,21;0,00;0,00;0,00;24,93;6,17;55,56;1,42;2,00;0,00;1,00;16,98;0,00;30,19;0,00;1,00;169,72;98,72;1,00;11,90;9,28
1715101;54,52;63,58;51,58;48,41;81,49;58,10;80,87;33,85;59,44;11,30;67,88;67,69;15,07;68,03;96,29;14,26;25,00;0,00;23,33;37,51;5,32;75,96;94,09;81,95;73,22;89,75;74,59;84,15;61,61;6,00;23,23;5,00;23,33;2,90;24,90;43,10;4,15;6,90;4,65;8,83;62,93;2,69;55,90;92,12;115,15;46,06;23,03;0,00;0,00;0,00;35,63;30,09;88,89;2,57;4,00;0,00;3,00;25,00;28,18;26,25;0,00;1,00;32,78;0,00;1,00;20,39;14,30
1715150;59,83;73,14;56,04;50,31;53,96;46,19;92,42;100,00;80,49;14,92;58,25;70,51;18,64;72,05;93,33;17,23;50,00;50,00;42,88;42,88;6,12;82,16;30,63;74,33;74,89;94,49;98,24;96,92;0,00;1,00;0,00;1,00;0,00;0,50;16,10;16,00;5,60;5,90;14,14;16,10;50,92;2,36;42,88;128,64;171,53;50,31;42,88;0,00;0,00;0,00;22,45;0,00;88,89;2,14;3,00;3,00;2,00;10,00;57,95;45,83;0,00;1,00;58,87;56,69;1,00;22,95;18,27
1715259;53,27;67,13;47,68;45,01;90,66;53,41;90,82;33,62;54,87;8,77;56,96;70,10;11,00;68,50;90,84;9,69;0,00;0,00;0,00;36,74;6,58;77,74;22,77;72,27;85,63;95,98;88,56;91,96;95,92;6,00;36,96;5,00;24,60;4,80;32,60;57,60;4,20;8,80;4,13;6,34;46,60;3,46;36,74;146,95;183,69;56,14;38,50;0,00;0,00;0,00;23,82;4,45;55,56;2,22;3,00;0,00;2,00;11,76;322,07;35,29;0,00;1,00;80,87;119,19;1,00;13,35;10,01
1715507;46,57;49,58;39,45;50,69;58,36;36,48;92,24;11,24;44,81;11,42;31,59;69,97;22,38;63,76;92,71;23,93;33,33;0,00;89,93;90,42;3,08;78,38;5,20;78,35;83,18;97,60;91,59;94,29;242,42;6,00;30,14;5,00;150,53;3,10;29,60;41,90;3,15;22,40;3,70;7,50;64,63;6,10;90,42;90,42;179,86;180,83;90,42;0,00;0,00;0,00;31,81;4,52;66,67;5,42;3,00;4,00;1,00;26,67;0,00;23,33;0,00;1,00;64,35;0,00;1,00;30,63;26,13
1715705;49,49;55,47;47,47;45,53;89,08;23,40;73,19;36,20;49,00;6,72;65,79;68,38;18,64;56,57;97,16;9,73;28,17;0,00;0,00;16,59;5,67;56,11;0,96;38,88;43,34;88,50;76,55;77,01;23,08;5,00;27,96;5,00;44,75;2,30;26,20;43,30;3,70;18,60;6,60;4,09;31,94;0,93;66,38;82,97;99,57;33,19;39,54;0,00;3,66;0,00;75,36;6,08;88,89;1,86;6,00;0,00;1,00;26,76;127,07;70,42;0,00;1,00;25,02;0,00;1,00;12,80;10,41
1715754;59,30;78,90;59,95;39,05;87,85;40,27;94,45;93,03;74,79;21,83;73,00;70,18;21,52;71,06;51,76;11,86;13,89;0,00;26,17;13,06;4,30;88,56;19,17;84,25;80,87;97,64;98,77;96,80;0,00;1,00;0,00;1,00;39,24;0,90;14,30;37,10;5,80;7,60;24,10;16,71;87,12;2,77;13,06;91,40;156,68;26,11;26,11;0,00;0,00;0,00;34,67;1,57;77,78;3,40;7,00;0,00;2,00;16,67;44,53;22,22;0,00;1,00;176,73;154,18;4,00;15,74;12,62
1716109;55,02;68,32;62,84;33,89;92,40;50,07;98,29;32,51;80,29;29,64;70,76;70,68;14,94;76,01;33,20;11,40;15,03;1,22;2,96;9,76;4,72;94,85;16,98;96,18;97,90;98,41;98,83;97,97;65,64;6,00;23,62;5,00;30,83;0,70;13,30;28,30;5,75;3,40;24,74;28,97;109,71;10,03;42,93;85,85;138,53;46,83;15,61;0,00;0,00;0,00;9,65;0,43;69,23;3,56;4,00;0,00;5,00;17,92;96,67;19,08;7,46;3,00;215,28;184,59;4,00;17,32;10,82
1716208;49,05;52,80;52,33;42,01;85,13;21,80;65,84;38,42;54,40;13,92;76,15;64,84;7,22;69,46;85,31;6,06;20,55;6,85;19,14;9,56;6,04;61,00;1,77;50,12;56,05;70,33;66,14;68,25;48,32;6,00;12,75;4,00;41,44;1,70;29,40;45,30;4,10;15,10;10,20;9,10;70,75;3,51;19,14;47,85;181,84;57,42;9,57;0,00;0,00;0,00;76,15;55,54;88,89;0,76;1,00;0,00;3,00;21,23;0,54;36,30;0,00;1,00;46,64;11,89;2,00;8,52;6,15
1716307;52,14;64,66;46,69;45,08;94,08;36,96;90,84;36,76;62,13;5,45;66,84;52,33;13,34;56,91;100,00;10,06;16,95;0,00;0,00;0,00;5,67;81,75;7,35;63,22;78,00;95,35;90,59;95,69;103,60;6,00;27,57;5,00;6,90;0,70;24,40;34,60;4,35;12,10;3,86;5,05;20,23;3,35;61,87;103,11;164,98;20,62;20,62;0,00;82,39;0,16;68,27;2,48;66,67;1,86;4,00;0,00;1,00;28,81;80,69;62,71;0,00;1,00;0,00;0,00;1,00;14,01;10,30
1716505;55,55;75,37;62,29;28,98;91,08;68,54;93,89;47,99;83,97;24,65;71,84;68,71;25,63;66,21;10,50;13,57;11,11;3,70;0,00;22,09;4,43;90,77;76,41;100,00;87,98;95,74;95,49;94,78;26,72;5,00;12,42;4,00;22,28;0,20;8,90;20,30;5,50;1,70;19,24;16,88;112,00;10,74;58,92;58,92;191,49;22,09;14,73;0,09;1,35;2,32;44,88;5,90;88,89;5,08;8,00;0,00;5,00;25,93;214,59;50,00;41,67;5,00;290,34;457,95;4,00;21,37;12,42
1716604;55,43;63,45;56,82;46,02;93,17;38,71;86,99;34,94;65,93;13,00;79,57;68,77;13,68;70,38;84,46;15,57;7,94;0,00;8,60;8,51;4,81;89,33;16,65;55,75;60,02;92,60;95,95;91,94;59,55;6,00;20,04;5,00;17,18;0,80;21,70;35,80;4,80;12,10;11,06;11,16;54,42;3,09;25,53;34,05;136,18;34,05;17,02;0,00;0,00;0,00;102,69;5,42;100,00;5,16;2,00;0,00;3,00;20,63;9,67;30,16;0,00;1,00;54,16;37,57;2,00;20,79;16,48
1716653;54,27;61,34;57,54;43,92;84,87;34,23;79,74;46,51;78,22;13,56;83,33;55,04;10,64;64,79;89,15;11,10;14,71;17,54;0,00;30,62;3,44;79,14;4,41;47,30;50,00;83,66;88,10;88,40;24,53;5,00;12,25;4,00;30,62;0,30;18,30;23,90;5,20;3,10;9,84;12,31;60,59;2,44;18,37;54,77;146,07;18,26;0,00;0,00;70,06;0,15;64,54;1,65;77,78;2,94;2,00;0,00;2,00;24,56;76,22;33,33;0,00;1,00;12,73;26,16;2,00;14,85;11,74
1716703;55,51;67,20;54,94;44,40;88,84;57,01;94,33;28,63;79,30;22,25;64,03;54,18;12,36;64,38;88,77;12,09;9,80;7,58;12,09;12,19;4,85;89,54;33,27;82,03;85,27;98,31;94,83;96,51;96,03;6,00;36,37;5,00;52,65;0,50;16,80;15,70;4,95;6,30;16,52;19,69;94,74;7,04;60,94;60,94;195,00;97,50;12,19;0,00;75,90;0,05;47,20;0,97;66,67;3,14;3,00;0,00;3,00;28,85;69,53;33,65;0,00;1,00;16,13;36,85;2,00;16,65;12,49
1717008;59,48;71,69;51,96;54,81;84,84;45,79;87,50;68,62;64,32;10,33;64,36;68,81;31,21;73,93;100,00;14,11;17,24;0,00;22,40;29,82;4,82;68,05;2,91;65,40;62,59;93,75;98,24;89,00;0,00;1,00;14,96;4,00;44,92;1,10;25,70;38,30;4,80;7,30;4,07;6,45;57,77;5,39;89,95;67,46;157,41;44,97;22,49;0,00;0,00;0,00;57,32;13,22;88,89;2,24;8,00;4,00;3,00;15,52;30,18;22,41;0,00;1,00;0,00;0,00;1,00;19,03;14,82
1717206;49,87;54,87;49,65;45,09;92,29;18,62;82,30;26,27;70,01;9,44;67,34;51,80;9,54;62,07;94,22;14,52;0,00;0,00;0,00;33,08;5,03;55,49;37,45;38,44;53,32;94,74;85,63;87,94;96,20;6,00;44,09;6,00;22,05;0,60;21,70;28,70;4,65;6,50;6,68;7,10;46,37;2,04;66,05;66,05;99,08;50,16;33,08;0,00;80,16;0,19;128,13;2,98;66,67;2,32;2,00;0,00;1,00;19,15;16,85;74,47;0,00;1,00;50,99;0,00;1,00;20,37;14,78
