IBGE;MUNIC;FBE3114;FBE3115;FBE3116;FBE3117;FBE3118;FBE3119;FBE3120;FBE3121;FBE3122;FBE3123;FBE3214;FBE3215;FBE3216;FBE3217;FBE3218;FBE3219;FBE3220;FBE3221;FBE3222;FBE3223;FBE3314;FBE3315;FBE3316;FBE3317;FBE3318;FBE3319;FBE3320;FBE3321;FBE3322;FBE3323;FBE3414;FBE3415;FBE3416;FBE3417;FBE3418;FBE3419;FBE3420;FBE3421;FBE3422;FBE3423;FBE3514;FBE3515;FBE3516;FBE3517;FBE3518;FBE3519;FBE3520;FBE3521;FBE3522;FBE3523
1300839;Caapiranga;0,00;7,42;7,42;0,00;7,42;7,42;37,11;0,00;44,53;0,00;22,27;0,00;51,96;14,84;0,00;29,69;29,69;44,53;51,96;14,84;29,69;22,27;29,68900764;22,26675573;51,95576338;22,27;59,38;51,96;74,22;14,84;0,00;14,84;14,84;7,42;0,00;7,42;14,84;7,42;7,42;14,84;0,00;0,00;0;0;14,84891232;0;0;7,424456159;14,84891232;7,424456159
1300904;Canutama;0,00;0,00;0,00;5,93;11,86;5,93;17,78;5,93;5,93;5,93;11,86;23,71;47,42;41,50;29,64;41,50;53,35;23,71;47,42;35,57;82,99;77,06;47,42426937;71,13640405;77,06443773;47,42;53,35;53,35;47,42;77,06;53,35;29,64;53,35;29,64;23,71;29,64;11,86;17,78;17,78;17,78;0,00;0,00;0;0;0;11,85606734;0;11,85606734;0;5,928033671
1301001;Carauari;3,48;10,44;0,00;34,79;13,92;27,83;24,35;20,88;41,75;27,83;24,35;24,35;10,44;59,15;31,31;48,71;48,71;27,83;27,83;41,75;66,11;38,27;52,18843504;76,54303806;62,62612205;125,25;121,77;111,34;93,94;118,29;6,96;6,96;10,44;17,40;20,88;38,27;24,35;20,88;34,79;24,35;0,00;0,00;10,43768701;6,958458006;10,43768701;3,479229003;3,479229003;6,958458006;6,958458006;6,958458006
1301100;Careiro;16,24;3,25;19,49;9,74;19,49;16,24;25,98;22,73;35,72;42,22;42,22;38,97;29,23;29,23;48,71;42,22;77,94;55,21;87,69;103,92;55,21;74,69;71,44712912;42,21875812;77,94232268;77,94;32,48;126,66;142,89;165,63;19,49;6,50;16,24;22,73;29,23;22,73;9,74;48,71;38,97;45,47;3,25;0,00;0;0;3,247596778;0;3,247596778;16,23798389;9,742790335;9,742790335
1301159;Careiro da Várzea;5,09;5,09;5,09;0,00;25,46;30,55;10,18;10,18;20,37;10,18;40,74;10,18;15,28;40,74;30,55;40,74;50,92;35,65;71,29;20,37;66,20;61,11;56,0138507;30,55300947;76,38252368;35,65;91,66;35,65;76,38;66,20;15,28;0,00;15,28;5,09;20,37;20,37;35,65;35,65;30,55;15,28;0,00;0,00;0;0;0;5,09242756;0;0;5,09242756;5,09242756
1301209;Coari;8,51;22,70;26,95;17,02;28,37;26,95;25,53;43,97;29,79;25,53;56,74;49,65;48,23;45,39;63,83;56,74;32,63;59,58;51,07;69,51;87,95;79,44;110,6445756;85,11121198;103,5519746;123,41;89,37;136,18;131,92;121,99;32,63;56,74;43,97;63,83;59,58;56,74;32,63;58,16;52,49;70,93;2,83;4,25;2,832219327;2,832219327;8,496657981;2,832219327;4,248328991;12,74498697;11,32887731;4,248328991
1301308;Codajás;8,49;8,49;4,25;29,73;16,99;8,49;25,48;29,73;33,97;0,00;59,45;50,96;46,71;67,94;63,70;25,48;59,45;55,20;46,71;50,96;63,70;97,67;80,68283154;50,95757782;110,4080853;72,19;93,42;101,92;72,19;84,93;29,73;8,49;29,73;25,48;29,73;55,20;46,71;55,20;33,97;33,97;8,49;8,49;4,246464818;0;4,246464818;12,73939445;4,246464818;8,492929636;0;0
1301407;Eirunepé;12,06;39,19;18,09;30,15;9,04;33,16;33,16;15,07;18,09;30,15;30,15;39,19;51,25;45,22;42,21;42,21;27,13;51,25;66,32;60,30;84,41;81,40;108,5318058;99,48748869;129,6352125;111,55;75,37;144,71;144,71;135,66;36,18;51,25;63,31;39,19;63,31;54,27;51,25;45,22;51,25;54,27;12,06;33,16;18,08863431;21,10340669;24,11817908;21,10340669;21,10340669;9,044317154;18,08863431;18,08863431
1301506;Envira;11,64;17,46;11,64;11,64;17,46;5,82;46,55;52,37;23,27;23,27;40,73;69,82;29,09;58,19;69,82;34,91;52,37;34,91;17,46;34,91;40,73;64,01;81,46165484;29,09344816;93,0990341;52,37;52,37;81,46;81,46;98,92;29,09;46,55;29,09;34,91;58,19;58,19;29,09;23,27;69,82;64,01;11,64;11,64;5,818689631;11,63737926;40,73082742;0;23,27475852;5,818689631;0;23,27475852
1301605;Fonte Boa;19,33;11,60;30,92;15,46;15,46;34,79;7,73;7,73;19,33;38,65;30,92;34,79;27,06;46,38;34,79;69,58;42,52;46,38;27,06;46,38;65,71;65,71;46,38398206;65,71064126;54,11464574;69,58;112,09;81,17;96,63;85,04;38,65;15,46;50,25;50,25;38,65;38,65;34,79;27,06;15,46;27,06;7,73;3,87;0;3,865331839;0;0;3,865331839;19,32665919;0;7,730663677
1301654;Guajará;14,48;14,48;0,00;14,48;21,72;28,95;14,48;7,24;7,24;0,00;14,48;43,43;21,72;36,19;36,19;36,19;43,43;43,43;43,43;43,43;43,43;101,34;79,62359754;86,86210641;86,86210641;57,91;72,39;123,05;86,86;72,39;50,67;50,67;43,43;36,19;43,43;72,39;43,43;57,91;101,34;57,91;7,24;0,00;7,238508867;0;0;7,238508867;14,47701773;7,238508867;21,7155266;7,238508867
1301704;Humaitá;5,22;10,44;8,70;13,92;10,44;22,62;12,18;29,58;29,58;27,84;36,54;48,72;43,50;53,94;59,16;43,50;46,98;45,24;48,72;62,64;81,78;50,46;62,63810833;69,59789814;71,3378456;83,52;67,86;76,56;97,44;76,56;36,54;41,76;45,24;38,28;26,10;29,58;33,06;33,06;53,94;45,24;0,00;3,48;6,959789814;3,479894907;3,479894907;12,17963218;6,959789814;1,739947454;1,739947454;12,17963218
1301803;Ipixuna;4,11;4,11;12,34;12,34;0,00;0,00;0,00;8,23;4,11;4,11;4,11;4,11;12,34;4,11;20,57;8,23;0,00;8,23;20,57;16,45;8,23;16,45;32,90691457;41,13364321;41,13364321;37,02;20,57;28,79;20,57;28,79;24,68;45,25;16,45;16,45;12,34;8,23;16,45;20,57;32,91;24,68;0,00;0,00;4,113364321;8,226728641;4,113364321;4,113364321;0;4,113364321;4,113364321;8,226728641
1301852;Iranduba;13,12;31,15;16,40;22,95;31,15;27,87;39,35;34,43;36,07;26,23;40,99;47,55;73,78;59,02;59,02;57,38;52,47;59,02;67,22;72,14;57,38;63,94;81,97662027;72,13942584;85,25568508;81,98;80,34;78,70;109,85;114,77;26,23;39,35;16,40;31,15;34,43;27,87;36,07;39,35;45,91;45,91;3,27;3,27;6,539901574;1,634975394;6,539901574;0;11,44482776;6,539901574;6,539901574;4,904926181
1301902;Itacoatiara;27,99;20,27;29,92;28,96;33,78;32,82;31,85;27,03;36,68;32,82;52,12;49,23;46,33;56,95;62,74;52,12;53,09;48,26;55,02;66,60;56,95;71,43;70,46468079;90,73534238;76,25629838;81,08;83,01;87,84;89,77;117,76;32,82;22,20;26,06;29,92;38,61;32,82;32,82;31,85;36,68;42,47;0,97;10,62;0,9652696;2,895808799;3,861078399;2,895808799;5,791617599;2,895808799;0,9652696;6,756887199
1301951;Itamarati;0,00;0,00;0,00;0,00;0,00;18,29;18,29;9,14;9,14;45,72;0,00;27,43;9,14;36,57;45,72;18,29;64,00;0,00;27,43;45,72;36,57;100,58;36,57310048;45,71637561;18,28655024;18,29;27,43;91,43;109,72;9,14;0,00;27,43;9,14;9,14;9,14;18,29;9,14;45,72;54,86;27,43;9,14;0,00;0;18,28655024;9,143275121;9,143275121;0;9,143275121;0;36,57310048
1302009;Itapiranga;19,68;9,84;19,68;29,52;19,68;29,52;39,36;29,52;49,20;9,84;19,68;59,04;19,68;29,52;49,20;9,84;29,52;49,20;59,04;108,25;118,09;49,20;98,40582562;49,20291281;118,0869907;108,25;127,93;108,25;157,45;137,77;39,36;49,20;19,68;49,20;19,68;49,20;39,36;39,36;19,68;78,72;0,00;9,84;0;0;0;9,840582562;9,840582562;0;0;19,68116512
1302108;Japurá;33,87;11,29;0,00;0,00;11,29;11,29;22,58;22,58;11,29;11,29;33,87;11,29;67,74;33,87;0,00;22,58;11,29;0,00;11,29;22,58;45,16;33,87;22,57846015;33,86769022;33,86769022;45,16;45,16;33,87;33,87;56,45;11,29;0,00;11,29;33,87;11,29;33,87;0,00;0,00;22,58;45,16;0,00;0,00;0;11,28923007;0;11,28923007;33,86769022;33,86769022;0;11,28923007
1302207;Juruá;9,31;18,62;9,31;0,00;18,62;18,62;46,55;9,31;0,00;27,93;46,55;27,93;18,62;46,55;46,55;18,62;27,93;46,55;18,62;27,93;55,86;46,55;102,4017874;74,47402718;65,16477379;46,55;65,16;83,78;121,02;74,47;18,62;0,00;18,62;18,62;55,86;0,00;55,86;37,24;27,93;27,93;9,31;9,31;18,6185068;9,309253398;9,309253398;0;9,309253398;0;18,6185068;27,92776019
1302306;Jutaí;0,00;0,00;3,97;7,95;3,97;3,97;19,86;3,97;11,92;11,92;7,95;35,75;7,95;11,92;15,89;27,81;35,75;23,84;27,81;55,62;27,81;11,92;47,67201653;27,80867631;43,69934848;35,75;63,56;67,54;51,64;31,78;7,95;15,89;23,84;23,84;3,97;19,86;35,75;19,86;31,78;35,75;19,86;7,95;0;7,945336088;11,91800413;7,945336088;7,945336088;7,945336088;7,945336088;7,945336088
1302405;Lábrea;8,80;4,40;8,80;22,00;19,80;11,00;24,20;8,80;22,00;24,20;22,00;28,60;26,40;44,01;28,60;39,61;37,41;41,81;61,61;52,81;55,01;50,61;79,21140644;116,6167928;68,20982221;90,21;70,41;81,41;46,21;101,21;24,20;11,00;11,00;26,40;35,21;46,21;39,61;50,61;37,41;39,61;0,00;0,00;0;4,400633691;0;0;0;0;6,600950537;2,200316846
1302504;Manacapuru;18,65;28,46;26,50;39,26;40,24;29,45;28,46;44,17;29,45;25,52;68,71;72,63;61,84;54,97;63,80;38,28;55,95;65,76;51,04;84,41;98,15;106,00;93,2442115;116,8006439;84,41054936;74,60;90,30;103,06;95,21;125,63;26,50;57,91;41,22;27,48;41,22;54,97;47,11;73,61;49,08;50,06;5,89;7,85;4,907590079;2,944554047;2,944554047;6,87062611;8,833662142;0,981518016;2,944554047;4,907590079
1302553;Manaquiri;17,54;23,38;17,54;23,38;11,69;23,38;35,07;29,23;11,69;23,38;52,61;46,76;70,15;35,07;29,23;58,46;52,61;35,07;52,61;64,30;99,37;75,99;87,68340445;93,52896475;81,83784416;122,76;116,91;122,76;75,99;93,53;58,46;29,23;35,07;5,85;35,07;52,61;5,85;40,92;75,99;46,76;0,00;5,85;5,845560297;0;0;0;0;17,53668089;5,845560297;5,845560297
1302603;Manaus;25,25;25,73;27,09;28,79;37,94;34,89;39,20;38,53;32,57;37,65;84,08;87,13;89,70;90,57;96,10;97,16;91,93;92,27;96,15;100,94;81,61;85,53;87,76150967;84,61159353;86,30770222;94,89;102,30;113,74;112,33;120,28;42,50;42,94;40,95;42,35;40,22;41,92;52,82;58,06;50,74;55,34;5,67;6,11;4,361122243;4,312665329;4,991062122;5,184889777;6,687054106;6,444769536;6,008657312;6,541683364
1302702;Manicoré;9,27;18,55;11,13;18,55;16,69;22,26;12,98;14,84;25,97;20,40;40,81;33,39;29,68;24,11;37,10;31,53;25,97;38,95;40,81;51,93;57,50;83,47;76,04703788;46,37014505;57,49897986;57,50;70,48;81,61;59,35;79,76;7,42;18,55;38,95;37,10;25,97;33,39;14,84;24,11;27,82;29,68;0,00;1,85;3,709611604;0;0;3,709611604;1,854805802;1,854805802;11,12883481;3,709611604
1302801;Maraã;12,89;6,44;0,00;6,44;12,89;0,00;6,44;25,77;19,33;0,00;19,33;19,33;12,89;38,66;32,22;0,00;32,22;19,33;19,33;25,77;51,55;25,77;51,54639175;64,43298969;38,65979381;57,99;57,99;19,33;38,66;19,33;12,89;19,33;12,89;12,89;19,33;6,44;25,77;12,89;19,33;57,99;0,00;12,88;0;0;19,31869406;6,439564685;0;12,87912937;0;0
1302900;Maués;8,17;14,70;8,17;9,80;22,87;22,87;14,70;8,17;26,14;26,14;26,14;19,61;40,85;9,80;34,31;16,34;17,97;22,87;37,58;29,41;45,75;58,82;58,81968499;52,28416443;75,15848637;66,99;62,09;86,60;71,89;86,60;32,68;29,41;19,61;21,24;32,68;24,51;32,68;31,04;58,82;66,99;0,00;3,27;0;3,267760277;1,633880139;4,901640416;4,901640416;6,535520554;6,535520554;3,267760277
1303007;Nhamundá;19,87;19,87;14,90;4,97;14,90;9,93;49,66;34,77;4,97;34,77;29,80;39,73;64,56;19,87;34,77;39,73;44,70;39,73;29,80;24,83;84,43;84,43;54,63123914;119,1954308;99,3295257;134,09;74,50;129,13;139,06;104,30;54,63;34,77;14,90;49,66;24,83;24,83;39,73;19,87;24,83;54,63;0,00;4,97;4,966229638;0;4,966229638;4,966229638;24,83114819;0;0;0
1303106;Nova Olinda do Norte;14,78;18,48;22,17;22,17;36,95;18,48;33,26;25,87;44,34;14,78;29,56;55,43;40,65;48,04;59,12;36,95;22,17;18,48;22,17;55,43;96,08;129,33;70,20914936;125,6374252;73,90436775;88,69;147,81;103,47;114,55;129,33;18,48;29,56;33,26;48,04;36,95;40,65;25,87;59,12;44,34;81,29;0,00;0,00;7,390436775;7,390436775;3,695218387;0;14,78087355;3,695218387;3,695218387;3,695218387
1303205;Novo Airão;6,34;12,69;12,69;31,72;25,38;38,07;12,69;31,72;6,34;44,41;63,45;19,03;38,07;50,76;50,76;69,79;82,48;31,72;63,45;57,10;69,79;69,79;38,06865047;88,82685109;31,72387539;69,79;88,83;139,59;57,10;158,62;25,38;12,69;6,34;25,38;50,76;31,72;38,07;31,72;63,45;50,76;0,00;0,00;0;0;0;19,03432523;6,344775078;6,344775078;6,344775078;19,03432523
1303304;Novo Aripuanã;4,20;33,59;4,20;0,00;12,60;16,79;33,59;29,39;29,39;16,79;12,60;25,19;12,60;46,19;41,99;29,39;41,99;29,39;16,79;33,59;37,79;46,19;83,97363228;58,7815426;100,7683587;88,17;138,56;67,18;79,77;146,95;25,19;25,19;12,60;8,40;25,19;20,99;25,19;20,99;16,79;29,39;0,00;4,20;0;0;0;0;0;0;0;4,198505332
1303403;Parintins;24,90;35,28;37,36;38,39;20,75;30,09;36,32;36,32;57,07;26,98;68,48;50,84;59,15;59,15;62,26;59,15;52,92;62,26;69,52;79,90;146,31;174,32;127,6304321;117,2539742;142,1574731;125,56;109,99;135,93;116,22;159,80;24,90;35,28;31,13;42,54;46,69;41,51;49,81;59,15;53,96;52,92;7,26;11,41;2,075291578;5,188228946;6,225874735;6,225874735;6,225874735;8,301166314;14,52704105;13,48939526
1303502;Pauini;5,16;20,65;10,32;5,16;25,81;15,49;20,65;20,65;0,00;30,97;41,29;41,29;56,78;15,49;15,49;20,65;25,81;30,97;10,32;56,78;20,65;20,65;30,97093894;56,78005472;61,94187787;72,27;51,62;77,43;72,27;87,75;30,97;15,49;30,97;51,62;20,65;30,97;25,81;46,46;61,94;25,81;0,00;0,00;0;0;5,161823156;0;0;5,161823156;0;0
1303536;Presidente Figueiredo;9,78;6,52;35,87;29,35;26,09;32,61;29,35;52,17;42,39;26,09;22,83;42,39;55,43;29,35;78,26;39,13;39,13;71,74;84,78;55,43;61,95;68,48;74,99673927;71,73601148;61,95382809;88,04;75,00;81,52;114,13;114,13;19,56;19,56;39,13;19,56;29,35;32,61;32,61;58,69;22,83;39,13;0,00;0,00;0;3,260727794;0;6,521455589;16,30363897;6,521455589;3,260727794;13,04291118
1303569;Rio Preto da Eva;12,03;16,04;16,04;24,06;24,06;40,10;20,05;40,10;32,08;68,17;44,11;52,13;28,07;72,18;64,16;68,17;64,16;84,22;48,12;96,25;48,12;60,15;56,14372794;88,2258582;88,2258582;88,23;108,28;116,30;116,30;80,21;20,05;36,09;20,05;24,06;12,03;28,07;28,07;48,12;32,08;72,18;4,01;8,02;0;0;0;12,03079885;8,020532563;8,020532563;4,010266282;12,03079885
1303601;Santa Isabel do Rio Negro;14,12;14,12;0,00;0,00;0,00;0,00;14,12;7,06;35,30;14,12;49,42;28,24;28,24;42,36;35,30;14,12;56,48;35,30;21,18;42,36;42,36;21,18;91,78198249;70,60152499;84,72182999;35,30;63,54;56,48;155,32;63,54;56,48;35,30;42,36;42,36;70,60;7,06;49,42;56,48;49,42;63,54;0,00;7,06;0;7,060152499;0;0;7,060152499;0;28,24061;28,24061
1303700;Santo Antônio do Içá;7,09;7,09;0,00;3,54;3,54;10,63;17,72;3,54;3,54;21,27;35,45;17,72;24,81;24,81;21,27;17,72;35,45;14,18;49,63;46,08;63,80;24,81;42,5365992;46,0813158;42,5365992;38,99;38,99;31,90;85,07;46,08;35,45;24,81;38,99;21,27;14,18;17,72;14,18;21,27;35,45;53,17;24,81;7,09;7,0894332;21,2682996;14,1788664;24,8130162;10,6341498;21,2682996;17,723583;24,8130162
1303809;São Gabriel da Cachoeira;7,72;5,79;9,65;1,93;17,38;3,86;19,31;7,72;11,58;15,45;32,82;13,51;32,82;38,61;50,20;13,51;28,96;42,48;36,68;34,75;65,64;83,02;71,43546674;63,71271358;50,19789555;67,57;48,27;106,19;67,57;88,81;44,41;63,71;54,06;55,99;94,60;73,37;75,30;73,37;90,74;119,70;19,31;25,10;28,96032436;38,61376581;19,3068829;19,3068829;34,75238923;23,16825948;42,47514239;32,82170094
1303908;São Paulo de Olivença;6,07;0,00;3,03;6,07;0,00;12,13;6,07;6,07;12,13;3,03;33,37;21,23;21,23;48,53;33,37;18,20;30,33;48,53;51,57;27,30;45,50;54,60;54,6000546;60,66672733;42,46670913;27,30;48,53;48,53;30,33;72,80;51,57;54,60;45,50;33,37;48,53;36,40;45,50;51,57;57,63;27,30;12,13;30,33;12,13334547;3,033336367;24,26669093;24,26669093;15,16668183;27,3000273;21,23335457;21,23335457
1303957;São Sebastião do Uatumã;0,00;0,00;17,14;0,00;8,57;0,00;0,00;34,28;17,14;34,28;42,84;25,71;17,14;0,00;0,00;42,84;25,71;8,57;59,98;0,00;102,83;59,98;59,98286204;51,41388175;51,41388175;25,71;25,71;51,41;59,98;51,41;0,00;17,14;25,71;8,57;17,14;17,14;17,14;34,28;42,84;42,84;8,57;0,00;8,568980291;0;8,568980291;0;0;0;0;0
1304005;Silves;0,00;8,65;0,00;8,65;25,95;8,65;8,65;34,61;25,95;8,65;25,95;17,30;34,61;17,30;25,95;34,61;60,56;51,91;86,51;34,61;51,91;25,95;60,55887187;69,21013929;43,25633705;34,61;86,51;34,61;86,51;69,21;0,00;8,65;43,26;34,61;69,21;34,61;8,65;25,95;25,95;8,65;0,00;0,00;0;0;0;8,651267411;8,651267411;8,651267411;8,651267411;17,30253482
1304062;Tabatinga;5,99;4,49;7,49;16,48;11,98;13,48;13,48;20,97;20,97;16,48;25,46;29,96;32,95;29,96;34,45;34,45;29,96;40,44;20,97;43,44;67,40;49,43;76,38847283;47,93002217;47,93002217;76,39;80,88;73,39;70,40;95,86;52,42;37,45;38,94;40,44;47,93;52,42;37,45;22,47;23,97;50,93;23,97;22,47;13,48031873;20,9693847;28,45845066;29,95626385;11,98250554;23,96501108;35,94751663;29,95626385
1304104;Tapauá;10,20;10,20;30,61;10,20;15,31;20,41;25,51;45,92;15,31;20,41;30,61;30,61;61,23;30,61;25,51;51,02;35,72;20,41;35,72;61,23;45,92;81,64;76,53451707;91,84142048;107,1483239;86,74;96,94;102,05;102,05;76,53;15,31;20,41;30,61;40,82;51,02;25,51;25,51;20,41;51,02;30,61;10,20;15,31;5,102301138;10,20460228;0;15,30690341;20,40920455;10,20460228;5,102301138;0
1304203;Tefé;17,65;19,00;13,57;23,08;14,93;21,72;21,72;24,43;14,93;28,51;48,87;40,72;40,72;51,58;50,22;43,44;42,08;40,72;44,79;62,44;67,87;63,80;51,58207659;73,30084567;86,87507636;78,73;71,94;100,45;115,38;114,02;27,15;46,15;47,51;40,72;40,72;51,58;55,65;46,15;51,58;57,01;14,93;2,71;8,144538408;4,072269204;12,21680761;8,144538408;20,36134602;10,85938454;14,93165375;9,501961476
1304237;Tonantins;0,00;10,39;5,20;0,00;5,20;0,00;15,59;5,20;0,00;15,59;10,39;51,96;15,59;0,00;20,78;10,39;0,00;15,59;10,39;10,39;15,59;25,98;20,7824596;10,3912298;46,76053411;31,17;10,39;51,96;62,35;31,17;5,20;5,20;20,78;31,17;10,39;15,59;10,39;31,17;5,20;25,98;5,20;0,00;5,195614901;0;0;0;0;15,5868447;10,3912298;5,195614901
1304260;Uarini;20,79;6,93;0,00;6,93;13,86;27,72;13,86;20,79;27,72;6,93;27,72;20,79;34,65;41,58;20,79;27,72;27,72;41,58;13,86;27,72;41,58;41,58;41,57716028;62,36574042;48,50668699;41,58;41,58;34,65;76,22;34,65;13,86;6,93;41,58;20,79;20,79;27,72;48,51;55,44;20,79;41,58;0,00;0,00;6,929526713;0;6,929526713;6,929526713;6,929526713;6,929526713;0;0
1304302;Urucará;32,21;5,37;16,11;10,74;37,58;16,11;16,11;10,74;5,37;42,95;16,11;32,21;42,95;26,84;75,16;48,32;37,58;26,84;75,16;42,95;69,79;59,06;75,1637496;96,63910663;53,68839257;96,64;85,90;85,90;134,22;91,27;21,48;10,74;16,11;21,48;48,32;64,43;10,74;42,95;48,32;42,95;0,00;5,37;0;5,367398422;5,367398422;5,367398422;10,73479684;0;10,73479684;10,73479684
1304401;Urucurituba;16,70;8,35;20,88;16,70;41,76;20,88;16,70;8,35;33,41;12,53;37,59;29,23;16,70;37,59;8,35;33,41;12,53;37,59;62,64;58,47;96,05;66,82;41,7623721;50,11484652;70,99603257;54,29;45,94;62,64;75,17;79,35;16,70;25,06;16,70;33,41;0,00;16,70;12,53;16,70;37,59;20,88;0,00;0,00;0;0;0;8,352474421;8,352474421;4,17623721;0;8,352474421
1400027;Amajari;0,00;7,18;0,00;14,36;7,18;28,72;14,36;21,54;7,18;14,36;35,90;35,90;28,72;43,08;50,26;28,72;43,08;64,62;14,36;28,72;21,54;57,44;50,26208085;64,62267538;64,62267538;57,44;14,36;35,90;93,34;57,44;71,80;35,90;50,26;64,62;50,26;64,62;71,80;93,34;57,44;114,88;7,18;28,72;35,90148632;35,90148632;14,36059453;28,72118906;28,72118906;50,26208085;43,08178359;64,62267538
1400050;Alto Alegre;18,99;9,49;9,49;28,48;14,24;23,73;18,99;14,24;14,24;23,73;18,99;47,47;42,72;42,72;28,48;47,47;37,98;42,72;37,98;42,72;61,71;71,20;52,21684231;52,21684231;47,46985664;75,95;75,95;85,45;71,20;52,22;61,71;52,22;75,95;90,19;66,46;66,46;56,96;151,90;161,40;128,17;0,00;14,22;14,22070535;14,22070535;9,480470231;4,740235116;18,96094046;18,96094046;4,740235116;9,480470231
1400100;Boa Vista;22,98;24,67;26,12;27,57;29,26;24,18;22,49;24,91;23,70;18,38;45,71;46,68;51,51;63,85;67,48;78,60;76,42;74,97;86,10;93,11;61,91;68,20;70,86092395;87,30646261;98,18953967;104,48;109,80;105,20;118,99;125,28;25,64;28,78;30,47;23,70;35,31;36,76;34,10;32,17;44,26;47,64;1,69;6,29;8,706461646;5,804307764;5,078769293;7,255384705;4,111384666;8,464615489;8,464615489;7,013538548
1400159;Bonfim;0,00;14,39;21,59;43,17;35,98;14,39;21,59;7,20;21,59;7,20;35,98;21,59;21,59;57,57;57,57;50,37;28,78;28,78;35,98;21,59;107,94;43,17;64,76217889;57,56638123;79,1537742;43,17;71,96;136,72;64,76;93,55;28,78;14,39;35,98;43,17;43,17;14,39;21,59;28,78;93,55;86,35;28,73;28,73;0;28,72944049;7,182360124;7,182360124;14,36472025;43,09416074;0;21,54708037
1400175;Cantá;21,41;0,00;10,71;26,76;21,41;32,12;10,71;37,47;16,06;10,71;48,17;37,47;42,82;53,53;16,06;16,06;26,76;64,23;48,17;80,29;16,06;69,59;64,2329515;96,34942726;96,34942726;107,05;53,53;101,70;80,29;74,94;16,06;16,06;21,41;26,76;37,47;26,76;21,41;53,53;58,88;58,88;0,00;26,76;10,70549192;16,05823788;21,41098383;0;21,41098383;10,70549192;16,05823788;21,41098383
1400209;Caracaraí;19,09;14,32;23,86;9,54;4,77;14,32;4,77;47,72;38,17;23,86;66,80;71,58;38,17;57,26;95,43;57,26;71,58;81,12;47,72;62,03;90,66;62,03;62,03177936;85,89015603;104,9768574;128,84;90,66;119,29;76,35;138,38;19,09;23,86;66,80;42,95;62,03;47,72;33,40;85,89;47,72;47,72;0,00;14,32;19,08670134;0;9,54335067;14,31502601;4,771675335;4,771675335;4,771675335;14,31502601
1400233;Caroebe;0,00;0,00;0,00;46,92;18,77;46,92;37,54;9,38;18,77;9,38;28,15;9,38;9,38;46,92;46,92;9,38;46,92;37,54;28,15;65,69;93,84;65,69;46,92192192;93,84384384;140,7657658;65,69;56,31;56,31;150,15;112,61;9,38;28,15;37,54;9,38;37,54;37,54;37,54;56,31;65,69;28,15;0,00;0,00;9,384384384;0;0;0;0;0;0;9,384384384
1400282;Iracema;0,00;19,95;9,98;9,98;29,93;9,98;0,00;39,91;9,98;9,98;29,93;19,95;29,93;39,91;59,86;29,93;9,98;39,91;9,98;39,91;39,91;59,86;59,86231667;39,90821111;49,88526389;89,79;39,91;79,82;39,91;69,84;9,98;9,98;19,95;0,00;69,84;89,79;29,93;39,91;49,89;39,91;0,00;9,98;0;0;9,977052779;0;0;9,977052779;0;0
1400308;Mucajaí;11,07;11,07;16,61;11,07;27,68;22,14;27,68;33,22;11,07;33,22;83,04;33,22;55,36;71,97;55,36;60,89;60,89;44,29;66,43;71,97;66,43;33,22;88,57395926;116,2533215;88,57395926;105,18;121,79;155,00;71,97;127,33;22,14;22,14;27,68;49,82;16,61;22,14;22,14;27,68;44,29;60,89;5,53;0,00;0;22,10555402;11,05277701;16,57916552;11,05277701;0;0;5,526388505
1400407;Normandia;7,32;7,32;0,00;21,95;36,58;14,63;14,63;21,95;7,32;43,89;43,89;36,58;14,63;29,26;29,26;21,95;21,95;36,58;95,11;43,89;43,89;58,53;58,52659302;36,57912064;73,15824128;102,42;58,53;73,16;58,53;80,47;36,58;21,95;29,26;7,32;102,42;29,26;58,53;36,58;36,58;80,47;14,30;0,00;7,15000715;0;0;0;0;14,3000143;42,9000429;42,9000429
1400456;Pacaraima;0,00;5,18;20,72;0,00;15,54;10,36;15,54;20,72;31,08;10,36;20,72;36,26;15,54;10,36;15,54;46,62;51,80;72,52;51,80;25,90;25,90;25,90;25,9000259;72,52007252;72,52007252;82,88;25,90;56,98;77,70;77,70;31,08;10,36;25,90;10,36;20,72;25,90;51,80;46,62;62,16;67,34;0,00;5,18;0;10,36001036;0;20,72002072;0;15,54001554;5,18000518;5,18000518
1400472;Rorainópolis;21,44;12,25;21,44;30,63;24,50;15,32;9,19;30,63;12,25;9,19;27,57;33,69;30,63;45,95;55,14;42,88;33,69;33,69;36,76;36,76;64,32;82,70;52,0721659;82,70285172;91,89205746;64,32;98,02;82,70;91,89;67,39;24,50;15,32;49,01;12,25;33,69;24,50;30,63;27,57;39,82;61,26;0,00;6,13;3,063068582;3,063068582;0;0;6,126137164;12,25227433;0;3,063068582
1400506;São João da Baliza;22,58;11,29;45,16;22,58;22,58;11,29;11,29;22,58;22,58;11,29;56,45;79,02;33,87;33,87;45,16;45,16;45,16;45,16;45,16;45,16;101,60;79,02;45,1569203;45,1569203;56,44615037;79,02;45,16;112,89;124,18;45,16;33,87;22,58;22,58;67,74;11,29;33,87;11,29;45,16;22,58;56,45;0,00;11,29;11,28923007;0;0;33,86769022;0;11,28923007;0;0
