IBGE;MUNIC;UF;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC
2501005;Araruna;PB;13816,254;8591,238;55810,565;114392,833;192610,889;204298,382;9912,59
2501104;Areia;PB;34024,37;18831,633;71164,8;113541,512;237562,315;257221,884;11435,64
2501153;Areia de Baraúnas;PB;1341,093;1830,989;4386,881;16678,278;24237,241;26095,48;12396,9
2501203;Areial;PB;2767,423;1680,264;15198,415;40232,04;59878,143;62577,695;8871,24
2501302;Aroeiras;PB;10750,237;5594,568;39926,809;103967,887;160239,501;167984,982;8803,78
2501351;Assunção;PB;2898,715;6104,03;11119,699;25939,712;46062,156;48497,518;11924,64
2501401;Baía da Traição;PB;20787,235;3311,541;24872,864;54904,031;103875,671;107853,687;11727,05
2501500;Bananeiras;PB;58598,762;16517,215;80669,79;110498,546;266284,313;278904,459;13143,47
2501534;Baraúna;PB;1613,079;1360,871;13354,266;30985,721;47313,937;49783,675;9891,45
2501575;Barra de Santana;PB;20244,793;2237,514;16224,753;49441,367;88148,426;90800,733;10889,99
2501609;Barra de Santa Rosa;PB;14942,19;8162,873;37395,099;81742,874;142243,035;150844,675;9665,19
2501708;Barra de São Miguel;PB;29864,797;2767,011;12379,495;37753,426;82764,73;84814,934;13915,49
2501807;Bayeux;PB;5475,306;111613,38;572457,75;487098,413;1176644,85;1366842,225;14016,16
2501906;Belém;PB;9452,635;26564,448;66019,2;92071,814;194108,097;218066,949;12297,24
2502003;Belém do Brejo do Cruz;PB;8248,409;2953,002;18292,723;43610,911;73105,046;78556,966;10679,3
2502052;Bernardino Batista;PB;2406,197;2308,921;8313,485;25638,263;38666,866;40037,053;11211,72
2502102;Boa Ventura;PB;5516,101;2348,731;11722,77;30273,982;49861,584;51614,974;9835,17
2502151;Boa Vista;PB;15345,063;83351,271;38509,503;43935,964;181141,801;206386,779;28593,35
2502201;Bom Jesus;PB;2551,776;1709,545;8281,153;17936,994;30479,467;32050,824;12384,4
2502300;Bom Sucesso;PB;6919,847;4560,863;11183,676;29778,91;52443,296;54512,891;11041,7
2502409;Bonito de Santa Fé;PB;7563,545;4087,957;20393,725;61026,102;93071,329;96548,89;7962,14
2502508;Boqueirão;PB;51266,859;20896,548;62358,881;98366,323;232888,612;256636,471;14310,05
2502607;Igaracy;PB;7634,504;2951,572;13617,945;34268,301;58472,322;60774,458;9976,11
2502706;Borborema;PB;20521,211;2911,701;11469,845;32761,143;67663,899;69205,238;13030,55
2502805;Brejo do Cruz;PB;7228,885;8298,689;45354,529;77951,276;138833,379;147154,424;10299,88
2502904;Brejo dos Santos;PB;3311,93;3395,344;16853,812;38201,851;61762,937;64311,475;9926,14
2503001;Caaporã;PB;21187,251;133772,903;114299,049;122796,705;392055,908;467127,33;21157,09
2503100;Cabaceiras;PB;65120,492;3209,327;13094,93;31714,071;113138,82;116487,315;20400,58
2503209;Cabedelo;PB;4911,02;548544,117;1510449,677;432132,182;2496036,996;3152546,126;45182,89
2503308;Cachoeira dos Índios;PB;7338,866;4431,677;46968,81;52426,71;111166,064;124811,017;12042,75
2503407;Cacimba de Areia;PB;5835,651;2306,398;7434,19;22468,597;38044,836;39105,747;10546,32
2503506;Cacimba de Dentro;PB;13291,231;4953,957;36597,047;92587,986;147430,221;154035,598;8971,73
2503555;Cacimbas;PB;4919,518;2450,962;13873,705;43815,954;65060,138;67103,475;9287,68
2503605;Caiçara;PB;5684,612;2821,43;15648,104;38917,896;63072,042;65660,656;9142,39
2503704;Cajazeiras;PB;19795,65;116239,737;605976,285;333274,696;1075286,367;1231739,659;19683,9
2503753;Cajazeirinhas;PB;7218,526;2254,857;7307,194;24113,975;40894,553;42008,531;13058,29
2503803;Caldas Brandão;PB;6365,926;5903,799;21938,786;35210,131;69418,642;74706,15;12293,26
2503902;Camalaú;PB;6732,514;3483,354;20900,262;36370,53;67486,66;71641,765;11845,53
2504009;Campina Grande;PB;36425,233;1960346,077;4777656,074;2081468,419;8855895,803;10373107,31;25066,11
2504033;Capim;PB;10683,157;2871,378;18281,57;40307,953;72144,059;75638,486;11264,11
2504074;Caraúbas;PB;4099,195;1697,694;9299,111;25652,767;40748,767;42197,481;10032,69
2504108;Carrapateira;PB;1847,953;1237,21;6438,404;20786,902;30310,469;30950,209;11403,91
2504157;Casserengue;PB;5409,777;2723,02;15038,179;44104,689;67275,664;70017,617;9298,49
2504207;Catingueira;PB;5471,757;3128,846;11527,183;30440,652;50568,437;52898,763;10712,59
2504306;Catolé do Rocha;PB;14234,588;46958,014;228952,225;158141,683;448286,51;505606,684;16405,68
2504355;Caturité;PB;11730,869;4338,963;12276,364;30536,775;58882,97;61665,133;12589,86
2504405;Conceição;PB;16114,948;10145,387;67079,211;103228,735;196568,282;209009,706;10983,17
2504504;Condado;PB;8295,525;25277,606;16098,157;37887,612;87558,899;90373,017;13565,45
2504603;Conde;PB;23858,203;248032,5;524242,911;164987,155;961120,769;1286990,455;50786,89
2504702;Congo;PB;10620,142;3762,141;15590,734;28766,915;58739,931;61704,484;12890,01
2504801;Coremas;PB;23867,226;89621,301;49458,499;70304,443;233251,47;249600,863;16167,95
2504850;Coxixola;PB;1829,798;1128,666;5368,807;14801,247;23128,519;24016,783;12328,94
2504900;Cruz do Espírito Santo;PB;29332,307;13186,039;43483,589;96345,156;182347,09;191194,206;10863,92
2505006;Cubati;PB;8562,095;3451,294;16498,111;45666,707;74178,206;76814,196;9765,34
2505105;Cuité;PB;24375,091;6624,468;71798,905;101954,649;204753,113;220439,46;10842,53
2505204;Cuitegi;PB;5235,958;3682,884;14950,635;40476,484;64345,96;66741,611;9890,58
2505238;Cuité de Mamanguape;PB;9636,413;2906,343;16188,186;42301,586;71032,528;74110,451;11652,59
2505279;Curral de Cima;PB;10083,65;1883,383;9602,111;32589,599;54158,743;55525,901;10659,61
2505303;Curral Velho;PB;3785,847;811,116;4926,181;16559,301;26082,445;26783,162;10679,09
2505352;Damião;PB;2372,36;1333,968;11061,228;33795,728;48563,283;50276,495;9294,97
2505402;Desterro;PB;5255,688;3418,885;19364,3;41108,761;69147,635;72714,766;8727,17
2505501;Vista Serrana;PB;1549,588;1737,006;10167,002;24251,036;37704,631;39389,717;10231,1
2505600;Diamante;PB;5011,572;2820,203;14522,994;34420,897;56775,666;59344,718;9121,54
2505709;Dona Inês;PB;8212,737;3237,516;20107,785;58715,477;90273,515;93830,214;9043,88
2505808;Duas Estradas;PB;6333,833;1792,205;10762,958;24256,628;43145,623;45025,16;12615,62
2505907;Emas;PB;7049,72;1824,708;7434,585;24134,511;40443,523;41639,403;11709,62
2506004;Esperança;PB;25946,784;24709,774;207160,578;183586,457;441403,593;507255,861;15193,67
2506103;Fagundes;PB;8837,174;4279,818;24880,204;62613,348;100610,545;105312,051;9419,68
2506202;Frei Martinho;PB;1942,385;1075,011;7149,889;18878,978;29046,263;30263,993;10125,12
2506251;Gado Bravo;PB;11060,286;1869,14;13314,053;48124,679;74368,158;76210,522;9190,85
2506301;Guarabira;PB;31115,218;219703,111;955621,627;286374,379;1492814,335;1790167,562;30143,08
2506400;Gurinhém;PB;15750,936;10112,865;39602,574;77896,168;143362,542;150969,872;10688,13
2506509;Gurjão;PB;3806,113;2237,538;7900,086;23174,371;37118,108;38324,156;11022,19
2506608;Ibiara;PB;6199,319;2936,473;12919,418;33143,034;55198,244;57772,49;9830,27
2506707;Imaculada;PB;7108,601;3053,396;22227,144;61464,929;93854,069;98313,704;8277,65
2506806;Ingá;PB;7092,652;15723,046;56277,137;103681,05;182773,884;194960,748;10721,55
2506905;Itabaiana;PB;22987,325;18429,772;137592,886;129119,331;308129,314;335812,273;13783,7
2507002;Itaporanga;PB;14207,163;27895,02;137129,418;129927,724;309159,324;341234,782;13671,27
2507101;Itapororoca;PB;30028,713;7069,167;57230,007;101322,171;195650,058;206432,674;10877,47
2507200;Itatuba;PB;16870,314;33654,931;31723,667;59350,533;141599,445;155216,278;14022,61
2507309;Jacaraú;PB;18410,113;8022,154;41823,227;89455,044;157710,538;165129,833;11414,24
2507408;Jericó;PB;8598,037;3756,215;18054,824;42593,278;73002,354;76303,424;9844,33
2507507;João Pessoa;PB;43109,247;3282731,783;11458843,37;4288992,119;19073676,52;22244284,13;26936,78
2507606;Juarez Távora;PB;4306,785;3108,908;18698,794;43964,742;70079,228;73120,509;9124,1
2507705;Juazeirinho;PB;10124,002;12232,757;69119,576;101009,8;192486,135;210328,809;11417,26
2507804;Junco do Seridó;PB;6582,221;11099,933;30848,201;40774,546;89304,901;96602,326;13346,55
2507903;Juripiranga;PB;14644,555;5013,587;30291,873;61465,956;111415,971;117362,743;10836,82
2508000;Juru;PB;9431,636;3746,26;19084,107;51508,923;83770,925;87265,564;8876,57
2508109;Lagoa;PB;3141;2011,159;16294,743;27988,527;49435,428;51231,778;11041,33
2508208;Lagoa de Dentro;PB;9037,522;2804,022;20874,37;47194,221;79910,136;83536,719;10773,37
2508307;Lagoa Seca;PB;49479,962;19891,454;78916,572;144872,127;293160,114;309762,976;11171,49
2508406;Lastro;PB;2746,666;1132,699;6644,168;17961,607;28485,139;29494,943;10932,15
2508505;Livramento;PB;6731,925;2711,738;15207,886;42825,972;67477,521;70043,144;9629,25
2508554;Logradouro;PB;5156,691;1790,82;12518,997;26910,121;46376,628;48650,649;11041,91
2508604;Lucena;PB;21854,278;35275,355;59943,596;89743,759;206816,987;223066,283;16716,6
2508703;Mãe d'Água;PB;2135,749;1280,441;8213,486;26016,013;37645,689;38603,904;9680,02
2508802;Malta;PB;4095,382;25743,091;14588,595;32489,194;76916,263;79658,812;13865,76
2508901;Mamanguape;PB;86079,323;105547,93;292542,221;237007,957;721177,432;805007,145;17737,3
2509008;Manaíra;PB;6748,11;9995,968;20734,442;60612,286;98090,806;101427,657;9230,77
2509057;Marcação;PB;24251,209;2823,224;17845,285;48492,112;93411,83;95669,867;10938,7
2509107;Mari;PB;33468,249;10857,932;68045,204;115403,224;227774,609;241807,475;11043,96
2509156;Marizópolis;PB;4720,446;4636,215;28342,715;37775,77;75475,147;81943,502;12250,49
2509206;Massaranduba;PB;10464,205;10947,613;25318,674;76014,298;122744,79;130381,182;9262
2509305;Mataraca;PB;17193,813;112663,621;36729,377;59357,854;225944,665;240531,445;27832,84
2509339;Matinhas;PB;15962,084;1709,46;7910,991;27425,444;53007,979;54035,494;11933,63
2509370;Mato Grosso;PB;2106,488;1425,725;7660,731;19439,818;30632,762;31800,565;10801,82
2509396;Maturéia;PB;3179,55;2475,083;15383,234;38333,197;59371,063;61810,578;9239,25
2509404;Mogeiro;PB;16307,109;23864,886;36450,473;76838,986;153461,453;164371,519;12416,64
2509503;Montadas;PB;7722,748;1626,397;10270,856;34287,046;53907,048;55244,518;9515,07
2509602;Monte Horebe;PB;2845,858;2164,348;10280,657;31369,426;46660,289;48074,102;9877,56
2509701;Monteiro;PB;22161,647;29720,566;360977,332;189169,251;602028,796;635379,842;18888,75
2509800;Mulungu;PB;22031,679;5906,192;16951,92;48934,102;93823,892;98149,692;9852,41
2509909;Natuba;PB;16160,507;3190,011;14942,693;58687,492;92980,704;95464,758;9136,26
2510006;Nazarezinho;PB;7746,209;2997,042;14351,164;38437,415;63531,83;65965,104;9072,36
2510105;Nova Floresta;PB;3152,107;3248,454;29000,738;59215,864;94617,162;99605,669;9384,37
2510204;Nova Olinda;PB;3855,363;2563,346;13952,643;34772,654;55144,006;57801,878;9810,23
2510303;Nova Palmeira;PB;2744,687;3356,818;10401,445;30436,154;46939,104;48983,396;9775,17
2510402;Olho d'Água;PB;8349,953;2759,38;12957,62;35702,165;59769,118;61850,668;9665,68
2510501;Olivedos;PB;6978,477;2395,297;8144,702;24902,501;42420,976;43584,748;10926,23
2510600;Ouro Velho;PB;4717,015;1488,688;9304,907;21178,659;36689,269;38279,24;12542,35
2510659;Parari;PB;1856,273;759,801;4549,733;13609,382;20775,19;21495,18;12304,05
2510709;Passagem;PB;1879,072;1656,332;6497,522;17728,625;27761,551;28859,81;11765,11
2510808;Patos;PB;14352,106;168505,091;1026745,588;546229,338;1755832,123;1993586,153;18329,13
2510907;Paulista;PB;23784,118;18573,764;38866,586;63585,124;144809,592;157013,702;12651,17
2511004;Pedra Branca;PB;3345,067;1723,722;7482,534;23628,763;36180,086;37462,93;9853,48
2511103;Pedra Lavrada;PB;6478,005;10164,806;14012,543;45685,95;76341,305;80074,509;10067,2
2511202;Pedras de Fogo;PB;153169,029;86858,001;103281,543;168264,09;511572,663;556476,253;19452,45
2511301;Piancó;PB;18692,397;10249,411;71477,576;91887,4;192306,785;206302,417;12776,52
2511400;Picuí;PB;11645,539;9089,463;76386,212;101151,675;198272,889;213192,092;11378,13
2511509;Pilar;PB;11479,581;5234,671;31822,17;67171,166;115707,588;121700,423;10111,37
2511608;Pilões;PB;33290,52;4433,633;18382,002;35892,828;91998,983;95436,018;14641,92
2511707;Pilõezinhos;PB;11725,112;2001,313;8717,983;27554,779;49999,188;51216,069;10373,93
2511806;Pirpirituba;PB;7507,208;3967,533;25468,657;54675,256;91618,654;95103,26;8980,48
2511905;Pitimbu;PB;43314,093;112490,376;96284,456;117404,837;369493,762;430316,393;22092,43
2512002;Pocinhos;PB;88950,729;17774,883;61395,021;105214,912;273335,545;284640,06;15101,87
2512036;Poço Dantas;PB;3273,977;1490,607;8478,443;25562,469;38805,496;40230,198;10376,63
2512077;Poço de José de Moura;PB;4511,453;1733,104;10202,964;28717,872;45165,393;46792,202;10717,41
2512101;Pombal;PB;27227,973;29006,07;192251,027;180836,433;429321,504;465067,624;14177,59
2512200;Prata;PB;16496,913;5391,768;13066,221;27727,425;62682,328;64687,726;15167,11
2512309;Princesa Isabel;PB;45001,536;10654,975;79633,959;113857,364;249147,834;266344,991;11215
2512408;Puxinanã;PB;13546,645;14220,837;26595,167;76599,794;130962,443;137836,786;9987,45
2512507;Queimadas;PB;27422,208;111158,105;179484,917;223214,252;541279,482;605758,835;13646,91
2512606;Quixaba;PB;1634,873;1388,033;5605,813;17281,949;25910,668;26745,509;13312,85
2512705;Remígio;PB;10943,737;6349,827;50023,228;103858,463;171175,256;181359,946;9080,26
2512721;Pedro Régis;PB;6566,28;2159,559;11008,036;35908,865;55642,74;57185,972;9315,19
2512747;Riachão;PB;2387,717;1079,264;7125,055;24996,206;35588,242;36492,134;9997,84
2512754;Riachão do Bacamarte;PB;1800,535;1789,047;13710,535;30491,253;47791,37;50101,002;10982,25
2512762;Riachão do Poço;PB;8042,213;3097,466;12984,982;29674,707;53799,369;56186,6;12291,97
2512788;Riacho de Santo Antônio;PB;5425,963;832,724;5548,373;18193,438;30000,498;30562,114;15288,7
2512804;Riacho dos Cavalos;PB;8910,022;4122,652;23888,486;50843,59;87764,751;92585,082;10822,34
2512903;Rio Tinto;PB;46337,687;35263,296;79473,619;138123,711;299198,314;321971,355;13272,79
2513000;Salgadinho;PB;1471,865;1075,731;5688,939;24458,326;32694,861;33443,703;8413,51
2513109;Salgado de São Félix;PB;11873,024;18956,091;24400,814;69765,179;124995,107;128635,607;10610,87
2513158;Santa Cecília;PB;7979,62;2550,394;13875,063;39118,524;63523,601;65649,353;10059,66
2513208;Santa Cruz;PB;4957,39;3037,828;16154,484;35061,372;59211,074;62113,753;9441,21
2513307;Santa Helena;PB;11351,262;2589,978;12589,724;33557,437;60088,401;62162,223;10620,57
2513356;Santa Inês;PB;4508,747;1046,157;6304,004;24028,539;35887,447;36755,8;10235,53
2513406;Santa Luzia;PB;8873,281;158435,495;93102,281;82844,027;343255,085;372292,265;24065,43
2513505;Santana de Mangueira;PB;6583,221;1893,849;9454,673;31787,493;49719,236;51045,997;10012,95
2513604;Santana dos Garrotes;PB;8528,705;3433,547;13608,96;39046,427;64617,638;67142,255;9671,89
2513653;Joca Claudino;PB;2125,826;1757,613;7117,496;21026,372;32027,306;33004,268;12501,62
2513703;Santa Rita;PB;89196,917;586393,935;886908,448;685911,525;2248410,825;2616825,49;18949,73
2513802;Santa Teresinha;PB;9070,214;2579,057;13053,987;30096,52;54799,777;57190,951;12569,44
2513851;Santo André;PB;2844,373;1083,536;6439,021;17850,349;28217,28;29350,314;11758,94
2513901;São Bento;PB;11283,581;58000,072;227690,588;201738,435;498712,676;567017,399;16364,14
2513927;São Bentinho;PB;5279,541;4069,922;13144,616;28428;50922,079;55030,251;11957,9
2513943;São Domingos do Cariri;PB;2266,111;1493,684;5837,76;18289,559;27887,114;28699,162;10850,34
2513968;São Domingos;PB;5313,357;1796,844;6338,978;21273,613;34722,792;36166,948;11595,69
2513984;São Francisco;PB;3797,384;1698,796;9628,564;21859,096;36983,84;39118,053;11583,67
2514008;São João do Cariri;PB;9836,467;2512,164;12394,087;28286,883;53029,601;55295,076;13260,21
2514107;São João do Tigre;PB;4425,973;1103,246;7605,908;26607,243;39742,369;40920,275;9283,18
2514206;São José da Lagoa Tapada;PB;8923,552;3855,994;15939,44;39892,605;68611,591;71953,701;9440,27
2514305;São José de Caiana;PB;4645,021;2149,582;10211,945;36809,929;53816,478;55613,637;8697,78
2514404;São José de Espinharas;PB;14035,82;2057,262;8559,502;28836,668;53489,252;54850,4;11844,18
2514453;São José dos Ramos;PB;6116,59;29103,773;13529,068;36086,026;84835,457;86594,663;14343,99
2514503;São José de Piranhas;PB;17526,069;13742,113;73367,283;111631,565;216267,03;230383,352;11289,98
2514552;São José de Princesa;PB;7399,287;762,876;5224,07;19476,268;32862,501;34031,21;8730,43
2514602;São José do Bonfim;PB;2424,159;1453,331;6948,95;20144,06;30970,501;32366,109;8943,38
2514651;São José do Brejo do Cruz;PB;5008,563;1084,284;5814,448;16418;28325,294;29091,416;15975,52
2514701;São José do Sabugi;PB;6658,417;71396,998;12878,099;26162,246;117095,76;125141,541;30132,81
2514800;São José dos Cordeiros;PB;3621,983;2815,051;7848,911;21056,249;35342,195;36927,255;10237,66
2514909;São Mamede;PB;11360,996;5400,556;19374,214;41685,424;77821,19;82237,828;10705,26
2515005;São Miguel de Taipu;PB;21895,637;2892,957;13690,75;40451,336;78930,68;82625,82;11090,71
2515104;São Sebastião de Lagoa de Roça;PB;12583,526;4688,138;22607,554;61465,482;101344,7;105790,91;8970,65
2515203;São Sebastião do Umbuzeiro;PB;6336,733;1283,503;8771,957;22459,483;38851,676;40405,298;11433,3
2515302;Sapé;PB;53940,265;35405,795;251014,096;275255,565;615615,722;675778,313;12756,07
2515401;São Vicente do Seridó;PB;4335,908;3050,154;19229,951;60074,389;86690,401;89888,437;8232,3
2515500;Serra Branca;PB;6894,329;7070,431;49917,039;74002,823;137884,622;147661,657;10694,7
2515609;Serra da Raiz;PB;4387,226;1639,989;7530,638;22242,484;35800,336;37034,047;11892,76
2515708;Serra Grande;PB;2384,841;1485,964;7594,104;20535,819;32000,728;33183,293;11360,25
2515807;Serra Redonda;PB;6031,565;9796,444;14010,747;38216,644;68055,4;71218,258;10172,58
2515906;Serraria;PB;19576,034;2163,427;9828,165;34484,454;66052,081;67689,935;11212,51
2515930;Sertãozinho;PB;7763,929;2776,767;11664,795;30224,946;52430,436;54676,315;10612,64
2515971;Sobrado;PB;14061,47;5158,382;37508,087;45273,505;102001,444;112658,778;14360,58
2516003;Solânea;PB;14042,134;19596,524;144169,064;138096,262;315903,984;353078,442;13553,35
2516102;Soledade;PB;26851,685;12571,798;67107,437;83304,932;189835,852;203479,634;13377,14
2516151;Sossêgo;PB;1778,5;1109,149;8994,735;25394,716;37277,1;38718,862;10663,42
2516201;Sousa;PB;48495,286;146592,301;601953,523;338497,607;1135538,717;1318528,629;18836,93
2516300;Sumé;PB;16300,618;13399,854;66449,784;88063,626;184213,882;200876,661;11749,92
2516409;Tacima;PB;10360,27;2183,943;18426,567;57466,354;88437,135;91695,546;8317,81
2516508;Taperoá;PB;16213,774;6713,164;31488,958;79123,107;133539,004;139192,251;8977,25
2516607;Tavares;PB;12132,654;6428,715;33794,97;80805,531;133161,87;139899,911;9458,45
2516706;Teixeira;PB;19488,144;10537,003;46018,047;85098,551;161141,745;169084,804;11027,51
2516755;Tenório;PB;2392,614;2528,55;7441,299;20746,128;33108,591;34478,107;11111,22
2516805;Triunfo;PB;9613,415;3210,608;21387,356;49149,983;83361,361;87467,916;9233,39
2516904;Uiraúna;PB;10424,853;8861,708;75102,994;83405,241;177794,797;192520,429;12537,15
2517001;Umbuzeiro;PB;9467,448;2829,694;18095,376;57628,584;88021,102;91142,064;9193,27
2517100;Várzea;PB;5317,595;2116,709;7949,26;20789,148;36172,713;37561,245;13087,54
2517209;Vieirópolis;PB;4882,405;5091,738;10743,366;29963,913;50681,421;52688,691;9766,21
2517407;Zabelê;PB;2868,529;977,426;6026,558;16127,331;25999,845;26960,577;11882,14
2600054;Abreu e Lima;PE;13674,464;396475,63;610997,284;421929,978;1443077,357;1724257,659;17123,06
2600104;Afogados da Ingazeira;PE;9863,197;33955,203;268673,031;172518,566;485009,998;541816,47;14430,74
2600203;Afrânio;PE;17293,246;7425,543;71102,287;94700,884;190521,96;209814,557;10500,7
2600302;Agrestina;PE;62107,576;39094;99114,654;128627,986;328944,216;352858,433;13980,13
2600401;Água Preta;PE;20762,356;6278,446;61329,074;161165,9;249535,776;259866,491;6950,9
2600500;Águas Belas;PE;45481,086;10289,63;126113,905;187522,046;369406,667;401110,734;9132,13
2600609;Alagoinha;PE;30535,351;4102,745;35858,729;68678,793;139175,618;144944,925;9794,9
2600708;Aliança;PE;105473,849;16447,915;98029,439;178064,793;398015,996;413314,494;10761,16
2600807;Altinho;PE;24053,048;8598,8;73319,051;102779,386;208750,285;222588,795;9679,46
2600906;Amaraji;PE;101905,624;11652,084;60038,488;109220,905;282817,1;294407,127;12850,59
2601003;Angelim;PE;49336,36;5112,733;26106,894;57190,459;137746,446;142259,856;12588,25
2601052;Araçoiaba;PE;7018,215;4436,327;42532,848;100369,784;154357,174;161884,451;7732,35
2601102;Araripina;PE;48235,282;282611,251;447585,933;379730,247;1158162,712;1272091,772;14912,98
2601201;Arcoverde;PE;13671,716;117925,085;610999,493;327798,914;1070395,208;1215382,889;16141,61
2601300;Barra de Guabiraba;PE;30776,576;5940,618;30295,193;74156,646;141169,033;146942,971;10042,58
2601409;Barreiros;PE;16421,463;21622,329;202412,793;221496,447;461953,03;503988,293;11757,3
2601508;Belém de Maria;PE;12692,512;2983,591;22921,381;57077,546;95675,03;99499,448;8176,47
2601607;Belém do São Francisco;PE;156894,501;11327,018;81816,885;100136,073;350174,478;366293,143;17669,71
2601706;Belo Jardim;PE;181575,987;968962,457;807522,108;374978,741;2333039,293;2765036,424;35942,24
2601805;Betânia;PE;5783,83;3318,238;24610,783;67430,213;101143,064;105307,489;8220,08
2601904;Bezerros;PE;25870,416;184471,769;359490,517;291302,923;861135,625;962826,016;15794,39
2602001;Bodocó;PE;62860,821;8799,777;72932,653;158866,922;303460,174;317010,407;8211,64
2602100;Bom Conselho;PE;124941,238;85243,096;177310,785;207847,212;595342,332;643150,606;13132,22
2602209;Bom Jardim;PE;45993,944;25155,799;100591,258;174833,889;346574,89;366987,87;9165,99
2602308;Bonito;PE;108608,858;70047,252;146969,5;176365,744;501991,356;539340,172;14155,54
2602407;Brejão;PE;91149,588;3790,065;27395,129;49075,759;171410,542;183678,548;20451,9
2602506;Brejinho;PE;5968,225;13458,636;18541,462;42873,732;80842,055;83878,511;11200,23
2602605;Brejo da Madre de Deus;PE;10777,526;20873,335;145992,337;245303,759;422946,958;461357,176;8924,43
2602704;Buenos Aires;PE;21972,586;7291,552;30503,513;68988,218;128755,869;133151,668;10068,94
2602803;Buíque;PE;102416,964;12646,063;134022,988;272593,308;521679,323;549014,687;9235,21
2602902;Cabo de Santo Agostinho;PE;69212,565;4050764,562;4924609,047;1144312,316;10188898,49;13706388,88;65022,05
2603009;Cabrobó;PE;47080,978;16916,229;164994,872;159878,524;388870,604;440863,485;12676,5
2603108;Cachoeirinha;PE;35191,891;9398,046;95736,612;90916,073;231242,622;254368,817;12337,22
2603207;Caetés;PE;44979,13;175967,672;52999,045;137035,017;410980,865;423726,62;14578,59
2603306;Calçado;PE;31529,204;2936,13;20932,325;56768,135;112165,794;115298,866;10497,94
2603405;Calumbi;PE;1708,393;1483,508;13611,782;30768,342;47572,025;50299,999;8756,96
2603454;Camaragibe;PE;26088,868;118835,352;1015255,999;717766,276;1877946,494;2229679,55;13940,29
2603504;Camocim de São Félix;PE;16528,24;9384,967;58741,299;83665,963;168320,469;181160,709;9518,74
2603603;Camutanga;PE;13985,122;126304,874;68762,05;49239,576;258291,623;285368,854;33213,32
2603702;Canhotinho;PE;43542,496;10322,896;64365,116;123340,036;241570,544;253171,467;10232,04
2603801;Capoeiras;PE;52971,037;24733,027;56871,344;96793,197;231368,605;244053,554;12173,46
2603900;Carnaíba;PE;20364,96;12022,551;51998,12;98086,882;182472,514;193545,51;9841,63
2603926;Carnaubeira da Penha;PE;7657,612;1394,239;15858,466;55115,005;80025,321;83422,735;6359,89
2604007;Carpina;PE;40158,576;302035,523;783576,865;386929,429;1512700,393;1744915,053;20496,82
2604106;Caruaru;PE;165519,854;1067236,583;4439362,621;1669301,271;7341420,328;8663524,843;23456,58
2604155;Casinhas;PE;7235,661;2616,91;20097,441;68620,014;98570,026;101521,112;7052,53
2604205;Catende;PE;11198,449;15710,774;116258,201;195965,371;339132,794;360566,492;8236,25
2604304;Cedro;PE;27213,18;4136,504;27928,743;61835,138;121113,565;125401,266;10474,55
2604403;Chã de Alegria;PE;29625,216;13026,842;47725,829;68984,12;159362,006;168757,841;12371,37
2604502;Chã Grande;PE;33317,405;10814,361;76188,656;114851,58;235172,002;251192,832;11454,82
2604601;Condado;PE;32257,392;9472,736;73092,836;122287,732;237110,695;250915,369;9378,26
2604700;Correntes;PE;60169,402;4808,242;32770,107;88523,206;186270,957;192015,502;10477,19
2604809;Cortês;PE;11975,046;4821,346;28394,305;72048,238;117238,936;121502,409;9686,87
2604908;Cumaru;PE;11218,917;5134,328;29387,015;56031,175;101771,436;109260,119;11508,33
2605004;Cupira;PE;15727,851;28537,082;97103,985;123784,817;265153,734;283576,106;11700,13
2605103;Custódia;PE;32084,108;76582,434;216256,571;209658,912;534582,025;593879,93;15780,83
2605152;Dormentes;PE;17770,636;8869,816;89965,187;90644,122;207249,76;246022,559;12783,05
2605202;Escada;PE;77709,05;349087,011;422777,776;311638,077;1161211,914;1306431,048;18743,36
2605301;Exu;PE;60075,41;8748,29;89470,438;150969,109;309263,247;325117,198;10253,15
2605400;Feira Nova;PE;14377,963;25112,539;77964,691;108804,817;226260,011;247549,736;11071,1
2605459;Fernando de Noronha;PE;849,363;10187,056;180902,195;9420,111;201358,724;229561,568;73108,78
2605509;Ferreiros;PE;21697,058;6635,743;36666,399;60573,773;125572,972;132502,788;10846,66
2605608;Flores;PE;15376,916;17149,452;48179,702;101411,389;182117,458;192901,673;8530,94
2605707;Floresta;PE;18941,277;28614,68;172520,916;165534,673;385611,547;445213,144;13294,71
2605806;Frei Miguelinho;PE;6491,1;6611,864;35306,845;77013,358;125423,167;131441,259;8407,94
2605905;Gameleira;PE;55529,642;5668,982;56879,953;147718,127;265796,703;274257,646;8685,09
2606002;Garanhuns;PE;104363,699;308913,21;1630538,915;628044,098;2671859,922;3077111,825;21769,91
2606101;Glória do Goitá;PE;41771,353;154864,238;147099,21;149540,396;493275,196;554616,349;17979,59
2606200;Goiana;PE;247062,953;5131372,345;2017569,277;492782,34;7888786,916;10662963,85;132714,72
2606309;Granito;PE;15880,809;2906,795;17137,714;39368,324;75293,642;78431,653;10339
2606408;Gravatá;PE;46949,682;167547,911;605845,19;397991,234;1218334,018;1359681,438;15938,31
2606507;Iati;PE;46074,52;3374,855;41198,574;98230,025;188877,973;195800,31;10153,51
2606606;Ibimirim;PE;99351,678;8579,324;75391,801;133007,715;316330,518;330118,945;11158,32
