IBGE;MUNIC;UF;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC
3162708;São João do Paraíso;MG;67859,614;16133,385;75821,545;110487,066;270301,61;285079,902;11979,66
3162807;São João Evangelista;MG;31799,404;13145,695;113094,644;75783,198;233822,942;253107,892;16059,13
3162906;São João Nepomuceno;MG;21060,694;105947,503;217976,53;123440,007;468424,733;506309,143;19084,4
3162922;São Joaquim de Bicas;MG;46947,358;432949,635;295956,265;167724,936;943578,193;1083353,544;33134,13
3162948;São José da Barra;MG;87667,621;678372,061;67683,633;44338,31;878061,624;891476,488;118358,54
3162955;São José da Lapa;MG;9299,696;198620,74;193908,935;133994,154;535823,525;625195,139;25528,59
3163003;São José da Safira;MG;3255,639;3979,187;15207,672;25155,464;47597,962;49559,719;11549,69
3163102;São José da Varginha;MG;55240,106;2113,617;24803,41;26907,248;109064,382;114407,082;22210,65
3163201;São José do Alegre;MG;8117,064;2698,865;20561,246;22994,282;54371,458;57939,962;13723,34
3163300;São José do Divino;MG;11331,762;1214,232;15467,405;23512,256;51525,655;53045,8;13774,55
3163409;São José do Goiabal;MG;13245,979;2492,242;19802,614;29549,052;65089,887;67387,909;12581,76
3163508;São José do Jacuri;MG;22199,897;13826,903;25624,115;32035,811;93686,726;99910,93;15589,16
3163607;São José do Mantimento;MG;11532,373;1559,613;11041,423;18807,209;42940,618;44174,779;15659,26
3163706;São Lourenço;MG;2663,637;108696,506;701428,117;252136,397;1064924,657;1177922,243;25310,43
3163805;São Miguel do Anta;MG;32883,244;5599,774;25879,234;36218,287;100580,538;105088,829;15122,87
3163904;São Pedro da União;MG;71612,924;5634,471;37977,132;26073,258;141297,784;148165,857;32471,15
3164001;São Pedro dos Ferros;MG;29878,974;17148,007;42602,638;33705,799;123335,418;134410,328;17606,8
3164100;São Pedro do Suaçuí;MG;13279,552;9835,41;26391,883;26532,085;76038,929;81787,202;15850,23
3164209;São Romão;MG;121813,205;10210,802;44435,849;57420,246;233880,101;243120,784;19123,79
3164308;São Roque de Minas;MG;151224,763;24493,065;85763,11;38176,063;299657,001;323185,261;45519,05
3164407;São Sebastião da Bela Vista;MG;24954,525;80925,21;213861,446;35968,812;355709,994;443000,18;79135,44
3164431;São Sebastião da Vargem Alegre;MG;9521,013;18537,832;15452,879;21450,303;64962,026;66815,528;21986,02
3164472;São Sebastião do Anta;MG;27810,621;4946,393;31027,27;36092,71;99876,993;104241,098;15565,34
3164506;São Sebastião do Maranhão;MG;20718,032;2933,523;28280,464;44496,982;96429,001;100816,34;10199,95
3164605;São Sebastião do Oeste;MG;77594,596;234228,157;155198,49;40594,601;507615,843;597003,412;85924,5
3164704;São Sebastião do Paraíso;MG;186670,988;427393,824;966003,771;363203,5;1943272,083;2236521,488;31099,51
3164803;São Sebastião do Rio Preto;MG;4466,707;580,434;6191,622;14126,254;25365,016;25970,279;17571,23
3164902;São Sebastião do Rio Verde;MG;5971,537;1436,35;11171,036;15661,725;34240,648;35692,439;15800,11
3165008;São Tiago;MG;65685,336;37338,861;75077,68;50551,187;228653,064;246093,822;22414,96
3165107;São Tomás de Aquino;MG;84032,516;14828,109;48536,178;38783,601;186180,404;195273,023;27976,08
3165206;São Tomé das Letras;MG;35981,122;11453,309;46727,627;35304,908;129466,966;137362,237;19208,82
3165305;São Vicente de Minas;MG;55556,249;26963,107;65976,667;37995,132;186491,154;206109,749;26169,34
3165404;Sapucaí-Mirim;MG;14692,119;15449,2;38358,336;34395,934;102895,589;110272,437;15652,58
3165503;Sardoá;MG;6753,565;3350,892;22616,953;32588,504;65309,914;68801,504;10715,08
3165537;Sarzedo;MG;2994,01;1255999,68;538371,305;185048,982;1982413,977;2190992,383;64346,33
3165552;Setubinha;MG;37905,559;3020,003;24493,368;53802,158;119221,087;122685,964;9820,38
3165560;Sem-Peixe;MG;6345,113;2805,716;9965,931;16387,543;35504,303;36664,705;14216,64
3165578;Senador Amaral;MG;18774,226;3400,84;31182,603;31266,056;84623,724;89447,552;16672,42
3165602;Senador Cortes;MG;5662,139;3721,486;11341,403;15165,48;35890,509;38034,888;19007,94
3165701;Senador Firmino;MG;10240,697;7353,714;43281,917;39515,811;100392,139;106777,109;13512,67
3165800;Senador José Bento;MG;12155,509;1013,9;8605,835;12548,418;34323,662;35496,339;24962,26
3165909;Senador Modestino Gonçalves;MG;44693,058;7206,968;14776,612;23250,103;89926,742;92207,161;22733,52
3166006;Senhora de Oliveira;MG;15271,633;2374,308;30182,414;29600,824;77429,179;81083,282;14013,7
3166105;Senhora do Porto;MG;12440,352;4416,612;10446,921;20671,939;47975,825;49778,086;14157,59
3166204;Senhora dos Remédios;MG;21098,215;9997,739;32403,83;48128,467;111628,25;115769,112;11053
3166303;Sericita;MG;31449,403;6951,96;26345,925;36424,42;101171,708;104984,619;14303,08
3166402;Seritinga;MG;10423,79;3215,296;13827,29;14948,266;42414,641;45231,763;24357,44
3166501;Serra Azul de Minas;MG;5920,821;1455,349;10386,751;26021,894;43784,815;45065,797;10499,95
3166600;Serra da Saudade;MG;7917,936;810,828;4096,797;8460,572;21286,133;21890,558;28392,42
3166709;Serra dos Aimorés;MG;15706,23;3733,74;27505,263;40041,226;86986,459;91034,033;10433,7
3166808;Serra do Salitre;MG;429055,852;266286,704;189574,697;72244,82;957162,073;983221,689;83678,44
3166907;Serrania;MG;43774,728;16614,034;53074,332;38188,526;151651,62;161647,365;21083,52
3166956;Serranópolis de Minas;MG;6297,105;1644,189;9536,046;28683,529;46160,87;47456,285;9813,13
3167004;Serranos;MG;13493,094;724,251;9090,249;14161,147;37468,741;38562,023;19785,54
3167103;Serro;MG;29268,096;15137,56;131471,943;98075,721;273953,32;292439,578;13982,29
3167202;Sete Lagoas;MG;36540,813;4826058,955;4366716,745;1241783,798;10471100,31;12659739,89;51894,81
3167301;Silveirânia;MG;7446,983;1340,957;9264,181;15990,983;34043,103;35150,316;15505,21
3167400;Silvianópolis;MG;46269,499;16497,749;38528,725;31659,789;132955,761;141555,673;22619,95
3167509;Simão Pereira;MG;5115,899;57665,537;16939,276;19405,645;99126,357;104072,261;39707,08
3167608;Simonésia;MG;89366,306;10451,153;82504,467;90288,321;272610,247;285286,536;14383,71
3167707;Sobrália;MG;10685,736;2433,376;21559,392;30352,161;65030,665;67372,791;12303,29
3167806;Soledade de Minas;MG;17220,369;4346,19;26137,889;30953,204;78657,651;81877,121;13150,84
3167905;Tabuleiro;MG;8927,684;7442,309;23243,343;21110,897;60724,232;65731,176;17915,28
3168002;Taiobeiras;MG;59332,219;42757,642;252046,375;163127,329;517263,566;557419,252;16085,74
3168051;Taparuba;MG;13213,582;1817,948;11650,303;20836,395;47518,227;49070,262;15864,94
3168101;Tapira;MG;123205,144;366260,798;99244,923;40083,086;628793,951;689238,387;140948,55
3168200;Tapiraí;MG;31754,027;1586,728;8728,701;12890,726;54960,182;56040,744;29984,35
3168309;Taquaraçu de Minas;MG;7554,998;7524,165;21951,681;25193,367;62224,21;65922,805;16000,68
3168408;Tarumirim;MG;27694,094;7838,393;73013,495;70879,484;179425,466;188341,121;13189,15
3168507;Teixeiras;MG;23938,642;27370,34;71442,315;58484,786;181236,082;191322,291;16380,33
3168606;Teófilo Otoni;MG;90726,949;368540,825;1571981,186;647190,404;2678439,364;2951670,488;20893,97
3168705;Timóteo;MG;1663,028;3162686,416;1275599,131;442677,992;4882626,568;5611338,764;61482
3168804;Tiradentes;MG;7230,271;15311,15;123482,582;43726,986;189750,989;205707,337;25209,23
3168903;Tiros;MG;169944,474;38280,556;100099,901;38626,617;346951,548;379858,774;59641,82
3169000;Tocantins;MG;40130,631;57477,311;140202,408;77610,139;315420,489;349691,358;20853,44
3169059;Tocos do Moji;MG;23532,427;2742,731;18262,849;23151,599;67689,607;70719,247;17177,37
3169109;Toledo;MG;13213,966;14044,2;39227,038;32626,782;99111,986;107160,56;16912,97
3169208;Tombos;MG;19242,448;5131,036;58383,138;39176,809;121933,432;130979,254;17047,93
3169307;Três Corações;MG;338109,112;574598,024;1214527,881;387320,048;2514555,066;2959361,221;36734,42
3169356;Três Marias;MG;88354,732;1955697,286;518723,08;187883,176;2750658,275;3151633,367;95324,95
3169406;Três Pontas;MG;212415,253;341969,877;787996,678;289150,169;1631531,976;1879263,744;32896,24
3169505;Tumiritinga;MG;15728,524;3595,835;24722,221;35962,255;80008,834;82915,463;12198,83
3169604;Tupaciguara;MG;281661,343;114879,089;319118,299;150632,981;866291,712;946559,143;37169,53
3169703;Turmalina;MG;148130,565;32016,768;134163,727;99703,197;414014,257;443706,354;21879,01
3169802;Turvolândia;MG;63352,406;7274,184;34519,754;27773,523;132919,866;139819,527;27420,97
3169901;Ubá;MG;32833,064;1162924,123;1455566,275;471444,799;3122768,262;3573939,502;30288,91
3170008;Ubaí;MG;14434,09;4897,833;33270,703;60416,641;113019,267;117219,271;9258,29
3170057;Ubaporanga;MG;36452,759;9774,606;52908,862;59358,091;158494,319;167990,879;13424,24
3170107;Uberaba;MG;1425496,267;6133708,739;8030612,643;1692987,68;17282805,33;20397519,23;59943,87
3170206;Uberlândia;MG;921226,956;10575603,39;19167842,69;3263190,443;33927863,47;43129284,92;61038,02
3170305;Umburatiba;MG;12797,808;1666,002;10262,945;17783,181;42509,936;44171,81;17107,6
3170404;Unaí;MG;1610992,129;323552,382;1534271,254;468335,997;3937151,762;4319562,621;50544,26
3170438;União de Minas;MG;70426,071;5614,12;25429,604;24365,627;125835,423;130423,701;30580
3170479;Uruana de Minas;MG;47064,763;2773,378;21740,514;21946,071;93524,727;97097,021;29820,95
3170503;Urucânia;MG;29697,451;60162,59;72510,699;52720,485;215091,224;239997,219;23226,29
3170529;Urucuia;MG;51769,682;6262,317;42567,8;83905,518;184505,316;193241,664;11061,34
3170578;Vargem Alegre;MG;4868,037;3692,281;29897,971;33416,882;71875,172;77331,436;11970,81
3170602;Vargem Bonita;MG;43269,449;3674,935;18986,972;18795,269;84726,624;87636,808;40894,45
3170651;Vargem Grande do Rio Pardo;MG;18491,158;4548,342;14056,26;29018,81;66114,571;68129,697;13504,4
3170701;Varginha;MG;88572,386;1549575,969;3920910,491;692411,445;6251470,291;8093809,939;58817,87
3170750;Varjão de Minas;MG;180398,239;24953,548;61026,131;40015,098;306393,016;316198,895;43704,06
3170800;Várzea da Palma;MG;101081,775;330954,942;275096,54;194601,302;901734,559;1067612,933;26623,1
3170909;Varzelândia;MG;8896,598;6777,323;66724,028;94608,626;177006,577;187205,616;9704,8
3171006;Vazante;MG;294441,928;368094,25;289597,111;109663,967;1061797,256;1168648,213;56478,26
3171030;Verdelândia;MG;37018,409;3991,019;22184,854;47505,011;110699,293;115451,215;12118,32
3171071;Veredinha;MG;55821,792;20820,082;21480,159;31256,889;129378,921;133052,093;23208,11
3171105;Veríssimo;MG;101521,89;6843,72;29158,178;27859,683;165383,471;170434,404;41671
3171154;Vermelho Novo;MG;20749,689;1583,508;13933,864;26149,073;62416,135;64216,338;13235,02
3171204;Vespasiano;MG;1174,034;779299,92;1058734,359;643332,155;2482540,467;3020537,007;22909,06
3171303;Viçosa;MG;31309,695;187358,446;1038710,044;385873,315;1643251,501;1811858,634;22673,74
3171402;Vieiras;MG;15002,287;1944,835;12083,209;22822,703;51853,034;53459,002;14974,51
3171501;Mathias Lobato;MG;5449,615;1667,26;13784,054;20608,125;41509,054;43930,813;13915,37
3171600;Virgem da Lapa;MG;9139,914;5395,494;45296,487;65484,418;125316,313;131603,761;9585,82
3171709;Virgínia;MG;52052,22;5264,953;75259,613;40101,967;172678,753;180445,726;20855,96
3171808;Virginópolis;MG;32383,096;6475,07;80302,861;52835,426;171996,454;183952,719;17587,98
3171907;Virgolândia;MG;12538,246;1958,37;16516,088;29711,898;60724,602;62673,559;11818,51
3172004;Visconde do Rio Branco;MG;16196,996;460551,794;492260,85;200493,763;1169503,403;1351678,582;31179,87
3172103;Volta Grande;MG;12821,418;30881,512;43596,706;30742,098;118041,733;140360,687;26633,91
3172202;Wenceslau Braz;MG;5987,726;2519,356;7552,883;15244,901;31304,865;33088,471;13011,59
3200102;Afonso Cláudio;ES;128586,908;48979,42;196271,159;157075,061;530912,548;569771,204;18788,21
3200136;Águia Branca;ES;69292,967;23925,111;75297,754;56113,923;224629,756;246004,347;25569,52
3200169;Água Doce do Norte;ES;35850,465;26076,88;51039,511;61241,195;174208,051;184401,625;17072,64
3200201;Alegre;ES;72353,453;133956,986;201931,352;134753,986;542995,778;575138,207;19255,36
3200300;Alfredo Chaves;ES;100174,554;91659,059;140577,063;82615,745;415026,421;457719,483;31201,06
3200359;Alto Rio Novo;ES;26348,147;5259,758;30858,555;45621,751;108088,211;113033,628;14288,16
3200409;Anchieta;ES;40268,586;4238344,144;1094492,122;250852,84;5623957,693;5764148,128;190330,13
3200508;Apiacá;ES;19530,803;5834,173;38435,556;43500,361;107300,892;118192,885;15671,29
3200607;Aracruz;ES;79985,592;2627038,388;1304694,114;566579,569;4578297,663;5313105,617;50628,97
3200706;Atílio Vivácqua;ES;21920,219;94298,148;105390,624;73985,013;295594,003;360865,747;29410,41
3200805;Baixo Guandu;ES;52844,137;382634,813;258175,811;166346,586;860001,347;928265,07;29692,13
3200904;Barra de São Francisco;ES;75624,136;341416,785;401373,243;219844,991;1038259,155;1165006,22;25717,01
3201001;Boa Esperança;ES;65207,679;15183,203;93094,01;78859,734;252344,625;271044,136;17895,43
3201100;Bom Jesus do Norte;ES;5936,116;22484,275;82836,359;55792,114;167048,864;186832,297;18705,68
3201159;Brejetuba;ES;128968,5;19827,928;66141,205;66767,679;281705,311;294750,338;23674,73
3201209;Cachoeiro de Itapemirim;ES;80565,191;1531964,972;2727955,249;1000413,851;5340899,263;6146964,291;28971,61
3201308;Cariacica;ES;20821,459;1673112,162;5874966,138;1581488,277;9150388,037;13698973,41;35444,12
3201407;Castelo;ES;112137,411;279117,802;421767,184;198043,097;1011065,494;1170594,751;30840,84
3201506;Colatina;ES;127942,893;1130283,585;1964308,991;657832,221;3880367,69;4378305,639;35228,52
3201605;Conceição da Barra;ES;103950,844;91797,853;177044,376;178808,634;551601,708;607068,967;19284,89
3201704;Conceição do Castelo;ES;59572,226;26594,019;101687,396;68410,253;256263,894;279078,461;21655,81
3201803;Divino de São Lourenço;ES;27969,516;5004,999;18414,178;27877,369;79266,063;82577,771;19494,28
3201902;Domingos Martins;ES;172884,295;149377,357;388158,463;172279,008;882699,122;957684,161;28068,12
3202009;Dores do Rio Preto;ES;36571,141;17224,432;54084,212;39154,181;147033,966;159782,214;23521,6
3202108;Ecoporanga;ES;99785,908;60073,482;115313,517;116655,452;391828,359;411089,398;18071,45
3202207;Fundão;ES;37339,343;108012,758;159502,087;115714,441;420568,628;468478,623;20933,85
3202256;Governador Lindenberg;ES;92537,543;45066,969;104218,054;68029,294;309851,86;334329,354;25625
3202306;Guaçuí;ES;65179,547;71128,558;275425,507;151368,272;563101,883;612494,782;19523,61
3202405;Guarapari;ES;69328,596;290340,148;1317709,053;616119,939;2293497,736;2537471,701;19746,25
3202454;Ibatiba;ES;73201,907;24133,254;186588,122;128087,485;412010,768;450089,934;16818,25
3202504;Ibiraçu;ES;23513,128;34932,251;133339,733;67947,206;259732,317;289514,006;22794,58
3202553;Ibitirama;ES;48474,155;6686,527;54671,345;49792,065;159624,092;171982,74;19477,09
3202603;Iconha;ES;37238,329;21508,884;125767,434;80499,542;265014,19;314848,808;22356,66
3202652;Irupi;ES;46941,843;10059,984;88377,846;71788,149;217167,822;236224,062;17277,94
3202702;Itaguaçu;ES;115468,826;18170,494;98508,016;75735,023;307882,359;325867,035;23306,18
3202801;Itapemirim;ES;116500,067;4062152,325;1096322,284;362083,728;5637058,405;5744185,748;164321,47
3202900;Itarana;ES;46591,77;60745,366;85192,199;55592,17;248121,505;266029,595;25498,86
3203007;Iúna;ES;108434,873;22510,144;223172,905;141092,296;495210,218;538444,384;18303,85
3203056;Jaguaré;ES;163642,108;295450,753;271763,975;174901,794;905758,63;963634,559;30505,38
3203106;Jerônimo Monteiro;ES;28310,207;9900,644;59804,967;63432,263;161448,081;172124,762;13953,04
3203130;João Neiva;ES;19124,877;276758,805;185712,222;81755,797;563351,701;646254,903;38527,18
3203163;Laranja da Terra;ES;62444,669;9953,878;46526,698;57204,532;176129,777;187687,778;17189,1
3203205;Linhares;ES;393610,651;2824723,395;2710113,4;965162,278;6893609,725;8036007,696;44705,34
3203304;Mantenópolis;ES;54083,14;9230,4;53821,184;76818,814;193953,537;203074,557;12973,52
3203320;Marataízes;ES;114907,822;4862745,49;1268548,071;323783,419;6569984,802;6659696,262;169634,89
3203346;Marechal Floriano;ES;83746,499;57053,572;213562,774;98369,755;452732,6;516906,317;30156,14
3203353;Marilândia;ES;78311,047;26992,608;107967,382;75847,967;289119,003;312886,282;23900,87
3203403;Mimoso do Sul;ES;113097,094;92518,367;222316,322;125940,366;553872,149;607414,792;23291,34
3203502;Montanha;ES;90056,431;30798,777;148946,385;104168,154;373969,747;410506,384;21658,03
3203601;Mucurici;ES;35329,424;3851,818;19685,17;34609,8;93476,211;96748,104;17693,51
3203700;Muniz Freire;ES;124245,474;24597,867;113473,094;96173,093;358489,528;383337,708;22318,22
3203809;Muqui;ES;45675,912;9767,852;84729,986;80364,593;220538,343;234320,774;15018,64
3203908;Nova Venécia;ES;159006,018;167080,803;611889,777;253894,083;1191870,682;1339644,041;26396,41
3204005;Pancas;ES;114609,064;17310,864;97358,32;112465,531;341743,779;358498,98;15303,47
3204054;Pedro Canário;ES;64847,097;54675,007;126228,521;132757,889;378508,514;401437,091;15105,82
3204104;Pinheiros;ES;155893,549;169644,376;271410,747;149418,348;746367,02;861702,066;31219,96
3204203;Piúma;ES;19956,606;445226,304;249356,922;124900,552;839440,384;876050,392;39130,36
3204252;Ponto Belo;ES;23055,206;5507,726;29474,982;44643,189;102681,103;107548,21;13416,69
3204302;Presidente Kennedy;ES;79635,721;5314481,4;1210280,235;147663,031;6752060,387;6811824,894;580174,17
3204351;Rio Bananal;ES;175742,674;41861,705;151294,287;112715,165;481613,832;525682,491;27099,83
3204401;Rio Novo do Sul;ES;24299,711;49109,2;69444,252;62273,134;205126,297;229883,216;19766,4
3204500;Santa Leopoldina;ES;117176,061;87154,137;56321,326;59920,472;320571,995;330158,25;27126,63
3204559;Santa Maria de Jetibá;ES;763735,756;99790,233;416156,072;233159,055;1512841,117;1631424,093;39228,24
3204609;Santa Teresa;ES;119838,975;38902,208;243479,337;125595,986;527816,506;577185,325;24197,6
3204658;São Domingos do Norte;ES;55152,365;116234,045;69997,873;50699,012;292083,296;331339,425;37932,39
3204708;São Gabriel da Palha;ES;90351,499;100420,579;323491,439;181266,447;695529,963;762064,727;19497,63
3204807;São José do Calçado;ES;26777,123;42192,669;63287,463;58880,734;191137,989;203596,397;19323,88
3204906;São Mateus;ES;365620,981;393963,921;1231889,117;657970,011;2649444,03;2947644,225;21894,57
3204955;São Roque do Canaã;ES;46456,677;23934,479;77019,709;61346,329;208757,194;228983,661;18170,42
3205002;Serra;ES;34538,545;13151406,58;13219358,74;2403064,842;28808368,7;37279405,58;69452,01
3205010;Sooretama;ES;108934,098;147047,258;173118,249;167169,596;596269,201;667528,955;21341,8
3205036;Vargem Alta;ES;47529,558;99401,089;130336,98;104647,683;381915,31;430100,192;19749,3
3205069;Venda Nova do Imigrante;ES;77227,321;78059,957;332827,531;130696,52;618811,329;702153,481;26795,66
3205101;Viana;ES;23017,283;586593,591;2058105,146;376829,234;3044545,254;4227567,891;52363,51
3205150;Vila Pavão;ES;48464,066;24917,387;43545,233;53459,464;170386,15;180642,805;19465,82
3205176;Vila Valério;ES;168987,518;24505,153;129708,14;81636,33;404837,14;434063,572;30861,26
3205200;Vila Velha;ES;25394,576;2493627,986;8047839,846;2136750,02;12703612,43;16305842,27;32056,78
3205309;Vitória;ES;26153,77;9518388,696;13650872,56;1995343,806;25190758,84;31423572,9;85035,67
3300100;Angra dos Reis;RJ;60857,099;3331325,035;4796244,117;1921502,612;10109928,86;11194244,23;53262,55
3300159;Aperibé;RJ;9386,796;13598,541;85162,252;121495,853;229643,442;249125,138;20698,33
3300209;Araruama;RJ;59720,946;1071337,512;1557788,485;1183090,96;3871937,904;4234264,962;31109,37
3300225;Areal;RJ;4394,159;89808,157;123297,913;135000,212;352500,441;427444,184;33490,89
3300233;Armação dos Búzios;RJ;12585,504;1181357,119;1165239,291;478906,42;2838088,334;2970332,916;84721,42
3300258;Arraial do Cabo;RJ;22382,215;1510707,957;714000,953;387038,953;2634130,078;2705476,828;87763,22
3300308;Barra do Piraí;RJ;47238,386;540720,948;1047625,746;776411,624;2411996,703;2713911,369;26833,48
3300407;Barra Mansa;RJ;70860,157;1292424,128;2974224,081;1419205,544;5756713,911;6449308,888;34816,53
3300456;Belford Roxo;RJ;3708,386;1047940,322;3073720,093;3676029,286;7801398,087;8839808,39;17156,71
3300506;Bom Jardim;RJ;105463,985;184754,819;252074,71;232374,225;774667,739;887303,99;31941,54
3300605;Bom Jesus do Itabapoana;RJ;55743,465;98642,527;356689,617;303940,21;815015,819;908166,779;24343,72
3300704;Cabo Frio;RJ;58007,433;5375425,206;4224096,337;2170174,307;11827703,28;12359627,08;52801,54
3300803;Cachoeiras de Macacu;RJ;65695,617;255651,417;381964,789;478968,93;1182280,753;1305514,151;21885,51
3300902;Cambuci;RJ;73845,404;37303,516;87090,257;143272,679;341511,856;400563,077;25807,81
3300936;Carapebus;RJ;13339,16;339636,937;152593,897;199134,596;704704,59;726769,219;43108,68
3300951;Comendador Levy Gasparian;RJ;6122,017;320228,588;126736,65;93085,273;546172,528;603974,813;70311,39
3301009;Campos dos Goytacazes;RJ;368934,687;20380243,97;10854552,31;4146176,136;35749907,1;37179859,65;72243,98
3301108;Cantagalo;RJ;40421,996;345749,367;199717,493;183188,908;769077,764;841421,153;41730,95
3301157;Cardoso Moreira;RJ;28953,358;88349,419;107690,827;126988,94;351982,543;395482,411;30853,68
3301207;Carmo;RJ;24934,488;139474,817;160720,268;167723,241;492852,814;561153,229;29286,22
3301306;Casimiro de Abreu;RJ;13478,889;1173402,127;633043,057;449965,669;2269889,742;2352167,819;51285,71
3301405;Conceição de Macabu;RJ;21308,018;15761,102;151147,362;208684,235;396900,716;434143,622;18426,37
3301504;Cordeiro;RJ;7437,569;49845,488;174132,351;195076,152;426491,561;456175,923;20592,99
3301603;Duas Barras;RJ;30631,347;18051,414;57927,88;113351,582;219962,222;249220,165;21553,24
3301702;Duque de Caxias;RJ;18006,44;14779164,44;22667528,35;6868815,405;44333514,64;53136666,35;57170,07
3301801;Engenheiro Paulo de Frontin;RJ;10992,981;88645,611;100098,434;158202,986;357940,013;406744,423;28769,59
3301850;Guapimirim;RJ;29282,937;223701,75;444460,661;545729,74;1243175,089;1364014,445;21920,68
3301876;Iguaba Grande;RJ;2797,506;44762,827;243321,179;302794,983;593676,495;631409,453;21517,5
3301900;Itaboraí;RJ;17168,638;649532,168;2458243,339;1935000,26;5059944,405;5640738,449;23078,43
3302007;Itaguaí;RJ;18783,072;769962,556;7105418,983;1321113,254;9215277,866;10502749,09;76916,73
3302056;Italva;RJ;26676,754;89144,423;119034,38;149217,131;384072,689;418766,397;27215,6
3302106;Itaocara;RJ;68679,306;48108,354;242848,847;201698,402;561334,908;635896,393;27396,34
3302205;Itaperuna;RJ;79777,546;485133,439;1639589,622;867905,002;3072405,609;3394971,86;32533,22
3302254;Itatiaia;RJ;6491,814;2061683,075;2020752,994;367469,709;4456397,593;6893431,363;213339,67
3302270;Japeri;RJ;7290,121;206300,333;385266,371;806380,553;1405237,378;1530204,52;14395,69
3302304;Laje do Muriaé;RJ;14212,822;28742,536;40638,633;82369,255;165963,245;184165,299;25235,04
3302403;Macaé;RJ;75525,085;5538025,097;6094436,957;3278276,78;14986263,92;17747016,3;66684,01
3302452;Macuco;RJ;5304,922;47804,928;67231,06;68521,218;188862,128;214874,576;38057,84
3302502;Magé;RJ;65817,514;536855,58;1854251,843;1976097,003;4433021,941;4765844,163;19237,2
3302601;Mangaratiba;RJ;20400,947;126012,378;2297232,676;567781,424;3011427,426;3211900,367;69913,59
3302700;Maricá;RJ;16520,363;65616073,34;17609607,05;1814193,859;85056394,61;85814296,01;511810,82
3302809;Mendes;RJ;939,806;26114,061;146103,196;155441,255;328598,319;357693,975;19147,47
3302858;Mesquita;RJ;3242,943;155039,464;1087347,982;1210352,913;2455983,302;2619229,372;14796,57
3302908;Miguel Pereira;RJ;7242,206;43356,589;285305,563;247392,627;583296,985;632510,129;24686,21
3303005;Miracema;RJ;22295,337;88399,656;236861,299;254499,022;602055,314;662192,266;24404,52
3303104;Natividade;RJ;24160,44;16293,219;116999,449;134791,783;292244,891;324266,181;21186,94
3303203;Nilópolis;RJ;0;164558,705;1464891,704;1197504,941;2826955,351;3059486,319;18782,18
3303302;Niterói;RJ;26399,158;37156054,15;21273255,64;4927482,665;63383191,61;66345730,2;128333,01
3303401;Nova Friburgo;RJ;130267,26;768816,71;3169034,106;1593942,578;5662060,654;6324934,842;33000,12
3303500;Nova Iguaçu;RJ;8260,837;1523122,556;8460494,688;6080571,846;16072449,93;17794593,18;21559,06
3303609;Paracambi;RJ;3200,244;271413,049;390396,301;400974,621;1065984,214;1162885,19;21902,8
3303708;Paraíba do Sul;RJ;63636,235;214270,785;431404,282;382253,668;1091564,97;1253031,667;28006,34
3303807;Paraty;RJ;39520,499;590951,276;768107,637;433781,566;1832360,978;1955302,792;44262,66
3303856;Paty do Alferes;RJ;61123,996;58524,219;222055,439;256666,818;598370,473;684862,891;24510,16
3303906;Petrópolis;RJ;70958,062;4742118,147;6528010,003;2449332,035;13790418,25;15665448,49;51003,6
3303955;Pinheiral;RJ;5733,826;854984,282;264408,966;222246,802;1347373,876;1452647,355;56826,17
3304003;Piraí;RJ;21162,993;1361264,265;473856,339;306441,56;2162725,158;2449990,2;82208,92
3304102;Porciúncula;RJ;35016,19;44362,926;125929,239;167721,185;373029,54;415949,619;21814,01
3304110;Porto Real;RJ;4901,995;1749294,546;885169,005;246643,739;2886009,285;4245742,234;209624,88
3304128;Quatis;RJ;23188,926;14589,976;105543,552;126628,344;269950,798;305015,287;20945,97
3304144;Queimados;RJ;3473,209;865868,754;1737458,799;1185130,047;3791930,81;4361718,464;28636,92
3304151;Quissamã;RJ;33196,838;4343047,622;1194819,551;352504,254;5923568,265;5996913,346;234850,73
3304201;Resende;RJ;60058,698;3265318,421;3575581,029;1201151,68;8102109,828;10754410,18;80712,15
3304300;Rio Bonito;RJ;30006,391;119708,936;898755,042;546277,01;1594747,379;1831415,242;30057,69
3304409;Rio Claro;RJ;56892,526;18294,393;106630,52;200243,375;382060,813;435971,127;23342,67
3304508;Rio das Flores;RJ;18060,055;81192,293;61799,443;109028,609;270080,4;294390,659;31314,82
3304524;Rio das Ostras;RJ;14233,596;4259840,991;2610565,738;1513833,574;8398473,899;8949070,131;56096,82
3304557;Rio de Janeiro;RJ;111266,985;45685982,11;177541096,2;56971983,97;280310329,3;359634752,6;53078,23
3304607;Santa Maria Madalena;RJ;25373,392;7959,511;61966,699;115163,902;210463,504;234582,208;22599,44
3304706;Santo Antônio de Pádua;RJ;56172,801;259722,595;483616,778;344493,367;1144005,542;1284643,639;30081,81
3304755;São Francisco de Itabapoana;RJ;283618,701;47880,815;269090,2;387413,029;988002,744;1184530,973;28060,15
3304805;São Fidélis;RJ;63649,845;68309,283;296015,202;334517,995;762492,325;845191,837;21811,97
3304904;São Gonçalo;RJ;81571,441;2003956,574;8725199,278;7670724,363;18481451,66;20324882,91;18504,81
3305000;São João da Barra;RJ;59303,834;4636445,021;4061572,325;415563,733;9172884,913;9886875,11;269169,78
