IBGE;MUNIC;NHB2114;NHB2115;NHB2116;NHB2117;NHB2118;NHB2119;NHB2120;NHB2121;NHB2122;NHB2123;NHB2124;NHB2214;NHB2215;NHB2216;NHB2217;NHB2218;NHB2219;NHB2220;NHB2221;NHB2222;NHB2223;NHB2224;NHB2314;NHB2315;NHB2316;NHB2317;NHB2318;NHB2319;NHB2320;NHB2321;NHB2322
1400472;Rorainópolis;38,65;41,08;43,57;44,28;44,02;42,33;42,14;41,95;42,45;43,20;42,41;10,14;9,69;11,22;13,19;12,36;20,52;20,99;22,89;17,66;13,36;11,66;50,06;50,24;53,72;53,92;55,49;53,91;53,67;53,44;49,13
1400506;São João da Baliza;68,77;68,30;67,43;68,38;67,14;67,07;66,50;67,43;68,50;68,13;68,41;76,93;80,46;81,33;82,55;84,69;83,45;81,33;83,29;89,96;90,82;91,20;68,49;68,49;69,54;69,55;68,13;68,14;68,14;68,13;65,16
1400605;São Luiz;75,16;73,94;72,18;70,06;68,17;67,11;65,00;64,87;65,17;64,86;64,97;28,27;25,04;24,88;35,20;38,72;43,61;48,57;48,97;46,29;47,42;56,61;80,48;80,79;79,13;79,45;81,34;81,07;80,80;80,55;72,96
1400704;Uiramutã;48,91;56,61;64,68;68,87;68,96;68,48;68,22;66,93;66,35;64,54;63,64;9,56;5,37;1,06;0,49;0,10;0,09;0,10;0,72;0,74;1,00;1,80;12,88;12,88;13,53;13,30;13,18;13,05;13,04;13,05;4,13
1500131;Abel Figueiredo;83,24;85,79;88,96;90,57;91,76;90,35;89,97;90,49;91,57;91,24;90,96;9,82;6,63;10,00;10,62;19,00;21,82;23,29;25,61;24,98;24,29;20,51;99,75;98,96;100,00;;89,00;89,00;88,99;89,00;85,78
1500305;Afuá;20,91;18,83;17,85;18,06;17,56;16,44;16,40;16,64;17,32;15,35;16,39;3,95;3,33;2,99;3,36;3,41;3,22;3,36;3,65;3,87;3,85;4,00;12,57;12,44;12,39;12,34;14,75;14,64;12,89;12,82;14,06
1500347;Água Azul do Norte;22,89;22,98;22,86;23,50;23,44;21,91;21,22;22,58;23,17;25,68;27,12;57,84;64,09;66,90;65,13;62,05;62,07;62,40;63,80;66,65;63,45;59,14;;;;;100,00;99,42;;28,49;92,21
1500404;Alenquer;29,33;29,62;27,52;27,36;27,57;27,95;28,02;27,04;26,05;25,74;24,75;31,72;34,35;34,90;39,14;43,29;44,77;45,29;46,96;46,20;45,56;43,56;17,99;17,89;15,49;15,41;14,39;14,31;13,39;13,41;17,34
1500503;Almeirim;63,08;62,04;61,65;62,14;62,92;62,48;62,52;62,43;63,51;64,28;64,83;23,94;23,31;23,21;25,79;26,50;26,70;26,48;25,68;24,39;24,95;26,30;;;;;;;82,17;82,25;81,68
1500602;Altamira;19,65;27,39;32,19;36,26;41,57;45,89;47,58;49,08;50,87;52,13;52,56;42,02;32,52;26,50;24,88;31,24;39,20;42,22;45,30;50,05;51,98;53,24;10,92;14,73;33,75;33,30;32,78;32,38;32,00;42,09;49,38
1500701;Anajás;5,21;4,91;4,47;4,53;4,46;4,26;4,35;4,47;4,30;4,02;3,77;5,00;3,85;4,00;6,58;10,61;13,62;14,84;15,72;15,36;14,84;13,73;7,37;7,24;6,50;6,40;6,36;6,35;5,51;5,43;9,65
1500800;Ananindeua;31,57;32,86;33,12;34,02;34,13;33,79;33,89;33,79;34,51;34,79;35,11;61,02;67,67;73,31;78,08;82,19;83,32;82,70;82,52;82,23;82,01;80,98;26,89;28,81;29,98;32,42;32,63;32,42;33,80;33,79;42,74
1500859;Anapu;6,07;6,04;5,49;5,55;5,31;5,95;5,74;5,48;4,92;4,54;4,32;33,43;38,98;43,93;45,24;50,31;51,30;52,74;53,73;62,83;63,48;55,80;;;;;;;;;
1500909;Augusto Corrêa;37,89;40,29;41,70;44,41;45,73;46,59;46,78;48,95;47,39;50,20;52,97;4,95;5,83;5,79;17,81;24,64;25,26;20,86;13,54;8,70;6,55;5,04;5,46;5,39;5,13;5,09;4,93;5,00;4,89;4,90;5,73
1500958;Aurora do Pará;60,30;62,99;66,28;66,31;65,83;66,23;66,45;66,52;66,44;67,50;68,14;26,03;30,54;33,23;35,94;35,55;39,84;41,99;48,02;54,27;55,68;56,12;;;96,70;95,17;97,10;;;21,78;31,56
1501006;Aveiro;29,60;29,65;29,45;29,89;31,05;31,53;31,11;31,63;29,56;30,07;30,12;19,95;23,09;25,24;27,78;28,39;28,02;27,33;28,36;26,70;25,73;24,76;;;;;;34,59;35,07;35,32;34,88
1501105;Bagre;44,43;44,04;44,03;44,84;44,64;44,80;44,73;44,73;45,65;45,42;45,60;4,81;7,73;5,12;5,41;5,41;6,66;7,17;8,09;10,69;9,99;9,67;;;;;;;44,67;44,67;50,17
1501204;Baião;67,90;69,11;69,29;68,84;68,71;68,63;68,57;69,15;71,19;71,82;71,82;26,00;25,22;24,97;24,01;22,48;21,15;20,13;20,36;17,27;15,53;15,22;75,27;73,13;;61,90;61,49;60,49;65,15;65,15;63,15
1501253;Bannach;41,04;43,43;47,76;47,46;41,25;41,14;40,06;39,73;43,92;48,89;53,37;14,67;9,38;4,59;3,88;16,38;17,51;26,92;27,64;22,74;18,22;15,02;;;;;;;;;
1501451;Belterra;46,35;47,23;48,69;50,91;60,24;65,77;68,98;73,73;77,41;78,91;79,42;11,03;11,98;9,49;15,13;29,95;35,78;40,80;48,36;57,48;65,68;70,31;;;43,74;43,48;44,83;61,34;68,15;68,00;67,42
1501501;Benevides;75,84;77,39;77,56;80,59;82,96;83,79;83,78;82,94;82,07;81,68;82,04;83,87;88,61;91,05;93,52;95,59;96,08;95,85;95,80;95,72;95,72;96,25;;;;;100,00;;80,02;78,78;81,42
1501576;Bom Jesus do Tocantins;55,13;57,44;59,13;58,86;58,68;58,09;57,32;55,43;53,24;51,81;50,15;3,11;1,51;0,72;0,47;0,49;0,44;0,37;0,30;0,34;0,31;0,26;;74,41;66,86;61,91;49,12;53,50;53,24;53,33;59,61
1501600;Bonito;68,30;71,86;73,78;77,07;78,93;79,92;80,19;80,88;80,74;81,55;82,24;12,35;13,60;18,86;26,94;33,48;37,14;37,75;51,81;57,95;60,60;61,95;;;87,15;85,66;95,00;;;;88,76
1501709;Bragança;46,92;48,46;49,61;50,74;51,32;50,84;50,55;48,82;46,30;45,46;45,12;20,90;16,75;14,31;7,67;9,91;14,41;14,37;17,79;19,78;17,79;14,22;17,57;17,37;16,28;14,88;14,67;14,88;13,59;13,57;16,38
1501725;Brasil Novo;60,86;61,22;61,63;64,28;64,86;65,63;66,29;66,60;66,86;66,79;66,54;17,49;11,57;9,53;7,72;6,41;5,34;5,03;4,43;3,57;3,56;3,69;73,43;64,58;54,60;;87,57;;91,54;94,10;56,66
1501758;Brejo Grande do Araguaia;74,17;74,05;73,31;74,10;68,63;68,88;69,66;69,41;72,50;73,12;73,86;24,89;25,43;25,84;31,88;17,87;10,22;8,54;6,36;4,68;3,17;2,75;;;;;;;100,00;100,00;100,00
1501782;Breu Branco;21,36;21,97;23,10;26,16;27,49;29,82;29,43;29,08;29,40;29,53;28,92;21,00;17,41;14,90;26,00;30,27;33,47;32,74;36,84;39,62;43,40;48,42;7,03;7,56;7,73;7,96;7,79;7,65;7,41;7,56;62,66
1501808;Breves;22,58;19,34;18,18;17,85;17,42;17,85;17,88;18,48;18,06;18,34;17,13;13,71;11,79;10,49;9,87;9,37;9,56;9,80;7,95;7,75;7,59;6,84;26,52;26,28;26,03;25,81;25,31;25,11;24,82;24,65;24,03
1501907;Bujaru;37,56;38,29;38,58;39,29;40,59;40,77;41,79;43,42;44,46;45,09;45,53;15,51;16,73;17,06;17,95;18,52;21,18;23,00;26,98;32,15;34,77;37,01;;;;;;;;98,99;100,00
1501956;Cachoeira do Piriá;23,69;24,49;24,98;24,71;24,45;24,85;24,87;26,75;30,20;31,37;32,00;15,72;16,83;17,66;18,31;19,43;20,96;22,03;29,10;26,50;25,27;25,82;72,30;70,29;;15,67;;20,65;41,96;44,71;100,00
1502004;Cachoeira do Arari;23,65;24,09;23,75;23,80;23,01;22,71;23,45;23,70;23,75;23,80;24,44;25,37;27,65;28,28;35,57;39,75;43,18;44,05;44,71;47,92;49,11;50,53;11,81;11,62;11,98;12,15;11,94;11,82;11,69;12,90;21,93
1502103;Cametá;44,23;44,31;43,77;44,32;45,06;45,23;45,40;44,97;42,44;42,04;41,74;22,91;24,22;24,67;26,26;27,72;30,79;31,60;31,07;30,26;28,32;24,38;56,29;55,95;56,08;56,64;57,23;;97,87;96,86;99,64
1502152;Canaã dos Carajás;24,07;26,45;33,29;43,19;48,27;53,16;55,15;57,71;61,98;66,27;68,64;18,27;19,73;26,57;33,41;36,53;46,69;51,98;62,61;69,31;73,17;76,40;;;100,00;99,03;98,97;;77,58;89,51;60,33
1502202;Capanema;32,31;36,59;39,53;42,99;43,84;43,37;43,08;43,27;44,65;45,04;45,39;11,58;7,88;7,19;7,27;7,33;6,07;5,29;4,62;4,39;4,08;3,32;4,38;10,26;15,68;14,83;13,83;13,76;12,70;13,54;20,59
1502301;Capitão Poço;66,46;69,82;72,63;72,63;72,80;73,33;72,91;73,46;74,30;75,54;76,70;51,21;54,93;57,92;59,18;57,46;52,84;48,14;45,43;39,80;37,24;35,33;19,56;19,88;22,25;23,63;21,99;22,10;19,51;20,24;21,83
1502400;Castanhal;57,31;58,46;58,44;58,35;57,62;57,26;56,67;56,24;55,65;55,81;56,52;10,85;5,59;3,36;2,21;1,11;0,93;1,17;1,27;1,25;1,16;1,11;33,02;32,52;25,50;25,13;25,09;24,87;21,60;21,47;26,31
1502509;Chaves;13,56;12,83;12,25;12,93;13,90;15,15;15,17;14,13;11,79;12,58;14,62;1,52;1,73;2,46;2,08;1,72;1,06;0,68;0,87;1,46;1,69;1,63;12,67;;;;;;;;
1502608;Colares;83,09;83,51;84,24;83,67;83,10;83,06;83,55;83,70;84,71;84,87;85,68;8,05;3,77;1,07;1,38;0,82;1,11;1,03;4,38;3,33;38,52;49,87;;;;;;;;32,16;30,47
1502707;Conceição do Araguaia;48,06;47,03;45,76;45,53;43,36;42,86;43,56;42,25;41,91;41,23;40,20;70,13;74,89;76,41;54,71;27,48;15,80;10,37;7,35;4,65;5,22;6,80;50,05;49,95;48,42;48,43;47,25;47,20;47,09;46,97;51,31
1502756;Concórdia do Pará;12,45;13,70;13,79;14,86;15,50;15,31;15,34;15,42;16,14;16,75;17,67;20,86;19,15;17,79;14,24;10,43;8,97;8,18;7,75;6,12;5,94;5,69;48,16;47,32;46,53;;;56,00;59,50;;41,07
1502764;Cumaru do Norte;41,69;41,34;43,56;43,09;43,35;45,68;45,14;46,85;51,15;54,70;57,28;40,21;43,74;50,04;49,65;35,74;29,53;26,92;24,54;25,60;22,16;16,55;;;;;;;28,86;;42,75
1502772;Curionópolis;62,54;66,55;68,83;68,72;67,73;66,72;66,61;67,95;69,80;70,10;69,81;14,24;14,01;14,13;17,09;21,05;25,55;27,66;24,82;32,05;32,34;33,84;67,11;76,20;76,77;70,88;74,69;68,75;67,57;68,51;76,52
1502806;Curralinho;20,51;18,09;17,03;16,09;14,94;14,72;15,01;14,13;14,86;15,05;14,91;1,65;0,93;0,71;0,63;0,50;0,87;0,79;0,83;1,33;1,48;1,56;41,11;49,13;;;;;26,06;29,30;38,65
1502855;Curuá;79,44;81,14;81,45;82,00;79,35;77,25;77,18;76,04;73,66;73,29;73,46;1,55;0,63;0,71;0,67;0,54;0,48;0,58;0,61;0,80;0,86;0,82;;;;;;;47,18;47,18;85,74
1502905;Curuçá;83,47;84,48;84,83;84,95;84,00;84,14;84,54;84,84;85,90;86,25;86,88;50,88;53,27;53,31;64,45;71,46;75,65;76,47;77,96;79,66;80,18;80,72;;;;;;;99,99;;93,26
1502939;Dom Eliseu;79,48;81,63;84,72;87,61;88,22;90,41;90,82;90,87;90,71;91,01;91,65;17,67;19,44;22,35;24,84;24,78;23,63;22,39;22,75;24,89;24,80;22,15;12,51;13,38;13,45;71,59;77,19;13,06;75,59;77,75;89,41
1502954;Eldorado do Carajás;14,43;19,31;22,07;25,61;24,53;27,07;27,79;29,24;31,20;32,49;33,20;10,69;10,20;9,57;26,51;42,35;61,94;68,16;72,05;75,78;76,49;77,31;32,39;38,76;39,76;35,98;52,16;55,47;56,48;57,12;52,15
1503002;Faro;80,53;80,65;81,38;81,63;82,94;82,81;82,41;82,27;82,76;82,52;82,44;13,46;20,02;24,27;29,41;33,18;35,22;35,67;36,46;40,32;39,99;40,54;70,66;72,30;74,47;71,78;72,41;74,37;73,55;74,95;67,67
1503044;Floresta do Araguaia;7,72;9,65;11,11;12,28;12,29;12,50;12,53;12,69;13,43;14,26;14,41;38,84;54,65;62,25;59,21;50,00;41,39;37,45;50,74;61,97;67,59;72,16;17,10;17,65;;;;;;;94,98
1503077;Garrafão do Norte;22,48;23,17;23,12;22,83;22,72;23,68;23,95;26,63;29,64;32,20;35,24;1,84;0,91;0,86;4,36;10,06;15,41;17,01;21,72;27,76;31,82;35,31;73,30;73,24;73,98;;;;;;97,15
1503093;Goianésia do Pará;7,53;9,22;10,64;11,94;12,99;14,58;14,49;15,22;16,16;16,56;16,49;36,49;51,36;62,54;66,06;67,29;71,51;74,16;79,37;82,15;83,95;84,87;;;;;;;24,34;28,79;45,52
1503101;Gurupá;36,37;37,45;36,09;38,20;36,82;37,87;36,85;35,83;35,65;35,48;35,46;17,34;16,92;16,98;21,57;25,50;27,25;26,93;28,39;29,14;32,25;34,17;;;;;;;32,59;32,97;33,13
1503200;Igarapé-Açu;72,45;78,45;79,20;78,63;78,81;78,81;78,25;77,97;76,56;76,28;76,59;14,81;9,16;6,03;3,96;6,68;12,24;11,33;6,81;4,81;4,35;3,64;73,52;;;;;;;;
1503309;Igarapé-Miri;17,49;16,69;16,70;16,69;16,09;16,10;16,21;17,89;18,91;19,44;19,41;7,00;6,07;6,30;7,23;6,51;7,12;7,84;11,65;13,50;18,53;22,45;11,81;16,02;13,77;7,74;7,19;7,18;7,30;9,51;17,70
1503408;Inhangapi;54,82;55,33;56,88;57,45;57,67;59,26;60,26;62,25;63,26;64,54;64,56;9,70;9,97;10,04;18,44;29,19;44,98;52,78;53,55;55,99;58,77;60,68;18,26;19,98;21,12;22,95;23,59;23,91;23,62;23,33;29,69
1503507;Irituia;60,77;64,84;64,85;64,24;62,81;65,36;65,64;65,59;65,01;64,78;66,93;34,02;44,32;46,17;47,70;42,68;21,97;17,40;10,97;7,65;4,76;3,22;;;;;;;;;
1503606;Itaituba;11,66;12,63;13,61;15,55;16,39;16,71;17,20;17,96;20,26;21,57;22,49;24,11;25,74;28,63;27,10;21,03;18,08;16,96;16,22;12,39;9,81;8,91;6,97;6,96;6,90;8,78;8,52;8,51;8,58;8,57;8,06
1503705;Itupiranga;3,30;2,57;4,73;7,45;8,55;9,02;9,60;10,08;11,70;12,41;14,01;18,33;23,14;32,05;37,91;41,66;43,77;45,32;47,10;52,12;53,73;55,44;2,87;2,87;2,57;14,10;15,66;9,29;9,06;11,60;14,35
1503804;Jacundá;22,92;23,52;25,04;25,91;26,60;26,72;26,44;26,91;29,19;31,07;32,45;5,71;5,93;7,52;10,98;10,88;10,90;11,40;13,85;15,76;17,56;16,64;24,60;24,41;24,14;23,83;22,88;22,65;21,85;39,66;63,65
1503903;Juruti;65,20;67,60;69,69;70,98;71,66;72,23;72,34;73,15;75,30;76,46;77,84;2,96;1,29;0,84;0,69;0,86;1,15;1,11;1,24;2,17;2,50;2,37;56,87;;;;;69,03;67,84;;50,59
1504000;Limoeiro do Ajuru;22,39;23,18;23,83;24,51;25,30;25,19;25,76;25,71;26,49;26,98;27,19;1,03;1,56;1,83;3,25;8,33;13,01;15,34;14,33;12,20;11,46;10,84;20,70;20,40;19,97;19,72;19,32;19,11;18,89;18,67;20,38
1504059;Mãe do Rio;18,57;20,65;21,54;21,58;22,68;23,03;23,10;23,49;24,78;25,25;26,01;13,79;9,55;8,98;23,09;38,14;46,36;49,11;53,39;63,69;70,08;72,17;;;;;;;33,07;33,32;34,20
1504109;Magalhães Barata;88,33;90,57;92,16;91,41;90,63;91,53;92,57;93,28;92,97;93,44;94,15;44,24;53,10;58,89;62,15;64,86;68,42;70,95;73,45;77,44;81,04;84,11;52,02;51,58;52,22;42,82;45,64;45,62;46,67;46,77;46,62
1504208;Marabá;37,52;38,46;39,41;39,24;35,85;35,84;35,11;34,78;34,98;34,64;34,52;17,58;13,25;11,66;10,94;9,70;8,06;7,49;7,36;5,92;5,84;5,68;32,04;32,43;35,52;35,08;34,21;33,83;33,36;32,89;40,25
1504307;Maracanã;62,21;68,29;69,95;73,50;75,68;76,45;76,74;76,95;75,22;75,16;75,67;40,63;46,83;47,80;50,31;51,55;53,08;54,04;55,39;54,49;56,17;59,43;17,46;17,45;;;;;;;68,10
1504406;Marapanim;70,50;71,40;73,23;72,77;72,93;72,92;72,35;72,47;68,58;68,27;70,38;16,40;15,24;17,89;24,44;32,72;43,98;50,94;59,63;67,21;69,49;72,36;37,41;37,26;35,93;35,80;33,98;33,88;33,74;33,78;39,94
1504422;Marituba;37,03;37,86;40,00;42,25;45,73;49,97;52,00;54,52;57,08;58,61;59,55;19,65;8,86;9,21;14,01;27,08;28,77;28,98;30,06;31,93;33,40;35,38;14,73;14,41;22,28;21,86;31,68;31,17;30,67;32,13;48,99
1504455;Medicilândia;22,29;22,41;21,63;22,02;22,02;22,94;22,87;23,14;22,47;22,89;22,02;11,07;5,65;4,74;9,71;13,53;15,75;16,86;15,49;13,13;11,60;10,35;29,10;;;;;;62,11;68,01;81,20
1504505;Melgaço;9,49;9,00;7,87;8,74;8,92;9,32;9,06;9,19;9,19;8,81;8,57;13,40;12,90;10,43;9,43;8,87;9,01;8,98;9,50;11,42;11,88;12,38;13,89;15,45;18,76;;;;22,18;;
1504604;Mocajuba;48,69;46,74;45,98;45,41;45,03;45,15;44,71;42,94;40,49;38,66;36,98;37,39;38,11;39,53;39,00;36,23;36,86;37,18;36,87;37,41;38,33;36,40;38,05;37,45;33,32;32,85;28,19;27,94;27,69;27,35;45,82
1504752;Mojuí dos Campos;38,57;36,76;36,09;37,98;38,37;36,96;37,21;40,58;41,46;42,78;44,22;0,31;0,38;0,22;0,76;0,87;0,80;0,72;25,94;39,99;44,55;51,32;;;67,73;67,30;;;47,62;;37,05
1504802;Monte Alegre;42,94;41,12;40,65;40,10;38,86;37,89;37,42;36,74;35,84;36,38;37,36;10,40;6,77;4,27;4,15;3,98;4,21;5,32;5,89;8,18;10,52;10,31;17,01;16,99;16,37;16,35;15,52;15,71;15,67;15,78;18,19
1504901;Muaná;43,57;43,98;44,12;44,78;44,40;44,35;44,40;44,23;43,86;44,36;44,42;3,75;3,61;3,10;2,93;2,60;2,37;2,47;2,44;2,07;1,95;2,01;;;;;;;85,56;92,87;60,81
1504950;Nova Esperança do Piriá;1,69;1,59;1,55;2,48;2,59;3,11;3,33;5,04;6,58;7,10;7,80;22,43;23,83;26,54;44,06;53,27;60,23;61,72;63,55;66,32;70,96;72,86;;;;;;;;;
1504976;Nova Ipixuna;2,42;2,72;4,29;10,85;15,50;15,31;16,31;16,79;17,36;17,41;18,43;41,47;49,38;56,55;65,45;75,17;77,22;78,59;77,11;67,99;62,20;57,60;;;63,32;62,59;61,53;;25,87;25,61;31,31
1505007;Nova Timboteua;75,18;76,22;77,23;78,16;78,29;78,73;79,80;81,41;82,26;82,99;84,02;36,88;40,21;44,38;48,91;53,90;48,45;45,45;44,55;41,34;40,58;38,88;19,70;19,77;19,65;19,48;19,08;19,07;18,90;18,83;24,56
1505031;Novo Progresso;27,30;30,44;32,88;37,09;38,86;39,54;39,97;40,04;40,69;41,76;42,54;9,05;6,28;6,52;4,82;2,79;1,90;1,86;2,29;3,22;2,95;2,35;67,50;71,63;70,92;77,45;74,09;70,52;90,52;100,00;82,13
1505064;Novo Repartimento;5,37;8,66;9,72;10,23;10,53;9,57;9,59;10,88;11,18;11,50;11,64;18,66;13,69;11,16;17,20;22,84;23,84;22,29;40,37;50,96;54,51;54,70;3,96;4,04;3,95;;10,72;10,54;4,65;4,57;7,66
1505106;Óbidos;29,49;28,89;27,79;27,77;30,94;32,41;31,94;29,25;28,93;30,15;29,84;19,49;20,05;17,44;11,52;5,36;2,82;1,31;1,74;3,37;12,50;20,17;33,49;33,40;31,99;31,91;30,52;30,55;30,46;30,48;35,26
1505205;Oeiras do Pará;41,81;42,13;42,04;41,90;42,96;42,78;42,22;40,51;40,31;40,11;39,34;10,81;11,30;11,68;11,57;12,24;12,14;11,88;14,62;15,69;16,12;15,40;16,10;15,91;15,70;15,52;15,26;15,16;14,93;14,78;16,10
1505304;Oriximiná;23,72;21,89;26,27;38,28;44,40;50,51;52,14;59,47;60,44;60,59;59,84;12,18;13,56;14,51;12,14;9,63;6,48;5,50;18,85;27,39;32,72;36,23;95,26;87,18;100,00;100,00;100,00;99,73;100,00;99,44;100,00
1505403;Ourém;43,09;46,01;49,84;55,90;58,34;59,76;60,59;60,94;59,65;60,26;60,02;57,55;62,77;64,93;69,63;74,77;79,10;81,19;86,53;90,29;91,55;90,73;10,70;10,62;10,44;10,37;9,89;9,86;9,80;9,74;10,99
1505437;Ourilândia do Norte;68,24;69,60;71,24;73,16;74,48;74,68;74,61;74,81;75,05;74,53;73,34;65,51;68,95;70,32;73,95;79,62;79,75;81,36;82,71;86,25;87,41;87,80;;100,00;;;92,82;91,37;93,36;;
1505486;Pacajá;1,48;1,13;0,84;0,75;0,67;0,68;0,67;0,70;0,93;1,17;1,19;9,62;7,53;9,45;13,08;13,30;10,32;8,89;10,39;10,32;12,51;17,21;;46,90;;;;;;;
1505494;Palestina do Pará;79,28;79,08;79,35;80,55;79,21;79,51;78,54;77,49;77,32;76,76;77,61;13,47;13,51;15,03;20,04;26,56;33,75;36,26;40,27;47,98;54,53;60,53;;;;;;;100,00;100,00;91,40
1505536;Parauapebas;69,30;69,60;70,01;70,27;69,23;69,58;71,72;72,37;72,59;72,72;72,62;43,24;43,19;40,27;33,51;26,43;23,98;21,87;22,37;22,12;23,32;23,21;77,45;;84,80;90,00;89,90;87,58;85,82;88,94;51,01
1505551;Pau D'Arco;45,98;53,36;55,53;58,61;59,66;60,22;59,31;58,67;57,00;55,48;54,57;31,25;36,70;33,46;24,20;10,87;6,04;3,85;3,59;3,47;4,65;9,72;;;;;;60,35;73,94;;57,71
1505601;Peixe-Boi;67,92;72,92;78,16;81,00;81,74;82,95;83,46;84,47;83,12;82,76;83,54;39,25;45,23;49,97;55,70;58,73;53,27;56,68;62,01;50,64;45,30;47,55;22,13;22,15;21,09;21,63;20,41;20,55;19,82;19,82;23,44
1505635;Piçarra;6,00;6,16;5,57;6,16;6,32;6,51;6,97;7,13;8,49;8,68;10,48;13,88;10,52;6,02;5,17;5,40;6,30;6,17;8,59;14,86;12,25;10,10;;;;;;;;;
1505650;Placas;4,16;4,09;4,36;4,30;4,43;4,27;4,66;4,85;6,95;7,37;9,32;8,01;7,25;8,17;10,50;14,90;13,53;13,47;16,12;16,03;13,82;15,88;;;;;;5,45;5,50;8,61;17,03
1505700;Ponta de Pedras;54,63;55,60;56,44;56,11;54,75;54,09;53,75;54,58;55,71;56,65;56,46;27,92;30,72;31,98;31,58;30,83;31,76;31,83;34,26;33,89;33,89;35,16;32,32;31,73;31,22;30,69;29,67;29,47;28,76;28,37;44,80
1505809;Portel;19,63;18,95;18,41;17,26;16,10;15,41;14,88;14,94;13,98;12,21;11,86;19,76;21,06;22,43;24,32;26,49;28,41;29,32;31,14;34,15;39,16;38,96;3,24;3,18;2,98;2,93;2,32;2,30;2,09;2,56;12,07
1505908;Porto de Moz;51,78;49,35;47,49;50,71;53,29;54,33;54,65;55,51;55,67;54,85;54,63;10,66;13,32;17,14;24,58;27,51;31,13;32,58;34,90;39,48;42,37;42,86;;;;;;;42,95;42,28;100,00
1506005;Prainha;52,84;52,88;53,27;52,83;51,16;49,41;48,97;48,82;47,32;46,15;44,90;16,61;18,46;20,83;22,74;24,98;26,70;26,75;28,65;30,94;34,50;37,85;26,31;26,41;26,60;26,66;25,88;25,95;25,97;25,98;23,52
1506104;Primavera;65,45;68,42;69,92;70,38;70,74;73,17;73,58;75,34;76,34;76,95;78,80;5,06;2,70;1,13;0,74;0,68;0,43;0,32;6,22;10,82;14,16;20,58;;;;;;;;;92,16
1506112;Quatipuru;33,78;34,84;34,65;35,95;36,43;37,30;38,31;39,90;41,88;43,42;44,76;40,70;43,91;41,50;27,39;17,97;14,42;12,68;20,66;38,85;46,63;54,41;;;;;;;80,00;79,47;95,12
1506138;Redenção;27,65;28,41;32,88;36,53;37,74;38,11;38,28;38,80;38,24;38,37;39,14;13,26;8,49;3,03;2,01;1,35;1,14;1,44;2,28;3,79;5,18;6,62;35,49;44,14;45,23;44,53;42,15;45,44;47,91;48,81;51,37
1506161;Rio Maria;27,89;28,60;28,43;28,62;28,52;30,36;30,83;30,50;30,67;30,97;31,61;11,26;6,37;2,14;0,96;1,02;1,18;6,08;26,72;42,16;42,04;41,55;;;;;;;;;28,72
1506187;Rondon do Pará;79,55;80,03;81,36;82,69;82,20;82,46;82,64;82,39;80,97;80,03;79,75;15,78;6,87;4,63;3,26;1,97;2,38;2,56;2,27;1,84;2,89;3,21;;;74,80;74,12;72,72;72,72;73,30;72,69;66,20
1506195;Rurópolis;36,71;37,26;38,21;38,32;38,31;37,89;37,60;36,86;37,04;37,20;37,72;22,43;23,07;19,47;19,76;14,68;11,48;8,74;7,52;18,87;26,29;35,06;100,00;97,42;62,54;;;39,60;23,30;26,30;37,32
1506203;Salinópolis;61,28;63,27;65,36;69,51;74,38;77,25;78,34;80,14;81,04;82,45;83,69;23,31;13,23;10,44;7,80;4,73;3,18;3,22;2,75;1,59;1,24;0,94;69,97;73,07;74,94;89,21;89,23;89,23;89,23;89,23;88,59
1506302;Salvaterra;72,39;79,41;82,99;83,75;85,46;87,59;88,42;89,23;88,55;88,53;89,22;7,74;3,42;1,60;21,06;42,27;59,59;67,36;75,03;77,07;80,99;84,70;23,52;24,34;27,54;30,50;30,81;30,48;30,96;31,64;37,94
1506351;Santa Bárbara do Pará;75,87;77,83;78,81;77,75;77,68;78,86;78,42;77,70;77,77;78,41;79,24;27,84;19,90;14,96;12,83;7,46;4,11;9,56;20,11;20,57;16,88;15,60;;60,07;63,26;66,37;65,69;64,52;63,41;65,79;68,05
1506401;Santa Cruz do Arari;86,07;85,18;85,56;84,15;83,79;82,34;82,34;82,55;82,91;82,59;81,31;20,25;17,75;18,03;16,96;16,51;17,14;18,21;18,51;19,66;20,11;19,83;45,70;44,60;64,35;;;;58,17;89,51;91,34
1506500;Santa Izabel do Pará;67,40;72,06;75,25;77,11;78,03;78,49;78,90;79,01;78,95;79,55;81,17;12,83;8,07;4,69;2,92;2,24;1,41;1,15;1,05;0,99;0,93;0,74;;;;;68,10;86,16;86,79;86,55;87,98
1506559;Santa Luzia do Pará;8,50;8,10;7,83;7,60;7,13;7,15;6,92;6,91;7,03;6,76;6,53;38,28;46,78;49,94;55,60;56,94;59,22;59,08;61,06;65,44;68,88;73,31;9,18;9,20;8,94;8,96;7,97;8,01;5,58;6,35;8,97
1506583;Santa Maria das Barreiras;24,90;24,25;24,49;23,63;21,18;20,90;20,62;20,27;19,08;19,74;20,07;26,45;29,27;29,44;32,80;34,40;35,92;38,52;38,88;32,29;27,85;21,37;8,38;8,05;7,74;8,22;8,21;8,09;7,61;7,63;11,19
1506609;Santa Maria do Pará;72,88;73,97;75,42;77,18;78,07;80,01;81,21;80,66;81,50;83,25;84,23;38,09;38,92;41,86;49,93;54,09;58,40;61,12;47,72;34,10;22,13;16,02;40,58;41,68;41,70;41,51;40,27;40,48;39,99;40,62;43,95
