IBGE;MUNIC;NHB2114;NHB2115;NHB2116;NHB2117;NHB2118;NHB2119;NHB2120;NHB2121;NHB2122;NHB2123;NHB2124;NHB2214;NHB2215;NHB2216;NHB2217;NHB2218;NHB2219;NHB2220;NHB2221;NHB2222;NHB2223;NHB2224;NHB2314;NHB2315;NHB2316;NHB2317;NHB2318;NHB2319;NHB2320;NHB2321;NHB2322
1101435;Nova União;8,39;8,07;9,43;11,83;13,64;15,36;15,25;16,15;15,01;15,67;15,88;51,80;61,23;65,69;62,37;51,71;46,10;44,33;52,11;62,60;67,12;72,18;13,01;16,97;14,60;19,47;20,56;20,56;20,22;15,05;20,55
1101450;Parecis;30,19;29,82;36,62;37,18;36,80;38,62;40,84;40,10;39,14;37,71;35,63;44,44;43,80;51,86;52,54;38,56;25,07;14,16;27,74;28,96;23,69;20,09;28,75;29,47;24,89;29,78;29,04;28,48;24,65;12,39;35,35
1101468;Pimenteiras do Oeste;54,73;59,25;62,95;65,53;65,18;64,77;67,41;68,19;66,35;68,99;70,28;5,20;2,38;1,60;2,99;3,13;3,02;5,91;8,97;8,78;7,38;7,02;53,37;54,25;52,79;77,43;55,82;55,83;76,07;49,27;56,45
1101476;Primavera de Rondônia;52,32;54,50;56,97;62,40;66,94;65,76;66,22;65,83;66,15;66,74;66,89;19,33;11,02;7,36;23,11;16,22;12,35;11,13;15,24;36,74;42,11;47,75;42,28;44,27;57,87;;;;;;
1101484;São Felipe D'Oeste;17,78;17,39;16,91;17,21;18,92;25,61;29,09;34,37;34,39;35,74;35,37;11,97;3,58;1,35;0,73;1,27;1,02;1,15;0,90;0,52;0,49;0,39;19,42;32,67;20,27;22,64;40,30;23,99;39,34;24,00;23,22
1101492;São Francisco do Guaporé;0,88;0,64;0,60;0,53;0,43;0,28;0,28;0,32;0,28;0,36;0,62;23,58;27,94;26,73;22,48;17,87;13,35;12,60;13,57;11,98;17,66;35,96;;;;;;5,92;7,93;7,40;9,58
1101500;Seringueiras;8,80;8,83;9,62;10,85;11,46;14,14;16,49;16,33;16,98;17,52;16,17;16,42;8,27;4,57;3,36;4,92;8,55;8,41;7,03;5,46;4,27;3,07;16,63;18,89;18,48;22,90;24,15;25,18;23,97;28,85;21,96
1101559;Teixeirópolis;7,55;6,50;7,57;6,63;10,18;10,17;10,64;11,64;12,12;11,16;11,94;52,71;52,76;45,50;37,63;29,12;22,80;19,46;16,73;13,54;12,01;11,07;12,00;13,01;10,15;12,82;14,17;14,11;11,69;3,46;12,90
1101609;Theobroma;9,54;9,24;9,03;8,62;8,95;9,51;9,35;9,11;9,05;9,11;9,13;21,67;18,78;18,93;12,46;14,59;13,70;11,83;8,84;5,64;4,24;3,09;9,80;10,45;7,53;11,63;13,47;13,77;10,14;8,62;17,24
1101708;Urupá;16,03;16,68;17,38;21,68;24,33;25,73;27,24;28,68;29,65;30,56;30,97;20,49;11,67;4,09;2,35;0,45;0,29;0,05;0,05;0,04;0,12;0,13;23,75;26,34;23,38;28,10;32,45;34,65;31,28;19,90;23,36
1101757;Vale do Anari;13,19;13,45;12,85;13,19;12,11;11,17;12,01;13,28;13,86;13,59;13,06;2,76;1,28;0,73;0,51;0,38;0,25;0,50;0,26;0,90;0,91;0,92;12,51;13,31;7,66;10,82;10,41;11,44;9,03;11,96;19,88
1101807;Vale do Paraíso;3,37;2,91;2,13;2,52;2,21;2,03;1,76;1,60;1,06;0,99;1,26;26,41;14,11;12,12;10,92;5,11;4,11;4,14;4,98;16,30;12,31;10,32;5,91;7,51;6,05;7,68;8,83;10,48;10,74;;
1200013;Acrelândia;28,38;30,40;30,85;30,11;31,14;29,66;29,04;29,05;27,89;27,22;27,22;51,21;65,52;74,08;80,06;82,26;81,19;81,14;82,83;83,91;84,00;84,96;30,13;29,62;34,41;36,21;35,35;34,50;33,56;35,55;39,86
1200054;Assis Brasil;41,10;37,96;34,84;37,16;35,57;36,81;37,09;36,55;37,32;40,15;40,70;53,81;59,52;60,34;61,79;62,81;62,95;63,00;61,98;63,15;65,48;66,96;51,13;65,46;68,29;72,14;69,41;69,64;68,66;69,13;69,53
1200104;Brasiléia;42,41;42,61;42,29;44,40;46,74;47,42;48,08;48,14;51,15;52,76;53,07;60,42;66,82;70,23;74,02;71,53;71,22;71,82;71,91;74,71;76,47;77,03;54,32;54,30;57,07;61,26;59,92;62,67;61,90;58,77;61,84
1200138;Bujari;37,14;40,01;37,97;36,34;37,14;39,33;39,77;40,73;40,05;41,27;41,25;46,77;46,44;39,79;43,37;57,66;69,26;72,74;63,25;43,53;40,37;36,80;43,01;42,70;42,20;42,22;40,38;47,39;46,90;53,80;44,03
1200179;Capixaba;36,02;34,85;34,41;32,64;33,59;33,11;32,70;32,88;34,24;35,18;35,74;12,39;15,95;21,29;16,56;11,99;8,21;6,95;10,28;9,55;7,68;7,78;36,77;36,55;36,71;35,94;34,80;35,89;34,94;35,99;42,53
1200203;Cruzeiro do Sul;41,03;43,76;46,06;47,38;48,71;49,79;49,23;49,06;50,59;52,15;54,72;18,68;14,25;9,47;5,81;4,08;4,13;5,76;5,62;8,16;8,42;7,29;49,56;49,26;52,57;54,00;52,22;52,23;51,78;50,54;50,68
1200252;Epitaciolândia;62,97;63,30;63,08;63,39;61,74;61,60;62,09;61,88;61,03;60,30;60,21;56,00;59,66;62,25;64,31;65,42;68,69;69,35;72,77;76,20;77,51;77,38;60,08;61,65;62,79;64,18;62,86;63,54;62,93;61,10;63,42
1200302;Feijó;11,37;11,81;13,52;14,31;14,88;14,85;14,84;15,20;15,39;15,02;14,98;17,84;23,99;22,01;27,83;30,15;29,72;28,40;27,04;27,23;35,00;39,06;14,82;17,18;19,05;20,59;19,34;19,53;19,25;17,96;18,31
1200328;Jordão;28,46;29,71;29,85;29,33;29,66;29,96;30,08;30,72;33,06;32,30;32,67;23,45;28,30;26,60;27,06;25,18;24,93;25,99;26,51;31,71;34,27;34,39;39,96;41,10;41,48;43,92;42,54;42,24;41,50;37,34;34,94
1200336;Mâncio Lima;51,11;52,34;53,87;54,70;54,07;54,82;54,21;54,19;55,26;55,60;55,78;17,61;19,68;19,05;21,29;17,51;14,23;13,84;22,42;30,90;35,58;36,83;46,58;61,64;62,07;65,67;64,21;63,73;63,35;59,92;61,31
1200344;Manoel Urbano;52,79;51,50;51,40;52,22;49,65;42,43;40,96;39,78;40,55;41,01;42,44;49,33;52,10;59,37;53,72;41,99;34,78;34,12;30,29;26,72;24,52;27,30;65,23;66,27;68,45;73,62;71,26;72,45;71,27;69,77;56,42
1200351;Marechal Thaumaturgo;19,98;23,04;22,97;24,99;26,67;26,95;28,43;27,40;29,56;28,87;30,07;14,93;13,30;12,23;5,29;3,66;2,84;1,59;1,35;1,04;1,08;1,10;24,38;18,00;28,37;28,89;27,75;26,99;26,36;26,54;26,51
1200385;Plácido de Castro;32,92;37,85;39,35;42,19;42,40;42,63;42,78;43,65;43,65;43,95;44,93;31,92;40,48;51,46;58,86;63,70;66,24;66,88;69,81;59,23;43,40;32,49;40,62;41,31;41,80;43,08;40,87;44,04;43,44;43,50;52,92
1200393;Porto Walter;44,04;45,39;47,10;48,44;50,46;52,05;52,50;50,93;49,65;49,27;51,35;49,53;56,40;62,23;64,64;63,03;63,80;62,15;62,67;67,90;70,00;73,73;36,57;36,61;36,36;39,95;38,70;37,81;37,01;34,44;40,09
1200401;Rio Branco;55,82;59,06;60,63;61,21;61,93;63,22;63,33;62,64;62,91;62,60;62,54;64,63;72,39;76,24;79,72;84,18;86,41;86,97;87,73;89,42;89,53;89,49;50,21;54,60;54,63;54,93;52,66;54,26;53,16;60,73;53,50
1200427;Rodrigues Alves;44,31;44,97;45,44;45,02;44,15;43,28;43,19;45,04;45,66;47,06;47,37;6,99;4,53;2,61;4,39;3,86;3,70;4,08;3,70;3,53;3,07;2,56;50,20;31,62;30,64;32,44;31,54;31,24;30,49;28,45;40,32
1200435;Santa Rosa do Purus;39,95;40,87;40,27;34,97;34,70;34,50;34,58;36,01;38,90;38,83;38,66;30,06;17,22;15,90;20,49;25,10;25,40;25,40;29,07;34,35;35,75;36,19;41,66;42,95;45,39;56,00;54,65;52,98;51,60;39,37;40,37
1200450;Senador Guiomard;33,30;35,43;36,66;37,09;38,38;38,97;38,86;38,98;38,38;38,18;37,49;46,14;51,81;57,29;61,22;67,78;71,44;72,10;70,40;71,92;74,43;73,92;34,87;36,17;37,04;36,73;29,16;29,40;29,07;30,51;33,35
1200500;Sena Madureira;32,70;32,50;32,78;34,02;34,96;34,25;34,87;35,70;35,99;35,39;35,11;40,32;45,73;51,36;59,16;64,67;66,89;68,60;71,01;73,24;74,64;75,78;34,99;35,01;34,86;35,55;33,49;34,37;34,04;33,44;38,15
1200609;Tarauacá;39,38;39,25;39,49;40,19;40,63;40,65;40,25;39,67;38,01;36,93;36,47;27,88;22,19;13,70;13,29;10,75;9,57;9,76;11,00;14,41;13,89;12,89;28,58;34,34;34,96;37,33;36,75;35,27;35,00;32,55;34,13
1200708;Xapuri;42,45;42,30;41,40;41,48;42,40;42,37;43,04;43,70;44,86;45,10;45,29;53,57;64,50;69,56;66,38;62,90;61,13;60,10;58,04;58,00;59,59;59,52;48,75;50,28;51,34;53,33;51,97;52,84;52,09;52,04;60,18
1200807;Porto Acre;18,39;17,34;15,89;16,07;15,51;14,92;14,51;14,52;14,32;14,07;14,52;32,86;32,77;29,37;32,21;34,95;40,24;42,21;41,35;43,14;42,23;40,77;21,87;21,38;23,94;23,46;21,66;21,16;20,72;21,18;24,29
1300029;Alvarães;46,95;47,73;45,24;37,96;26,57;20,07;17,74;15,70;15,04;13,71;13,60;27,87;28,64;29,48;31,65;37,61;45,14;50,12;53,67;56,32;56,53;56,09;14,20;14,03;14,79;14,60;19,10;17,75;16,76;16,61;13,66
1300060;Amaturá;57,56;56,00;56,57;56,78;55,53;54,74;53,95;53,15;52,05;52,44;52,25;20,27;18,02;16,30;13,36;11,82;11,95;11,38;15,65;19,85;25,31;27,42;51,37;;;52,39;;;;;
1300086;Anamã;42,95;45,13;44,94;45,06;44,41;44,04;43,19;44,18;45,22;47,03;47,75;5,37;5,19;3,94;3,43;3,05;2,78;2,67;4,10;9,37;14,25;19,10;;;;;;;40,86;;
1300102;Anori;75,97;76,55;76,31;78,07;78,46;78,01;78,49;79,00;77,97;78,53;79,47;38,34;37,69;36,83;48,00;50,52;51,03;49,44;46,55;43,99;43,57;42,08;;;;;;;66,22;;59,50
1300144;Apuí;11,02;13,32;15,06;16,08;17,40;17,66;18,42;22,76;28,52;32,48;37,11;11,65;6,02;4,79;4,41;4,19;3,78;3,53;5,37;18,83;20,25;16,40;;;;;;;;;
1300201;Atalaia do Norte;55,97;56,32;54,91;52,91;49,97;46,92;48,12;48,11;48,73;48,44;48,16;20,11;20,61;20,91;18,26;16,99;16,53;14,79;13,74;12,83;12,00;12,18;;;;;;;39,59;41,17;24,19
1300300;Autazes;19,74;19,60;18,62;19,37;19,40;19,00;18,64;17,82;14,60;13,94;13,97;26,33;28,07;30,39;30,71;34,62;34,64;34,80;36,10;31,04;30,01;31,75;17,69;17,34;18,85;19,76;20,43;19,90;26,21;26,48;16,16
1300409;Barcelos;77,59;77,02;76,31;76,89;76,28;74,44;73,59;73,25;73,13;72,13;71,47;12,42;8,45;5,74;3,54;3,09;2,99;3,10;3,58;3,28;3,14;3,41;38,50;38,28;38,06;;;;;100,00;97,69
1300508;Barreirinha;56,07;56,41;57,24;57,87;57,66;56,95;55,94;55,87;57,04;57,04;56,64;23,99;24,68;26,15;28,12;28,44;26,71;25,09;25,49;26,28;26,06;27,57;;;;;;;100,00;100,00;64,41
1300607;Benjamin Constant;48,76;47,06;45,85;46,17;46,10;45,26;44,70;44,06;45,06;43,97;43,57;22,82;19,13;16,78;18,98;20,37;20,71;20,44;21,25;22,01;21,93;22,01;41,11;40,12;43,31;40,43;40,59;42,70;46,58;46,67;35,03
1300631;Beruri;50,52;51,24;51,47;51,01;50,43;50,88;51,20;52,41;53,85;56,38;55,80;30,82;25,52;15,93;21,52;29,09;33,99;35,91;38,26;40,72;41,21;40,92;59,14;61,80;;;;;;51,21;53,09
1300680;Boa Vista do Ramos;63,86;64,34;64,58;64,54;62,24;65,03;67,86;69,73;72,25;74,76;75,74;33,57;35,22;37,45;33,10;21,64;19,48;16,13;14,76;12,61;10,60;9,56;;;;;;;50,40;49,36;50,90
1300706;Boca do Acre;59,88;59,01;54,28;52,64;55,31;56,39;56,29;56,54;55,67;54,04;52,82;19,53;17,90;15,65;16,80;16,04;16,46;16,77;17,90;22,95;24,64;21,62;;;;;40,65;;;100,00;100,00
1300805;Borba;61,47;60,07;60,13;60,63;60,55;60,67;60,61;61,27;61,94;61,91;61,47;17,09;9,20;6,70;7,38;8,58;8,82;8,03;8,14;11,24;12,44;14,57;97,04;97,33;98,17;97,26;97,15;96,57;98,69;97,47;93,12
1300839;Caapiranga;28,84;23,81;22,98;22,22;20,65;20,04;20,85;21,78;22,27;23,33;24,70;46,92;47,26;48,97;53,22;54,40;56,39;57,93;61,17;64,48;68,17;69,66;;;;;;;;;59,40
1300904;Canutama;79,53;80,12;80,87;78,66;75,23;75,71;76,16;75,96;73,94;73,62;74,97;7,90;5,26;3,69;4,34;3,65;3,79;3,62;11,29;31,59;33,14;33,91;59,15;59,02;;;;68,67;71,06;79,68;80,03
1301001;Carauari;62,58;62,94;64,01;65,75;67,24;67,87;68,30;68,97;68,26;67,44;67,21;31,84;34,89;37,55;36,33;30,95;29,44;29,56;27,95;24,12;20,64;18,65;81,41;80,73;76,60;75,99;73,14;88,01;100,00;73,88;54,39
1301100;Careiro;27,22;27,81;27,79;31,97;33,31;34,58;34,60;36,05;34,69;34,81;35,52;12,79;13,97;14,23;17,74;16,24;11,41;9,50;8,29;5,87;3,90;2,63;38,13;;;;;;;63,10;86,20
1301159;Careiro da Várzea;19,78;18,40;16,17;15,56;14,74;14,14;13,68;12,71;12,02;12,00;12,43;13,14;11,92;10,91;12,79;12,80;12,88;12,82;11,60;11,07;10,99;11,54;5,97;5,84;4,18;4,09;4,16;5,74;8,83;7,95;2,80
1301209;Coari;27,28;26,30;25,72;24,26;22,53;21,59;21,15;21,21;20,71;20,30;19,98;50,53;45,76;42,81;41,38;38,99;38,39;38,24;38,54;42,32;45,41;46,03;;;;;;;12,01;12,47;15,93
1301308;Codajás;63,23;63,48;62,81;64,03;64,79;60,73;59,86;59,34;58,66;58,08;57,04;8,56;6,14;5,62;3,90;3,40;2,64;2,45;1,86;1,97;2,32;4,21;36,29;35,56;34,88;33,27;36,48;42,73;50,99;52,20;32,15
1301407;Eirunepé;39,40;39,62;39,82;40,98;41,30;43,33;43,24;44,12;46,12;46,34;46,21;22,25;21,06;20,55;19,71;17,60;16,23;15,41;13,84;14,00;17,80;20,67;42,60;42,04;44,93;44,46;48,06;47,93;60,03;62,29;31,45
1301506;Envira;14,78;14,53;15,59;16,34;17,53;18,94;19,24;17,54;18,68;18,36;18,56;11,26;11,06;15,16;17,30;19,25;20,68;23,18;29,14;38,29;39,38;39,66;57,81;61,26;61,68;60,58;;62,33;61,23;77,07;93,75
1301605;Fonte Boa;71,63;71,72;71,69;71,38;70,55;70,42;70,56;70,10;69,34;67,42;67,41;37,92;39,33;40,27;43,99;47,41;48,66;48,25;46,81;45,26;41,00;39,93;86,83;91,82;;;;;;66,24;45,88
1301654;Guajará;33,40;34,48;34,69;38,27;40,48;40,59;40,81;41,24;42,22;42,24;43,03;4,97;3,65;2,68;8,15;15,15;22,90;25,55;32,43;43,67;46,59;47,23;51,41;75,82;75,86;77,05;77,32;76,12;74,97;73,87;91,99
1301704;Humaitá;70,33;69,82;69,94;70,63;71,24;72,15;72,28;72,68;69,38;68,26;67,76;23,29;21,40;25,71;36,98;48,85;55,59;57,04;55,79;55,05;57,53;58,45;;;;;;;70,59;98,16;99,52
1301803;Ipixuna;50,63;55,67;56,76;54,86;53,35;51,53;50,23;49,56;49,90;49,42;49,08;10,59;16,54;18,88;25,45;28,74;29,21;29,11;30,15;32,03;32,28;31,72;;;;;;;88,09;89,38;26,33
1301852;Iranduba;50,70;52,70;52,17;53,52;54,58;54,15;53,86;53,96;54,67;53,72;53,94;20,11;17,49;17,39;20,93;23,42;23,53;23,76;24,13;23,49;21,97;22,74;;;;;;;;71,06;58,22
1301902;Itacoatiara;68,12;68,91;69,33;70,35;69,03;67,78;67,28;67,64;67,58;66,89;67,79;46,83;49,40;52,42;55,81;55,62;54,30;55,01;58,30;60,14;60,96;62,65;;;;;;;66,97;99,13;58,74
1301951;Itamarati;35,96;34,21;33,10;32,95;32,94;32,20;31,82;31,69;31,37;31,60;33,10;10,07;10,09;10,66;19,21;22,83;23,96;24,44;25,88;28,68;31,03;42,21;16,59;16,64;21,10;20,52;28,44;29,55;39,01;43,28;14,55
1302009;Itapiranga;72,67;70,06;73,29;76,83;72,89;74,10;74,16;74,42;73,87;73,69;74,60;41,54;43,12;41,83;39,10;32,06;34,35;34,29;34,39;18,89;13,60;10,49;;;;;88,57;;;89,26;100,00
1302108;Japurá;58,44;57,61;61,43;61,40;60,96;62,16;62,70;63,99;65,84;66,63;67,87;34,78;39,11;52,64;55,33;53,46;63,26;63,89;58,82;39,14;36,85;33,05;;;;;;;;;47,17
1302207;Juruá;46,28;51,19;54,90;56,48;58,66;61,49;62,18;62,55;64,69;65,11;65,26;29,39;17,98;9,67;7,44;8,68;13,29;13,10;17,66;21,88;23,05;23,86;35,68;34,62;42,86;44,27;47,00;59,00;67,28;64,54;43,19
1302306;Jutaí;66,54;67,60;67,30;67,03;67,05;67,77;67,99;68,79;70,02;69,94;69,26;6,88;6,05;6,97;9,02;14,58;22,61;28,02;30,24;31,97;31,61;31,42;;;;;;;;;
1302405;Lábrea;52,77;52,00;52,53;51,07;51,02;50,56;50,20;50,28;47,51;45,89;44,01;35,50;36,75;38,17;39,08;40,98;42,37;43,50;47,59;55,26;56,52;57,70;;;56,73;55,73;55,25;62,95;61,86;60,82;70,41
1302504;Manacapuru;60,64;61,37;61,74;62,20;62,65;63,08;63,05;62,54;61,16;60,15;59,55;22,62;21,47;18,96;21,69;24,78;27,09;28,89;31,55;35,23;40,02;44,87;70,68;70,68;100,00;71,51;;;72,08;71,28;90,30
1302553;Manaquiri;36,50;36,68;37,46;36,73;35,93;35,30;34,50;34,12;33,23;33,00;32,83;10,14;9,30;9,81;8,78;5,83;3,87;2,86;2,50;2,46;3,71;6,01;22,90;22,15;21,61;21,94;21,31;23,73;29,17;29,43;21,42
1302603;Manaus;73,41;77,20;78,98;80,65;82,39;83,39;83,77;84,21;85,09;85,06;85,16;63,87;65,43;66,54;66,97;66,70;67,53;67,74;69,20;75,31;76,48;76,50;83,91;85,42;87,79;89,26;91,42;97,50;97,50;97,50;99,49
1302702;Manicoré;43,47;46,46;47,60;49,40;48,45;46,57;44,37;44,20;44,07;45,37;46,40;12,24;10,83;13,13;11,67;10,03;7,71;5,86;4,72;2,96;2,25;1,57;54,02;53,72;52,89;52,58;53,28;45,50;45,05;44,43;47,86
1302801;Maraã;47,60;49,88;50,17;49,59;49,30;48,84;48,37;48,47;48,60;47,19;51,01;30,81;30,61;30,34;29,17;25,47;19,04;18,53;18,81;20,67;25,76;25,45;;;;;;;;;
1302900;Maués;50,42;50,88;51,42;54,88;55,97;55,82;56,36;54,52;51,09;50,07;50,68;27,57;23,01;16,44;16,33;22,44;25,57;24,88;21,93;25,75;27,70;28,75;44,69;;49,45;;;;49,45;;49,42
1303007;Nhamundá;74,03;77,14;79,11;79,59;81,05;81,69;81,87;82,18;81,61;81,07;80,48;35,10;36,05;37,87;38,36;38,68;39,60;40,63;42,18;43,74;44,23;44,20;;29,47;29,08;;;;55,96;55,27;9,16
1303106;Nova Olinda do Norte;55,92;56,60;57,60;57,59;56,09;55,16;55,50;54,48;51,87;51,39;51,10;11,65;10,13;11,59;22,77;32,51;37,02;40,72;43,47;44,08;44,13;44,38;;59,16;58,10;;44,39;;59,15;59,49;34,89
1303205;Novo Airão;73,05;77,41;78,09;77,08;75,80;74,14;72,81;71,80;70,53;70,41;71,98;58,66;65,24;68,58;69,16;67,89;67,06;66,79;66,94;66,53;66,77;70,76;67,71;68,61;75,49;78,48;77,05;90,82;91,49;91,47;100,00
1303304;Novo Aripuanã;31,94;31,52;32,72;35,79;36,93;37,36;37,23;38,70;38,97;39,09;40,06;28,61;26,11;27,31;30,16;29,51;26,34;25,00;24,25;23,45;21,78;19,75;;;65,61;;;;100,00;100,00;100,00
1303403;Parintins;83,91;84,47;84,82;84,82;83,94;83,52;83,40;83,22;83,94;84,18;83,84;38,54;38,97;41,22;44,60;47,51;49,89;51,75;52,46;56,22;58,44;58,96;90,57;95,00;100,00;100,00;;97,14;97,08;96,19;99,61
1303502;Pauini;40,09;38,12;37,29;34,35;30,24;28,51;27,21;25,99;24,49;23,39;18,20;17,44;16,71;16,75;16,58;16,87;16,15;16,08;16,56;17,48;17,87;18,67;1,40;;;;;100,00;;;
1303536;Presidente Figueiredo;54,64;55,22;55,24;53,49;51,73;50,38;51,24;51,15;49,54;48,16;47,74;76,19;77,32;77,41;75,47;70,82;67,26;68,43;70,85;68,62;63,46;57,27;47,84;47,84;;46,64;;;42,21;42,00;55,43
1303569;Rio Preto da Eva;48,62;50,21;51,50;50,22;48,65;47,12;46,81;46,72;45,08;45,73;46,74;52,34;56,12;58,60;63,45;69,54;72,51;73,81;75,60;78,52;81,48;81,95;;;;;;;47,45;52,38;86,39
1303601;Santa Isabel do Rio Negro;71,36;74,91;73,79;71,90;68,94;63,59;59,43;61,76;62,06;60,93;59,53;48,87;65,07;69,98;74,23;76,26;78,42;79,26;56,88;43,25;33,48;31,20;;;;;;;37,78;37,64;38,16
1303700;Santo Antônio do Içá;39,29;38,24;36,28;35,27;34,78;34,53;33,61;33,19;30,17;27,63;24,75;2,96;2,40;1,56;4,46;7,19;6,34;5,58;5,73;5,21;4,38;4,49;;;18,39;;;;;;14,18
1303809;São Gabriel da Cachoeira;30,99;30,03;28,41;28,36;28,16;27,74;26,46;26,15;24,67;24,46;24,14;36,20;37,62;43,40;48,37;48,13;48,23;45,95;46,05;60,06;66,95;71,58;;;;52,08;;;;50,28;50,40
1303908;São Paulo de Olivença;36,86;36,58;37,07;37,67;38,03;38,05;37,16;38,06;39,60;39,70;39,57;16,37;18,05;23,56;30,44;35,62;36,19;35,48;37,97;39,91;41,46;41,76;26,12;25,56;28,77;28,32;34,33;32,70;34,41;34,41;37,60
1303957;São Sebastião do Uatumã;87,91;87,16;86,65;86,10;84,96;85,12;84,89;85,03;85,35;84,94;84,36;5,27;3,21;1,89;1,66;1,42;1,26;1,14;0,92;0,79;0,72;0,61;90,01;100,00;97,53;95,23;;97,61;95,35;;55,28
1304005;Silves;56,79;57,90;57,28;49,52;45,19;43,79;42,96;45,32;46,38;45,96;45,96;37,81;37,48;37,24;50,31;47,19;47,30;46,54;51,08;55,07;54,62;54,13;;88,10;;100,00;100,00;100,00;99,36;86,12;77,86
1304062;Tabatinga;53,01;53,00;52,47;53,04;52,87;53,37;53,30;53,43;53,84;53,82;52,97;31,86;31,09;28,40;29,68;32,29;35,71;37,14;39,10;44,58;47,46;49,15;25,11;24,56;32,30;34,11;32,06;34,94;40,73;43,79;28,22
1304104;Tapauá;40,46;37,63;38,11;38,59;39,85;40,63;41,67;42,87;45,91;47,19;47,95;22,22;22,54;22,50;21,68;22,11;23,21;23,56;22,30;18,58;17,84;18,22;;;;;;;;97,00;91,84
1304203;Tefé;73,48;74,20;74,96;75,45;75,53;76,82;77,22;77,47;76,50;76,35;75,87;30,46;30,81;31,08;33,41;37,08;36,76;38,96;43,21;53,85;58,00;61,99;;;;81,48;;;81,48;81,48;81,65
1304237;Tonantins;28,62;27,03;26,55;24,16;22,45;20,58;19,94;18,91;18,72;17,91;17,60;13,93;15,70;17,53;18,69;19,49;20,38;21,51;22,67;24,65;25,18;26,12;;53,31;52,87;52,44;;;;52,11;93,52
1304260;Uarini;72,31;72,97;72,06;71,71;70,97;70,17;70,05;70,85;71,43;70,74;70,34;30,97;33,86;36,45;36,63;37,40;36,22;37,50;37,98;37,64;40,53;45,51;;;;;;;;100,00;97,01
1304302;Urucará;82,95;84,93;87,35;88,03;88,18;88,85;88,63;89,32;89,95;90,03;90,44;34,96;22,12;13,48;6,99;5,57;4,90;4,82;4,68;3,66;4,72;5,31;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;99,74
1304401;Urucurituba;69,46;66,83;66,20;67,49;68,73;68,24;68,27;68,33;71,45;71,00;70,75;33,35;45,34;49,79;51,94;55,98;57,83;58,50;59,75;63,63;63,11;62,56;;;;;;;80,27;;99,97
1400027;Amajari;60,25;62,30;63,50;64,44;65,59;66,02;65,39;65,47;67,18;67,36;67,29;69,13;69,33;70,62;71,91;74,42;74,25;75,00;74,90;72,25;69,77;70,18;22,95;23,01;23,35;23,44;23,16;22,83;22,53;22,26;26,13
1400050;Alto Alegre;65,83;64,72;62,46;61,77;56,87;57,67;57,61;57,42;58,43;57,50;56,46;47,97;47,00;47,45;44,80;40,66;34,61;31,83;31,14;35,66;45,50;50,08;37,10;37,44;38,09;38,45;39,30;39,37;39,47;39,56;39,07
1400100;Boa Vista;94,40;95,51;95,77;95,87;95,33;94,18;93,11;92,56;91,96;90,15;89,28;45,40;40,09;41,54;46,65;53,06;56,44;60,06;61,18;65,20;68,27;71,33;97,24;97,24;97,73;97,73;97,71;97,71;97,70;97,70;96,45
1400159;Bonfim;58,14;59,30;60,07;58,36;56,47;55,85;55,40;55,04;62,19;64,14;62,20;44,77;42,35;39,78;37,94;37,46;42,30;42,81;41,88;67,47;75,38;75,85;50,09;50,30;51,22;51,65;52,38;52,04;51,83;51,63;48,70
1400175;Cantá;51,02;52,47;53,57;49,99;46,04;46,82;45,98;45,31;44,62;43,68;44,46;11,45;6,74;8,34;11,62;9,01;6,23;7,76;17,91;15,63;13,36;13,17;49,51;49,82;50,50;50,89;51,20;50,31;49,47;48,68;43,87
1400209;Caracaraí;71,47;70,81;70,71;69,50;67,92;67,15;65,89;65,92;65,73;66,12;66,98;52,04;49,84;46,03;46,64;48,83;48,65;49,08;49,22;55,90;68,12;71,77;71,61;71,85;71,51;71,78;72,79;72,56;72,34;72,13;76,61
1400233;Caroebe;49,91;51,10;52,18;51,51;51,54;51,98;52,32;52,18;53,53;53,50;52,83;75,83;79,63;82,80;85,35;87,26;76,85;71,65;72,53;71,61;66,87;65,20;47,63;47,74;48,67;48,78;48,94;48,78;48,62;48,46;47,65
1400282;Iracema;73,89;72,75;73,58;72,74;70,27;70,14;69,16;68,05;65,28;63,26;63,68;65,16;69,24;72,14;74,76;75,94;77,66;78,22;77,47;82,22;83,08;85,06;59,67;59,76;60,31;60,41;52,02;51,85;51,69;51,55;61,62
1400308;Mucajaí;70,75;71,04;71,63;71,06;72,20;73,73;73,40;72,70;73,00;72,73;72,94;51,52;54,09;60,35;55,59;55,12;57,83;57,75;58,90;59,88;59,46;60,54;65,81;65,91;66,63;66,75;66,93;66,81;66,70;66,59;66,02
1400407;Normandia;46,66;49,02;48,78;49,66;52,20;51,47;50,42;49,86;49,55;50,43;50,35;49,29;38,22;36,41;36,17;35,31;37,03;36,04;36,09;39,02;33,98;27,13;31,79;31,88;32,76;32,86;33,00;32,84;32,70;32,56;32,48
1400456;Pacaraima;52,71;45,89;41,24;42,35;42,01;42,63;40,98;41,98;48,11;50,84;48,11;46,94;47,38;44,88;50,45;53,10;52,12;51,18;51,75;57,72;60,28;59,75;41,97;41,96;43,26;43,26;43,27;43,27;43,27;43,27;43,29
