IBGE;MUNIC;METRO;CAPITAL;VAB21;PIB21;PIBPC21;ATV;POP21;ARREC23;IPSAMZ23;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1100015;Alta Floresta D'Oeste;0;0;684872,92;734469,33;32619,88;ADM;22516;46359332,7;56,39;67,67;61,75;39,75;90,96;30,63;88,12;60,95;78,3;14,37;82,91;71,43;42,61;56,72;40,46;19,21;9,01;53,62;4,4;4,36;5,53;25,52;4,56;46,72;59,19;94,74;95,13;96,57;17,16;4;17,6;4;22;0,2;13,7;19,6;4,8;4,1;8,41;1,57;73,16;0,36;44;52,8;118,8;44;8,8;42,22;33,94;2,25;122,22;12,92;60;4,8;12;0;3;17,72;2,51;24,32;40,24;5;308,73;42,11;3;29,22;19,94
1100023;Ariquemes;0;0;2789566,04;3209761,4;28878,27;SERV;111148;397778565,8;58,03;72,15;59,74;42,19;90,09;54,8;94,71;49;77,38;29,31;78,39;53,89;24,92;68,33;60,71;14,81;11,94;132,71;11,87;0,95;4,97;45,32;6,22;84,7;90,86;98,63;93,88;94,34;33,73;5;24,65;5;22,83;0,8;11,5;20,5;4,85;5,9;20,79;5,37;101,62;0,9;47,48;77,61;130,57;55,7;12,78;0;74,99;1,48;21,93;1,31;61,54;2,78;5;0;6;17,65;0,69;28,93;103,09;5;70,08;76,08;3;22,45;15,43
1100031;Cabixi;0;0;227218,94;238411,63;47051,83;AGR;5067;7386748,67;56,38;63,54;53,41;52,2;75,69;41,53;92,1;44,82;83,77;14,66;63,12;52,08;28,75;62,13;99,39;18,53;43,48;0;56,48;3,15;4,18;40,42;27,95;48;66,27;98,96;99,26;97,64;114,35;6;19,28;4;57,83;0,2;7,7;14,3;5;2,3;5,71;2,35;79,93;0,31;57,83;115,65;231,3;57,83;57,83;0,08;76,04;0,55;103,91;5,33;66,67;7,52;5;0;3;11,59;0;39,13;0;1;7,22;0;1;28,02;19,34
1100049;Cacoal;0;0;2407776,11;2792382,76;32313,26;SERV;86416;350597003,7;63,98;76,56;63,87;51,52;88,92;77,76;95,21;44,32;87,78;30,1;74,15;63,45;44,76;73,34;65,72;22,28;18,87;226,42;8,15;3,49;4,7;81,61;62,36;78,81;86,07;99,56;95,14;97,8;23,66;5;18,63;4;91,97;0,1;5,4;14,3;5,4;0,4;19,02;5,74;113,71;0,78;46,57;135,05;171,14;36,09;16,3;25,67;66,82;1,04;17,45;0,51;83,33;5,36;6;8;6;12,15;1,61;17,13;27,27;5;111,11;33,61;2;34,2;22,94
1100056;Cerejeiras;0;0;611133,44;743037,38;46185,81;COM;16088;50204652,23;60,96;68,7;66,08;48,09;90,43;44,71;97,12;42,56;85,98;21,71;81,58;75,03;37,54;61,07;77,85;15,92;7,43;76,05;12,34;2,33;5,13;37,62;16,34;64,1;89,16;98,77;99,85;98,78;52,27;6;30,86;5;30,86;0,3;7,2;17;5,35;0,5;7,29;4,17;115,18;0,76;37,03;92,57;141,94;24,69;6,17;40,68;29,43;0,49;50,69;2,11;77,78;3,46;7;3;3;13,01;0;34,57;0;1;60,83;60,48;3;24,8;16,16
1100064;Colorado do Oeste;0;0;391795,89;424806,6;27923,92;ADM;15213;34640669,76;60,39;74,47;58,84;47,86;91,13;71,06;85,05;50,64;88,32;23,47;70,95;52,61;26,46;59,24;89,34;16,43;4,67;467,29;6,43;0;5,64;78,31;6,03;86,53;87,47;99,33;60,34;93,45;29,59;5;25,73;5;12,87;0,48;6,2;13,2;5,65;0,7;10,57;3,75;120,35;0,8;38,6;135,1;167,27;90,07;12,87;0;82,53;0,21;40,76;0,26;63,64;6,69;2;4;3;12,81;6,12;46,8;0;1;25,56;9,97;2;23,66;17,88
1100072;Corumbiara;0;0;380657,15;396727,61;56257,46;AGR;7052;14416485,57;53,67;56,56;57,25;47,2;83,85;21,77;72,54;48,06;83,17;9,72;81,34;54,76;30,23;54,96;88,95;14,64;56,07;0;6,86;2,31;4,46;17,15;16,38;29,5;47,34;93,66;69,06;73,13;28,28;5;13,85;4;69,25;1,34;10;17,7;5,35;1,3;2,95;1,89;52,88;0,43;41,55;69,25;110,8;27,7;13,85;9,07;71,06;0,38;156,56;5,25;44,44;4,85;8;0;2;14,95;1,49;42,06;0;1;30,08;21,16;2;23,68;14,32
1100080;Costa Marques;0;0;304914,21;316670,55;16446,15;ADM;19255;12503276,56;55,25;63,38;57,89;44,49;89,58;24,35;77,66;61,94;71,92;7,12;84,96;67,57;31,63;48,77;88,71;8,84;26,32;0;5,32;0;4,98;15,12;69,3;18,85;61,01;90,94;98,56;54,39;18,86;4;15,96;4;15,96;3,1;19,9;22;4,7;4;3,97;0,82;36,55;0,33;42,56;47,88;37,24;37,24;5,32;39,09;39,39;5,63;149,3;11,58;55,56;1,92;6;4;2;22,63;0,86;33,16;0;1;32,96;44,29;2;13,35;9,24
1100098;Espigão D'Oeste;0;0;695797,64;773380,51;23429,38;ADM;33009;45454358,88;58,58;66,61;63,08;46,06;90,51;36,98;82,54;56,43;85,05;14,14;84,79;68,33;21,94;63,18;85,26;13,85;10,62;42,02;9,18;3,06;5,06;37,3;5,43;48,41;74,23;97,44;62,06;94,38;24,96;5;18,35;4;18,35;0,9;9;11,2;5,2;0,9;9,18;1,9;62,71;0,24;18,35;100,93;100,93;27,53;9,18;31,06;47,09;1,02;42,23;1,39;63,64;5,11;3;0;4;15,5;0;20,59;0;1;73,62;26,37;2;20,96;14,45
1100106;Guajará-Mirim;0;0;873487,82;1054178,55;22462,79;ADM;46930;102533632,8;61,8;72,4;66,41;46,6;88,03;43,32;87,51;70,72;72,37;17,76;83,23;92,29;43,37;48,11;85,22;9,7;23,31;466,2;2,15;6,44;4,54;33,86;74,42;43,31;78,72;89,52;95,25;84,17;27,77;5;4,3;2;12,89;1,6;21,7;28,6;4,6;1,6;7,79;3,29;85,5;1,46;30,07;66,59;83,77;51,55;6,44;90,5;6,41;4,13;36,96;7,48;76,92;1,1;7;8;2;20,86;2,35;81,12;2,25;2;25,9;15,77;2;14,77;10,06
1100114;Jaru;0;0;1526986,65;1765088,79;34294,21;SERV;51469;233363443,9;57,73;68,83;63,26;41,11;89,49;36,39;94,46;55;85,67;30,96;83,48;52,92;23,6;55,18;66,44;19,23;12,33;224,22;5,81;3,87;5,76;36,05;1,27;50;82,46;99,54;94,37;98,54;15,55;4;21,31;5;17,44;0,1;6,5;17,6;5,2;0,4;20,97;5,95;108,66;1,24;27,12;102,67;114,3;23,25;7,75;5,4;89,04;0,52;27,71;0,99;46,67;5,08;5;0;2;15,58;0,61;27,58;181,82;5;102,68;26,71;2;29,47;19,82
1100122;Ji-Paraná;0;0;3511481,52;4231113,13;32292,16;SERV;131026;647301255,6;62,54;73,74;71,06;42,81;90,85;53,86;92,71;57,55;84,55;36,73;84,14;78,85;19,44;68,41;63,11;20,29;13,13;91,66;8,46;0,77;4,88;51,97;18,39;69,49;93,26;98,82;81,03;97,88;21,68;5;19,23;4;11,54;0,6;8,4;16,8;5,25;0,9;18,93;11,07;108,12;1;34,61;68,46;96,15;40;3,08;56,93;37,71;0,26;11,23;0,62;58,82;6,38;2;0;5;13,83;0,58;16,22;14,17;4;89,97;49,24;3;31,61;20,61
1100130;Machadinho D'Oeste;0;0;837404,63;890320,4;21338,33;ADM;41724;35599443,07;57,87;66,14;60,83;46,64;92,07;28,64;86,8;57,03;73,29;11,82;88,3;69,91;29,06;52,29;90,66;14,56;5,35;0;4,89;0,51;6,21;34,42;2,14;31,47;53,2;93,76;97,67;94,52;28,77;5;14,68;4;14,68;3,4;15,2;29;4,7;1,4;7,85;1,03;58,74;0,25;29,36;51,39;80,75;22,02;2,45;45,78;43,1;4,64;120,46;17,23;72,73;1,88;3;5;2;19,07;1,52;17,65;0;1;9,94;9,25;2;20,8;15,96
1100148;Nova Brasilândia D'Oeste;0;0;509992,52;548734,37;26762,31;ADM;20504;28016785,73;55,79;62,26;60,2;44,92;89,64;25,75;86,83;46,83;89,56;16,34;81,27;53,62;27,95;60,38;82,18;9,17;8,7;0;9,76;4,88;5,82;26,19;2,46;33,95;42,81;96,88;98,4;98,74;40,89;6;30,29;5;4,88;0,08;4,6;14,5;5,85;1,4;14,35;1,04;67,9;0,25;34,16;63,45;107,37;48,81;19,52;0,01;77,11;0,62;35,75;1,46;55,56;6,69;2;6;3;13,48;2,38;26,09;0;1;9,87;47,09;3;14,44;9,22
1100155;Ouro Preto do Oeste;0;0;888942,3;985867,8;27814,02;ADM;35445;79607184,73;58,39;72,03;58,56;44,59;89,78;57,04;95,98;45,34;83,16;24,86;77,28;48,94;29,5;61,16;71,03;16,66;14,26;69,2;8,39;2,8;5,31;57,64;9,09;74,3;86,07;99,18;98,95;97,25;46,95;6;25,18;5;13,99;0,8;10,7;17,9;5,3;1,4;14,21;3,42;118,04;1,79;53,17;81,15;159,5;67,16;11,19;0;93,15;1,02;50,21;1,44;66,67;4,84;6;0;3;13,17;0,42;25,67;43,86;5;48,51;26,61;2;25,25;17,35
1100189;Pimenta Bueno;0;0;1336683,4;1642516,48;44275,07;SERV;37098;358535671,5;62,87;74,93;62,81;50,88;90,91;68,98;95,78;44,07;85,29;23,25;83,04;59,65;25,4;66;90,14;21,96;17,27;30,72;2,71;2,73;4,95;74,48;2,94;86,98;86,99;99,16;98,69;96;42,13;6;27,11;5;21,69;0,6;6,9;20,1;5,4;0,5;12,58;3,96;105,16;0,6;32,54;78,63;176,24;24,4;8,13;0,99;40,78;2,57;66,6;4,23;70;4,96;4;0;5;15,37;2,42;32,12;0;1;16,12;64,41;2;33,83;22,53
1100205;Porto Velho;1;1;17208124,19;20059521,86;36541,49;SERV;548952;3762257858;61,31;62,44;69,64;51,83;88,69;33,81;83,3;43,95;78,53;49,86;82,52;67,66;34,63;69,7;70,67;32,34;19,26;63,35;15,57;0,93;4,48;37,11;43,65;26,05;91,41;87,47;94,48;60,49;42,62;6;31,7;5;22,43;1,3;12,2;23,2;4,9;2,1;23,22;17,97;120,47;2,33;23,73;74,9;100,68;40,05;6,86;42,49;35,46;13,4;44,01;9,08;66,67;4,98;5;5;6;15,49;0,71;42,18;4,57;3;49,04;60,93;3;52,88;31,28
1100254;Presidente Médici (Rondônia);0;0;508507,83;559989,53;30827,94;PEC;18165;65185674,04;59,26;71,83;58,93;47,04;88,55;48,85;93,12;56,79;87,51;26,69;70,87;50,64;18,86;68,7;89,65;10,93;7,72;0;16,15;5,27;5,62;46,26;28,69;59,6;74,2;98,84;96,16;98,73;24,43;5;16,15;4;16,15;0,44;6,4;10,2;5,35;0,8;20,9;3,23;104,11;0,59;134,62;96,93;183,08;53,85;5,38;0;91,03;0,15;42,7;1,1;55,56;6,41;2;0;5;13,13;1,48;18,92;0;1;21,83;27,28;2;16,74;11,29
1100262;Rio Crespo;0;0;178232,54;184430,17;47991,2;AGR;3843;6533067,94;53,1;54,6;56,15;48,54;90,54;19,32;76,26;32,29;73,99;14,07;86,62;49,92;32,12;59,98;78,47;23,58;20,83;0;5,28;0;5;5,16;72,61;16,78;35,7;94,84;86,24;77,72;45,53;6;52,58;6;52,58;0,3;16,8;23,9;4,1;2,1;7,73;2,27;64,19;0,85;26,29;52,58;52,58;26,29;0;0;65,41;1,66;257,28;22,12;44,44;6,05;6;4;3;14,58;0;27,08;0;1;53,56;114,94;3;35,91;24,46
1100288;Rolim de Moura;0;0;1384194,21;1565193,98;28076,24;ADM;55748;132064230,8;60,75;74,32;61,34;46,59;90,54;65,14;96,95;44,67;87,73;23,82;82,41;51,41;31,25;60,51;73,96;20,64;10,26;44,76;9,02;1,8;5,48;63,06;27,57;81,8;89,38;97,84;99,55;99,29;42,52;6;34,29;5;18,05;0,1;6,2;15,3;5,5;0,4;12,25;4,81;100,71;1,25;34,29;75,8;146,19;39,71;16,24;0;90,85;0,31;13,91;0,14;66,67;3,79;7;0;3;13,45;0;39;52,08;5;13,98;25,57;2;31,52;21,35
1100296;Santa Luzia D'Oeste;0;0;204852,91;213556;35940,09;PEC;5942;9898276,53;54,01;61,38;56,38;44,27;83,09;36,58;77;48,87;88,74;14,61;71,14;51,03;28,81;50,31;76,05;21,92;20,2;0;16,09;16,09;5,99;35,21;2,85;50,93;58,97;52,44;95,53;98,82;24,49;5;16,09;4;64,35;0,08;4,8;9,3;5,75;3,8;3,92;2,11;91,82;0,41;80,44;144,79;128,7;32,18;16,09;0;81,7;0,21;70,81;1,35;55,56;10,94;5;0;1;16,16;1,56;37,37;0;1;82,01;25,46;3;30,97;24,23
1100304;Vilhena;0;0;3533219,94;4215045,76;40328,81;COM;104517;601198937,1;63,12;76,24;70,85;42,27;90,71;83,33;93,54;37,4;82,6;36,59;82,21;81,98;25,26;73,01;51,1;19,69;11,59;128,78;10,76;2,94;4,06;96,61;6,86;95,65;95,03;99,24;96,48;82,99;41,28;6;40,11;6;21,52;0,4;8,4;21,6;5,3;3;19,42;10,61;110,31;1,01;34,24;66,53;139,91;48,92;7,83;56,95;17,24;2,57;21,94;1,33;76,92;2,66;4;0;7;15,45;0,81;54,15;91,07;5;183,25;42,03;3;30,26;20,26
1100320;São Miguel do Guaporé;0;0;839573,57;905335,28;39112,42;AGR;23147;21972209,7;57,02;61,82;66,04;43,2;90,59;11,38;89,44;55,89;84,82;12,28;84,89;82,18;14,13;57,21;88,53;12,93;13,77;59,35;0,87;4,33;5,81;5,5;1,27;22,41;55,81;97,78;97,43;98,73;32,92;5;13;4;21,67;0,1;5,7;16,2;4,85;0,1;4,06;1,25;79,95;0,54;34,67;65;173,33;30,33;2,53;67,63;24,94;2,32;81,44;6,01;63,64;4,07;0;0;3;17,91;0;23,69;0;1;35,08;18,54;2;19,79;13,35
1100338;Nova Mamoré;0;0;709716,1;742687,06;23076,28;PEC;32184;91920831,21;54,95;61,8;59,51;43,54;91,22;9,44;84,08;62,47;70,34;12,47;88,6;66,65;20,82;53,32;89,85;10,17;7,09;236,41;6,37;2,17;5,22;5,4;18,27;11,1;53,84;89,72;91,94;93,74;12,3;4;15,93;4;12,74;3,7;19,6;26,9;4,5;2,3;9,14;1,79;47,98;0,55;9,56;15,93;101,94;47,78;3,56;52,59;43,02;8,25;263,9;37,44;81,82;1,75;2;0;3;20,09;2,86;56,97;0;1;19,57;11,61;2;15,26;10,69
1100346;Alvorada D'Oeste;0;0;336637,1;352628,35;25539,82;PEC;13807;13011203,41;63,28;74,98;63,35;51,51;88,7;59,05;89,93;62,23;84,31;17,71;80,63;70,76;44,82;54,73;90,29;16,21;9,52;223,46;21,27;0;4,78;55,01;80,33;56,05;61,89;98,99;98,99;92,82;10,73;4;14,18;4;14,18;0,32;8,4;13,5;5;1,1;14,47;1,49;74,53;0,39;14,18;92,16;163,05;70,89;7,09;37,52;45,5;0,33;47,35;0,65;54,55;6,24;8;8;2;16,67;0;18,57;0;1;14,34;31,4;2;24,48;16,95
1100379;Alto Alegre dos Parecis;0;0;463159;483671,84;36454,01;AGR;13268;16563093,68;57,99;65,73;60,78;47,47;90,67;16,4;88,3;67,54;77,74;10,55;83,2;71,62;29,96;55,27;90,45;14,19;6,85;116,28;7,54;0;6,6;15,35;1,76;23,2;49,58;97,47;99,16;97,7;17,3;4;7,54;3;22,63;0,1;15,5;22,8;4,85;3,3;7,46;0,91;50,05;0,32;15,09;90,53;113,16;30,18;7,54;46,5;34,26;1,95;121,05;5,43;66,67;5,58;6;0;2;14,38;4,43;27,4;0;1;12,44;31,58;2;20,2;15,6
1100403;Alto Paraíso;0;0;478026,6;510361,3;22929,34;ADM;22258;26073990,61;51,7;58,85;55,91;40,35;91,7;4,64;87,73;51,32;78,37;10,85;84,84;49,58;19,28;51,8;80,68;9,63;9,17;0;4,67;0,96;5,82;4,44;0,89;6,3;51,8;96,4;96,03;98,14;63,33;6;13,73;4;18,31;0,5;14,1;20,4;4,9;3,7;5,84;0,97;60,63;0,4;27,46;68,66;73,24;36,62;4,67;0;77,52;4,43;118,74;10,2;63,64;4,67;2;0;2;19,72;0;25,69;0;1;27,44;56,44;3;14,2;10,29
1100452;Buritis;0;0;893251,11;966552,08;23549,74;ADM;41043;66228234,2;54,93;62,32;59,53;42,93;91,22;7,91;92,32;57,82;79,38;17,36;86,96;54,42;23,97;53,39;85,38;8,98;7,87;32,41;2,52;5,04;5,77;0,94;18,76;12,42;71,19;97,95;98,18;96,85;28,33;5;14,87;4;9,91;1,7;9;20,4;4,75;1,8;13,04;1,03;84,32;0,78;32,21;49,56;91,68;34,69;4,96;15,79;83,65;3,72;60,7;10,38;45,45;1,71;3;5;2;17,13;2,12;29,33;0;1;72,2;29,15;2;13,42;9,48
1100502;Novo Horizonte do Oeste;0;0;220380,52;231501,79;28492,53;PEC;8125;7612563,07;52,01;60,76;55,75;39,52;89,43;20,06;83,18;50,38;85,92;12,96;73,43;50,69;24,1;56,6;59,9;17,47;12,82;0;11,71;0;6,24;24,82;12,77;16,92;45,24;97,83;86,81;93,56;55,46;6;12,01;4;24,01;0,06;7,9;15,3;5,2;0,1;12,44;1,46;40,05;0,18;48,02;96,05;84,04;108,06;8,55;0;88,61;0,35;45,42;0,25;55,56;3,24;5;0;2;14,1;0;28,21;0;1;172,24;174,72;4;27,45;17,6
1100601;Cacaulândia;0;0;267681,61;275337,64;43655,88;PEC;6307;4312253,76;53,73;62,7;57,5;40,98;90,33;11,93;91,21;57,33;80,66;13,91;84,93;50,48;36,78;47,7;66,47;12,98;0;0;16,05;3,12;5,82;11,72;11,58;12,32;60,58;98,96;99,69;98,24;26,08;5;15,95;4;12,88;0,1;10,8;14,6;4,3;0,2;13,4;1,26;46,46;0,49;21,97;79,76;63,81;15,95;15,95;1,54;76,84;1,63;148,72;12,84;66,67;6,06;5;6;2;21,43;10,36;25,71;0;1;94,85;200,67;4;19,5;13,64
1100700;Campo Novo de Rondônia;0;0;358384,38;369376,84;25667,21;PEC;14391;9704620,54;55,18;63,5;58,5;43,53;92,46;22,53;84,17;54,84;74,82;9,87;88,35;60,97;27,37;54,2;80,54;12,01;11,56;114,94;1,39;1,38;4,79;24,2;5,68;26,79;33,54;97,88;98,67;94,28;22,43;5;14,02;4;28,04;3,8;16,3;33,8;5,5;1,9;10,68;0,65;30,05;0,3;49,07;42,06;63,09;14,02;4,17;24,22;61,23;2,32;126,73;11,4;44,44;6,1;4;4;2;16,18;2,07;30,06;0;1;29,09;72,33;3;17,86;12,72
1100809;Candeias do Jamari;1;0;618520,46;655606,24;23357,78;ADM;28068;30178649,44;53,86;64,03;59,25;38,29;90,95;52,83;68,91;43,43;69,71;16,76;87,83;62,71;17,58;42,3;81,79;11,49;8,72;296,74;3,65;0,79;6,01;50,89;85,11;43,12;62,67;84,66;88,99;35,48;41,7;6;29,21;5;25,56;4,3;21;16,2;4,35;4,3;9,23;1,65;90;1,21;14,6;58,42;80,33;40,16;3,75;57,52;41,74;18,3;253,73;52,91;63,64;1,9;2;0;1;25;1,42;46,51;0;1;14,43;53,68;3;17,35;12,01
1100908;Castanheiras;0;0;96406,93;99626,81;34083,75;PEC;2923;3851042,83;57,32;69,63;56,96;45,36;88,19;35,88;84,09;70,35;76,98;16,33;84,02;50,52;45,19;54,61;63,2;18,45;27,03;0;6,41;0;6,08;41,11;52,03;23,37;42,38;98,89;86,98;98,1;0;1;12,97;4;58,13;0,38;9,6;24,7;4,7;5,7;12,24;1,22;76,6;0,18;33,48;66,96;33,48;33,48;11,99;0;81,85;0,4;109,35;1,37;66,67;7,03;12;0;1;10,81;2,94;37,84;0;1;133,33;178,25;4;28,05;19,16
1100924;Chupinguaia;0;0;442052,69;468792,65;39880,28;PEC;11755;25963000,22;57,91;74,35;58,33;41,03;89,77;74,16;81,94;51,55;76,48;9,48;87,57;59,8;20,06;46,28;81,54;16,25;6,17;118,34;17,89;3,73;4,29;70,28;20,64;99,02;70,44;92,22;76,83;85,2;31,19;5;26,15;5;7,3;1,3;12,8;27,9;4,6;1;1,07;1,62;63,98;0,33;3,86;34,87;43,58;34,87;26,15;23,01;53,19;1,06;153,99;4,34;55,56;8,37;2;0;2;22,22;8,2;59,26;0;1;17,4;64,58;3;24,76;16,84
1100940;Cujubim;0;0;460942,68;487480,17;17967,64;ADM;27131;24172034,66;50,95;52,08;60,94;39,84;88,03;7,79;70,86;41,66;74,04;9,03;96,01;64,69;21,79;44,23;88,28;5,05;28,46;95,69;3,82;3,82;5,15;5,51;17,35;7;60,02;87,31;39,98;93,96;27,03;5;49,65;6;26,73;1,5;14,7;23,7;4,15;1,6;7,4;0,44;41,48;0,8;3,82;19,1;45,83;3,82;3,82;66,97;61,75;14,17;226,76;36,78;63,64;1,49;2;3;1;21,95;6,46;32,11;0;1;38,02;13,16;2;7,89;5,12
1101005;Governador Jorge Teixeira;0;0;231763,03;239330,27;33566,66;PEC;7130;4653334,31;54,53;55;64,82;43,78;86,53;2,1;81,46;49,92;80,92;11,91;87,07;79,36;30,64;51,68;72,66;20,14;11,63;0;13,43;13,43;5,29;0,22;5,54;3,12;30,62;97,01;89,39;96,61;56,92;6;13,43;4;26,86;0,5;12,7;20,7;5,1;1,8;3,02;1,39;80,18;0,21;26,86;67,16;120,89;13,43;13,43;66,75;28,12;4,02;118,63;34,64;44,44;5,1;5;5;1;13,95;5,89;23,26;29,76;5;29,37;0;2;30,43;21,04
1101104;Itapuã do Oeste;0;0;199137,08;210030,62;19413,13;ADM;10819;15201408,75;56,75;61,53;64,47;44,27;89,88;33,77;77,91;44,55;76,97;18,98;82,95;78,97;29,31;47,61;89,4;10,76;16,81;0;18,8;0;3,42;10,32;45,84;58,15;75,06;94,58;81,94;57,65;60,24;6;28,96;5;18,8;0,8;12,8;25,8;5,2;6,5;12,5;2,05;88,85;1,19;56,39;65,78;84,58;18,8;9,56;66,93;25,1;4,32;90,76;12,02;55,56;7,42;3;5;2;23,53;0;48,74;0;1;24,78;34,54;2;15,9;11,46
1101203;Ministro Andreazza;0;0;276263,41;297878,17;31484,85;AGR;9461;13943423,38;53,14;64,19;58,28;36,95;86,77;26,19;89,49;54,29;87,97;10,53;85,25;49,37;12,48;45,43;75,94;13,96;40,54;0;3,71;0;5,65;29,21;6,98;29,69;51,29;99,14;99,5;98,86;31,79;5;10,46;4;31,38;0,3;5,7;16,4;5,6;0,3;6;0,98;56,74;0,16;10,46;83,69;73,23;31,38;10,46;0;89,5;0,6;38,07;0,63;33,33;2,62;2;0;1;22,97;1,36;10,81;0;1;83,32;43,84;3;21,25;14,48
1101302;Mirante da Serra;0;0;245770,89;262640,4;24566,5;ADM;10691;11805651,47;52,47;60,14;64,73;32,55;89,18;20,83;85,96;44,6;80,54;27,19;84,99;66,19;20,11;52,32;44,51;13,27;5,95;0;18,49;0;6,28;20,42;11,99;24,65;61,92;95,68;98,88;80,88;73,61;6;27,73;5;18,49;0,2;12,1;20,1;4,9;2;30,14;1,52;83,22;0,23;36,98;55,46;184,88;36,98;9,13;34,7;56;2,21;59,27;5,8;55,56;4,53;3;0;1;11,9;10,98;19,64;116,28;5;260,95;88,22;3;21,14;13,19
1101401;Monte Negro;0;0;368969,37;389890,8;24129,89;PEC;16158;10541032,18;50,95;59,97;54,17;38,71;88,89;27,43;87,74;35,8;69,99;9,06;84,96;52,65;25,13;54,83;62,21;12,65;15,08;0;12,62;6,31;4,36;30,45;0,54;33,79;49,94;93,74;99,66;98,78;49,86;6;56,23;6;31,24;1,5;17,5;24,9;4,4;8;1,54;1,15;63,5;0,42;6,25;74,97;74,97;18,74;12,49;5,33;79,12;2,8;76,58;6,44;55,56;6,93;2;4;2;16,17;0,91;21,56;222,22;5;152,44;26,23;2;18,88;13,37
1101435;Nova União;0;0;151498,19;157320,81;23060,8;PEC;6822;4004380,88;52,49;61,56;53,57;42,33;85,32;21,01;78,17;61,75;75,55;12,53;80,86;45,35;16,28;55,58;86,38;11,06;34,48;0;14,5;5,39;4,36;16,38;52,11;15,05;30,62;96,23;86;88,04;0;1;43,51;6;29,01;1,8;13,4;27,1;4,5;0,8;7,3;0,83;71,08;0,13;43,51;43,51;174,04;43,51;28,69;0;91,72;3,1;193,24;11,73;55,56;6,09;1;0;1;10,34;3,1;21,84;0;1;60,35;0;2;16,42;11,73
1101450;Parecis;0;0;150346,38;155434,26;24597,92;PEC;6319;9088192,85;54,23;65,81;57,48;39,41;90,85;27,69;85,79;58,91;77,38;7,58;85,41;59,56;16,17;53,87;77,23;10,37;16,95;370,37;0;0;5,39;40,1;27,74;12,39;51,27;96,18;92,45;94,91;26,15;5;16,13;4;3,29;0,7;11;15,3;4,6;6,4;3,65;0,63;45,31;0,19;16,13;16,46;80,67;48,4;16,13;6,98;46,98;0,88;118,25;10,76;44,44;5,32;2;0;1;11,86;0;52,54;0;1;68,19;63,73;3;17,57;9,65
1101468;Pimenteiras do Oeste;0;0;238005,33;246208,62;115753,94;AGR;2127;7207173,69;61,25;70,95;60,78;52,02;93,83;52,5;85,68;51,79;81,19;16,5;79,43;66;30,63;51,89;98,4;27,15;19,46;0;0;0;2,92;68,38;8,97;49,27;76,19;93,52;78,29;92,41;36,56;5;18,35;4;46,55;1,3;8,5;21,3;4,85;0,3;4,61;2,95;95,25;0,55;46,55;46,55;46,1;92,21;8,25;32,87;21,78;1,41;367,55;103,9;55,56;13,5;2;5;2;17,95;0;64,1;0;1;18,85;0;1;42,78;27,27
1101476;Primavera de Rondônia;0;0;103395,52;107029,67;39684,71;PEC;2697;5742442,8;59,46;75,29;60,06;43,02;81,5;50,15;88,83;80,68;86;22,77;77,87;53,6;15,95;55,1;72,54;28,48;46,51;0;18,23;5,79;5,22;65,83;15,24;43,92;74,77;98,69;86,6;91,59;0;1;6,81;3;36,02;0,54;5,7;20,5;5,45;0,4;14,43;2,26;113,27;0,32;36,02;175,07;180,12;36,02;0;0;69,97;0,47;82,59;1,85;33,33;8,29;2;0;2;15,79;0;28,95;0;1;123,39;169,98;3;40,79;31,15
1101484;São Felipe D'Oeste;0;0;125045,79;130675,81;26335,31;PEC;4962;5969471,26;55,28;62,73;54,43;48,68;85,61;25,62;87,24;52,45;81,67;12,35;77,65;46,04;26,83;61,28;90,87;15,76;37,04;0;19,33;0;4,04;34,47;0,9;24;44,99;96,98;97,37;99,61;91,58;6;19,74;4;11,44;0,2;5,7;25,3;4,95;2,4;5,08;1,43;73,2;0,19;78,96;39,48;138,18;58;10,34;0;89,22;0,12;51,94;0,2;55,56;7,7;5;0;2;9,23;0;16,92;0;1;7,46;33,2;2;23,38;16,73
1101492;São Francisco do Guaporé;0;0;458881,54;488042,89;23143,16;PEC;21088;16579617,47;57,26;61,71;66,66;43,41;90,17;4,97;87,95;63,76;83,61;13,73;88,21;81,1;55,89;49,8;56,2;11,75;15,04;0;3,08;4,84;5,57;0,38;13,57;7,4;58,98;97,25;95,49;92,93;22,52;5;9,67;3;14,51;0,4;7,8;16,3;5;1,4;11,48;0,97;58,81;0,29;24,18;38,68;101,54;24,18;4,84;67,65;23,86;2,85;124,94;11,62;63,64;5,03;11;10;1;16,92;2,68;25,94;62,7;5;123,16;76,05;3;17,12;12,66
