IBGE;MUNIC;METRO;CAPITAL;VAB21;PIB21;PIBPC21;ATV;POP21;ARREC23;IPSAMZ23;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
2108801;Pirapemas;0;0;125677,43;130800,83;6952,31;ADM;18814;14524639,9;55,39;62,15;55,35;48,67;89,51;32,79;56,96;69,33;74,83;5,76;80,01;60,81;53,26;44,75;87,91;8,74;8,03;354,61;5,34;1,08;7,04;49,87;40,5;39,7;33,68;87,88;54,2;44,5;30,38;5;5,34;2;21,37;3,3;16,4;20;4,5;0,2;0,41;0,28;48,7;0,98;21,37;53,42;160,26;74,79;16,03;0;45,17;0,92;4,84;4,41;36,36;0,53;15;7;2;24,9;3,28;70,68;0;1;42,33;18,07;2;13,02;9,25
2108900;Poção de Pedras;0;0;155798,11;163109,72;9416,88;ADM;17321;4321230,05;49,51;58,95;49,16;40,42;83,02;35,54;63,86;53,4;67,44;6,07;73,39;49,75;29,85;31,18;91,32;9,33;25,53;425,53;22,73;5,68;5,21;44,37;39,6;36,68;43,75;95,37;60,29;49,09;48,04;6;17,05;4;5,68;2,68;17;49,1;5,3;8,2;0,89;0,28;48,91;1,09;39,78;107,99;215,97;96,62;5,68;0;99,89;0;11,79;4,68;18,18;1,42;7;6;1;27,23;39,75;33,62;0;1;2,18;7,83;2;13,8;9,93
2109007;Porto Franco;1;0;878208,59;1026128,54;42237,94;IND;24294;25844142,7;53,87;63,48;58,45;39,69;85,21;37,23;92,71;38,76;84,6;14,1;73,81;61,29;18,32;52,27;73,75;14,42;16,36;234,74;12,45;8,3;6,76;85,64;6,77;83,05;83,38;97,84;94,4;92,75;74,84;6;33,21;5;53,96;1;9,4;18,8;5,45;0,3;7,39;0,7;87,28;0,3;37,36;95,47;132,82;78,86;12,45;0;40,8;0,99;13,63;2,26;27,27;1,83;2;5;3;21,73;0;66,12;40,16;5;16,55;17,31;2;21,86;15,02
2109056;Porto Rico do Maranhão;0;0;44100,85;45867,02;7726,92;ADM;5936;1111376,52;60,3;81,27;55,99;43,62;81,33;68,88;77,08;97,8;75,49;8,51;80,22;59,76;22,99;47,61;80,03;23,84;11,3;0;33,59;16,79;5,42;86,45;69,18;39,24;45,72;95,58;77,98;80,87;0;1;0;1;13,37;1,9;11;25,9;4,2;0,3;0,55;0,27;61,22;15,69;16,79;67,17;302,27;100,42;0;0;50,35;0;16,2;1,85;55,56;1,01;2;5;2;17,19;18,42;71,88;0;1;35,11;78,37;3;35,71;25,1
2109106;Presidente Dutra;0;0;651781,06;755767,57;15659,03;SERV;48264;69736658,62;48,86;62,89;53,05;30,63;86,4;53,37;85,24;26,56;71,72;14,33;75,13;51,01;14,18;48,99;45,2;14,13;14,47;121,51;16,65;1,7;7,18;92,21;8,44;28;71,22;90,86;88,42;86,91;70,29;6;54,13;6;87,43;3,2;15,7;22,7;4,3;3,3;6,68;0,91;86,33;4,9;60,37;70,78;185,28;56,21;6,25;0;92,62;0,69;4,54;0,46;38,46;1,44;2;1;2;20,39;6,7;39,74;344,83;5;252,78;62,62;3;21,61;14,61
2109205;Presidente Juscelino;1;0;82622,83;84498,82;6530,55;ADM;12939;1163875,54;51,84;59,41;57,83;38,27;87,74;26,97;52,21;70,74;75,59;8,52;81,28;65,94;15,28;41,94;83,31;12,57;10,31;0;7,79;0;9,4;23,14;4,32;15,84;28,98;53,11;58,09;63,56;10,45;4;7,79;3;3,17;2,4;17,2;22;4,6;0,1;1,14;0,23;67,69;5,75;70,1;23,37;101,26;46,74;7,79;0;18,75;1,27;8,94;2,55;55,56;0,55;2;0;2;26,29;12,38;52,58;0;1;96,54;24,67;2;17,85;13,83
2109239;Presidente Médici (Maranhão);0;0;58274,93;60694,99;8519,79;ADM;7124;1242390,15;51,41;63,63;50,46;40,13;78,62;21,29;72,94;81,66;63,1;8,86;80,47;49,41;13,69;44,35;90,19;12,29;25,64;1282,05;14,14;14,26;6,58;78,02;48,84;54,41;62;88,42;79,95;57,3;10;3;2,85;2;8,6;4,6;18,7;29,7;3,8;6,6;2,68;0,23;59,66;9,43;42,43;84,87;113,15;42,43;11,57;0;99,74;0;29,01;5,19;44,44;1,27;2;0;2;25,64;6,4;43,59;0;1;115,61;0;1;20,92;11,37
2109270;Presidente Sarney;0;0;161381,8;165014,83;8586,92;ADM;19217;1916117,19;48,45;55,2;55,1;35,05;81,38;17,45;65,82;56,14;76,78;7,49;82,84;53,28;26,71;38,55;64,59;10,33;22,66;283,29;15,73;15,73;6,62;31,66;24,16;25,04;22,92;86,81;72,1;70,4;18,17;4;20,98;5;10,49;1,8;13,7;18,7;4,4;1;0,66;0,25;45,65;21,74;31,46;36,71;167,81;78,66;5,24;0;79,1;1,13;16,76;1,35;54,55;1,05;3;6;1;26,06;15,34;28,33;0;1;116,96;142,17;4;14,05;11,76
2109304;Presidente Vargas;0;0;73329,34;76190,93;6725,89;ADM;11328;7013553;50,86;59,08;59,03;34,48;85,05;17,47;53,77;80,03;74,11;9,75;84,76;67,48;25,47;39,41;60,77;12,25;9,66;284,81;8,88;0;11,24;17,25;46,1;24,85;24,05;65,35;57,36;61;6;2;8,88;3;8,88;1,1;15,9;24,3;4;0,1;0,83;0,36;68,89;17,5;8,88;35,52;79,92;62,16;8,88;0;12,33;0,91;1,48;2,12;44,44;0,98;7;0;2;25,6;23,38;61,84;0;1;161,99;281,21;4;16,95;13,77
2109452;Raposa;1;0;265396,19;286199,3;9060,95;ADM;31586;25033073,72;57,83;69,75;60,09;43,65;87,48;49,78;81,76;59,97;73,77;17,29;82,95;66,34;44,69;45,68;73,59;10,67;19,27;214,13;12,83;0;6,17;86,93;79,59;39,58;71,84;84,29;91,89;76,24;56,59;6;6,41;3;6,41;1,9;14,5;23;4,2;2,1;3,52;0,27;142,37;2;32,07;54,53;137,92;73,77;3,21;0;20,51;0,25;0,63;0,03;54,55;2,12;9;8;2;19,49;19,12;65,52;370,37;5;18,44;37,63;2;15,1;11,78
2109502;Riachão;0;0;648524,17;673240,64;33184,18;AGR;20288;20090214,58;54,91;63,07;58,35;43,3;83,91;32,96;76,54;58,87;68,62;9,26;84,97;70,56;28,91;43,59;82,16;18,52;22,99;0;29,51;0;6,23;63,61;65,73;51,28;64,31;94,05;67,9;76,17;22,57;5;9,84;3;44,26;3,2;18,2;25,8;3,95;3;4,05;0,55;60,05;0,52;34,43;54,1;275,4;24,59;9,9;1,72;0;0;27,59;22,72;27,27;2,02;7;4;2;27,3;1,81;56,03;0;1;10,01;58,72;3;25,98;20,6
2109551;Ribamar Fiquene;1;0;119760,68;124208,1;15804,57;ADM;7859;4910395,01;53,9;68,92;52,11;40,65;84,72;42,06;87,64;61,27;65,73;8,23;76,67;57,83;22,54;42,64;87,1;10,32;19,8;0;25,67;0;6,82;68,64;14,27;47,69;68,46;90,53;92,6;94,56;9,44;3;15,43;4;51,12;5;20,6;19,2;3,85;4,8;2,72;0,26;61,19;0,24;12,78;12,78;127,8;127,8;12,84;0;58,8;0,47;22,59;1,15;66,67;1,28;4;0;1;23,76;0;75,25;0;1;51,95;16,09;2;15,52;10,82
2109601;Rosário;1;0;400306,7;443240,33;10249,99;ADM;43243;29606778,27;54,79;62,34;59,38;42,65;86,95;34,02;83,05;45,34;79,68;11,02;81,8;65,02;32,15;47,98;74,37;16,09;27,59;157,48;4,65;2,33;6,51;57,72;80,92;98,23;62,05;90,4;87,15;87,42;67,66;6;27,91;5;13,96;1;8,8;21,2;4,65;1,6;3,83;0,9;69,53;5,01;46,52;51,17;207,01;65,13;2,33;0;15,48;2,53;6,09;0,69;38,46;1,95;10;0;3;25,52;7,26;44,14;162,6;5;9,14;37,3;2;24,07;16,95
2109700;Sambaíba;0;0;459904,5;474715,93;83488,56;AGR;5686;5741378,87;52,22;61,61;55,45;39,59;89,74;27,93;68,41;60,35;65,15;6,12;80,92;69,61;10,68;46,09;79,84;21,76;27,03;0;0;0;5,86;47,87;10,79;41,24;65,02;88,99;44,9;73,26;25,93;5;7,06;3;35,22;6,6;16,2;23,4;3,7;2,8;1,69;0,13;48;0,24;35,22;52,83;123,26;35,22;17,61;0;0;0;48,87;36,58;22,22;2,99;2;0;3;28,38;1,52;66,22;0;1;37,36;69,21;3;31,83;23,39
2109759;Santa Filomena do Maranhão;0;0;57842,02;60216,21;7643,59;ADM;7878;1076707,3;54,65;71,39;55,79;36,78;90,45;55,86;71,67;67,56;60,6;5,73;91,21;65,64;14,71;36,07;83,01;13,33;12,35;0;2,59;0;7,29;97,41;69,45;21,66;32,31;79,25;86,9;78,74;9,04;3;18,03;4;12,88;4,7;19,1;46;3,6;2,6;0,74;0,17;45,29;4,12;12,78;25,56;102,22;12,78;7,82;0;19,42;1,07;22,97;2,03;33,33;1,41;2;2;1;30,86;5,79;46,91;0;1;0;87,91;3;19,68;14,22
2109809;Santa Helena;0;0;336557,55;358031,99;8359,57;ADM;42829;15558696,25;50,67;55,45;54,09;42,48;86,87;12,62;63,27;59,06;61,8;7,36;91,49;55,69;23;46,12;91,12;9,67;13,07;435,73;9,42;2,35;7,36;18,45;36,83;0,51;47,59;88,24;69,78;41,51;25,44;5;18,83;4;2,35;6,1;27,5;32,7;4,05;1,6;0,43;0,29;56,58;9,05;9,42;37,66;148,29;18,83;2,35;0;59,72;1,1;16,41;1,07;44,44;0,85;6;0;2;24,84;3,36;35,51;0;1;4,55;16,96;2;13,71;10,67
2109908;Santa Inês;0;0;1267841,21;1466089,75;16303,11;SERV;89927;99750439,73;56,99;68,53;58,96;43,48;84,52;62,7;89,82;37,08;76,18;28,25;81,14;50,29;15,37;55,32;85,9;17,33;18,65;133,24;21,23;4,47;6,53;97,09;92,46;48,45;84,79;96,47;89,75;86,61;91,5;6;56,99;6;23,47;2,02;14,7;21,6;4,45;0,3;16,63;6,12;103,32;1,13;52,52;58,11;187,73;44,7;7,82;0;97,94;0;4,13;0,16;47,06;3,24;2;0;4;22,05;6,15;36,51;0;1;66,11;31,29;2;25,34;18,63
2110005;Santa Luzia;0;0;703396,36;743552,72;10171,02;ADM;73105;17716501,81;52,84;64,15;54,59;39,79;88,54;42,49;77,32;48,24;77,37;8,06;82,06;50,87;16,62;42,73;91,27;8,54;13,84;92,25;9,6;4,12;5,98;79,37;36,91;35,19;56,58;89,96;77,52;79,8;29,96;5;27,44;5;27,44;0,8;14;25,2;4,7;1,5;3,16;0,56;52,69;0,85;45,28;57,62;164,64;35,67;6,86;0,88;94,13;0,27;19,96;5,18;46,67;1,5;3;0;2;29,8;0,65;28,97;0;1;2,74;4,74;2;13,16;8,75
2110039;Santa Luzia do Paruá;0;0;234557,65;253365,75;9940,98;ADM;25487;10015474,55;54,71;68,49;55,43;40,19;87,41;43,33;79,96;63,27;69,9;16,8;84,33;50,72;17,19;46,48;81,68;15,42;11,05;552,49;11,82;3,96;5,79;63,87;83,15;27,58;68,48;92,73;86,19;68,56;13,97;4;15,77;4;7,88;3,1;17;28;4,25;3,3;4,44;0,82;85,06;47,18;19,71;47,3;102,48;55,18;4,79;0;95,08;0,15;11,85;1,57;63,64;1,26;2;0;2;19,89;16,59;51,93;0;1;15,76;60;3;23,38;16,05
2110203;Santa Rita;1;0;314337,21;354687,2;9157,47;ADM;38732;11324768,24;52,64;61,5;58,87;37,54;86,59;37,73;78,35;43,34;75,06;11,42;87,52;61,49;26,01;39,97;78,36;5,82;25,41;181,49;5,22;5,28;6,24;43,97;55,03;38,91;50,53;87,28;91,27;77,16;47,06;6;23,5;5;26,11;0,9;8,9;33,9;4,6;4,1;0,72;0,58;73,63;27,52;20,89;26,11;180,17;52,22;5,22;0;37,52;2,15;6,16;1,08;46,15;0,94;4;5;1;24,86;6,04;80,4;10,59;4;10,4;20,87;2;8,6;6,2
2110302;Santo Antônio dos Lopes;0;0;2946941,91;3055591,29;210498,16;ELET;14516;168245605,6;51,48;58,5;52,38;43,55;88,55;34,97;54,43;56,05;74,43;9,27;77,4;48,41;16,93;46,97;90,36;19,95;12,45;166,74;6,88;6,88;5,81;69,53;56,47;28,86;46,35;88,92;46,67;31,18;25,94;5;13,77;4;20,66;2;14,3;26,6;4,6;2,7;0,37;0,25;80,22;4;68,86;41,32;268,56;75,75;6,89;0;85,36;0,23;192,84;2,55;33,33;2,07;4;0;2;17,84;21,83;51,04;0;1;13,55;9,61;2;32,31;19,5
2110500;São Bento;0;0;295170,33;312228,76;6789,21;ADM;45989;17142842,61;54,93;67,21;56,17;41,43;86,93;31,71;74,9;75,29;77,45;9,24;83,55;54,42;22,44;56,15;81,23;5,88;18,99;198,02;10,96;2,21;6,64;51,66;45,77;47,82;49,04;86,63;84,51;72,54;9,78;3;6,58;3;6,58;1;14;17,5;4,4;1,6;1,4;0,26;65,19;14,29;21,93;35,08;129,37;39,47;8,77;0;77,89;0,03;7,04;1,04;38,46;1,73;6;0;5;25,53;1,08;67,3;0;1;20,97;58,88;3;8,72;6,24
2110658;São Domingos do Azeitão;0;0;292333;320538,89;43036,91;AGR;7448;8775088,56;54,66;65,4;58,85;39,74;81,25;26,66;72,84;80,86;74,65;10,48;79,94;70,33;13,82;33,22;91,51;20,4;59,7;0;13,53;0;5,73;85,14;70,02;24,64;91,38;97,75;31,64;74,08;9,69;3;2,72;2;13,48;1,2;18,4;22,7;4,5;2;1,59;0,29;81,86;7,47;40,43;67,39;309,97;26,95;27,06;0,05;0;0;15,93;4,97;44,44;1,48;2;0;2;28,36;41,2;43,28;0;1;0;0;2;29,67;22,02
2110708;São Domingos do Maranhão;0;0;329397,69;355968,84;10350,64;ADM;34391;19935810,75;54,22;65,59;53,77;43,3;89,66;57,58;80,4;34,72;78,5;8,64;75;52,95;16,84;41,27;90,52;24,59;8,45;32,84;11,63;0,58;6,56;91,69;15,43;41,75;46,21;94,82;85,46;86,52;106,16;6;55,26;6;37,81;2;10,5;14,6;4,4;1,3;1,91;0,16;67,55;3,77;46,53;46,53;189,04;95,97;2,91;0;77,83;2,76;8,5;2,88;23,08;1,08;5;0;2;25,51;18,71;45,95;0;1;11,67;35,27;2;34,69;27,22
2110807;São Félix de Balsas;0;0;83397,76;86169,31;18980,02;AGR;4540;2598935,73;47,77;57,13;54,46;31,71;88,77;5,97;43,35;90,44;56,5;5,86;85,39;70,09;11,55;32,83;66,78;15,68;13,64;416,67;8,92;0;6,08;25,09;32,68;13,02;37,53;58,55;26,91;48,62;0;1;4,36;2;17,4;2;30;28;3,65;14,7;0,49;0,31;49,47;0,15;21,92;65,76;241,12;21,81;4,49;0,01;0;0;20,52;47,8;33,33;1,1;2;0;1;21,21;52,24;45,45;0;1;91,24;210,93;4;23,13;16,74
2110856;São Francisco do Brejão;1;0;116029,22;121274,42;10037,61;ADM;12082;5380304,21;50,2;63,8;52,43;34,36;91,89;36,95;84,25;42,13;69,88;10,03;79,67;50,15;16,07;47,98;65,93;7,47;7,43;0;8,37;1,69;4,89;84,38;46,31;30,88;80,07;95,78;74,41;85,28;93,05;6;33,5;5;33,5;2;18,3;32;4,6;5,7;8,02;0,18;51,76;0,19;41,87;75,37;117,24;33,5;8,37;0;96,05;0,22;20,34;1,08;44,44;1,26;3;0;2;20,95;4,43;68,57;0;1;101,27;215,19;4;12,25;7,2
2111003;São João Batista;0;0;130641,51;135624,64;6540,54;ADM;20736;3187400,15;48,61;51,82;52,04;41,97;80,32;35,43;33,66;57,86;61,96;6,69;75,72;63,8;18,44;48,62;89,87;10,93;30,57;374,53;14,49;9,68;8;19,65;25,11;10,23;8,91;32,09;49,88;38,08;38,11;5;14,49;4;9,66;3,7;21,3;31,3;3,8;7,9;1,02;0,12;49,54;8,72;72,46;101,44;217,38;57,97;4,83;0;21,87;0;7,46;1,16;45,45;0,92;4;0;2;20,52;4,33;62,45;0;1;19,24;38,87;2;17,36;10,9
2111029;São João do Carú;0;0;119024;123038,58;7803,06;ADM;15768;2933413,17;49,23;60,73;57,29;29,68;91,64;32,15;60,7;58,41;64,7;8,43;89,86;66,18;10,94;16,1;81,9;9,77;4,05;404,86;6,33;1,29;5,07;82,3;51,25;46,57;56,54;81,46;48,63;53,96;29,39;5;15,17;4;6,33;4,5;21,4;30,9;3,85;2,5;0,93;0,14;43,3;34,56;12,67;12,67;171,03;19;6,33;40,51;75,72;0,13;26,72;3,17;45,45;0,38;1;0;1;28,74;91,91;49,8;0;1;13,08;40,55;3;15,66;9,64
2111052;São João do Paraíso;1;0;143253,68;151478,37;13516,41;PEC;11207;6722235,02;54,6;64,27;59,06;40,48;89,44;29,14;74,69;63,79;75,95;12,75;80,57;66,98;18,52;46,2;81,38;15,82;20,41;137,93;8,95;0;4,98;66,67;6,88;48,79;53,28;88,18;74,55;77,14;34,47;5;8,93;3;14,32;2,1;14,4;23,4;4,55;0,8;4,93;0,18;73,18;23,47;62,54;44,67;107,21;26,8;17,87;0;12,5;0,86;30,81;9,55;44,44;1,34;4;0;1;19,05;4,29;61,22;0;1;19,2;74,77;3;22,22;17,58
2111078;São João do Soter;1;0;152445,38;156403,23;8343,29;ADM;18746;3759260,66;52,89;56,46;57,75;44,44;83,6;42,48;57,43;42,34;69,28;5,6;87,9;68,22;29,56;47,71;90,75;9,75;26,91;448,43;5,39;10,79;6,67;91,95;91,46;100;24,96;96,67;43,63;54,82;61,83;6;37,54;5;32,18;0,6;19,5;35,7;4,1;3,2;3,28;0,15;33,14;1,62;16,09;42,91;123,36;37,54;5,39;0;0,05;4,27;6,86;5,97;45,45;1,02;8;1;4;30,04;3,61;70,4;0;1;8,88;11,51;2;14,99;10,03
2111201;São José de Ribamar;1;0;2033704,24;2293966,35;12719,88;SERV;180345;154565122,5;59,98;72,79;59,23;47,92;85,37;63,85;95,12;46,81;82,66;20,69;74,84;58,73;39,02;63,27;81,14;8,26;19,12;140,61;23,46;2,23;5,65;77,26;66,12;22,29;92,05;96;97,09;94,54;45,19;6;21,78;5;5,03;0,3;10,2;17,9;4,95;0,7;8,29;1,19;137,96;2,12;53,62;78,2;160,87;102,78;5,03;0;54,07;0,71;1,15;0,03;66,67;3,38;6;7;4;14;0,23;51,01;0;1;22,09;59,69;3;12,34;8,72
2111250;São José dos Basílios;0;0;58938,21;61952,52;8110,03;ADM;7639;2331099,79;52,59;65,72;48,68;43,38;88,3;50,48;66,79;57,3;64,82;4,16;73,16;52,57;27,41;52,22;83,01;10,85;19,2;0;2,62;2,62;7,53;94,92;19,02;36,05;42,38;95,91;65,62;55,53;38,41;5;18,32;4;13,09;3,9;21,3;24,4;4,05;7,4;0,33;0,16;34,38;2,04;39,27;52,36;130,89;78,53;39,27;0;85,03;0,28;6,98;1,44;44,44;1,31;4;6;2;17,53;5,91;25,77;0;1;0;52,19;3;15,05;12,17
2111300;São Luís;1;1;29026402,07;36535225,95;32739,65;SERV;1115932;7603005433;64,98;75,25;63,92;55,77;88,24;72,16;96,18;44,45;76,23;46,42;74,73;58,32;43,18;66,9;58,91;54,08;15,19;97,99;14,43;2,52;5,42;72,43;87,54;86,41;94,47;96,91;98,06;94,75;71,24;6;36,43;5;19,39;3;15,2;19;4,65;0,7;18,98;14,04;157,37;6,47;44,82;89,72;154,83;106,04;2,62;4,66;64,42;0,73;4,04;0,01;58,06;5,47;6;10;5;13,52;1,55;56,6;28,51;5;91,31;48,54;3;87,39;52,95
2111409;São Luís Gonzaga do Maranhão;0;0;163893,64;170085,44;9144,38;ADM;18600;4047530,49;51,55;59,39;51,98;43,29;86,38;36,38;57,1;57,69;68,88;6,04;82,75;50,25;18,35;45,45;90,6;18,77;17,12;689,66;10,68;0;6,7;56,04;33,66;28,57;28,49;92,56;54,85;43,4;39,54;5;10,68;4;10,68;0,5;19,9;17,1;4;10;1,31;0,26;47,05;0,76;48,06;37,38;165,54;42,72;10,61;0;97,32;0,02;12,44;2,26;54,55;1,01;2;2;3;30,14;1,92;40,07;0;1;10,64;20,5;2;26,61;20,7
2111508;São Mateus do Maranhão;0;0;401593,41;429290,63;10282,41;ADM;41750;14828641,06;52,91;59,53;56,15;43,05;86,6;29,25;84,49;37,78;75,21;12,03;79,77;57,59;41,65;48,92;73,94;7,7;15,33;0;19,24;2,41;6,41;51,13;6,12;30,47;70,18;97,73;81,4;84,62;99,95;6;55,32;6;19,24;3,2;12,4;21,5;4,4;0,8;7,4;0,44;69,28;2,06;84,18;62,53;175,57;31,27;2,41;0;63,21;0,03;3,53;1,05;61,54;1,92;6;10;3;25,89;3,02;38,84;0;1;106,94;72,87;3;12,24;7,66
2111532;São Pedro da Água Branca;1;0;119095,55;127633,6;9987,76;ADM;12779;2851546,14;53,11;60,21;57,66;41,46;83,47;38,91;80,62;37,82;76,93;9,23;87,38;57,1;22,07;49,82;82,2;11,76;35,21;0;15,7;1,61;7,03;92,36;66,29;77,12;87,02;97,4;90,58;46,62;113,28;6;70,67;6;18,95;0,4;14,8;24,5;4,45;0,8;4,82;0,21;60,39;0,2;31,41;23,56;94,23;23,56;7,88;0;62,43;0,52;15,7;2,66;44,44;1,33;3;4;2;19,01;3,78;69,01;0;1;9,55;109,35;3;16,9;12,83
2111573;São Pedro dos Crentes;0;0;79406,91;83552;17777,02;PEC;4700;2665804,34;54,99;64,14;60,05;40,79;86,25;26,19;83,8;60,33;75,18;19,49;75,7;69,81;7,86;47,38;89,98;17,93;11,84;215,05;0;21,35;5,59;62,41;51,96;77,88;61,69;86,43;93,33;88,51;14,93;4;17,17;4;25,74;0,5;17,2;33,8;4,9;2;18,3;0,23;87,94;0,36;149,44;42,7;192,14;42,7;2,24;0;0;0;40,46;8,09;11,11;1,71;2;0;2;22,22;10,57;14,53;0;1;17,93;55,47;2;27,45;18,51
2111607;São Raimundo das Mangabeiras;0;0;681948,02;739660,72;38745,98;AGR;19090;36701124,45;56,13;64,87;60,63;42,9;82,54;35,14;89,28;52,52;80,12;9,4;82,79;70,21;16,5;45,22;90,6;19,26;21,6;308,64;26,34;4,3;6,43;71,68;0,96;62,12;79,91;94,68;93,04;86,85;29,89;5;15,81;4;42,15;0,4;12;19,7;4,7;1;1,89;0,36;75,4;0,31;52,69;47,42;252,9;31,61;5,27;0,07;0;0;20,87;14,04;36,36;4,37;3;0;2;23,46;8,51;56,79;0;1;10,66;21;2;29,7;19,75
2111631;São Raimundo do Doca Bezerra;0;0;42367,02;43967,76;8744,58;ADM;5028;2961934,74;51,05;63,12;45,72;44,3;80,08;46,47;70,19;55,72;56,06;5,46;71,78;49,59;16,38;37,87;96,55;26,39;21,98;1136,36;38,19;0;4,9;82,36;41,55;28,41;71,19;97,5;60,66;49,47;24,22;5;15,2;4;22,68;8,6;27;37,1;3,6;1,7;0,57;0,25;45,01;1,38;136,43;77,96;253,36;19,49;7,57;0;98,98;0,03;12,01;8,35;33,33;1,17;4;0;1;26,37;18,58;17,58;0;1;40,7;0;1;37,19;29,24
2111672;São Roberto;0;0;44591,63;45778,66;6677,17;ADM;6856;1377341,44;51,74;68,63;52,88;33,71;82,13;43,15;57,92;91,33;70,18;5,33;86,81;49,18;13,36;21,62;86,4;13,45;45,45;1136,36;3,06;0;6,17;56,63;65,97;100;47,35;88,31;50,1;41,24;0;1;3,01;2;12;4,6;24,6;31,5;5;0,1;0,42;0,12;39,82;8,59;14,73;14,73;235,68;44,19;3,36;0;100,29;0;6,18;3,79;55,56;1,33;1;0;1;26,14;83,43;20,45;0;1;60,11;0;2;22,02;12,98
2111706;São Vicente Ferrer;0;0;139141,72;145781,2;6493,02;ADM;22452;3886006,31;53,59;62,55;54,87;43,35;88,63;14,66;54,36;92,57;70,76;10,12;84;54,6;29,61;46,23;89,99;7,58;11,76;373,13;4,49;4,47;6,42;31,71;33,43;14,31;13,64;71,71;65,75;55,82;0;1;4,47;2;4,47;3,3;13,9;27;3,8;0,3;3,22;0,16;69,9;9,4;22,37;31,32;147,65;44,74;8,95;0;74,96;0;10,94;1,51;54,55;0,4;5;5;3;27,45;1,45;84,31;0;1;17,87;35,36;2;11,09;8,15
2111722;Satubinha;0;0;90268,25;93100,15;6522,36;ADM;14274;5920219,25;52;72,35;54,7;28,96;82,41;44,42;74,6;87,95;67,65;3,2;94,48;53,48;6,85;13,11;91,51;4,36;38,96;1298,7;5,91;0;5,93;93,84;16,46;10,85;39,24;96,11;80,06;73,47;4,92;2;5,79;2;1,44;0,1;30,7;42,1;4,6;1,5;0,21;0,11;26,92;1,38;10,26;7,09;56,75;7,09;0;0;81,6;0;9,16;0,91;22,22;0,64;1;0;1;31,17;131,92;32,47;0;1;0;7,68;2;6,38;4,69
2111748;Senador Alexandre Costa;0;0;95613,16;101851,2;9025,36;ADM;11285;2623081,22;51,39;58,78;55,01;40,38;88,47;30,07;63,73;52,83;66,95;5,7;86,43;60,96;17,34;45,05;90,02;9,11;6,54;0;8,92;8,92;6,5;81,02;15,72;99,87;45,76;75,63;57,54;71,55;18,84;4;16,2;4;71,34;5;21,2;17;3,8;2,9;1,38;0,16;44,05;1,58;53,5;35,67;142,68;26,75;8,98;0;34,93;4,4;8,38;1,68;33,33;1,78;3;2;2;24,18;8,24;46,41;0;1;17,49;40,73;2;14,09;9,3
2111763;Senador La Rocque;1;0;177958,7;187167,92;13387,31;ADM;13981;3112885,01;51,68;67,37;49,86;37,81;85,11;56,76;84,64;42,95;62,26;9,23;72,75;55,2;12,55;39,43;81,83;17,42;27,45;133,18;7,12;7,12;6,64;81,45;60,14;66,2;72,64;95,83;78,72;88,16;53,95;6;35,59;5;28,47;2;20,3;33,4;3,55;8,3;5,96;0,35;52,72;0,2;106,76;78,29;199,29;49,82;14,23;14,46;92,44;0,25;20,18;1,22;27,27;0,64;3;0;1;26,67;2,24;78,43;0;1;13,93;81,41;3;24,89;19,1
2111789;Serrano do Maranhão;0;0;70444,97;72464,12;7006,1;ADM;10343;3522843,29;50,3;54,39;52,88;43,62;85,74;31,98;38,49;61,37;65,14;7,08;86;53,28;31,05;41,37;90,45;11,59;6,33;0;9,75;9,71;9,04;60,22;30,19;73,92;1,3;67,19;46,1;28,65;14,33;4;19,42;4;19,42;1,88;17,9;34,6;3,9;7,5;1;0,12;52,08;10,17;19,42;48,55;97,1;19,42;9,75;6,81;90,63;0,01;26,82;3,38;55,56;0,97;6;4;2;31,01;0,98;34,81;0;1;12,39;10,63;2;16,92;12,47
2111805;Sítio Novo;1;0;211651,32;221538,73;12147,76;ADM;18237;7835375,64;52,68;56,93;58,98;42,11;86,95;23,54;68,34;48,9;72,5;9,47;83,63;70,34;21,8;50,34;82,04;14,26;12,5;0;11,06;11,06;5,89;48,02;16,1;30,11;32,07;85,72;72,72;73,59;40,88;6;16,52;4;33,04;2,7;13,3;22;4;2,3;5,59;0,29;54,26;3,95;33,04;44,05;115,64;55,07;11,01;2,25;1,9;0,15;25,15;10,2;36,36;0,88;3;5;2;20;2,31;42,5;0;1;11,42;43,41;3;20,89;15,3
