IBGE;MUNIC;OP3114;OP3115;OP3116;OP3117;OP3118;OP3119;OP3120;OP3121;OP3122;OP3123;OP3214;OP3215;OP3216;OP3217;OP3218;OP3219;OP3220;OP3221;OP3222;OP3223;OP33A14;OP33A15;OP33A16;OP33A17;OP33A18;OP33A19;OP33A20;OP33A21;OP33A22;OP33A23
1304005;Silves;0;0;0;0;0;0;21,46;0;0;21,46;54,51;54,51;145,35;18,17;0;272,53;272,53;72,67;109,01;672,24;26,27;0;52,53;0;0;105,07;210,14;52,53;78,8;525,35
1304062;Tabatinga;67,96;71,95;70,14;40,7;60,69;85,04;53,06;65,05;50,88;58,51;589,22;963,09;903,27;433,69;502,48;900,28;418,74;508,46;326,02;340,97;329,59;325,25;442,34;208,16;307,91;429,33;186,48;229,85;156,12;251,53
1304104;Tapauá;0;0;0;3,58;10,73;3,58;3,58;7,15;42,9;7,15;0;0;0;10,7;149,8;342,39;256,79;406,59;513,59;395,89;0;0;0;0;65,28;195,85;163,21;146,89;342,75;326,42
1304203;Tefé;6,42;10,27;3,85;6,42;17,97;15,4;21,82;11,55;15,4;24,39;789,81;350,41;152,96;876,02;939,99;981,7;486,68;684,13;859,34;1001,17;379,19;268,42;200,25;400,49;426,06;511,27;238,59;391,97;472,92;549,61
1304237;Tonantins;5,44;13,6;4,08;6,8;4,08;17,68;0;14,96;13,6;32,64;21,53;75,34;21,53;10,76;10,76;107,63;0;365,95;861,05;796,47;13,97;0;27,94;41,92;13,97;83,83;0;195,61;475,06;405,2
1304260;Uarini;7,32;3,66;3,66;3,66;0;0;10,97;29,26;25,6;21,95;44,2;279,91;88,39;44,2;147,32;29,46;294,64;412,49;235,71;397,76;0;205,21;0;82,08;61,56;41,04;225,73;389,9;266,78;328,34
1304302;Urucará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,31;22,62;214,86;271,4;316,63;0;0;0;0;0;0;38,68;77,35;212,72;251,4
1304401;Urucurituba;0;0;0;0;0;0;0;0;0;0;101,51;109,97;16,92;16,92;101,51;59,22;16,92;16,92;8,46;8,46;94,31;141,46;15,72;15,72;62,87;62,87;31,44;31,44;0;0
1400027;Amajari;8,77;1,1;6,58;21,92;20,82;5,48;0;0;1,1;3,29;150,78;15,08;90,47;271,41;196,02;120,63;45,24;75,39;75,39;75,39;89,78;17,96;35,91;179,57;71,83;17,96;71,83;17,96;53,87;71,83
1400050;Alto Alegre;0;0,81;0;4,06;10,56;8,94;5,69;1,63;2,44;19,5;88,93;19,76;49,41;187,75;118,58;227,27;88,93;167,98;266,8;454,55;48,29;12,07;0;36,22;96,58;72,44;48,29;24,15;96,58;205,24
1400100;Boa Vista;19,2;49,92;53,21;53,76;63,09;82,29;59,8;91,07;122,34;213,96;194,82;186,22;209,62;242,09;306,07;417,81;292,7;336,63;460,78;578,24;133,46;138,06;155,55;137,14;139,9;217,21;199,73;219,05;311,09;299,13
1400159;Bonfim;1,66;0;3,31;19,89;8,29;39,77;13,26;41,43;28,17;48,06;89,71;44,86;104,67;224,28;89,71;912,08;299,04;239,23;448,56;747,61;58,06;58,06;58,06;116,12;19,35;561,25;77,41;58,06;232,24;483,84
1400175;Cantá;0;2,23;0;0;0;0;4,45;4,45;69,01;28,94;0;11,46;0;22,93;34,39;22,93;22,93;34,39;252,21;137,57;0;16,5;0;16,5;49,5;33;0;16,5;82,49;66
1400209;Caracaraí;0;0;24,25;40,42;145,51;56,59;0;0;0;8,08;1007,08;518,5;757,8;857,51;1156,65;1066,91;548,41;568,35;797,69;757,8;463,03;216,08;200,65;416,73;540,21;540,21;46,3;46,3;185,21;185,21
1400233;Caroebe;0;0;0;0;0;0;0;0;12,35;37,04;80,47;20,12;20,12;281,63;100,58;100,58;120,7;181,05;120,7;341,98;31,33;0;0;93,98;0;31,33;31,33;62,66;0;156,64
1400282;Iracema;0;0;0;0;11,53;0;0;0;0;0;42,49;21,24;0;106,22;106,22;276,18;191,2;127,47;148,71;169,96;97,24;0;0;97,24;32,41;64,83;64,83;0;64,83;32,41
1400308;Mucajaí;0;0;0;13,62;0;0;0;0;0;0;0;0;91,04;386,94;546,26;523,5;398,32;341,41;614,54;500,74;0;0;0;147,55;129,1;258,21;55,33;55,33;239,76;36,89
1400407;Normandia;3,76;0;13,15;5,64;1,88;0,94;3,76;3,76;14,09;27,24;73,83;0;206,73;88,6;44,3;29,53;44,3;59,07;118,13;413,47;31,9;0;127,61;63,81;15,95;15,95;0;31,9;79,76;175,47
1400456;Pacaraima;9,86;6,9;0,99;1,97;0,99;6,9;2,96;0;0,99;27,59;116,62;169,64;148,43;31,81;53,01;190,84;84,82;74,22;21,2;296,86;0;0;40,88;27,25;0;81,76;40,88;0;27,25;122,63
1400472;Rorainópolis;0;0;0;0;0;0;0;0;12,02;0;145,57;31,65;25,32;278,48;329,11;708,86;905,06;1196,2;1772,15;1620,25;106,02;0;0;74,22;63,61;201,44;148,43;318,07;646,73;328,67
1400506;São João da Baliza;0;0;0;0;0;0;0;0;0;0;97,06;266,93;339,72;242,66;121,33;388,26;582,38;169,86;461,05;1213,3;0;0;39,51;79,02;79,02;39,51;39,51;0;39,51;237,06
1400605;São Luiz;0;0;0;0;0;0;0;0;0;333,33;58,43;0;29,21;175,28;321,36;204,5;116,86;175,28;87,64;292,14;0;0;0;51,15;51,15;0;51,15;0;51,15;102,3
1400704;Uiramutã;0,77;0,77;0,77;6,93;5,39;4,62;11,55;20,02;26,18;56,98;14,96;0;14,96;44,89;59,85;74,82;179,56;329,19;523,72;957,65;14,76;0;0;14,76;0;29,52;88,56;147,6;295,2;531,37
1500107;Abaetetuba;0;0;0;0;0;120,48;0;120,48;0;0;0;8,87;13,94;40,56;36,76;25,35;7,61;25,35;219,29;202,81;0;5,27;23,73;34,28;34,28;31,64;13,18;31,64;247,85;261,03
1500131;Abel Figueiredo;0;0;0;0;0;0;0;0;0;0;66,16;33,08;0;0;0;0;0;0;231,56;165,4;0;0;0;0;0;0;0;0;0;0
1500206;Acará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,02;17,56;0;7,02;7,02;66,73;0;0;0;0;12,43;43,51;0;12,43;6,22;87,02
1500305;Afuá;0;0;0;0;0;0;0;0;0;0;55,38;55,38;99,68;33,23;44,3;11,08;49,84;33,23;83,07;55,38;40,29;48,34;64,46;24,17;40,29;0;24,17;8,06;80,57;48,34
1500347;Água Azul do Norte;0;0;0;0;0;0;0;0;0;0;0;23,85;0;11,93;11,93;11,93;83,49;47,71;155,06;202,77;0;0;0;0;0;0;61,44;20,48;61,44;20,48
1500404;Alenquer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,94;23,75;0;0;0;0;0;4,76;0;0;4,76;19,05
1500503;Almeirim;0;0;0;0;0;0;0;0;0;0;12,02;12,02;12,02;18,04;0;0;12,02;30,06;24,05;30,06;0;9,67;0;9,67;0;0;0;9,67;38,66;29
1500602;Altamira;1,68;5,05;1,68;3,36;8,41;43,74;15,14;33,65;23,55;15,14;576,28;734,17;595,23;644,17;966,26;1182,56;838,37;896,79;939,42;1018,36;142,77;161,39;173,81;363,13;592,8;729,36;456,24;744,88;810,06;1039,73
1500701;Anajás;0;0;0;0;0;0;0;0;0;0;0;0;0;22,22;0;0;7,41;0;0;0;0;0;0;20,6;0;0;0;0;0;0
1500800;Ananindeua;0;0;0;19,69;0;0;0;0;39,37;19,69;0,8;1,19;1,19;13,92;55,27;116,12;104,19;85,1;366,64;415,15;2,11;2,11;1,05;42,11;174,74;426,32;270,53;215,79;141,06;197,9
1500859;Anapu;0;0;0;0;0;0;0;0;0;0;6,56;0;6,56;0;19,68;26,24;0;6,56;65,6;177,11;0;0;0;0;0;20,98;0;0;52,44;104,88
1500909;Augusto Corrêa;0;0;0;0;0;0;0;0;0;0;0;0;4,59;9,18;45,92;156,14;252,57;114,81;64,29;55,11;0;0;7,82;15,64;62,57;101,68;125,15;101,68;54,75;46,93
1500958;Aurora do Pará;0;0;0;0;0;0;0;0;0;0;0;0;0;34,2;85,51;51,3;34,2;0;42,75;25,65;0;0;0;0;29,81;14,91;0;0;14,91;29,81
1501006;Aveiro;0;0;0;0;0;0;0;0;0;0;11,49;0;0;11,49;0;0;0;0;114,89;126,38;0;0;0;0;0;0;0;0;53,22;35,48
1501105;Bagre;0;0;0;10000;0;0;0;0;0;0;19,18;44,76;76,73;57,55;0;242,98;0;19,18;57,55;25,58;8,2;32,81;24,61;41,01;0;123,03;0;24,61;24,61;16,4
1501204;Baião;0;0;0;0;0;0;0;0;0;0;3,89;0;3,89;93,3;163,27;73,86;19,44;19,44;132,17;155,5;0;0;0;49,33;73,99;32,88;16,44;32,88;90,43;106,87
1501253;Bannach;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107,12;107,12;160,69;267,81;267,81;1178,36;0;0;0;0;0;0;0;194,74;0;194,74
1501303;Barcarena;0;0;0;0;35,21;0;0;0;0;0;120,15;98,01;132,79;90,11;188,12;162,83;94,85;61,65;211,84;139,12;219,99;157,14;245,14;144,57;267,14;197,99;116,28;78,57;295,42;197,99
1501402;Belém;9,67;0;33,83;9,67;14,5;29;96,67;116;106,33;82,17;241,11;236,49;392,85;179,46;176,72;225,23;686,08;605,52;502,15;495,36;547,34;543,51;606,03;417,2;444,42;565,63;551,17;587,32;617,94;660,04
1501451;Belterra;0;0;0;0;0;0;0;0;0;0;0;0;11,19;0;11,19;44,77;11,19;0;55,96;67,15;0;0;0;0;0;0;0;0;0;0
1501501;Benevides;0;0;0;0;0;0;0;0;0;147,06;3,09;6,19;0;0;6,19;6,19;9,28;3,09;27,85;64,98;0;0;0;0;0;0;0;0;13,58;20,37
1501576;Bom Jesus do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,78;74,66;49,78;62,22;12,44;136,88;0;0;0;0;74,48;99,3;49,65;0;0;148,96
1501600;Bonito;0;0;0;0;0;0;0;0;0;0;16,27;81,37;0;16,27;16,27;0;0;16,27;0;0;34,33;0;0;34,33;0;0;0;0;0;0
1501709;Bragança;106,38;212,77;0;0;0;0;0;0;0;212,77;281,3;226,01;4,88;30,89;35,77;48,78;40,65;123,58;84,55;186,99;232,28;215,92;6,54;49,07;52,34;42,53;32,72;98,15;62,16;157,03
1501725;Brasil Novo;0;0;0;0;25,45;0;0;0;0;0;0;190,35;107,59;107,59;115,87;99,31;16,55;206,9;289,66;190,35;0;0;32,9;32,9;0;16,45;0;98,7;65,8;148,05
1501758;Brejo Grande do Araguaia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,81;0;0;0;0;0;0;0;0;0;0;0
1501782;Breu Branco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,42;0;4,42;0;4,42;48,65;0;0;0;0;0;0;0;0;0;39,71
1501808;Breves;0;0;0;0;0;0;0;0;0;0;1,93;0;1,93;1,93;19,35;83,19;42,56;13,54;65,78;121,88;0;0;0;0;11,33;42,48;42,48;5,66;67,97;36,81
1501907;Bujaru;0;0;0;0;0;0;0;0;0;0;0;0;24,94;33,25;24,94;8,31;0;0;74,81;33,25;0;0;15,03;45,08;30,05;15,03;0;0;105,18;30,05
1501956;Cachoeira do Piriá;0;0;0;0;0;0;0;0;0;0;0;21,55;10,78;0;0;0;0;0;96,99;75,44;0;0;0;0;0;0;0;0;89,02;17,8
1502004;Cachoeira do Arari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,44;0;0;0;0;8,44;0;0;0;0;15,67;0;0;0;0;15,67
1502103;Cametá;0;0;0;0;0;0;0;0;0;80;7,65;12,24;6,12;3,06;47,44;36,73;18,36;59,68;81,11;102,53;0;8,44;0;5,62;64,68;47,81;22,5;42,18;98,43;109,68
1502152;Canaã dos Carajás;0;0;0;0;0;0;0;0;0;0;98,16;198,98;84,9;21,22;29,18;13,27;7,96;103,47;294,49;527,96;28,66;71,64;33,43;4,78;19,1;0;9,55;81,2;205,38;439,41
1502202;Capanema;0;0;0;0;0;0;98,04;0;98,04;0;8,32;2,77;0;19,42;22,2;208,08;174,79;263,57;177,56;163,69;6,6;0;0;13,19;13,19;39,57;59,36;59,36;46,17;59,36
1502301;Capitão Poço;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,19;0;0;0;0;7,19;0;0;0;0;0;0;0;0;0;0
1502400;Castanhal;0;0;0;0;0;138,89;0;0;0;0;10,03;22,06;22,06;32,08;71,18;220,55;64,16;90,23;79,2;138,35;14,23;26,09;18,97;30,83;92,5;351,02;68,78;87,75;64,04;101,99
1502509;Chaves;0;0;0;0;0;0;0;0;0;0;10,37;62,25;83;72,62;62,25;197,12;72,62;134,87;31,12;197,12;0;28,89;14,44;43,33;28,89;43,33;28,89;86,66;14,44;144,43
1502608;Colares;0;0;0;0;0;0;0;0;0;0;0;0;31,14;31,14;0;0;0;31,14;124,57;155,71;0;0;0;0;0;0;0;31,87;95,6;63,73
1502707;Conceição do Araguaia;0;0;0;0;0;0;0;0;0;0;347,99;189,81;126,54;108,46;45,19;0;9,04;0;58,75;54,23;157,46;98,42;127,94;78,73;49,21;0;0;0;39,37;39,37
1502756;Concórdia do Pará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;7,5;0;0;15;157,53;0;0;0;0;0;0;0;0;13,58;67,91
1502764;Cumaru do Norte;0;0;0;0;0;4,09;8,18;4,09;4,09;0;0;0;0;0;0;0;63,19;15,8;15,8;94,79;0;0;0;0;0;0;0;24,39;0;146,34
1502772;Curionópolis;0;0;0;0;0;0;0;0;0;0;0;0;10,25;20,5;20,5;51,26;41,01;10,25;164,04;266,56;0;0;0;18,64;0;0;18,64;0;0;18,64
1502806;Curralinho;0;0;0;0;0;0;0;0;0;0;12,47;0;0;6,23;0;0;0;6,23;49,88;68,58;9,15;0;0;0;0;0;0;0;27,44;45,73
1502855;Curuá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,01;103,26;0;0;0;0;0;0;0;0;99,18;24,8
1502905;Curuçá;0;0;0;0;0;0;0;0;0;0;14,62;14,62;107,23;48,74;43,87;43,87;48,74;92,61;87,73;48,74;21,88;21,88;65,64;21,88;65,64;0;21,88;21,88;32,82;43,76
1502939;Dom Eliseu;0;0;0;0;0;0;0;0;0;0;6,76;3,38;10,14;6,76;10,14;10,14;3,38;6,76;91,29;87,91;0;0;0;6,5;0;6,5;6,5;13;32,49;19,49
1502954;Eldorado do Carajás;0;0;0;0;0;0;0;0;0;0;0;0;0;7,27;29,09;29,09;7,27;21,82;247,29;356,39;0;0;0;0;25,92;25,92;0;25,92;77,76;285,12
1503002;Faro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,56;0;47,11;117,79;141,34;0;0;0;0;0;41,37;0;0;206,87;206,87
1503044;Floresta do Araguaia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,9;95,24;83,33;95,24;0;0;0;0;0;0;0;44,83;22,42;67,25
1503077;Garrafão do Norte;0;0;0;0;0;0;0;0;0;0;0;0;74,94;8,33;16,65;0;0;16,65;24,98;66,62;0;0;31,56;0;0;0;0;0;0;0
1503093;Goianésia do Pará;0;0;0;0;0;0;0;0;0;0;15,58;0;0;15,58;15,58;0;0;38,95;148,01;93,48;0;0;0;29,05;0;0;0;14,52;72,62;87,15
1503101;Gurupá;0;0;0;0;0;0;0;0;0;0;33,16;33,16;19,9;0;0;0;13,26;0;6,63;19,9;19,87;29,81;9,94;0;0;0;0;0;0;9,94
1503200;Igarapé-Açu;0;0;0;400;0;0;0;0;0;0;11,09;11,09;11,09;105,38;61,01;105,38;33,28;83,19;149,75;343,87;12,41;12,41;0;74,47;12,41;99,29;0;37,23;99,29;186,17
1503309;Igarapé-Miri;434,78;0;0;0;0;0;0;0;0;0;63,38;0;9,51;69,72;25,35;9,51;25,35;3,17;9,51;9,51;23,42;0;17,57;23,42;5,86;17,57;35,13;0;11,71;11,71
1503408;Inhangapi;0;0;0;0;0;0;0;0;0;0;0;39,25;0;39,25;0;19,62;0;39,25;176,61;156,99;0;38,34;0;76,69;0;0;0;0;115,03;0
1503457;Ipixuna do Pará;0;0;0;0;0;0;0;0;0;0;0;6,81;0;13,61;27,23;6,81;13,61;6,81;6,81;27,23;0;0;0;22,19;11,1;0;22,19;0;11,1;11,1
1503507;Irituia;0;0;0;0;0;0;0;0;0;0;0;0;0;19,94;0;119,65;53,18;19,94;19,94;39,88;0;0;0;0;0;13,08;0;0;26,16;39,24
1503606;Itaituba;0;0;0;0;0;0;0;4,91;4,91;9,83;21,3;4,92;14,75;6,55;11,47;1,64;0;18,03;111,43;160,59;47,14;0;12,57;9,43;9,43;0;0;6,29;59,71;109,99
1503705;Itupiranga;0;0;0;0;0;0;0;0;22,62;0;8,44;12,66;37,97;63,28;59,06;75,93;54,84;105,46;130,77;71,71;0;0;68,37;75,96;45,58;53,18;60,77;106,35;129,14;75,96
1503754;Jacareacanga;1,45;0;1,45;4,34;2,9;0;1,45;2,17;4,34;7,24;26,13;8,71;17,42;104,51;113,22;34,84;52,26;104,51;113,22;139,35;11,06;11,06;0;11,06;11,06;33,18;0;22,12;44,24;22,12
1503804;Jacundá;0;238,1;0;0;238,1;0;0;0;0;0;104,15;380,15;161,43;161,43;197,89;114,57;171,85;156,23;223,92;302,04;10,54;21,08;0;52,7;63,24;21,08;84,32;21,08;52,7;94,86
1503903;Juruti;0;89,29;0;0;0;0;0;0;0;0;0;113,24;198,16;52,57;44,49;60,66;8,09;198,16;287,14;331,62;0;62,61;56,35;37,57;18,78;43,83;12,52;112,7;237,92;288
1504000;Limoeiro do Ajuru;0;0;0;0;0;0;0;0;769,23;0;35,02;14,01;70,04;7;7;0;35,02;7;112,06;14,01;0;12,06;0;0;0;0;0;0;36,18;0
1504059;Mãe do Rio;0;0;0;0;0;0;0;0;0;0;0;0;0;22,9;11,45;22,9;22,9;28,63;137,41;85,88;0;0;0;47,87;0;11,97;23,93;11,97;143,61;107,71
1504109;Magalhães Barata;0;0;0;0;0;0;0;0;0;0;0;0;0;50,45;75,68;100,91;50,45;50,45;277,5;277,5;0;0;0;0;51,07;153,22;0;102,15;255,36;204,29
1504208;Marabá;0;0;0;0;36,23;126,81;18,12;54,35;72,46;90,58;23,92;22,43;30,65;46,35;74,01;69,53;72,52;109,15;121,11;357,35;16,4;17,89;41,73;50,68;87,94;98,37;87,94;110,3;128,18;251,89
1504307;Maracanã;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,89;70,98;47,32;55,21;70,98;0;0;0;0;0;0;83,46;33,38;16,69;16,69
1504406;Marapanim;0;0;0;0;0;0;0;0;0;0;0;0;7,74;38,68;116,05;139,25;131,52;69,63;46,42;116,05;0;0;0;16,93;33,87;84,67;101,61;50,8;33,87;33,87
1504422;Marituba;0;0;0;0;0;0;0;0;0;106,38;8,76;0;5,25;3,5;1,75;0;0;0;1,75;15,76;7,98;0;3,99;0;0;0;0;0;7,98;0
1504455;Medicilândia;0;0;0;0;0;0;0;0;0;0;0;0;0;7,83;0;7,83;7,83;0;101,81;62,65;0;0;0;0;0;0;0;0;97,94;55,97
1504505;Melgaço;0;0;0;0;0;0;0;0;0;0;15,02;0;0;0;0;0;0;0;0;7,51;18,61;0;0;0;0;0;0;0;0;0
1504604;Mocajuba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,46;7,46;29,86;0;14,93;29,86;0;0;0;0;14,37;14,37;43,1;0;28,74;43,1
1504703;Moju;0;0;43,48;0;0;0;0;0;0;0;7,46;2,49;14,92;29,84;4,97;67,14;17,41;19,89;12,43;7,46;4,29;8,58;12,87;25,75;0;47,21;12,87;4,29;8,58;12,87
1504752;Mojuí dos Campos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,62;8,87;0;53,24;35,49;0;0;0;0;0;16,97;0;0;33,94;16,97
1504802;Monte Alegre;0;0;0;0;0;0;0;0;175,44;0;13,49;6,74;0;0;0;0;0;10,11;64,06;74,17;0;0;0;0;0;0;0;6,6;105,62;132,03
1504901;Muaná;0;0;0;0;0;0;0;0;0;0;0;0;0;35,76;0;8,94;0;0;0;4,47;0;0;0;7,91;0;7,91;0;0;0;0
1504950;Nova Esperança do Piriá;0;0;0;0;0;0;0;0;0;0;0;0;0;80,31;351,34;140,53;50,19;0;0;10,04;0;0;0;33,32;99,95;16,66;16,66;0;0;0
1504976;Nova Ipixuna;0;0;0;0;0;0;0;1250;0;0;15,01;0;0;45,04;270,23;285,24;105,09;120,1;120,1;210,18;28,88;0;0;0;173,26;202,14;86,63;28,88;144,38;173,26
1505007;Nova Timboteua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,87;15,87;0;0;0;0;0;0;0;0;39,2;0
1505031;Novo Progresso;0;0;0;0;0;0;0;0;0;0;80,49;86,68;80,49;130,02;105,26;210,51;173,36;179,56;148,6;160,98;22,54;67,63;45,09;67,63;78,9;191,61;90,17;157,8;157,8;225,43
1505064;Novo Repartimento;0;0;0;0;0;0;0;0;0;0;3,4;6,8;10,2;3,4;6,8;16,99;20,39;13,59;16,99;30,59;0;0;5,92;0;0;5,92;0;0;0;0
1505106;Óbidos;0;0;0;0;0;0;0;0;0;0;43,16;39,24;23,54;11,77;0;58,86;15,7;27,47;117,72;196,19;13,68;20,52;20,52;13,68;0;68,39;27,35;6,84;41,03;82,06
1505205;Oeiras do Pará;0;0;0;0;0;0;0;0;0;0;24,69;24,69;49,38;18,52;12,34;55,55;24,69;49,38;12,34;80,24;28,05;18,7;46,75;18,7;18,7;65,45;18,7;74,8;18,7;102,85
1505304;Oriximiná;0;2,63;2,63;0;0;0;0;5,26;0;7,89;0;17,73;53,19;88,66;106,39;79,79;130,03;292,57;461,02;499,44;0;4,98;29,86;74,64;134,35;69,66;79,61;84,59;149,28;179,13
1505403;Ourém;0;0;0;0;0;0;0;0;0;0;0;0;0;11,35;11,35;0;11,35;45,41;0;11,35;0;0;0;23,44;23,44;0;0;46,88;0;0
1505437;Ourilândia do Norte;0;0;0;0;13,62;27,25;6,81;0;6,81;6,81;6,28;6,28;0;25,12;62,79;0;25,12;43,96;50,24;94,19;0;0;0;22,17;33,25;22,17;11,08;66,5;33,25;44,34
1505486;Pacajá;0;0;0;303,03;0;0;0;0;0;0;25,69;5,14;5,14;5,14;92,47;30,82;77,06;61,65;159,26;241,46;17,22;0;0;0;86,08;8,61;34,43;34,43;146,34;189,38
1505494;Palestina do Pará;0;0;0;0;0;0;0;0;0;0;0;0;0;29,88;59,76;0;0;0;0;59,76;0;0;0;0;0;0;0;0;0;0
1505502;Paragominas;0;0;0;0;0;22,59;7,53;0;0;7,53;26,37;39,56;45,21;48,97;43,32;129,97;82,88;75,35;65,93;109,25;14,92;33,57;26,11;18,65;26,11;52,23;37,31;22,38;14,92;33,57
1505536;Parauapebas;5,09;0;5,09;5,09;0;10,18;0;0;0;0;44,8;117,99;186,69;97,82;105,29;322,6;391,3;640,71;654,15;481,65;28,3;91,97;116,03;45,28;49,52;229,22;186,77;308,46;285,82;232,05
1505551;Pau D'Arco;0;0;0;0;0;21,74;0;0;0;0;0;0;0;0;0;29,62;0;0;29,62;0;0;0;0;0;0;56,15;0;0;0;56,15
1505601;Peixe-Boi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,49;24,49;0;0;0;0;0;0;0;0;0;0
1505635;Piçarra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,4;65,6;16,4;49,2;65,6;245,98;0;0;0;0;29,5;88,5;0;0;29,5;29,5
1505650;Placas;0;0;0;476,19;0;0;0;0;0;0;22,69;56,73;90,77;90,77;11,35;56,73;11,35;0;45,39;68,08;20,4;40,8;20,4;40,8;0;20,4;0;0;20,4;0
1505700;Ponta de Pedras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,47;32,94;65,89;32,94;0;0;0;0;0;0;31,07;62,14;46,61;15,54
1505809;Portel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,35;0;0;301,25;311,29;0;0;0;0;0;4,72;0;0;207,69;155,77
1505908;Porto de Moz;0;0;0;0;0;0;0;0;0;107,53;5,13;0;0;0;30,8;20,53;20,53;25,67;92,41;112,94;7,96;0;0;0;31,82;0;7,96;7,96;39,78;47,74
1506005;Prainha;0;0;0;0;0;0;0;0;0;0;11,69;5,84;0;23,38;0;5,84;0;5,84;5,84;64,29;0;0;0;0;9,42;9,42;0;9,42;0;56,52
1506104;Primavera;0;0;0;0;0;0;0;0;0;0;0;0;0;18,63;0;0;0;0;74,5;18,63;0;0;0;0;0;0;0;0;119,62;0
1506112;Quatipuru;0;0;0;0;0;0;0;0;0;833,33;0;0;0;17,62;35,24;0;0;17,62;0;52,85;0;0;0;111,03;74,02;0;0;37,01;0;74,02
1506138;Redenção;0;0;0;0;0;33,44;0;0;66,89;0;11,53;9,22;9,22;4,61;4,61;106,06;80,7;64,56;112,98;166,01;14,38;4,79;14,38;0;4,79;139;110,24;95,86;230,06;239,65
1506161;Rio Maria;0;0;0;0;0;0;0;0;0;0;0;0;11,03;11,03;0;44,14;44,14;33,1;77,24;99,3;0;0;0;0;0;0;0;0;0;24,13
1506187;Rondon do Pará;0;0;0;0;0;0;0;0;0;0;0;3,88;3,88;0;0;0;3,88;0;69,8;69,8;0;0;0;0;0;0;0;0;88,5;19,67
1506195;Rurópolis;0;0;0;144,93;0;0;144,93;0;0;0;17,24;0;40,23;45,98;22,99;45,98;11,5;40,23;63,23;40,23;0;0;29,47;49,12;9,82;9,82;0;9,82;19,65;19,65
1506203;Salinópolis;0;0;0;0;0;140,85;0;140,85;0;0;0;0;0;4,51;0;40,56;13,52;18,03;72,11;99,15;0;0;0;0;0;29,38;0;9,79;88,13;78,34
1506302;Salvaterra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,56;0;0;0;149,03;0;0;0;0;0;33,74;0;0;0;50,61
1506351;Santa Bárbara do Pará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,86;0;0;0;0;0;0;0;0;0;19,75
1506401;Santa Cruz do Arari;0;0;0;0;0;0;0;0;0;2500;0;0;28,11;28,11;0;0;0;0;84,34;112,45;0;0;0;0;0;0;0;0;114,88;114,88
1506500;Santa Izabel do Pará;0;0;0;0;0;0;0;0;0;0;11,98;17,98;8,99;8,99;5,99;32,96;23,97;11,98;71,91;146,81;0;32,61;13,04;6,52;13,04;45,65;32,61;6,52;13,04;45,65
1506559;Santa Luzia do Pará;0;0;0;0;0;0;0;0;0;0;0;19,74;9,87;0;29,62;9,87;9,87;49,36;187,56;88,85;0;0;0;0;20,1;0;40,19;60,29;100,48;40,19
1506583;Santa Maria das Barreiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,71;0;0;0;0;0;0;0;0;0;47,47;0;0
1506609;Santa Maria do Pará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1506708;Santana do Araguaia;0;0;0;0;0;68,97;68,97;0;0;0;0;19,06;38,12;25,41;63,53;266,84;241,42;38,12;44,47;57,18;0;0;0;11,49;11,49;91,95;91,95;11,49;11,49;45,98
1506807;Santarém;0;7,55;2,83;0;0;11,32;18,86;10,38;13,21;16,03;129,69;503,96;120,22;14,8;2,96;212,01;365,98;305,57;296,69;458,36;33,43;271,06;82,39;4,78;1,19;169,56;279,42;333,15;396,44;453,75
1506906;Santarém Novo;0;0;0;0;0;0;0;0;0;0;0;34,35;0;0;0;0;0;0;0;0;0;71,63;0;0;0;0;0;0;0;0
1507003;Santo Antônio do Tauá;0;0;0;0;0;0;0;0;0;0;14,6;7,3;7,3;7,3;0;0;7,3;14,6;7,3;0;0;0;0;15,11;0;0;15,11;30,21;15,11;0
