IBGE;MUNIC;OP3114;OP3115;OP3116;OP3117;OP3118;OP3119;OP3120;OP3121;OP3122;OP3123;OP3214;OP3215;OP3216;OP3217;OP3218;OP3219;OP3220;OP3221;OP3222;OP3223;OP33A14;OP33A15;OP33A16;OP33A17;OP33A18;OP33A19;OP33A20;OP33A21;OP33A22;OP33A23
5107909;Sinop;0;0;159,57;106,38;159,57;0;0;0;53,19;53,19;166,59;114,15;377,41;221,1;130,6;44,22;87,41;41,13;114,15;218,01;73,87;76,11;174,61;62,68;58,2;11,19;40,29;20,15;44,77;87,3
5107925;Sorriso;0;0;0;0;0;0;0;0;0;0;179,81;227,52;133,94;117,43;102,75;143,12;188,99;155,96;271,55;500,91;54,96;102,59;29,31;47,63;29,31;69,61;271,13;124,57;205,18;359,07
5107941;Tabaporã;0;0;0;0;0;0;0;0;0;0;0;0;0;41,96;188,84;104,91;62,95;125,89;251,78;209,82;0;0;0;39,92;39,92;39,92;0;39,92;199,6;39,92
5107958;Tangará da Serra;0;5,65;11,31;5,65;11,31;0;0;0;16,96;11,31;9,33;14,92;26,11;24,25;80,21;156,68;27,98;13,06;31,71;55,96;0;17,27;17,27;25,9;69,07;86,34;12,95;4,32;12,95;34,54
5108006;Tapurah;0;0;0;0;0;0;0;2000;2000;0;203,19;232,22;58,06;29,03;58,06;145,14;87,08;145,14;72,57;101,6;112,9;141,12;56,45;56,45;0;56,45;0;28,22;28,22;0
5108055;Terra Nova do Norte;0;0;0;0;0;0;0;0;0;0;0;0;19,02;0;0;38,04;38,04;0;19,02;38,04;0;0;0;0;0;0;86,92;0;0;0
5108105;Tesouro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158,23;0;0;0;0;0;0
5108204;Torixoréu;0;0;0;0;0;0;0;0;0;0;48,95;48,95;0;48,95;48,95;48,95;0;0;48,95;0;0;0;0;0;0;0;0;0;0;0
5108303;União do Sul;0;0;0;0;0;0;0;0;0;0;109,47;0;54,73;218,94;54,73;0;0;218,94;164,2;164,2;0;0;202,84;0;0;0;0;0;0;0
5108352;Vale de São Domingos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5108402;Várzea Grande;0;0;0;0;21,74;0;21,74;21,74;21,74;21,74;0;0;1,31;17,73;36,11;110,96;119,5;137,88;189,09;191,06;0;0;0;17,44;21,8;93;84,28;114,8;135,14;88,64
5108501;Vera;666,67;0;0;0;0;0;0;0;0;0;0;32,24;0;16,12;48,36;32,24;64,47;64,47;0;0;31,43;31,43;31,43;0;31,43;0;0;0;0;0
5108600;Vila Rica;0;0;0;0;0;476,19;0;0;0;0;31,56;10,52;0;21,04;21,04;115,72;21,04;42,08;31,56;115,72;0;21,32;0;0;42,64;149,25;0;21,32;21,32;106,61
5108808;Nova Guarita;0;0;0;0;0;0;0;0;1428,57;0;0;0;0;44,9;0;0;359,23;89,81;89,81;89,81;0;0;0;0;0;0;0;0;106,38;0
5108857;Nova Marilândia;0;0;0;0;0;0;0;0;344,83;0;0;0;0;0;58,79;293,94;58,79;176,37;352,73;587,89;0;0;0;0;116,14;0;348,43;0;232,29;232,29
5108907;Nova Maringá;0;0;0;0;0;0;0;0;0;0;0;0;72,57;0;36,28;0;0;0;0;435,41;0;0;0;0;0;0;0;0;0;404,31
5108956;Nova Monte Verde;0;0;0;0;0;1428,57;0;0;0;0;126,45;101,16;0;75,87;75,87;252,91;126,45;379,36;354,07;252,91;106,67;53,33;0;53,33;0;480;266,67;800;533,33;213,33
