AGE;GENDER;EDU;OWNH;MARRY;JOB;INCOME;TYPEH;PPL;TEEN;PET;LIST;SHOP1;SHOP2;SHOP3;SHOP4;STOCK1;STOCK2;STOCK3;STOCK4;LABEL;STR;COOK1;COOK2;LEFT1;LEFT2;FREEZE1;FREEZE2;OUT;WHYOUT1;WHYOUT2;WHYOUT3;AWARE;TAKE1;TAKE2;WEIGHT;NONEED;EATMORE;ORDER;WORRY1;WORRY2;TOOLS1;TOOLS2;FOOD1;FOOD2;DISC11;DISC12;DISC13;DISC14;DISC15;DISC21;DISC22;DISC23;DISC24;DISC25;DISC26;DISC27;DISC28;DISC29;DISC10
21;1;5;1;1;2;5;1;6;3;2;2;1;1;2;4;7;7;4;3;5;3;1;2;4;3;4;3;1;0;0;1;2;1;1;1;2;2;1;4;4;4;4;3;2;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0
20;1;5;1;1;2;6;1;5;2;1;5;3;2;3;3;7;4;2;4;5;3;5;2;3;3;2;5;1;0;1;1;2;1;1;1;2;1;1;5;4;5;3;5;2;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0
22;1;5;4;1;2;5;1;4;2;1;4;1;1;3;4;7;7;3;3;3;3;2;2;4;3;1;1;1;0;0;1;1;1;1;2;2;2;1;3;4;4;4;4;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
20;1;5;1;1;2;6;2;3;1;2;3;2;4;5;4;7;1;1;2;5;5;5;2;5;3;2;3;1;0;1;1;1;1;1;1;3;1;1;5;5;5;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
21;1;5;1;1;2;4;2;3;1;2;4;3;4;4;4;7;6;1;2;5;5;3;3;2;1;1;1;2;0;0;1;1;1;2;1;3;1;2;5;4;4;5;5;3;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1
21;1;5;1;1;2;4;2;3;1;2;3;3;4;5;5;2;5;1;1;5;4;5;2;3;3;2;2;2;1;0;1;2;1;2;2;2;2;1;5;5;5;5;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
19;1;5;1;1;2;4;3;4;1;2;4;2;2;4;4;6;1;1;1;4;4;4;2;4;1;4;4;1;0;1;1;1;1;1;1;1;1;3;4;4;1;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
21;1;5;1;1;2;5;2;4;2;2;3;2;2;4;4;7;7;2;2;5;3;5;2;3;3;1;2;1;1;1;1;1;1;1;1;2;1;1;4;4;4;4;2;2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0
20;1;5;1;1;2;6;3;4;1;2;3;3;3;4;4;7;5;2;2;5;4;5;2;4;3;2;2;1;1;1;1;2;1;2;2;3;2;1;4;4;5;3;3;2;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1
20;1;5;1;1;2;6;2;3;1;2;3;3;3;3;4;3;5;2;2;4;3;1;2;5;5;1;3;1;0;0;1;1;1;1;1;3;1;2;5;5;5;5;5;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
20;1;5;4;1;2;6;2;3;1;2;3;2;2;3;4;7;4;3;3;4;4;5;2;3;3;2;3;1;1;0;0;1;1;2;2;1;2;1;3;3;1;1;2;2;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0
18;1;3;1;1;2;3;3;4;0;1;2;4;2;4;4;6;6;1;3;4;4;4;2;3;4;4;4;3;0;0;1;1;4;3;3;3;2;1;4;3;2;2;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
20;1;5;1;1;2;4;2;3;1;2;2;3;3;4;4;7;1;2;2;5;3;4;2;3;3;1;3;1;1;0;1;1;2;2;2;3;2;1;5;4;5;4;3;2;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0
21;1;5;2;1;2;6;4;3;0;2;3;3;2;1;5;3;3;3;3;4;4;3;2;3;3;4;3;1;1;0;0;1;1;1;1;3;2;1;4;3;3;2;2;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
20;2;5;1;1;2;4;1;3;1;2;3;3;3;5;4;7;7;1;2;5;3;5;2;2;2;4;2;1;1;0;1;1;1;2;1;2;1;2;5;5;4;2;2;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
20;1;5;1;1;2;3;2;4;2;2;5;4;4;4;4;2;2;2;2;5;5;2;2;3;2;4;4;3;1;1;1;1;2;2;2;1;2;1;5;4;4;3;3;3;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0
20;1;5;1;1;2;4;3;3;1;2;5;4;4;4;4;2;2;2;2;5;5;5;2;4;4;1;1;1;1;1;1;2;1;3;2;4;3;1;5;4;5;4;4;3;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1
22;1;5;1;1;2;5;2;4;2;2;3;2;3;5;4;7;2;2;2;3;3;3;2;4;2;2;2;1;1;1;1;2;1;1;2;3;2;1;2;4;5;4;5;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
20;2;5;1;1;2;3;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;0;0;1;1;1;2;2;2;1;3;3;2;3;3;3;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0
21;2;5;1;1;2;4;1;4;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;2;2;2;2;1;1;1;1;2;2;2;2;2;1;2;2;1;1;3;3;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0
22;2;5;1;1;2;5;2;4;2;1;5;4;4;4;4;4;4;4;4;5;5;5;2;1;1;5;5;1;0;0;1;1;1;2;1;4;3;1;5;5;5;5;5;2;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0
19;1;5;1;1;2;6;1;3;1;2;3;3;3;3;3;4;4;4;5;3;3;2;2;3;3;3;3;2;0;1;0;2;2;3;3;3;2;2;3;3;2;4;4;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
21;2;5;1;1;2;6;2;3;1;2;4;3;5;5;4;7;7;1;2;5;5;5;2;3;3;2;3;1;0;0;1;1;1;1;1;2;2;1;4;4;4;4;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
19;1;5;1;1;2;5;2;3;2;2;2;1;1;3;4;7;6;3;2;4;4;3;2;4;4;1;4;1;1;0;1;2;2;3;2;2;3;2;4;3;5;2;4;2;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
20;1;5;1;1;2;3;2;3;1;1;2;3;5;5;5;6;3;3;3;5;5;5;2;3;3;3;3;1;1;1;1;1;1;2;3;3;2;2;4;4;2;2;2;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
20;1;5;4;1;2;6;1;4;0;2;4;4;4;4;4;4;4;4;4;3;3;3;2;3;3;3;3;1;1;1;1;1;1;3;2;2;2;2;4;4;3;3;3;3;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0
20;1;5;1;1;2;4;2;3;1;2;2;2;3;4;5;7;1;2;2;5;4;4;2;3;3;2;2;1;1;0;1;1;2;2;2;3;2;1;4;4;5;4;3;2;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0
20;1;5;1;1;2;3;2;3;1;2;4;2;2;4;4;6;4;4;4;5;3;2;2;3;3;3;3;1;0;0;1;2;1;2;1;4;3;1;4;4;5;4;3;2;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
24;1;6;4;1;2;6;4;4;0;2;4;2;2;3;4;7;2;2;4;3;3;4;2;4;4;3;4;1;0;0;1;2;1;1;1;3;1;1;4;4;3;3;3;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
20;1;5;4;1;2;5;2;4;2;2;2;3;3;4;4;7;5;2;2;5;3;3;2;3;4;3;3;2;0;1;0;2;1;2;3;3;2;2;3;3;3;3;3;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
21;1;5;3;1;2;5;2;4;2;2;3;3;3;4;4;6;4;2;1;5;4;5;2;3;3;2;2;1;0;0;1;1;1;1;1;3;1;2;2;4;5;4;3;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
18;1;5;1;1;2;6;3;4;1;2;4;3;3;3;5;7;4;2;2;5;3;5;2;5;3;3;2;1;1;0;0;2;1;1;2;3;2;2;2;4;5;4;2;2;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
21;1;5;1;1;2;5;2;3;1;2;3;1;1;3;3;7;7;1;2;4;4;2;2;4;3;2;2;1;0;0;1;1;1;2;2;3;1;1;4;3;3;4;3;3;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0
20;1;5;1;2;2;4;2;3;1;2;3;3;4;4;4;7;4;2;2;4;4;4;2;3;3;2;4;2;1;0;1;1;2;3;2;2;2;1;3;3;4;3;3;3;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
20;2;5;1;1;2;3;2;3;1;2;4;3;4;5;5;7;5;2;1;5;5;4;2;3;2;2;4;2;0;1;0;1;1;3;1;1;2;1;4;4;5;5;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
20;2;5;1;1;2;6;3;2;1;2;1;3;4;5;5;1;1;1;4;5;5;5;2;4;4;4;4;5;0;0;1;1;1;1;4;4;3;3;4;4;5;5;5;5;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
21;1;5;1;1;2;5;3;3;0;2;3;2;3;3;4;6;2;2;2;4;4;2;2;3;3;3;3;1;1;0;0;2;1;3;3;1;2;1;3;3;3;3;5;2;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0
20;1;5;1;1;2;5;2;5;5;2;2;3;3;4;4;7;6;3;3;4;2;5;2;5;3;1;3;1;1;0;1;1;1;2;1;2;2;1;3;4;3;2;5;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0
20;1;5;1;1;2;5;1;5;2;2;2;3;3;4;4;6;6;2;2;5;4;5;2;5;3;3;4;1;0;0;1;1;1;1;1;4;3;1;5;5;4;4;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
22;2;5;1;1;2;1;1;5;1;1;4;3;4;4;5;4;2;2;2;5;5;5;2;3;4;4;2;1;0;1;1;1;1;3;1;2;1;1;4;4;5;5;2;2;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0
21;1;5;2;1;2;1;1;4;2;2;4;3;4;5;4;7;2;2;1;5;5;5;2;4;4;4;2;2;1;0;1;1;1;1;1;2;1;1;5;5;4;4;3;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1
21;2;5;3;1;2;6;4;8;8;2;2;2;1;5;1;1;1;1;1;2;2;5;2;5;1;2;2;5;1;0;0;2;2;1;1;2;2;2;1;1;5;5;5;5;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1
20;1;5;4;1;2;6;1;4;2;2;5;3;1;3;3;7;7;2;4;4;3;5;2;3;2;3;3;1;0;1;1;1;1;2;2;4;3;1;5;5;5;3;2;2;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0
21;1;5;2;1;2;6;3;2;1;2;3;3;3;3;3;2;2;2;2;5;5;5;2;5;1;3;3;1;0;0;1;2;1;1;1;4;3;1;5;5;3;3;1;2;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0
20;1;5;1;1;2;3;2;4;1;1;3;4;4;4;4;2;2;2;2;5;4;4;3;4;3;3;3;1;1;1;1;1;1;2;1;3;1;1;3;3;3;3;3;3;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1
20;1;5;2;1;2;6;4;6;6;2;2;1;1;1;4;2;2;2;2;3;3;2;2;3;3;2;2;2;1;0;1;1;3;2;1;3;1;1;4;4;2;3;2;2;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
20;1;5;1;1;2;6;2;7;3;2;3;3;4;4;4;6;2;2;2;5;3;3;2;3;1;2;3;1;0;0;1;2;2;3;1;2;2;1;2;4;5;4;2;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0
21;2;5;1;1;2;5;2;3;1;2;2;4;4;4;4;2;2;2;2;4;4;4;2;4;3;4;2;1;1;1;1;2;1;2;2;4;3;1;3;3;4;3;3;3;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0
54;2;5;1;2;1;2;2;3;1;2;3;2;3;4;3;7;6;4;4;4;3;4;1;4;3;3;3;1;1;1;1;2;1;2;1;3;1;1;4;4;4;3;2;2;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0
20;2;5;1;1;2;5;2;4;1;2;5;3;3;4;4;7;4;2;2;5;5;5;2;2;2;4;4;1;1;0;1;1;1;1;1;4;3;1;4;4;4;4;2;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
19;1;5;1;1;2;5;2;4;2;2;5;4;4;4;4;5;5;5;5;4;4;4;2;3;2;2;3;5;1;0;0;2;1;1;1;4;3;1;4;4;5;4;5;2;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
22;2;5;2;1;2;5;1;5;2;2;1;2;3;3;2;7;7;3;2;5;5;1;2;3;1;1;1;1;0;1;1;2;1;1;1;2;1;2;1;5;5;4;2;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0
20;2;5;1;1;1;1;2;5;1;1;5;4;4;4;4;6;6;6;6;4;4;5;1;4;4;4;4;1;1;0;0;1;1;1;1;1;1;1;5;5;1;5;5;5;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
23;1;5;1;1;2;6;3;4;1;2;2;2;2;5;4;7;7;1;3;5;5;5;2;4;3;2;2;1;1;0;1;1;1;2;1;3;1;1;5;4;5;4;2;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
22;2;5;1;1;2;6;3;2;1;2;3;3;2;4;2;7;2;2;2;5;5;5;2;4;4;4;4;1;0;0;1;1;1;1;1;2;1;1;4;4;3;3;3;2;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0
20;2;5;1;1;2;6;2;3;1;2;3;3;3;3;3;4;4;4;4;3;3;4;2;3;3;3;3;1;0;1;1;2;1;1;3;3;3;1;3;3;2;4;1;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
22;1;5;1;1;2;4;1;4;1;1;3;3;4;4;4;6;4;2;2;5;4;4;2;3;3;2;3;1;0;0;1;1;1;1;2;2;2;1;4;4;4;3;2;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1
21;1;5;2;1;2;4;1;3;1;1;2;4;4;4;3;6;6;3;4;2;2;5;2;4;2;4;4;1;0;0;1;2;2;3;3;2;2;1;2;4;3;2;4;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
20;1;5;1;1;2;4;2;4;2;2;4;3;4;4;5;7;2;2;2;5;5;4;2;5;3;1;2;1;1;1;1;1;1;1;1;4;3;1;3;5;4;4;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
22;2;5;1;1;2;4;2;3;1;2;5;5;5;5;5;7;7;7;7;5;5;5;2;5;5;5;5;1;1;0;0;1;1;1;4;4;3;1;5;5;2;2;4;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
21;1;5;1;1;2;5;1;3;1;2;2;3;4;3;4;7;5;4;3;2;2;2;2;3;3;3;4;1;1;0;1;1;1;2;1;3;1;2;2;5;4;4;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1
20;1;5;4;1;2;6;4;6;6;2;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;1;1;0;0;1;1;1;2;3;1;1;3;3;3;3;3;3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0
21;1;5;4;1;2;4;3;5;2;2;2;1;1;2;2;4;2;1;2;3;1;1;2;2;2;2;2;1;1;0;0;3;1;1;3;2;2;2;3;2;2;2;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
24;1;6;4;1;2;6;1;4;1;2;2;1;2;2;4;7;6;2;2;4;5;2;2;3;3;4;3;1;0;0;1;2;1;1;1;1;1;1;5;4;4;3;3;3;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0
21;2;5;1;2;2;6;2;3;1;2;3;3;3;3;3;4;4;4;4;5;5;2;2;3;2;3;3;1;1;0;0;1;4;2;3;3;2;1;3;3;3;4;2;2;0;0;1;1;0;0;1;1;0;1;1;0;1;0;0
22;1;5;1;1;2;4;2;3;1;1;4;2;3;5;4;7;2;2;2;5;5;5;2;4;2;2;2;1;0;0;1;1;1;1;1;3;1;1;5;5;5;4;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
20;1;5;1;1;2;4;1;3;1;2;2;2;2;3;4;7;7;2;2;2;2;2;2;4;2;2;2;4;1;0;0;1;1;1;3;3;1;1;4;4;2;2;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
21;1;5;1;1;2;5;3;3;1;2;3;3;3;3;3;7;2;2;3;3;3;2;2;2;3;2;2;1;1;1;1;2;1;2;2;2;2;1;2;3;4;3;4;3;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
21;2;5;4;1;2;6;1;3;1;1;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;1;0;0;1;1;1;1;1;1;1;1;3;3;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1
20;2;5;1;1;2;6;1;4;0;2;2;3;3;3;3;7;3;3;3;5;5;5;2;3;3;3;3;4;1;1;1;1;1;2;1;1;1;1;3;5;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
57;2;6;1;2;1;3;2;2;0;1;2;2;3;4;4;7;3;2;3;4;5;5;2;2;2;2;3;1;1;1;1;2;1;2;1;4;3;1;2;4;4;4;5;2;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0
19;1;5;1;1;2;6;3;3;1;1;3;3;3;3;3;7;2;2;2;5;5;5;2;3;3;2;2;1;1;1;1;2;1;2;2;4;3;1;4;4;5;5;3;2;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1
19;1;5;1;1;2;5;3;4;2;2;2;2;4;4;4;5;5;5;5;4;4;4;2;3;3;3;3;2;1;1;1;1;2;2;3;3;2;2;4;4;4;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
19;1;5;1;1;2;4;2;4;2;1;4;3;4;4;4;7;4;2;2;5;4;5;2;4;4;3;3;1;0;1;1;1;1;2;1;3;2;1;4;4;5;5;2;2;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0
20;1;5;1;1;2;5;2;3;1;1;3;2;3;4;5;7;7;2;3;5;5;5;2;4;3;2;2;1;0;0;1;2;1;1;1;1;1;2;1;5;3;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
21;2;5;1;1;2;1;1;3;1;2;3;3;4;4;4;3;3;3;3;5;5;3;2;3;2;3;3;3;1;0;0;2;1;2;2;2;2;1;3;3;3;3;3;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1
20;1;5;1;1;2;4;2;3;1;2;2;3;3;4;5;7;7;2;2;4;3;5;2;3;2;2;2;1;1;1;1;2;1;3;3;2;2;1;3;3;5;3;3;2;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0
20;1;5;1;1;2;4;2;3;1;2;3;3;4;4;4;7;2;2;4;5;5;5;2;3;3;3;3;1;0;1;0;1;1;1;2;4;3;1;3;3;5;4;3;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
21;2;5;1;1;2;6;2;3;1;2;3;3;3;3;3;7;7;4;4;3;3;3;2;3;3;3;3;2;0;1;0;1;2;2;3;3;1;2;3;3;2;2;2;2;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0
18;1;5;2;1;2;5;4;6;6;2;1;1;1;1;5;1;1;1;1;5;1;1;2;1;1;1;1;5;1;0;0;1;1;1;1;4;3;1;4;3;5;3;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1
18;1;5;1;1;2;3;2;3;1;2;2;1;1;1;1;7;2;2;2;5;5;1;2;1;1;1;1;1;1;1;1;1;1;3;2;2;2;1;3;3;4;2;2;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
19;1;5;4;1;2;6;4;6;6;2;5;2;2;4;4;1;1;1;1;5;5;5;1;3;3;3;3;5;0;0;1;2;4;1;1;1;2;2;5;5;4;4;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
19;2;5;1;1;2;6;1;5;2;2;1;2;3;4;4;1;1;1;1;5;5;5;2;4;3;3;3;2;1;0;0;1;1;1;3;3;3;2;3;3;2;4;5;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
20;2;5;1;1;2;6;1;4;2;2;4;3;3;3;4;7;6;2;2;5;5;3;2;3;2;2;2;1;1;1;1;2;2;1;2;1;1;1;5;5;4;4;2;2;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
20;2;5;4;1;2;3;2;5;2;2;2;1;1;1;1;1;1;1;1;5;5;2;2;2;2;2;2;1;1;0;0;2;1;2;1;1;3;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
19;1;5;1;1;2;4;3;4;2;2;2;4;4;4;4;2;2;2;2;5;4;5;2;2;2;2;2;1;0;0;1;1;1;2;2;2;1;1;2;2;2;2;3;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
19;1;5;1;1;2;5;2;3;1;2;3;3;3;3;3;3;3;3;3;4;4;3;2;3;3;3;3;3;0;0;1;1;1;2;2;2;2;1;4;4;3;3;3;3;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0
18;1;5;1;1;2;4;2;3;1;2;3;3;3;4;4;7;7;1;1;5;4;5;2;3;2;2;2;1;0;0;1;1;1;2;3;3;2;1;4;4;5;5;3;2;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0
19;1;5;1;1;2;2;2;3;1;2;2;2;3;3;4;7;5;2;2;4;3;5;3;2;3;2;2;1;1;1;1;2;2;2;2;3;2;1;2;3;5;3;4;3;1;1;0;1;1;0;1;0;0;1;1;0;0;0;1
20;1;5;1;1;2;4;2;4;2;1;3;3;3;4;4;6;2;1;2;4;3;5;2;4;2;2;3;1;1;0;1;1;1;1;1;4;3;1;5;4;4;4;3;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0
19;1;5;1;1;2;6;2;4;2;2;4;3;3;3;3;4;4;4;4;5;5;4;2;2;2;2;3;1;0;0;1;1;1;2;2;2;2;1;4;4;3;3;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1
19;1;5;1;1;2;6;1;4;2;2;3;2;3;4;4;7;5;3;3;5;5;2;2;4;4;3;2;1;0;1;1;1;1;2;1;2;2;1;4;4;5;4;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
19;1;5;1;1;2;4;3;5;2;2;3;5;4;5;5;6;3;2;2;4;2;3;3;3;3;3;3;3;0;1;0;2;1;3;2;2;3;1;3;3;4;3;3;2;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0
19;1;5;1;1;2;5;2;4;2;2;3;3;2;3;4;7;7;4;4;5;3;3;2;4;3;2;3;1;1;0;0;1;1;2;2;4;3;1;4;4;4;4;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
19;1;5;1;1;2;5;3;3;1;1;3;2;4;4;4;7;2;2;2;5;4;5;2;3;3;1;2;1;1;0;1;1;2;2;1;4;3;1;5;5;5;3;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
18;1;5;4;1;2;4;1;6;2;1;1;2;3;3;4;6;2;2;1;3;4;1;2;3;2;1;1;2;0;1;1;1;2;4;2;3;2;1;5;5;5;5;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1
20;2;5;1;1;2;5;2;3;1;1;5;3;4;4;4;6;2;2;2;5;5;5;2;3;2;1;3;1;1;1;1;1;1;3;2;2;2;1;4;4;5;4;4;2;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0
20;1;5;1;1;2;5;2;3;1;2;4;3;2;5;5;7;5;1;2;5;4;5;2;3;3;1;2;1;0;0;1;2;1;3;2;2;1;1;3;3;3;2;3;3;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0
18;1;5;1;1;1;6;4;3;1;2;3;3;3;3;3;7;7;4;2;5;5;5;2;5;4;3;3;1;0;0;1;2;1;2;1;4;3;1;5;4;5;2;5;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
18;1;5;1;1;2;2;2;3;1;1;2;4;4;4;4;6;3;3;3;3;5;2;2;3;3;3;2;2;1;0;0;2;2;2;2;3;2;1;3;3;5;3;3;3;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0
21;2;5;4;1;2;5;2;3;1;2;1;1;1;1;1;1;1;1;1;4;3;3;2;3;3;3;2;1;1;0;0;1;1;1;1;1;1;1;3;3;2;1;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
19;1;5;1;1;2;4;1;3;1;2;3;2;3;3;3;7;5;3;2;4;1;1;2;3;3;3;3;1;1;0;0;2;2;3;2;2;2;1;4;4;3;2;2;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
20;1;5;1;1;2;6;2;3;1;2;3;2;2;4;4;7;6;2;4;4;3;3;2;3;3;2;2;2;1;0;0;1;2;2;1;2;2;2;2;4;3;3;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
19;2;5;1;1;2;5;2;3;2;2;2;3;3;3;3;5;3;3;2;3;3;4;2;3;3;2;2;2;1;0;0;2;2;1;1;1;2;1;3;3;5;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
19;2;5;1;1;2;5;1;2;1;2;3;3;3;3;3;6;2;2;2;5;5;5;2;5;3;1;1;1;0;0;1;2;1;1;2;2;2;1;3;3;5;3;5;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
19;1;5;1;1;2;5;1;3;1;2;2;3;4;4;4;7;5;3;2;5;3;4;2;4;3;2;2;1;0;1;0;2;1;2;1;3;1;1;3;4;5;2;4;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0
21;2;3;1;1;2;4;2;4;2;2;3;3;4;4;4;7;2;2;2;5;5;5;2;3;3;3;3;1;1;1;1;1;2;2;1;4;3;2;3;4;3;4;4;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
18;2;5;4;1;2;5;3;3;1;1;2;3;4;4;4;7;4;3;4;3;3;3;2;4;3;3;3;1;1;0;1;2;1;2;1;2;1;2;5;4;4;4;2;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
18;1;5;1;1;2;5;2;3;1;2;4;4;3;4;3;6;5;4;4;4;4;4;2;4;3;4;4;1;0;0;1;2;1;1;1;3;2;1;4;4;4;4;4;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
20;2;5;1;1;2;3;3;2;1;1;3;2;3;3;3;6;4;4;4;4;4;3;2;3;2;2;2;2;1;0;1;2;2;2;1;3;1;1;4;4;5;4;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
21;2;5;1;1;2;4;1;3;0;2;2;2;4;2;4;2;4;5;5;2;3;2;2;2;4;4;2;3;0;1;0;1;1;2;4;2;2;2;2;2;1;2;2;2;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0
19;1;5;1;1;2;3;2;3;1;2;1;5;5;5;5;7;7;7;7;5;5;5;2;1;1;3;3;3;0;1;1;1;3;4;1;1;1;2;1;1;4;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
18;1;5;2;1;2;6;4;6;0;2;3;2;2;5;5;7;4;1;2;5;4;5;2;3;1;1;1;1;0;0;1;1;1;1;2;4;3;1;4;4;5;4;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
