AGE;GENDER;EDU;OWNH;MARRY;JOB;INCOME;TYPEH;PPL;TEEN;PET;LIST;SHOP1;SHOP2;SHOP3;SHOP4;STOCK1;STOCK2;STOCK3;STOCK4;LABEL;STR;COOK1;COOK2;LEFT1;LEFT2;FREEZE1;FREEZE2;OUT;WHYOUT1;WHYOUT2;WHYOUT3;AWARE;TAKE1;TAKE2;WEIGHT;NONEED;EATMORE;ORDER;WORRY1;WORRY2;TOOLS1;TOOLS2;FOOD1;FOOD2;DISC11;DISC12;DISC13;DISC14;DISC15;DISC21;DISC22;DISC23;DISC24;DISC25;DISC26;DISC27;DISC28;DISC29;DISC10
19;1;5;1;1;2;3;2;3;1;1;5;3;4;4;5;6;4;2;1;5;5;5;2;1;1;3;2;1;1;0;0;1;1;2;1;2;2;1;1;5;5;5;2;2;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0
21;1;5;1;1;2;2;2;3;1;2;3;3;4;5;5;7;7;2;2;5;3;3;3;2;2;4;2;1;0;0;1;1;2;2;2;2;2;1;4;4;3;4;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
20;2;5;1;1;1;5;2;3;3;2;4;4;4;3;4;6;6;5;4;4;4;4;1;4;4;4;4;4;0;1;0;1;3;2;2;2;1;1;2;2;1;2;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
20;1;5;2;1;2;5;3;3;1;2;2;2;2;3;3;7;7;2;4;3;3;2;2;3;3;3;3;1;0;0;1;2;1;2;2;2;1;1;4;4;4;4;2;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
21;2;5;1;1;2;4;2;3;1;2;3;3;3;3;3;5;5;5;5;5;2;3;2;3;3;3;3;3;1;0;1;1;1;2;1;1;2;2;4;4;3;3;3;3;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
21;1;5;4;1;2;4;2;4;1;2;2;2;4;4;4;4;4;4;4;5;3;5;2;4;3;4;2;4;0;1;0;2;3;2;3;3;3;2;4;4;4;4;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
20;2;5;4;1;1;1;2;2;0;1;3;3;4;4;4;4;4;4;4;3;2;3;2;3;3;2;3;2;1;0;0;1;1;1;3;2;2;1;3;2;1;1;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
20;2;5;1;1;2;4;2;3;1;1;3;2;4;5;3;7;2;1;2;4;4;5;2;3;2;2;2;1;0;0;1;2;1;2;1;4;3;2;4;4;4;5;2;2;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0
20;1;5;1;1;2;3;2;1;1;1;1;1;4;4;4;5;4;3;5;2;4;3;1;3;3;3;3;2;0;1;0;1;1;1;3;3;2;2;3;3;3;3;3;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
20;2;5;1;1;2;3;2;5;1;1;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;2;0;1;0;1;2;2;2;2;2;1;3;3;3;4;3;3;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
18;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;4;4;4;3;3;3;1;3;3;3;3;2;0;1;0;2;1;2;2;3;2;2;4;3;2;4;2;4;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0
19;1;5;1;1;2;5;4;3;1;2;3;4;4;4;4;7;5;2;4;4;3;2;3;2;4;4;3;2;1;0;0;1;1;3;1;4;3;2;4;4;5;3;3;2;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
22;1;5;4;2;2;3;1;3;1;2;4;3;3;3;3;4;4;4;4;5;4;5;2;3;3;3;3;1;1;0;0;1;1;4;1;1;1;1;4;4;3;3;3;3;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0
20;2;5;4;1;2;4;2;3;1;2;3;3;3;3;3;4;4;4;4;3;3;3;2;2;2;3;3;2;1;0;0;1;1;1;2;2;1;1;2;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1
20;1;5;4;1;2;6;2;4;1;2;1;2;2;1;4;2;3;2;3;4;3;3;2;3;3;3;4;1;1;0;0;2;1;2;2;3;2;2;4;4;2;3;2;2;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0
21;1;5;1;1;2;3;2;5;3;1;2;3;3;5;5;7;7;2;2;4;3;2;2;1;1;1;3;1;0;0;1;2;1;3;1;4;3;1;3;2;3;2;3;3;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0
19;2;5;1;1;2;4;2;3;1;1;3;3;3;3;3;4;4;4;4;5;3;3;2;1;1;2;4;3;1;1;1;1;2;2;2;3;2;1;4;4;4;3;3;3;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1
21;2;5;1;1;2;3;2;3;1;2;3;3;3;3;3;7;5;2;2;5;4;4;2;2;1;1;2;1;1;1;1;2;1;2;1;3;1;1;4;4;5;3;2;2;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0
21;1;5;1;1;2;4;3;3;1;2;4;3;4;4;4;7;4;4;2;5;4;4;2;3;4;2;2;1;1;0;1;2;2;2;2;3;4;1;4;5;4;4;3;2;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0
20;1;5;1;1;2;4;1;3;1;2;2;3;3;3;3;7;6;2;2;2;2;2;2;4;2;2;2;2;0;1;0;2;3;3;2;2;2;3;3;3;2;2;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
20;1;5;1;1;2;3;2;3;1;2;2;3;4;5;5;7;3;1;1;5;5;4;2;2;2;1;3;1;1;0;0;1;1;3;1;4;3;3;3;3;5;4;2;2;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0
20;2;5;4;1;2;6;2;3;1;2;4;4;4;4;3;6;6;6;6;5;5;3;2;4;3;3;2;1;1;0;0;2;1;1;3;3;2;2;5;5;1;2;3;2;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;1;5;1;1;2;6;1;6;2;2;3;2;1;2;2;7;3;3;3;3;3;3;2;3;1;1;1;1;0;0;1;1;1;2;1;3;2;1;4;4;5;3;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0
20;1;5;1;1;2;3;2;3;1;2;2;3;4;5;5;6;2;1;1;5;5;5;2;3;1;3;3;1;0;0;1;1;1;2;2;2;2;2;4;4;5;5;3;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
21;1;5;4;1;2;3;1;3;1;2;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;1;0;0;1;2;1;3;2;3;2;2;3;3;3;3;3;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
21;2;5;1;2;2;1;2;1;1;2;1;5;2;4;2;5;3;6;3;4;1;1;2;4;1;1;4;2;0;1;0;1;2;2;1;2;2;1;4;2;4;3;4;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
20;2;5;1;1;2;3;1;3;1;2;3;2;1;2;2;2;2;2;2;5;4;1;2;2;2;3;3;2;1;0;0;1;1;2;3;3;2;2;3;3;3;3;3;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
21;1;5;1;1;2;4;2;4;2;2;3;1;1;2;2;4;4;4;4;5;5;5;2;3;3;1;1;2;1;1;1;1;2;4;1;3;1;1;5;5;5;4;2;2;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0
21;1;5;1;1;2;5;2;3;1;2;3;4;2;4;2;7;4;2;2;4;4;4;2;4;4;4;4;1;0;0;1;1;1;2;2;2;2;1;4;4;3;3;2;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
20;2;5;1;1;2;1;2;3;1;2;3;3;3;3;3;3;3;4;4;2;2;2;2;5;4;3;3;3;1;0;0;1;2;2;3;2;2;1;3;3;2;1;1;2;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
20;1;5;1;1;2;5;3;4;2;2;3;2;2;4;4;6;6;2;2;4;3;3;2;3;3;2;2;1;0;1;0;1;1;2;2;3;1;1;4;4;5;5;2;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
21;2;5;1;1;2;3;1;3;1;2;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;1;1;0;0;2;2;2;2;2;2;1;3;3;3;3;3;3;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0
21;1;5;1;1;2;6;2;3;1;2;5;2;2;2;2;7;7;1;1;5;5;2;2;4;1;1;3;1;1;0;1;1;1;1;2;1;1;1;3;4;5;5;2;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
20;1;5;2;1;2;6;4;6;6;2;1;1;1;1;4;1;1;1;1;5;5;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;2;1;5;5;1;4;2;2;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1
20;1;5;1;1;2;3;2;4;2;1;3;3;1;3;4;4;7;5;2;3;3;3;2;3;3;3;3;3;1;0;0;2;2;2;3;2;2;2;4;4;4;2;2;3;1;1;0;0;0;1;1;0;1;0;0;1;1;0;0
21;2;7;4;2;1;6;4;7;0;2;1;3;1;3;2;3;2;3;3;2;2;2;2;5;5;3;3;3;1;0;0;3;3;2;3;3;3;2;4;4;4;4;4;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
20;2;5;1;1;2;5;1;4;2;2;1;2;2;2;2;2;2;2;2;5;5;5;3;2;2;2;2;1;0;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
23;2;7;1;1;2;1;1;1;1;1;1;3;3;3;3;4;4;4;4;5;5;5;1;1;1;1;3;5;0;1;1;1;4;4;2;2;3;2;5;5;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
21;1;5;1;1;2;1;1;3;1;2;3;3;3;3;3;5;5;5;3;4;3;3;2;3;3;3;3;1;1;0;1;1;1;1;2;2;2;1;3;3;3;3;3;3;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0
22;2;5;1;1;2;6;1;4;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;4;4;4;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
21;1;5;1;1;2;3;2;3;1;1;4;2;3;4;4;4;4;4;3;4;4;4;2;3;3;3;3;1;0;0;1;1;1;3;3;3;2;1;4;4;5;3;3;3;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0
20;1;5;1;1;2;2;2;3;1;1;5;2;5;5;5;5;1;1;1;5;5;5;2;1;1;1;3;3;1;0;0;1;3;4;3;2;3;2;3;3;5;4;2;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
20;1;5;1;1;1;4;2;3;1;2;4;2;4;5;5;7;7;3;3;5;5;5;2;1;1;1;3;2;1;0;0;1;2;3;1;3;1;1;5;5;4;5;2;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0
21;1;5;1;1;2;5;2;3;1;1;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;1;1;1;0;2;1;2;2;2;2;1;3;3;2;2;2;2;1;1;1;0;0;0;0;1;1;0;1;0;0;1;1
20;1;5;1;1;2;4;2;3;1;2;3;3;5;4;4;7;2;3;4;5;5;2;2;3;2;1;3;1;0;0;1;1;1;3;2;2;2;1;3;3;4;1;2;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0
21;2;5;1;1;1;6;1;3;1;2;1;5;5;5;5;1;5;4;5;1;1;3;1;3;2;3;2;2;1;0;0;1;2;1;2;3;2;1;3;3;4;2;1;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
20;1;5;1;1;2;6;2;3;2;2;1;1;1;1;1;1;1;1;1;3;3;1;2;1;1;1;1;1;0;0;1;1;1;3;1;4;3;1;1;1;3;1;3;2;1;1;1;1;1;0;0;0;1;0;1;1;1;0;0
19;1;5;2;1;2;4;2;4;2;2;4;2;4;4;4;5;2;2;1;5;5;5;2;4;1;3;2;1;1;0;0;1;1;2;1;2;1;2;5;5;5;5;5;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
21;2;5;1;1;2;4;2;3;1;2;3;4;3;4;4;6;4;2;3;5;5;3;2;2;1;1;2;1;0;0;1;1;1;1;2;4;3;1;4;4;1;4;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
19;1;5;4;1;2;6;1;4;2;2;3;2;3;4;5;7;5;3;2;4;4;3;2;3;3;2;3;1;0;0;1;2;1;1;1;1;1;2;5;3;3;3;2;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19;1;5;4;1;2;5;2;3;1;2;2;2;2;2;4;2;2;2;2;1;4;2;2;3;3;3;3;4;0;1;0;2;3;1;3;3;1;1;3;2;2;2;2;2;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0
19;1;5;1;1;2;6;4;4;4;2;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;1;1;1;1;1;1;1;2;2;2;1;3;3;4;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
20;2;5;1;1;2;3;2;4;2;2;3;3;3;3;3;6;4;3;2;2;4;5;2;3;2;2;2;1;0;0;1;1;1;2;1;2;2;3;3;3;5;4;3;2;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0
21;1;5;1;1;2;3;1;0;0;2;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;5;1;0;0;1;1;1;2;2;1;2;2;3;3;3;3;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
20;1;5;1;1;2;4;3;3;1;2;3;4;3;4;4;3;3;5;5;3;4;3;2;1;3;3;4;2;1;1;1;1;1;3;3;2;2;1;3;3;2;4;2;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0
1;1;1;1;1;2;3;2;4;2;2;3;2;4;4;4;6;4;2;3;4;3;5;2;4;2;1;2;1;1;0;1;1;1;1;1;4;3;2;1;3;5;5;3;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
21;1;5;1;1;2;4;2;3;1;2;3;3;3;3;3;7;7;2;2;5;5;2;2;3;3;3;3;2;1;0;0;2;3;2;1;2;1;1;4;4;2;4;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
21;2;5;1;1;2;3;1;8;2;1;5;2;3;3;4;6;1;1;3;5;5;3;1;3;3;1;2;1;1;0;1;1;2;1;1;4;3;1;5;4;5;4;2;2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1
20;1;5;1;1;2;5;2;3;1;1;3;1;1;4;3;4;4;4;4;4;2;3;2;3;3;2;4;1;1;0;0;1;2;3;2;3;2;2;4;4;2;2;2;2;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0
21;1;5;1;1;2;4;2;3;1;2;5;4;4;4;4;2;2;2;2;5;5;5;2;4;3;4;2;1;1;0;0;1;1;4;4;4;3;2;1;3;2;2;5;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
20;1;3;1;1;2;6;2;3;1;2;3;1;1;1;1;6;1;1;1;5;1;1;2;3;3;3;3;1;1;0;0;1;1;3;1;1;1;1;5;3;5;4;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
20;2;5;1;1;2;6;1;4;1;1;3;2;1;2;3;6;4;4;4;4;4;2;2;3;3;3;3;3;1;0;1;1;1;3;2;3;2;1;3;3;3;4;3;3;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1
19;1;5;4;1;2;6;2;2;1;2;3;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;1;1;0;0;2;2;2;3;3;3;1;3;3;4;2;2;2;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
37;1;6;1;2;1;3;3;4;2;2;1;4;4;4;4;7;2;2;2;3;1;3;2;4;4;3;3;1;0;0;1;1;1;3;1;2;2;1;5;5;5;4;3;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
38;1;5;2;2;1;3;3;4;2;2;3;3;3;4;5;5;4;2;1;5;4;5;2;5;1;2;2;1;0;0;1;1;1;3;1;4;3;1;1;5;5;3;3;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0
54;1;5;1;2;1;3;2;2;0;2;3;3;4;4;4;7;2;2;2;5;5;4;2;2;3;3;3;1;0;0;1;1;1;2;1;3;4;1;4;4;4;4;2;2;1;0;0;0;0;1;0;0;1;0;0;1;1;0;1
50;1;5;1;2;1;3;2;3;1;2;3;2;4;3;3;2;2;2;2;4;4;5;2;2;2;1;3;1;0;0;1;2;1;2;1;2;1;2;4;5;2;5;2;2;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0
19;1;4;4;1;2;3;2;4;2;2;3;2;2;2;4;7;5;3;2;4;3;2;2;4;4;4;2;1;1;1;1;2;1;2;1;3;1;2;3;4;3;3;2;2;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1
20;1;5;4;1;2;2;4;6;6;2;3;5;5;5;5;7;7;7;7;5;5;5;2;5;5;5;5;1;1;0;0;1;1;1;3;3;1;1;5;5;2;2;2;4;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21;1;4;1;1;2;6;2;4;2;2;3;5;2;3;4;2;1;1;2;4;5;3;2;3;4;1;1;1;1;0;1;1;1;1;1;4;3;2;5;5;5;4;2;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
19;2;5;1;1;2;4;2;3;1;2;1;3;3;3;3;6;2;2;2;4;4;3;2;4;2;4;2;1;1;0;0;1;1;2;1;4;3;1;1;4;3;3;4;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
20;2;5;1;1;2;4;2;3;1;1;4;2;2;4;4;7;7;2;2;5;4;5;2;2;4;1;1;1;0;0;1;1;2;1;1;4;3;2;1;5;5;5;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
22;1;6;1;1;2;4;1;3;1;2;2;2;4;4;4;7;2;2;2;4;4;5;2;2;3;2;2;1;0;0;1;1;2;2;2;2;2;1;4;4;1;3;3;3;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0
22;1;5;4;1;2;4;4;4;4;2;5;1;1;4;4;2;2;2;2;5;5;3;2;1;1;4;4;1;1;0;1;1;1;1;1;1;1;1;5;5;4;3;3;3;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
24;1;6;2;1;2;5;2;4;2;2;2;4;3;5;2;7;1;2;3;4;3;4;2;4;2;2;2;1;0;0;1;3;1;2;2;3;2;1;5;4;3;3;4;2;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0
18;1;1;3;2;2;3;1;2;50;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;0;0;2;4;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
56;2;6;1;2;1;3;2;3;1;1;2;3;3;4;4;6;3;1;3;5;3;4;2;3;3;2;2;1;1;1;1;2;2;2;1;3;2;2;1;4;5;4;2;2;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0
26;2;5;2;1;1;3;1;1;1;2;2;2;2;2;2;1;1;1;1;3;3;2;2;3;3;3;3;1;0;1;0;1;3;2;1;1;2;1;5;5;1;1;4;2;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1
26;2;5;1;1;1;3;2;3;1;2;3;2;2;3;3;7;3;1;2;3;3;3;1;2;2;2;2;3;1;0;0;2;3;3;1;3;2;1;2;4;3;3;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
28;1;6;2;1;1;3;3;1;1;2;3;3;3;3;3;3;3;3;3;2;3;2;2;2;2;2;2;2;1;1;1;3;3;2;2;3;2;1;5;2;3;3;3;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
51;2;5;1;2;1;4;1;3;0;2;3;2;3;3;4;6;5;3;2;4;4;2;2;3;2;1;2;1;1;0;1;1;1;1;1;4;3;1;5;5;5;3;4;2;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0
27;2;6;2;1;1;3;2;1;1;2;5;2;2;4;4;7;2;2;2;5;5;2;2;2;1;5;4;1;1;1;1;2;2;2;1;1;1;2;2;5;4;2;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
42;1;6;1;2;1;2;2;3;1;1;2;2;4;4;4;2;2;2;2;3;4;5;2;3;3;3;2;1;1;1;1;1;3;4;2;4;3;1;5;4;3;2;3;3;1;1;1;0;1;0;1;0;0;1;1;0;0;1;0
29;1;6;2;1;1;3;2;1;0;2;3;2;3;3;2;7;4;2;2;3;4;2;2;2;2;2;3;1;0;0;1;1;3;3;1;3;2;3;3;3;4;2;4;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
30;1;5;2;2;1;3;3;4;0;2;3;3;5;5;5;6;1;1;1;5;5;5;2;3;3;3;2;1;1;0;0;2;1;4;2;4;3;1;5;4;5;3;3;3;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0
49;1;6;1;2;1;3;2;3;1;2;2;2;4;4;5;7;4;1;2;5;5;5;2;3;4;3;3;2;0;1;1;1;1;4;1;2;3;1;2;3;4;2;4;3;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0
26;2;6;1;2;1;3;2;2;2;2;1;3;3;3;4;5;4;5;6;3;4;3;2;3;4;4;5;1;0;1;1;1;1;2;2;2;2;1;4;2;5;5;3;5;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
49;1;5;1;2;1;3;2;5;1;2;4;3;4;5;5;6;2;1;2;5;1;5;2;2;1;2;3;1;0;1;1;1;1;3;1;4;3;1;5;5;4;4;3;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1
49;1;6;1;2;1;2;2;3;1;2;2;3;2;4;3;7;4;3;3;5;5;4;2;3;3;3;2;1;0;0;1;2;1;3;1;4;3;1;5;5;3;3;2;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
46;1;6;1;2;1;3;2;3;1;2;3;2;3;5;5;7;4;4;4;5;5;2;2;3;3;1;3;1;1;0;0;1;1;3;2;3;3;1;5;5;3;4;4;3;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0
21;2;5;2;1;2;3;4;4;4;2;1;1;1;1;2;2;2;2;2;2;5;3;1;3;3;1;2;2;1;0;1;1;1;2;1;4;3;2;2;5;1;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
47;1;3;1;2;2;5;2;3;1;2;3;4;4;4;4;6;4;2;1;4;4;4;2;1;1;1;3;1;0;0;1;1;1;2;1;3;3;1;2;3;2;2;3;2;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0
54;1;2;1;2;2;5;2;2;0;2;4;4;4;4;4;3;3;3;3;5;5;5;2;4;4;1;1;1;0;0;1;1;1;3;1;4;3;1;5;3;4;4;2;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
36;2;4;1;2;1;4;2;3;1;2;1;2;3;4;3;7;5;2;2;3;4;3;2;4;3;2;3;2;1;0;1;1;2;3;2;2;2;2;3;3;4;2;2;2;1;1;0;0;0;0;1;0;0;1;1;1;0;1;0
50;2;6;1;2;1;3;1;5;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;0;1;1;1;4;3;3;3;1;4;5;4;5;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
38;1;6;1;2;1;3;2;4;4;2;3;4;4;4;4;6;2;2;2;5;5;5;1;2;2;3;3;1;0;1;1;1;1;4;1;4;3;1;5;5;5;4;2;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
60;2;6;1;1;1;4;2;2;0;2;3;3;3;4;3;6;5;4;4;4;4;4;2;2;2;4;3;1;1;0;0;1;1;3;1;2;2;2;4;3;4;3;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
50;1;5;1;2;1;4;2;3;1;2;1;2;4;4;4;6;2;2;2;4;3;4;2;3;2;2;3;2;1;0;1;1;3;2;1;3;2;1;3;4;3;3;5;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
28;1;5;1;2;1;3;2;2;1;1;4;3;3;3;3;6;3;2;3;5;5;2;2;4;4;4;4;3;1;1;1;1;4;3;2;3;2;1;3;4;5;3;4;3;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0
30;2;5;1;2;1;4;2;3;0;2;3;4;4;4;4;5;5;5;5;4;5;3;2;1;1;4;4;2;0;0;1;3;3;2;2;4;3;2;2;3;2;3;5;2;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0
57;1;3;1;2;1;4;2;2;3;2;2;3;4;5;4;7;1;1;2;3;3;5;2;4;5;2;3;1;0;0;1;2;1;1;1;4;3;1;4;4;3;2;2;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
20;1;5;1;1;1;3;2;3;1;1;2;2;2;2;3;2;2;2;2;3;3;2;2;1;1;1;2;1;1;1;1;1;1;3;3;2;3;2;1;2;3;3;3;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
27;1;5;1;2;1;4;2;3;3;2;2;2;3;3;3;7;3;2;3;4;3;3;2;4;3;2;3;1;1;0;1;1;2;3;2;2;1;1;4;4;4;4;4;4;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0
34;1;5;1;2;1;3;3;2;0;2;1;2;3;5;5;7;5;3;3;3;4;3;2;2;2;2;2;1;1;0;0;1;2;2;1;2;2;2;5;4;5;2;5;2;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0
35;1;2;2;1;1;5;3;2;0;2;4;2;2;2;2;7;2;1;2;4;3;2;2;3;2;2;2;1;1;0;0;1;1;1;1;4;3;2;1;3;4;2;2;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0
30;2;5;1;2;1;3;2;5;2;2;3;3;3;3;4;7;2;1;2;5;5;2;2;2;2;2;3;1;1;0;0;1;2;2;1;3;2;1;4;3;5;4;5;2;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0
47;1;2;2;1;2;6;2;2;1;2;4;2;2;4;4;6;1;2;2;4;5;5;2;4;4;2;1;1;0;0;1;1;1;1;1;4;3;1;5;4;3;3;5;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
46;1;2;1;2;1;4;2;3;1;2;3;3;4;5;4;6;2;1;2;5;5;5;2;3;1;1;2;1;0;0;1;2;1;1;2;4;3;1;4;4;5;5;3;2;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0
22;2;4;2;1;1;6;1;5;3;2;3;3;4;4;5;7;4;2;1;4;3;4;2;3;2;3;3;3;1;0;1;1;3;1;2;2;2;1;5;3;5;4;2;3;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1
34;1;2;2;1;2;4;3;4;3;2;3;2;4;5;5;7;1;1;2;5;4;3;2;1;1;1;2;2;1;0;0;2;3;3;2;3;2;1;4;3;4;4;4;4;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0
30;1;3;2;1;1;3;2;2;0;2;1;3;4;4;5;7;1;1;1;1;1;3;2;2;1;1;1;4;1;0;0;1;3;4;1;1;2;2;4;3;2;2;4;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
39;1;1;1;2;2;6;3;3;1;2;2;3;4;5;4;6;2;2;4;4;5;5;2;3;2;1;2;1;0;0;1;1;1;3;1;4;3;1;4;4;5;4;2;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
29;1;5;1;2;1;3;2;5;0;2;2;3;4;4;5;7;4;3;3;5;4;3;2;2;2;1;4;2;0;0;1;1;2;2;1;2;2;1;4;4;4;3;4;2;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1
